Iteration	Posterior	Likelihood	Prior	tree_length	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	shape[0]	shape[1]	shape[2]	shape[3]
920	-9558.37	-9576.66	18.2896	1.13353	0.0449479	0.0436665	0.0247514	0.0125018	0.763556	0.00849719	0.0119741	0.0308946	0.07273	0.0380737	0.00373662	0.0203744	0.0310156	0.0192602	0.00755381	0.108814	6.1865	4.88491	16.5529
930	-9559.59	-9576.61	17.0216	1.17096	0.0468343	0.0382536	0.0222443	0.00799115	0.800723	0.0079597	0.00904577	0.0248087	0.0744455	0.0441988	0.0119403	0.0250334	0.0302361	0.0167775	0.0104661	0.0910185	31.6742	4.31258	9.53105
940	-9557.79	-9575.81	18.0226	1.13572	0.0414247	0.0389175	0.0222923	0.00767164	0.759129	0.0106639	0.00955415	0.0419901	0.0588566	0.0500848	0.011872	0.0338324	0.0180939	0.0169863	0.0143514	0.110957	4.08147	7.44345	20.9992
950	-9559.98	-9576.01	16.0308	1.07979	0.041695	0.0362874	0.0244472	0.0104698	0.721795	0.0102074	0.00624807	0.0375914	0.062544	0.0429394	0.00596904	0.0381945	0.00581417	0.0218234	0.0137641	0.106096	33.9539	15.6799	33.9187
960	-9570.74	-9587.53	16.7881	1.12603	0.0420266	0.033318	0.0189415	0.0130423	0.731556	0.0139659	0.0117156	0.0370029	0.0662659	0.0531291	0.0121156	0.0557547	0.00792175	0.0155093	0.0137641	0.111048	6.76524	4.15358	48.2352
970	-9568.74	-9585.09	16.3496	1.13496	0.0546681	0.0510918	0.0252298	0.0130423	0.741646	0.0118819	0.00936048	0.0370029	0.0659667	0.0297315	0.00465146	0.0353671	0.0204526	0.0240933	0.0107719	0.121318	11.0274	43.7161	11.3843
980	-9563.96	-9579.49	15.5334	1.19176	0.0424328	0.0441375	0.0150863	0.0151962	0.842025	0.0136425	0.00639093	0.0333276	0.058312	0.0348264	0.00591232	0.0388519	0.00829128	0.0223553	0.0109678	0.0986009	2.15943	19.1747	49.7805
990	-9572.89	-9589.35	16.4654	1.11144	0.0637496	0.0357401	0.0251171	0.0179736	0.711925	0.0115797	0.00895689	0.0490719	0.0587427	0.0367252	0.00461668	0.0451474	0.0108105	0.0208353	0.0104449	0.107087	48.2916	13.7536	6.48489
1000	-9563.12	-9579.84	16.7245	1.17267	0.0435268	0.0347761	0.0176247	0.0119034	0.822757	0.00739417	0.00895689	0.0438735	0.0574463	0.0393765	0.00819733	0.0198477	0.0277248	0.0186026	0.0106645	0.108473	4.85656	3.94468	42.2981
1010	-9573.64	-9589.82	16.1775	1.1708	0.0396932	0.0371217	0.0226498	0.00831142	0.829855	0.00883891	0.00767198	0.0250161	0.0526543	0.0413359	0.0111846	0.0184671	0.029598	0.0260645	0.012335	0.0827281	20.7285	13.9011	27.8093
1020	-9554.93	-9573.65	18.7207	1.13006	0.0471012	0.045418	0.0167509	0.00962797	0.774856	0.00755185	0.00644956	0.0366772	0.0677441	0.0360432	0.00648794	0.0184506	0.0260528	0.0169861	0.0138636	0.0798769	3.76658	4.04004	11.9197
1030	-9562.95	-9579.43	16.4803	1.12709	0.0509283	0.0473321	0.016965	0.0103047	0.78417	0.0124868	0.00946943	0.0270326	0.0570258	0.0357122	0.00962718	0.029624	0.0123713	0.0164743	0.00756748	0.0737897	49.5113	3.70295	11.9197
1040	-9573.22	-9591.39	18.1664	1.18785	0.0407204	0.0470108	0.014191	0.0139166	0.810554	0.00972421	0.00957135	0.0343458	0.0736847	0.0574103	0.00766514	0.0223951	0.0241032	0.0132205	0.00933248	0.117881	5.12939	6.0647	8.02228
1050	-9564.86	-9578.11	13.2534	1.21305	0.0533633	0.0336989	0.0253537	0.0105261	0.838082	0.00824929	0.00746554	0.0385679	0.0637652	0.0429032	0.00856409	0.0270951	0.0293959	0.0165069	0.00950901	0.0934101	4.37951	35.2015	72.8801
1060	-9562.21	-9577.3	15.0896	1.26856	0.0428905	0.0385904	0.0283349	0.0111926	0.877455	0.0113314	0.0108591	0.0358452	0.0752641	0.036405	0.00553623	0.0335955	0.0285834	0.0210043	0.0116698	0.102052	4.94907	52.3634	7.31401
1070	-9564.92	-9581.47	16.551	1.13588	0.0452376	0.0350492	0.0200173	0.0112761	0.776749	0.0111353	0.00542663	0.029287	0.0691864	0.0409196	0.0132941	0.0388132	0.0184492	0.0152206	0.00581994	0.0863685	31.7571	10.0871	20.1043
1080	-9559.94	-9576.74	16.7995	1.25343	0.0486692	0.0422683	0.0187945	0.0118647	0.888469	0.0109993	0.00577633	0.0341751	0.0584359	0.0417186	0.00359903	0.0469325	0.0185033	0.0184894	0.00473432	0.0550266	3.52662	2.74839	27.2266
1090	-9563.63	-9574.05	10.4189	1.23922	0.0480468	0.0390968	0.0236014	0.0118647	0.856735	0.0149964	0.00722288	0.0365474	0.0595267	0.0471387	0.00721372	0.0298693	0.0185033	0.0250027	0.0138529	0.10745	1.42971	25.3654	137.108
1100	-9559.1	-9575.89	16.7912	1.15195	0.0414933	0.0381351	0.022509	0.0162117	0.799313	0.00694432	0.0095796	0.0262855	0.0675559	0.0374856	0.00717555	0.0259752	0.0206443	0.0209207	0.0117229	0.116206	35.0458	3.29624	15.5591
1110	-9555.48	-9572.92	17.4436	1.09758	0.0420936	0.0381351	0.0206672	0.0131208	0.733924	0.0100694	0.00985634	0.0379355	0.0606765	0.0381182	0.00523674	0.0404163	0.0206443	0.0205497	0.00613269	0.114657	13.2449	6.82465	31.6596
1120	-9557.13	-9575.06	17.9329	1.22744	0.055841	0.0392547	0.0267345	0.0120336	0.84773	0.00835616	0.00913463	0.0303668	0.0691683	0.0373175	0.00697724	0.0431149	0.0142688	0.0177963	0.00934261	0.0949553	2.67477	7.76261	5.55418
1130	-9567.11	-9584.22	17.1079	1.05866	0.0351395	0.0324608	0.0277507	0.0073914	0.709974	0.0080985	0.00983343	0.0306506	0.0593195	0.0311253	0.0140505	0.0342531	0.0174403	0.028131	0.0130459	0.112245	26.9102	15.6774	23.6405
1140	-9564.65	-9582.34	17.6898	1.20126	0.0408844	0.0471998	0.0258828	0.010639	0.808309	0.0108731	0.0133655	0.0314819	0.0733963	0.0394762	0.00644976	0.0237043	0.0337039	0.0231512	0.0127444	0.112728	8.27612	4.56206	13.2323
1150	-9562.01	-9576.85	14.8463	1.17879	0.0542827	0.0441018	0.0276321	0.010639	0.804248	0.010721	0.0127763	0.0317989	0.0565943	0.0376296	0.0109993	0.0254502	0.0220828	0.0236414	0.00619726	0.105999	4.82824	73.6827	8.92967
1160	-9557.69	-9576.04	18.3526	1.19029	0.0463471	0.0438288	0.018328	0.0167725	0.810733	0.0101011	0.0117362	0.037442	0.0739722	0.0412365	0.00507634	0.0325553	0.0166329	0.0175199	0.00800316	0.0965005	2.39185	5.50064	7.13436
1170	-9571.86	-9585.87	14.0146	1.15956	0.0410597	0.0374735	0.0198984	0.0159828	0.783152	0.0120971	0.0096521	0.0327167	0.0731821	0.0376517	0.00692547	0.0346466	0.0212764	0.0190524	0.0147883	0.111704	7.07509	38.0621	62.7796
1180	-9555.18	-9573.08	17.8997	1.21204	0.0489737	0.0338538	0.0204823	0.0107679	0.860521	0.0111751	0.00896028	0.027811	0.0668859	0.0424376	0.00691595	0.0380067	0.00843245	0.0190524	0.00775858	0.0736876	4.5221	7.13902	8.09675
1190	-9557.25	-9575	17.7493	1.17212	0.0430893	0.0393507	0.0236273	0.00876421	0.822477	0.0146691	0.00646885	0.0244782	0.0624082	0.0353205	0.0105788	0.0335654	0.0147292	0.0179311	0.0146601	0.0979997	3.22626	4.69721	22.8018
1200	-9566.91	-9584.8	17.8839	1.10022	0.0429712	0.0469824	0.0272293	0.0161558	0.717095	0.00956344	0.0128531	0.0320853	0.0655772	0.0378774	0.00513486	0.056847	0.00251289	0.0179311	0.00940508	0.129183	5.31176	15.3257	21.7429
1210	-9553.97	-9572.82	18.8526	1.11929	0.049477	0.0490266	0.0198784	0.00928764	0.726289	0.0111147	0.0119449	0.0373011	0.0668744	0.0374599	0.0090704	0.0300117	0.0281353	0.021425	0.0119972	0.0992814	1.93985	8.68792	8.59461
1220	-9558.22	-9573.03	14.8151	1.20262	0.0403284	0.0372357	0.0214908	0.0102225	0.812246	0.011658	0.00993138	0.0465441	0.0776042	0.0504159	0.00602218	0.0291326	0.0177722	0.0205523	0.011463	0.101558	2.71988	4.10429	76.4804
1230	-9553.48	-9571.07	17.5899	1.11953	0.0418722	0.0406102	0.02598	0.012212	0.746768	0.0122883	0.0123144	0.0403305	0.060895	0.0379866	0.00801725	0.0355805	0.0153297	0.0224949	0.00684931	0.112862	5.32477	12.1714	26.9195
1240	-9565.91	-9583.21	17.3057	1.14989	0.0534794	0.016417	0.0213591	0.0131642	0.785266	0.0106077	0.0114079	0.0409979	0.0647709	0.0358383	0.00849043	0.0469484	0.0142971	0.0198357	0.00700642	0.118217	19.0181	6.4534	18.5505
1250	-9559.62	-9576.64	17.0216	1.16097	0.0420817	0.0403022	0.0255891	0.00989321	0.788916	0.0100965	0.00644477	0.0402192	0.0594243	0.0530512	0.0118815	0.0482717	0.00494807	0.013652	0.00619987	0.105014	23.1902	5.76006	18.5505
1260	-9564.01	-9581.17	17.1599	1.19972	0.0452323	0.0355417	0.0220964	0.00887107	0.844023	0.00839138	0.00781142	0.0402192	0.0598913	0.0332571	0.00643235	0.0547252	0.00606092	0.0176516	0.00951358	0.0504627	16.1259	7.41164	13.5026
1270	-9560.17	-9577.58	17.41	1.10447	0.0495725	0.0349657	0.0221492	0.00887107	0.750205	0.0113708	0.00658621	0.0290096	0.0667857	0.0362739	0.00733884	0.0421766	0.00509765	0.0216955	0.0123708	0.0988551	4.05176	35.9589	11.0281
1280	-9556.38	-9573.55	17.1764	1.22612	0.0498294	0.0322203	0.0272946	0.0144825	0.850616	0.00942285	0.00899394	0.0320335	0.0696852	0.0470196	0.0115848	0.0409387	0.0102016	0.0118887	0.00991218	0.0996328	4.02322	17.0254	10.3314
1290	-9562.34	-9579.99	17.6427	1.16877	0.0443983	0.0546681	0.0278341	0.0147176	0.748916	0.0123713	0.0103982	0.0333153	0.0691571	0.049831	0.0169355	0.0414125	0.00639693	0.0254843	0.0129343	0.113122	14.8689	6.12227	12.5188
1300	-9559.65	-9575.81	16.1626	1.23157	0.0407527	0.0429818	0.0283452	0.00553147	0.844429	0.0143205	0.0078112	0.0469047	0.0712845	0.0371282	0.0299201	0.0291914	0.00820955	0.017072	0.007683	0.115588	2.97515	36.8832	10.6926
1310	-9554.98	-9573.01	18.0315	1.13476	0.0464613	0.0398256	0.0209592	0.0101443	0.783703	0.00795109	0.00789828	0.0278343	0.0621493	0.0371282	0.0291196	0.0260243	0.00476991	0.0229637	0.00782777	0.105671	12.9795	2.19548	17.3687
1320	-9562	-9575.83	13.8343	1.18496	0.0538001	0.047214	0.0257549	0.0109338	0.804882	0.0130915	0.0118578	0.0372221	0.0613513	0.0356904	0.00694355	0.0475978	0.00514636	0.0132054	0.0102693	0.105485	11.0401	35.5372	59.8704
1330	-9561.81	-9578.93	17.1245	1.18578	0.040582	0.0384078	0.0218414	0.0151352	0.81566	0.0106233	0.00662053	0.040297	0.0696123	0.0387833	0.00910916	0.0397031	0.00909877	0.0187157	0.0115922	0.10946	2.31688	22.9306	15.2283
1340	-9566.24	-9584.98	18.7392	1.12099	0.0480449	0.0340501	0.0324027	0.0109743	0.741918	0.009237	0.009647	0.0277873	0.0708252	0.0410482	0.00502392	0.0525526	0.00966909	0.0198656	0.0079411	0.085607	1.92999	3.20751	16.0284
1350	-9568.26	-9585.69	17.4295	1.1724	0.0417906	0.0367889	0.0260586	0.0150842	0.804468	0.00687247	0.0080477	0.0287381	0.0696439	0.0487126	0.0036756	0.0526713	0.0110241	0.0142205	0.00460632	0.064624	13.9812	6.60858	16.5075
1360	-9565.87	-9580.85	14.98	1.26322	0.0569879	0.0376987	0.0250259	0.012103	0.865772	0.00815101	0.0108647	0.0462916	0.0639024	0.043227	0.000536889	0.0526713	0.0120154	0.0219353	0.00603527	0.111043	4.66774	57.9325	5.27703
1370	-9556.53	-9574.05	17.517	1.13956	0.0490451	0.0384853	0.0308656	0.01007	0.76941	0.00882471	0.00898038	0.025821	0.0687837	0.0371423	0.00869757	0.048122	0.00465493	0.0156936	0.0149672	0.118743	21.2642	4.5376	16.0588
1380	-9561.94	-9579.72	17.7839	1.11121	0.0431442	0.0384853	0.0192415	0.0156493	0.733285	0.0103607	0.00791054	0.0415002	0.0667068	0.0385306	0.0117452	0.0471023	0.0110974	0.0163503	0.0100984	0.0963336	19.2804	9.37867	13.5569
1390	-9571.1	-9587.49	16.3947	1.00781	0.0474338	0.0437644	0.018366	0.00919131	0.636677	0.013099	0.00806454	0.0302906	0.0784562	0.0385306	0.00892553	0.0412174	0.00586052	0.0206749	0.00725397	0.121071	7.81148	70.5052	12.3397
1400	-9563.34	-9580.8	17.4582	1.13224	0.0432518	0.0378977	0.0221703	0.0107468	0.775211	0.00944034	0.00886241	0.0419053	0.0610298	0.035238	0.0101708	0.0379687	0.0108695	0.0166634	0.0108131	0.116125	14.8368	17.5007	12.1657
1410	-9563.09	-9581.08	17.9875	1.16222	0.0468341	0.0383808	0.0277791	0.00957289	0.795755	0.0116795	0.00916866	0.0394475	0.071534	0.0432635	0.0189038	0.0219742	0.00580795	0.0156103	0.00651021	0.0986309	16.8393	4.08145	7.01886
1420	-9568.69	-9585.88	17.1924	1.18686	0.0419886	0.0393937	0.0234173	0.0136701	0.841388	0.00834958	0.0144666	0.0336197	0.0616643	0.033017	0.0138111	0.030817	0.0118571	0.0151229	0.00427476	0.102844	33.6241	2.53051	2.75541
1430	-9563.02	-9580.76	17.744	1.16191	0.0518703	0.0441097	0.0183372	0.0139169	0.767802	0.00689642	0.0103378	0.035007	0.0644177	0.0521179	0.00594996	0.0490726	0.00770733	0.0255669	0.00879913	0.10301	17.0422	11.8577	3.96756
1440	-9562.42	-9577.96	15.5386	1.14003	0.0447586	0.0442263	0.0195545	0.00865699	0.751099	0.0129123	0.0127486	0.0428659	0.0561117	0.0465805	0.00712351	0.0479627	0.0132573	0.0178766	0.014294	0.102425	12.7698	38.8052	29.7759
1450	-9560.35	-9575.93	15.5801	1.18255	0.0397088	0.0363673	0.0225034	0.0119118	0.824197	0.00955173	0.00732312	0.0357502	0.0741466	0.0311238	0.009589	0.0438147	0.00461508	0.0198919	0.0120551	0.107601	2.48752	24.4765	45.0491
1460	-9556.28	-9573.46	17.1796	1.2008	0.0479879	0.0387581	0.0172837	0.0148789	0.831579	0.00955173	0.00885146	0.0357502	0.0642337	0.0416761	0.0133062	0.0387938	0.0071834	0.0176573	0.0133064	0.122191	2.48752	25.3728	8.49845
1470	-9560.27	-9577.01	16.7417	1.19247	0.0411939	0.0394935	0.018712	0.0160221	0.806679	0.0109616	0.00973741	0.0332427	0.0736858	0.0399456	0.00792115	0.0581211	0.00591537	0.0225876	0.00825078	0.107852	9.45229	10.4874	26.856
1480	-9559.63	-9578.06	18.4344	1.14052	0.0527372	0.0378139	0.0223744	0.0106055	0.759576	0.00669019	0.0085808	0.0400798	0.0670211	0.0401935	0.0183489	0.0405461	0.00429008	0.0206347	0.0110257	0.0874051	11.8162	6.47882	5.0577
1490	-9568.91	-9586.66	17.7566	1.12089	0.0436887	0.0344453	0.0302963	0.0114438	0.758465	0.00606177	0.00710367	0.0310117	0.0678803	0.049833	0.0127398	0.0365369	0.00666084	0.0157026	0.00902255	0.0842571	11.6858	15.0983	14.0529
1500	-9570.89	-9587.8	16.9186	1.09162	0.0446038	0.0361253	0.0290902	0.0126965	0.701169	0.00876871	0.00972476	0.0302393	0.0738494	0.0495342	0.0127398	0.0388745	0.00850159	0.0282518	0.00745158	0.142297	23.1578	10.7066	29.5281
1510	-9559.42	-9576.17	16.7547	1.20331	0.0453243	0.0396853	0.02418	0.0104555	0.845858	0.00756829	0.0085946	0.0351106	0.0680276	0.0404551	0.0102955	0.0388745	0.00913122	0.0128494	0.00690292	0.076883	31.0931	3.306	9.99964
1520	-9569.95	-9583.14	13.1842	1.14905	0.0523054	0.0432449	0.0182752	0.0101866	0.78733	0.00860308	0.00874676	0.030704	0.0667021	0.0382883	0.00642069	0.045978	0.00703407	0.0129425	0.0122831	0.113107	111.098	5.47858	10.0493
1530	-9559.77	-9575.77	16.0045	1.1461	0.0491235	0.0439389	0.024788	0.00961536	0.742853	0.0124913	0.0086375	0.0412124	0.0742952	0.0358428	0.0101721	0.0459014	0.0102343	0.0265326	0.0104649	0.127046	54.943	8.86323	6.98893
1540	-9562.19	-9576.81	14.62	1.17109	0.0498213	0.0432823	0.0271697	0.0123294	0.759412	0.0133203	0.0095684	0.0356219	0.0745587	0.0414843	0.0242712	0.0394847	0.00781564	0.0228518	0.0101	0.109801	2.46283	65.0008	26.0398
1550	-9562.02	-9577.08	15.0607	1.18864	0.0498387	0.0409407	0.0239657	0.0104928	0.803291	0.00656927	0.0109592	0.0345635	0.0617218	0.0459494	0.0255655	0.0313241	0.0142835	0.0166509	0.0125209	0.108966	11.5884	63.4998	6.0943
1560	-9560.22	-9576.27	16.0471	1.20088	0.0507484	0.0536592	0.0239716	0.0170224	0.81279	0.0135672	0.0109592	0.0423229	0.0629709	0.0444768	0.00561776	0.0377102	0.00432937	0.0143991	0.00633197	0.10952	26.2358	15.2693	17.4989
1570	-9568.62	-9582.01	13.3922	1.24832	0.0408297	0.0438164	0.0304535	0.00635118	0.872232	0.0100683	0.00740185	0.047184	0.0612077	0.039039	0.00396364	0.0490421	0.00669995	0.019208	0.0108189	0.113482	9.06639	28.9664	64.5781
1580	-9564.13	-9580.74	16.6022	1.31606	0.0440534	0.040621	0.0199334	0.0158205	0.91286	0.0127934	0.0121331	0.0403065	0.0659722	0.0632727	0.0104264	0.0411889	0.00859526	0.0178861	0.0102017	0.104325	2.11227	19.8775	2.88014
1590	-9569.56	-9586.32	16.7621	1.19584	0.0441638	0.040621	0.0183392	0.0112646	0.802042	0.00888363	0.0136358	0.0407319	0.0662431	0.0632727	0.0221399	0.0376784	0.0020298	0.0119374	0.0128551	0.111958	17.1668	6.34001	22.2044
1600	-9561.25	-9578.79	17.5429	1.08875	0.0497593	0.040621	0.0248013	0.0139404	0.69584	0.00941399	0.0134628	0.030837	0.0769317	0.0367065	0.0105486	0.0370818	0.00715647	0.028794	0.0128551	0.114243	19.7194	5.65891	26.1316
1610	-9562.05	-9579.6	17.5504	1.2118	0.055681	0.040621	0.0250006	0.0093965	0.837101	0.0053814	0.00860373	0.0334826	0.0750651	0.0369159	0.0126765	0.0454587	0.00271597	0.0155334	0.00816502	0.0789566	2.73283	9.04135	15.0106
1620	-9563.11	-9576.1	12.9908	1.10622	0.0530261	0.0420492	0.0243266	0.0115384	0.715078	0.00850515	0.00870395	0.0443758	0.0662702	0.0411749	0.0118068	0.0389625	0.0130999	0.0164436	0.0108594	0.107788	21.4311	68.3647	49.2683
1630	-9560.67	-9579.17	18.5011	1.12026	0.0504174	0.0340729	0.0231414	0.0180869	0.73141	0.014591	0.00536274	0.030587	0.0836699	0.0434502	0.0185648	0.0373638	0.00603742	0.014374	0.00912589	0.105268	2.98282	10.7662	12.3044
1640	-9552.92	-9570.72	17.7956	1.18177	0.0466449	0.0393785	0.0281636	0.0111546	0.805399	0.0131586	0.00490811	0.0367854	0.0624018	0.0422807	0.0185648	0.0316843	0.0107395	0.0179678	0.0125374	0.110475	5.45082	16.07	6.33539
1650	-9550.36	-9566.87	16.5076	1.23153	0.0485445	0.041765	0.0251722	0.0115709	0.852512	0.0105213	0.00921285	0.0329435	0.0652025	0.0431728	0.0236384	0.0297981	0.00686608	0.0200357	0.0105763	0.106322	3.52978	35.4228	4.71505
1660	-9557.63	-9574.74	17.1169	1.18463	0.0509563	0.0352686	0.019823	0.00798634	0.822651	0.0103934	0.00911353	0.0374593	0.058335	0.0430341	0.0236384	0.0263694	0.00295195	0.0243497	0.0122955	0.0955502	11.2537	7.79101	21.828
1670	-9560.02	-9577.62	17.5918	1.12671	0.0386472	0.0435474	0.0239159	0.00984928	0.753316	0.0123631	0.00666481	0.0390407	0.0618221	0.0391549	0.020383	0.0347432	0.00771443	0.0241483	0.0114029	0.119721	7.52082	19.7568	15.6559
1680	-9565.66	-9582.07	16.4062	1.11964	0.0456226	0.0381427	0.0195711	0.0142937	0.76214	0.0135647	0.00550523	0.0352723	0.0573681	0.0393512	0.0203292	0.0369024	0.0042322	0.0209287	0.00641133	0.0776506	2.39737	19.5251	46.1803
1690	-9567.86	-9584.98	17.1147	1.23304	0.0392927	0.0456056	0.0263598	0.0151855	0.833346	0.0134633	0.0124417	0.0344076	0.0622198	0.0443825	0.0141732	0.0479622	0.00461526	0.0265227	0.0130671	0.0984699	16.9211	9.03634	5.27226
1700	-9561.41	-9578.47	17.0666	1.18803	0.0396755	0.0400005	0.027889	0.0158404	0.80995	0.00824407	0.0124417	0.030341	0.0668547	0.0393893	0.0245847	0.0287088	0.00505539	0.0309383	0.00811471	0.0923913	28.6554	3.18451	9.3614
1710	-9560.55	-9578.3	17.7452	1.12592	0.047106	0.0323136	0.0266367	0.00569229	0.761097	0.0105809	0.00801264	0.0339777	0.0796034	0.0305948	0.0271727	0.0350251	0.00954406	0.0110621	0.00750304	0.119019	2.97878	12.2111	24.8342
1720	-9563.72	-9581.26	17.5401	1.21161	0.042774	0.0395792	0.0261185	0.00814346	0.824841	0.0100535	0.00969375	0.0501709	0.0683775	0.0463327	0.0219587	0.0263676	0.00983038	0.0101769	0.0171911	0.0859929	2.97878	12.7455	11.2979
1730	-9556.48	-9572.99	16.505	1.25668	0.0563045	0.0419863	0.0164657	0.0100611	0.847571	0.0126422	0.0069109	0.0447303	0.0769557	0.0471715	0.0307963	0.0260192	0.00900572	0.021191	0.00886661	0.109593	4.35041	12.7455	21.591
1740	-9551.96	-9569.03	17.0642	1.0549	0.0516672	0.0471828	0.0284995	0.0083018	0.675847	0.0120059	0.00683092	0.0305796	0.0729272	0.0406144	0.0291468	0.0183399	0.00816138	0.0172492	0.00754686	0.119158	27.1495	18.2771	22.4229
1750	-9559.01	-9576.62	17.6131	1.03795	0.0447763	0.0390506	0.0182534	0.0110212	0.682615	0.0139441	0.00770462	0.0369469	0.0588316	0.0515088	0.0123017	0.0374792	0.00555054	0.0104238	0.00754686	0.127532	11.2139	27.917	21.1214
1760	-9559.56	-9575.87	16.3135	1.12795	0.0436924	0.0440977	0.0202231	0.0101547	0.766413	0.00556366	0.00991254	0.0353135	0.0709553	0.0452175	0.0114685	0.0357918	0.00813239	0.0140201	0.00699766	0.12054	7.97219	20.3697	39.9096
1770	-9562.77	-9578.67	15.8992	1.15847	0.0421047	0.0381454	0.0200157	0.0099572	0.770019	0.00893793	0.0101782	0.0485315	0.0668081	0.0462961	0.00691583	0.044126	0.0131534	0.0267768	0.00650469	0.102053	27.6833	19.0088	23.7594
1780	-9558.99	-9574.69	15.6996	1.20267	0.0490386	0.0430035	0.0224672	0.0117875	0.811432	0.012294	0.00520941	0.0452614	0.0707537	0.040866	0.0204578	0.0394541	0.00470417	0.0170965	0.00884801	0.0918426	7.22228	51.0654	7.3247
1790	-9549.14	-9565.57	16.4364	1.27315	0.0459335	0.0452832	0.0206839	0.00977189	0.905912	0.00941568	0.00837191	0.0393706	0.0694087	0.038877	0.0115412	0.0389633	0.00826574	0.0128122	0.00854363	0.08847	4.32092	18.7344	13.7299
1800	-9551.76	-9567.37	15.6136	1.2461	0.0477373	0.0328555	0.0231871	0.00969733	0.869576	0.00995985	0.00902829	0.0373537	0.0764703	0.037179	0.0164449	0.0385851	0.00855681	0.0185365	0.0109299	0.106117	3.23559	18.5732	36.8259
1810	-9559.78	-9577.79	18.0154	1.18372	0.046604	0.0437286	0.0226192	0.0152807	0.819261	0.00788284	0.00811521	0.024982	0.0638099	0.0329139	0.00717488	0.0512602	0.0107274	0.0209234	0.00843394	0.0985911	7.60464	3.70742	11.7707
1820	-9571.49	-9588.48	16.9981	1.12822	0.0462072	0.0405709	0.018134	0.0123614	0.739589	0.0105829	0.0102915	0.0361636	0.0646793	0.0462946	0.00867778	0.0543728	0.0109987	0.0220167	0.0072785	0.12057	17.1217	27.48	9.90315
1830	-9563.68	-9576.05	12.3661	1.11007	0.0447824	0.0406213	0.0262832	0.0101889	0.745461	0.0101917	0.0060362	0.0292824	0.0651437	0.041641	0.00297179	0.0498464	0.00975549	0.0193911	0.00846831	0.116042	10.0331	68.1582	72.5906
1840	-9555.52	-9572.57	17.0495	1.10124	0.0344724	0.0406003	0.0258947	0.00845075	0.750736	0.0108402	0.00827731	0.0363852	0.0571262	0.0398583	0.01737	0.035348	0.00961937	0.0191227	0.00713835	0.0892619	37.1242	12.6525	9.12792
1850	-9574.52	-9584.12	9.60159	1.196	0.0394648	0.0398892	0.0204026	0.00875058	0.85141	0.0130282	0.00678114	0.0299403	0.056728	0.0452101	0.0185058	0.0337702	0.00345181	0.0222033	0.00646906	0.110067	79.5416	68.1498	41.1979
1860	-9557.03	-9572.17	15.1438	1.15995	0.0514452	0.0345858	0.0213702	0.0146546	0.777376	0.0083327	0.0127028	0.0363367	0.0687591	0.0380943	0.0317189	0.0278358	0.00536467	0.0186713	0.012704	0.11794	4.1258	29.2568	51.8652
1870	-9554.9	-9569.35	14.4496	1.14037	0.0427162	0.0407508	0.0214955	0.0150352	0.764764	0.00729691	0.009715	0.0388759	0.0654906	0.0407928	0.0317189	0.025049	0.00740252	0.020953	0.00831081	0.104836	27.6096	59.3081	16.1435
1880	-9557.35	-9576.2	18.8547	1.11549	0.0556081	0.0394516	0.0264021	0.0147156	0.720173	0.00940168	0.00529971	0.047937	0.0814523	0.0368453	0.0317189	0.0197318	0.00579858	0.0132777	0.00767298	0.105482	5.48568	6.59806	7.85115
1890	-9553.71	-9570.41	16.6981	1.11725	0.043612	0.0475314	0.0215052	0.0154716	0.744119	0.0131278	0.00795498	0.0347298	0.0658721	0.0377766	0.0267944	0.0233921	0.00853459	0.0165797	0.0102451	0.100439	17.545	34.8613	10.3143
1900	-9556.18	-9572.34	16.1575	1.28242	0.0511842	0.0417087	0.0313014	0.0141158	0.890296	0.00843556	0.00776987	0.0414542	0.0674976	0.0455688	0.0265354	0.0271857	0.00644928	0.0145316	0.00838735	0.114777	16.4252	19.9939	4.06436
1910	-9562.33	-9575.13	12.7934	1.18724	0.0511321	0.0400879	0.0327615	0.00874624	0.804025	0.00692981	0.00746659	0.0444303	0.0610562	0.0422614	0.0252364	0.024203	0.00670509	0.0207702	0.0114266	0.10366	89.8524	9.69989	27.2607
1920	-9565.69	-9576.41	10.7132	1.09883	0.0382025	0.0449469	0.0206881	0.0142954	0.724879	0.0086561	0.0154525	0.0396439	0.0636149	0.0439044	0.0267486	0.0173689	0.00682242	0.0199465	0.0136585	0.119783	67.9602	2.86862	115.255
1930	-9557.6	-9575.78	18.1816	1.09803	0.0410019	0.0423215	0.0242264	0.0141809	0.723821	0.00868945	0.00629506	0.0486711	0.0691574	0.037491	0.0195235	0.0255505	0.0101746	0.0156487	0.0112814	0.0883301	8.7532	5.13203	23.0196
1940	-9561.07	-9578.79	17.7211	1.10397	0.043995	0.0365288	0.0197961	0.00924616	0.718688	0.0104088	0.0109553	0.0469642	0.0655937	0.0456442	0.0182562	0.0314699	0.0126192	0.0196973	0.0141121	0.0966916	15.2387	8.11004	21.5695
1950	-9561.17	-9578.01	16.848	1.18691	0.0493118	0.0479652	0.0201897	0.012372	0.801348	0.0119927	0.00648992	0.03419	0.0719309	0.0458595	0.020249	0.0347772	0.00469125	0.0163747	0.0091681	0.106699	17.8105	8.42179	19.5519
