Iteration	Posterior	Likelihood	Prior	sf[0]	sf[1]	sf[2]	sf[3]	er[0]	er[1]	er[2]	er[3]	er[4]	er[5]	gamma_rates[0]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	shape	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	tree_length
2320	-9883.62	-9895.65	12.0372	0.286199	0.185965	0.234021	0.293815	0.128574	0.243447	0.0476241	0.0514018	0.450178	0.0787752	0.0690381	0.351907	0.915578	2.66348	0.675845	0.0548778	0.0176572	0.491915	0.0356347	0.0101232	0.0276454	0.0102388	0.0138604	0.0377897	0.0351874	0.0105101	0.0175902	0.0245858	0.0236023	0.00779046	0.819008
2330	-9887.6	-9898.74	11.1396	0.29231	0.184459	0.232125	0.291106	0.122355	0.283993	0.0455068	0.0764582	0.385291	0.0863958	0.067283	0.347827	0.912239	2.67265	0.667588	0.0591866	0.0227001	0.535381	0.0391066	0.00967268	0.0372945	0.0102734	0.0107177	0.0554362	0.0424825	0.00625158	0.0157667	0.0293036	0.0274457	0.00779046	0.908809
2340	-9888.53	-9899.71	11.1769	0.282575	0.183516	0.241324	0.292585	0.0954518	0.273386	0.0446904	0.0607387	0.440888	0.0848457	0.0572696	0.323239	0.891217	2.72827	0.620058	0.0621576	0.0285813	0.528322	0.0375079	0.0108899	0.0336196	0.00721397	0.0116526	0.044259	0.0477322	0.0105942	0.0152409	0.032917	0.0230004	0.0116273	0.905315
2350	-9887.02	-9897.4	10.3778	0.28536	0.193827	0.23092	0.289894	0.106663	0.301776	0.0469972	0.0563984	0.409382	0.0787827	0.0423452	0.281341	0.851512	2.8248	0.546744	0.0638971	0.0224663	0.620684	0.0361724	0.0136143	0.0345355	0.00860295	0.0102921	0.0406926	0.0507072	0.00376025	0.0179958	0.0441253	0.00733167	0.0107158	0.985593
2360	-9886.16	-9897.18	11.026	0.288035	0.191868	0.239313	0.280784	0.121046	0.274924	0.0535405	0.0535913	0.42643	0.0704686	0.0632619	0.338234	0.904223	2.69428	0.6486	0.0668372	0.0195736	0.556669	0.0440669	0.00706391	0.0351139	0.00860295	0.00800514	0.0478869	0.0435438	0.00995973	0.0160792	0.0421997	0.00576098	0.00889426	0.920257
2370	-9890.31	-9901.54	11.2318	0.280349	0.195287	0.224981	0.299384	0.0982477	0.281908	0.0397778	0.0730901	0.444769	0.0622074	0.0506408	0.30553	0.875066	2.76876	0.58799	0.0632455	0.0228568	0.542073	0.0290605	0.0138873	0.0439585	0.00749277	0.00931699	0.0462864	0.0422799	0.00887459	0.0160792	0.0308234	0.0152218	0.00852778	0.899985
2380	-9896.04	-9907.45	11.409	0.280859	0.195642	0.226928	0.296571	0.105302	0.269228	0.0620883	0.080186	0.397882	0.0853149	0.085495	0.387436	0.942983	2.58409	0.752853	0.0638469	0.0212572	0.513522	0.0422279	0.0164185	0.0460012	0.0112297	0.00495986	0.0473911	0.0388074	0.00677983	0.0145241	0.0397127	0.00624591	0.00851598	0.88144
2390	-9883.25	-9895.13	11.8796	0.286434	0.190344	0.234682	0.28854	0.108698	0.269378	0.0640907	0.0480599	0.43402	0.0757539	0.0825226	0.381348	0.938493	2.59764	0.738963	0.0629468	0.0252195	0.471627	0.0381525	0.00869929	0.0391943	0.00830914	0.0154405	0.0484803	0.0341309	0.00561254	0.0198231	0.0346912	0.0140023	0.00812039	0.834449
2400	-9887.11	-9899.28	12.1752	0.279891	0.192639	0.236588	0.290883	0.117066	0.256399	0.0610026	0.0457442	0.454055	0.0657336	0.0765749	0.368752	0.928937	2.62574	0.711166	0.0568538	0.0208227	0.495238	0.0381525	0.00675656	0.0282823	0.00692211	0.0102046	0.0337473	0.0317484	0.0101276	0.0136937	0.0306445	0.0137183	0.00812039	0.805033
2410	-9890.32	-9902.14	11.8169	0.282442	0.184791	0.248021	0.284746	0.120773	0.23822	0.0725913	0.0544343	0.435761	0.0782211	0.0455451	0.290972	0.861106	2.80238	0.562836	0.0599493	0.0192417	0.4926	0.0437633	0.0121065	0.0391183	0.00936185	0.0100918	0.0439667	0.031343	0.00487926	0.0191189	0.0209354	0.0300722	0.00504814	0.841596
2420	-9882.03	-9893.32	11.2848	0.295631	0.179366	0.233986	0.291018	0.123571	0.248772	0.0369872	0.05908	0.44851	0.0830803	0.061313	0.333453	0.900141	2.70509	0.639354	0.057672	0.0249099	0.54999	0.0377325	0.00780152	0.040895	0.00936185	0.0103206	0.038954	0.0385254	0.0103558	0.0156903	0.0258298	0.0184188	0.00796601	0.894424
2430	-9887.09	-9898.07	10.9782	0.28484	0.189283	0.227778	0.298099	0.119453	0.255189	0.054129	0.0571114	0.433805	0.080312	0.0793865	0.374778	0.933554	2.61228	0.724309	0.061367	0.0227622	0.571101	0.0456103	0.00973349	0.0420229	0.00824833	0.011172	0.0369772	0.0398697	0.00694011	0.00903591	0.0213185	0.0277706	0.0107358	0.924665
2440	-9881.8	-9893.75	11.9416	0.280044	0.189277	0.232589	0.298089	0.120144	0.249431	0.049458	0.06705	0.436313	0.0776048	0.0706478	0.355594	0.91856	2.6552	0.683406	0.0572099	0.0271537	0.499447	0.0370759	0.0119716	0.035083	0.00520247	0.0114134	0.0397681	0.0310211	0.00564456	0.0176476	0.0246278	0.0156549	0.0096059	0.828527
2450	-9884.8	-9896.51	11.7148	0.283531	0.184142	0.241604	0.290724	0.129212	0.263915	0.0546439	0.0385923	0.427919	0.0857173	0.0824564	0.381211	0.938391	2.59794	0.738653	0.059054	0.0243687	0.484681	0.036997	0.0111982	0.0480894	0.00811909	0.00750934	0.0455802	0.0331305	0.006823	0.0199171	0.0334021	0.0224835	0.00957711	0.85093
2460	-9887.35	-9898.49	11.1408	0.286141	0.185837	0.232963	0.29506	0.101882	0.255786	0.0586471	0.0690791	0.424981	0.0896255	0.0714714	0.357461	0.920058	2.65101	0.68727	0.0646965	0.0231333	0.552554	0.0381693	0.0173554	0.0358083	0.0126874	0.0106808	0.0379396	0.0373408	0.00977957	0.0156361	0.0213986	0.0224835	0.00892655	0.90859
2470	-9886.9	-9898.34	11.4478	0.29797	0.192922	0.224618	0.28449	0.104471	0.262285	0.0601374	0.0699484	0.41454	0.0886179	0.0712701	0.357006	0.919694	2.65203	0.686326	0.0605233	0.0231351	0.526228	0.0379877	0.0124598	0.0358581	0.00939074	0.00772599	0.0506746	0.0372248	0.0140962	0.0119519	0.0229351	0.0208646	0.006841	0.877897
2480	-9887.89	-9899.29	11.3906	0.281844	0.187359	0.243881	0.286916	0.104091	0.236494	0.0609195	0.0579422	0.462231	0.0783221	0.0792915	0.374576	0.933401	2.61273	0.723866	0.0610676	0.0210284	0.52709	0.0332236	0.0133048	0.0331927	0.00964409	0.0138549	0.0361993	0.0440429	0.00602199	0.0152465	0.0343556	0.0190216	0.0161307	0.883424
2490	-9884.17	-9895.58	11.4059	0.28624	0.190281	0.231337	0.292141	0.096709	0.292754	0.056599	0.0538329	0.417064	0.0830411	0.0710938	0.356607	0.919374	2.65293	0.685498	0.0689481	0.0219002	0.526447	0.0426917	0.0128944	0.0400268	0.00535047	0.00914868	0.0391249	0.036643	0.00426748	0.0184319	0.0365525	0.0139309	0.00572667	0.882085
2500	-9889.25	-9900.1	10.8488	0.300468	0.188903	0.221861	0.288768	0.104837	0.259767	0.0562902	0.0635657	0.417485	0.0980547	0.0427199	0.28249	0.852672	2.82212	0.548642	0.0541071	0.0227775	0.566052	0.0381324	0.0142796	0.0488098	0.00930305	0.0111346	0.0466405	0.0361107	0.00809915	0.017107	0.0295468	0.0271938	0.00918696	0.938481
2510	-9884.93	-9895.98	11.0466	0.292954	0.185573	0.216314	0.305159	0.096729	0.282404	0.0519368	0.0693973	0.422076	0.077457	0.0592534	0.328302	0.895675	2.71677	0.629545	0.0639798	0.0208789	0.567676	0.0358586	0.0124253	0.0417857	0.0121036	0.00630784	0.0428617	0.0348353	0.00555871	0.0156789	0.0270208	0.0221352	0.00918696	0.918293
2520	-9884.92	-9895.5	10.5815	0.2915	0.188712	0.22713	0.292658	0.115514	0.244481	0.0469721	0.0595807	0.452313	0.0811398	0.0598216	0.329734	0.896923	2.71352	0.632256	0.0636162	0.0244146	0.607261	0.0308295	0.00875116	0.0357685	0.00871806	0.0119392	0.0429403	0.0387288	0.0103829	0.0163183	0.0424783	0.00840881	0.0142388	0.964795
2530	-9888.2	-9899.58	11.3744	0.28383	0.189902	0.228563	0.297705	0.123565	0.256079	0.0489539	0.070021	0.433821	0.0675602	0.0555003	0.318636	0.887103	2.73876	0.611558	0.061415	0.0224047	0.524216	0.0393153	0.00575021	0.0478099	0.00435129	0.0104979	0.0418398	0.0424885	0.00977576	0.0128152	0.0334753	0.0195734	0.0098762	0.885604
2540	-9883.78	-9894.45	10.6716	0.279413	0.1926	0.233093	0.294894	0.12187	0.287224	0.0464581	0.0559966	0.420068	0.0683839	0.0492649	0.301687	0.871442	2.77761	0.581248	0.0605505	0.0231264	0.58676	0.0431609	0.0129681	0.0432743	0.00612896	0.015898	0.0464917	0.0368379	0.0071243	0.0138025	0.0268483	0.0241275	0.0089384	0.956038
2550	-9888.97	-9900.27	11.2999	0.273412	0.199854	0.245173	0.281561	0.128807	0.285725	0.0465955	0.0555306	0.409752	0.0735896	0.0774779	0.370701	0.93044	2.62138	0.715389	0.0621708	0.0223734	0.541804	0.0358939	0.0108468	0.0269662	0.00644189	0.0107482	0.0409127	0.0460913	0.00729135	0.01451	0.0410411	0.0160832	0.00935828	0.892533
2560	-9882.6	-9893.32	10.7166	0.28117	0.184071	0.234418	0.300341	0.113463	0.270939	0.0441843	0.052657	0.444236	0.0745201	0.0419751	0.2802	0.850355	2.82747	0.544866	0.0625496	0.0254385	0.586531	0.0463094	0.00841504	0.0413964	0.00929918	0.0107225	0.0437371	0.0336072	0.00493048	0.0216032	0.0325868	0.0146496	0.00994536	0.951721
2570	-9883.8	-9895.93	12.1319	0.284229	0.185786	0.236968	0.293017	0.118328	0.258422	0.0570543	0.0592958	0.434274	0.0726259	0.0732512	0.361452	0.923231	2.64207	0.695612	0.0520769	0.0193342	0.480883	0.0344776	0.0098093	0.0396018	0.00853494	0.00609255	0.0424986	0.0311332	0.00977857	0.0227133	0.0189576	0.02406	0.00948103	0.809433
2580	-9884.92	-9896.86	11.9396	0.285217	0.188614	0.223107	0.303063	0.118084	0.279561	0.0526521	0.0438462	0.43338	0.0724764	0.0681452	0.349839	0.913891	2.66812	0.671646	0.0543439	0.0229066	0.490702	0.0391951	0.0113013	0.0364786	0.0133466	0.00691396	0.0361488	0.037279	0.00863774	0.0166984	0.0347508	0.0107363	0.00934773	0.828787
2590	-9886	-9897.57	11.566	0.287615	0.18624	0.222103	0.304042	0.140822	0.272708	0.0503503	0.0419293	0.408315	0.0858764	0.0683837	0.350393	0.914344	2.66688	0.672768	0.0533838	0.0171804	0.530933	0.0356553	0.0122418	0.0330781	0.00612407	0.0100203	0.0500319	0.033331	0.00690662	0.015145	0.0407983	0.0102419	0.0110653	0.866136
2600	-9886.56	-9898.53	11.9768	0.286223	0.181159	0.230049	0.30257	0.116315	0.277399	0.0536907	0.0447111	0.432532	0.0753523	0.054046	0.314787	0.883618	2.74755	0.604541	0.0619841	0.0213413	0.507345	0.0360363	0.00969532	0.0321766	0.0067475	0.00734385	0.0323495	0.0269743	0.00461004	0.0178187	0.0243515	0.0247834	0.0118454	0.825403
2610	-9894.67	-9906.44	11.7732	0.281099	0.186848	0.237766	0.294287	0.141065	0.281226	0.0544315	0.0474796	0.399406	0.076392	0.0569007	0.322287	0.89037	2.73044	0.618289	0.0587716	0.0173724	0.532696	0.033737	0.0121861	0.0191432	0.0104388	0.0084039	0.0368727	0.0313853	0.0065294	0.0178187	0.021704	0.0247834	0.0138529	0.845696
2620	-9892.07	-9903.01	10.947	0.292949	0.169666	0.227003	0.310382	0.130409	0.25747	0.0469834	0.0629501	0.443728	0.0584592	0.0556421	0.319008	0.887438	2.73791	0.612241	0.067833	0.0225047	0.560737	0.0352797	0.0106987	0.0493523	0.00608258	0.0121155	0.0411125	0.0366872	0.00973935	0.0201955	0.0215778	0.0216228	0.0128046	0.928343
2630	-9888.16	-9899.34	11.173	0.295025	0.176551	0.241434	0.28699	0.112562	0.252797	0.0405533	0.0543349	0.447738	0.0920144	0.0503239	0.30465	0.87424	2.77079	0.58644	0.0574453	0.0230978	0.564363	0.0375283	0.0106987	0.0329321	0.0121392	0.011616	0.0359328	0.0336433	0.00543956	0.0195468	0.0293427	0.0216228	0.0105247	0.905874
2640	-9888.61	-9900.09	11.4866	0.285748	0.180549	0.225114	0.308589	0.121778	0.266933	0.0438738	0.0527849	0.415082	0.0995484	0.0839575	0.384304	0.940683	2.59106	0.745668	0.0691121	0.0224083	0.498683	0.0451425	0.0130976	0.0309733	0.0123342	0.0124068	0.0405873	0.042538	0.00493587	0.0195468	0.0359456	0.016053	0.00994793	0.873712
2650	-9882.84	-9894.27	11.4239	0.282877	0.193296	0.228224	0.295603	0.107306	0.273952	0.0464728	0.0671417	0.41287	0.092257	0.0780969	0.37203	0.931459	2.61841	0.718282	0.061238	0.019306	0.524586	0.04005	0.0108162	0.0400225	0.007027	0.00867105	0.0435697	0.0405512	0.00823174	0.0151084	0.021559	0.0318869	0.00749507	0.880118
2660	-9892.63	-9903.68	11.0539	0.297918	0.191801	0.226458	0.283823	0.121585	0.266731	0.0444103	0.0693683	0.409743	0.0881626	0.0763677	0.368302	0.92859	2.62674	0.710198	0.0629531	0.0253722	0.542595	0.0314171	0.0157196	0.0446227	0.0114344	0.0113515	0.035139	0.0429836	0.00591359	0.0199348	0.0223935	0.0318869	0.0134438	0.917161
2670	-9885.34	-9896.64	11.2994	0.295409	0.198727	0.2184	0.287464	0.105307	0.265029	0.0578604	0.065273	0.439934	0.0665962	0.0582916	0.32586	0.893533	2.72231	0.624951	0.0599764	0.0189641	0.544921	0.0371561	0.0101737	0.033822	0.00774909	0.013143	0.0451802	0.038388	0.00959167	0.013722	0.0221853	0.0285463	0.00952036	0.89304
2680	-9889.24	-9900.86	11.6198	0.283951	0.180328	0.227625	0.308096	0.107137	0.268137	0.0602558	0.0629538	0.438855	0.0626616	0.0577914	0.324581	0.892405	2.72522	0.622558	0.0565739	0.0166782	0.532475	0.0294943	0.0147217	0.041054	0.0112628	0.0101158	0.038777	0.0276668	0.00745781	0.0143128	0.0342719	0.0166258	0.00952036	0.861008
2690	-9892.26	-9904.18	11.9209	0.277281	0.184186	0.232494	0.306038	0.118966	0.255694	0.0568846	0.0914773	0.404506	0.0724717	0.0767452	0.36912	0.929222	2.62491	0.711963	0.0550434	0.0206057	0.482311	0.0370706	0.012061	0.042377	0.00907845	0.00708276	0.0430624	0.0330291	0.0132059	0.02321	0.0347964	0.0141382	0.00338709	0.830459
2700	-9888.79	-9900.47	11.6762	0.300298	0.180592	0.227958	0.291152	0.128118	0.26656	0.0380308	0.0389	0.440249	0.0881424	0.068876	0.351533	0.915273	2.66432	0.675083	0.0524705	0.0252587	0.516381	0.0326887	0.00743844	0.0462987	0.0088524	0.0119464	0.0399002	0.0373008	0.00412448	0.014191	0.0323464	0.0185258	0.00738315	0.855106
2710	-9890.09	-9901.37	11.2811	0.289248	0.184923	0.233424	0.292405	0.106241	0.255672	0.0395718	0.0514555	0.455347	0.091714	0.0875167	0.391504	0.945937	2.57504	0.762307	0.0598342	0.0245866	0.525332	0.0353472	0.0138886	0.0363562	0.00985868	0.0100875	0.0382775	0.0547114	0.00978184	0.0183956	0.0269104	0.0205714	0.0102429	0.894182
2720	-9885.28	-9896.54	11.2632	0.298417	0.185106	0.225093	0.291384	0.124728	0.26266	0.0421861	0.0507419	0.429241	0.0904421	0.0378145	0.266957	0.836617	2.85861	0.523463	0.0526605	0.0192901	0.575112	0.0343032	0.0124344	0.0313141	0.0122108	0.00898886	0.0422511	0.0302305	0.00730325	0.016504	0.0291732	0.0173398	0.00805501	0.89717
2730	-9889.68	-9901.83	12.1487	0.279786	0.192573	0.238682	0.288959	0.143689	0.279665	0.0446614	0.0487256	0.402477	0.0807828	0.0657236	0.344148	0.909192	2.68094	0.660236	0.0656456	0.0217939	0.454364	0.0459375	0.0099497	0.0410048	0.00648433	0.0112437	0.0427241	0.0331928	0.0022965	0.0161895	0.0266672	0.0173398	0.0130948	0.807928
2740	-9885.35	-9897.68	12.3358	0.28823	0.191272	0.226404	0.294094	0.112709	0.279059	0.058278	0.0677405	0.401605	0.0806079	0.0992592	0.414053	0.961667	2.52502	0.817417	0.0624564	0.022826	0.452984	0.0395916	0.0156561	0.0288864	0.00653617	0.00586497	0.0376639	0.0354084	0.00463183	0.0182532	0.0266672	0.0231035	0.00790441	0.788434
2750	-9891.95	-9903.19	11.2373	0.263187	0.204098	0.219854	0.312861	0.12	0.287656	0.0571121	0.0663853	0.393571	0.0752754	0.0759414	0.367375	0.927871	2.62881	0.708204	0.066356	0.0188519	0.53361	0.0390658	0.0144867	0.031648	0.00701125	0.0132421	0.0507587	0.0392988	0.00784055	0.01161	0.0314254	0.019594	0.0140393	0.898838
2760	-9888.98	-9900.03	11.047	0.290509	0.193096	0.215573	0.300822	0.112926	0.270698	0.0525163	0.0730687	0.426837	0.0639546	0.0684446	0.350534	0.914459	2.66656	0.673055	0.066869	0.0256764	0.566949	0.0398501	0.0126556	0.0332234	0.0113518	0.00893341	0.0451357	0.0369504	0.00857336	0.0131457	0.0301566	0.00699469	0.0115713	0.918036
2770	-9881.76	-9893.54	11.7733	0.277634	0.187345	0.224537	0.310484	0.134635	0.246743	0.0537704	0.0624334	0.433128	0.0692906	0.0809674	0.378109	0.936071	2.60485	0.731696	0.0593548	0.0230841	0.493429	0.0375103	0.0126809	0.0338636	0.0081955	0.0107708	0.0429021	0.0395149	0.0084124	0.0170561	0.0329635	0.0186457	0.0067334	0.845117
2780	-9887.02	-9898.86	11.831	0.282886	0.189442	0.224806	0.302867	0.112244	0.268687	0.0582365	0.0735803	0.412207	0.0750458	0.100328	0.416021	0.962989	2.52066	0.822459	0.0608175	0.0260455	0.476037	0.038275	0.00698886	0.0355905	0.0105648	0.0104173	0.0442468	0.0336805	0.0126477	0.0154492	0.0298208	0.0253555	0.0129521	0.838889
2790	-9886.43	-9897.86	11.436	0.291241	0.187509	0.226024	0.295226	0.13429	0.24811	0.0464031	0.0625293	0.438348	0.0703197	0.0662754	0.345456	0.910279	2.67799	0.66284	0.0747184	0.0218909	0.514373	0.0342791	0.0132222	0.0381867	0.00806819	0.00885711	0.0407746	0.0306748	0.012203	0.0156071	0.0366985	0.0229303	0.0067047	0.879189
2800	-9888.59	-9901.05	12.4543	0.295638	0.180231	0.227019	0.297111	0.125811	0.271362	0.0569945	0.0585812	0.389708	0.0975436	0.0799231	0.375913	0.934415	2.60975	0.726817	0.0546798	0.0153778	0.453176	0.0329618	0.0148829	0.0317882	0.0062226	0.0138057	0.0428217	0.0349511	0.010205	0.0142744	0.0364954	0.0102596	0.00513655	0.777038
2810	-9882.74	-9894.4	11.6546	0.287718	0.193552	0.22958	0.289151	0.111277	0.26826	0.0494945	0.0493678	0.434919	0.0866823	0.0670628	0.347311	0.911813	2.67381	0.66655	0.0572524	0.0194317	0.513039	0.041614	0.012354	0.0381802	0.0054434	0.0135589	0.0398297	0.034693	0.0110643	0.015227	0.0360218	0.0082484	0.0113552	0.857313
2820	-9883.58	-9895.25	11.6658	0.302743	0.178052	0.233558	0.285647	0.10882	0.244697	0.0488412	0.0698217	0.443051	0.0847688	0.0701322	0.354419	0.917613	2.65784	0.680985	0.0608136	0.0193494	0.498602	0.0393188	0.012354	0.0459607	0.00908443	0.0120108	0.0408771	0.0418965	0.00866938	0.015997	0.0352874	0.0111924	0.00471078	0.856124
2830	-9887.53	-9898.95	11.4169	0.283669	0.180377	0.236607	0.299347	0.0997701	0.256796	0.0447793	0.0549748	0.465961	0.0777189	0.0586164	0.326687	0.89426	2.72044	0.626504	0.0578596	0.0256081	0.551674	0.0314876	0.00557034	0.0264392	0.0075981	0.00784293	0.0413902	0.0337751	0.0128304	0.0191242	0.0338197	0.018264	0.00800334	0.881286
2840	-9889.03	-9900.49	11.4602	0.284944	0.197783	0.226118	0.291154	0.095442	0.277446	0.0525403	0.0593956	0.437931	0.0772443	0.0796948	0.375431	0.934049	2.61083	0.72575	0.0589745	0.0194926	0.520469	0.0342666	0.012835	0.0378968	0.00729006	0.0109678	0.0486957	0.0313804	0.0135814	0.02847	0.0276631	0.0140994	0.0103772	0.87646
2850	-9886.85	-9898.21	11.3557	0.288348	0.185418	0.229982	0.296251	0.0952314	0.263769	0.0545018	0.0552445	0.453275	0.0779782	0.066014	0.344837	0.909766	2.67938	0.661606	0.0582495	0.020866	0.51491	0.0403151	0.0123189	0.0351661	0.0155979	0.012008	0.0489757	0.0427704	0.0133558	0.0161496	0.0311217	0.0170844	0.00833474	0.887224
2860	-9885.93	-9897.07	11.1464	0.28889	0.193622	0.22616	0.291328	0.123047	0.281379	0.0575312	0.0525509	0.40318	0.0823125	0.0732845	0.361526	0.92329	2.6419	0.695768	0.0589166	0.0218292	0.542286	0.0390951	0.0184105	0.0416312	0.00554178	0.00782854	0.0416845	0.0427704	0.00944613	0.0192768	0.0370027	0.013596	0.00866691	0.907982
2870	-9882.72	-9893.76	11.0464	0.29324	0.191385	0.231857	0.283518	0.111002	0.256184	0.0518999	0.0580755	0.448583	0.0742555	0.058836	0.327245	0.89475	2.71917	0.627553	0.064675	0.0196322	0.574485	0.032892	0.00946533	0.0333548	0.0095443	0.00965193	0.0355743	0.0366734	0.010613	0.0215168	0.0429102	0.00858905	0.0087497	0.918327
2880	-9882.1	-9893.72	11.6204	0.297041	0.180903	0.234863	0.287193	0.113776	0.239254	0.0494814	0.0527738	0.456043	0.0886723	0.0753442	0.366072	0.926857	2.63173	0.70541	0.0562339	0.0213308	0.513228	0.0423097	0.0134145	0.0316468	0.00922237	0.0100444	0.0388215	0.0422448	0.010613	0.0167292	0.0298738	0.0144578	0.0103626	0.860533
2890	-9888.87	-9900.03	11.1624	0.297825	0.181381	0.2255	0.295294	0.120703	0.247304	0.0516334	0.0534932	0.446528	0.0803377	0.07132	0.357119	0.919784	2.65178	0.68656	0.06224	0.0249853	0.540247	0.0344087	0.0148957	0.0368923	0.0165822	0.0087896	0.0390705	0.0416224	0.00709014	0.0215121	0.0317381	0.0222664	0.00408555	0.906426
2900	-9890.07	-9901.23	11.1606	0.290608	0.185223	0.23603	0.288139	0.133892	0.240935	0.0339154	0.0636719	0.454897	0.0726882	0.0772142	0.370133	0.930003	2.62265	0.714156	0.06224	0.0249077	0.539001	0.0441184	0.00775526	0.0333855	0.0151542	0.00993186	0.0441576	0.0433093	0.0139168	0.0167887	0.025148	0.0202939	0.00636108	0.906469
2910	-9890.07	-9900.4	10.3288	0.294508	0.185129	0.238838	0.281526	0.119985	0.25285	0.0387807	0.0728059	0.432463	0.0831155	0.0507653	0.305875	0.875389	2.76797	0.588598	0.0571744	0.0225089	0.621149	0.0386471	0.0101179	0.0295376	0.00836074	0.0106972	0.0475961	0.0489532	0.0108677	0.0177849	0.0462575	0.0131198	0.00750466	0.990276
2920	-9888.26	-9898	9.7328	0.288575	0.18229	0.232768	0.296367	0.125948	0.270974	0.0320169	0.0507327	0.448076	0.0722522	0.0396791	0.27299	0.84295	2.84438	0.533123	0.0656011	0.0214511	0.700602	0.0381433	0.00840444	0.0350936	0.00590772	0.0135669	0.0416122	0.0334773	0.00964438	0.0220075	0.0282563	0.0177245	0.00866672	1.05016
2930	-9901.13	-9910.75	9.61399	0.285124	0.18011	0.227192	0.307575	0.124968	0.244771	0.0449905	0.0387237	0.461176	0.0853709	0.0362577	0.261788	0.831091	2.87086	0.515302	0.0673156	0.0226499	0.6988	0.0365137	0.0148469	0.0434768	0.00276711	0.0100939	0.0505922	0.0315331	0.00909703	0.0203524	0.0208971	0.0232672	0.00992488	1.06213
2940	-9887.18	-9898.65	11.4731	0.285254	0.180192	0.226839	0.307715	0.142509	0.279129	0.0513057	0.0441593	0.399207	0.0836895	0.0663591	0.345654	0.910443	2.67754	0.663234	0.0631526	0.0239191	0.525459	0.0365137	0.0142412	0.0364212	0.00891605	0.0100088	0.046008	0.0313843	0.00634117	0.0159838	0.0149984	0.0343547	0.00777633	0.875479
2950	-9893.32	-9905.41	12.0884	0.278532	0.17925	0.236648	0.305571	0.136904	0.288584	0.0509642	0.0438653	0.39655	0.0831324	0.0858374	0.388129	0.943489	2.58254	0.754454	0.0539793	0.0290516	0.470528	0.0330308	0.00745023	0.0388352	0.0103956	0.00851295	0.0456234	0.0382562	0.00641706	0.00970053	0.0178165	0.0336863	0.0102065	0.81349
2960	-9886.16	-9897.44	11.2872	0.294006	0.180916	0.229187	0.29589	0.11307	0.280593	0.0503017	0.0517054	0.416816	0.0875142	0.0707755	0.355885	0.918794	2.65455	0.684005	0.0496649	0.0202236	0.531983	0.0438444	0.0124129	0.0406118	0.00855439	0.0117239	0.0432528	0.0415357	0.0119189	0.0219709	0.0203516	0.0269708	0.00894385	0.893964
2970	-9887.16	-9899.11	11.9555	0.287964	0.196071	0.226475	0.289489	0.120126	0.313006	0.0487885	0.0566738	0.365482	0.0959234	0.087069	0.390608	0.94529	2.57703	0.760213	0.0569627	0.0250505	0.484577	0.0365375	0.0089057	0.0377639	0.00655324	0.015147	0.0400957	0.037218	0.00688516	0.0164937	0.0318324	0.0157526	0.0069772	0.826752
2980	-9888.15	-9900.03	11.8822	0.28627	0.195289	0.227563	0.290879	0.104041	0.269271	0.0433236	0.06157	0.430479	0.0913147	0.0712294	0.356914	0.91962	2.65224	0.686135	0.0548584	0.0243897	0.487473	0.0411263	0.0110645	0.0376347	0.00494574	0.0171728	0.0465184	0.0371159	0.00521574	0.0155745	0.0359854	0.0112167	0.00415836	0.834451
2990	-9887.75	-9899.02	11.2685	0.279441	0.200226	0.233316	0.287017	0.106414	0.252936	0.0450439	0.05168	0.450011	0.0939148	0.0589022	0.327413	0.894897	2.71879	0.627869	0.0624773	0.0203522	0.540262	0.0359508	0.00883492	0.0376347	0.0109012	0.0104689	0.0452422	0.0384314	0.0152774	0.0207984	0.0245476	0.0224098	0.00252174	0.896111
3000	-9885.12	-9896.13	11.0098	0.276824	0.198351	0.226747	0.298077	0.11488	0.282349	0.0427365	0.0439725	0.426959	0.089104	0.0469251	0.295004	0.865037	2.79303	0.5697	0.0621077	0.0233587	0.566219	0.0414395	0.0111608	0.0325061	0.00694039	0.0169716	0.0461289	0.0408016	0.00743829	0.0137089	0.0294801	0.01629	0.00772567	0.922278
3010	-9886.31	-9898.01	11.6961	0.274468	0.187903	0.240404	0.297225	0.117081	0.281992	0.0435556	0.046051	0.420508	0.0908117	0.0824845	0.381269	0.938435	2.59781	0.738785	0.0518655	0.026855	0.50027	0.0319153	0.00906561	0.0375701	0.00894956	0.00781746	0.048795	0.0373189	0.0109713	0.018971	0.0318339	0.0218987	0.00870233	0.852799
3020	-9891.98	-9903.17	11.1885	0.270158	0.190123	0.244076	0.295642	0.111749	0.269148	0.0607635	0.0605329	0.412228	0.0855791	0.0586533	0.326781	0.894343	2.72022	0.62668	0.0589462	0.020582	0.534601	0.0434807	0.00999886	0.0508648	0.00683284	0.00727531	0.0374902	0.0384703	0.0173794	0.0167542	0.0269454	0.0260544	0.00844161	0.904117
