Iteration	Posterior	Likelihood	Prior	sf[0]	sf[1]	sf[2]	sf[3]	er[0]	er[1]	er[2]	er[3]	er[4]	er[5]	gamma_rates[0]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	shape	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	tree_length
5750	-9884.81	-9895.74	10.926	0.295174	0.19233	0.234726	0.27777	0.107944	0.244132	0.0524414	0.0408697	0.47389	0.0807237	0.0519497	0.30913	0.878421	2.7605	0.594374	0.060493	0.0263112	0.573246	0.035548	0.0122693	0.0324869	0.00724185	0.0128677	0.0407923	0.0368789	0.00438152	0.0210488	0.0366586	0.0179122	0.0123947	0.930531
5760	-9886.26	-9898.06	11.8031	0.28325	0.184799	0.240045	0.291907	0.105033	0.255267	0.0526063	0.0701621	0.443029	0.0739035	0.0718425	0.358298	0.920727	2.64913	0.68901	0.0541792	0.0194485	0.506493	0.0378372	0.00910653	0.032867	0.0140181	0.0118439	0.0481576	0.0311505	0.00766872	0.0139185	0.0267938	0.0146424	0.0142208	0.842346
5770	-9889.7	-9901.13	11.4362	0.281431	0.185268	0.240654	0.292647	0.12036	0.247055	0.0516522	0.0754355	0.434112	0.071386	0.0667287	0.346525	0.911165	2.67558	0.664976	0.0665269	0.0202644	0.523333	0.0458739	0.00886839	0.0343016	0.0106794	0.0119234	0.0472602	0.0312016	0.0138683	0.0188302	0.0241039	0.0118503	0.0102779	0.879164
5780	-9883.08	-9894.54	11.4635	0.287095	0.188996	0.234275	0.289635	0.12824	0.264006	0.0552242	0.053966	0.427942	0.0706213	0.0484535	0.299391	0.869256	2.7829	0.577256	0.0602026	0.0262875	0.531758	0.0368493	0.0104945	0.0369038	0.00576415	0.00998715	0.042139	0.0378838	0.0116447	0.0113473	0.0388396	0.00781636	0.00894713	0.876865
5790	-9888.19	-9898.87	10.6848	0.283522	0.187709	0.241106	0.287663	0.117907	0.276912	0.0467365	0.0496176	0.429388	0.0794391	0.0309794	0.243253	0.810469	2.9153	0.486863	0.0673279	0.0241317	0.600381	0.0315612	0.0102197	0.0324176	0.0110061	0.00776322	0.0511085	0.0427007	0.00867484	0.0186257	0.0325765	0.010026	0.00666512	0.955186
5800	-9886.53	-9897.65	11.1208	0.295568	0.188629	0.217061	0.298742	0.109597	0.28384	0.0479059	0.0508591	0.426371	0.0814267	0.0579057	0.324874	0.892664	2.72456	0.623105	0.0512993	0.0263672	0.560915	0.0408922	0.013649	0.0344314	0.0104433	0.00777259	0.0443711	0.0376134	0.00504712	0.0228223	0.0342165	0.0162776	0.00478658	0.910904
5810	-9890.84	-9902.27	11.4327	0.291572	0.18608	0.227644	0.294704	0.108489	0.237877	0.0502229	0.0533189	0.46612	0.0839731	0.0890059	0.394463	0.948064	2.56847	0.769274	0.0590644	0.0303946	0.523055	0.0351959	0.0123472	0.0366571	0.0110832	0.00777259	0.0459416	0.0345702	0.00607193	0.0117669	0.0374943	0.0171633	0.0104071	0.878985
5820	-9886.21	-9898.12	11.9068	0.285603	0.188201	0.231586	0.29461	0.129139	0.22987	0.0585197	0.0595849	0.442826	0.0800607	0.108435	0.430543	0.972498	2.48852	0.860896	0.0603727	0.0197663	0.478471	0.0405454	0.0127501	0.0326448	0.013001	0.00991129	0.0426496	0.0358498	0.00737413	0.0169854	0.0363387	0.0106186	0.0138374	0.831116
5830	-9890.62	-9902.56	11.9407	0.282032	0.189609	0.237433	0.290926	0.126812	0.280292	0.0516713	0.0795301	0.391003	0.0706914	0.0820002	0.380264	0.937685	2.60005	0.736522	0.0515085	0.0284464	0.478739	0.0339161	0.0123734	0.0330114	0.0132182	0.00890423	0.0486629	0.0388395	0.00877868	0.0181269	0.0406201	0.00743607	0.00577189	0.828353
5840	-9886.25	-9898.1	11.8476	0.286461	0.186283	0.227833	0.299424	0.11281	0.270256	0.0584963	0.0391548	0.421837	0.0974462	0.0919431	0.400211	0.95214	2.55571	0.783031	0.060894	0.0192768	0.495882	0.0343712	0.013125	0.0339383	0.00677897	0.00903633	0.0425366	0.0388447	0.00928701	0.0203747	0.0406201	0.00495069	0.00750956	0.837426
5850	-9889.53	-9901.47	11.939	0.296652	0.19291	0.235938	0.2745	0.106647	0.255493	0.0553008	0.061533	0.428903	0.0921229	0.0731015	0.361119	0.922968	2.64281	0.69491	0.0688042	0.0222896	0.47514	0.0465454	0.0088939	0.0292236	0.00731362	0.00703608	0.0395489	0.0390383	0.0130494	0.0139714	0.0337936	0.0168736	0.00721036	0.828732
5860	-9881.51	-9892.63	11.1164	0.294735	0.189825	0.223788	0.291653	0.108032	0.278044	0.0537254	0.0521416	0.418559	0.0894985	0.0536748	0.313795	0.882713	2.74982	0.602745	0.0558341	0.0222896	0.567209	0.0358144	0.014635	0.0374677	0.00849984	0.0112989	0.0373421	0.0362394	0.00964805	0.0171368	0.0289462	0.0203622	0.00872647	0.91145
5870	-9883.55	-9895.73	12.1805	0.293061	0.195393	0.22561	0.285936	0.113786	0.274427	0.0565872	0.0512025	0.427018	0.0769794	0.0730531	0.361011	0.922882	2.64305	0.694684	0.0638222	0.0210939	0.469826	0.0291587	0.00917104	0.03041	0.0121544	0.0104821	0.0435545	0.0378608	0.008199	0.0142284	0.0331373	0.013366	0.00811365	0.804578
5880	-9888.71	-9899.79	11.0786	0.278484	0.184674	0.226904	0.309938	0.109751	0.263283	0.0519854	0.0500979	0.447997	0.0768854	0.0786524	0.373217	0.932366	2.61576	0.720879	0.0599611	0.0235524	0.541288	0.0407186	0.00887069	0.0359643	0.0121544	0.0120317	0.0490969	0.0378608	0.00641346	0.0262749	0.0205514	0.0325714	0.00733017	0.91464
5890	-9887.03	-9898.51	11.4788	0.287761	0.190826	0.225063	0.296349	0.148323	0.293369	0.0383967	0.0452997	0.40509	0.0695216	0.0595109	0.328952	0.896242	2.7153	0.630774	0.0609602	0.0182456	0.542573	0.0384302	0.00811881	0.0344917	0.00686482	0.0107815	0.0391754	0.0381893	0.00817685	0.0192213	0.0218487	0.0210744	0.00692361	0.875075
5900	-9883.86	-9895.35	11.4906	0.287761	0.190826	0.225063	0.296349	0.114471	0.304923	0.0553712	0.0457636	0.409238	0.0702336	0.0682737	0.350138	0.914135	2.66745	0.672251	0.0577469	0.0213155	0.51934	0.0429342	0.00966485	0.0352806	0.00924421	0.0115901	0.0500104	0.0309819	0.00567588	0.0183613	0.0272769	0.0261929	0.00806829	0.873684
5910	-9887.66	-9898.65	10.9894	0.27616	0.183133	0.227609	0.313097	0.122076	0.281658	0.0525335	0.0473752	0.42365	0.0727069	0.0682726	0.350135	0.914133	2.66746	0.672245	0.0563956	0.0290089	0.565034	0.036232	0.0141329	0.0422008	0.00889629	0.0130807	0.0455247	0.0304562	0.00814985	0.0177786	0.0209733	0.0277741	0.00816429	0.923803
5920	-9883.59	-9894.5	10.9079	0.2901	0.182911	0.231195	0.295794	0.118333	0.273021	0.0509226	0.0646171	0.410659	0.0824465	0.0497895	0.303159	0.872836	2.77422	0.583823	0.0731056	0.0235337	0.573724	0.0318912	0.0136078	0.0360425	0.0105054	0.00950112	0.0445067	0.033768	0.00580962	0.0177786	0.0381754	0.0129064	0.00753781	0.932393
5930	-9883.47	-9895.02	11.5532	0.285973	0.180309	0.232166	0.301553	0.110061	0.253935	0.0643294	0.0738128	0.425126	0.0727362	0.0731267	0.361175	0.923012	2.64269	0.695029	0.0611479	0.0205089	0.542188	0.0358588	0.0103904	0.0356377	0.00905199	0.00950112	0.0383402	0.0299772	0.00749251	0.0156399	0.0342856	0.0100857	0.00720752	0.867313
5940	-9883.67	-9895.18	11.5096	0.291064	0.187359	0.233275	0.288302	0.109526	0.276493	0.0640171	0.0685981	0.408983	0.0723831	0.0538155	0.314171	0.883057	2.74896	0.603426	0.0596296	0.0219641	0.535114	0.0399203	0.0127903	0.0302205	0.0077175	0.0106664	0.0473659	0.0356649	0.00317941	0.0156399	0.0311364	0.0162843	0.00483039	0.872124
5950	-9888.44	-9899.55	11.1097	0.291064	0.187359	0.233275	0.288302	0.0967658	0.2516	0.063038	0.062625	0.445963	0.080009	0.0400687	0.27423	0.844236	2.84147	0.535127	0.0556526	0.0187504	0.572497	0.0395504	0.0136633	0.030138	0.00702649	0.0119604	0.0333666	0.0421717	0.0066153	0.015692	0.035979	0.0207771	0.00861583	0.912456
5960	-9887.58	-9898.5	10.9244	0.295265	0.190063	0.222208	0.292464	0.105882	0.265517	0.052819	0.0752306	0.424409	0.0761422	0.0478609	0.2977	0.867637	2.7868	0.574332	0.0641833	0.0183869	0.582746	0.0346446	0.00993185	0.034395	0.0145842	0.0106719	0.0505081	0.0292026	0.00721177	0.0170389	0.0317578	0.0193483	0.00618339	0.930795
5970	-9888.23	-9899.62	11.3928	0.28648	0.190754	0.226036	0.29673	0.107995	0.253834	0.0447476	0.0513661	0.47136	0.070698	0.0795754	0.375178	0.933858	2.61139	0.725192	0.0608278	0.0236306	0.540765	0.0345088	0.0119276	0.0310899	0.00839696	0.0129923	0.0400485	0.0420054	0.00849478	0.0137794	0.0458084	0.000602817	0.00831563	0.883194
5980	-9886.35	-9898.08	11.7361	0.284353	0.183451	0.24432	0.287875	0.108265	0.266846	0.0535354	0.0599904	0.439294	0.072069	0.0788908	0.373725	0.932753	2.61463	0.721993	0.0573426	0.02149	0.478485	0.046829	0.00987125	0.0416584	0.00972808	0.0109209	0.0520085	0.0406853	0.00642591	0.0143223	0.0411416	0.00715628	0.0108141	0.848879
5990	-9880.14	-9892.3	12.1572	0.286446	0.184416	0.239361	0.289777	0.106613	0.260597	0.0527186	0.0590751	0.432591	0.0884045	0.071027	0.356455	0.919252	2.65327	0.685185	0.0595363	0.0234204	0.479297	0.0324909	0.0104107	0.0340471	0.00972808	0.00808127	0.0463149	0.03437	0.00498388	0.0133023	0.0280008	0.0147358	0.00823967	0.806958
6000	-9887.27	-9899.14	11.8694	0.281423	0.190617	0.235164	0.292796	0.111787	0.247323	0.0569513	0.0631969	0.43585	0.0848921	0.0858555	0.388166	0.943516	2.58246	0.754539	0.0678247	0.022285	0.505477	0.0293478	0.00654702	0.0328703	0.00883534	0.0140864	0.0379015	0.0266654	0.00760469	0.0203183	0.0302408	0.014952	0.0104312	0.835387
6010	-9886.49	-9898	11.5085	0.282426	0.188485	0.236182	0.292907	0.123696	0.286005	0.0369454	0.0603056	0.427891	0.0651581	0.0677283	0.348868	0.913095	2.67031	0.669685	0.0666314	0.0244089	0.526338	0.0312368	0.0096328	0.0292189	0.0102073	0.00792602	0.0507617	0.0348743	0.00736108	0.0203183	0.0277349	0.0179254	0.00733334	0.871909
6020	-9884.29	-9894.99	10.7064	0.287353	0.181815	0.229777	0.301055	0.125634	0.261073	0.0375244	0.0631808	0.441081	0.0715066	0.0600195	0.33023	0.897355	2.7124	0.633199	0.0642006	0.0226196	0.570524	0.0403953	0.0143937	0.0450406	0.0105574	0.0131721	0.053621	0.0378293	0.00736108	0.0175926	0.0287233	0.019704	0.00656435	0.952299
6030	-9885.36	-9895.29	9.92952	0.288615	0.192299	0.236043	0.283043	0.12135	0.262048	0.0406822	0.0522552	0.454895	0.068769	0.0609287	0.3325	0.899319	2.70725	0.637526	0.0675176	0.0226196	0.663752	0.0352934	0.0116797	0.034826	0.009393	0.0101069	0.0477269	0.0393635	0.00791938	0.020981	0.0309672	0.0183676	0.00945063	1.02996
6040	-9888.35	-9899.18	10.8262	0.288018	0.191901	0.231365	0.288715	0.118849	0.277479	0.0403804	0.0435126	0.451521	0.0682589	0.055097	0.317575	0.886146	2.74118	0.609615	0.0639851	0.0214902	0.589057	0.0424474	0.0113488	0.0421785	0.0113721	0.00681761	0.0438176	0.0271076	0.00376819	0.0236405	0.0287612	0.0137538	0.0108956	0.940441
6050	-9888.28	-9899.6	11.3233	0.288562	0.18053	0.231059	0.299849	0.137488	0.275392	0.0445038	0.0456176	0.431151	0.0658471	0.0816153	0.379463	0.937086	2.60184	0.734724	0.0647292	0.0201764	0.53249	0.0361659	0.010621	0.030675	0.00724227	0.00810896	0.0465768	0.0440466	0.00270547	0.0171239	0.0306887	0.0289189	0.00983297	0.890102
6060	-9886.98	-9898.13	11.155	0.295826	0.181623	0.228426	0.294125	0.130422	0.261238	0.0422165	0.0527815	0.449282	0.0640598	0.0578124	0.324635	0.892452	2.7251	0.622658	0.0567195	0.0261456	0.56339	0.0334488	0.00896711	0.0418732	0.0125855	0.00831293	0.0336647	0.0377354	0.00926799	0.0146339	0.0264243	0.0254736	0.00884637	0.907489
6070	-9884.31	-9896.19	11.8766	0.296642	0.182104	0.22635	0.294904	0.131335	0.267343	0.043203	0.0540149	0.426979	0.0771256	0.072877	0.360618	0.922571	2.64393	0.693859	0.0486367	0.0246613	0.50266	0.0325041	0.0112676	0.0414739	0.011335	0.00942794	0.0479451	0.0317035	0.00706982	0.0151132	0.0256508	0.0164136	0.00911551	0.834978
6080	-9883.07	-9894.87	11.7996	0.284764	0.184681	0.226795	0.303761	0.103488	0.283424	0.0543445	0.0658783	0.419184	0.0736816	0.0587686	0.327074	0.8946	2.71956	0.627231	0.0579663	0.0184957	0.49679	0.0434123	0.0112369	0.0366029	0.00901133	0.0107029	0.0504882	0.0357634	0.00885415	0.0150365	0.0326565	0.00941104	0.00657904	0.843007
6090	-9881.52	-9892.32	10.8013	0.284258	0.184353	0.235478	0.295911	0.117238	0.253374	0.0502217	0.0608805	0.431986	0.0862989	0.061413	0.333701	0.900353	2.70453	0.639828	0.0595254	0.023049	0.602437	0.0345875	0.00945257	0.0364532	0.00755088	0.0125322	0.0402393	0.0399511	0.00742054	0.0158184	0.0293608	0.0157997	0.00860251	0.94278
6100	-9890.18	-9901.67	11.4822	0.272519	0.186501	0.22753	0.31345	0.123034	0.285227	0.0607679	0.0685341	0.377498	0.084939	0.0741753	0.363502	0.924846	2.63748	0.699939	0.0551476	0.0204223	0.530338	0.0412402	0.00941887	0.0351917	0.0102689	0.0147649	0.04561	0.0330183	0.00781978	0.0155428	0.0445522	0.00368723	0.00736148	0.874384
6110	-9883.93	-9895.51	11.5825	0.280509	0.196093	0.235836	0.287561	0.110047	0.29242	0.0510814	0.0581198	0.404939	0.0833925	0.0545906	0.316235	0.884934	2.74424	0.607172	0.0554271	0.0227954	0.519789	0.0491562	0.0137322	0.0303075	0.00905183	0.00799546	0.0432684	0.0380845	0.0047566	0.0163748	0.0328236	0.0144443	0.00681298	0.864819
6120	-9892.23	-9903.69	11.4579	0.272609	0.189498	0.23397	0.303924	0.100394	0.296268	0.048449	0.0551246	0.415642	0.084122	0.0747025	0.364664	0.925757	2.63488	0.702407	0.0738646	0.0180227	0.505271	0.0452158	0.0133091	0.0424433	0.0115315	0.0133592	0.0358007	0.035186	0.00393264	0.0159709	0.0272464	0.0216188	0.0140252	0.876798
6130	-9890.8	-9902.08	11.28	0.271187	0.193726	0.232749	0.302338	0.113362	0.261015	0.0653817	0.0664837	0.410651	0.0831059	0.0555255	0.318702	0.887162	2.73861	0.611679	0.0608704	0.0260561	0.555286	0.0381172	0.00730739	0.0305396	0.00452397	0.0111897	0.035912	0.0348655	0.00812262	0.0254548	0.0412486	0.00802317	0.00753212	0.895049
6140	-9894.1	-9905.25	11.1472	0.279258	0.19342	0.220937	0.306385	0.113689	0.261768	0.0655702	0.0637916	0.411836	0.0833456	0.059663	0.329335	0.896576	2.71443	0.631499	0.0582407	0.0296664	0.528895	0.0357093	0.0102069	0.0467453	0.0103661	0.00908161	0.0447862	0.037939	0.0114958	0.0271279	0.0412486	0.00470474	0.0120093	0.908222
6150	-9882.39	-9893.98	11.5901	0.277991	0.192542	0.224473	0.304995	0.115271	0.271258	0.0540377	0.0635645	0.417568	0.0783003	0.0868609	0.390191	0.944988	2.57796	0.75924	0.0600456	0.0257961	0.523632	0.0365592	0.0109547	0.0350731	0.0104924	0.00762544	0.0401548	0.0353813	0.00566399	0.0158567	0.0378203	0.00677445	0.0114705	0.8633
6160	-9893.86	-9905.13	11.2739	0.293759	0.18738	0.233442	0.285419	0.125393	0.290281	0.0484851	0.042457	0.423129	0.0702546	0.06044	0.331283	0.898267	2.71001	0.635201	0.0632145	0.0274513	0.561933	0.0251234	0.00729893	0.0443736	0.00741264	0.00705309	0.0497902	0.0303723	0.00720817	0.0160571	0.0347363	0.00653001	0.00698413	0.895539
6170	-9886.31	-9898.03	11.7209	0.292348	0.191679	0.230992	0.284981	0.136299	0.237359	0.0430982	0.0643424	0.44682	0.0720824	0.0876151	0.3917	0.946079	2.57461	0.762767	0.0642618	0.0238287	0.505131	0.0335075	0.0133491	0.0349061	0.0101991	0.00889339	0.0428449	0.0359345	0.00530084	0.0213966	0.0370192	0.00614621	0.00748507	0.850204
6180	-9880.4	-9891.9	11.5021	0.281231	0.195031	0.230228	0.29351	0.103224	0.275606	0.0497523	0.0482834	0.441232	0.081902	0.053373	0.312985	0.881973	2.75167	0.601284	0.0615476	0.0197516	0.535445	0.0390316	0.00915938	0.0389229	0.00735936	0.00889339	0.0451322	0.0359345	0.00345785	0.0143077	0.0316203	0.0132756	0.00905202	0.872891
6190	-9891.82	-9903.49	11.6725	0.28373	0.179996	0.227036	0.309239	0.138577	0.251919	0.0510756	0.0380774	0.452432	0.0679186	0.0522495	0.309947	0.879177	2.75863	0.595832	0.0575909	0.0177257	0.513521	0.0336135	0.0134041	0.0415809	0.00797464	0.0137612	0.0454484	0.0267727	0.00861639	0.019862	0.0228881	0.0210062	0.0121054	0.855871
6200	-9891.83	-9902.83	11.0001	0.282171	0.188365	0.235223	0.294241	0.131432	0.255563	0.0465868	0.0720823	0.429104	0.0652323	0.0711795	0.356801	0.919529	2.65249	0.685901	0.0726561	0.0292768	0.536733	0.034913	0.015387	0.0381854	0.00649378	0.0137612	0.0466915	0.0393512	0.0093897	0.0282813	0.0240797	0.0190815	0.00838259	0.922664
6210	-9888.79	-9899.24	10.4498	0.277484	0.174119	0.240783	0.307614	0.117897	0.260774	0.0403828	0.0712017	0.425508	0.0842367	0.0544718	0.31592	0.884648	2.74496	0.606598	0.066534	0.0242422	0.605507	0.0399468	0.0128867	0.0346718	0.00698683	0.0109779	0.0472428	0.0390986	0.00931148	0.0184001	0.0309924	0.0237824	0.00751271	0.978094
6220	-9883.38	-9894.7	11.3142	0.292213	0.180314	0.230733	0.296739	0.119527	0.26438	0.056981	0.0667432	0.431394	0.0609741	0.0585602	0.326544	0.894135	2.72076	0.626235	0.0674395	0.0235847	0.534927	0.0386608	0.0145396	0.0293211	0.00748478	0.00930201	0.0413469	0.0390986	0.00406324	0.0201345	0.0314535	0.0177005	0.0124991	0.891556
6230	-9892.87	-9904.08	11.2045	0.283078	0.183326	0.236823	0.296772	0.133956	0.277166	0.0648766	0.053819	0.402323	0.0678599	0.0621056	0.335408	0.901817	2.70067	0.643117	0.0568858	0.0212624	0.559122	0.0302224	0.00946316	0.0379749	0.00950879	0.00753711	0.0461168	0.04778	0.00541186	0.0130525	0.0435445	0.00729079	0.00726128	0.902435
6240	-9887.22	-9898.89	11.6746	0.28159	0.182363	0.240834	0.295212	0.123494	0.249932	0.0591719	0.0496157	0.455227	0.06256	0.0734735	0.361947	0.923622	2.64096	0.696653	0.0545496	0.024788	0.523641	0.0350703	0.0120132	0.0265367	0.00668314	0.0168203	0.046781	0.0311319	0.00409342	0.0191681	0.0325635	0.0118472	0.00947498	0.855163
6250	-9882	-9893.79	11.79	0.281953	0.186757	0.235697	0.295593	0.114609	0.27674	0.0625331	0.063349	0.413499	0.0692703	0.0802098	0.376518	0.934872	2.6084	0.728156	0.0512036	0.0233495	0.509188	0.0345228	0.00942927	0.0365551	0.00993496	0.00806551	0.0451162	0.0322231	0.0097244	0.0188301	0.0215564	0.0253904	0.00837317	0.843463
6260	-9888.06	-9899.2	11.1453	0.279567	0.19364	0.233702	0.293091	0.131296	0.272481	0.0596322	0.0470774	0.39439	0.0951236	0.073886	0.362862	0.924343	2.63891	0.698585	0.0566473	0.023045	0.549146	0.0383774	0.00815218	0.0434176	0.00924528	0.0124425	0.0506997	0.0299467	0.00960027	0.0229745	0.0260213	0.0185497	0.00981371	0.908079
6270	-9887.98	-9899.12	11.1374	0.280379	0.194203	0.231475	0.293943	0.125874	0.274482	0.0553585	0.0451334	0.407956	0.0911955	0.0598949	0.329918	0.897083	2.7131	0.632605	0.0703666	0.023045	0.529055	0.0416631	0.0125613	0.0402305	0.0147004	0.00682455	0.0508913	0.0399036	0.00831239	0.0174486	0.0176083	0.0266724	0.00992275	0.909206
6280	-9889.37	-9901	11.633	0.284187	0.191603	0.235804	0.288406	0.123748	0.273311	0.0540628	0.0392862	0.419938	0.0896548	0.0993594	0.414238	0.961791	2.52461	0.81789	0.0552497	0.0267609	0.515501	0.0380083	0.0125613	0.0373811	0.0111374	0.0137657	0.0419299	0.0332205	0.0101327	0.0144675	0.0235842	0.0124232	0.0125904	0.858714
6290	-9882.13	-9893.63	11.5046	0.28456	0.191529	0.226553	0.297358	0.121032	0.282098	0.0509239	0.0382105	0.425651	0.0820843	0.058742	0.327007	0.894541	2.71971	0.627104	0.05492	0.0233153	0.52906	0.033651	0.01015	0.032633	0.00977897	0.00949858	0.0418295	0.0374018	0.00489318	0.0227234	0.0338884	0.0161728	0.0125904	0.872507
6300	-9886.94	-9898.58	11.6348	0.287108	0.185953	0.232016	0.294922	0.130688	0.286995	0.0472884	0.0444784	0.409581	0.0809696	0.0609198	0.332478	0.8993	2.7073	0.637484	0.0654214	0.0292704	0.512165	0.0344988	0.0125924	0.0322431	0.00731308	0.0101229	0.0438931	0.0257339	0.00727576	0.02428	0.0253598	0.0230325	0.00623439	0.859436
6310	-9886.34	-9897.75	11.4051	0.287108	0.185953	0.232016	0.294922	0.134096	0.263761	0.0510504	0.0480169	0.415665	0.0874111	0.0731934	0.361324	0.92313	2.64235	0.695341	0.0528388	0.0222889	0.530525	0.0315384	0.0100109	0.042983	0.00710976	0.0168388	0.0421655	0.0447132	0.00727576	0.0166059	0.0253598	0.0204518	0.0114162	0.882122
6320	-9886.29	-9898.41	12.1158	0.292871	0.189686	0.236673	0.28077	0.122471	0.240894	0.0526324	0.0598027	0.444367	0.0798331	0.0686693	0.351055	0.914884	2.66539	0.674111	0.0631199	0.0187172	0.477936	0.0312969	0.00889627	0.0261996	0.00939299	0.00617211	0.0473555	0.0332573	0.00909137	0.017207	0.0246684	0.0272525	0.0105953	0.811158
6330	-9884.27	-9896.66	12.3966	0.28679	0.182162	0.234061	0.296987	0.123645	0.275379	0.0562076	0.0828023	0.38566	0.0763066	0.102123	0.419298	0.965172	2.51341	0.830939	0.0550523	0.0211481	0.448947	0.0376873	0.0136466	0.0393061	0.00729511	0.0105744	0.0421784	0.032875	0.00732733	0.0179286	0.0249559	0.0156075	0.00775805	0.782288
6340	-9888.33	-9899.79	11.4652	0.291255	0.197729	0.233893	0.277123	0.126525	0.24174	0.0575168	0.0645731	0.427868	0.0817775	0.0899707	0.396364	0.949419	2.56425	0.773791	0.0584023	0.026016	0.515342	0.0450026	0.00864081	0.0363551	0.00687574	0.00926323	0.0511771	0.0309935	0.00976372	0.0143499	0.0360441	0.0178812	0.00961087	0.875718
6350	-9887.08	-9898.79	11.7087	0.276606	0.201652	0.238921	0.282821	0.0983595	0.283441	0.0631977	0.070951	0.412402	0.0716485	0.0549541	0.317197	0.885805	2.74204	0.608926	0.0678351	0.0222507	0.514979	0.0310897	0.00803709	0.0330309	0.00785021	0.0099462	0.0446634	0.033559	0.00976372	0.0141973	0.029435	0.0147045	0.010845	0.852187
6360	-9889.32	-9900.89	11.5677	0.272891	0.198943	0.235711	0.292455	0.0994962	0.274845	0.0602352	0.0641968	0.425212	0.076015	0.0493635	0.301964	0.871705	2.77697	0.581732	0.0691766	0.0156702	0.518908	0.0349884	0.00950934	0.0395551	0.00795398	0.0138624	0.0425428	0.0292648	0.00872346	0.0155155	0.0428575	0.0100227	0.00787534	0.866426
6370	-9887.3	-9899.03	11.7316	0.285702	0.177514	0.229395	0.307388	0.128221	0.262842	0.0541774	0.0686501	0.408652	0.0774577	0.0616455	0.334275	0.900847	2.70323	0.640933	0.0516596	0.0264965	0.507759	0.0384705	0.0117404	0.0395551	0.00965149	0.0115351	0.0369676	0.0325569	0.00572013	0.0258966	0.0345459	0.00934156	0.00784495	0.849741
6380	-9881.85	-9893.58	11.7296	0.285385	0.180647	0.237551	0.296416	0.132678	0.258394	0.0526097	0.0542391	0.42143	0.0806488	0.07117	0.35678	0.919512	2.65254	0.685856	0.0647911	0.0235208	0.490213	0.0307535	0.0118171	0.041029	0.00965149	0.0108097	0.043933	0.043808	0.00534761	0.0170429	0.0346701	0.013515	0.00881573	0.849718
6390	-9892.14	-9904.51	12.3683	0.286741	0.176166	0.231658	0.305435	0.126603	0.267984	0.0472256	0.0683217	0.402134	0.0877309	0.0986517	0.412928	0.960907	2.52751	0.814554	0.0735011	0.0217635	0.432557	0.0365549	0.0102432	0.0408203	0.00954766	0.00965098	0.0406521	0.0298489	0.00336741	0.0190031	0.0429402	0.00871082	0.0060404	0.785201
6400	-9885.87	-9897.82	11.953	0.279656	0.18769	0.229743	0.302911	0.12631	0.267365	0.0486456	0.0681637	0.415764	0.0737517	0.0634201	0.338618	0.904548	2.69341	0.649348	0.0618313	0.0292984	0.494892	0.0384341	0.00874419	0.0293325	0.00534927	0.00965098	0.0333161	0.0345576	0.00931662	0.0131271	0.0338394	0.0168742	0.00899744	0.827561
6410	-9893.94	-9903.75	9.81125	0.273864	0.191461	0.229604	0.30507	0.134518	0.267839	0.0406292	0.0617491	0.43572	0.059545	0.0415233	0.278799	0.84893	2.83075	0.542567	0.0520138	0.0218904	0.694302	0.0453663	0.00899735	0.029005	0.00534287	0.00984852	0.0458693	0.0403218	0.00823074	0.0245455	0.0248486	0.0216898	0.00999453	1.04227
6420	-9888.96	-9900.79	11.8389	0.296342	0.180113	0.233337	0.290208	0.123015	0.249334	0.0426692	0.0648495	0.457597	0.0625348	0.0728842	0.360634	0.922584	2.6439	0.693892	0.0595029	0.02169	0.516644	0.0294665	0.0112424	0.029005	0.00745062	0.0100121	0.0456075	0.0274152	0.00419449	0.0139495	0.0348818	0.0218232	0.00585465	0.83874
6430	-9886.75	-9898.06	11.3107	0.287395	0.181174	0.237651	0.29378	0.115485	0.279627	0.0485836	0.0621738	0.422927	0.0712028	0.0685191	0.350707	0.9146	2.66617	0.673405	0.0589817	0.0261274	0.523002	0.0409699	0.0134668	0.0401914	0.0143603	0.0147061	0.0513755	0.0323326	0.0076444	0.0142551	0.024907	0.0209076	0.00843848	0.891667
6440	-9886.88	-9898.64	11.7552	0.291867	0.183994	0.225787	0.298352	0.116063	0.281026	0.0488266	0.0624849	0.412238	0.0793617	0.0844914	0.385396	0.941487	2.58863	0.748163	0.0586067	0.0220168	0.481785	0.0407999	0.0105419	0.0490092	0.00977225	0.00958936	0.0414952	0.0276924	0.00547614	0.0199424	0.0263611	0.0323962	0.0113595	0.846844
6450	-9884.67	-9896.47	11.7988	0.288271	0.184869	0.226862	0.299999	0.127707	0.234449	0.0430486	0.0580786	0.447518	0.0891992	0.0733764	0.361731	0.923451	2.64144	0.696198	0.0582671	0.0254367	0.487915	0.0402282	0.013062	0.0380784	0.0119326	0.00958936	0.0434664	0.0367238	0.00795554	0.0200172	0.0190073	0.0236691	0.00739726	0.842746
