Iteration	Posterior	Likelihood	Prior	tree_length	shape[0]	shape[1]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]
2600	-9645.19	-9656.64	11.4473	1.20044	0.100988	7.75526	0.0709508	0.0427862	0.0408649	0.00684908	0.0110005	0.824262	0.0197178	0.0538194	0.0124825	0.0234448	0.048385	0.000629247	0.00970196	0.0316127	0.00393526
2610	-9638.28	-9650.04	11.7576	1.15983	0.118295	9.65496	0.0606722	0.0375059	0.0490682	0.00922093	0.00835819	0.771751	0.0214134	0.0536033	0.0122072	0.0194047	0.0397142	0.0166151	0.0144377	0.0383603	0.00750045
2620	-9641.27	-9652.71	11.4336	1.1876	0.0819486	10.6166	0.0740028	0.0295984	0.0408633	0.0112788	0.0106493	0.820054	0.0216752	0.0535999	0.0128545	0.0155616	0.0354238	0.00520969	0.0126115	0.037843	0.00637606
2630	-9641.76	-9652.2	10.4355	1.19289	0.0920248	29.5103	0.0633001	0.0468618	0.0368521	0.0111019	0.010079	0.82115	0.0260678	0.046917	0.00930515	0.0222957	0.0202916	0.0257252	0.00894362	0.0348595	0.00914367
2640	-9639.96	-9651.36	11.4012	1.12529	0.117263	23.6906	0.0783626	0.0393471	0.0368386	0.00938813	0.00968119	0.72423	0.0277296	0.0459013	0.0112145	0.022634	0.0268454	0.0287829	0.00894362	0.0500592	0.00533518
2650	-9638.77	-9651.35	12.5751	1.08959	0.117089	7.35466	0.0672361	0.0390517	0.0364494	0.0100346	0.00812132	0.719181	0.0273675	0.0530663	0.010708	0.025474	0.0297732	0.0238163	0.00572069	0.0299957	0.0035948
2660	-9639.74	-9652.43	12.6971	1.07219	0.0918099	8.41843	0.0706529	0.0352003	0.0416266	0.0088231	0.00883681	0.704127	0.0274787	0.0430746	0.0123915	0.0145385	0.0377277	0.0163578	0.0104487	0.0345829	0.00632423
2670	-9641.16	-9652.48	11.3185	1.22841	0.0937913	4.74604	0.0643534	0.035652	0.0460257	0.00997589	0.00955547	0.844676	0.0274595	0.0432483	0.0136652	0.0195548	0.0349292	0.0163578	0.018794	0.0397122	0.00445155
2680	-9640.13	-9652.14	12.0093	1.14879	0.108242	6.83836	0.0657178	0.0321152	0.0476118	0.00422178	0.00955547	0.778759	0.0276926	0.0460425	0.00971575	0.0212832	0.0407062	0.00889326	0.0111924	0.0351234	0.0101616
2690	-9636.07	-9647.11	11.0401	1.22363	0.103326	11.2603	0.0666371	0.031352	0.04488	0.012658	0.00947393	0.84567	0.0256086	0.043822	0.0136663	0.0186519	0.0481692	0.00152065	0.0111924	0.0446037	0.00572736
2700	-9644.65	-9656.12	11.4658	1.17949	0.117934	11.5592	0.0861037	0.0380438	0.0432347	0.00907867	0.00893901	0.775796	0.0269362	0.0592967	0.00900377	0.024482	0.043837	0.00174605	0.0136867	0.0330011	0.0063005
2710	-9640.76	-9653.44	12.6827	1.07976	0.100809	7.18467	0.0733995	0.0269387	0.0350022	0.00750964	0.0105047	0.707294	0.0215765	0.0442626	0.0107512	0.0210594	0.0439193	0.0232179	0.00539632	0.0411779	0.00774892
2720	-9633.55	-9645.1	11.5433	1.18692	0.0891464	8.55046	0.0603539	0.0383685	0.044007	0.00808775	0.00881192	0.804674	0.0272498	0.0459144	0.0110164	0.0198841	0.0325599	0.0264246	0.010112	0.039444	0.0100152
2730	-9637.58	-9649.34	11.7631	1.17723	0.10148	6.08345	0.0668044	0.0411284	0.0427715	0.0112799	0.0124882	0.779621	0.0229425	0.045481	0.0101241	0.0134445	0.0379975	0.0260125	0.0133009	0.0486333	0.00519627
2740	-9639.87	-9650.43	10.5641	1.24801	0.106033	15.9011	0.0640481	0.0348732	0.0381573	0.00948803	0.0155825	0.863754	0.0282138	0.049958	0.0104322	0.0167683	0.0226002	0.0322712	0.0133009	0.0403892	0.00816998
2750	-9634.9	-9646.81	11.914	1.16909	0.104038	4.69079	0.071745	0.0359843	0.0391952	0.00937423	0.0141994	0.787832	0.0202794	0.0486875	0.00557668	0.0185	0.0182018	0.0397088	0.00644361	0.0456604	0.0076979
2760	-9633.59	-9645.41	11.8266	1.17128	0.0955745	6.00786	0.0623213	0.0318809	0.0391952	0.00670088	0.0146139	0.81235	0.0199689	0.0549942	0.011266	0.0216504	0.0227276	0.0228847	0.0121589	0.034777	0.00379217
2770	-9648.87	-9659.95	11.0765	1.21677	0.136753	11.8698	0.0703899	0.0351563	0.0327933	0.0106183	0.0066562	0.841625	0.0322264	0.0517638	0.0134937	0.0177911	0.0278524	0.0314057	0.00591074	0.0318758	0.00721165
2780	-9637.8	-9649.05	11.2464	1.23494	0.0984755	4.87695	0.056257	0.0431187	0.0364616	0.00887145	0.0118147	0.87793	0.0195163	0.0479885	0.0101673	0.0143033	0.0341206	0.0183747	0.00567832	0.0413762	0.00896306
2790	-9648.1	-9660.07	11.9711	1.17157	0.102968	3.05134	0.0654354	0.0379335	0.0350383	0.00469406	0.011375	0.786919	0.0292258	0.0537865	0.0112666	0.0129647	0.0357022	0.0308135	0.0112736	0.032978	0.0121639
2800	-9647.96	-9659.66	11.704	1.18381	0.102757	5.94648	0.0673053	0.0312962	0.0417466	0.0118577	0.0137562	0.826164	0.020315	0.0540138	0.0113595	0.0141038	0.0197381	0.0248003	0.00922101	0.0322318	0.00589938
2810	-9639.09	-9649.65	10.5576	1.3084	0.0962329	3.96388	0.0685236	0.0412097	0.0394589	0.0097701	0.0111069	0.909905	0.0317601	0.0504492	0.00977483	0.0155273	0.0405197	0.0119249	0.0120303	0.0428994	0.013537
2820	-9636.61	-9647.63	11.0271	1.26204	0.105494	3.83683	0.0635947	0.0322713	0.0480211	0.0112508	0.00741304	0.885636	0.026578	0.0529717	0.00977483	0.0144537	0.034763	0.0107719	0.0133928	0.0395284	0.0116139
2830	-9635.63	-9646.78	11.1468	1.22643	0.106449	8.56399	0.068619	0.0322325	0.03668	0.00406843	0.0102185	0.856814	0.0263366	0.0504707	0.013152	0.012433	0.0242308	0.0265229	0.010749	0.0441314	0.00976794
2840	-9633.36	-9645.05	11.6889	1.1963	0.100672	3.75323	0.0724287	0.0322325	0.0404434	0.0106906	0.0120482	0.810805	0.0218154	0.05005	0.00946165	0.0185936	0.0437611	0.0136304	0.0144046	0.0373899	0.00854537
2850	-9634.02	-9645.87	11.85	1.1771	0.0891728	4.38141	0.066036	0.0304655	0.0386838	0.00606968	0.0108351	0.814999	0.0233527	0.0481853	0.0114453	0.0108464	0.0379611	0.0142746	0.0114118	0.0452611	0.0072738
2860	-9635.95	-9648.5	12.5569	1.06567	0.116884	12.5036	0.0618596	0.0319045	0.0417525	0.0057811	0.0128038	0.706111	0.0233527	0.0468644	0.00909726	0.0150793	0.0325381	0.0173758	0.0107334	0.0446247	0.00578937
2870	-9640.44	-9651.14	10.7005	1.16223	0.136654	30.2987	0.0690665	0.0364187	0.040868	0.00921955	0.0121065	0.773568	0.0259727	0.0454551	0.0103668	0.0181353	0.0333491	0.0266763	0.00949809	0.0399861	0.0115417
2880	-9638.79	-9650.17	11.3799	1.21599	0.111116	5.98587	0.0778947	0.0365333	0.0366917	0.0106434	0.0107134	0.830108	0.0195082	0.0509516	0.00793474	0.0168498	0.0319143	0.0212425	0.015111	0.0414585	0.00843049
2890	-9640.15	-9651.75	11.6035	1.18133	0.119955	8.43528	0.0685312	0.0313245	0.039101	0.0137619	0.0107134	0.794767	0.0302089	0.048188	0.0118352	0.018993	0.03081	0.0260458	0.0166568	0.0361951	0.00419968
2900	-9635.66	-9647.65	11.9949	1.13657	0.107984	9.57094	0.0666053	0.0380769	0.0333402	0.0104917	0.0127272	0.76388	0.022044	0.0508947	0.00680427	0.0178413	0.0303008	0.0260458	0.0128351	0.0388618	0.00582546
2910	-9639.26	-9651.2	11.9435	1.16783	0.131208	4.32444	0.0639624	0.0346365	0.0530049	0.0085947	0.0113145	0.770223	0.0230343	0.0458591	0.0147434	0.0185542	0.036976	0.015799	0.0153664	0.0497656	0.00599395
2920	-9638.68	-9649.59	10.9137	1.27831	0.0774316	2.87854	0.0641903	0.0357405	0.0384794	0.0091541	0.0103928	0.891317	0.0293932	0.0613488	0.0100112	0.0170994	0.036976	0.0139634	0.00695859	0.0483305	0.00495613
2930	-9638.77	-9650.25	11.475	1.20346	0.0935193	6.60581	0.0633772	0.0387036	0.0394753	0.0091541	0.00961432	0.802559	0.024154	0.0545794	0.0151849	0.0172981	0.0339239	0.0283811	0.0160145	0.0394411	0.0116043
2940	-9653.41	-9664.23	10.8207	1.18283	0.108071	23.8043	0.0602683	0.0341218	0.0391277	0.0121638	0.00808393	0.822487	0.0319179	0.044383	0.00920282	0.0223171	0.026411	0.0200342	0.00539027	0.0345358	0.0123825
2950	-9639.37	-9650.57	11.2007	1.23427	0.111067	5.91308	0.0585979	0.0349184	0.0462177	0.00989301	0.0143091	0.849245	0.0266828	0.0442202	0.0119101	0.0228001	0.0235587	0.0245916	0.0162138	0.0421291	0.00898048
2960	-9641.56	-9653.63	12.0643	1.1629	0.109553	2.91525	0.0648552	0.0338338	0.0416705	0.00541519	0.0113389	0.766387	0.0285266	0.0541641	0.0140925	0.021973	0.0508848	0.00890994	0.00856647	0.0454449	0.00683986
2970	-9637.38	-9649.76	12.3844	1.10373	0.107918	8.34972	0.0585786	0.0314386	0.0394326	0.0100643	0.0145929	0.739905	0.0231754	0.0508166	0.00854281	0.0144224	0.0472589	0.00786211	0.0084581	0.0364434	0.0127404
2980	-9644.25	-9655.03	10.7871	1.28377	0.126302	4.26984	0.0746221	0.0381967	0.0479466	0.00890188	0.0104969	0.898868	0.0256742	0.0423202	0.0079999	0.0161449	0.0424205	0.0118795	0.0104672	0.0373585	0.0104709
2990	-9642.62	-9654.86	12.2348	1.13336	0.110624	5.41349	0.0581332	0.0367927	0.0336796	0.0123213	0.00897241	0.768377	0.0202166	0.0555782	0.00949543	0.0217875	0.0400063	0.00520054	0.0108919	0.039291	0.012616
3000	-9636.03	-9646.31	10.2849	1.33694	0.0999195	3.70588	0.0702206	0.0366538	0.0423772	0.0103637	0.0124133	0.950961	0.0186899	0.0501655	0.0104318	0.0138903	0.0522603	0.00195373	0.011067	0.0449536	0.0105378
3010	-9636.49	-9647.49	11.0049	1.26596	0.0916014	3.50932	0.0722884	0.0299225	0.0353634	0.00866441	0.0126475	0.897961	0.0242004	0.0451496	0.0077417	0.021477	0.0520037	0.00236322	0.00530685	0.0445078	0.00635939
3020	-9634.77	-9646.12	11.3518	1.21262	0.0995308	7.2308	0.0647213	0.0453564	0.0422802	0.00942995	0.00811172	0.833178	0.0216578	0.0502625	0.0118291	0.0166857	0.050802	0.0017426	0.0129731	0.0361123	0.0074801
3030	-9633.08	-9644.63	11.5525	1.20249	0.0938277	5.2492	0.0705685	0.0405731	0.0454084	0.00967823	0.00944458	0.809225	0.0244679	0.0511112	0.00874723	0.0189003	0.0470582	0.00373611	0.00745203	0.0417348	0.0143882
3040	-9634.71	-9647.47	12.7532	1.08681	0.0984287	4.36551	0.0667702	0.0343897	0.0342842	0.00568874	0.00845862	0.733622	0.0244679	0.04347	0.0137864	0.0146535	0.0470582	0.0080191	0.00969401	0.0360799	0.006371
3050	-9638.14	-9648.57	10.4248	1.06796	0.10727	54.6966	0.062997	0.0338432	0.0388391	0.00958194	0.00845862	0.694332	0.022747	0.0552553	0.0126134	0.0152678	0.0422303	0.00972334	0.012633	0.0411423	0.00829335
3060	-9644.04	-9656.21	12.1678	1.15197	0.105434	3.03576	0.0524695	0.0342564	0.0348524	0.0133207	0.00960363	0.79147	0.0233082	0.0471907	0.00903802	0.008922	0.0379654	0.017468	0.0128911	0.0422161	0.017
3070	-9646.88	-9659.22	12.3403	1.11187	0.129897	7.581	0.0773258	0.0430525	0.0423609	0.00773881	0.0146957	0.714727	0.0192088	0.0592393	0.0153518	0.0134719	0.0316007	0.0203469	0.00578242	0.0418315	0.00514063
3080	-9649	-9659.8	10.7916	1.27098	0.101743	6.7607	0.0852064	0.030787	0.0360164	0.0110449	0.00698899	0.882209	0.0312342	0.0511137	0.0119191	0.0143445	0.044432	0.0188572	0.00578242	0.0369552	0.00409007
3090	-9633.07	-9644.42	11.3545	1.16862	0.1017	15.9767	0.0735607	0.0405303	0.0430781	0.00810507	0.011563	0.774786	0.0229287	0.0507598	0.011004	0.0158872	0.0406107	0.0147305	0.014635	0.0409229	0.00551281
3100	-9631.6	-9643.05	11.4563	1.21969	0.10383	3.72304	0.062798	0.0354482	0.0424284	0.0100655	0.0122146	0.855324	0.0283901	0.0403085	0.00922399	0.0164278	0.0406107	0.0105513	0.011498	0.038277	0.00612857
3110	-9640.12	-9651.82	11.6951	1.12471	0.109868	17.9376	0.0612782	0.041203	0.0412322	0.012371	0.0109363	0.728695	0.0251717	0.0517129	0.013616	0.0190116	0.0414864	0.0159486	0.0098983	0.0434956	0.00865598
3120	-9644.82	-9656.31	11.4856	1.20085	0.0925524	6.9152	0.0709739	0.0430443	0.0443835	0.00702595	0.0114822	0.806872	0.0219707	0.0552314	0.0178625	0.0114044	0.0375872	0.0158159	0.0108046	0.0384517	0.0079418
3130	-9633.72	-9645.04	11.3251	1.22478	0.109153	5.32441	0.0707768	0.0348905	0.0433167	0.0109793	0.0111772	0.842822	0.0216217	0.0552314	0.0141425	0.015179	0.0295482	0.0194622	0.00969741	0.0396532	0.00628252
3140	-9640.18	-9649.96	9.77906	1.10484	0.117324	60.2238	0.0564988	0.0334259	0.03594	0.0110811	0.00824065	0.756553	0.0253807	0.0469047	0.015753	0.015952	0.0271292	0.0203322	0.00752197	0.0359274	0.00820284
3150	-9639.32	-9650.28	10.9658	1.25523	0.105741	6.42185	0.0686295	0.0448759	0.0406171	0.00781565	0.00712937	0.853043	0.0214468	0.0598794	0.0159597	0.0182471	0.0275852	0.0277136	0.0119535	0.0393492	0.0109888
3160	-9637.75	-9648.79	11.0378	1.24503	0.0937895	7.03547	0.0670059	0.0419861	0.0356549	0.009693	0.0160622	0.848703	0.0265886	0.0492574	0.0120179	0.0183557	0.0447442	0.0118681	0.00859446	0.0439368	0.0105585
3170	-9640.83	-9651.68	10.8494	1.26963	0.0920868	5.88575	0.0653511	0.0457271	0.0434102	0.00917293	0.013177	0.879869	0.0304469	0.0495498	0.0098371	0.0171399	0.0462794	0.00706332	0.0134566	0.0324893	0.00665584
3180	-9634.21	-9646.88	12.6657	1.08244	0.105197	6.9845	0.060232	0.0371974	0.0382467	0.00929201	0.0112936	0.724005	0.0216606	0.0441261	0.0098371	0.0140418	0.033336	0.0157965	0.0141333	0.0422973	0.00694418
3190	-9645.56	-9656.82	11.2599	1.24294	0.105814	3.00001	0.0743539	0.0460845	0.0411205	0.00357682	0.00546605	0.837856	0.0285861	0.0516317	0.0166951	0.0225535	0.0258983	0.0340986	0.00685365	0.0351062	0.013054
3200	-9638.42	-9650.63	12.2054	1.1307	0.0823335	6.56059	0.0598427	0.0417272	0.0431461	0.0115391	0.00807417	0.759634	0.0198649	0.0427438	0.0112512	0.0156857	0.0387573	0.0189249	0.013152	0.0376768	0.00868295
3210	-9645.94	-9657.31	11.3728	1.21291	0.123146	6.72859	0.0664323	0.0481302	0.045855	0.00576965	0.0124308	0.822256	0.0191401	0.0426604	0.0114401	0.0228225	0.0392362	0.0196652	0.0122384	0.0383227	0.00651398
3220	-9654.1	-9666.13	12.0309	1.12393	0.125645	11.3608	0.0713359	0.0440815	0.0445905	0.00602886	0.0105136	0.718077	0.0225329	0.0638381	0.00895286	0.024909	0.0510317	0.0029756	0.00400044	0.0417501	0.00931216
3230	-9642.91	-9654.48	11.5745	1.18325	0.121025	8.63091	0.0711236	0.0471091	0.0386183	0.0062319	0.0108957	0.815551	0.0220203	0.044126	0.00932541	0.0165178	0.0340778	0.0208812	0.00473583	0.0384994	0.00353182
3240	-9638.55	-9650.28	11.7319	1.11284	0.122681	19.5632	0.0644496	0.0361665	0.0369986	0.00775226	0.0111653	0.738104	0.0262433	0.0406013	0.0145408	0.0179931	0.0338213	0.0176238	0.0122988	0.0413701	0.0137068
3250	-9639.41	-9650.5	11.0889	1.24314	0.116102	6.36974	0.0855226	0.040098	0.0398993	0.0130953	0.0148455	0.837571	0.0247494	0.0448313	0.00980176	0.0181797	0.032278	0.0204432	0.0101707	0.0427113	0.00894092
3260	-9641.29	-9652.97	11.6806	1.17842	0.0815895	7.51454	0.0552542	0.0382791	0.0400601	0.0113601	0.0144586	0.82647	0.0250754	0.0384265	0.0134748	0.0170778	0.0230428	0.021705	0.0101707	0.0313085	0.0122522
3270	-9634.5	-9645.87	11.3741	1.22234	0.0872785	4.8527	0.0632325	0.0358079	0.0400601	0.00675767	0.00779453	0.874718	0.0220645	0.0441335	0.0100751	0.0173355	0.0427274	0.0101663	0.00744797	0.0283318	0.0116897
3280	-9639.54	-9651.25	11.7103	1.15845	0.0891241	10.9053	0.0604974	0.0391238	0.0390448	0.00648526	0.00773469	0.788103	0.027772	0.056001	0.0080385	0.0181597	0.0526452	0.00528149	0.0083719	0.0354114	0.00577925
3290	-9633.83	-9645.29	11.4604	1.21474	0.104338	4.62966	0.0691557	0.0333054	0.0477493	0.00886655	0.0143331	0.829	0.0234633	0.050291	0.0114361	0.0181597	0.0417581	0.0102303	0.0113524	0.0386203	0.00702134
3300	-9644.88	-9656.29	11.413	1.20677	0.0757959	7.20064	0.0605345	0.0384719	0.0413651	0.00837928	0.0225353	0.823217	0.0214781	0.052254	0.0117384	0.00989327	0.0396054	0.016334	0.0113524	0.044438	0.00517798
3310	-9638.44	-9649.97	11.5289	1.19906	0.0941821	6.40786	0.059716	0.0353929	0.0397495	0.00923992	0.0160906	0.823217	0.0214908	0.0497871	0.00879354	0.0171957	0.0386396	0.0155667	0.0137287	0.044438	0.00601391
3320	-9644.97	-9657.06	12.0949	1.1054	0.0990592	13.8136	0.0699885	0.0231864	0.0447141	0.0104899	0.0141642	0.724601	0.0170563	0.0527098	0.00937739	0.0171957	0.0276799	0.0281801	0.00685486	0.049609	0.00959542
3330	-9640.32	-9651.41	11.0974	1.25623	0.0842941	3.61188	0.0842378	0.0302217	0.0378126	0.00741753	0.0107912	0.887031	0.0246391	0.0499321	0.0091263	0.0107269	0.0381589	0.0176887	0.00604211	0.0327635	0.00964337
3340	-9643.28	-9655.03	11.7473	1.19719	0.106187	2.40136	0.069604	0.0309898	0.0333079	0.0122621	0.0112579	0.821701	0.0295252	0.0437396	0.013326	0.0157089	0.0455961	0.0159922	0.0152901	0.0337186	0.00517327
3350	-9639.4	-9650.63	11.2382	1.23236	0.0936764	5.56021	0.0607142	0.0372728	0.0450305	0.0103239	0.0113741	0.855068	0.0208289	0.0583074	0.00917798	0.0207235	0.0207571	0.0206082	0.0149782	0.0378644	0.0093324
3360	-9638.97	-9649.95	10.9807	1.25377	0.0918796	6.43197	0.0521536	0.036298	0.0404599	0.011272	0.0104937	0.878714	0.0242527	0.0605323	0.00919804	0.023562	0.0288382	0.0206082	0.0108825	0.037551	0.00895077
3370	-9637.98	-9649.35	11.3659	1.22668	0.111614	4.12511	0.0664671	0.0362972	0.0299153	0.0103405	0.0125343	0.870636	0.0280121	0.0439845	0.0105207	0.0190178	0.0397838	0.0135	0.0100342	0.0300165	0.00562061
3380	-9639.36	-9650.46	11.0981	1.2489	0.113686	5.03588	0.068894	0.0339787	0.0394663	0.0105754	0.0144386	0.87237	0.0217244	0.0471832	0.0101325	0.0178486	0.0385868	0.0182537	0.00823427	0.0433209	0.00389363
3390	-9634.5	-9646.21	11.7072	1.19578	0.098646	3.4935	0.068198	0.0365412	0.0332133	0.00879054	0.00788924	0.825716	0.0220328	0.0484326	0.00644518	0.0176734	0.0323737	0.025223	0.00984709	0.046685	0.00671547
3400	-9635.45	-9647.56	12.1071	1.12408	0.107895	9.82703	0.0588668	0.026692	0.0406218	0.0059366	0.0115695	0.757754	0.0263041	0.0504399	0.010776	0.0138048	0.034678	0.0193268	0.0118205	0.0431154	0.0123698
3410	-9640.5	-9652.17	11.6719	1.19491	0.0956528	4.37542	0.0581403	0.0369017	0.0360438	0.00824684	0.0129963	0.817496	0.0252855	0.0463007	0.0109816	0.0232719	0.0321308	0.0313286	0.00927868	0.0384149	0.00809626
3420	-9637.13	-9648.74	11.6156	1.19362	0.0905547	5.76456	0.0661491	0.0412993	0.0423644	0.00741858	0.00834805	0.811649	0.021304	0.0456584	0.0128885	0.0223603	0.031565	0.0202536	0.0149751	0.0378523	0.00953306
3430	-9643.53	-9655.11	11.5754	1.20845	0.100847	3.59246	0.0630211	0.0372635	0.0365525	0.0114573	0.0165915	0.844891	0.0237281	0.0504584	0.00807686	0.00843225	0.03049	0.0212217	0.00890026	0.0388926	0.00847711
3440	-9644.19	-9655.56	11.3721	1.17464	0.116824	14.4046	0.0697796	0.0309168	0.0483341	0.00790689	0.0120511	0.801196	0.0185592	0.0345697	0.0111422	0.0220934	0.0426435	0.011401	0.0127563	0.0438686	0.00742096
3450	-9640.12	-9651.62	11.4986	1.20929	0.104806	4.95592	0.0718482	0.0344491	0.03832	0.00957071	0.0140237	0.818983	0.0262577	0.0537508	0.0111422	0.0220934	0.0497241	0.000447655	0.00583387	0.0425087	0.0103374
3460	-9640.35	-9651.21	10.8602	1.1683	0.0961325	25.9315	0.0615245	0.0346611	0.0351523	0.00584409	0.013327	0.805884	0.022	0.0407734	0.00898083	0.028168	0.0485716	0.00618389	0.0127023	0.0350284	0.00950153
3470	-9638.42	-9649.56	11.1412	1.16328	0.122278	21.2897	0.0629272	0.0346388	0.0385988	0.0104742	0.0102547	0.795817	0.0298906	0.0401372	0.0111938	0.0154941	0.0548524	0.000101794	0.014265	0.0370887	0.00754107
3480	-9650.97	-9661.14	10.1646	1.20344	0.0985291	32.8144	0.0570357	0.0360201	0.0563897	0.0054213	0.0140506	0.828687	0.0269654	0.0416596	0.0118027	0.0176805	0.0501034	7.78678e-05	0.0068862	0.0394654	0.0111903
3490	-9645.93	-9657.23	11.2919	1.21823	0.0830019	7.32274	0.0642917	0.0349048	0.0373632	0.00550795	0.0140506	0.865273	0.022709	0.0478673	0.00961908	0.0238913	0.0432974	0.00718727	0.0153632	0.022063	0.00484464
3500	-9645.33	-9656.39	11.0576	1.22128	0.0899059	11.3935	0.0564923	0.0357784	0.0435337	0.00964186	0.0109908	0.858283	0.0179776	0.0481172	0.0142272	0.0105336	0.03311	0.0148036	0.011157	0.0486244	0.00800485
3510	-9643.67	-9654.35	10.6889	1.2162	0.11859	19.7538	0.0641711	0.0358256	0.0579723	0.0111232	0.0101055	0.821681	0.0257012	0.0511857	0.00950326	0.0215467	0.0473077	0.00875663	0.0131582	0.0326238	0.00553874
3520	-9642.96	-9655.54	12.5788	1.071	0.108275	11.0088	0.0723235	0.0307669	0.0439052	0.0105383	0.00871682	0.692376	0.0259245	0.0387098	0.00651007	0.0304297	0.0369434	0.0154116	0.0101306	0.0425018	0.00580677
3530	-9638.45	-9650.51	12.0588	1.12918	0.116056	9.76265	0.0646188	0.034172	0.0462157	0.00631068	0.0117605	0.770451	0.0208713	0.0537058	0.0122904	0.0120793	0.0241852	0.0154116	0.0067753	0.0409897	0.00934608
3540	-9636	-9648.04	12.0415	1.14912	0.0904139	6.147	0.0619683	0.0422682	0.0341285	0.0126078	0.00999814	0.780428	0.0238816	0.0484357	0.00876181	0.0120703	0.0396822	0.0136733	0.011326	0.0389512	0.010935
3550	-9647.21	-9659.23	12.0116	1.15582	0.0783575	5.41546	0.0668408	0.0424245	0.027686	0.00837674	0.00954602	0.782545	0.02311	0.0484357	0.0127711	0.0154662	0.0411679	0.0115623	0.0107286	0.042137	0.0130245
3560	-9643.55	-9655.72	12.1679	1.09921	0.104134	13.5868	0.0754474	0.0419556	0.0295002	0.00547728	0.0143886	0.729131	0.0194124	0.0444324	0.012497	0.0113645	0.0371895	0.0189725	0.00972117	0.042137	0.00758397
3570	-9641.22	-9652.88	11.6534	1.13571	0.0921484	16.5893	0.0744847	0.0347407	0.0423943	0.00913265	0.0177189	0.762529	0.0188115	0.0456043	0.00640273	0.0150637	0.0329752	0.0201645	0.0156625	0.0356329	0.00439508
3580	-9638.68	-9650.32	11.6354	1.18255	0.100331	7.57297	0.0691276	0.0449603	0.031881	0.00743367	0.00799749	0.78802	0.0259962	0.0532227	0.0104768	0.0153325	0.0443782	0.0143115	0.00665694	0.0468508	0.0159035
3590	-9635.94	-9646.86	10.918	1.24202	0.100807	10.0269	0.0704633	0.0405465	0.0453241	0.0106986	0.0114381	0.839111	0.0233396	0.0506623	0.0135425	0.0197708	0.0414559	0.012606	0.00702159	0.0455559	0.0104837
3600	-9639.74	-9651.36	11.622	1.20529	0.101423	3.29015	0.068881	0.0321796	0.0439104	0.006981	0.0114381	0.826482	0.0246211	0.0419576	0.0110467	0.0191213	0.01213	0.0516867	0.00684651	0.0400727	0.00793949
3610	-9634.61	-9646.92	12.3146	1.13107	0.103827	4.28168	0.0617925	0.0347039	0.0439104	0.011121	0.00997079	0.761034	0.0291521	0.0480153	0.00854232	0.0169835	0.0165928	0.0357682	0.00670541	0.0381886	0.00858433
3620	-9643	-9655.47	12.4702	1.09823	0.10364	7.7375	0.0601588	0.0365395	0.0493043	0.00670271	0.00997079	0.701443	0.0228253	0.0637217	0.0140146	0.0218187	0.0310557	0.0296887	0.0113113	0.0304807	0.00919708
3630	-9634.52	-9646.04	11.5257	1.21487	0.104443	3.29958	0.0668221	0.0320403	0.0410219	0.011658	0.011838	0.846126	0.0236246	0.0457453	0.010694	0.0250785	0.015673	0.0296887	0.00745371	0.0376909	0.00971475
3640	-9634.45	-9646.11	11.6568	1.20179	0.0987936	3.29958	0.0567929	0.0301024	0.0402904	0.00862481	0.0117298	0.833995	0.0274878	0.0457453	0.0107253	0.0128816	0.0403988	0.0159208	0.0157688	0.0432471	0.00807594
3650	-9635.85	-9647.69	11.8376	1.17576	0.102784	4.88413	0.0540674	0.0385386	0.0402904	0.0125988	0.0117529	0.819175	0.0181332	0.0472752	0.0100925	0.0196407	0.0261772	0.0262424	0.00635838	0.0348482	0.0105712
3660	-9637.31	-9648.54	11.2293	1.24587	0.0925658	3.04046	0.0653071	0.0244254	0.0394263	0.00618174	0.00716925	0.880427	0.0245702	0.0455116	0.0130496	0.0251755	0.0453431	0.00782802	0.0110961	0.0400017	0.0103529
3670	-9654.87	-9666.11	11.2386	1.22657	0.128119	6.67593	0.0625138	0.0536247	0.0358222	0.0111558	0.00762225	0.844153	0.0298751	0.0535171	0.00862595	0.0119733	0.0253723	0.0177671	0.0103905	0.0438069	0.0103529
3680	-9640.99	-9651.43	10.4368	1.32092	0.101342	3.86953	0.0657356	0.0454002	0.0329917	0.0107724	0.0130705	0.94004	0.0281995	0.0447859	0.0103949	0.0119089	0.0509689	0.00748911	0.00862461	0.0408165	0.00972008
3690	-9641.59	-9652.44	10.8523	1.25946	0.0895657	7.86361	0.0579718	0.0346186	0.047135	0.0152787	0.0088375	0.887189	0.0233025	0.0412475	0.00828248	0.0150103	0.0402312	0.0164771	0.0122437	0.0419147	0.00972008
3700	-9642.41	-9653.63	11.2166	1.24257	0.115968	3.9304	0.0523153	0.0289674	0.0442654	0.0106024	0.0186335	0.865844	0.0248668	0.0486158	0.0128209	0.0263726	0.0405964	0.00843734	0.012819	0.0426214	0.00479126
3710	-9634.19	-9645.03	10.8443	1.27553	0.0881977	4.81096	0.0659937	0.0438313	0.0370755	0.0127102	0.0159171	0.892783	0.0230841	0.0516385	0.00957954	0.0164469	0.0337725	0.0200363	0.00739884	0.0389227	0.00634019
