Iteration	Posterior	Likelihood	Prior	tree_length	shape[0]	shape[1]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]
11740	-9633.72	-9646.02	12.2963	1.13319	0.112111	4.21424	0.0588088	0.0395119	0.0380957	0.0121684	0.00924796	0.769467	0.0273787	0.0495243	0.00989688	0.0172254	0.0282284	0.0189401	0.00918403	0.0390446	0.00646979
11750	-9643.05	-9654.04	10.9919	1.17876	0.0962966	21.2058	0.065676	0.0392055	0.030886	0.0105334	0.013806	0.80156	0.0182934	0.0607894	0.00646059	0.0169952	0.0278333	0.0231942	0.0117692	0.0407659	0.0109906
11760	-9645.21	-9657.16	11.9533	1.14359	0.109327	8.99878	0.0751999	0.0300139	0.0505514	0.00788388	0.0117133	0.747022	0.0265593	0.0500956	0.0115174	0.022803	0.0255921	0.027151	0.00837976	0.0436449	0.0054622
11770	-9636.28	-9647.73	11.4516	1.21499	0.110673	4.74927	0.0682019	0.0332585	0.0429498	0.0137133	0.00999327	0.830778	0.0192794	0.0499529	0.0142109	0.0203221	0.0284031	0.027151	0.0172454	0.033922	0.00561289
11780	-9639.38	-9651.22	11.8409	1.17936	0.133946	4.06746	0.0596648	0.0362095	0.047619	0.0113408	0.0139085	0.800576	0.0205401	0.0523739	0.00724935	0.0235167	0.0357722	0.013899	0.0052533	0.0430495	0.00839104
11790	-9642.27	-9653.93	11.6552	1.16145	0.118611	11.3787	0.0799105	0.0385704	0.0425463	0.00914354	0.014162	0.784012	0.0257189	0.0518819	0.00990257	0.0136309	0.0442977	0.00496837	0.00412091	0.0345293	0.00405262
11800	-9643.92	-9654.29	10.368	1.17637	0.108545	34.1479	0.0625181	0.0385704	0.0375196	0.00694904	0.0106012	0.82685	0.0159735	0.0463166	0.00627245	0.0220996	0.0313715	0.014627	0.015187	0.0345293	0.00698574
11810	-9637.23	-9649.2	11.9773	1.15378	0.0849455	6.50574	0.0586759	0.0356323	0.04287	0.00731816	0.0105542	0.793869	0.0164065	0.0460867	0.0157309	0.0211202	0.0347396	0.0131988	0.0106427	0.0396504	0.00728083
11820	-9639.06	-9650.29	11.2279	1.15169	0.104141	21.891	0.0705597	0.0390635	0.0446396	0.0101649	0.00842598	0.760275	0.0230326	0.0570678	0.0113362	0.018159	0.0438158	0.00311941	0.0113811	0.0455347	0.00511491
11830	-9638.25	-9650.44	12.1944	1.1374	0.103985	5.42088	0.0596685	0.0402103	0.0356163	0.0134443	0.00892238	0.7435	0.0247168	0.0606102	0.00951261	0.016674	0.0458836	0.0186443	0.00983777	0.0398468	0.0103077
11840	-9636.01	-9648.06	12.0474	1.14225	0.103722	7.38962	0.0653389	0.0309455	0.039666	0.0047638	0.0148027	0.765096	0.0246476	0.0506747	0.0118499	0.0225675	0.0462794	0.0091044	0.00813344	0.0431323	0.00524365
11850	-9643.03	-9654.34	11.314	1.21616	0.113752	7.2653	0.0735694	0.0423953	0.0317727	0.00833595	0.0175894	0.833877	0.0201585	0.0431676	0.0122427	0.0189439	0.0541967	0.00805949	0.00830666	0.0379153	0.00562906
11860	-9641.69	-9652.86	11.1723	1.23357	0.121677	6.60915	0.0687896	0.0340188	0.0362594	0.00722035	0.0107096	0.854769	0.026895	0.0541237	0.0107548	0.0244082	0.0430722	0.00783329	0.0132083	0.0310067	0.0105052
11870	-9637.91	-9649.44	11.5288	1.1352	0.0946283	19.1823	0.0624561	0.0349605	0.0371693	0.00762344	0.00910803	0.767879	0.026235	0.0510446	0.00700154	0.0198999	0.0465961	0.0130109	0.00699821	0.0331801	0.0120339
11880	-9637.14	-9649.54	12.399	1.10139	0.11041	8.52198	0.0572307	0.0424033	0.033379	0.0115162	0.00997537	0.738293	0.0205151	0.0379103	0.0105855	0.0152423	0.034573	0.0183334	0.0124614	0.0466617	0.0123092
11890	-9642.86	-9653.96	11.1005	1.26004	0.109423	2.76367	0.0629746	0.0365793	0.0461667	0.00926826	0.0113316	0.885944	0.0258817	0.0442158	0.0105963	0.0154875	0.0388967	0.0198087	0.00999432	0.0358785	0.00701715
11900	-9645.43	-9656.86	11.4273	1.20881	0.105249	6.47845	0.0659422	0.03829	0.043575	0.00962915	0.0108285	0.814707	0.0204244	0.060255	0.0141335	0.0223906	0.0320965	0.0217794	0.00999432	0.0355478	0.0092174
11910	-9638.43	-9649.31	10.8706	1.26673	0.0970526	6.03622	0.0712149	0.0313216	0.0430207	0.0113029	0.0137499	0.86583	0.0223679	0.0554172	0.0115124	0.0280991	0.0313823	0.0261583	0.0119674	0.0368298	0.00655618
11920	-9643.07	-9653.86	10.7886	1.28609	0.0953466	3.80577	0.0641109	0.0306404	0.0441945	0.0113275	0.00728306	0.91191	0.0228456	0.0518765	0.0112469	0.0229289	0.0229109	0.0261583	0.0170861	0.0350431	0.00652416
11930	-9640.96	-9652.88	11.9218	1.15999	0.0787316	6.37701	0.0593672	0.0219	0.0319707	0.00904645	0.00930002	0.816357	0.0216561	0.0431229	0.00915295	0.0165245	0.0286006	0.025727	0.0147571	0.0391421	0.0133698
11940	-9637.97	-9649.6	11.6325	1.15502	0.104005	13.1342	0.0651626	0.0304166	0.0432023	0.00706838	0.0133975	0.783564	0.0240519	0.0423529	0.0119425	0.018149	0.0364344	0.0154843	0.00671036	0.0396144	0.0174673
11950	-9643.04	-9654.43	11.3905	1.21838	0.104319	5.3021	0.0687784	0.0370776	0.0429331	0.0147094	0.0129764	0.829089	0.0217613	0.0506447	0.0162345	0.0193942	0.0289839	0.0096803	0.00734924	0.036628	0.0221354
11960	-9638.96	-9649.48	10.5215	1.2872	0.0763744	8.94514	0.0701488	0.0328135	0.0437585	0.00619855	0.0082726	0.928882	0.0195262	0.0415824	0.012314	0.019124	0.0258606	0.0101344	0.0110861	0.0356857	0.0218108
11970	-9636.82	-9649.13	12.3133	1.11198	0.105436	8.12414	0.0614464	0.0376422	0.0377327	0.00924224	0.00569881	0.767453	0.0207105	0.0386013	0.00862404	0.016778	0.0293477	0.00786947	0.00906736	0.0456245	0.0161401
11980	-9642.25	-9654.93	12.6781	1.06162	0.108021	10.8965	0.0644635	0.0333132	0.0459461	0.0054982	0.0113485	0.690286	0.0205819	0.0574038	0.00931786	0.0190248	0.0224463	0.0118575	0.0108762	0.0337971	0.025461
11990	-9640.96	-9652.89	11.9286	1.16754	0.0922234	4.72029	0.0632749	0.0347719	0.0348568	0.00650373	0.00987228	0.817583	0.0249483	0.046247	0.00783342	0.0123867	0.0395645	0.00449505	0.0112691	0.0433336	0.0105955
12000	-9644.72	-9655.93	11.2074	1.24108	0.108684	4.41828	0.0769878	0.0534741	0.037527	0.00781179	0.00897459	0.837624	0.0292525	0.0468929	0.0104586	0.0219413	0.023731	0.0060976	0.00683623	0.0409934	0.0324787
12010	-9642.51	-9653.16	10.6485	1.28872	0.106057	6.07018	0.0565751	0.0453756	0.0391096	0.00781179	0.00687526	0.913287	0.0255844	0.0471913	0.0104586	0.0183158	0.0402152	0.00622544	0.00794208	0.0443364	0.0194218
12020	-9637.9	-9649.48	11.5806	1.16451	0.0982907	12.278	0.0652676	0.0396889	0.047386	0.0102905	0.010501	0.783665	0.025534	0.0473542	0.0115531	0.0144313	0.0492235	0.00932265	0.00869991	0.0354661	0.00612844
12030	-9640.69	-9652.42	11.7275	1.11001	0.11964	20.2196	0.0626828	0.0552396	0.035447	0.00827566	0.00677976	0.729514	0.0246646	0.0465014	0.00987962	0.0226179	0.0375243	0.00673058	0.0100066	0.0333513	0.0207927
12040	-9642.92	-9654.33	11.4082	1.09849	0.110193	28.9201	0.056587	0.0375795	0.0375169	0.00983184	0.0105126	0.726464	0.015922	0.0566838	0.0121481	0.0196189	0.0315273	0.0100045	0.0148875	0.0430266	0.0161763
12050	-9640.23	-9651.71	11.4807	1.1855	0.0815789	10.0947	0.062521	0.0369901	0.0430952	0.00597926	0.0105717	0.809142	0.0294316	0.0536134	0.0105491	0.0192298	0.0384761	0.00567032	0.00873739	0.0413006	0.0101927
12060	-9640.01	-9651.58	11.5705	1.20296	0.0805867	4.80797	0.0593016	0.0354912	0.0338121	0.00894955	0.00830362	0.850553	0.0273024	0.0443312	0.00598484	0.0174705	0.0420078	0.0164733	0.00873739	0.0362001	0.00804224
12070	-9643.22	-9654.4	11.1861	1.20125	0.0808403	12.8387	0.062067	0.0325395	0.0445828	0.0100144	0.0127624	0.816089	0.0252858	0.0489076	0.0122666	0.0168633	0.0434956	0.0036227	0.00751058	0.043885	0.0213531
12080	-9636.92	-9647.82	10.8942	1.25974	0.122328	6.93704	0.0724165	0.0408611	0.0381648	0.00857309	0.0125728	0.876936	0.0256992	0.0492716	0.00823906	0.0141233	0.0328565	0.00595389	0.0115243	0.0411918	0.0213531
12090	-9640.13	-9651.61	11.4735	1.20781	0.107055	5.75218	0.0661033	0.0442349	0.0333605	0.00853234	0.00726224	0.826892	0.0235149	0.0463861	0.0136149	0.0190656	0.0362593	0.00519402	0.010604	0.0452483	0.0215416
12100	-9637	-9649.23	12.2309	1.12889	0.0856469	6.41001	0.0645962	0.0346246	0.0320573	0.00559368	0.0101069	0.776861	0.0222891	0.0553049	0.0126717	0.0151021	0.02739	0.0084066	0.00750437	0.0403671	0.0160108
12110	-9640.4	-9651.54	11.1437	1.15083	0.089188	23.7613	0.0568879	0.0394183	0.0356274	0.00903572	0.0104403	0.787552	0.0221068	0.0443783	0.00952119	0.0188584	0.02739	0.0057157	0.01349	0.0434381	0.0269705
12120	-9636.97	-9648.04	11.0733	1.23283	0.109671	8.74932	0.0617058	0.0283485	0.0399158	0.0106192	0.0116836	0.846082	0.0263996	0.0554424	0.0128036	0.0176866	0.0426028	0.0112995	0.0105104	0.0460733	0.0116605
12130	-9641.33	-9653.8	12.471	1.11539	0.0874097	4.30633	0.0554844	0.042829	0.0433164	0.0102242	0.0078792	0.761239	0.0219033	0.0382347	0.00938908	0.0129744	0.0138162	0.00703948	0.00868675	0.042418	0.0399546
12140	-9634.92	-9646.34	11.4158	1.22363	0.0901457	3.75991	0.0621471	0.0336747	0.0451271	0.0090656	0.0119667	0.844885	0.0205929	0.0430985	0.0134985	0.0248283	0.0173454	0.00670901	0.0100682	0.048266	0.0323537
12150	-9633.67	-9645.39	11.7241	1.18694	0.119896	4.90182	0.0617857	0.0358359	0.0422089	0.00822469	0.0100682	0.796579	0.0257822	0.0551627	0.0126328	0.0150542	0.0390203	0.0125711	0.00967465	0.0421241	0.0202127
12160	-9638.07	-9649.78	11.7072	1.18223	0.100217	6.20009	0.0638605	0.0333131	0.0374273	0.00796013	0.0108756	0.778208	0.0257822	0.0556944	0.0110648	0.024952	0.0251373	0.0122147	0.0120743	0.0489614	0.0347074
12170	-9640.49	-9651.91	11.417	1.21907	0.111764	4.62628	0.0593409	0.0264934	0.0415982	0.00568585	0.0136652	0.873673	0.0197915	0.0521551	0.0103699	0.0149272	0.0247511	0.00501374	0.0118329	0.0364214	0.0233459
12180	-9639.71	-9651.97	12.2636	1.14229	0.0975162	3.06254	0.0663648	0.0327473	0.040181	0.00844875	0.0109604	0.778947	0.0228049	0.0458144	0.010433	0.0229725	0.0383535	0.0047243	0.00916179	0.0324416	0.0179396
12190	-9639.49	-9650.4	10.9154	1.26584	0.105295	5.31069	0.0711084	0.039058	0.0420728	0.0108139	0.00703078	0.875141	0.024619	0.0508888	0.0144802	0.0169508	0.0330502	0.0117591	0.00669162	0.0414651	0.020711
12200	-9644.41	-9656.13	11.7175	1.17449	0.118554	7.52489	0.0791268	0.0254693	0.0438428	0.0114701	0.0129714	0.790971	0.0269606	0.0444192	0.0141532	0.0171532	0.0248172	0.0052206	0.00687727	0.041044	0.0299892
12210	-9633.54	-9645.7	12.1582	1.14115	0.116863	5.38107	0.0648179	0.0325269	0.033224	0.00622335	0.00708132	0.766677	0.0287452	0.0516425	0.00882291	0.0203528	0.0268278	0.0100908	0.0116719	0.0461162	0.0263306
12220	-9640.24	-9651.9	11.652	1.15357	0.0971788	13.0407	0.0660362	0.0271346	0.0301636	0.00720795	0.0118804	0.78165	0.0255673	0.0479376	0.0168869	0.020156	0.0358808	0.0086384	0.0152957	0.0379705	0.0211597
12230	-9638.23	-9649.81	11.5754	1.12215	0.103323	20.8496	0.0559062	0.0338571	0.0406289	0.00793385	0.0135949	0.750965	0.0218263	0.0589081	0.0116314	0.0159054	0.0280635	0.00904076	0.0102206	0.0394748	0.0241918
12240	-9640.01	-9651.38	11.3683	1.224	0.118157	4.60688	0.0616872	0.0402484	0.0456157	0.00416776	0.0124405	0.82979	0.0249571	0.0495771	0.0130241	0.025021	0.0280635	0.00616318	0.00907823	0.0468164	0.0273537
12250	-9641.42	-9653.27	11.8574	1.17022	0.0971539	5.60228	0.0589668	0.0274137	0.0444357	0.0137078	0.0118863	0.808639	0.016944	0.0492655	0.00867448	0.0145998	0.0288568	0.00616318	0.00892964	0.045616	0.0261165
12260	-9635.74	-9646.77	11.0324	1.25766	0.10879	4.6026	0.0715331	0.0416896	0.0324417	0.00826735	0.0109142	0.88339	0.0263832	0.0439562	0.00807824	0.0153957	0.0379371	0.0099706	0.00724445	0.0410626	0.0193995
12270	-9640.63	-9652.36	11.7294	1.16505	0.0899311	9.20193	0.0613325	0.0300754	0.0420956	0.00759861	0.00937004	0.802504	0.0337024	0.0483435	0.0121711	0.0172556	0.0212518	0.00976932	0.0143862	0.0357964	0.0193995
12280	-9634.68	-9646.12	11.4419	1.18913	0.0950739	10.1323	0.0696117	0.0394005	0.0354449	0.00574083	0.00892277	0.805489	0.0272936	0.0530667	0.0123842	0.0195039	0.0340272	0.00532391	0.0075836	0.0459403	0.0193995
12290	-9639.58	-9651.42	11.8436	1.16838	0.116098	6.22543	0.0760298	0.0482076	0.0479334	0.00570708	0.0122424	0.747584	0.0272955	0.0509943	0.0138069	0.0181422	0.0225168	0.0102412	0.011869	0.0424265	0.0333873
12300	-9636.77	-9649.43	12.6567	1.08427	0.110652	6.79397	0.0685407	0.0403628	0.0441807	0.00842568	0.00936008	0.704459	0.0207361	0.0521418	0.00987423	0.0184314	0.0309913	0.0106051	0.0130821	0.0315024	0.021572
12310	-9634.03	-9645.94	11.9122	1.11302	0.102304	15.9424	0.0693279	0.0339853	0.0360102	0.00833036	0.0107686	0.747187	0.025456	0.0402736	0.0145341	0.0160982	0.0265374	0.00448791	0.00877989	0.0446001	0.0266406
12320	-9642.43	-9653.34	10.9124	1.26178	0.116489	6.17115	0.0714385	0.0473627	0.0364718	0.00828453	0.0106284	0.868793	0.0325903	0.0465112	0.0109693	0.0160982	0.026897	0.00641948	0.00991528	0.0346808	0.0347184
12330	-9641.24	-9653.28	12.0396	1.16083	0.0968232	3.83732	0.0643414	0.0446934	0.0464972	0.0119657	0.0105513	0.797391	0.0176679	0.0436629	0.00809957	0.0238543	0.0266438	0.0102352	0.00520125	0.0299773	0.020046
12340	-9650.08	-9661.09	11.0096	1.23862	0.101958	8.87325	0.0769478	0.0252677	0.0441424	0.0122825	0.00745041	0.856296	0.0225065	0.0584161	0.0113866	0.0245553	0.0244483	0.00987465	0.00801718	0.0389388	0.0180919
12350	-9637.53	-9648.92	11.3897	1.2124	0.0907718	6.52761	0.069996	0.0440672	0.0362078	0.00856834	0.0121488	0.837205	0.01991	0.0455842	0.0114939	0.0227956	0.0251514	0.00623529	0.0105856	0.0384621	0.0239866
12360	-9648.5	-9659.23	10.7299	1.17073	0.104336	28.0416	0.0640434	0.0482581	0.0433135	0.00477331	0.0119353	0.785683	0.0183257	0.0496108	0.0141059	0.0280642	0.0361295	0.00704006	0.0139927	0.0381012	0.00735652
12370	-9638.21	-9650.17	11.9657	1.16065	0.101115	5.34649	0.060761	0.0335674	0.0332761	0.00632087	0.00968309	0.806736	0.0216401	0.0463075	0.0107458	0.0191259	0.0474909	0.00679513	0.0116457	0.0411495	0.00540123
12380	-9645.05	-9656.47	11.4194	1.22954	0.0980897	2.49732	0.0661561	0.0252042	0.0360206	0.00631205	0.0149734	0.874535	0.0261468	0.0548044	0.00837759	0.0211964	0.0474909	0.00234448	0.0110441	0.0322528	0.00267718
12390	-9643.23	-9654.73	11.5057	1.20302	0.121409	6.05107	0.070513	0.043434	0.0406071	0.00955904	0.0156116	0.81046	0.029953	0.0557908	0.0117887	0.0140763	0.0407007	0.0071737	0.0109222	0.0408097	0.00162254
12400	-9644.8	-9655.26	10.4579	1.32447	0.106082	2.73402	0.0637465	0.0353478	0.044026	0.00958378	0.011653	0.951438	0.0214845	0.0449906	0.0120879	0.0149386	0.0453058	0.0113825	0.00918381	0.0405836	0.0087143
12410	-9644	-9655.13	11.1389	1.25387	0.107859	3.23077	0.0778618	0.0442821	0.0426465	0.0113656	0.0076273	0.85964	0.0209108	0.0469352	0.00932779	0.0186552	0.0453058	0.0075247	0.00918381	0.046581	0.00602069
12420	-9648.74	-9659.85	11.1062	1.26015	0.0742313	2.66262	0.0678068	0.0264763	0.0371626	0.0100152	0.00728041	0.896368	0.0202962	0.0551845	0.0105035	0.0225039	0.0293592	0.0075247	0.0135912	0.0360355	0.0200458
12430	-9640.72	-9651.3	10.5868	1.30024	0.0977031	5.00879	0.0759788	0.0361393	0.0367741	0.00668097	0.0152073	0.918619	0.0248498	0.0462375	0.0098014	0.0170127	0.0373763	0.00769142	0.00852965	0.0363094	0.0230344
12440	-9640.29	-9650.75	10.4646	1.30928	0.10109	5.64234	0.0629349	0.039713	0.042446	0.0137111	0.0092846	0.928831	0.029676	0.0470211	0.00851765	0.0173975	0.0365836	0.0065545	0.0118155	0.0383773	0.0164148
12450	-9635.03	-9647.01	11.9798	1.16114	0.0923718	4.97537	0.059448	0.0430078	0.042446	0.0126857	0.00786239	0.802706	0.0219634	0.0394505	0.0103055	0.017158	0.0289581	0.00972938	0.0102115	0.0368422	0.0183644
12460	-9632.94	-9644.14	11.2029	1.23656	0.0903896	5.4293	0.0683605	0.031338	0.0411151	0.0134812	0.0107881	0.855598	0.0209831	0.0569552	0.00965867	0.0134828	0.0390793	0.00759365	0.0109932	0.0410686	0.0160683
12470	-9641.81	-9652.78	10.9709	1.24832	0.0988601	7.7117	0.0704081	0.0349197	0.0394653	0.00789454	0.0161481	0.869615	0.0214749	0.0457121	0.00515136	0.0273681	0.0431517	0.00740559	0.00957486	0.0376577	0.0123708
12480	-9639.01	-9650.77	11.763	1.17701	0.0944156	6.13564	0.0661364	0.0324688	0.0375212	0.0104557	0.0107428	0.815578	0.018319	0.0574758	0.00814584	0.0205255	0.0444285	0.00814134	0.00912275	0.0360878	0.00185603
12490	-9643.23	-9654.88	11.6479	1.1824	0.107798	7.34458	0.0608418	0.0372109	0.0431779	0.00907261	0.0066458	0.809064	0.0191286	0.0528703	0.00808938	0.0108224	0.0543067	0.0107556	0.0073076	0.0438734	0.00923753
12500	-9635.83	-9647.56	11.73	1.19282	0.11579	3.61126	0.0748992	0.042442	0.0368753	0.00707437	0.0102884	0.802989	0.027763	0.0439489	0.0115908	0.0143494	0.0346117	0.0107793	0.0111879	0.0406662	0.0233524
12510	-9647.5	-9659.34	11.8316	1.12466	0.0936202	15.2334	0.0636743	0.0380617	0.0347913	0.00898033	0.0100952	0.763692	0.0219871	0.0391958	0.00874887	0.0127421	0.0347397	0.00867817	0.00838815	0.0481971	0.022685
12520	-9644.91	-9657.35	12.4333	1.07316	0.115071	13.4785	0.0651994	0.0381495	0.05303	0.0103128	0.0123895	0.692143	0.0151644	0.0453094	0.0078984	0.0185324	0.0356092	0.00990588	0.00915922	0.0386392	0.0217135
12530	-9638.58	-9650.26	11.6843	1.20075	0.0823743	2.97269	0.0791014	0.0324469	0.0331969	0.0148534	0.0101666	0.822302	0.0232485	0.0486749	0.00804568	0.0199318	0.0295955	0.00885623	0.00941914	0.035828	0.0250815
12540	-9635.96	-9647.8	11.842	1.1773	0.0945417	4.49623	0.0717928	0.0323901	0.0337808	0.00889455	0.00917868	0.812689	0.021434	0.0574921	0.0107277	0.0165649	0.0400446	0.00870377	0.0103031	0.0318329	0.0114733
12550	-9639.04	-9650.52	11.4774	1.18456	0.113348	10.3185	0.0653608	0.0417665	0.042896	0.0101162	0.016076	0.802676	0.0243347	0.0464119	0.0111247	0.0149111	0.0265913	0.0116801	0.0049157	0.0417993	0.0238949
12560	-9638.59	-9650.7	12.1135	1.11605	0.109016	11.3022	0.0642344	0.0369445	0.0347295	0.00669907	0.00979744	0.744771	0.0238304	0.0433783	0.00810091	0.0214241	0.0496038	0.0155607	0.0116209	0.0375921	0.00775909
12570	-9635.15	-9647.01	11.8569	1.16098	0.109404	7.44828	0.047644	0.0357831	0.0399803	0.00992346	0.0082267	0.804488	0.0253333	0.0473759	0.0101211	0.0169922	0.0418125	0.0116692	0.0131905	0.038956	0.00948124
12580	-9646.55	-9657.49	10.9464	1.26414	0.0787555	5.05696	0.0661472	0.0297379	0.0357783	0.0108568	0.00861901	0.918522	0.0187161	0.0495397	0.00835823	0.0138602	0.0514487	0.00656434	0.00819553	0.0262728	0.0115245
12590	-9636.26	-9648.59	12.3331	1.13145	0.0940015	3.84649	0.0649876	0.0347293	0.0357783	0.0079608	0.0114869	0.788325	0.0261051	0.0400173	0.00992607	0.0149448	0.0412941	0.00551957	0.00819553	0.0362052	0.00597226
12600	-9635.04	-9646.76	11.72	1.18837	0.121318	4.69642	0.0669768	0.0390466	0.0389103	0.0109633	0.0131514	0.810782	0.0205887	0.0457743	0.0100665	0.0173386	0.0278516	0.010653	0.0134675	0.0469213	0.0158763
12610	-9635.91	-9647.07	11.158	1.23934	0.105182	5.75783	0.0678392	0.0399311	0.048668	0.00981923	0.010652	0.861384	0.0225247	0.0411087	0.00831435	0.012941	0.0468727	0.00459104	0.0114474	0.0413445	0.0119012
12620	-9642.2	-9653.61	11.411	1.1686	0.0977824	14.8536	0.0608097	0.0432848	0.0491263	0.0162393	0.0122276	0.774893	0.0203718	0.0537018	0.00806848	0.0174804	0.0309085	0.0126867	0.0115328	0.0404409	0.016829
12630	-9643.46	-9656.22	12.7584	1.06909	0.140003	7.76716	0.0776392	0.0288667	0.0415051	0.00997533	0.00983276	0.669894	0.0307729	0.0481726	0.0163082	0.0174502	0.0273666	0.00904561	0.0106472	0.0444073	0.0272008
12640	-9639.32	-9649.38	10.0693	1.16813	0.115147	41.7627	0.0607337	0.0312239	0.0480519	0.00971543	0.0103277	0.807929	0.0226677	0.0437883	0.0109947	0.0146258	0.0359761	0.00515367	0.013732	0.0396639	0.0135512
12650	-9642.42	-9654.34	11.9234	1.1424	0.116531	9.82676	0.0542515	0.0380006	0.0439626	0.00517659	0.0137291	0.755839	0.0284461	0.0453228	0.0128781	0.0212871	0.0483518	0.00614752	0.0178779	0.0497309	0.00140224
12660	-9637.73	-9650.41	12.6771	1.0867	0.0921113	5.91552	0.0731361	0.0366977	0.0369823	0.0128089	0.011407	0.702797	0.0214041	0.0490417	0.00703068	0.0221706	0.0370995	0.0130483	0.0063592	0.0412813	0.0154403
12670	-9642.94	-9654.84	11.8967	1.16915	0.0975425	5.03071	0.0667959	0.0311327	0.0366829	0.0103642	0.0181113	0.814726	0.0245642	0.0481862	0.0100787	0.0159804	0.0364953	0.00169391	0.0157388	0.0279515	0.010644
12680	-9638.35	-9650.15	11.8021	1.18221	0.110548	4.2955	0.0717895	0.0354806	0.0419586	0.00852918	0.00783406	0.81888	0.0247519	0.0490855	0.00683587	0.0194572	0.0325769	0.00714376	0.00574081	0.0317835	0.0203653
12690	-9636.11	-9648.04	11.9312	1.15415	0.100798	7.33576	0.0687768	0.0395943	0.0404727	0.0131685	0.0159161	0.765244	0.0198935	0.0453381	0.00989536	0.0196221	0.0300963	0.0078438	0.0127452	0.0426673	0.0228755
12700	-9637	-9649.24	12.2422	1.0655	0.120861	18.8279	0.0622173	0.0291665	0.036114	0.00884068	0.00760556	0.722308	0.020604	0.0480822	0.0126218	0.0135185	0.0183503	0.00882336	0.00806142	0.0399198	0.0292635
12710	-9643.05	-9654.55	11.4978	1.18577	0.0860048	9.69513	0.0651585	0.0408378	0.044766	0.0139412	0.00976084	0.803582	0.0199838	0.0418706	0.014816	0.0137627	0.0395194	0.00863863	0.0115882	0.0384897	0.0190515
12720	-9634.95	-9646.77	11.8195	1.16874	0.0886544	6.66385	0.0547306	0.0334539	0.0364793	0.0075535	0.00986601	0.810564	0.0200483	0.0521614	0.0133154	0.0171355	0.0294191	0.00713389	0.0127696	0.0386437	0.0254702
12730	-9635.49	-9646.88	11.3958	1.22398	0.121568	4.05657	0.0641453	0.0407933	0.0385259	0.0101945	0.012738	0.848668	0.0226506	0.0456761	0.0143004	0.0157316	0.0294191	0.00991085	0.0135138	0.0359911	0.0217217
12740	-9640.32	-9651.66	11.3416	1.21694	0.108137	6.56284	0.0611162	0.0396176	0.0399845	0.0070493	0.00677088	0.852528	0.0168996	0.0524702	0.0100511	0.0216012	0.0260523	0.00475383	0.00873244	0.043752	0.0255621
12750	-9641.55	-9653.68	12.1272	1.12825	0.102357	8.59457	0.0633362	0.0396176	0.0341038	0.00603887	0.0134252	0.775611	0.0243367	0.0524702	0.0106384	0.0174981	0.0225478	0.0067629	0.014623	0.0310304	0.0162123
12760	-9641.19	-9652.43	11.2346	1.21886	0.101301	8.32448	0.0612965	0.0367452	0.0424093	0.00787016	0.00927613	0.85125	0.0208173	0.0524316	0.016809	0.0165969	0.0461587	0.00669867	0.0126453	0.0363513	0.00150654
12770	-9639.46	-9650.68	11.2198	1.23214	0.0992188	5.96943	0.0719438	0.0379965	0.0340539	0.00697314	0.0137079	0.847881	0.0243755	0.0510073	0.0145776	0.0193549	0.0280311	0.0105455	0.00967818	0.0423735	0.0196365
12780	-9637.42	-9648.29	10.8746	1.27368	0.0827536	4.58037	0.0575633	0.0345193	0.0436405	0.00776431	0.0150057	0.9175	0.0175187	0.0538579	0.00712764	0.0177659	0.029417	0.00550704	0.00706136	0.0397935	0.0196365
12790	-9642.83	-9654.11	11.2755	1.22842	0.0978015	5.60039	0.0669758	0.0366494	0.0440892	0.00967436	0.0102159	0.844912	0.0175072	0.0403432	0.0101003	0.01993	0.0553355	0.00550704	0.0152483	0.0475908	0.00433575
12800	-9634.42	-9645.95	11.5357	1.21295	0.0993781	3.48711	0.0663373	0.0353377	0.0351294	0.00929197	0.0103841	0.840029	0.028934	0.0454939	0.00786892	0.0247483	0.0553355	0.00767105	0.00944225	0.0360942	0.000853759
12810	-9644.36	-9655.59	11.2245	1.23336	0.115117	5.61561	0.0692493	0.0398601	0.0394353	0.0136015	0.0140994	0.852413	0.0203878	0.0445337	0.00685828	0.0199394	0.0469791	0.00994659	0.0123086	0.0436354	0.000110087
12820	-9640.43	-9651.91	11.4784	1.21646	0.098607	3.93342	0.0588121	0.033009	0.0332178	0.0130712	0.0109225	0.856436	0.0177679	0.049363	0.0102723	0.0169087	0.0514286	0.00848048	0.0146938	0.0417971	0.000278233
12830	-9638.78	-9649.74	10.9553	1.2743	0.11754	2.80837	0.0780855	0.0319408	0.0459066	0.0083669	0.00882765	0.866232	0.0280841	0.0486887	0.0140291	0.0222804	0.0541301	0.00625903	0.0121396	0.0422017	0.00712732
12840	-9644.82	-9656.12	11.2941	1.2176	0.10002	7.3897	0.0767073	0.0474145	0.0486585	0.0083669	0.0201059	0.801288	0.0169158	0.0502626	0.0148208	0.0189058	0.0512564	0.00620203	0.0123082	0.0399371	0.00444916
12850	-9643.53	-9655.22	11.6914	1.18771	0.100988	5.42142	0.0612389	0.0339894	0.0307238	0.00585462	0.0110421	0.856547	0.0226441	0.0381955	0.00574444	0.0166263	0.0416368	0.0160885	0.00944874	0.0320712	0.00585575
