Iteration	Posterior	Likelihood	Prior	ucln_sigma	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	ucln_mean	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
13720	-2748.35	-2738.72	-9.62422	0.509278	0.70112	0.0302977	0.101371	0.0710731	46.6314	23.3565	44.4552	0.00571144	0.102666	0.0961795	0.114531	0.0621547	0.062385	0.0757097	0.0572667	0.219043	0.0899685	0.112475	0.309658	0.0860484	0.121431	0.170977	0.0616866	0.040554	0.0404555	0.132565	0.0727221	0.106989	0.0712715	0.361198	0.0719282	0.0570945	0.394357	0.0441506	0.173823	0.319567	0.326267	0.180343
13730	-2760.15	-2737.62	-22.5272	0.833152	0.808857	0.0137868	0.0721285	0.0583416	47.0226	20.0534	35.5437	0.00528969	0.178868	0.310988	0.131819	0.269223	0.0696958	0.0936364	0.136084	0.220731	0.0428817	0.166973	0.266731	0.0824541	0.362015	0.109882	0.0346147	0.121327	0.0674629	0.24604	0.377338	0.172772	0.0669522	0.318285	0.0713828	0.0566616	0.391367	0.0953512	0.188278	0.317905	0.323716	0.170101
13740	-2762.48	-2746.44	-16.0413	0.624749	0.144948	0.0469357	0.0548922	0.00795652	50.71	21.5779	47.4151	0.00547806	0.116998	0.223093	0.0546353	0.158539	0.05279	0.082433	0.0509839	0.171941	0.0647944	0.112805	0.365081	0.0950042	0.0569123	0.150742	0.367737	0.0896272	0.106362	0.0663275	0.10774	0.132086	0.0336331	0.379984	0.0579884	0.0902944	0.405451	0.0326493	0.183235	0.337946	0.313275	0.165545
13750	-2759.68	-2739	-20.6826	0.817123	0.149263	0.0429826	0.050524	0.00754135	53.5691	18.9127	34.9434	0.00560132	0.148841	0.101272	0.119048	0.0428391	0.155066	0.0751419	0.0375758	0.115439	0.059321	0.165585	0.161372	0.0598132	0.115859	0.144711	0.325313	0.109641	0.0969685	0.233183	0.452317	0.142804	0.042939	0.421549	0.0756623	0.072526	0.332589	0.0547353	0.172094	0.330137	0.318448	0.179321
13760	-2759	-2736.83	-22.168	1.02871	0.183469	0.0514723	0.0630378	0.0115655	58.3786	25.3594	35.2166	0.00544698	0.110207	0.102719	0.0189906	0.130522	0.0193022	0.0361908	0.0206069	0.0872594	0.05699	0.115892	0.0590019	0.15257	0.0198745	0.0219313	0.0239941	0.0194268	0.233961	0.33601	0.59638	0.113979	0.0498468	0.372995	0.0786037	0.0480244	0.374114	0.0764156	0.171885	0.334311	0.329445	0.164359
13770	-2751.96	-2740.18	-11.7833	0.415606	0.715935	0.022164	0.0780244	0.0558604	49.671	18.3885	35.0844	0.00571962	0.136695	0.127575	0.100218	0.114307	0.0913956	0.0729781	0.0745056	0.0968938	0.12182	0.117793	0.13757	0.0793163	0.0848387	0.0895585	0.146916	0.0938578	0.0719929	0.142069	0.597999	0.1312	0.0543774	0.360654	0.0146424	0.0994599	0.39841	0.072457	0.168282	0.347454	0.322369	0.161896
13780	-2756.32	-2739.58	-16.7395	0.740064	0.387675	0.0305359	0.0498688	0.0193329	48.2538	18.8546	34.9276	0.0052312	0.0997753	0.107653	0.0590765	0.131641	0.0171574	0.14191	0.0494712	0.27551	0.06427	0.149483	0.313559	0.0605451	0.139206	0.0304948	0.0982993	0.241816	0.0881403	0.153429	0.0320673	0.119652	0.0436059	0.319678	0.0706731	0.0881597	0.395597	0.0822864	0.190462	0.336915	0.309059	0.163563
13790	-2745.06	-2737.5	-7.55885	0.621753	0.584346	0.0231419	0.055676	0.0325341	47.1184	21.6432	46.6796	0.00535154	0.0965566	0.0867536	0.0334441	0.0638991	0.0330949	0.0700915	0.0240871	0.0793904	0.0526061	0.126802	0.345829	0.068005	0.145298	0.04289	0.0536301	0.052828	0.0885816	0.132484	0.0428612	0.0856987	0.0551887	0.37413	0.0556321	0.0618948	0.395383	0.0577713	0.168901	0.305763	0.346332	0.179004
13800	-2763.73	-2743.23	-20.4943	0.46476	0.770516	0.0158227	0.0689491	0.0531264	49.6598	19.8146	35.0451	0.00472583	0.183226	0.250653	0.109311	0.175366	0.135154	0.41844	0.135239	0.0879329	0.103518	0.112458	0.302882	0.101452	0.26342	0.0937421	0.147965	0.0837168	0.226633	0.288831	0.195788	0.179583	0.0798253	0.485993	0.0248691	0.0531707	0.306514	0.0496284	0.1569	0.341109	0.330705	0.171286
13810	-2747.76	-2736.17	-11.5877	0.5232	0.146184	0.0496002	0.0580924	0.00849218	53.8685	17.5636	35.1514	0.00556251	0.0947034	0.1269	0.0774275	0.0860408	0.119086	0.129705	0.033956	0.107538	0.125226	0.112844	0.303991	0.061354	0.162515	0.0574408	0.0719462	0.0659732	0.121203	0.120025	0.119439	0.111256	0.0647472	0.394194	0.0583102	0.110569	0.314416	0.0577633	0.181648	0.333452	0.31233	0.17257
13820	-2747.9	-2738.02	-9.87863	0.344367	0.426443	0.0386809	0.0674403	0.0287595	51.0407	18.0278	35.4777	0.00558738	0.132133	0.128426	0.0813055	0.0861602	0.242625	0.154494	0.0842775	0.158279	0.0780249	0.121892	0.266266	0.115679	0.12755	0.124211	0.0439471	0.165979	0.109824	0.122648	0.157581	0.131621	0.0568366	0.387988	0.0447701	0.0848942	0.369876	0.0556355	0.170797	0.330391	0.325034	0.173778
13830	-2748.74	-2738.2	-10.5364	0.603699	0.170151	0.0311294	0.0375121	0.0063827	52.0465	21.2724	36.8316	0.0058016	0.0882335	0.0954011	0.0685054	0.305044	0.0636148	0.0591675	0.0465887	0.0539855	0.073288	0.0969932	0.264896	0.0820026	0.053216	0.0386115	0.0962646	0.0804304	0.0742807	0.132076	0.0673603	0.0973181	0.0559631	0.377623	0.0539122	0.0931145	0.364607	0.0547805	0.174125	0.337296	0.31934	0.169239
13840	-2749.51	-2739.38	-10.1274	0.362442	0.227204	0.0678253	0.0877662	0.0199408	49.3029	19.4239	35.1359	0.00518778	0.144992	0.227155	0.145821	0.118329	0.0564491	0.117039	0.0879281	0.165906	0.0916203	0.111727	0.365951	0.124215	0.120095	0.164683	0.136502	0.121006	0.0777476	0.143833	0.15518	0.140622	0.0913921	0.349055	0.0374976	0.0963757	0.377365	0.0483154	0.169576	0.325798	0.339808	0.164818
13850	-2754.02	-2738.26	-15.7587	0.43926	0.828926	0.0235074	0.13741	0.113903	46.0547	22.7526	35.1377	0.00552419	0.180241	0.197747	0.134539	0.121934	0.152082	0.322121	0.18049	0.20621	0.0783283	0.147918	0.372118	0.211652	0.294934	0.0877602	0.184199	0.17332	0.0848191	0.213824	0.115916	0.182217	0.0747772	0.360531	0.0387305	0.0843175	0.391739	0.0499039	0.168966	0.320998	0.335069	0.174967
13860	-2763.59	-2741.3	-22.2864	0.543958	0.0684366	0.0489227	0.0525168	0.00359407	50.1876	20.0695	37.6563	0.00512497	0.204137	0.337932	0.268846	0.293825	0.225121	0.145501	0.112591	0.175445	0.0527276	0.124571	0.390712	0.188747	0.350132	0.115337	0.179974	0.150219	0.194582	0.153502	0.0596337	0.195522	0.0525509	0.424139	0.0457523	0.0786281	0.339298	0.0596323	0.170015	0.317698	0.324049	0.188238
13870	-2758.21	-2744.99	-13.2184	0.381943	0.602644	0.0295102	0.0742664	0.0447562	45.5128	15.6722	39.1148	0.00498882	0.169113	0.121532	0.136049	0.111165	0.14148	0.143257	0.139699	0.118616	0.171955	0.143385	0.428562	0.17229	0.249054	0.198951	0.252769	0.106687	0.0966266	0.15985	0.247459	0.17441	0.0779306	0.353611	0.0841653	0.0633204	0.369669	0.0513036	0.174842	0.313119	0.330298	0.18174
13880	-2753.84	-2738.12	-15.7182	0.452191	0.747997	0.0521647	0.207001	0.154836	48.0937	21.4122	41.1047	0.00515549	0.188264	0.179677	0.172886	0.172504	0.0962507	0.175006	0.15978	0.227052	0.0536454	0.139552	0.30167	0.265737	0.141671	0.172631	0.203295	0.120404	0.0696691	0.145958	0.235922	0.168517	0.064179	0.361814	0.0746558	0.0521469	0.357473	0.0897309	0.175572	0.326167	0.339006	0.159255
13890	-2758.96	-2738.34	-20.6209	0.611449	0.771179	0.0323012	0.141164	0.108862	55.8113	21.1594	40.155	0.00577895	0.129101	0.138733	0.0959734	0.224932	0.0830452	0.183582	0.0373307	0.112469	0.0484553	0.124211	0.23333	0.0550095	0.260091	0.108282	0.0208064	0.0751166	0.0955316	0.138007	0.12831	0.120179	0.0621345	0.363905	0.0722776	0.100827	0.346086	0.0547696	0.193571	0.327405	0.304626	0.174398
13900	-2744.82	-2737.9	-6.91689	0.711787	0.42327	0.0330748	0.0573488	0.024274	46.4443	17.8964	45.1069	0.00560812	0.069842	0.0380324	0.0166231	0.0576205	0.0563472	0.068815	0.0215164	0.0895039	0.0992323	0.122327	0.409194	0.0475997	0.0205149	0.0320685	0.0185604	0.108246	0.045241	0.0708241	0.028524	0.0750439	0.0422087	0.365994	0.0596835	0.0758081	0.396042	0.0602636	0.181602	0.314978	0.331418	0.172003
13910	-2751.12	-2735.06	-16.0648	0.656248	0.352944	0.0577735	0.0892868	0.0315132	51.1837	22.9296	34.2041	0.00536013	0.101539	0.0676426	0.0412075	0.298867	0.0195731	0.041199	0.0333175	0.110745	0.0705115	0.100415	0.29545	0.0723476	0.12294	0.053011	0.0406586	0.0991796	0.108473	0.365621	0.0964601	0.113201	0.0395834	0.397319	0.0559712	0.0709363	0.379675	0.0565152	0.181315	0.331621	0.32065	0.166414
13920	-2768.17	-2744.02	-24.152	0.819685	0.0278396	0.0419878	0.0431902	0.0012024	46.1634	16.7567	35.7567	0.005496	0.162345	0.108597	0.347268	0.343256	0.0311679	0.199054	0.103668	0.125562	0.0786704	0.145226	0.325212	0.293894	0.0173654	0.0168199	0.049381	0.143399	0.0569687	0.0984713	0.135246	0.145513	0.0377179	0.352599	0.0533334	0.0675932	0.434905	0.0538517	0.181952	0.332416	0.334527	0.151104
13930	-2752.6	-2736.25	-16.3477	0.798029	0.587188	0.0410365	0.0994072	0.0583708	51.7324	18.7098	38.7846	0.00510462	0.110638	0.0724441	0.0808274	0.080837	0.0469103	0.0383886	0.0169193	0.143399	0.0653173	0.174461	0.320222	0.123595	0.0572172	0.0267138	0.0233631	0.144147	0.0907628	0.173274	0.135501	0.100795	0.0918165	0.404046	0.0520078	0.0568499	0.340738	0.0545408	0.170571	0.342584	0.315864	0.170981
13940	-2760.07	-2736.27	-23.8068	1.27296	0.668496	0.0166431	0.050205	0.0335618	52.1364	22.0886	49.1582	0.00562396	0.308934	0.12937	0.00730259	0.145858	0.0693513	0.258786	0.0156682	0.0782883	0.106461	0.110998	0.332002	0.0660292	0.0255553	0.0558539	0.0615026	0.299457	0.0396021	0.0910315	0.0335078	0.107035	0.0618212	0.388188	0.0756318	0.0980552	0.327365	0.0489382	0.162088	0.33969	0.322224	0.175998
13950	-2747.42	-2740.17	-7.24566	0.56676	0.478938	0.039156	0.0751466	0.0359906	52.3807	20.1718	40.0107	0.00542085	0.0884884	0.0802449	0.027175	0.0610828	0.0626753	0.0337051	0.060075	0.0676514	0.0556403	0.111682	0.274697	0.139552	0.125377	0.0582998	0.0658933	0.0455595	0.0947122	0.131464	0.0745134	0.0872222	0.0639269	0.394407	0.0833299	0.101395	0.294375	0.0625657	0.187331	0.315706	0.334386	0.162577
13960	-2756	-2740.78	-15.2227	0.692645	0.575023	0.0381784	0.0898364	0.051658	46.2551	17.7356	41.507	0.00534778	0.170147	0.0831217	0.110264	0.0601547	0.132278	0.333116	0.0365382	0.232014	0.0913201	0.129503	0.362756	0.073032	0.143118	0.102159	0.126391	0.0905724	0.0999833	0.135088	0.159068	0.138915	0.112908	0.358508	0.0643681	0.0755511	0.341773	0.0468917	0.191285	0.308847	0.332202	0.167666
13970	-2758.43	-2740.82	-17.6161	0.94616	0.203083	0.0393933	0.0494322	0.0100388	48.6633	16.7225	38.5081	0.00508338	0.124958	0.0858132	0.0319276	0.07561	0.0737929	0.0777626	0.0292683	0.179679	0.152833	0.184046	0.401133	0.0624659	0.0793525	0.017316	0.176887	0.0859855	0.224328	0.0972787	0.0425354	0.115445	0.0706901	0.451003	0.0403001	0.0681828	0.340466	0.0293583	0.177435	0.327487	0.325859	0.169218
13980	-2757.9	-2746.44	-11.4578	0.588914	0.267926	0.0402012	0.054914	0.0147129	54.9674	24.0661	38.1834	0.00538216	0.105438	0.0551092	0.0490365	0.0746435	0.0890712	0.201097	0.112766	0.0661018	0.0461298	0.141093	0.231431	0.103919	0.0844538	0.0403364	0.0349844	0.0564878	0.0518336	0.194487	0.12514	0.0976734	0.0663308	0.441622	0.0378148	0.0639781	0.327633	0.0626212	0.158742	0.333516	0.338407	0.169336
13990	-2751.46	-2738.65	-12.8125	0.343601	0.326942	0.0270142	0.0401366	0.0131223	50.624	16.5793	45.0996	0.00526622	0.1378	0.0708947	0.034778	0.17132	0.111866	0.0833356	0.070071	0.145954	0.106355	0.099787	0.318838	0.147654	0.136002	0.119958	0.154466	0.11875	0.113628	0.121654	0.155511	0.126712	0.101554	0.424962	0.0363883	0.0615646	0.315273	0.0602588	0.159227	0.331479	0.339441	0.169853
14000	-2743.73	-2734.03	-9.70496	0.486513	0.368081	0.0253331	0.0400892	0.0147561	49.5509	18.0468	40.0687	0.00536279	0.091068	0.0754124	0.0689022	0.193188	0.101409	0.0921438	0.0340257	0.081924	0.0749169	0.105885	0.326127	0.0264543	0.132869	0.07106	0.0564511	0.0683468	0.0806499	0.135831	0.117839	0.102413	0.0781328	0.371839	0.0438901	0.0904489	0.36436	0.0513294	0.166607	0.336351	0.330804	0.166238
14010	-2754.53	-2741.81	-12.729	0.462088	0.187967	0.0822963	0.101346	0.0190497	48.1727	17.2772	39.0113	0.00535358	0.126268	0.21703	0.121011	0.145178	0.051499	0.0644501	0.116603	0.116705	0.146381	0.112551	0.305534	0.134564	0.0414237	0.0659875	0.173306	0.114732	0.0926169	0.102073	0.201852	0.129083	0.0750453	0.318758	0.0299475	0.0811789	0.442788	0.0522824	0.165176	0.328425	0.339311	0.167088
14020	-2754.15	-2744.06	-10.0937	0.422621	0.411135	0.0278973	0.0473748	0.0194774	44.7723	17.9936	40.36	0.0055313	0.148234	0.0995321	0.150119	0.103177	0.155193	0.102939	0.0855916	0.10843	0.163442	0.111077	0.356104	0.169371	0.110063	0.239557	0.187878	0.110149	0.0762834	0.129975	0.127549	0.143691	0.0406703	0.339768	0.0849653	0.11644	0.389821	0.0283341	0.191489	0.325535	0.319521	0.163455
14030	-2758.97	-2744.78	-14.1932	0.564266	0.473435	0.0438428	0.0832618	0.0394191	46.3952	19.0102	37.6241	0.00532744	0.136585	0.068848	0.113779	0.250536	0.0552079	0.116364	0.0353414	0.0927581	0.0907135	0.167461	0.336987	0.119278	0.293349	0.0867865	0.0586828	0.0785917	0.0792331	0.150424	0.142244	0.12981	0.0325476	0.326895	0.150171	0.0931848	0.374527	0.0226752	0.194288	0.310329	0.329538	0.165845
14040	-2754.83	-2737.22	-17.6115	0.609048	0.405461	0.0591789	0.0995373	0.0403585	52.3942	18.794	44.206	0.00524879	0.136134	0.133769	0.116993	0.342156	0.104176	0.255638	0.0577471	0.0818902	0.0853141	0.11003	0.34073	0.0817922	0.0736752	0.105382	0.159492	0.0358218	0.244758	0.103434	0.0709434	0.139097	0.0402225	0.395748	0.0426553	0.0764082	0.399337	0.0456289	0.187559	0.327717	0.310499	0.174225
14050	-2761.5	-2742.84	-18.6524	0.600227	0.61104	0.0195589	0.0502849	0.0307261	51.1153	20.0208	38.5496	0.00540574	0.192697	0.0835137	0.0372614	0.141464	0.0677281	0.0635991	0.16221	0.122896	0.145734	0.132741	0.351265	0.318896	0.203288	0.051401	0.0684801	0.0853337	0.12881	0.193712	0.0853444	0.13576	0.0356933	0.466804	0.0317876	0.0832553	0.297594	0.0848653	0.191647	0.317062	0.313268	0.178023
14060	-2752.55	-2734.74	-17.8037	0.459843	0.512212	0.0540748	0.110857	0.0567823	47.6292	21.7672	35.1531	0.00527755	0.162415	0.32657	0.183144	0.21294	0.0520303	0.176749	0.0798087	0.156252	0.0776776	0.157142	0.323357	0.0700125	0.273222	0.225159	0.118066	0.105399	0.0607007	0.169225	0.206103	0.165198	0.0782671	0.352862	0.0240286	0.093641	0.382338	0.0688624	0.187717	0.321526	0.317821	0.172935
14070	-2766.37	-2743.99	-22.3785	0.594108	0.244671	0.0214086	0.0283435	0.00693482	56.8955	23.3444	34.22	0.00559453	0.183855	0.143751	0.0751006	0.130458	0.172248	0.159116	0.174105	0.205891	0.0659366	0.170527	0.243272	0.252392	0.219354	0.163777	0.140361	0.0491184	0.0713219	0.309909	0.211217	0.164325	0.0738877	0.308635	0.0893081	0.100595	0.366535	0.0610384	0.19023	0.327562	0.313676	0.168532
14080	-2763.23	-2742.8	-20.4242	0.339674	0.440729	0.0246573	0.0440884	0.019431	49.5165	16.7117	37.7718	0.0049912	0.185774	0.162063	0.207409	0.0876923	0.130488	0.189964	0.0793143	0.150586	0.0705563	0.141479	0.286636	0.269196	0.196209	0.139495	0.322973	0.10688	0.0986776	0.204798	0.358723	0.177952	0.0423524	0.42477	0.0443752	0.0566892	0.348496	0.0833177	0.177227	0.341651	0.306373	0.17475
14090	-2744.66	-2737.37	-7.28469	0.498241	0.270233	0.0425488	0.0583046	0.0157558	46.9387	18.2115	42.1011	0.00531294	0.12299	0.0943358	0.069461	0.0735138	0.0732514	0.0576124	0.0536548	0.0718788	0.0786519	0.129483	0.39777	0.0685211	0.101633	0.0719237	0.0875077	0.0640988	0.101332	0.118014	0.169653	0.104572	0.0680924	0.352849	0.0620357	0.0609997	0.36637	0.089653	0.182253	0.324022	0.31402	0.179706
14100	-2755.45	-2737.58	-17.8653	0.857203	0.378843	0.0605493	0.0974782	0.0369289	49.567	20.4371	36.1859	0.00527713	0.102359	0.146586	0.0682964	0.127484	0.166706	0.0844574	0.0580613	0.202015	0.101175	0.126739	0.363397	0.0816934	0.112561	0.0740959	0.0289182	0.0765389	0.114619	0.223253	0.0544717	0.122837	0.0363154	0.499085	0.0253255	0.0723352	0.321734	0.0452052	0.166402	0.332005	0.322703	0.17889
14110	-2762.63	-2736.39	-26.2422	0.834355	0.448797	0.036994	0.0671151	0.030121	52.5262	19.0287	35.091	0.00493382	0.25011	0.160707	0.261572	0.312895	0.117221	0.0810514	0.0489832	0.254377	0.0972893	0.175739	0.340549	0.0936542	0.0547754	0.0906148	0.571866	0.12661	0.0819698	0.272436	0.247875	0.188344	0.0445964	0.358918	0.0311006	0.0686751	0.440401	0.0563086	0.186525	0.308021	0.33782	0.167634
14120	-2761.43	-2743.51	-17.9228	0.763988	0.409541	0.0366962	0.0621486	0.0254524	49.5473	18.0191	35.3853	0.0056523	0.166457	0.0796465	0.138127	0.130773	0.0389252	0.102049	0.0187948	0.268071	0.0893247	0.155785	0.246488	0.119081	0.235068	0.0669818	0.147439	0.143553	0.0274433	0.141275	0.155774	0.128033	0.0734238	0.391453	0.0309884	0.0684274	0.379602	0.0561055	0.163902	0.331947	0.328697	0.175455
14130	-2750.8	-2735.19	-15.6166	0.51471	0.245814	0.05688	0.0754191	0.0185391	48.7751	20.2934	34.6168	0.00535423	0.172125	0.22109	0.145368	0.18659	0.183514	0.120149	0.129734	0.171355	0.0584786	0.148516	0.339224	0.132185	0.215217	0.109734	0.0399876	0.193849	0.0631118	0.19584	0.183712	0.157647	0.0697053	0.371628	0.0770779	0.064962	0.363363	0.0532641	0.17904	0.328581	0.325471	0.166908
14140	-2743.68	-2734.19	-9.4939	0.623635	0.562556	0.0357124	0.0816387	0.0459264	48.7131	19.6836	34.3684	0.00552582	0.130281	0.0985207	0.050087	0.175294	0.0801641	0.0973345	0.0672	0.164421	0.0619695	0.118213	0.273355	0.155951	0.0956985	0.0539042	0.111274	0.0626503	0.0521556	0.176152	0.133581	0.112663	0.0355385	0.367236	0.0629178	0.0784563	0.405312	0.050539	0.17749	0.334393	0.322654	0.165463
14150	-2745.29	-2737.91	-7.38094	0.496739	0.242402	0.0326861	0.0431444	0.0104583	48.7309	21.6172	39.4479	0.00533571	0.105497	0.148776	0.0940039	0.0697888	0.117123	0.134186	0.0787931	0.0901044	0.112243	0.134123	0.304011	0.0701864	0.121651	0.112789	0.108896	0.0575178	0.114583	0.134824	0.0948398	0.11658	0.0689044	0.36405	0.0645574	0.0775384	0.335108	0.0898424	0.171425	0.340558	0.33455	0.153467
14160	-2759.05	-2741.39	-17.6634	0.70742	0.634231	0.0252372	0.0689976	0.0437604	46.9859	20.6486	42.0118	0.0051883	0.185624	0.0643961	0.074578	0.0781113	0.181044	0.227407	0.0319201	0.113079	0.102036	0.120142	0.26338	0.107915	0.254177	0.0813845	0.0777059	0.0587274	0.131262	0.155384	0.329858	0.13625	0.108916	0.371453	0.0209995	0.0711582	0.363632	0.0638411	0.174905	0.336891	0.322265	0.16594
14170	-2745.96	-2732.89	-13.0758	0.647974	0.500857	0.0258034	0.0516955	0.0258921	47.1526	19.3416	34.0675	0.00553451	0.119215	0.0790512	0.0927184	0.211224	0.0815032	0.099409	0.041162	0.0897222	0.0560478	0.174479	0.37036	0.269814	0.057368	0.0608427	0.0399729	0.0442997	0.0933111	0.141816	0.0299463	0.112947	0.0582565	0.364912	0.0406604	0.0815348	0.381486	0.0731507	0.187369	0.312085	0.332755	0.167791
14180	-2749.96	-2740.56	-9.3942	0.775335	0.292929	0.0569896	0.0805995	0.02361	49.9322	21.4559	37.0828	0.00529422	0.104303	0.0540294	0.0297781	0.0670782	0.108204	0.0986334	0.0354351	0.0896167	0.0775591	0.111937	0.332167	0.0428704	0.0323769	0.0665949	0.0536509	0.0738372	0.126024	0.128398	0.0258735	0.0863369	0.0787626	0.430909	0.0768754	0.0635969	0.324953	0.0249034	0.181399	0.312664	0.32394	0.181998
14190	-2763.71	-2743.53	-20.1828	0.787391	0.446683	0.0473248	0.0855292	0.0382044	49.6661	22.0565	38.5666	0.0053056	0.116459	0.304918	0.326313	0.100314	0.023794	0.0196862	0.0669087	0.147258	0.101572	0.113659	0.330809	0.019114	0.163454	0.0286578	0.0343531	0.053623	0.0704282	0.271931	0.143561	0.128909	0.0876101	0.332381	0.0855109	0.0707408	0.362219	0.061539	0.181071	0.299827	0.339165	0.179936
14200	-2752.99	-2739.56	-13.427	0.584002	0.213621	0.0313416	0.0398555	0.00851395	49.6908	19.71	43.3687	0.0051376	0.161985	0.110918	0.085816	0.0978479	0.107092	0.148263	0.0825894	0.117272	0.12537	0.142893	0.352506	0.200903	0.263389	0.0743916	0.0915466	0.171789	0.0851692	0.148179	0.115041	0.140054	0.0797283	0.36525	0.0778179	0.0551779	0.366024	0.0560027	0.185366	0.332159	0.327721	0.154755
14210	-2752.37	-2739.06	-13.3078	0.36874	0.642684	0.0388882	0.108834	0.069946	46.1704	22.1733	35.0906	0.0056234	0.159259	0.16796	0.142363	0.115691	0.212906	0.182043	0.135185	0.274007	0.0748612	0.170044	0.273813	0.153108	0.172391	0.124658	0.0690971	0.146	0.0636259	0.195788	0.261029	0.163032	0.0660976	0.376186	0.0645139	0.0478235	0.396609	0.0487702	0.195026	0.319292	0.31651	0.169172
14220	-2762.34	-2746.15	-16.19	0.415297	0.374516	0.024028	0.0384151	0.0143871	50.1684	18.6046	37.03	0.00534806	0.161173	0.154751	0.12029	0.257702	0.253375	0.0977784	0.20026	0.376962	0.0828236	0.103153	0.291616	0.188496	0.0559133	0.14123	0.090417	0.0990117	0.0951047	0.166415	0.113739	0.160502	0.0621622	0.337019	0.0773952	0.0449761	0.372995	0.105452	0.17569	0.319603	0.329764	0.174943
14230	-2751.71	-2739.66	-12.0436	0.301971	0.417448	0.028553	0.0490136	0.0204606	54.7196	19.6086	38.9727	0.00502122	0.1577	0.116881	0.133954	0.213212	0.225913	0.203945	0.21035	0.133679	0.11694	0.172457	0.304275	0.120844	0.152221	0.187581	0.233856	0.177469	0.0968136	0.16306	0.134109	0.172087	0.0529298	0.332149	0.0659003	0.0815018	0.377729	0.0897905	0.184201	0.325137	0.327511	0.163152
14240	-2757.98	-2742.26	-15.72	0.573521	0.487928	0.0348463	0.0680495	0.0332033	49.5199	22.344	49.4793	0.00513668	0.160744	0.143165	0.187383	0.102949	0.309984	0.0979569	0.0669315	0.115087	0.0701914	0.086196	0.33529	0.123551	0.201317	0.143194	0.0399368	0.0423542	0.103997	0.157584	0.132815	0.13666	0.0330778	0.329735	0.0826157	0.0741063	0.373714	0.106751	0.192186	0.32718	0.316458	0.164177
14250	-2753.54	-2739.77	-13.7703	0.999149	0.454676	0.0268306	0.0492012	0.0223706	48.7498	20.7257	44.1379	0.00540456	0.148522	0.0676792	0.0284669	0.14537	0.138303	0.12622	0.0191299	0.136605	0.0667964	0.125669	0.31939	0.0612706	0.0413575	0.0287339	0.0403184	0.0555695	0.0946155	0.101052	0.0696225	0.0925649	0.0363381	0.307674	0.077773	0.0814106	0.379532	0.117273	0.178935	0.320821	0.326543	0.1737
14260	-2761.67	-2737.53	-24.1358	0.6812	0.099648	0.020074	0.0222957	0.00222172	48.6223	18.5467	40.5133	0.00515933	0.169662	0.0725111	0.153354	0.275706	0.135074	0.433084	0.0209644	0.140792	0.102962	0.112398	0.363255	0.100933	0.0390017	0.225051	0.115572	0.207265	0.0618309	0.113843	0.142494	0.15645	0.0393562	0.333228	0.0595283	0.0781468	0.446666	0.0430751	0.192893	0.318899	0.311367	0.17684
14270	-2746.55	-2736.46	-10.0867	0.71179	0.376897	0.0463683	0.0744151	0.0280468	49.2814	17.9814	36.4899	0.00528351	0.110025	0.0784654	0.0933325	0.0922062	0.14728	0.0815295	0.0480348	0.0970218	0.113914	0.13881	0.317148	0.0598927	0.10654	0.0453395	0.0298136	0.0459211	0.086098	0.180014	0.0693621	0.101707	0.0391239	0.353435	0.0500989	0.0713921	0.418827	0.0671227	0.193336	0.321604	0.319726	0.165335
14280	-2749.52	-2739	-10.5274	0.608593	0.396818	0.0329889	0.0546914	0.0217025	49.1002	20.026	47.7458	0.00539723	0.10892	0.0532777	0.0496057	0.109853	0.0474186	0.0411804	0.0886434	0.0830681	0.107625	0.112916	0.433799	0.0517293	0.0907044	0.0482403	0.134728	0.0424315	0.168683	0.121289	0.0326166	0.100989	0.0329115	0.330712	0.11539	0.0706869	0.393835	0.0564645	0.188942	0.319049	0.326924	0.165086
14290	-2759.73	-2742.63	-17.0973	1.01133	0.575265	0.0235553	0.055459	0.0319036	46.1469	25.7507	34.5543	0.00526456	0.155766	0.0634462	0.112721	0.196438	0.0509128	0.0740864	0.0416352	0.0995263	0.0619861	0.119726	0.406862	0.0737028	0.0852562	0.11758	0.108214	0.0360407	0.0731154	0.357572	0.0298309	0.117147	0.0281045	0.399446	0.106811	0.0654316	0.293536	0.106671	0.181415	0.339525	0.305066	0.173995
14300	-2751.99	-2739.45	-12.5406	0.584744	0.214247	0.037216	0.0473634	0.0101475	47.4627	19.6147	36.1257	0.00510296	0.104711	0.0709615	0.0388628	0.0960351	0.0320109	0.0830715	0.0561351	0.130443	0.0610091	0.128029	0.276684	0.0244471	0.0641495	0.0196043	0.0852373	0.146151	0.0974658	0.151442	0.175534	0.0965151	0.0695561	0.353007	0.0620465	0.0589424	0.347547	0.108901	0.178292	0.316435	0.337347	0.167926
