Iteration	Posterior	Likelihood	Prior	ucln_sigma	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	ucln_mean	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
42350	-2758.87	-2738.99	-19.8807	0.948398	0.338173	0.0649228	0.0980962	0.0331735	52.6893	21.9434	36.125	0.00552306	0.135977	0.0502992	0.174581	0.166149	0.0648645	0.182343	0.0583144	0.172494	0.129512	0.102873	0.347423	0.02747	0.045099	0.0991579	0.0487304	0.158699	0.0500492	0.278423	0.0754946	0.123999	0.1094	0.373573	0.0479417	0.0696486	0.350297	0.0491393	0.17855	0.305052	0.341642	0.174756
42360	-2760.04	-2744.43	-15.6052	0.47347	0.785949	0.0226751	0.105933	0.0832582	49.6538	20.9629	36.2054	0.00522166	0.155209	0.173658	0.179242	0.221756	0.183844	0.276482	0.113452	0.284149	0.04311	0.113048	0.264821	0.110436	0.230486	0.115213	0.0891038	0.112804	0.0857683	0.18515	0.171485	0.164112	0.0821163	0.417825	0.0450139	0.0800015	0.328905	0.0461384	0.182809	0.312327	0.352662	0.152201
42370	-2746.05	-2736.35	-9.69803	0.403498	0.402376	0.0443514	0.0742128	0.0298614	53.5898	19.461	37.0636	0.00547745	0.148985	0.115744	0.160411	0.137174	0.128768	0.194046	0.0780746	0.168096	0.129037	0.128079	0.220201	0.135694	0.125831	0.194577	0.132823	0.125994	0.0824783	0.155974	0.331292	0.152461	0.0972291	0.323242	0.0532983	0.0947251	0.364144	0.0673611	0.181684	0.317581	0.316366	0.184369
42380	-2754.2	-2739.4	-14.7961	0.390425	0.538365	0.0454769	0.0985127	0.0530359	49.7867	17.8886	40.3227	0.00499864	0.205697	0.107783	0.216845	0.154786	0.205745	0.270957	0.142955	0.23855	0.0981186	0.13618	0.39157	0.224056	0.0994713	0.244111	0.207694	0.198082	0.105867	0.151737	0.200167	0.188593	0.090122	0.35189	0.0695855	0.0641224	0.382309	0.0419711	0.194885	0.312458	0.311262	0.181394
42390	-2760.8	-2737.49	-23.3153	0.85928	0.725081	0.026773	0.0973851	0.0706121	52.106	19.3286	34.0747	0.006032	0.219012	0.137124	0.253938	0.244009	0.215189	0.129181	0.0627968	0.186408	0.0628414	0.116359	0.177997	0.0495941	0.102808	0.124982	0.193788	0.104486	0.0325983	0.177874	0.341522	0.15075	0.0600491	0.475464	0.0556799	0.0717871	0.306794	0.0302262	0.172508	0.320138	0.334559	0.172795
42400	-2749.83	-2738.31	-11.5177	0.461017	0.672092	0.0276024	0.0841771	0.0565747	46.1662	18.5783	35.4311	0.00537761	0.150535	0.0604534	0.0545193	0.107222	0.100201	0.123941	0.137629	0.250139	0.106834	0.157518	0.354911	0.144751	0.181844	0.144699	0.11125	0.0904961	0.0759973	0.135957	0.0633799	0.13343	0.0512457	0.375205	0.106318	0.07259	0.343325	0.051316	0.175914	0.31221	0.336125	0.175751
42410	-2753.03	-2744.66	-8.37456	0.485066	0.378956	0.0391633	0.0630605	0.0238972	45.0153	21.1321	39.6628	0.00532951	0.104218	0.089412	0.0410024	0.136968	0.180087	0.124309	0.0637746	0.100367	0.0889832	0.099065	0.365138	0.0603206	0.0613794	0.0773156	0.0840339	0.0655458	0.0938843	0.155419	0.102209	0.110512	0.0803258	0.320752	0.0383407	0.0506992	0.474041	0.0358408	0.181335	0.289287	0.364224	0.165155
42420	-2755.68	-2736.24	-19.4413	0.654202	0.143041	0.0415693	0.0485079	0.0069386	46.6453	20.9463	34.3897	0.00614371	0.139146	0.069885	0.0779666	0.440606	0.0526773	0.0826728	0.057654	0.175882	0.0627467	0.1223	0.367266	0.100291	0.0663331	0.18865	0.115907	0.0375319	0.0416785	0.223176	0.0728536	0.130893	0.056403	0.332008	0.0495392	0.0678021	0.433889	0.0603581	0.16734	0.33135	0.337162	0.164147
42430	-2758.82	-2741.43	-17.3917	0.44579	0.359994	0.0319788	0.0499664	0.0179876	57.4239	19.795	34.1418	0.00563354	0.153919	0.258428	0.0617363	0.13459	0.0663657	0.281397	0.0920437	0.118411	0.104165	0.135557	0.168294	0.141226	0.129969	0.219031	0.131753	0.124799	0.0756021	0.187691	0.326837	0.153216	0.0732106	0.312022	0.0183428	0.0701587	0.435125	0.091141	0.215279	0.319185	0.303297	0.162239
42440	-2751.95	-2743.19	-8.76152	0.333279	0.48107	0.0369344	0.0711742	0.0342398	53.5612	20.7522	37.389	0.0053752	0.136932	0.121797	0.0803945	0.125718	0.108017	0.163368	0.100426	0.209935	0.0942336	0.139323	0.272535	0.0916175	0.234968	0.0782175	0.1119	0.0941499	0.068239	0.103265	0.110432	0.128252	0.0574703	0.368422	0.0143991	0.0681056	0.354026	0.137577	0.181746	0.321789	0.338659	0.157806
42450	-2756.31	-2739.01	-17.2974	0.680786	0.528586	0.0192929	0.0409255	0.0216326	51.5908	19.4014	44.7184	0.00557969	0.151394	0.136105	0.148302	0.118111	0.111208	0.392535	0.115687	0.14878	0.0660241	0.0939209	0.371221	0.0446596	0.179103	0.127151	0.117423	0.110804	0.0417662	0.0964607	0.0421373	0.136744	0.0546533	0.348599	0.0552511	0.0653127	0.352199	0.123984	0.168933	0.332816	0.332779	0.165472
42460	-2746.16	-2737.95	-8.20571	0.392053	0.450127	0.0241675	0.043951	0.0197836	47.8409	19.0548	35.6643	0.00552139	0.110628	0.0777497	0.0497367	0.0698014	0.0929091	0.0695503	0.0763517	0.120406	0.11622	0.129612	0.321118	0.106311	0.0433713	0.138954	0.0667707	0.095987	0.0737275	0.196346	0.119418	0.10913	0.0615702	0.381611	0.0554702	0.0655717	0.353595	0.0821815	0.177856	0.349852	0.301875	0.170417
42470	-2756.56	-2739.79	-16.7743	0.890695	0.272604	0.0662177	0.0910339	0.0248162	44.4657	22.0927	35.7005	0.00547889	0.0775057	0.0802731	0.030418	0.00916939	0.01909	0.0656605	0.016052	0.184229	0.0396398	0.168449	0.288548	0.00602824	0.0635154	0.0547604	0.0433669	0.0846797	0.0374896	0.185334	0.284737	0.0923022	0.0629453	0.38995	0.0270342	0.0745616	0.361492	0.0840169	0.177476	0.306396	0.350374	0.165755
42480	-2751.41	-2743.83	-7.57124	0.876291	0.138878	0.0465855	0.0540985	0.00751308	49.1347	24.3417	41.7143	0.00586687	0.0653485	0.0482624	0.0242591	0.0718075	0.0212522	0.0407978	0.041176	0.0774216	0.0431771	0.0848382	0.276406	0.0153721	0.0200472	0.0380425	0.0683025	0.0482412	0.0371777	0.26269	0.0254403	0.0691506	0.0732141	0.279383	0.102853	0.0688598	0.415495	0.0601947	0.179266	0.31997	0.337502	0.163262
42490	-2755.22	-2736.92	-18.2937	1.22657	0.323416	0.0689619	0.101926	0.0329646	48.3798	20.69	34.2902	0.00533015	0.199779	0.0471333	0.0143291	0.323772	0.056916	0.0549977	0.0209765	0.118157	0.0733287	0.178409	0.287521	0.0603024	0.013674	0.0716837	0.0807796	0.0292444	0.0882252	0.267184	0.060604	0.102624	0.0919905	0.343965	0.08583	0.0588907	0.367844	0.0514801	0.179994	0.333787	0.322293	0.163926
42500	-2755.69	-2734.6	-21.0906	0.944855	0.377222	0.0592786	0.0951842	0.0359056	45.9146	22.1169	35.4501	0.00505969	0.163172	0.019677	0.0481172	0.602165	0.0355985	0.0610516	0.0708203	0.106409	0.10298	0.118175	0.384022	0.0524314	0.0212589	0.266832	0.0765765	0.04675	0.0890841	0.223324	0.0184988	0.13021	0.0600934	0.380581	0.094262	0.0658303	0.342695	0.0565375	0.184521	0.33869	0.311035	0.165754
42510	-2760.62	-2738.04	-22.5774	0.50012	0.0920791	0.0354265	0.0390194	0.00359287	53.7566	18.3563	46.0528	0.00518096	0.176369	0.103813	0.0649247	0.193161	0.100746	0.417357	0.0589365	0.13923	0.162268	0.0929649	0.327752	0.140279	0.181302	0.0426624	0.202119	0.0458604	0.183194	0.125396	0.097355	0.148851	0.0974056	0.385165	0.0353583	0.0678057	0.346823	0.0674422	0.18185	0.329607	0.322414	0.166129
42520	-2751.71	-2734.88	-16.8304	0.727586	0.164044	0.0601773	0.0719862	0.0118089	49.2594	18.7793	38.6638	0.00635838	0.107202	0.0315503	0.027458	0.275038	0.0634725	0.0913111	0.045008	0.053543	0.0737482	0.106865	0.271967	0.100649	0.0555114	0.128483	0.210385	0.04054	0.0523649	0.101184	0.0462567	0.0986297	0.0930644	0.356973	0.0566856	0.0729733	0.347722	0.072582	0.183157	0.31633	0.327859	0.172653
42530	-2763.68	-2741.77	-21.9165	0.471109	0.290615	0.034545	0.0486971	0.0141521	54.6228	17.1881	40.517	0.00553237	0.17453	0.240506	0.162662	0.489326	0.126994	0.215389	0.0362795	0.152169	0.115097	0.128483	0.251579	0.0798637	0.0653588	0.0944905	0.102252	0.0701407	0.238179	0.104409	0.105372	0.154364	0.0892349	0.342284	0.0543531	0.0699705	0.400425	0.0437329	0.176518	0.338325	0.318762	0.166395
42540	-2745.09	-2734.38	-10.709	0.575496	0.29735	0.0466549	0.0663985	0.0197436	50.7579	19.916	35.4836	0.00543374	0.105389	0.102209	0.0669995	0.145012	0.0792111	0.0717389	0.0588084	0.165576	0.0487403	0.124067	0.341693	0.185772	0.100353	0.101031	0.079473	0.0534282	0.0557301	0.203809	0.106281	0.116107	0.0831116	0.421547	0.0506234	0.0651692	0.316873	0.0626763	0.166056	0.338486	0.327071	0.168387
42550	-2751.94	-2736.37	-15.5756	0.492572	0.708459	0.0344468	0.118154	0.0837073	46.367	22.1297	44.7696	0.00521575	0.0890546	0.0620574	0.0670652	0.154333	0.0674168	0.160022	0.124163	0.0741447	0.0804828	0.116729	0.424942	0.22848	0.0924666	0.0796637	0.167783	0.042923	0.104652	0.103315	0.0472325	0.122104	0.053529	0.426548	0.0278406	0.0596854	0.364391	0.0680061	0.18489	0.325966	0.314973	0.174171
42560	-2750.05	-2740.94	-9.1097	0.379266	0.189969	0.0493561	0.0609311	0.011575	47.0392	19.5216	38.6573	0.00555062	0.138103	0.0997508	0.124023	0.139404	0.118766	0.174397	0.0836875	0.193503	0.0731186	0.121702	0.268254	0.0555516	0.119152	0.094197	0.226446	0.0771755	0.0828426	0.154037	0.171241	0.132069	0.0599451	0.422802	0.0312325	0.0551638	0.38368	0.0471764	0.159619	0.346269	0.334711	0.159401
42570	-2749.75	-2739.61	-10.1428	0.526543	0.429951	0.0455754	0.0799499	0.0343745	47.3964	18.2521	37.5059	0.00603078	0.0842123	0.066062	0.0339293	0.162786	0.0344193	0.162279	0.0280713	0.0833498	0.073209	0.0726544	0.289668	0.0894517	0.0475798	0.114548	0.0921356	0.106264	0.0584532	0.123901	0.0326136	0.0928541	0.0658342	0.342767	0.0849034	0.0744036	0.368461	0.0636304	0.179893	0.33546	0.331005	0.153642
42580	-2754.3	-2737.34	-16.9574	0.800973	0.602164	0.0158073	0.0397333	0.023926	45.795	19.2113	42.5237	0.00531734	0.141902	0.0915034	0.0810114	0.405786	0.0853989	0.212464	0.0714312	0.0913915	0.114258	0.107003	0.431739	0.0436826	0.0717543	0.0928037	0.116256	0.0467903	0.12062	0.0935505	0.0401516	0.128755	0.0591685	0.316671	0.076307	0.0595692	0.431097	0.0571879	0.18916	0.328968	0.329184	0.152688
42590	-2754.28	-2741.28	-13.0021	0.560079	0.356626	0.0466486	0.0725061	0.0258576	52.0372	17.9342	37.9713	0.00571682	0.112385	0.106934	0.0385001	0.0760633	0.186001	0.139817	0.072513	0.181641	0.0931342	0.137379	0.266045	0.0893284	0.0837494	0.1172	0.0784372	0.0976415	0.0339932	0.144342	0.227055	0.120543	0.0600982	0.360659	0.0381873	0.0605051	0.43787	0.0426805	0.195965	0.299893	0.353078	0.151064
42600	-2755.12	-2737.25	-17.8688	0.594985	0.282731	0.0208008	0.0289999	0.00819918	49.7681	24.7348	37.141	0.00572432	0.10518	0.281474	0.0302656	0.112005	0.0455398	0.131919	0.0648108	0.130393	0.0755235	0.10783	0.297434	0.0465141	0.0370121	0.0617836	0.133012	0.141723	0.0414233	0.235494	0.208341	0.12125	0.0541231	0.409332	0.0442562	0.0701211	0.372704	0.0494636	0.169345	0.351666	0.305117	0.173872
42610	-2757.48	-2740.11	-17.3657	0.593409	0.508164	0.0207104	0.0421083	0.0213979	46.8085	21.028	45.1571	0.00497284	0.152312	0.170629	0.0754359	0.0832935	0.226406	0.305032	0.0614856	0.0677075	0.0728619	0.149929	0.36536	0.141876	0.106433	0.0285682	0.11084	0.0837671	0.110309	0.124199	0.152795	0.135385	0.0519881	0.393185	0.0425105	0.0648453	0.358002	0.0894694	0.167189	0.315487	0.332255	0.185068
42620	-2756.16	-2741.2	-14.9624	0.790207	0.708279	0.0132772	0.0455132	0.0322361	46.6634	20.6678	36.2966	0.00536248	0.108577	0.0123534	0.0621969	0.126627	0.0353499	0.0202261	0.0152697	0.0758281	0.0932449	0.118935	0.397479	0.114657	0.0744805	0.0287995	0.064525	0.194261	0.0618312	0.149213	0.0346085	0.0933269	0.0519183	0.377198	0.0570547	0.0786532	0.405493	0.0296835	0.194949	0.320845	0.338183	0.146023
42630	-2750.25	-2735.4	-14.8537	0.809635	0.66353	0.00896514	0.0266447	0.0176796	46.7297	22.3155	45.0122	0.00510249	0.0968837	0.04154	0.0342196	0.0703154	0.013644	0.0219822	0.0149369	0.103053	0.0804907	0.170333	0.42221	0.0132976	0.0592422	0.0359921	0.0745358	0.0578691	0.115604	0.12571	0.0471489	0.0834514	0.0515669	0.356366	0.0498086	0.0527132	0.405917	0.0836288	0.18896	0.327667	0.315678	0.167696
42640	-2755.16	-2737.83	-17.3303	0.484464	0.244139	0.0347635	0.045992	0.0112284	45.2594	21.2419	38.4356	0.00524666	0.11853	0.0697222	0.0548291	0.257748	0.0647769	0.125196	0.0480109	0.0996838	0.0974426	0.120467	0.334602	0.045072	0.106412	0.409461	0.0464619	0.0866781	0.14787	0.177549	0.115979	0.133776	0.0651708	0.299406	0.0401203	0.0802072	0.459019	0.0560765	0.187039	0.302268	0.343764	0.166928
42650	-2758.61	-2736.96	-21.6495	0.864833	0.22917	0.0430205	0.0558107	0.0127902	46.9477	17.462	42.9614	0.00529441	0.124482	0.0829738	0.133548	0.157126	0.0880613	0.13101	0.0945329	0.221184	0.0616994	0.121816	0.429287	0.102688	0.045476	0.0891275	0.372369	0.38995	0.0610954	0.157322	0.0762717	0.156419	0.0656454	0.34449	0.0332865	0.0835304	0.414648	0.0583999	0.188018	0.338966	0.301119	0.171898
42660	-2760.78	-2738.58	-22.2014	0.58449	0.559234	0.0909637	0.206376	0.115413	46.9107	19.6427	34.5157	0.0051264	0.135898	0.139427	0.0864596	0.35259	0.0677623	0.146591	0.070441	0.133405	0.100645	0.16684	0.280727	0.215691	0.0489903	0.140765	0.144191	0.0744463	0.0920393	0.247722	0.363322	0.159559	0.0577636	0.444354	0.0284117	0.0719557	0.360942	0.0365731	0.19037	0.357553	0.295392	0.156685
42670	-2754.75	-2737.77	-16.9743	0.688153	0.285	0.0427622	0.0598073	0.0170451	54.0782	21.0677	41.5401	0.0052733	0.173293	0.110011	0.135415	0.217262	0.105482	0.128824	0.114653	0.110912	0.103477	0.125578	0.333074	0.0859079	0.326547	0.168911	0.123029	0.11848	0.105495	0.168457	0.0613405	0.146825	0.0621805	0.371941	0.0800678	0.0714976	0.374943	0.0393697	0.16605	0.329965	0.313623	0.190362
42680	-2760.39	-2738.19	-22.2033	0.596382	0.459304	0.0438389	0.0810787	0.0372398	47.0122	21.5947	34.2872	0.00508921	0.138678	0.231399	0.0787964	0.300777	0.0485665	0.653958	0.0828133	0.105714	0.0721422	0.140742	0.383372	0.144302	0.155165	0.0946275	0.10406	0.0563728	0.157476	0.276511	0.035015	0.173434	0.0541982	0.370831	0.103376	0.0501691	0.373825	0.0476009	0.185943	0.332239	0.312051	0.169768
42690	-2747.94	-2739.52	-8.42182	0.369495	0.429479	0.0227843	0.0399359	0.0171517	46.5611	17.7662	40.1235	0.00564489	0.144607	0.0919491	0.0487013	0.131664	0.147745	0.0906591	0.0851748	0.122487	0.0776459	0.12661	0.314023	0.130595	0.0999434	0.101646	0.111661	0.151243	0.153601	0.111967	0.101576	0.122161	0.0518585	0.360508	0.0931997	0.0903322	0.337025	0.0670766	0.178127	0.339975	0.319268	0.162631
42700	-2763.35	-2744.34	-19.0072	0.69052	0.563467	0.0316398	0.0724796	0.0408399	43.9376	19.0227	36.9104	0.00528765	0.131865	0.246001	0.0432546	0.0758753	0.0823567	0.134707	0.101136	0.0798754	0.13139	0.165113	0.449898	0.0458985	0.106331	0.148128	0.194435	0.179741	0.176837	0.155833	0.0651797	0.143444	0.0418975	0.451533	0.0717756	0.0685301	0.315376	0.0508873	0.17615	0.332826	0.322534	0.168491
42710	-2754.92	-2741.52	-13.4082	0.512995	0.54208	0.0196968	0.0430135	0.0233168	44.6551	22.0183	40.484	0.0057822	0.12739	0.134626	0.102243	0.113323	0.0741841	0.148362	0.048184	0.082377	0.0846522	0.155616	0.366064	0.0977174	0.139488	0.0958351	0.0858313	0.0793501	0.0664333	0.261845	0.165574	0.127873	0.0528826	0.436038	0.0321952	0.0615074	0.323366	0.0940104	0.16878	0.318901	0.329196	0.183123
42720	-2748.93	-2740.77	-8.15779	0.4822	0.244097	0.0519409	0.0687137	0.0167728	53.4054	16.4093	37.724	0.00547536	0.121631	0.113659	0.107879	0.12062	0.0755916	0.119198	0.0467269	0.0902636	0.102532	0.127823	0.2797	0.0997563	0.0972627	0.18822	0.0897814	0.081718	0.141473	0.121333	0.0657791	0.114962	0.0800458	0.431694	0.0787944	0.0608947	0.293319	0.055252	0.163115	0.326803	0.324276	0.185806
42730	-2760.19	-2742.43	-17.7578	0.761112	0.400854	0.0199094	0.0332296	0.0133202	46.5725	18.0875	43.6343	0.00562041	0.150438	0.0762832	0.201249	0.128382	0.0550056	0.0617537	0.0811205	0.205313	0.108107	0.128293	0.441846	0.132701	0.177932	0.208811	0.14266	0.0878451	0.0501402	0.0832587	0.133507	0.139123	0.095765	0.402871	0.0603918	0.100128	0.277026	0.0638186	0.17853	0.332368	0.309198	0.179904
42740	-2757.09	-2739.12	-17.9606	0.868169	0.302745	0.0565153	0.0810539	0.0245386	49.4491	16.8599	36.0636	0.00533077	0.204976	0.121348	0.083532	0.23306	0.110335	0.151306	0.051998	0.171061	0.0736988	0.134897	0.355432	0.0855302	0.217451	0.0844677	0.190006	0.118288	0.124516	0.123249	0.0760638	0.139236	0.101526	0.313862	0.0257601	0.088977	0.413366	0.0565082	0.188405	0.329182	0.316425	0.165989
42750	-2759.25	-2742.68	-16.5779	0.512095	0.703516	0.0386804	0.130464	0.0917836	47.711	15.6751	43.6067	0.00543669	0.134149	0.311981	0.0644023	0.183651	0.110497	0.429835	0.0631662	0.156417	0.0831078	0.100303	0.308914	0.046085	0.0718672	0.0589318	0.180273	0.111856	0.101259	0.132862	0.0745174	0.143885	0.0826051	0.420888	0.0167395	0.0723946	0.336329	0.0710443	0.16925	0.326297	0.31859	0.185863
42760	-2755.8	-2743.42	-12.3837	0.39723	0.409008	0.036848	0.0623494	0.0255014	46.6024	22.1252	45.4843	0.00514363	0.134271	0.109774	0.142374	0.108115	0.213429	0.119031	0.0841229	0.102393	0.0832792	0.124892	0.412482	0.191485	0.137631	0.0711883	0.142055	0.098939	0.252182	0.173097	0.117995	0.149137	0.0520712	0.37023	0.0358022	0.0591225	0.40102	0.0817542	0.203992	0.312416	0.33189	0.151702
42770	-2751.34	-2738.69	-12.644	0.44122	0.379875	0.0450206	0.0725993	0.0275787	45.1736	20.9681	34.8405	0.00562286	0.108243	0.144923	0.0619645	0.0963661	0.0867281	0.0641819	0.0549198	0.172728	0.090044	0.125846	0.398785	0.0640533	0.0875642	0.144786	0.104732	0.0753377	0.140794	0.242662	0.0400763	0.122027	0.0668571	0.346641	0.0356478	0.0544714	0.399291	0.0970915	0.179701	0.330435	0.336475	0.153389
42780	-2750.74	-2740.02	-10.7162	0.349383	0.529253	0.0370733	0.0787542	0.0416809	50.1515	19.5484	44.7758	0.00499477	0.138142	0.101839	0.12584	0.120666	0.11754	0.110553	0.08568	0.267283	0.0870239	0.098732	0.388198	0.135305	0.146821	0.0936813	0.153873	0.0818025	0.0798905	0.102292	0.0819035	0.132162	0.0694883	0.347649	0.0343884	0.0566151	0.402881	0.0889779	0.195781	0.315076	0.32604	0.163104
42790	-2747.48	-2734.29	-13.1944	0.636763	0.627235	0.0418997	0.112402	0.0705028	44.629	19.2195	36.3546	0.00538849	0.134036	0.0945365	0.0300088	0.0889803	0.0681077	0.101657	0.0560077	0.170386	0.0697714	0.154688	0.411677	0.063071	0.0840299	0.092048	0.158538	0.0829203	0.0783772	0.190069	0.0964618	0.116185	0.0739435	0.39994	0.0179152	0.0677542	0.401893	0.0385544	0.183813	0.32814	0.325308	0.162738
42800	-2744.22	-2733.63	-10.5971	0.520969	0.616426	0.0278125	0.0725088	0.0446963	58.6456	18.1796	44.7609	0.00603104	0.0965788	0.0816808	0.0409728	0.0980861	0.085879	0.105431	0.040226	0.094653	0.0596668	0.0778664	0.210652	0.108824	0.0436076	0.0842339	0.0703615	0.0660428	0.120991	0.106755	0.141174	0.0909502	0.0632507	0.395801	0.029921	0.0692614	0.394262	0.047504	0.1783	0.329361	0.327839	0.164501
42810	-2753.1	-2742.18	-10.9168	0.588361	0.629667	0.0308452	0.0832906	0.0524454	44.8085	22.6191	38.4015	0.00537931	0.112116	0.0732482	0.0434752	0.12365	0.109357	0.117716	0.0656422	0.135329	0.0821109	0.145707	0.316879	0.0302984	0.0921006	0.10881	0.0473454	0.188489	0.0392657	0.130717	0.0913836	0.107863	0.062377	0.328057	0.0957574	0.0831181	0.367851	0.0628403	0.18687	0.30922	0.305829	0.19808
42820	-2751.15	-2735.81	-15.3425	0.452978	0.630175	0.042027	0.11364	0.0716131	49.5933	22.3818	35.2732	0.00541183	0.0906893	0.0738888	0.181795	0.166146	0.0575456	0.112437	0.0260112	0.0908828	0.0805566	0.119562	0.339805	0.0492226	0.0331756	0.09158	0.0717768	0.0403957	0.0661864	0.23608	0.036119	0.104065	0.0657145	0.368329	0.103565	0.0898949	0.332837	0.0396598	0.16051	0.334241	0.316501	0.188747
42830	-2758.06	-2741.79	-16.2735	0.452281	0.481457	0.0322762	0.062244	0.0299678	49.1741	16.6092	38.8343	0.0052439	0.1673	0.0916139	0.0762062	0.20662	0.105134	0.316565	0.179121	0.159275	0.125998	0.101152	0.314503	0.157538	0.0668616	0.0694339	0.2196	0.0499817	0.271684	0.147634	0.161224	0.156675	0.0616549	0.42709	0.05026	0.0843415	0.356429	0.0202247	0.170046	0.324943	0.316353	0.188658
42840	-2758.46	-2741.59	-16.869	0.528073	0.275875	0.0429345	0.0592915	0.016357	53.2155	21.9072	45.0503	0.00525829	0.134902	0.0761693	0.181118	0.296761	0.0711713	0.0926966	0.103913	0.0672022	0.0884512	0.0741727	0.316694	0.0518464	0.0804731	0.145304	0.147944	0.0622669	0.290987	0.174117	0.180097	0.138966	0.0558829	0.330515	0.0455548	0.0764456	0.381082	0.11052	0.170293	0.331779	0.327581	0.170347
42850	-2756.99	-2740.21	-16.7814	0.932876	0.435292	0.0564116	0.0998953	0.0434837	45.4643	21.8605	36.0816	0.00563309	0.176766	0.224692	0.049267	0.0637253	0.111285	0.0479866	0.0803076	0.133921	0.0626164	0.126366	0.370196	0.132306	0.0992339	0.082305	0.0573831	0.0621979	0.0560607	0.228682	0.0987564	0.11596	0.0824113	0.395988	0.0430475	0.0808766	0.350531	0.047145	0.173368	0.319712	0.333496	0.173423
42860	-2750.99	-2736.18	-14.8124	0.476805	0.458505	0.0495631	0.09153	0.0419669	50.6392	17.5442	44.8112	0.00489739	0.151648	0.168998	0.116047	0.109649	0.115869	0.240206	0.136973	0.145736	0.146611	0.106061	0.362033	0.102015	0.0443373	0.29294	0.16687	0.122212	0.119306	0.136006	0.0980153	0.15166	0.0598801	0.382009	0.0335084	0.0780215	0.384354	0.0622268	0.178936	0.329618	0.316304	0.175141
42870	-2751.74	-2735.05	-16.6981	0.464704	0.166428	0.0577193	0.0692434	0.011524	52.6486	19.8168	35.5905	0.00526279	0.172969	0.168516	0.223556	0.156455	0.144609	0.0853793	0.194628	0.0986826	0.0584183	0.128644	0.299459	0.267335	0.182332	0.0623975	0.139429	0.0646999	0.092608	0.177513	0.205916	0.15281	0.0758772	0.399084	0.0679027	0.0784496	0.337186	0.0415002	0.178287	0.328422	0.314015	0.179277
42880	-2752.75	-2739.72	-13.0314	0.488468	0.0390132	0.0570304	0.0593456	0.00231526	54.7521	17.5002	43.6977	0.00525733	0.140423	0.079998	0.0939077	0.106387	0.124639	0.0780055	0.0996043	0.154027	0.119952	0.123732	0.299204	0.128066	0.206036	0.198193	0.12932	0.13126	0.155097	0.100897	0.0817232	0.133891	0.0639898	0.336561	0.0770439	0.0930834	0.38611	0.0432112	0.183081	0.325807	0.322427	0.168685
42890	-2748.84	-2740.79	-8.05384	0.389047	0.54274	0.0289007	0.0632042	0.0343035	48.8433	19.0243	35.2699	0.00586297	0.110765	0.152083	0.0570038	0.0664393	0.175794	0.113436	0.0587611	0.113748	0.06168	0.0928022	0.244152	0.180454	0.0757428	0.0629371	0.110683	0.080485	0.0563062	0.156446	0.11435	0.109628	0.083434	0.394257	0.0430216	0.0819742	0.320637	0.0766768	0.175469	0.34558	0.323778	0.155173
42900	-2743.98	-2740.96	-3.01976	0.322104	0.467879	0.0374975	0.070468	0.0329705	49.8492	19.583	40.882	0.0052639	0.138748	0.143657	0.0999624	0.179455	0.141305	0.145002	0.0945465	0.10796	0.0852928	0.114111	0.269442	0.0858216	0.134647	0.107745	0.1049	0.0915718	0.102162	0.127995	0.169875	0.128081	0.0657425	0.316568	0.0336808	0.111622	0.4207	0.0516866	0.177331	0.311531	0.350245	0.160893
42910	-2751.09	-2736.18	-14.9086	0.49293	0.536861	0.0526579	0.113698	0.06104	48.6109	20.4679	40.4578	0.00555329	0.115403	0.0755791	0.0541198	0.119951	0.0791866	0.0962542	0.0599548	0.0725705	0.0723335	0.0983157	0.30836	0.0392767	0.325221	0.110831	0.153824	0.0512522	0.268733	0.147267	0.111998	0.124724	0.0509413	0.372989	0.072958	0.0864919	0.36519	0.05143	0.168656	0.335999	0.320781	0.174564
42920	-2760.2	-2740.1	-20.0972	1.09043	0.350436	0.0422755	0.065083	0.0228074	55.8975	21.0867	40.7536	0.00492146	0.0965455	0.068315	0.0310647	0.041742	0.0564641	0.119737	0.0473458	0.0714017	0.0570683	0.108662	0.346943	0.0873837	0.217479	0.0101574	0.191029	0.0441464	0.0516015	0.118084	0.0216194	0.0939025	0.0501804	0.377229	0.122392	0.0900804	0.319035	0.0410828	0.168179	0.339662	0.318088	0.17407
42930	-2750.67	-2736.31	-14.3605	0.597227	0.783302	0.0234988	0.10844	0.0849415	46.5341	20.9881	36.3771	0.00537044	0.117105	0.190797	0.137244	0.100558	0.0790747	0.10158	0.0579867	0.0691038	0.0670494	0.13145	0.393159	0.117056	0.0931738	0.049168	0.124561	0.0715295	0.144553	0.250425	0.182413	0.13116	0.0714233	0.420471	0.0653462	0.065397	0.347537	0.0298255	0.172506	0.325646	0.32468	0.177167
