Iteration	Posterior	Likelihood	Prior	node_rates[1]	node_rates[2]	node_rates[3]	node_rates[4]	node_rates[5]	node_rates[6]	node_rates[7]	node_rates[8]	node_rates[9]	node_rates[10]	node_rates[11]	node_rates[12]	node_rates[13]	node_rates[14]	node_rates[15]	node_rates[16]	node_rates[17]	node_rates[18]	death_rate	turnover	diversification	birth_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	nu	root_rate	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
1240	-2744.81	-2746.05	1.23789	0.111301	0.105133	0.152378	0.0968449	0.127199	0.131514	0.0914463	0.0913273	0.120201	0.252912	0.115181	0.113918	0.135887	0.115568	0.118794	0.0952023	0.172223	0.17032	0.00969638	0.178883	0.0445089	0.0542053	48.694	20.6242	35.3443	0.00511597	2.91169	0.331892	0.128742	0.00058858	0.000616524	0.000737375	0.00054236	0.000620006	0.000627812	0.000477444	0.000674157	0.000743147	0.00149592	0.000586033	0.000587022	0.000643217	0.000599495	0.0005474	0.00068407	0.000876219	0.00128465	0.0776914	0.316021	0.0481572	0.0790649	0.41568	0.0633853	0.174643	0.317732	0.346779	0.160846
1250	-2737.29	-2747.55	10.255	0.149171	0.11602	0.132952	0.138656	0.132208	0.13711	0.114477	0.0927137	0.187511	0.257957	0.140222	0.142901	0.130586	0.13241	0.126511	0.111039	0.132049	0.172522	0.019806	0.196995	0.0807345	0.100541	50.9974	16.4912	34.7178	0.00544263	0.761399	0.232297	0.141501	0.000750217	0.000671092	0.000717168	0.000758915	0.000741368	0.000761996	0.000613702	0.000611651	0.000979763	0.00133414	0.000770465	0.000749207	0.000715695	0.000704606	0.000646449	0.000661521	0.000828835	0.00110164	0.0698137	0.351092	0.0814176	0.107329	0.350932	0.0394149	0.188081	0.315277	0.324708	0.171935
1260	-2738.41	-2751.43	13.0144	0.149773	0.137453	0.142506	0.142327	0.162548	0.146565	0.177925	0.163324	0.182883	0.297742	0.141971	0.142667	0.137332	0.143737	0.144089	0.17194	0.147955	0.186241	0.0117517	0.232151	0.0388693	0.0506211	50.0801	17.7815	36.7966	0.00511869	0.56519	0.233015	0.162165	0.000752093	0.000703268	0.000716201	0.000727616	0.000779369	0.000740242	0.000895425	0.00079667	0.000944713	0.00135839	0.000728484	0.000733005	0.000719352	0.000736646	0.000808826	0.000818721	0.000855322	0.00107302	0.0392252	0.403203	0.0591781	0.0398709	0.409293	0.0492305	0.174671	0.345308	0.315194	0.164827
1270	-2741.89	-2744.78	2.8907	0.108505	0.171118	0.135334	0.135776	0.134478	0.138413	0.152328	0.0594239	0.105748	0.350943	0.129989	0.140394	0.158296	0.143737	0.136771	0.107252	0.117806	0.143889	0.0327374	0.599341	0.0218849	0.0546222	52.0305	17.7071	36.5563	0.00514059	1.07855	0.23281	0.142789	0.000630431	0.000846691	0.000754716	0.000683095	0.00067976	0.000716616	0.000667196	0.000455533	0.00064164	0.00150042	0.000694965	0.000730302	0.000776314	0.000720988	0.000627209	0.000578464	0.000672632	0.000968226	0.0498907	0.37178	0.06751	0.0532269	0.420028	0.0375648	0.179229	0.342085	0.321631	0.157055
1280	-2746.07	-2746.27	0.199487	0.130079	0.14649	0.146758	0.133669	0.137437	0.142299	0.103401	0.0857532	0.0692655	0.316536	0.128399	0.132019	0.149645	0.157722	0.154176	0.124042	0.114961	0.16468	0.035634	0.361056	0.0630598	0.0986938	48.6683	16.6197	34.5713	0.00594612	1.23051	0.330389	0.140963	0.000845104	0.000880424	0.000881223	0.000779143	0.000790345	0.000815563	0.000676201	0.000596735	0.000695534	0.00192335	0.000774239	0.000861417	0.000913817	0.000927289	0.000827158	0.00071057	0.000831389	0.00147187	0.0433569	0.409353	0.0868983	0.0659849	0.36344	0.0309667	0.174489	0.336885	0.334728	0.153898
1290	-2741.77	-2742.9	1.12515	0.192294	0.113847	0.0958211	0.174564	0.173174	0.160032	0.110386	0.102756	0.0678095	0.261833	0.159974	0.148865	0.123043	0.155108	0.154854	0.1396	0.118805	0.194731	0.123171	0.73196	0.0451045	0.168276	48.1788	16.8715	37.9966	0.00550924	2.05291	0.309363	0.147083	0.000956262	0.000652541	0.000602887	0.000921522	0.000917694	0.000850894	0.000688617	0.000610317	0.000723199	0.00157343	0.000850734	0.000837332	0.000766201	0.000853829	0.00081111	0.000711809	0.000863673	0.00138859	0.0455361	0.386987	0.0653312	0.0609968	0.357567	0.0835813	0.185218	0.339486	0.304935	0.170361
1300	-2740.93	-2742.64	1.70749	0.101741	0.142758	0.166087	0.178191	0.165945	0.156914	0.163833	0.0985237	0.122701	0.321703	0.172478	0.158501	0.152374	0.151746	0.110044	0.106829	0.0966726	0.176954	0.0456269	0.634912	0.0262365	0.0718634	50.8544	17.1211	37.5368	0.00520717	1.44785	0.226633	0.152444	0.000551399	0.000768402	0.000829141	0.000912995	0.000881114	0.000821211	0.00070469	0.000508211	0.000780178	0.00142764	0.000861731	0.000807755	0.000791804	0.000681593	0.000564646	0.000529833	0.000712411	0.00105077	0.0463587	0.384522	0.0473784	0.101212	0.335438	0.0850912	0.183341	0.330808	0.320373	0.165478
1310	-2747.62	-2747.59	-0.0284004	0.0734409	0.0816693	0.0991847	0.13694	0.145936	0.131129	0.0596591	0.0560306	0.163629	0.277472	0.133654	0.114153	0.0857766	0.101115	0.0995	0.0923782	0.111845	0.271877	0.023036	0.238412	0.0735864	0.0966224	46.1707	21.0536	35.157	0.00497815	1.72987	0.327241	0.124188	0.000430463	0.000416785	0.000460382	0.000673528	0.00069592	0.000610524	0.000378432	0.000417855	0.00108401	0.00150518	0.000616808	0.000535817	0.000465186	0.000499345	0.000477599	0.000508327	0.000955113	0.00149125	0.0641972	0.323196	0.0932537	0.0941369	0.363918	0.0612982	0.19392	0.318675	0.328153	0.159253
1320	-2732.27	-2745.46	13.1847	0.09667	0.0912721	0.0997483	0.0904227	0.102283	0.0998577	0.134181	0.117296	0.0717032	0.34854	0.10064	0.0978632	0.0993451	0.100095	0.104557	0.103076	0.106188	0.139619	0.051462	0.528356	0.0459382	0.0974002	52.5636	17.1361	35.9277	0.00518548	1.01531	0.242148	0.116853	0.000521731	0.000494221	0.000516198	0.000495376	0.000526126	0.000512639	0.000615145	0.000579436	0.000547903	0.0015315	0.000514667	0.000513254	0.000517097	0.000530611	0.000538339	0.000542567	0.000637313	0.000989821	0.0481115	0.354699	0.0360595	0.105687	0.370406	0.0850369	0.174412	0.340735	0.335653	0.1492
1330	-2735.82	-2744.21	8.38867	0.101481	0.113688	0.104171	0.0914227	0.117188	0.10167	0.119577	0.126667	0.172076	0.197888	0.0962594	0.103425	0.107681	0.105016	0.103687	0.120062	0.134081	0.248014	0.0718817	0.662929	0.0365487	0.10843	53.7469	17.1155	34.5816	0.00506479	0.534461	0.353344	0.125781	0.000519567	0.000560593	0.000536491	0.000475285	0.000540531	0.000519381	0.00060686	0.000660316	0.00106383	0.00139594	0.00050568	0.000527855	0.000538631	0.000528518	0.000566621	0.000643589	0.000967615	0.00152287	0.0878368	0.337663	0.0497833	0.0694082	0.399463	0.0558465	0.19133	0.296821	0.338465	0.173385
1340	-2746.56	-2743.11	-3.45402	0.0964692	0.100795	0.114981	0.17042	0.0966678	0.0875879	0.125288	0.055776	0.110683	0.611647	0.119948	0.105785	0.0995215	0.107217	0.113983	0.125385	0.124814	0.222365	0.0263308	0.360996	0.0466085	0.0729393	45.2013	19.2623	37.928	0.00499688	2.20158	0.206281	0.143852	0.000525802	0.000500479	0.000535921	0.000725467	0.000541201	0.000483131	0.00062629	0.000451193	0.000832099	0.00204354	0.000563981	0.000532173	0.000516522	0.000552654	0.000598046	0.000625106	0.000867405	0.00107095	0.0633554	0.366518	0.0437478	0.0995	0.351034	0.0758447	0.172437	0.317774	0.326041	0.183748
1350	-2741.28	-2741.23	-0.046015	0.0786407	0.101934	0.0816132	0.0711724	0.092368	0.0566472	0.0805128	0.132195	0.230122	0.265062	0.0781764	0.0880184	0.0958617	0.0870312	0.0774267	0.118956	0.103905	0.175938	0.00856516	0.0893587	0.0872863	0.0958514	47.5776	18.8624	34.263	0.00528366	2.18352	0.297891	0.111977	0.000412303	0.000522543	0.000468858	0.000394554	0.000450549	0.000382182	0.000526962	0.000623736	0.00107274	0.00148723	0.000439058	0.000462451	0.000483172	0.000434469	0.000518809	0.000588761	0.000739299	0.00125178	0.0619996	0.365277	0.0428117	0.0915981	0.378933	0.0593803	0.196245	0.323673	0.328959	0.151123
1360	-2732.41	-2741.07	8.65904	0.0572655	0.0671387	0.0765104	0.0740127	0.0883165	0.0629887	0.0861998	0.0750329	0.127725	0.298905	0.0689812	0.0643285	0.0740057	0.0652106	0.0740906	0.0923054	0.106169	0.16711	0.0118685	0.269865	0.0321109	0.0439793	56.268	19.7986	37.3104	0.00572237	1.13719	0.264545	0.0959054	0.000375834	0.00040384	0.000430654	0.000409132	0.000450058	0.000364278	0.000510736	0.000518453	0.000843577	0.00161213	0.000381424	0.000370635	0.000398324	0.000398566	0.000476089	0.000567873	0.000781901	0.00123504	0.0501057	0.368085	0.0413372	0.0872473	0.395889	0.0573351	0.196343	0.316041	0.309862	0.177754
1370	-2746.11	-2749.3	3.18894	0.0396292	0.0457377	0.0546069	0.0349365	0.0299451	0.0487786	0.079769	0.0671431	0.109426	0.394529	0.0376534	0.0531916	0.0598899	0.0511706	0.0567792	0.110793	0.126428	0.171114	0.0148222	0.490296	0.0154089	0.0302311	52.2032	18.3638	35.555	0.00508861	3.14104	0.250241	0.0873067	0.000245293	0.000268749	0.000291315	0.000184691	0.000171991	0.000259444	0.000484847	0.000492505	0.000713778	0.00164049	0.000231138	0.00026553	0.000282572	0.000274658	0.000426354	0.000603563	0.000757038	0.00107206	0.0919044	0.319212	0.117361	0.0833962	0.333322	0.0548044	0.204377	0.283697	0.333563	0.178362
1380	-2746.94	-2743.33	-3.60984	0.0679884	0.0215627	0.0357408	0.021756	0.0356886	0.0277383	0.155815	0.11077	0.0269324	0.39942	0.0334776	0.0336527	0.0378981	0.0481946	0.0556705	0.063245	0.119134	0.261645	0.0969936	0.712364	0.0391638	0.136157	45.9589	20.0222	38.8871	0.00523076	5.73481	0.323832	0.0864627	0.000323415	0.000155513	0.000192594	0.000144457	0.000180896	0.000160561	0.000572924	0.000601285	0.00075474	0.00189158	0.000175571	0.000214062	0.000225165	0.000271647	0.000311009	0.00047699	0.000995882	0.00153125	0.0345952	0.375234	0.0815776	0.113702	0.356797	0.0380946	0.186484	0.323969	0.313739	0.175808
1390	-2738.69	-2744.18	5.49172	0.0308664	0.0256173	0.0296679	0.0376003	0.0432172	0.0368476	0.0856324	0.0741659	0.109367	0.412748	0.036055	0.0317849	0.030281	0.0296816	0.0347045	0.108734	0.165811	0.186769	0.0253669	0.301172	0.0588604	0.0842273	46.7317	17.7313	33.935	0.00532053	3.27872	0.30522	0.083864	0.000174436	0.000148705	0.00015948	0.000195943	0.000210885	0.000182581	0.000517066	0.000638403	0.000787801	0.00190999	0.000180472	0.000163517	0.000159516	0.000171284	0.000381585	0.000730363	0.000937958	0.00130882	0.0562516	0.459011	0.0198527	0.0453839	0.361776	0.0577246	0.184048	0.343422	0.311472	0.161058
1400	-2731.35	-2738.83	7.48384	0.0345999	0.0391379	0.0305842	0.0230691	0.0327856	0.054325	0.142555	0.061481	0.0941848	0.318897	0.0321043	0.0389443	0.0344053	0.0392541	0.0444539	0.0954716	0.127117	0.198103	0.117591	0.804611	0.0285554	0.146146	46.7546	20.1907	37.328	0.00549759	2.54754	0.262963	0.0800818	0.000217303	0.000202155	0.000178643	0.00015166	0.000178369	0.000256378	0.000654287	0.000518416	0.000803438	0.00159941	0.000195298	0.000214951	0.000202475	0.000230096	0.000384627	0.000611849	0.000893961	0.00126738	0.0642006	0.426591	0.0369941	0.0802709	0.322404	0.0695396	0.188905	0.33284	0.321267	0.156987
1410	-2736.38	-2742.37	5.9969	0.0535932	0.0378897	0.0625155	0.0497016	0.0462325	0.0486942	0.0792957	0.137007	0.13013	0.247195	0.0559669	0.0435584	0.049059	0.0565473	0.0559798	0.0642316	0.0785793	0.158382	0.0764981	0.755237	0.0247921	0.10129	49.5741	19.4047	36.8643	0.00584435	2.58791	0.250044	0.0808089	0.000320191	0.000254079	0.00032604	0.000308782	0.000298645	0.000269578	0.000419412	0.000629982	0.000843085	0.00145302	0.00029083	0.000292526	0.0003086	0.000328824	0.000351279	0.000417319	0.000692444	0.00119349	0.0626599	0.365008	0.0385811	0.0783445	0.387536	0.0678707	0.179686	0.341768	0.304341	0.174206
1420	-2732.4	-2742.75	10.3568	0.0820982	0.0421398	0.0425335	0.0454343	0.0572507	0.0512923	0.077516	0.0622122	0.108516	0.339859	0.0577671	0.0567055	0.042266	0.0570237	0.0673775	0.0801068	0.0962854	0.176008	0.0066645	0.150081	0.0377416	0.0444061	50.8582	23.4558	36.6117	0.00567416	1.48942	0.316595	0.0856885	0.000424074	0.000239466	0.000240583	0.000292791	0.000326315	0.000306398	0.000447188	0.00044967	0.000807217	0.00186241	0.000324768	0.000322659	0.000281693	0.000352936	0.000418425	0.000500439	0.000772518	0.00139755	0.0473221	0.325827	0.0803325	0.0710438	0.413929	0.061546	0.179702	0.342506	0.312143	0.165649
1430	-2736.42	-2747.23	10.808	0.0528932	0.0532261	0.056476	0.0665778	0.0505619	0.0487946	0.0585787	0.0718497	0.173679	0.208739	0.0550515	0.052141	0.0574014	0.0511697	0.0471034	0.0798351	0.0725527	0.153815	0.00879929	0.183663	0.0391108	0.0479101	54.4986	18.2028	34.1297	0.00590859	1.1696	0.196576	0.0783581	0.00029542	0.000326826	0.000336428	0.000359329	0.000312013	0.000298194	0.000408915	0.000426608	0.000967514	0.00119742	0.000316678	0.00030521	0.000320751	0.000290328	0.000375014	0.000450199	0.000668758	0.00103516	0.075296	0.32373	0.0798156	0.0767248	0.383284	0.06115	0.167761	0.3137	0.358031	0.160508
1440	-2735.16	-2740.66	5.49403	0.0831371	0.0762034	0.0772593	0.0701523	0.0762729	0.0765434	0.143331	0.0624989	0.138988	0.430079	0.0731185	0.0753012	0.0850774	0.0656313	0.0650436	0.0761998	0.0982286	0.154635	0.0377345	0.425104	0.0510309	0.0887653	47.7484	16.9179	35.9624	0.00504575	2.71014	0.22155	0.107095	0.000373842	0.000406892	0.000409556	0.000361455	0.000376896	0.000383085	0.000553849	0.000405496	0.000740776	0.00164398	0.000374445	0.000355555	0.00038022	0.000329677	0.00035634	0.000440061	0.000637945	0.000949069	0.0610972	0.363878	0.0647645	0.0622566	0.398385	0.0496188	0.183335	0.323051	0.33687	0.156744
1450	-2735.64	-2738.43	2.7883	0.0457564	0.0559624	0.0691172	0.0878743	0.039728	0.0534418	0.14465	0.0743237	0.0996605	0.347417	0.0538507	0.0533526	0.0619763	0.059103	0.0524749	0.0720806	0.0921711	0.181932	0.108209	0.724752	0.041096	0.149305	49.6127	21.6692	42.8957	0.00525438	2.72069	0.249917	0.0913818	0.000258073	0.000309848	0.000344408	0.000372339	0.000245849	0.000280569	0.000569392	0.000437414	0.000739798	0.00156931	0.000281644	0.000295442	0.000318099	0.000293137	0.000327231	0.000431521	0.000720122	0.00113455	0.0847779	0.39127	0.0548007	0.0885556	0.326728	0.0538677	0.187926	0.326516	0.319628	0.16593
1460	-2733.73	-2739.66	5.92481	0.0529705	0.0489892	0.0533938	0.0684464	0.0541043	0.0514871	0.110132	0.0995716	0.0401929	0.290045	0.0648639	0.0548166	0.0601667	0.054909	0.0502467	0.0995307	0.0930202	0.169447	0.0285369	0.338561	0.0557521	0.084289	51.5524	19.2062	38.0516	0.00551267	2.56042	0.279127	0.0842408	0.000284501	0.00030087	0.000313011	0.000367448	0.000327916	0.000293009	0.000577901	0.000530848	0.000577839	0.00156883	0.000329879	0.000302441	0.000317187	0.000289844	0.000412837	0.000530735	0.000723448	0.00123642	0.0644105	0.383693	0.0505779	0.0817317	0.36987	0.0497168	0.16964	0.312518	0.333432	0.18441
1470	-2736.71	-2742.33	5.62316	0.0693967	0.0473088	0.0426644	0.0763183	0.0662086	0.0743043	0.139477	0.0491906	0.0545304	0.1514	0.0755764	0.0616477	0.0484061	0.0583233	0.0598841	0.0791285	0.110129	0.176962	0.011905	0.311131	0.0263587	0.0382637	51.3962	19.4381	36.3548	0.0057019	1.86816	0.327789	0.0800476	0.000368573	0.000272879	0.000259638	0.000433044	0.000404222	0.000387593	0.000623233	0.000454213	0.000659974	0.00136614	0.000391219	0.000342032	0.00030428	0.000337004	0.000396318	0.000539565	0.000818484	0.00143902	0.0678871	0.343634	0.037976	0.0495695	0.393546	0.107387	0.176817	0.33714	0.323192	0.16285
1480	-2740.47	-2744.85	4.38248	0.0974488	0.0456369	0.0615018	0.0822898	0.0758108	0.0520202	0.0729108	0.0850448	0.265758	0.382483	0.0720394	0.0660342	0.052757	0.0619489	0.0605869	0.0917744	0.105802	0.171607	0.0262929	0.371545	0.0444734	0.0707663	47.763	21.2632	36.1606	0.00570584	1.00483	0.25869	0.105748	0.000450864	0.00028071	0.000325972	0.000440289	0.000421805	0.0003368	0.000469834	0.000544471	0.00124777	0.00182922	0.000393913	0.000365126	0.000327247	0.000349585	0.000434675	0.00056367	0.000791427	0.0012276	0.0558334	0.39808	0.0178727	0.0574234	0.397056	0.0737343	0.182468	0.340258	0.314708	0.162566
1490	-2738.84	-2747.26	8.42039	0.050938	0.0465931	0.04716	0.0574344	0.0639586	0.0488947	0.129607	0.0696302	0.0622078	0.36123	0.0544333	0.047468	0.0457295	0.0547168	0.0494886	0.0767752	0.0688329	0.16028	0.0255264	0.464987	0.0293706	0.0548969	51.6424	17.8955	38.1722	0.00568954	1.95749	0.171303	0.0830766	0.00028569	0.000262637	0.000264249	0.000318238	0.000336798	0.00027413	0.000587111	0.000393896	0.000632928	0.00151493	0.000289886	0.000290692	0.000285747	0.00029644	0.000359191	0.000414221	0.000651775	0.000943278	0.0664221	0.349698	0.0203246	0.0612655	0.423622	0.0786677	0.161493	0.354492	0.305338	0.178678
1500	-2738.05	-2742.18	4.13054	0.0549805	0.0567569	0.0521919	0.101232	0.0763424	0.0770536	0.0581594	0.0620135	0.0851228	0.483018	0.0666029	0.0668745	0.0565255	0.0697395	0.0841888	0.0848625	0.0985124	0.169804	0.0501192	0.578312	0.0365454	0.0866646	49.0365	21.3575	44.6994	0.0056772	1.80053	0.20074	0.100221	0.000395046	0.000321564	0.000308606	0.000476415	0.000405765	0.000408555	0.000405982	0.000455669	0.000723635	0.00194092	0.000378889	0.000387793	0.000358416	0.000436941	0.00047987	0.000520528	0.000761643	0.00105183	0.102902	0.357777	0.0389096	0.0793401	0.340586	0.0804851	0.179743	0.333544	0.307019	0.179693
1510	-2736.6	-2739.54	2.9431	0.0431655	0.0422619	0.067335	0.0951986	0.0614912	0.050332	0.0807175	0.0729299	0.0705332	0.361859	0.0742682	0.059951	0.0475882	0.0603684	0.0677203	0.0922524	0.111358	0.153579	0.0344812	0.569012	0.0261171	0.0605983	50.7324	18.5224	37.9646	0.00530306	2.50392	0.237323	0.089606	0.000294017	0.00023824	0.000304722	0.000449346	0.00035997	0.000292419	0.000458635	0.000488644	0.00059424	0.00158875	0.000355886	0.000319031	0.00028625	0.000339631	0.000424173	0.000539878	0.000702487	0.00103649	0.0545709	0.384383	0.0418649	0.0853662	0.377231	0.0565843	0.186609	0.324742	0.327872	0.160776
1520	-2735.23	-2744.27	9.03313	0.0667006	0.0630161	0.0601675	0.0651859	0.0455832	0.0696329	0.104911	0.0744126	0.0716664	0.327931	0.0534344	0.0533385	0.0658308	0.0513025	0.0509071	0.0718367	0.102611	0.162664	0.0575919	0.776052	0.0166195	0.0742115	52.7947	19.6829	44.6309	0.00567714	1.80482	0.21131	0.0867296	0.000333838	0.000365741	0.000357655	0.000336712	0.000281068	0.000349063	0.00050171	0.000502495	0.000665164	0.00153067	0.000303083	0.000297031	0.000332491	0.000290129	0.000348417	0.000495183	0.000753004	0.00106155	0.0883559	0.374314	0.0356323	0.0726575	0.359005	0.0700347	0.212674	0.316279	0.317943	0.153103
1530	-2748.83	-2747.26	-1.57159	0.0259583	0.0469446	0.0416339	0.0847734	0.0747392	0.0715157	0.0872737	0.0739573	0.140872	0.236763	0.0672106	0.0657929	0.04159	0.0349268	0.0438478	0.118383	0.136912	0.176916	0.0432611	0.457989	0.0511977	0.0944588	50.3355	21.3237	38.8869	0.00550278	3.58301	0.375204	0.0872229	0.000192063	0.000243593	0.000228981	0.000418167	0.000390559	0.000377789	0.000565843	0.000580184	0.00087436	0.00168376	0.000365944	0.000277119	0.000210527	0.00021674	0.000446361	0.000702417	0.000863464	0.0015191	0.0883688	0.358204	0.0356375	0.0716647	0.37608	0.070045	0.202298	0.304554	0.344849	0.148299
1540	-2741.79	-2748.32	6.53334	0.0504937	0.0598611	0.0652624	0.081301	0.0651284	0.051875	0.0635762	0.121939	0.208139	0.209879	0.0739389	0.0613772	0.0638205	0.0606583	0.0556791	0.0736119	0.100419	0.112165	0.0275774	0.654236	0.0145747	0.0421522	47.5836	19.705	35.3131	0.00533963	2.39729	0.31986	0.0877291	0.000283462	0.000330207	0.000344628	0.000414462	0.000371284	0.000302363	0.000366267	0.000593656	0.000855152	0.00141431	0.000361269	0.000325812	0.000332335	0.0003106	0.000345183	0.000464632	0.000567561	0.00115343	0.080804	0.302824	0.0469014	0.0530738	0.432283	0.0841131	0.208026	0.324145	0.307902	0.159927
1550	-2744.84	-2742.03	-2.81616	0.0381873	0.0448997	0.0540809	0.046721	0.0861341	0.045946	0.144892	0.058707	0.0608781	0.316253	0.0620841	0.063417	0.0600228	0.0576795	0.0612869	0.0696767	0.0788803	0.311482	0.000703235	0.0214886	0.0320228	0.032726	47.1609	17.8511	37.6735	0.00521638	4.25155	0.421273	0.0922905	0.000259448	0.000273658	0.000297604	0.000283785	0.000386582	0.00028524	0.000559636	0.000358854	0.000971187	0.00192361	0.000327331	0.000315843	0.00030699	0.000310287	0.000341578	0.000387465	0.00101814	0.00191117	0.0674248	0.336638	0.0740425	0.0702953	0.386566	0.0650336	0.178951	0.331905	0.312132	0.177012
1560	-2744.43	-2745.26	0.833875	0.0443527	0.0387732	0.0298101	0.0510662	0.0756482	0.0594865	0.135858	0.0329884	0.0244934	0.256135	0.0636255	0.0535594	0.0355735	0.0459211	0.0395297	0.0610082	0.0943648	0.196236	0.0194283	0.279937	0.0499741	0.0694024	48.4437	20.2054	39.4998	0.00544026	4.50583	0.355123	0.0743572	0.000228171	0.000202233	0.000177852	0.000311977	0.000378843	0.0003075	0.000535503	0.000346418	0.000600412	0.0016627	0.000318759	0.0002706	0.000221676	0.000232437	0.000273476	0.000422635	0.000790471	0.00149977	0.0646583	0.397017	0.00326711	0.0735146	0.393531	0.0680119	0.183256	0.345074	0.317208	0.154462
1570	-2733.38	-2742.13	8.75028	0.0433739	0.0488218	0.0602335	0.0673275	0.0645987	0.0623786	0.0903988	0.0602624	0.109227	0.256536	0.065722	0.07002	0.0610356	0.0630067	0.0610715	0.0885989	0.111084	0.198045	0.131211	0.798511	0.0331087	0.16432	47.1978	17.6463	34.6606	0.00539317	2.25827	0.33008	0.0878745	0.000281646	0.00029624	0.000327012	0.000358779	0.000351421	0.000357024	0.000482683	0.00046205	0.000828584	0.00158186	0.00036604	0.000358718	0.000334491	0.000334587	0.000403599	0.000538462	0.000833592	0.00142413	0.0474924	0.370463	0.0366983	0.0542895	0.437986	0.0530704	0.192739	0.327134	0.327723	0.152404
1580	-2734.49	-2746.87	12.3753	0.0703096	0.0688083	0.0600714	0.0648221	0.0620638	0.0593875	0.0669152	0.170181	0.129552	0.397554	0.0644376	0.057812	0.0632318	0.0640196	0.0650707	0.0798238	0.105411	0.165698	0.0606467	0.505718	0.0592753	0.119922	46.988	17.6249	36.0371	0.00565206	1.56644	0.298335	0.100843	0.000382589	0.000373149	0.000348458	0.000365292	0.000357497	0.000331209	0.000414689	0.000778831	0.000834386	0.0019666	0.000345481	0.0003443	0.000359616	0.000364813	0.000409476	0.000523479	0.000766163	0.00131137	0.0576064	0.392501	0.0538072	0.0594136	0.378592	0.0580795	0.193857	0.333129	0.333225	0.139789
1590	-2745.68	-2749.84	4.16489	0.100931	0.0670302	0.0585198	0.0706504	0.0658706	0.0699986	0.0995156	0.0650952	0.0746527	0.148385	0.0718975	0.0781015	0.0607313	0.0722522	0.0727081	0.0669989	0.0985415	0.169482	0.031377	0.687581	0.0142569	0.0456338	56.1003	23.1427	49.325	0.00588369	1.2667	0.22927	0.0839646	0.00051082	0.000375855	0.000350818	0.000419354	0.000405293	0.000435688	0.00048986	0.000481394	0.000718208	0.00111101	0.000441274	0.000442318	0.000391217	0.000426451	0.000410997	0.000486995	0.000788485	0.00117307	0.0844186	0.320024	0.0589838	0.0917638	0.406261	0.0385493	0.165465	0.327355	0.342346	0.164834
1600	-2738.21	-2745.41	7.20498	0.0570906	0.0459478	0.0366321	0.0818851	0.0817856	0.0548769	0.0577758	0.0885662	0.120682	0.266647	0.0747489	0.0685228	0.049475	0.0629182	0.0673875	0.0597096	0.0923564	0.188798	0.0219336	0.267429	0.0600831	0.0820168	49.2287	20.1239	39.5461	0.00508726	1.89123	0.27955	0.0864337	0.000316626	0.00024272	0.000219025	0.000398419	0.000398166	0.000313883	0.000298839	0.0004602	0.000787204	0.00138933	0.00036443	0.000334337	0.000285887	0.000331449	0.000323288	0.0003868	0.000715153	0.00119131	0.0716742	0.321159	0.147845	0.0643153	0.355537	0.03947	0.172609	0.325336	0.326828	0.175227
1610	-2742.72	-2742.66	-0.065919	0.0934919	0.0698897	0.151223	0.0465477	0.0435974	0.0735874	0.0974897	0.0574994	0.0545624	0.269469	0.0602136	0.0670341	0.0934754	0.0740793	0.0741186	0.0991257	0.0963864	0.207883	0.0121354	0.18518	0.0533977	0.0655331	46.3056	18.4605	38.1058	0.00554535	2.44043	0.228916	0.096093	0.00046473	0.000452959	0.000678471	0.000296015	0.000287835	0.000389898	0.000545151	0.000426676	0.000727677	0.00138186	0.000352817	0.000391262	0.000464575	0.000410905	0.00048035	0.000542092	0.000843642	0.0012111	0.0544588	0.365862	0.0798883	0.103411	0.342147	0.0542324	0.188066	0.322439	0.318652	0.170843
1620	-2736.7	-2743.53	6.83058	0.0722071	0.0776809	0.0769595	0.0670683	0.0799998	0.0707281	0.068969	0.0326692	0.12302	0.373445	0.0801602	0.0789227	0.0888292	0.0772478	0.0864471	0.073318	0.0900204	0.18369	0.0162123	0.236484	0.0523432	0.0685555	47.667	21.9386	37.4418	0.00537926	1.28337	0.330041	0.100077	0.000426721	0.000447851	0.00044591	0.00039599	0.000430771	0.000402505	0.0003827	0.00032999	0.000824938	0.00189212	0.000427874	0.000420041	0.000446686	0.000440279	0.000429709	0.00043932	0.000736181	0.00138175	0.082872	0.410398	0.069412	0.0979198	0.30382	0.0355775	0.178821	0.32696	0.316972	0.177247
