Iteration	Posterior	Likelihood	Prior	node_rates[1]	node_rates[2]	node_rates[3]	node_rates[4]	node_rates[5]	node_rates[6]	node_rates[7]	node_rates[8]	node_rates[9]	node_rates[10]	node_rates[11]	node_rates[12]	node_rates[13]	node_rates[14]	node_rates[15]	node_rates[16]	node_rates[17]	node_rates[18]	death_rate	turnover	diversification	birth_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	nu	root_rate	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
3270	-2737.83	-2744.03	6.20021	0.0680609	0.0722209	0.0628444	0.0803039	0.0620928	0.0907278	0.109293	0.0665569	0.13239	0.528227	0.0630954	0.0624065	0.065351	0.0632461	0.0717515	0.0705629	0.105014	0.143462	0.0272046	0.490196	0.0282929	0.0554975	48.0269	21.672	36.3882	0.0055004	1.15778	0.223498	0.106534	0.000384512	0.00037835	0.000352563	0.000394377	0.000344292	0.00042115	0.00049464	0.000471855	0.000758649	0.00206739	0.000345155	0.00034557	0.000353668	0.00037127	0.000391393	0.000482872	0.00068336	0.00100921	0.0371407	0.451206	0.0460649	0.0525274	0.343699	0.0693623	0.176437	0.334678	0.322104	0.166781
3280	-2741.91	-2741.64	-0.267927	0.0588386	0.063823	0.0557148	0.0764756	0.0500884	0.106694	0.0970254	0.107004	0.0194871	0.447016	0.0645301	0.0743529	0.0579528	0.0750005	0.0702041	0.0898195	0.096967	0.200387	0.0386935	0.345836	0.0731903	0.111884	48.6468	17.3544	37.2288	0.00513658	2.71556	0.235501	0.100632	0.00033142	0.000312756	0.000291932	0.000362144	0.000294374	0.000464982	0.000479872	0.000523857	0.000564701	0.0017529	0.000356692	0.000383583	0.000341463	0.000372928	0.000410987	0.000479722	0.000763692	0.00111949	0.0423401	0.38395	0.0786729	0.0920214	0.346038	0.0569778	0.175461	0.323801	0.314753	0.185985
3290	-2735.5	-2743.41	7.91217	0.0744323	0.0681886	0.0598906	0.0534467	0.0774068	0.0570632	0.0601946	0.0423821	0.090243	0.378393	0.0705578	0.0672322	0.0681877	0.0711599	0.0636991	0.0558976	0.0600486	0.133286	0.0119118	0.373319	0.0199961	0.0319079	51.032	21.5231	39.5327	0.005909	0.822892	0.158633	0.0862061	0.000408109	0.000402924	0.000378407	0.000366371	0.000437161	0.000367231	0.000342994	0.000302631	0.000660417	0.00158664	0.0004071	0.000408879	0.000411702	0.000398441	0.000353348	0.000342563	0.000571208	0.000862475	0.0489768	0.398071	0.0927876	0.0790668	0.332141	0.0489566	0.177721	0.342248	0.326445	0.153586
3300	-2740.1	-2742.68	2.58097	0.0347193	0.0262627	0.0525808	0.0459079	0.0635685	0.0378527	0.0503545	0.0696667	0.162601	0.23517	0.0573845	0.0473724	0.0449772	0.0476562	0.0533496	0.0911873	0.099687	0.225089	0.0101483	0.129096	0.0684625	0.0786108	47.1191	21.621	33.9289	0.00548646	2.9729	0.365857	0.0802993	0.000241593	0.000195427	0.000267624	0.000283355	0.000331802	0.000233792	0.000388282	0.000464577	0.00106352	0.00164876	0.000287372	0.000260685	0.000254115	0.000277082	0.000396498	0.000523612	0.000890935	0.0016211	0.0497095	0.404026	0.0832594	0.102681	0.293206	0.0671177	0.16872	0.333911	0.33198	0.165389
3310	-2744.2	-2743.61	-0.591666	0.0460735	0.0534456	0.100229	0.0382868	0.0361003	0.0769312	0.076532	0.060223	0.0269474	0.303497	0.0341159	0.075758	0.0610766	0.0726398	0.0649174	0.0772061	0.0617356	0.202194	0.0159774	0.326622	0.0329398	0.0489172	50.0872	21.4815	41.2892	0.00549877	3.54127	0.333082	0.0815505	0.000305157	0.000314865	0.00044349	0.000199063	0.000193051	0.000419801	0.000422685	0.000335311	0.000629998	0.0017502	0.000302085	0.000408002	0.000367638	0.000378197	0.000390752	0.000382004	0.000725644	0.00147168	0.0809311	0.352149	0.0795326	0.0969115	0.317741	0.072734	0.175687	0.325015	0.329343	0.169955
3320	-2743.24	-2743.32	0.0830197	0.0812495	0.073256	0.0822752	0.107634	0.0732499	0.0788371	0.187735	0.0598572	0.127659	0.384044	0.0789429	0.0739693	0.0730975	0.080387	0.0761076	0.0790618	0.0951776	0.115919	0.0351307	0.550817	0.0286485	0.0637792	46.3378	18.5869	34.9618	0.00588162	2.67964	0.201059	0.107137	0.000462757	0.000430398	0.000456922	0.000548688	0.00044757	0.000449374	0.000784597	0.000455928	0.000716315	0.00172068	0.000449686	0.000453933	0.000451369	0.000460221	0.000456323	0.000512405	0.000620795	0.000932171	0.0462911	0.344074	0.0931622	0.0829478	0.378803	0.0547223	0.188635	0.322625	0.335977	0.152763
3330	-2735.09	-2742.26	7.17643	0.103783	0.0714299	0.0724353	0.0586327	0.0557506	0.0602662	0.0972931	0.0656145	0.194313	0.495301	0.0559582	0.0602032	0.0683942	0.0659065	0.0687664	0.0843662	0.122543	0.18971	0.0140192	0.373908	0.0234745	0.0374937	48.3429	21.7502	39.6479	0.00520954	1.76227	0.216206	0.110593	0.000449453	0.000364209	0.000366828	0.000298483	0.000290976	0.000313795	0.00047318	0.000490107	0.00100029	0.00185331	0.000302574	0.000328487	0.000349822	0.000350792	0.000398875	0.000538951	0.000813346	0.00105732	0.0522813	0.466525	0.0395052	0.0725196	0.33118	0.0379888	0.18641	0.333468	0.320931	0.159192
3340	-2742.61	-2743.74	1.13103	0.0524529	0.0669816	0.066721	0.0610939	0.0660249	0.0748107	0.153827	0.0803804	0.146192	0.502403	0.0763546	0.0620486	0.0813619	0.0645982	0.0677684	0.0966238	0.141255	0.210305	0.0361483	0.467644	0.0411504	0.0772987	48.1669	19.0806	37.4275	0.00518208	1.83159	0.280668	0.115067	0.000311498	0.000384364	0.000383688	0.000356134	0.000368911	0.000354608	0.000648927	0.000574266	0.000923699	0.00202897	0.000358608	0.000328147	0.000378188	0.000342967	0.000425946	0.000616353	0.000910906	0.00127213	0.0360581	0.387305	0.0956047	0.076447	0.372185	0.0324009	0.178125	0.346076	0.311939	0.16386
3350	-2738.59	-2746.28	7.69171	0.0578966	0.0937846	0.0711475	0.0816931	0.0766968	0.0794434	0.13971	0.112135	0.0803025	0.36203	0.0786408	0.0744329	0.0799775	0.0820774	0.0774323	0.111102	0.112981	0.19664	0.0312439	0.32862	0.0638322	0.0950761	49.1966	16.6162	34.2118	0.00527371	1.01167	0.275609	0.10934	0.000356843	0.000458186	0.000398495	0.000422777	0.000409603	0.00040575	0.000661356	0.000593599	0.000730259	0.00168136	0.000403633	0.000412695	0.000427316	0.000420604	0.000497138	0.000590874	0.000816427	0.00124525	0.0553282	0.312187	0.116918	0.0818867	0.403188	0.030492	0.189411	0.330472	0.311143	0.168974
3360	-2739.34	-2746.12	6.77961	0.070672	0.0812747	0.0721962	0.108597	0.0736175	0.0911412	0.0992888	0.0906991	0.0938559	0.372112	0.0981857	0.083958	0.0843805	0.0828875	0.0828234	0.11724	0.120386	0.137806	0.124542	0.701442	0.0530094	0.177552	48.9515	16.9372	34.5364	0.00555202	1.0415	0.195233	0.108951	0.000426105	0.000459861	0.000434659	0.000574032	0.000476928	0.000486077	0.000601088	0.000585976	0.000643095	0.00157496	0.000505633	0.000463165	0.000464338	0.000460015	0.000555379	0.000659655	0.000716744	0.00092452	0.0585829	0.293332	0.0390456	0.0617183	0.468434	0.0788875	0.192505	0.325371	0.313195	0.16893
3370	-2732.98	-2741.73	8.75348	0.0704481	0.096245	0.113628	0.102061	0.08689	0.0704881	0.0629182	0.0500443	0.12747	0.513853	0.0875132	0.0881772	0.0850661	0.0835911	0.0840756	0.0945134	0.11551	0.160254	0.0289102	0.382816	0.0466097	0.0755199	50.3604	18.2822	40.8673	0.00512565	1.80719	0.204372	0.116264	0.000396017	0.000464668	0.000509218	0.000485845	0.000446965	0.000406631	0.000403469	0.000424287	0.000737385	0.00184068	0.000450264	0.000440212	0.000432239	0.0004297	0.000457692	0.000538253	0.000706734	0.000934472	0.0578267	0.379954	0.0187148	0.0521496	0.41142	0.0799346	0.178783	0.328159	0.318844	0.174214
3380	-2731.72	-2743.2	11.4794	0.113349	0.0752825	0.0758233	0.097881	0.0813702	0.100253	0.112929	0.0827502	0.0494225	0.337387	0.0864346	0.0895743	0.0745271	0.0839686	0.089116	0.0887619	0.106045	0.137576	0.0266522	0.424471	0.036137	0.0627892	48.6454	19.0913	34.5534	0.00560612	1.51595	0.197425	0.104581	0.000567522	0.000419925	0.000421441	0.000516648	0.000470367	0.000532098	0.000565352	0.000529204	0.000524167	0.00149911	0.000493364	0.000486452	0.000444273	0.000485167	0.000498603	0.000546055	0.000682883	0.000939028	0.0730201	0.39236	0.0152631	0.0818633	0.379009	0.0584851	0.179648	0.334673	0.310622	0.175057
3390	-2730.47	-2741.87	11.3973	0.0608903	0.0652143	0.0846202	0.0833756	0.0805686	0.0657994	0.126556	0.0719283	0.0649657	0.250152	0.0779592	0.0770962	0.0768204	0.0736258	0.0720692	0.119838	0.136815	0.172653	0.0304039	0.439851	0.0387194	0.0691233	48.8087	19.6307	35.7089	0.00537117	1.4469	0.311275	0.0978304	0.000357074	0.000381446	0.000433562	0.000433278	0.00042574	0.000383758	0.000661713	0.000560597	0.000638143	0.00150776	0.000416414	0.000404776	0.000404036	0.000391276	0.000515383	0.000689262	0.0008311	0.00129963	0.0473116	0.43126	0.070011	0.0863081	0.316301	0.0488085	0.168408	0.344019	0.315327	0.172246
3400	-2746.13	-2743.58	-2.54835	0.0587739	0.0921043	0.0484116	0.0989585	0.0785658	0.0574882	0.131749	0.0647221	0.0615294	0.22842	0.0977207	0.0847184	0.0816323	0.0731295	0.0566042	0.053057	0.0788198	0.173518	0.0147521	0.280545	0.0378316	0.0525838	50.9371	18.6352	36.0245	0.00541838	3.28402	0.34329	0.0899957	0.000312581	0.000470686	0.000352314	0.000532842	0.000477594	0.000385265	0.000500675	0.000388882	0.000636788	0.00154887	0.000494262	0.00042764	0.000419279	0.000351473	0.000297093	0.000357279	0.000683631	0.00140013	0.0697096	0.366618	0.078203	0.096407	0.334543	0.0545196	0.173573	0.329991	0.326865	0.169571
3410	-2740	-2744.22	4.22574	0.0532522	0.0729258	0.0584185	0.0447989	0.0565044	0.0607316	0.0978929	0.0619133	0.169062	0.441615	0.0645888	0.0651161	0.0726601	0.067262	0.0669395	0.0719872	0.0795818	0.238721	0.0157257	0.163639	0.0803742	0.0960999	44.6805	19.4888	37.4992	0.00523701	1.42921	0.367538	0.102443	0.000314722	0.000381217	0.00034323	0.000286432	0.000317083	0.000329533	0.000444831	0.000370505	0.00106778	0.00211877	0.000339633	0.000346632	0.000366386	0.000351407	0.00036378	0.000396884	0.000833478	0.00158749	0.0726975	0.410025	0.0443269	0.100539	0.297035	0.0753765	0.184227	0.324304	0.325097	0.166373
3420	-2735.65	-2740.37	4.71519	0.0612384	0.0623014	0.0655029	0.069957	0.0536411	0.0867714	0.0609405	0.109701	0.136182	0.319802	0.0728625	0.0711337	0.0717944	0.0685446	0.0653052	0.0734765	0.160176	0.152345	0.0113235	0.19822	0.0458024	0.0571259	50.8099	18.4112	35.2433	0.00561802	2.46625	0.279453	0.097871	0.000355462	0.000376676	0.000385669	0.000401181	0.00035535	0.000443557	0.000377578	0.000758089	0.000810476	0.00168331	0.000404487	0.000392358	0.000394213	0.000375985	0.000389839	0.000656333	0.000877876	0.00121293	0.0814924	0.349523	0.0496896	0.0827341	0.354761	0.0818005	0.178664	0.335415	0.317554	0.168368
3430	-2732.91	-2742.59	9.67781	0.0830443	0.0639143	0.0534767	0.0657863	0.0695616	0.0864041	0.0578066	0.0764565	0.184495	0.403673	0.0703326	0.071792	0.0566416	0.0749455	0.0802466	0.0972193	0.108007	0.160882	0.0700724	0.776816	0.0201322	0.0902046	48.5272	18.5241	44.3289	0.00513636	1.47002	0.191095	0.103594	0.00041936	0.000309609	0.000282804	0.000349578	0.000359274	0.000406276	0.000398134	0.000473736	0.000886989	0.00152747	0.000365002	0.000376849	0.000337939	0.000398561	0.000455764	0.000527058	0.000690554	0.000903939	0.078492	0.386559	0.0289295	0.0737566	0.364115	0.0681481	0.184418	0.331095	0.31964	0.164846
3440	-2750.5	-2751.2	0.698798	0.060556	0.0699712	0.0700679	0.0755471	0.0512889	0.0584011	0.0710266	0.228363	0.106096	0.556627	0.0708303	0.0768751	0.075376	0.0711614	0.068212	0.106812	0.134597	0.112464	0.038831	0.470605	0.0436819	0.0825129	48.6065	19.8113	36.9926	0.00545674	1.46949	0.245418	0.114682	0.000351327	0.000396561	0.000396825	0.000399372	0.000333186	0.000369084	0.000485209	0.00099029	0.000596312	0.00218828	0.000402995	0.000403898	0.000399808	0.000380262	0.00047753	0.000658654	0.000674074	0.000976434	0.0676688	0.412091	0.0330585	0.044453	0.401656	0.0410728	0.169198	0.331911	0.323667	0.175225
3450	-2736.57	-2738.92	2.34468	0.0793768	0.0749814	0.075766	0.0599455	0.0548856	0.0673922	0.08669	0.0719977	0.156617	0.351824	0.0688841	0.0687398	0.0867764	0.0744289	0.0727644	0.0944107	0.140059	0.173425	0.0391114	0.559129	0.0308392	0.0699506	50.5145	21.1621	43.364	0.00493813	2.93319	0.370686	0.103276	0.000375646	0.00039939	0.000401327	0.000318089	0.000305595	0.000336118	0.000447149	0.000523582	0.000814893	0.00178392	0.000339802	0.000353492	0.000398026	0.000363429	0.000412766	0.000578921	0.000774011	0.00134344	0.0879792	0.391185	0.0341096	0.0683425	0.376005	0.0423786	0.180165	0.320307	0.327184	0.172344
3460	-2731.67	-2742.36	10.6913	0.0720536	0.0771982	0.0856834	0.0662765	0.0636324	0.0805723	0.0730976	0.0804987	0.133514	0.387427	0.0635997	0.0681677	0.0755957	0.063391	0.075177	0.0992887	0.0961541	0.184334	0.0217107	0.432851	0.0284468	0.0501574	47.106	17.6566	35.9311	0.00538654	1.08215	0.177314	0.102537	0.000396532	0.000411515	0.000434368	0.000349792	0.000342671	0.000400597	0.000464283	0.000475774	0.00085605	0.001521	0.000354885	0.000354323	0.000374329	0.000373201	0.000469884	0.000526381	0.00075543	0.000974015	0.0909278	0.363567	0.0524226	0.0785925	0.370692	0.043799	0.175561	0.322907	0.318822	0.18271
3470	-2735.58	-2739.72	4.13785	0.091088	0.057738	0.0616314	0.0977901	0.0836737	0.0901545	0.0631728	0.0837677	0.0804646	0.467554	0.0762818	0.0732908	0.0589784	0.067836	0.0672255	0.0799229	0.103526	0.197745	0.0147524	0.273029	0.0392802	0.0540326	54.508	20.2207	46.3277	0.00493211	2.05891	0.272365	0.105658	0.00039041	0.000287829	0.000297431	0.000429271	0.00039446	0.000403066	0.000352882	0.000461876	0.000686081	0.00182468	0.000368855	0.000348027	0.000312732	0.000333069	0.000362876	0.000452395	0.000742951	0.00115932	0.0543158	0.391362	0.0578576	0.0735091	0.370765	0.0521897	0.185406	0.335241	0.312283	0.16707
3480	-2732.98	-2740.42	7.43819	0.0921852	0.0724009	0.0658768	0.0828666	0.105036	0.0441684	0.0893201	0.120393	0.059796	0.42697	0.0823628	0.0682553	0.0751932	0.0712397	0.0712971	0.105386	0.13502	0.158288	0.0270222	0.463474	0.0312814	0.0583036	47.6856	20.0162	39.2663	0.00532289	2.35091	0.239741	0.107003	0.000435099	0.000392813	0.00037545	0.000439749	0.000498752	0.000299209	0.000518199	0.000679768	0.00058042	0.00177441	0.000400862	0.000371258	0.000389723	0.000379354	0.000470232	0.000639827	0.000780624	0.00105933	0.0524695	0.389735	0.0539503	0.067137	0.386292	0.0504157	0.189977	0.307478	0.327481	0.175064
3490	-2740.09	-2740.7	0.608327	0.0627342	0.0785088	0.0726086	0.0601251	0.0578243	0.0733445	0.157366	0.132038	0.0523353	0.302151	0.0559233	0.0608198	0.0837624	0.0774088	0.0797742	0.0867803	0.147957	0.185724	0.0206563	0.333132	0.04135	0.0620062	54.5651	20.2565	44.424	0.00511707	3.23004	0.339036	0.10151	0.000364613	0.000415177	0.000400081	0.000296914	0.000291027	0.000343264	0.000624656	0.000716377	0.000609084	0.0016405	0.000298691	0.000353663	0.000412362	0.000402158	0.000426136	0.000600584	0.000853736	0.00134262	0.0511461	0.364052	0.0286109	0.0997778	0.376549	0.0798644	0.184951	0.324265	0.319817	0.170967
3500	-2733.65	-2741.81	8.16421	0.0692727	0.0663733	0.0777628	0.0707403	0.0471489	0.0724597	0.0790235	0.117005	0.0687205	0.284971	0.0748379	0.0713339	0.0663918	0.070534	0.0696254	0.0878901	0.0845938	0.147723	0.0191438	0.419619	0.0264781	0.045622	51.1315	18.0087	45.6951	0.00548951	1.29913	0.251444	0.090356	0.000381241	0.000364408	0.000395669	0.000399576	0.000334824	0.000394678	0.000458137	0.000553339	0.000594084	0.00147233	0.000401206	0.000389393	0.000375828	0.000384703	0.000432341	0.000473426	0.000637653	0.00109562	0.0618882	0.431315	0.0262083	0.062504	0.344927	0.0731575	0.189507	0.334517	0.319935	0.156041
3510	-2736.7	-2742.99	6.29306	0.0570822	0.0496564	0.0858318	0.0709857	0.0717617	0.0829736	0.122553	0.122218	0.141786	0.262092	0.0721121	0.0727102	0.0735322	0.0684363	0.0636688	0.0755689	0.10376	0.159665	0.00806845	0.197828	0.0327168	0.0407852	54.1087	19.8695	35.8779	0.00529702	1.3529	0.186628	0.0975774	0.00031981	0.000326266	0.000422077	0.000378996	0.000381051	0.00041233	0.000524728	0.000598507	0.000798396	0.00118844	0.000383564	0.000373828	0.000376005	0.000349882	0.000368773	0.000474956	0.000697685	0.000917162	0.0537948	0.374909	0.0507057	0.101494	0.358533	0.0605633	0.169402	0.316406	0.345816	0.168376
3520	-2732.03	-2742.75	10.7151	0.0526178	0.0673315	0.0656382	0.0525093	0.0713411	0.0696827	0.0550801	0.0580123	0.0864434	0.200243	0.0706099	0.0703095	0.0612989	0.0691093	0.0619006	0.102936	0.112081	0.177572	0.0161312	0.236367	0.0521152	0.0682464	50.5114	21.7172	34.7791	0.00547596	1.58183	0.306492	0.0835954	0.000313549	0.000352187	0.000347551	0.000337098	0.000388659	0.000383296	0.000432645	0.000465712	0.000722868	0.00138743	0.000385834	0.000381726	0.000357055	0.000358702	0.000451319	0.000588712	0.000793063	0.00132536	0.0540633	0.330687	0.0991355	0.0549401	0.413095	0.048079	0.186833	0.332104	0.326912	0.154151
3530	-2745.94	-2741.86	-4.08201	0.0483665	0.0579887	0.113083	0.0932705	0.07578	0.0661479	0.123389	0.0657749	0.028869	0.46658	0.0890069	0.0888039	0.0718322	0.086589	0.0584226	0.112343	0.115596	0.17297	0.0208455	0.44669	0.0258211	0.0466666	50.8874	20.3371	42.7257	0.00543405	3.481	0.239368	0.10749	0.000290148	0.000352726	0.000502418	0.000495252	0.00044773	0.000421007	0.00064049	0.00049279	0.0005484	0.00191808	0.000483116	0.000476547	0.000430434	0.000394	0.000463975	0.000619318	0.000784041	0.00112033	0.0631623	0.370795	0.0885351	0.0616902	0.370249	0.0455687	0.176677	0.334236	0.311909	0.177179
3540	-2744.32	-2744.55	0.228201	0.0325546	0.0712152	0.0597581	0.0917215	0.0788301	0.0689321	0.0835206	0.0526669	0.0474424	0.441094	0.076667	0.0717373	0.0637553	0.0717381	0.0655303	0.0886661	0.0802069	0.217468	0.0105848	0.559686	0.00832726	0.0189121	52.4816	20.5739	49.1799	0.00528897	2.11743	0.263784	0.0979725	0.000259384	0.000356928	0.00032663	0.000445301	0.00041121	0.000371998	0.000455345	0.000351383	0.000700553	0.00186404	0.000392453	0.000379419	0.00035831	0.000363004	0.00040777	0.000446582	0.000787198	0.00127267	0.0682316	0.382117	0.0405223	0.0912512	0.356543	0.0613346	0.178503	0.349713	0.30783	0.163954
3550	-2738.84	-2748.42	9.58261	0.0737126	0.0746179	0.0793839	0.0545613	0.0619107	0.0646992	0.0399328	0.0686821	0.0997304	0.263287	0.0574959	0.0598294	0.0711735	0.066422	0.0627813	0.0672705	0.0741517	0.176317	0.0349065	0.3665	0.0603363	0.0952428	52.2098	22.703	40.5876	0.00540066	0.61475	0.217545	0.08422	0.000368579	0.000393685	0.000406555	0.000302592	0.000322437	0.000336269	0.000289484	0.000385699	0.00074542	0.00129841	0.000316817	0.000340921	0.000371553	0.000348892	0.000351183	0.000381887	0.000676349	0.00106356	0.0562353	0.385565	0.0469277	0.0916353	0.358044	0.0615928	0.167245	0.297228	0.346022	0.189505
3560	-2740.17	-2742.03	1.85625	0.0528966	0.0608035	0.0796662	0.0733225	0.071934	0.0945041	0.0847998	0.0718656	0.0751584	0.326713	0.0634605	0.0696236	0.0802052	0.0665108	0.0590107	0.0915324	0.0828627	0.153418	0.0167521	0.200146	0.0669473	0.0836995	51.3481	19.1774	39.6051	0.00571117	1.80362	0.276354	0.0921271	0.000319561	0.000402663	0.000456527	0.000390596	0.000386631	0.000468681	0.000503532	0.00044184	0.00065272	0.00172211	0.000380033	0.000388743	0.00041896	0.000358437	0.000429889	0.000498001	0.000674721	0.00122725	0.0583634	0.360303	0.0547578	0.110376	0.352276	0.0639236	0.185844	0.318504	0.324782	0.170869
3570	-2729.89	-2736.5	6.61107	0.0719607	0.0610171	0.0751414	0.0459905	0.0663176	0.053217	0.105417	0.0480242	0.128146	0.387574	0.0624507	0.0627918	0.0690688	0.0671887	0.0711156	0.101664	0.144944	0.196203	0.0119734	0.307754	0.0269323	0.0389057	50.6024	20.938	36.9818	0.00489857	2.19659	0.237424	0.101013	0.000350435	0.000318617	0.000353212	0.000265604	0.00031539	0.000284139	0.000507203	0.000472633	0.000794423	0.0015308	0.000306755	0.00031836	0.000333733	0.000338747	0.000423188	0.000604013	0.000835565	0.00106208	0.0595175	0.340915	0.0603367	0.0837665	0.394981	0.0604839	0.192305	0.329576	0.311419	0.1667
3580	-2728.55	-2738.61	10.0684	0.0522692	0.0559666	0.063109	0.075487	0.0651721	0.0795234	0.0672472	0.0669703	0.107475	0.17739	0.0669697	0.0701338	0.0635998	0.0620742	0.0613393	0.087311	0.115283	0.231854	0.0468791	0.601344	0.0310781	0.0779573	48.7991	19.9473	35.1861	0.0055296	1.69976	0.342163	0.0871764	0.000314105	0.000330577	0.000350325	0.000393864	0.000365346	0.000413772	0.000427323	0.000503895	0.000938177	0.00143646	0.000379064	0.000365529	0.000347463	0.000341214	0.000410989	0.000560133	0.000959767	0.00158704	0.061454	0.331817	0.0544626	0.0756114	0.422059	0.0545954	0.182892	0.33246	0.327434	0.157213
3590	-2730.58	-2746.76	16.1857	0.061644	0.0519308	0.0530219	0.0575696	0.053952	0.0688314	0.0671615	0.0869881	0.14006	0.455843	0.0567058	0.0586916	0.0528414	0.0608755	0.063494	0.084463	0.0909081	0.14763	0.0266198	0.489274	0.0277869	0.0544067	51.9577	20.0877	36.7062	0.00558896	1.052	0.202319	0.0951451	0.000349695	0.000292784	0.000295833	0.00031934	0.000309231	0.00035636	0.000423712	0.000497128	0.000803942	0.00183922	0.000322476	0.000334128	0.00031778	0.000347548	0.000413463	0.000490071	0.000666589	0.000977924	0.0392408	0.307615	0.0531437	0.102907	0.36192	0.135174	0.181512	0.330307	0.314389	0.173793
3600	-2739.4	-2746.2	6.80332	0.0469906	0.0408827	0.056108	0.0539472	0.052934	0.0503252	0.106702	0.140088	0.114778	0.180388	0.0596237	0.052116	0.0488786	0.0522593	0.0511166	0.0910927	0.108261	0.16652	0.0194565	0.320688	0.0412146	0.0606712	50.9701	20.4226	36.8914	0.00516308	3.28818	0.311768	0.081834	0.000253267	0.000231722	0.000271027	0.000293188	0.000290572	0.000264456	0.000510615	0.000641123	0.000726182	0.00127052	0.00028846	0.000269449	0.000261091	0.000266869	0.000367119	0.000514639	0.000709358	0.00123472	0.0377925	0.421956	0.0364458	0.0705731	0.397371	0.0358616	0.193277	0.290326	0.34521	0.171187
3610	-2748.01	-2740.59	-7.41588	0.0369687	0.0357983	0.0573837	0.0744261	0.0749399	0.0659361	0.150379	0.0516866	0.0684907	0.235579	0.0423023	0.0453254	0.0391184	0.0447711	0.0465062	0.0882723	0.111045	0.275337	0.0280179	0.525627	0.0252858	0.0533037	49.9957	20.4771	38.3536	0.0049228	4.05797	0.372417	0.0857926	0.000205465	0.0001844	0.00023753	0.000287315	0.00028858	0.000273859	0.000587417	0.000400549	0.000846297	0.00149652	0.000215687	0.000221764	0.000206486	0.00022467	0.000331744	0.000490601	0.000951041	0.00159438	0.066727	0.330217	0.0884233	0.0860326	0.368866	0.0597333	0.19176	0.302484	0.338957	0.166799
3620	-2739.9	-2746.19	6.28932	0.0904561	0.0675418	0.0473864	0.0547349	0.0725526	0.047825	0.080517	0.0712462	0.0639803	0.318121	0.0617793	0.0650076	0.0658194	0.0639931	0.0742419	0.0706062	0.0837448	0.228495	0.0092926	0.206034	0.0358097	0.0451023	49.6171	22.9101	43.734	0.00556542	1.11255	0.232792	0.0904472	0.000458307	0.000371105	0.000315019	0.000324225	0.000373807	0.00031398	0.000420532	0.000431295	0.000813875	0.00153303	0.000352811	0.000358972	0.00036123	0.000384668	0.00040307	0.000429514	0.000868874	0.00128363	0.0716683	0.46445	0.0724325	0.0618811	0.274845	0.0547234	0.181813	0.312274	0.335391	0.170522
3630	-2737.82	-2751.04	13.2149	0.0561016	0.075905	0.0717696	0.0696512	0.0758668	0.0588893	0.0584904	0.0703313	0.129518	0.238148	0.0650438	0.0650076	0.072212	0.0649894	0.0596559	0.0701357	0.103827	0.13532	0.00615423	0.118005	0.0459979	0.0521521	58.806	21.5567	41.7805	0.00498246	0.899545	0.237812	0.0856034	0.000288379	0.000368994	0.000358691	0.000335556	0.000351041	0.000308656	0.000320437	0.000433867	0.000659771	0.00118573	0.000323988	0.000323852	0.0003418	0.00031052	0.000323341	0.00043338	0.000595768	0.000929556	0.103275	0.456109	0.0500294	0.0515641	0.301225	0.0377977	0.17018	0.298997	0.342781	0.188042
3640	-2731.8	-2745.83	14.0252	0.0687683	0.0628093	0.06089	0.0616979	0.0609061	0.0637272	0.0685968	0.130778	0.0961098	0.209449	0.0704035	0.0650076	0.0683759	0.0649894	0.06048	0.0856568	0.141776	0.139122	0.0280023	0.459934	0.032881	0.0608833	53.9815	18.8563	37.75	0.00522478	1.03115	0.217141	0.0877524	0.000337647	0.000342707	0.000337693	0.0003451	0.000343032	0.000336305	0.00040297	0.000712016	0.000614517	0.00111442	0.000353746	0.000339603	0.000348402	0.000327775	0.000381766	0.000594142	0.000733815	0.000930699	0.108522	0.339149	0.0474028	0.068863	0.40025	0.0358132	0.184853	0.31439	0.324114	0.176643
3650	-2731.57	-2742.23	10.6578	0.051257	0.048504	0.0442332	0.0490381	0.0703003	0.0572593	0.0577428	0.0561471	0.239413	0.396346	0.0724058	0.0650076	0.0542042	0.0649894	0.0572307	0.07579	0.0757693	0.219254	0.0676589	0.652839	0.0359791	0.103638	47.5195	18.8645	34.0515	0.00546337	2.64673	0.211786	0.097494	0.000296354	0.000280567	0.0002689	0.000331747	0.000389828	0.000333995	0.00036477	0.000360354	0.00125293	0.00166122	0.00037537	0.000355111	0.0003256	0.000333867	0.000363371	0.000414012	0.00080591	0.00117746	0.0802258	0.355462	0.0483541	0.0785894	0.372078	0.0652908	0.187168	0.309563	0.320991	0.182279
