Iteration	Posterior	Likelihood	Prior	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	concentration	n_cats	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
25150	-2803.88	-2743.78	-60.1045	0.154259	0.197407	0.154259	0.154259	0.120421	0.120421	0.154259	0.120421	0.154259	0.351179	0.120421	0.154259	0.120421	0.154259	0.154259	0.120421	0.120421	0.197407	0.0760016	0.268836	0.103946	0.0279444	46.6492	17.3963	36.824	0.00522821	0.753479	4	0.156834	0.0699892	0.426486	0.0681144	0.058846	0.303169	0.0733951	0.176687	0.326948	0.315965	0.180399
25160	-2798.27	-2746.26	-52.0146	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.124669	0.742497	0.0850097	0.657184	0.247975	0.162965	53.5053	17.3879	40.3166	0.00506986	0.753479	2	0.158992	0.0546469	0.365333	0.0811924	0.101385	0.308158	0.089284	0.175987	0.356356	0.30243	0.165226
25170	-2794.23	-2742.21	-52.0211	0.08831	0.08831	0.310782	0.08831	0.08831	0.08831	0.08831	0.08831	0.103977	0.310782	0.08831	0.08831	0.08831	0.08831	0.08831	0.08831	0.08831	0.08831	0.037537	0.22073	0.0481695	0.0106325	51.2712	20.2871	46.0428	0.00552073	0.753479	3	0.113899	0.0685473	0.413489	0.053425	0.0780606	0.276813	0.109665	0.174128	0.337106	0.325285	0.163481
25180	-2796.57	-2742.98	-53.5876	0.113452	0.113452	0.278845	0.113452	0.278845	0.113452	0.113452	0.113452	0.113452	0.278845	0.113452	0.278845	0.113452	0.291646	0.113452	0.113452	0.113452	0.278845	0.0286011	0.589819	0.069728	0.0411269	51.7608	16.5248	39.4492	0.00546994	0.753479	3	0.169294	0.044539	0.367516	0.0439827	0.0764781	0.41981	0.0476743	0.192736	0.313823	0.340589	0.152852
25190	-2801.26	-2748	-53.2616	0.0962726	0.309635	0.309635	0.0962726	0.0962726	0.309635	0.0962726	0.0962726	0.0962726	0.309635	0.0962726	0.0962726	0.309635	0.0962726	0.0962726	0.0962726	0.309635	0.309635	0.0211621	0.445392	0.0381569	0.0169948	47.7657	18.8865	34.5757	0.00521361	0.753479	2	0.179247	0.0342993	0.390899	0.0338709	0.0588954	0.38387	0.0981655	0.178081	0.311827	0.342085	0.168006
25200	-2798.89	-2745.29	-53.6016	0.108121	0.108121	0.466478	0.108121	0.108121	0.108121	0.108121	0.108121	0.108121	0.403566	0.403566	0.108121	0.108121	0.108121	0.108121	0.108121	0.108121	0.108121	0.0474042	0.586979	0.114774	0.0673702	48.9069	18.4689	41.736	0.00460266	0.753479	3	0.160857	0.0535416	0.366261	0.0412576	0.115873	0.388169	0.0348975	0.157487	0.325541	0.342719	0.174253
25210	-2794.19	-2744.9	-49.2925	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.104355	0.984881	0.0411894	0.447413	0.0745393	0.0333499	57.1188	18.8027	41.9525	0.00521505	0.753479	2	0.153273	0.0765861	0.392977	0.0851105	0.0951255	0.326988	0.0232125	0.167971	0.326944	0.3272	0.177884
25220	-2792.2	-2746.49	-45.7145	0.155573	0.428209	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.155573	0.737041	0.0303867	0.44811	0.0550593	0.0246726	49.3826	16.892	36.1526	0.00553952	0.753479	3	0.203023	0.0748426	0.350196	0.0630587	0.0704788	0.388689	0.0527348	0.16732	0.335667	0.337229	0.159784
25230	-2788.51	-2743.94	-44.5684	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.124922	0.684575	0.0386953	0.24394	0.0511801	0.0124849	50.3638	19.2034	36.5616	0.00510783	0.753479	2	0.156014	0.0662571	0.379491	0.0691236	0.0623939	0.376049	0.0466854	0.170922	0.347151	0.313413	0.168514
25240	-2799.32	-2746.3	-53.0139	0.147016	0.343136	0.343136	0.147016	0.343136	0.147016	0.36862	0.147016	0.147016	0.36862	0.147016	0.147016	0.147016	0.147016	0.147016	0.147016	0.147016	0.147016	0.039473	0.28244	0.0550101	0.015537	44.6385	17.2946	36.7223	0.00521972	0.753479	3	0.204326	0.0661244	0.338892	0.0689852	0.062269	0.389344	0.074385	0.159837	0.347042	0.317797	0.175324
25250	-2798.6	-2748.29	-50.3154	0.135019	0.135019	0.135019	0.135019	0.135019	0.135019	0.135019	0.135019	0.135019	0.135019	0.135019	0.135019	0.370011	0.135019	0.135019	0.135019	0.135019	0.983254	0.0201061	0.790031	0.0957577	0.0756516	51.7825	18.2096	39.447	0.00594129	0.753479	3	0.195199	0.0633902	0.386777	0.0452729	0.0499887	0.351676	0.102895	0.185212	0.327954	0.319253	0.167581
25260	-2788.06	-2743.62	-44.4412	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.345881	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.0998015	0.0626118	0.240619	0.0824512	0.0198394	46.1305	20.2153	41.2574	0.00546835	0.753479	2	0.113473	0.0583307	0.364653	0.0867712	0.0459989	0.349564	0.0946823	0.192525	0.320053	0.323417	0.164005
25270	-2802.58	-2749.51	-53.0631	0.140446	0.140446	0.536317	0.140446	0.536317	0.66476	0.140446	0.140446	0.140446	0.140446	0.140446	0.140446	0.140446	0.140446	0.140446	0.140446	0.140446	0.66476	0.0215075	0.755748	0.0880544	0.0665469	53.6338	17.3667	36.6424	0.0056592	0.753479	3	0.242689	0.0942757	0.335559	0.0798483	0.081514	0.321674	0.0871282	0.168857	0.305504	0.356778	0.168861
25280	-2797.92	-2754.84	-43.0823	0.159442	0.159442	0.159442	0.159442	0.159442	0.159442	0.159442	0.159442	0.159442	0.32918	0.159442	0.159442	0.159442	0.159442	0.159442	0.159442	0.159442	0.159442	0.0183926	0.652999	0.0530045	0.0346119	50.2798	16.3534	36.9994	0.00549687	0.753479	2	0.168872	0.0341174	0.426761	0.0746883	0.111583	0.256797	0.0960525	0.192448	0.335371	0.306528	0.165653
25290	-2797.61	-2749.92	-47.6906	0.148356	0.148356	0.148356	0.148356	0.271017	0.148356	0.148356	0.148356	0.148356	0.271017	0.148356	0.148356	0.148356	0.148356	0.148356	0.148356	0.148356	0.271017	0.0462188	0.368718	0.0732142	0.0269954	46.2565	19.379	36.3042	0.00513772	0.753479	2	0.1688	0.0281713	0.394117	0.056707	0.0973166	0.344376	0.0793122	0.183023	0.355405	0.29876	0.162812
25300	-2790.11	-2744.38	-45.7339	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.41469	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.0751872	0.0289846	0.428022	0.0506743	0.0216897	51.6847	20.2898	48.4056	0.00523098	0.753479	2	0.0940485	0.0515453	0.417667	0.0540337	0.092729	0.324033	0.0599919	0.179691	0.345816	0.310774	0.163719
25310	-2787.83	-2741.09	-46.735	0.124407	0.124407	0.124407	0.124407	0.124407	0.124407	0.124407	0.124407	0.124407	0.334336	0.124407	0.124407	0.124407	0.124407	0.124407	0.124407	0.124407	0.124407	0.0482763	0.0738449	0.0521255	0.0038492	53.9573	17.2309	37.6124	0.00509466	0.753479	2	0.136069	0.056872	0.436277	0.033728	0.0630421	0.372634	0.0374471	0.176088	0.337001	0.317712	0.169199
25320	-2791.04	-2745.37	-45.6683	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.410745	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.0979155	0.0254141	0.566562	0.0586338	0.0332197	45.9092	21.1533	40.7651	0.0058985	0.753479	2	0.115295	0.0560542	0.33986	0.033243	0.117047	0.390666	0.0631295	0.177705	0.33221	0.314341	0.175744
25330	-2801.37	-2757.42	-43.9562	0.107804	0.107804	0.107804	0.107804	0.107804	0.107804	0.107804	0.107804	0.107804	0.568715	0.107804	0.107804	0.107804	0.107804	0.107804	0.107804	0.107804	0.107804	0.0224236	0.44322	0.0402737	0.0178501	47.4605	16.7167	36.7126	0.00538193	0.753479	2	0.13341	0.0427557	0.350971	0.0516442	0.0892782	0.352813	0.112537	0.168804	0.343477	0.315102	0.172617
25340	-2793.46	-2745.76	-47.7002	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.338558	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.0966244	0.0592425	0.108897	0.0664823	0.00723974	51.1873	19.9025	47.0768	0.00494233	0.753479	2	0.110065	0.0408957	0.360241	0.0626713	0.0910847	0.337465	0.107642	0.200753	0.313708	0.315165	0.170374
25350	-2789.39	-2744.13	-45.259	0.118145	0.118145	0.118145	0.118145	0.118145	0.118145	0.118145	0.118145	0.118145	0.411694	0.118145	0.118145	0.118145	0.118145	0.118145	0.118145	0.118145	0.118145	0.0303907	0.52863	0.0644732	0.0340824	48.6478	19.0724	45.5865	0.00486332	0.753479	2	0.134453	0.0971213	0.372142	0.0405432	0.0580529	0.374362	0.057779	0.196875	0.315723	0.31768	0.169722
25360	-2785.35	-2742.53	-42.8232	0.114453	0.114453	0.114453	0.114453	0.114453	0.114453	0.114453	0.114453	0.114453	0.375169	0.114453	0.114453	0.114453	0.114453	0.114453	0.114453	0.114453	0.114453	0.0372064	0.406142	0.062652	0.0254456	49.1043	17.354	39.5445	0.00523495	0.753479	2	0.128937	0.0403203	0.383638	0.0585792	0.058118	0.374781	0.0845629	0.190406	0.316042	0.322093	0.171458
25370	-2796.29	-2751.42	-44.8678	0.130829	0.130829	0.130829	0.130829	0.130829	0.130829	0.130829	0.130829	0.130829	0.401137	0.130829	0.130829	0.130829	0.130829	0.130829	0.130829	0.130829	0.130829	0.0602229	0.270165	0.0825159	0.0222929	45.2511	18.2807	42.9578	0.00516674	0.753479	2	0.145846	0.0702389	0.300562	0.0513284	0.0652401	0.444499	0.0681311	0.180328	0.304206	0.352933	0.162534
25380	-2796.06	-2745.3	-50.7611	0.0984893	0.0984893	0.283441	0.0984893	0.0984893	0.0984893	0.0984893	0.0984893	0.0984893	0.283441	0.0984893	0.0984893	0.0984893	0.0984893	0.0984893	0.0984893	0.0984893	0.283441	0.0496693	0.6002	0.124235	0.074566	50.3604	16.844	43.9048	0.00575977	0.753479	2	0.129315	0.0719721	0.307979	0.0525951	0.0668501	0.455468	0.0451357	0.183439	0.324111	0.321802	0.170648
25390	-2785.28	-2740.8	-44.4798	0.103094	0.103094	0.103094	0.103094	0.103094	0.103094	0.103094	0.103094	0.103094	0.290404	0.103094	0.103094	0.103094	0.103094	0.103094	0.103094	0.103094	0.103094	0.0177049	0.762747	0.0746245	0.0569196	50.7648	18.2144	43.5335	0.00552462	0.753479	2	0.1135	0.0708476	0.411447	0.0517733	0.0658056	0.343599	0.0565277	0.17818	0.327768	0.310809	0.183244
25400	-2791.48	-2745.93	-45.5482	0.151047	0.151047	0.151047	0.151047	0.151047	0.151047	0.151047	0.151047	0.151047	0.300526	0.151047	0.151047	0.151047	0.151047	0.151047	0.151047	0.151047	0.300526	0.0550883	0.293783	0.0780048	0.0229165	46.0705	16.6052	36.7036	0.00516846	0.753479	2	0.167656	0.0635094	0.36883	0.070113	0.0825957	0.349261	0.0656904	0.167732	0.33042	0.325873	0.175976
25410	-2795.03	-2743.06	-51.9687	0.0897631	0.0897631	0.0897631	0.0897631	0.0897631	0.0897631	0.0897631	0.0897631	0.0897631	0.155295	0.0897631	0.0897631	0.0897631	0.0897631	0.0897631	0.0897631	0.0897631	0.545163	0.031627	0.463046	0.0589008	0.0272738	57.4466	20.3469	45.1846	0.00564108	0.753479	3	0.118704	0.0498008	0.414141	0.054979	0.0647673	0.364801	0.051511	0.160257	0.317102	0.332373	0.190267
25420	-2794.97	-2747.29	-47.6804	0.136301	0.136301	0.136301	0.136301	0.37431	0.136301	0.136301	0.136301	0.136301	0.37431	0.136301	0.136301	0.136301	0.136301	0.136301	0.136301	0.136301	0.136301	0.0528461	0.158001	0.0627627	0.00991656	48.0377	21.7746	36.6846	0.00488398	0.753479	2	0.162747	0.0921855	0.397266	0.065478	0.0621282	0.33353	0.0494121	0.189001	0.328397	0.300664	0.181938
25430	-2784.98	-2741.13	-43.8475	0.10195	0.10195	0.10195	0.10195	0.10195	0.10195	0.10195	0.10195	0.10195	0.416425	0.10195	0.10195	0.10195	0.10195	0.10195	0.10195	0.10195	0.10195	0.0482559	0.363801	0.0758502	0.0275944	45.7755	18.3136	45.4407	0.00528471	0.753479	2	0.119421	0.0619182	0.323531	0.0786303	0.0746076	0.401976	0.0593372	0.17647	0.316107	0.335398	0.172025
25440	-2792.95	-2748.49	-44.4572	0.149518	0.149518	0.149518	0.149518	0.149518	0.149518	0.149518	0.149518	0.149518	0.355464	0.149518	0.149518	0.149518	0.149518	0.149518	0.149518	0.149518	0.149518	0.0540456	0.503217	0.108791	0.0547455	52.825	15.6438	40.2573	0.00501587	0.753479	2	0.160959	0.045294	0.386115	0.0441103	0.0624407	0.418634	0.043406	0.164008	0.331171	0.339708	0.165112
25450	-2791.15	-2746.45	-44.7024	0.111306	0.111306	0.111306	0.111306	0.111306	0.111306	0.111306	0.111306	0.111306	0.4691	0.111306	0.111306	0.111306	0.111306	0.111306	0.111306	0.111306	0.111306	0.0422089	0.230204	0.0548313	0.0126224	44.5722	18.4416	43.2013	0.00542476	0.753479	2	0.131183	0.0429772	0.398425	0.0587365	0.0657231	0.389349	0.0447899	0.17514	0.328676	0.307587	0.188598
25460	-2803.96	-2749.72	-54.2361	0.0937371	0.0937371	0.0937371	0.252908	0.0937371	0.0937371	0.0937371	0.0937371	0.0937371	0.21278	0.21278	0.0937371	0.0937371	0.0937371	0.0937371	0.0937371	0.0937371	0.791959	0.0515223	0.134412	0.0595229	0.00800059	46.1442	19.8457	35.3049	0.00579982	0.753479	4	0.154597	0.0677993	0.332816	0.0457183	0.0939338	0.396618	0.0631149	0.190218	0.324317	0.309924	0.175542
25470	-2789.61	-2745.55	-44.0602	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.142856	0.759759	0.0334678	0.451327	0.0609976	0.0275299	48.7624	18.0791	34.6137	0.00507919	0.753479	2	0.177128	0.0703177	0.31332	0.0498331	0.0974228	0.41135	0.0577568	0.197979	0.311747	0.321458	0.168816
25480	-2806.11	-2746.94	-59.1679	0.114845	0.112678	0.114845	0.114845	0.112678	0.112678	0.114845	0.114845	0.112678	0.413984	0.114845	0.413984	0.114845	0.114845	0.112678	0.114845	0.112678	0.114845	0.0459706	0.647565	0.130437	0.0844664	50.9787	18.9262	48.8136	0.00548332	0.753479	3	0.14736	0.0602681	0.376725	0.0155937	0.0755246	0.423281	0.0486073	0.190901	0.329285	0.314599	0.165215
25490	-2809.95	-2744.85	-65.0982	0.120089	0.0705607	0.0705607	0.120089	0.120089	0.0705607	0.0705607	0.0705607	0.0705607	0.220234	0.0705607	0.0705607	0.120089	0.0705607	0.0705607	0.120089	0.120089	0.501308	0.026435	0.609986	0.0677797	0.0413446	56.9087	19.0135	50.2625	0.00490526	0.753479	4	0.119316	0.080373	0.390202	0.0296623	0.0621832	0.368293	0.0692859	0.173085	0.33795	0.320732	0.168233
25500	-2786.8	-2742.63	-44.1788	0.101408	0.101408	0.101408	0.101408	0.101408	0.101408	0.101408	0.101408	0.101408	0.338508	0.101408	0.101408	0.101408	0.101408	0.101408	0.101408	0.101408	0.101408	0.0573355	0.33049	0.0856381	0.0283025	45.3332	16.985	39.1672	0.00538042	0.753479	2	0.11458	0.0409079	0.351587	0.0619195	0.0969647	0.382362	0.0662596	0.181167	0.326209	0.314437	0.178188
25510	-2796.27	-2745.05	-51.2205	0.0906908	0.0906908	0.428757	0.0906908	0.0906908	0.0906908	0.0906908	0.0906908	0.0906908	0.428757	0.0906908	0.0906908	0.0906908	0.0906908	0.0906908	0.0906908	0.0906908	0.0906908	0.00741438	0.598173	0.0184517	0.0110373	48.4125	22.1153	46.1208	0.00521377	0.753479	2	0.128254	0.02743	0.416854	0.0415189	0.0650178	0.396761	0.0524175	0.185053	0.3263	0.306636	0.18201
25520	-2796.18	-2747.84	-48.3353	0.0911271	0.0911271	0.0911271	0.299331	0.0911271	0.0911271	0.0911271	0.0911271	0.0911271	0.299331	0.0911271	0.0911271	0.0911271	0.0911271	0.0911271	0.0911271	0.0911271	0.0911271	0.0262066	0.640597	0.072917	0.0467104	50.4036	23.0752	44.0089	0.00566526	0.753479	2	0.114261	0.0288819	0.387091	0.0437166	0.0897346	0.379122	0.0714541	0.184216	0.345734	0.316082	0.153968
25530	-2792.51	-2744.04	-48.4692	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.356696	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.0955799	0.0813503	0.602194	0.204497	0.123147	48.1786	18.3258	44.4057	0.00523472	0.753479	2	0.110086	0.0588529	0.386067	0.0357904	0.111719	0.349073	0.0584988	0.187028	0.310215	0.330645	0.172111
25540	-2788.28	-2741.03	-47.2579	0.108844	0.108844	0.108844	0.108844	0.108844	0.108844	0.108844	0.108844	0.108844	0.240196	0.108844	0.108844	0.108844	0.108844	0.108844	0.108844	0.108844	0.108844	0.0389734	0.44986	0.0708427	0.0318693	56.1657	19.3826	40.6368	0.00568285	0.753479	2	0.116141	0.0648816	0.369414	0.0599866	0.070906	0.392246	0.0425657	0.188633	0.328991	0.312383	0.169993
25550	-2803.41	-2746.99	-56.4211	0.0985946	0.0890776	0.0985946	0.0985946	0.0985946	0.0890776	0.0890776	0.0985946	0.0985946	0.434013	0.0985946	0.0985946	0.0890776	0.0985946	0.0985946	0.0890776	0.0890776	0.0985946	0.057357	0.407999	0.0968865	0.0395296	45.7993	19.9631	38.06	0.00542683	0.753479	3	0.114057	0.0627197	0.367135	0.0579878	0.0757368	0.395273	0.0411473	0.171368	0.337934	0.309646	0.181052
25560	-2794.36	-2742.91	-51.4456	0.0870696	0.0870696	0.0870696	0.363621	0.0870696	0.0870696	0.0870696	0.0870696	0.0870696	0.363621	0.0870696	0.0870696	0.0870696	0.0870696	0.0870696	0.0870696	0.0870696	0.0870696	0.0554906	0.760298	0.231498	0.176008	51.6413	21.3182	43.8914	0.00534232	0.753479	2	0.117798	0.0572099	0.385096	0.0528937	0.0690835	0.375273	0.0604434	0.187776	0.332346	0.313167	0.166712
25570	-2784.79	-2739.98	-44.8019	0.10352	0.10352	0.10352	0.10352	0.10352	0.10352	0.10352	0.10352	0.10352	0.368839	0.10352	0.10352	0.10352	0.10352	0.10352	0.10352	0.10352	0.10352	0.058462	0.182282	0.0714941	0.013032	47.6677	20.1593	45.7885	0.00513628	0.753479	2	0.11826	0.0550312	0.392174	0.0508794	0.0827916	0.360982	0.0581417	0.18461	0.326744	0.315523	0.173123
25580	-2793.22	-2746.41	-46.8056	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.120745	0.43374	0.0290763	0.691339	0.0942015	0.0651252	55.6078	21.3688	37.2956	0.00564855	0.753479	2	0.138134	0.0559081	0.398422	0.0389614	0.0841108	0.348563	0.0740344	0.175837	0.3095	0.324797	0.189866
25590	-2791.59	-2744.5	-47.0877	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.119509	0.759235	0.0732677	0.191226	0.090591	0.0173233	53.3337	18.1699	38.3553	0.00532033	0.753479	2	0.15505	0.070705	0.357128	0.05088	0.0854918	0.339113	0.0966822	0.157902	0.337604	0.337299	0.167195
25600	-2790.56	-2745.64	-44.9131	0.128767	0.128767	0.128767	0.128767	0.128767	0.128767	0.128767	0.128767	0.128767	0.368858	0.128767	0.128767	0.128767	0.128767	0.128767	0.128767	0.128767	0.128767	0.0652751	0.50758	0.13256	0.0672846	47.4039	18.7411	43.3349	0.00503895	0.753479	2	0.142105	0.0560459	0.459989	0.0580469	0.0769	0.268805	0.0802127	0.177656	0.320693	0.33236	0.169291
25610	-2795.13	-2746.93	-48.1961	0.119481	0.119481	0.119481	0.119481	0.328531	0.119481	0.119481	0.119481	0.119481	0.328531	0.119481	0.119481	0.119481	0.119481	0.119481	0.119481	0.119481	0.328531	0.0596004	0.185653	0.073188	0.0135876	46.3652	19.6527	38.3616	0.00548179	0.753479	2	0.154323	0.0663848	0.316293	0.0481057	0.100831	0.384074	0.0843112	0.169239	0.304649	0.358929	0.167182
25620	-2791.07	-2742.7	-48.3696	0.112216	0.112216	0.378109	0.112216	0.112216	0.112216	0.112216	0.112216	0.112216	0.378109	0.112216	0.112216	0.112216	0.112216	0.112216	0.112216	0.112216	0.112216	0.0835007	0.241833	0.110135	0.0266343	48.2065	21.9771	44.557	0.00529049	0.753479	2	0.14176	0.0654548	0.363488	0.0376684	0.0789543	0.413656	0.0407784	0.185801	0.339929	0.314922	0.159348
25630	-2795.85	-2749.98	-45.8611	0.122752	0.122752	0.122752	0.122752	0.122752	0.122752	0.122752	0.122752	0.122752	0.381745	0.122752	0.122752	0.122752	0.122752	0.122752	0.122752	0.122752	0.122752	0.00671089	0.809778	0.0352792	0.0285683	46.1086	18.6657	36.8249	0.00525303	0.753479	2	0.13714	0.100634	0.381441	0.0380891	0.0757866	0.361482	0.0425673	0.176761	0.331238	0.338409	0.153592
25640	-2800.88	-2747.92	-52.9641	0.106904	0.106904	0.176323	0.106904	0.106904	0.106904	0.106904	0.106904	0.106904	0.369682	0.106904	0.106904	0.106904	0.106904	0.106904	0.106904	0.106904	0.369682	0.0842485	0.170625	0.101581	0.0173323	49.3089	20.8019	46.2261	0.00518036	0.753479	3	0.139958	0.0273998	0.363186	0.066836	0.0912458	0.415316	0.0360163	0.19037	0.354668	0.295462	0.159499
25650	-2790.97	-2746.42	-44.5457	0.120952	0.120952	0.120952	0.120952	0.120952	0.120952	0.120952	0.120952	0.120952	0.3763	0.120952	0.120952	0.120952	0.120952	0.120952	0.120952	0.120952	0.120952	0.0522442	0.225746	0.0674768	0.0152326	50.3827	18.298	40.1971	0.00507192	0.753479	2	0.135138	0.0489894	0.458191	0.0950858	0.083856	0.288553	0.0253248	0.166391	0.324386	0.319038	0.190185
25660	-2796.06	-2747.65	-48.4129	0.1331	0.1331	0.1331	0.1331	0.311025	0.1331	0.1331	0.1331	0.1331	0.311025	0.1331	0.1331	0.1331	0.1331	0.1331	0.1331	0.1331	0.1331	0.0790966	0.178214	0.0962497	0.0171531	50.1814	20.2524	38.3891	0.00512753	0.753479	2	0.152869	0.0588599	0.324992	0.0642452	0.0944899	0.415709	0.0417043	0.160174	0.333618	0.327243	0.178964
25670	-2790.08	-2745.93	-44.1552	0.129828	0.129828	0.129828	0.129828	0.129828	0.129828	0.129828	0.129828	0.129828	0.359154	0.129828	0.129828	0.129828	0.129828	0.129828	0.129828	0.129828	0.129828	0.0378135	0.207595	0.0477199	0.00990641	45.067	16.9877	36.9796	0.00511841	0.753479	2	0.142568	0.105477	0.429831	0.0538232	0.0552791	0.320651	0.034939	0.180743	0.321561	0.325269	0.172426
25680	-2787.71	-2743.65	-44.0579	0.125852	0.125852	0.125852	0.125852	0.125852	0.125852	0.125852	0.125852	0.125852	0.36912	0.125852	0.125852	0.125852	0.125852	0.125852	0.125852	0.125852	0.125852	0.0343838	0.296796	0.0488959	0.0145121	45.9395	18.86	45.0845	0.00514071	0.753479	2	0.139367	0.0890426	0.4116	0.045437	0.0675335	0.356892	0.0294951	0.170452	0.322566	0.336688	0.170294
25690	-2799.18	-2755.06	-44.1116	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.158033	0.425897	0.0513096	0.68132	0.161007	0.109697	49.7607	21.6566	36.8968	0.00532283	0.753479	2	0.172914	0.0686804	0.36679	0.0566764	0.0672225	0.389264	0.0513663	0.180544	0.333086	0.315963	0.170407
25700	-2789.63	-2746.95	-42.6795	0.133364	0.133364	0.133364	0.133364	0.133364	0.133364	0.133364	0.133364	0.133364	0.321357	0.133364	0.133364	0.133364	0.133364	0.133364	0.133364	0.133364	0.133364	0.0381718	0.464956	0.0713434	0.0331715	48.8651	18.0571	37.2447	0.00533102	0.753479	2	0.143808	0.0861116	0.275643	0.0639573	0.0752196	0.434666	0.0644031	0.199111	0.326825	0.319088	0.154976
25710	-2792.74	-2744.65	-48.0912	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.0983092	0.869279	0.0491683	0.117867	0.055738	0.00656969	51.4927	18.134	38.7596	0.00584238	0.753479	2	0.141141	0.0349512	0.418509	0.0615185	0.0639405	0.357799	0.0632813	0.186252	0.343451	0.315932	0.154366
25720	-2793.23	-2747.74	-45.4937	0.119494	0.119494	0.119494	0.119494	0.119494	0.119494	0.119494	0.119494	0.119494	0.403305	0.119494	0.119494	0.119494	0.119494	0.119494	0.119494	0.119494	0.119494	0.0161583	0.775673	0.0720301	0.0558718	52.1676	20.7021	46.1503	0.00509551	0.753479	2	0.135261	0.0839113	0.290065	0.0470125	0.0943011	0.381532	0.103178	0.17621	0.339251	0.325499	0.159041
25730	-2800.05	-2746.66	-53.3914	0.109052	0.109052	0.109052	0.109052	0.109052	0.315821	0.109052	0.109052	0.109052	0.315821	0.109052	0.109052	0.315821	0.109052	0.109052	0.109052	0.148043	0.109052	0.0578588	0.135596	0.0669349	0.00907608	51.2533	19.4471	44.2499	0.00534281	0.753479	3	0.14568	0.0941691	0.337701	0.0416029	0.0663746	0.422131	0.0380217	0.163806	0.317282	0.344094	0.174818
25740	-2793.17	-2747.56	-45.6052	0.097892	0.097892	0.097892	0.097892	0.097892	0.097892	0.097892	0.097892	0.097892	0.411569	0.097892	0.097892	0.097892	0.097892	0.097892	0.097892	0.097892	0.097892	0.0273534	0.512075	0.0560607	0.0287073	45.2774	19.2006	45.1752	0.00500116	0.753479	2	0.115318	0.0571022	0.398767	0.0823075	0.0531245	0.383096	0.0256023	0.189043	0.32745	0.333649	0.149859
25750	-2796.66	-2750.32	-46.342	0.1016	0.1016	0.1016	0.1016	0.1016	0.1016	0.1016	0.1016	0.1016	0.505964	0.1016	0.1016	0.1016	0.1016	0.1016	0.1016	0.1016	0.1016	0.0681967	0.209756	0.0862983	0.0181016	49.4664	22.0668	40.8966	0.00499685	0.753479	2	0.124065	0.0543708	0.361641	0.0527928	0.0715722	0.356614	0.103009	0.186725	0.305399	0.339106	0.168771
