Iteration	Posterior	Likelihood	Prior	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	concentration	n_cats	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
6340	-2797.35	-2747.47	-49.8756	0.148445	0.148445	0.420437	0.148445	0.148445	0.148445	0.148445	0.148445	0.148445	0.212514	0.148445	0.420437	0.148445	0.148445	0.148445	0.148445	0.148445	0.420437	0.055406	0.336533	0.0835098	0.0281038	48.0121	17.1708	37.9233	0.00540571	0.753479	3	0.197336	0.0750718	0.34104	0.0630093	0.0647837	0.349702	0.106392	0.184923	0.349204	0.308006	0.157866
6350	-2795.11	-2744.76	-50.3502	0.113933	0.113933	0.113933	0.401673	0.113933	0.113933	0.113933	0.113933	0.113933	0.470617	0.113933	0.113933	0.113933	0.113933	0.113933	0.113933	0.113933	0.113933	0.0294214	0.759927	0.122552	0.0931305	49.9021	19.6501	45.4188	0.00471717	0.753479	3	0.149734	0.0541862	0.389459	0.0662839	0.0569974	0.346825	0.0862487	0.190555	0.332573	0.305963	0.170908
6360	-2791.01	-2743.95	-47.063	0.10661	0.10661	0.10661	0.10661	0.10661	0.10661	0.10661	0.10661	0.10661	0.38569	0.10661	0.10661	0.453209	0.10661	0.10661	0.10661	0.10661	0.10661	0.038142	0.730285	0.141416	0.103274	49.7617	19.0984	45.1377	0.00563475	0.753479	3	0.14137	0.0410057	0.389075	0.0552564	0.0611362	0.402594	0.0509324	0.184746	0.312699	0.342748	0.159808
6370	-2788.75	-2739.16	-49.584	0.102307	0.102307	0.102307	0.102307	0.102307	0.102307	0.102307	0.102307	0.102307	0.257272	0.102307	0.102307	0.102307	0.102307	0.102307	0.102307	0.102307	0.257272	0.0403819	0.320703	0.0594466	0.0190647	54.8379	20.7132	46.811	0.005501	0.753479	2	0.119525	0.0675263	0.374236	0.0579729	0.0807558	0.366073	0.0534363	0.172243	0.339001	0.325664	0.163092
6380	-2800.48	-2742.78	-57.6968	0.111456	0.120902	0.120902	0.120902	0.120902	0.120902	0.120902	0.111456	0.120902	0.314755	0.120902	0.111456	0.120902	0.120902	0.120902	0.111456	0.120902	0.111456	0.0155232	0.572209	0.0362869	0.0207637	44.309	17.2319	42.3591	0.00572432	0.753479	3	0.129048	0.0571369	0.355262	0.0868952	0.0683309	0.357427	0.0749481	0.177229	0.317748	0.334074	0.170949
6390	-2788.6	-2744.85	-43.755	0.136395	0.136395	0.136395	0.136395	0.136395	0.136395	0.136395	0.136395	0.136395	0.345392	0.136395	0.136395	0.136395	0.136395	0.136395	0.136395	0.136395	0.136395	0.00936984	0.882527	0.0797616	0.0703918	45.6853	18.9889	38.7331	0.00535461	0.753479	2	0.148006	0.0451846	0.346758	0.0687178	0.103981	0.376089	0.0592699	0.18784	0.339041	0.320088	0.153032
6400	-2801.24	-2749.8	-51.4345	0.109649	0.109649	0.109649	1.0287	0.109649	0.692814	0.109649	0.109649	0.109649	0.109649	0.109649	0.109649	0.109649	0.109649	0.109649	0.109649	0.109649	1.0287	0.0455389	0.484477	0.0883355	0.0427965	49.6446	19.7663	42.8234	0.00549894	0.753479	3	0.244165	0.0449401	0.340627	0.0493664	0.102143	0.408717	0.0542065	0.180692	0.321398	0.333642	0.164267
6410	-2792.15	-2746.84	-45.3147	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.116733	0.508593	0.0341688	0.593631	0.0840832	0.0499144	53.5274	17.0334	33.9703	0.00579201	0.753479	2	0.138503	0.0743683	0.381876	0.117145	0.0759785	0.29049	0.0601425	0.175952	0.340358	0.324826	0.158863
6420	-2799.43	-2744.68	-54.7459	0.0800322	0.0800322	0.107759	0.0800322	0.0800322	0.0800322	0.0800322	0.0800322	0.0800322	0.335976	0.0800322	0.0800322	0.0800322	0.0800322	0.0800322	0.0800322	0.107759	0.0800322	0.0837721	0.311288	0.121636	0.0378637	49.9251	21.7152	47.8836	0.00552384	0.753479	3	0.0973321	0.0530448	0.393239	0.0527476	0.0577406	0.373222	0.0700063	0.193131	0.31426	0.318799	0.17381
6430	-2791.53	-2746.81	-44.7184	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.10657	0.737458	0.0360027	0.64947	0.102709	0.0667067	50.9608	16.9338	39.0112	0.00536699	0.753479	2	0.141619	0.0520678	0.358832	0.0425156	0.0839886	0.395275	0.0673208	0.208524	0.304784	0.313552	0.17314
6440	-2792.9	-2745.99	-46.9132	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.476516	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.0861214	0.056205	0.0950151	0.062106	0.005901	49.1418	21.8875	46.4368	0.00501289	0.753479	2	0.10781	0.0544338	0.356882	0.0550235	0.0832735	0.382897	0.06749	0.170302	0.323748	0.334244	0.171706
6450	-2794.96	-2748.1	-46.854	0.122763	0.122763	0.122763	0.122763	0.571166	0.122763	0.122763	0.122763	0.122763	0.122763	0.122763	0.122763	0.122763	0.122763	0.122763	0.122763	0.122763	0.571166	0.0256652	0.501452	0.0514799	0.0258147	50.1496	17.8067	34.9558	0.00569924	0.753479	2	0.172585	0.0418435	0.373971	0.0786369	0.0640128	0.389656	0.0518799	0.15937	0.354961	0.324383	0.161286
6460	-2792.28	-2744.01	-48.2722	0.100724	0.100724	0.100724	0.100724	0.100724	0.100724	0.100724	0.100724	0.100724	0.40653	0.100724	0.100724	0.100724	0.100724	0.100724	0.100724	0.100724	0.266278	0.0450838	0.535654	0.0970909	0.0520071	49.2814	18.3083	47.2247	0.00494315	0.753479	3	0.126911	0.0341847	0.374152	0.0747626	0.0936534	0.370458	0.0527893	0.15501	0.340067	0.328438	0.176485
6470	-2788.39	-2745.41	-42.9769	0.108164	0.108164	0.108164	0.108164	0.108164	0.108164	0.108164	0.108164	0.108164	0.290175	0.108164	0.108164	0.108164	0.108164	0.108164	0.108164	0.108164	0.108164	0.0472098	0.486793	0.0919897	0.0447799	48.4217	20.3192	42.4723	0.00541674	0.753479	2	0.118276	0.0757215	0.408358	0.0228938	0.0960564	0.318782	0.0781888	0.184567	0.32004	0.320482	0.174911
6480	-2790.29	-2741.32	-48.9696	0.0945825	0.0945825	0.347816	0.0945825	0.0945825	0.0945825	0.0945825	0.0945825	0.0945825	0.347816	0.0945825	0.0945825	0.0945825	0.0945825	0.0945825	0.0945825	0.0945825	0.0945825	0.0257237	0.599266	0.0641914	0.0384678	53.1157	18.3376	48.5266	0.00573881	0.753479	2	0.12272	0.0622496	0.327624	0.0623022	0.0789666	0.40083	0.0680277	0.177561	0.342921	0.307392	0.172126
6490	-2781.34	-2737.59	-43.7455	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.334609	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.0938427	0.0284449	0.649937	0.0812563	0.0528114	48.5409	19.396	44.9218	0.00546072	0.753479	2	0.107219	0.0598996	0.370835	0.0599502	0.0733002	0.388177	0.0478378	0.174444	0.319642	0.333424	0.17249
6500	-2791.87	-2746.46	-45.4024	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.499098	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.0986272	0.050512	0.250381	0.0673836	0.0168716	44.5413	19.2438	42.095	0.00566339	0.753479	2	0.120876	0.0630944	0.353087	0.0917856	0.0635984	0.378046	0.0503893	0.174693	0.317093	0.344923	0.163291
6510	-2789.06	-2742.6	-46.4542	0.150172	0.150172	0.150172	0.150172	0.150172	0.150172	0.150172	0.150172	0.150172	0.308091	0.150172	0.150172	0.150172	0.150172	0.150172	0.150172	0.150172	0.150172	0.0365963	0.534502	0.0786174	0.0420212	56.6145	17.4205	36.1598	0.00505273	0.753479	2	0.158945	0.0579295	0.407421	0.0308961	0.0672758	0.386297	0.0501802	0.180067	0.324563	0.321755	0.173614
6520	-2789.86	-2747.3	-42.5515	0.140344	0.140344	0.140344	0.140344	0.140344	0.140344	0.140344	0.140344	0.140344	0.359037	0.140344	0.140344	0.140344	0.140344	0.140344	0.140344	0.140344	0.140344	0.0351739	0.696119	0.115749	0.0805749	50.8933	18.8015	36.7423	0.00532395	0.753479	2	0.152494	0.0691904	0.350315	0.0343656	0.0928113	0.368901	0.084417	0.185902	0.317776	0.332182	0.16414
6530	-2792.01	-2744	-48.0164	0.111948	0.111948	0.111948	0.111948	0.827535	0.111948	0.111948	0.111948	0.111948	0.111948	0.111948	0.111948	0.111948	0.111948	0.111948	0.111948	0.111948	0.827535	0.0248023	0.443823	0.0445942	0.0197919	50.8492	19.7859	36.7439	0.00545931	0.753479	2	0.191458	0.0512314	0.345647	0.0564605	0.0744802	0.409952	0.062229	0.189684	0.315928	0.339552	0.154835
6540	-2788.43	-2744.69	-43.7394	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.165999	0.733511	0.0489575	0.583824	0.117636	0.0686788	48.8815	17.3962	34.3071	0.00495648	0.753479	2	0.197528	0.0521996	0.397213	0.0510849	0.0569225	0.389104	0.0534752	0.17718	0.355221	0.299989	0.167609
6550	-2790.59	-2741.01	-49.5764	0.088449	0.088449	0.088449	0.088449	0.088449	0.088449	0.088449	0.088449	0.088449	0.365536	0.088449	0.088449	0.088449	0.088449	0.088449	0.088449	0.088449	0.365536	0.0527035	0.589279	0.12832	0.075616	46.1365	18.6707	42.1068	0.00595429	0.753479	2	0.119236	0.0449303	0.410063	0.0439708	0.0950114	0.340131	0.0658941	0.167982	0.335793	0.329651	0.166574
6560	-2789.22	-2742.29	-46.9267	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	0.120287	1.0636	0.0292652	0.824671	0.166916	0.13765	50.3866	19.1025	38.4379	0.0056485	0.753479	2	0.172693	0.0614714	0.439385	0.0344528	0.0802866	0.301901	0.0825027	0.17816	0.341274	0.311126	0.16944
6570	-2800.44	-2748.66	-51.7794	0.14918	0.114528	0.14918	0.14918	0.14918	0.14918	0.14918	0.14918	0.14918	0.14918	0.14918	0.388037	0.14918	0.14918	0.14918	0.14918	0.14918	0.719648	0.0202213	0.361483	0.0316692	0.0114479	51.2575	18.9429	35.855	0.00524468	0.753479	4	0.192217	0.0580505	0.488405	0.0236994	0.0552274	0.317866	0.0567518	0.175863	0.33221	0.324672	0.167256
6580	-2795.43	-2751.94	-43.4846	0.114295	0.114295	0.114295	0.114295	0.114295	0.114295	0.114295	0.114295	0.114295	0.481777	0.114295	0.114295	0.114295	0.114295	0.114295	0.114295	0.114295	0.114295	0.0390114	0.335069	0.0586698	0.0196584	49.8783	18.5031	39.9295	0.00534446	0.753479	2	0.134711	0.0623364	0.383229	0.0631831	0.049669	0.366224	0.0753578	0.175447	0.329313	0.344906	0.150334
6590	-2801.51	-2742.93	-58.5881	0.0860872	0.0860872	0.152694	0.335322	0.152694	0.0860872	0.152694	0.0860872	0.152694	0.335322	0.152694	0.0860872	0.152694	0.152694	0.152694	0.0860872	0.152694	0.152694	0.0588163	0.397001	0.0975397	0.0387234	46.887	18.1438	39.5942	0.00571558	0.753479	3	0.150784	0.0547928	0.352474	0.055537	0.083257	0.387701	0.0662384	0.180534	0.328179	0.311195	0.180091
6600	-2797.62	-2738.93	-58.6969	0.0974407	0.0979179	0.398653	0.0979179	0.0979179	0.0979179	0.0979179	0.0974407	0.0979179	0.398653	0.0974407	0.0979179	0.0979179	0.0979179	0.0979179	0.0979179	0.0979179	0.0979179	0.0516969	0.146892	0.0605983	0.0089014	50.2058	18.1632	48.3127	0.00482541	0.753479	3	0.131253	0.0493004	0.362317	0.0513395	0.0769644	0.398847	0.061232	0.185707	0.317432	0.335872	0.160989
6610	-2807.35	-2751.07	-56.2739	0.0991695	0.0991695	0.0991695	0.318126	0.318126	0.456689	0.0991695	0.0991695	0.0991695	0.320471	0.0991695	0.0991695	0.456689	0.0991695	0.0991695	0.0991695	0.0991695	0.0991695	0.0761491	0.279331	0.105665	0.0295154	50.5775	25.7719	42.2122	0.00541028	0.753479	4	0.175517	0.0521145	0.389824	0.0517184	0.0475524	0.41997	0.0388205	0.191376	0.334902	0.303873	0.169849
6620	-2793.73	-2746.05	-47.677	0.1392	0.1392	0.1392	0.1392	0.352014	0.1392	0.1392	0.1392	0.1392	0.352014	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.0385445	0.555767	0.0867665	0.048222	51.6289	16.6667	45.4707	0.00498724	0.753479	2	0.162846	0.0528105	0.39503	0.0382351	0.048709	0.425579	0.0396366	0.173017	0.328858	0.328753	0.169372
6630	-2790.36	-2744.07	-46.2871	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.133712	0.851866	0.0141693	0.764277	0.06011	0.0459406	47.6754	16.0115	36.2922	0.00488057	0.753479	2	0.173609	0.0458554	0.343005	0.0734947	0.0822465	0.397596	0.0578026	0.180266	0.333044	0.322592	0.164098
6640	-2795.77	-2744.68	-51.0926	0.106648	0.106648	0.238912	0.238912	0.106648	0.106648	0.106648	0.106648	0.106648	0.238912	0.106648	0.106648	0.106648	0.106648	0.106648	0.106648	0.238912	0.238912	0.0287901	0.401922	0.0481377	0.0193476	47.4047	20.3982	35.3621	0.00530682	0.753479	2	0.143388	0.0418796	0.386671	0.0869565	0.0815268	0.350175	0.052791	0.179462	0.315257	0.336173	0.169109
6650	-2799.57	-2753.25	-46.3175	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.323074	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.0907144	0.0506369	0.656034	0.147215	0.0965778	48.1146	22.5842	37.0926	0.00539078	0.753479	2	0.103623	0.0380909	0.381956	0.0718972	0.098227	0.309662	0.100166	0.187604	0.34388	0.303011	0.165505
6660	-2790.26	-2744.58	-45.6835	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.37462	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.0919478	0.0270583	0.618935	0.071007	0.0439487	46.4925	17.6414	44.746	0.00588549	0.753479	2	0.107652	0.10474	0.375184	0.0489392	0.0893234	0.313632	0.0681815	0.163496	0.340429	0.320534	0.175541
6670	-2795.86	-2748.83	-47.0355	0.107637	0.107637	0.107637	0.107637	0.107637	0.107637	0.107637	0.107637	0.107637	0.416384	0.107637	0.107637	0.107637	0.107637	0.107637	0.278684	0.107637	0.107637	0.0199713	0.582228	0.0478044	0.0278331	45.6419	16.9886	39.9593	0.00542483	0.753479	3	0.134292	0.0358046	0.421118	0.0549308	0.100259	0.340303	0.0475843	0.17433	0.312633	0.339913	0.173124
6680	-2806.46	-2750.79	-55.6677	0.101909	0.101909	0.101909	0.101909	0.101909	0.2302	0.54934	0.101909	0.101909	0.324439	0.2302	0.101909	0.54934	0.2302	0.101909	0.101909	0.101909	0.101909	0.0433452	0.708365	0.148629	0.105283	46.0883	17.4803	43.1308	0.00533121	0.753479	4	0.185368	0.108051	0.379573	0.0737119	0.0973484	0.299444	0.041871	0.189337	0.340132	0.305827	0.164703
6690	-2795.83	-2748.89	-46.9377	0.161371	0.161371	0.161371	0.161371	0.119995	0.161371	0.161371	0.161371	0.161371	0.161371	0.161371	0.161371	0.161371	0.161371	0.161371	0.161371	0.161371	0.558052	0.0238255	0.577405	0.0563791	0.0325536	50.4213	18.6196	36.6849	0.00548474	0.753479	3	0.18111	0.0992507	0.361916	0.0390382	0.0970153	0.364319	0.0384608	0.195777	0.318005	0.303777	0.182441
6700	-2786.64	-2740.2	-46.4384	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.152833	0.868916	0.0413267	0.262161	0.0560105	0.0146838	52.0654	17.327	36.4702	0.00491751	0.753479	2	0.192616	0.074968	0.389019	0.0425156	0.0815783	0.339746	0.0721737	0.186013	0.32064	0.324556	0.168791
6710	-2789.05	-2745.43	-43.6167	0.111675	0.111675	0.111675	0.111675	0.111675	0.111675	0.111675	0.111675	0.111675	0.4004	0.111675	0.111675	0.111675	0.111675	0.111675	0.111675	0.111675	0.111675	0.0186002	0.707701	0.0636341	0.0450339	46.1617	18.6206	35.4023	0.00540221	0.753479	2	0.127715	0.0637576	0.354729	0.0730561	0.114437	0.332639	0.0613811	0.171447	0.328459	0.330934	0.16916
6720	-2800.07	-2747	-53.073	0.0994374	0.377827	0.377827	0.0994374	0.0994374	0.0994374	0.0994374	0.0994374	0.0994374	0.377827	0.0994374	0.377827	0.0994374	0.377827	0.0994374	0.0994374	0.0994374	0.0994374	0.0288843	0.828735	0.168653	0.139769	46.5473	20.8666	38.4155	0.00582577	0.753479	2	0.176768	0.0711598	0.363471	0.0193084	0.0917835	0.391076	0.0632016	0.203747	0.293391	0.332334	0.170529
6730	-2795.93	-2746	-49.9282	0.13452	0.13452	0.344042	0.344042	0.344042	0.344042	0.13452	0.13452	0.13452	0.344042	0.13452	0.13452	0.13452	0.13452	0.13452	0.13452	0.13452	0.13452	0.0475291	0.304467	0.0683349	0.0208057	47.2486	17.9157	41.9618	0.00546568	0.753479	2	0.192721	0.067251	0.332908	0.0416285	0.0917982	0.407951	0.058463	0.166839	0.309399	0.333897	0.189865
6740	-2806.71	-2746.19	-60.5137	0.0837849	0.102254	0.387736	0.0837849	0.102254	0.102254	0.0837849	0.102254	0.102254	0.387736	0.387736	0.102254	0.0837849	0.102254	0.102254	0.102254	0.102254	0.0837849	0.0384914	0.286586	0.0539538	0.0154624	47.8449	17.6972	43.7276	0.00583982	0.753479	3	0.144704	0.0636785	0.420732	0.0348212	0.0534743	0.338242	0.0890519	0.153832	0.328873	0.344011	0.173283
6750	-2794.32	-2747.71	-46.6056	0.106218	0.297431	0.106218	0.106218	0.106218	0.106218	0.106218	0.106218	0.106218	0.297431	0.106218	0.106218	0.106218	0.106218	0.106218	0.106218	0.106218	0.106218	0.0333451	0.329686	0.0497455	0.0164004	49.5143	19.7634	41.5776	0.00565493	0.753479	2	0.127464	0.0620632	0.36377	0.0352344	0.0521179	0.410156	0.0766593	0.182147	0.332608	0.307363	0.177881
6760	-2791.25	-2746.55	-44.7018	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.118463	0.630995	0.02374	0.518896	0.0493449	0.0256049	51.584	19.8097	35.1225	0.00551122	0.753479	2	0.146937	0.0801222	0.382434	0.0357902	0.0738969	0.354982	0.0727741	0.183984	0.344898	0.323765	0.147353
6770	-2799.15	-2746.36	-52.7963	0.0856535	0.0856535	0.0856535	0.0856535	0.0856535	0.0856535	0.0856535	0.0856535	0.0856535	0.344886	0.0856535	0.0856535	0.0856535	0.0856535	0.210311	0.0856535	0.210311	0.0856535	0.0658868	0.36365	0.103539	0.0376518	47.7896	20.0468	36.1496	0.00597588	0.753479	3	0.113906	0.0749918	0.330338	0.0314272	0.071907	0.42257	0.0687657	0.177999	0.316109	0.339248	0.166644
6780	-2816.7	-2770.58	-46.1135	0.103718	0.103718	0.103718	0.103718	0.103718	0.103718	0.103718	0.103718	0.103718	0.701581	0.103718	0.103718	0.103718	0.103718	0.103718	0.103718	0.103718	0.103718	0.0267001	0.804265	0.136409	0.109709	44.7704	16.6482	40.8147	0.00548222	0.753479	2	0.136933	0.0839509	0.405481	0.0944617	0.048865	0.290261	0.076981	0.170069	0.323546	0.345549	0.160836
6790	-2797.24	-2745.31	-51.9346	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	0.125839	1.47373	0.0524906	0.341792	0.0797477	0.0272571	43.2763	17.9416	34.2345	0.00597356	0.753479	2	0.200722	0.0674365	0.382341	0.0803771	0.0405005	0.354133	0.0752113	0.179905	0.337254	0.312981	0.16986
6800	-2789.93	-2745.66	-44.2723	0.103721	0.103721	0.103721	0.103721	0.103721	0.103721	0.103721	0.103721	0.103721	0.412008	0.103721	0.103721	0.103721	0.103721	0.103721	0.103721	0.103721	0.103721	0.0553463	0.0983852	0.0613858	0.00603945	47.1935	17.1401	40.6604	0.0052781	0.753479	2	0.120848	0.0647303	0.354594	0.0771516	0.0388752	0.392456	0.0721931	0.196806	0.331201	0.311303	0.16069
6810	-2796.38	-2748.44	-47.9388	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.325446	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.0289719	0.724472	0.105151	0.0761787	57.1202	19.1085	52.5568	0.00534302	0.753479	2	0.122714	0.0801956	0.325641	0.098201	0.0365355	0.391578	0.0678481	0.178791	0.328356	0.309106	0.183747
6820	-2793.83	-2745.49	-48.3352	0.111995	0.111995	0.111995	0.111995	0.111995	0.111995	0.111995	0.111995	0.111995	0.429549	0.111995	0.111995	0.111995	0.111995	0.111995	0.111995	0.111995	0.429549	0.0259936	0.745461	0.10212	0.0761266	46.8462	18.5316	43.6761	0.00488037	0.753479	2	0.147279	0.0827537	0.344011	0.0957867	0.0501578	0.38709	0.0402002	0.182794	0.307903	0.323849	0.185454
6830	-2803.16	-2749.88	-53.2809	0.0991911	0.0991911	0.0991911	0.0991911	0.307912	0.0991911	0.0991911	0.0991911	0.0991911	0.307912	0.0991911	0.307912	0.0991911	0.0991911	0.0991911	0.307912	0.0991911	0.273504	0.0134912	0.778549	0.060922	0.0474308	47.1398	16.9797	34.6618	0.00513699	0.753479	3	0.155258	0.0636686	0.305209	0.0736958	0.0772286	0.423034	0.0571642	0.163737	0.341565	0.326424	0.168275
6840	-2797.1	-2740.99	-56.1096	0.0642299	0.0642299	0.10589	0.10589	0.10589	0.10589	0.10589	0.0642299	0.10589	0.349803	0.0642299	0.10589	0.10589	0.0642299	0.10589	0.10589	0.10589	0.10589	0.0394176	0.306383	0.056829	0.0174114	47.3845	20.1551	43.2952	0.00552099	0.753479	3	0.107868	0.0675288	0.402368	0.0593265	0.103201	0.320096	0.0474795	0.178533	0.325149	0.331702	0.164616
6850	-2789.46	-2744.57	-44.8887	0.109822	0.109822	0.109822	0.109822	0.109822	0.109822	0.109822	0.109822	0.109822	0.399957	0.109822	0.109822	0.109822	0.109822	0.109822	0.109822	0.109822	0.109822	0.0226889	0.793098	0.10966	0.0869715	50.803	17.8562	49.2686	0.00538507	0.753479	2	0.12594	0.0674845	0.379597	0.0624549	0.108643	0.335763	0.0460581	0.188986	0.305445	0.329384	0.176186
6860	-2792.47	-2743.09	-49.3818	0.102144	0.102144	0.102144	0.102144	0.102144	0.102144	0.102144	0.102144	0.102144	0.330495	0.102144	0.330495	0.102144	0.102144	0.102144	0.102144	0.102144	0.287365	0.039912	0.132803	0.0460242	0.00611216	47.9881	20.2827	37.0375	0.00549636	0.753479	3	0.137806	0.0787525	0.354992	0.0393878	0.0711242	0.395817	0.059926	0.16005	0.324581	0.341789	0.17358
6870	-2787.36	-2741.6	-45.7632	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.340045	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.0960412	0.0516107	0.400681	0.0861156	0.0345049	47.5341	17.9997	43.5642	0.00597318	0.753479	2	0.109597	0.088731	0.375582	0.0323925	0.10415	0.32552	0.0736244	0.182879	0.330462	0.31438	0.172279
6880	-2794.83	-2745.5	-49.3296	0.127205	0.119999	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.127205	0.433787	0.0244203	0.435961	0.0432955	0.0188751	54.4116	17.2663	36.6513	0.00551738	0.753479	3	0.143837	0.0609859	0.442499	0.0323683	0.0700164	0.340898	0.0532322	0.185571	0.33815	0.299991	0.176288
6890	-2791.03	-2742.48	-48.5431	0.135032	0.135032	0.135032	0.135032	0.135032	0.135032	0.135032	0.135032	0.135032	0.135032	0.135032	0.135032	0.282416	0.135032	0.135032	0.135032	0.135032	0.370275	0.0308601	0.703261	0.103997	0.0731373	56.2129	18.5995	36.8578	0.00542177	0.753479	3	0.156289	0.0595615	0.376058	0.0380697	0.0683812	0.385982	0.0719481	0.180652	0.331925	0.313881	0.173542
6900	-2792.73	-2748.03	-44.6988	0.102281	0.102281	0.102281	0.102281	0.102281	0.102281	0.102281	0.102281	0.102281	0.320797	0.102281	0.102281	0.102281	0.102281	0.102281	0.102281	0.102281	0.102281	0.0200366	0.706773	0.0683314	0.0482948	48.9279	18.352	42.1826	0.00580784	0.753479	2	0.114421	0.0538515	0.392524	0.0571751	0.0616224	0.348978	0.0858486	0.214002	0.306559	0.312232	0.167207
6910	-2802.74	-2751.33	-51.4065	0.124884	0.124884	0.124884	0.124884	0.124884	0.304895	0.124884	0.124884	0.124884	0.316874	0.124884	0.124884	0.124884	0.316874	0.124884	0.327456	0.124884	0.124884	0.0155163	0.799841	0.0775201	0.0620038	48.1378	17.8472	44.0715	0.00529764	0.753479	4	0.167471	0.0957196	0.302637	0.0492603	0.0783793	0.420816	0.0531878	0.20559	0.338309	0.297899	0.158202
6920	-2799.76	-2749.34	-50.4218	0.137825	0.137825	0.137825	0.137825	0.137825	0.137825	0.137825	0.137825	0.137825	0.389011	0.389011	0.137825	0.389011	0.137825	0.137825	0.137825	0.137825	0.137825	0.0682073	0.0908345	0.0750219	0.00681457	43.4757	17.217	34.1926	0.00545123	0.753479	2	0.179689	0.0728368	0.323007	0.0539999	0.0793716	0.426144	0.0446405	0.176732	0.327494	0.343596	0.152178
6930	-2800.1	-2745.31	-54.7852	0.113146	0.113146	0.422445	0.422445	0.422445	0.113146	0.113146	0.113146	0.113146	0.422445	0.422445	0.113146	0.113146	0.113146	0.113146	0.113146	0.113146	0.113146	0.0825287	0.494657	0.163312	0.0807835	47.9611	19.8822	45.3567	0.00491614	0.753479	2	0.199062	0.0845699	0.384243	0.0474779	0.0697853	0.374675	0.0392489	0.205723	0.327031	0.312052	0.155194
6940	-2802.42	-2749.79	-52.6255	0.0923434	0.0923434	0.0923434	0.19441	0.19441	0.0923434	0.0923434	0.0923434	0.0923434	0.574009	0.0923434	0.0923434	0.0923434	0.0923434	0.0923434	0.0923434	0.0923434	0.0923434	0.0541514	0.103076	0.0603746	0.00622319	43.7987	19.466	41.1158	0.00534329	0.753479	3	0.130443	0.05658	0.405829	0.0650961	0.0693787	0.354216	0.0489007	0.17035	0.347152	0.319205	0.163293
