Iteration	Posterior	Likelihood	Prior	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[14]	br_lens[15]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[12]	br_lens[13]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	shape[0]	shape[1]
300	-9643.36	-9654.7	11.3447	0.014443	0.0577553	0.0433728	0.00616035	0.0107328	0.0370145	0.0668995	0.0461538	0.0068176	0.837758	0.0245154	0.014443	0.0577553	0.0433728	0.00616035	0.0102556	0.0369707	0.0220885	0.00857112	0.0220885	0.00857112	0.0107328	0.0370145	0.0668995	0.0461538	0.0068176	0.0245154	0.837758	0.0102556	0.0369707	0.0514167	0.455767	0.0196936	0.0313799	0.421761	0.0199821	0.104982	0.252281	0.0568269	0.0855189	0.397605	0.102786	0.278489	0.206635	0.227912	0.286964	0.284168	0.211409	0.230319	0.274104	0.453997	0.774979	1.0844	1.68662	3.99335	0.102957	7.83692e-07	0.00131492	0.101789	3.8969	0.102957	3.99335
310	-9647.86	-9659.82	11.9628	0.00715243	0.0501491	0.040017	0.00639387	0.00803439	0.034067	0.0537799	0.0470375	0.00692306	0.777305	0.0286994	0.00715243	0.0501491	0.040017	0.00639387	0.00764227	0.0402359	0.0184796	0.0154958	0.0184796	0.0154958	0.00803439	0.034067	0.0537799	0.0470375	0.00692306	0.0286994	0.777305	0.00764227	0.0402359	0.0699818	0.435958	0.0185609	0.0352525	0.421414	0.0188329	0.115198	0.237368	0.0740612	0.0804638	0.390352	0.102556	0.300197	0.169163	0.218721	0.311919	0.290668	0.216688	0.212271	0.280374	0.618571	0.864845	1.07387	1.44271	9.25923	0.0931766	1.90983e-07	0.000649707	0.076004	3.92335	0.0931766	9.25923
320	-9638.71	-9649.01	10.2961	0.012394	0.0491283	0.042852	0.0101347	0.00784977	0.0353652	0.059635	0.0387164	0.0109447	0.972896	0.0263931	0.012394	0.0491283	0.042852	0.0101347	0.0113483	0.0329982	0.0184796	0.012499	0.0184796	0.012499	0.00784977	0.0353652	0.059635	0.0387164	0.0109447	0.0263931	0.972896	0.0113483	0.0329982	0.0714574	0.45121	0.0156245	0.0277334	0.411138	0.0228364	0.0960073	0.256043	0.0745223	0.0479954	0.432365	0.0930674	0.284	0.191588	0.210314	0.314098	0.297947	0.205706	0.231372	0.264976	0.350817	0.70286	1.07914	1.86719	2.54645	0.0961163	3.00895e-07	0.000815289	0.0835044	3.91568	0.0961163	2.54645
330	-9642.86	-9655.21	12.3491	0.012394	0.0408256	0.0449144	0.00840236	0.00746246	0.0346823	0.0625159	0.0496912	0.0113293	0.748842	0.0222848	0.012394	0.0408256	0.0449144	0.00840236	0.00782016	0.0365638	0.0120965	0.0120093	0.0120965	0.0120093	0.00746246	0.0346823	0.0625159	0.0496912	0.0113293	0.0222848	0.748842	0.00782016	0.0365638	0.0738111	0.378505	0.026914	0.031856	0.465325	0.0235886	0.106221	0.271357	0.0779556	0.0524832	0.366758	0.125225	0.29687	0.198722	0.206228	0.29818	0.320377	0.183384	0.224231	0.272009	0.579992	0.845992	1.07792	1.4961	7.44396	0.0992706	4.75581e-07	0.00102468	0.0918009	3.90717	0.0992706	7.44396
340	-9645.05	-9656.78	11.7234	0.0119694	0.0461723	0.0401017	0.00840236	0.00709629	0.0277104	0.0603809	0.046345	0.013138	0.833337	0.0268156	0.0119694	0.0461723	0.0401017	0.00840236	0.00641807	0.0430658	0.00808701	0.00749393	0.00808701	0.00749393	0.00709629	0.0277104	0.0603809	0.046345	0.013138	0.0268156	0.833337	0.00641807	0.0430658	0.0764966	0.381121	0.0203014	0.033015	0.46462	0.0244469	0.111685	0.216377	0.0718128	0.0413772	0.427082	0.131666	0.284746	0.203709	0.211403	0.300141	0.291522	0.194086	0.225334	0.289057	0.502393	0.804142	1.08329	1.61018	5.0076	0.108516	1.56057e-06	0.00185452	0.117351	3.88079	0.108516	5.0076
350	-9640.79	-9651.94	11.1534	0.0106513	0.0519423	0.0475309	0.006362	0.0111725	0.0344643	0.074308	0.0257548	0.0101915	0.881906	0.0264695	0.0106513	0.0519423	0.0475309	0.006362	0.00950128	0.0330148	0.0164399	0.0125981	0.0164399	0.0125981	0.0111725	0.0344643	0.074308	0.0257548	0.0101915	0.0264695	0.881906	0.00950128	0.0330148	0.0843539	0.423768	0.0223866	0.0364061	0.410427	0.0226575	0.0979364	0.23027	0.0903289	0.0513766	0.410039	0.12005	0.270718	0.196024	0.216091	0.317167	0.2874	0.197528	0.222341	0.292731	0.408844	0.745265	1.08355	1.76234	3.26594	0.0956966	2.82468e-07	0.000789961	0.0824192	3.91679	0.0956966	3.26594
360	-9643.79	-9655.39	11.5972	0.011243	0.0476007	0.046712	0.00278623	0.011224	0.038963	0.0634218	0.0339198	0.00673439	0.818906	0.0275006	0.011243	0.0476007	0.046712	0.00278623	0.0103964	0.0406783	0.0241172	0.0125981	0.0241172	0.0125981	0.011224	0.038963	0.0634218	0.0339198	0.00673439	0.0275006	0.818906	0.0103964	0.0406783	0.1244	0.402568	0.0236756	0.0373658	0.384864	0.0271261	0.103476	0.230685	0.0925851	0.0588556	0.407785	0.106613	0.255276	0.188019	0.253789	0.302915	0.2917	0.183024	0.237546	0.28773	0.520767	0.814565	1.08239	1.58228	5.47721	0.110049	1.86426e-06	0.00202664	0.121737	3.87623	0.110049	5.47721
370	-9636.67	-9649.08	12.4076	0.00839707	0.0464634	0.0450201	0.00319065	0.0102161	0.0340133	0.0651394	0.0390966	0.00967494	0.749237	0.0284185	0.00839707	0.0464634	0.0450201	0.00319065	0.00703755	0.0432007	0.0176265	0.013426	0.0176265	0.013426	0.0102161	0.0340133	0.0651394	0.0390966	0.00967494	0.0284185	0.749237	0.00703755	0.0432007	0.0945237	0.358383	0.0179907	0.0394292	0.464569	0.0251048	0.077338	0.25981	0.0707031	0.0545948	0.41898	0.118574	0.284506	0.190244	0.218748	0.306501	0.29194	0.183174	0.23692	0.287966	0.484376	0.793585	1.08393	1.63811	4.59591	0.111518	2.20008e-06	0.00220129	0.125968	3.87183	0.111518	4.59591
380	-9638.24	-9650.11	11.8753	0.00851922	0.0488911	0.0409661	0.015832	0.0107374	0.0324842	0.0580336	0.0304918	0.00701605	0.816837	0.0245746	0.00851922	0.0488911	0.0409661	0.015832	0.00481319	0.0443907	0.0247322	0.0100493	0.0247322	0.0100493	0.0107374	0.0324842	0.0580336	0.0304918	0.00701605	0.0245746	0.816837	0.00481319	0.0443907	0.09303	0.417112	0.0180894	0.0362494	0.410276	0.0252425	0.088311	0.275472	0.0677566	0.053309	0.401519	0.113632	0.282417	0.182218	0.2295	0.305866	0.307987	0.191061	0.231636	0.269317	0.431384	0.760424	1.08422	1.72397	3.60712	0.105081	1.02841e-06	0.00150598	0.107668	3.89082	0.105081	3.60712
390	-9641.12	-9652.65	11.5297	0.00781315	0.0427535	0.0393115	0.0171678	0.0139322	0.0403027	0.0697211	0.0388358	0.00998336	0.728173	0.0245746	0.00781315	0.0427535	0.0393115	0.0171678	0.00469785	0.0382197	0.0214508	0.0117807	0.0214508	0.0117807	0.0139322	0.0403027	0.0697211	0.0388358	0.00998336	0.0245746	0.728173	0.00469785	0.0382197	0.100134	0.416469	0.0194707	0.0290157	0.407741	0.0271699	0.136364	0.243027	0.0568807	0.0492297	0.39335	0.121148	0.282498	0.182271	0.229566	0.305665	0.304861	0.205275	0.218347	0.271516	0.75597	0.923211	1.05349	1.26733	24.4614	0.0916989	1.50305e-07	0.000576454	0.0723257	3.9271	0.0916989	24.4614
400	-9639.77	-9651.64	11.8712	0.00916664	0.0506886	0.0388157	0.00914682	0.0093468	0.0292582	0.0579797	0.0349972	0.00803932	0.830515	0.0230826	0.00916664	0.0506886	0.0388157	0.00914682	0.0128007	0.0319105	0.0163167	0.0130478	0.0163167	0.0130478	0.0093468	0.0292582	0.0579797	0.0349972	0.00803932	0.0230826	0.830515	0.0128007	0.0319105	0.100863	0.332318	0.0177731	0.026486	0.497759	0.0248011	0.11319	0.274491	0.0606788	0.0436964	0.401952	0.105991	0.271152	0.196221	0.239239	0.293388	0.299892	0.201929	0.231089	0.26709	0.472378	0.786361	1.08421	1.65705	4.34525	0.0998679	5.16962e-07	0.00106827	0.0933988	3.90553	0.0998679	4.34525
410	-9650.33	-9661.38	11.0564	0.0126185	0.0587043	0.0561623	0.00103411	0.012349	0.0384518	0.0564168	0.0281605	0.0144967	0.871097	0.0210283	0.0126185	0.0587043	0.0561623	0.00103411	0.0113967	0.0389567	0.0124774	0.0130478	0.0124774	0.0130478	0.012349	0.0384518	0.0564168	0.0281605	0.0144967	0.0210283	0.871097	0.0113967	0.0389567	0.0878043	0.392786	0.0235134	0.0230568	0.445938	0.0269012	0.112846	0.236722	0.0823941	0.037684	0.438946	0.0914072	0.252384	0.197428	0.231693	0.318494	0.294046	0.197993	0.248633	0.259328	0.551332	0.83118	1.08036	1.53712	6.393	0.0896509	1.06446e-07	0.000485202	0.0673366	3.93218	0.0896509	6.393
420	-9639.9	-9650.9	11.0062	0.0104035	0.0536555	0.0561623	0.00424432	0.00847057	0.0323906	0.0678624	0.0383423	0.013193	0.866534	0.0231537	0.0104035	0.0536555	0.0561623	0.00424432	0.0104583	0.0363403	0.0128366	0.00464535	0.0128366	0.00464535	0.00847057	0.0323906	0.0678624	0.0383423	0.013193	0.0231537	0.866534	0.0104583	0.0363403	0.0867616	0.389181	0.014919	0.022783	0.459774	0.0265818	0.101807	0.233577	0.0743341	0.0561157	0.447979	0.0861867	0.264143	0.183127	0.242488	0.310242	0.300684	0.199942	0.220362	0.279012	0.61229	0.861857	1.07459	1.45127	8.92562	0.103412	8.31432e-07	0.00135432	0.103041	3.8956	0.103412	8.92562
430	-9639.85	-9650.54	10.6977	0.0104035	0.0464168	0.031913	0.0144632	0.00810226	0.0436822	0.0640457	0.046275	0.0095177	0.920906	0.0235204	0.0104035	0.0464168	0.031913	0.0144632	0.0119598	0.0345206	0.026317	0.00986118	0.026317	0.00986118	0.00810226	0.0436822	0.0640457	0.046275	0.0095177	0.0235204	0.920906	0.0119598	0.0345206	0.0473057	0.416431	0.0160808	0.0245572	0.464037	0.0315881	0.0989246	0.232549	0.0740069	0.0558687	0.446487	0.0921633	0.288891	0.185181	0.212706	0.313222	0.294712	0.195971	0.232757	0.27656	0.34362	0.697221	1.07828	1.88088	2.47028	0.0861552	5.6871e-08	0.000354761	0.0591335	3.94051	0.0861552	2.47028
440	-9643.26	-9653.61	10.3514	0.00822495	0.0500217	0.0383721	0.0227914	0.0118192	0.0344114	0.0757951	0.0369401	0.00788961	0.932304	0.0244715	0.00822495	0.0500217	0.0383721	0.0227914	0.00901554	0.0447948	0.0176526	0.0101654	0.0176526	0.0101654	0.0118192	0.0344114	0.0757951	0.0369401	0.00788961	0.0244715	0.932304	0.00901554	0.0447948	0.105537	0.356667	0.0161967	0.0307069	0.46738	0.0235122	0.0768918	0.247026	0.0723898	0.0754617	0.403597	0.124633	0.284337	0.189864	0.228631	0.297168	0.307863	0.186715	0.241923	0.263499	0.494153	0.799356	1.08361	1.62288	4.81373	0.116572	3.76868e-06	0.00287955	0.140743	3.85637	0.116572	4.81373
450	-9642.26	-9653.62	11.3603	0.0107595	0.0451597	0.0376308	0.0227914	0.0128951	0.0361234	0.0633864	0.0351305	0.00712562	0.848994	0.028857	0.0107595	0.0451597	0.0376308	0.0227914	0.00679349	0.0373942	0.0202176	0.00986879	0.0202176	0.00986879	0.0128951	0.0361234	0.0633864	0.0351305	0.00712562	0.028857	0.848994	0.00679349	0.0373942	0.0869534	0.465254	0.0133447	0.0391394	0.340255	0.0550538	0.107178	0.249619	0.0710944	0.0449254	0.396375	0.130809	0.283008	0.180485	0.227562	0.308945	0.311516	0.19433	0.225177	0.268977	0.500901	0.803281	1.08335	1.61247	4.97176	0.0877775	7.65482e-08	0.000411525	0.0628896	3.9367	0.0877775	4.97176
460	-9638.16	-9649.02	10.8594	0.0118681	0.0466608	0.0293653	0.0183833	0.00855396	0.0351664	0.0618633	0.0388103	0.0113228	0.90346	0.0230972	0.0118681	0.0466608	0.0293653	0.0183833	0.0154219	0.0405401	0.0198188	0.00865015	0.0198188	0.00865015	0.00855396	0.0351664	0.0618633	0.0388103	0.0113228	0.0230972	0.90346	0.0154219	0.0405401	0.055303	0.406459	0.0100195	0.0293867	0.457496	0.0413356	0.114934	0.234092	0.0521315	0.0481769	0.425062	0.125603	0.275707	0.195257	0.221691	0.307345	0.289751	0.195125	0.22549	0.289633	0.503109	0.804555	1.08326	1.60908	5.0249	0.0827243	2.9195e-08	0.000254257	0.0514991	3.94825	0.0827243	5.0249
470	-9640.97	-9651.09	10.1141	0.0106596	0.0606544	0.0412642	0.00906342	0.00967957	0.0305475	0.0728598	0.0359883	0.00893933	0.970636	0.0208111	0.0106596	0.0606544	0.0412642	0.00906342	0.00646887	0.0439534	0.0194954	0.0174339	0.0194954	0.0174339	0.00967957	0.0305475	0.0728598	0.0359883	0.00893933	0.0208111	0.970636	0.00646887	0.0439534	0.0530862	0.438386	0.0190352	0.0426038	0.416345	0.0305439	0.105154	0.234392	0.0723602	0.0514457	0.436959	0.0996883	0.263542	0.191103	0.237197	0.308158	0.293301	0.212409	0.207293	0.286997	0.374602	0.720874	1.08145	1.82307	2.81715	0.100917	5.97124e-07	0.001148	0.0962252	3.90263	0.100917	2.81715
480	-9645.28	-9655.85	10.5639	0.0117495	0.0445028	0.0532102	0.0150134	0.00861365	0.0392764	0.0623354	0.0449609	0.00893933	0.907096	0.0215553	0.0117495	0.0445028	0.0532102	0.0150134	0.00828555	0.0435636	0.022271	0.0111233	0.022271	0.0111233	0.00861365	0.0392764	0.0623354	0.0449609	0.00893933	0.0215553	0.907096	0.00828555	0.0435636	0.0447953	0.436572	0.0160624	0.0521598	0.424637	0.0257737	0.0932958	0.275198	0.0763951	0.0583624	0.368256	0.128493	0.271951	0.197201	0.214445	0.316403	0.29167	0.205383	0.217546	0.285401	0.502457	0.804179	1.08329	1.61008	5.00916	0.104567	9.63931e-07	0.00145808	0.106238	3.8923	0.104567	5.00916
490	-9644.57	-9656.13	11.5556	0.0113101	0.0411839	0.0341267	0.0279451	0.013235	0.0301363	0.0655567	0.0469395	0.00893933	0.841232	0.0215364	0.0113101	0.0411839	0.0341267	0.0279451	0.00726378	0.042771	0.00965858	0.00764658	0.00965858	0.00764658	0.013235	0.0301363	0.0655567	0.0469395	0.00893933	0.0215364	0.841232	0.00726378	0.042771	0.0971645	0.368647	0.0112506	0.0515562	0.445907	0.0254754	0.0985646	0.254507	0.0604678	0.0616583	0.389052	0.13575	0.288892	0.193133	0.209245	0.308731	0.307244	0.196812	0.209418	0.286526	0.442337	0.767553	1.08437	1.70574	3.78824	0.0957954	2.86716e-07	0.000795871	0.0826742	3.91653	0.0957954	3.78824
500	-9643.09	-9654.24	11.152	0.00849485	0.0503448	0.00957034	0.0304871	0.00593718	0.0368906	0.0585322	0.0367073	0.00966051	0.896757	0.027438	0.00849485	0.0503448	0.00957034	0.0304871	0.008364	0.0390575	0.0174712	0.0115276	0.0174712	0.0115276	0.00593718	0.0368906	0.0585322	0.0367073	0.00966051	0.027438	0.896757	0.008364	0.0390575	0.0602944	0.367891	0.00958681	0.0439317	0.487054	0.0312418	0.107527	0.209147	0.0779491	0.0612824	0.426408	0.117686	0.275555	0.184721	0.2255	0.314224	0.298178	0.188175	0.226202	0.287445	0.471433	0.785786	1.08422	1.65856	4.32624	0.0762517	7.04666e-09	0.000124983	0.0383506	3.96152	0.0762517	4.32624
510	-9650.25	-9661.37	11.1177	0.0205072	0.0504705	0.016103	0.051914	0.0115809	0.0366101	0.0569366	0.0432998	0.0128206	0.863016	0.0232747	0.0205072	0.0504705	0.016103	0.051914	0.00471019	0.031863	0.0273222	0.00786403	0.0273222	0.00786403	0.0115809	0.0366101	0.0569366	0.0432998	0.0128206	0.0232747	0.863016	0.00471019	0.031863	0.0842699	0.329652	0.00958501	0.0439234	0.501334	0.031236	0.127102	0.218038	0.067538	0.0587725	0.43629	0.0922593	0.281275	0.187174	0.235554	0.295996	0.334955	0.178314	0.214349	0.272382	0.370589	0.717899	1.08111	1.8304	2.76932	0.108437	1.54628e-06	0.00184603	0.117128	3.88102	0.108437	2.76932
520	-9654.39	-9665.46	11.0762	0.0069589	0.0581178	0.00483154	0.0466476	0.0171452	0.0355822	0.0771773	0.0432998	0.00592425	0.838891	0.0272094	0.0069589	0.0581178	0.00483154	0.0466476	0.00892803	0.0480727	0.026866	0.015417	0.026866	0.015417	0.0171452	0.0355822	0.0771773	0.0432998	0.00592425	0.0272094	0.838891	0.00892803	0.0480727	0.0906902	0.334121	0.00971494	0.0551053	0.47871	0.0316594	0.124528	0.248735	0.0770463	0.0670468	0.377396	0.105248	0.282799	0.178583	0.230525	0.308093	0.308218	0.186937	0.234052	0.270794	0.394027	0.734922	1.08281	1.78824	3.06233	0.0917375	1.51262e-07	0.000578284	0.0724209	3.927	0.0917375	3.06233
530	-9643.9	-9655.43	11.5363	0.0113085	0.0518096	0.00465433	0.0552617	0.0098032	0.0392347	0.0664332	0.0300359	0.00842211	0.743341	0.0286043	0.0113085	0.0518096	0.00465433	0.0552617	0.00892803	0.0429523	0.0213933	0.0138108	0.0213933	0.0138108	0.0098032	0.0392347	0.0664332	0.0300359	0.00842211	0.0286043	0.743341	0.00892803	0.0429523	0.096814	0.396814	0.010316	0.0249821	0.430421	0.0406528	0.113113	0.225934	0.0735829	0.073371	0.414152	0.0998467	0.264355	0.183176	0.236453	0.316016	0.304066	0.191662	0.216099	0.288173	0.7244	0.910905	1.0589	1.30579	18.8657	0.10113	6.14605e-07	0.00116466	0.096801	3.90203	0.10113	18.8657
540	-9637	-9648.4	11.4042	0.0107247	0.0486903	0.00414013	0.0487616	0.0162451	0.037474	0.0652256	0.0433787	0.00820054	0.839346	0.0257644	0.0107247	0.0486903	0.00414013	0.0487616	0.00771266	0.0406955	0.0176486	0.00902076	0.0176486	0.00902076	0.0162451	0.037474	0.0652256	0.0433787	0.00820054	0.0257644	0.839346	0.00771266	0.0406955	0.0748652	0.411941	0.00866601	0.0332217	0.437156	0.0341507	0.10935	0.252134	0.071292	0.0709299	0.400374	0.0959209	0.291509	0.178161	0.221849	0.308481	0.303613	0.184302	0.22061	0.291476	0.459592	0.778485	1.08437	1.67755	4.09662	0.104424	9.46563e-07	0.00144491	0.105839	3.89271	0.104424	4.09662
550	-9638.72	-9650.18	11.4578	0.0135081	0.051722	0.00762805	0.0487616	0.0128604	0.0287352	0.062299	0.0463813	0.00913349	0.839419	0.0168444	0.0135081	0.051722	0.00762805	0.0487616	0.0088708	0.0366197	0.0226944	0.00492995	0.0226944	0.00492995	0.0128604	0.0287352	0.062299	0.0463813	0.00913349	0.0168444	0.839419	0.0088708	0.0366197	0.071635	0.404441	0.0159475	0.055317	0.419983	0.0326772	0.101902	0.245983	0.0664361	0.068699	0.412112	0.104869	0.275636	0.188447	0.227576	0.308341	0.298902	0.208483	0.216255	0.27636	0.523857	0.816285	1.08221	1.57765	5.5617	0.0912897	1.40467e-07	0.000557289	0.0713186	3.92812	0.0912897	5.5617
560	-9643.99	-9654.18	10.1859	0.0129405	0.0444527	0.0185496	0.0448566	0.0127192	0.0359834	0.0686587	0.0463813	0.00957299	0.835302	0.0201421	0.0129405	0.0444527	0.0185496	0.0448566	0.00874255	0.0340727	0.0178724	0.00720815	0.0178724	0.00720815	0.0127192	0.0359834	0.0686587	0.0463813	0.00957299	0.0201421	0.835302	0.00874255	0.0340727	0.0870956	0.321086	0.0141236	0.0419178	0.502933	0.0328433	0.121026	0.23578	0.0682934	0.0448807	0.417433	0.112587	0.275331	0.199078	0.217592	0.307999	0.321186	0.179328	0.209006	0.290481	0.776962	0.931061	1.04967	1.24231	29.5909	0.0913502	1.41885e-07	0.000560093	0.0714672	3.92797	0.0913502	29.5909
570	-9641.65	-9651.94	10.298	0.0102596	0.0453119	0.0147096	0.0392064	0.00803005	0.0378737	0.0718895	0.0383002	0.00850117	0.9379	0.0281167	0.0102596	0.0453119	0.0147096	0.0392064	0.0150442	0.0534497	0.0199808	0.00439123	0.0199808	0.00439123	0.00803005	0.0378737	0.0718895	0.0383002	0.00850117	0.0281167	0.9379	0.0150442	0.0534497	0.0726735	0.431457	0.0183558	0.0349766	0.4214	0.0211373	0.110745	0.262705	0.0624919	0.0322929	0.438978	0.0927873	0.274001	0.191472	0.214301	0.320226	0.296428	0.193211	0.223726	0.286635	0.467405	0.78332	1.08429	1.66499	4.24637	0.0925396	1.72409e-07	0.000617341	0.0744105	3.92497	0.0925396	4.24637
580	-9635.75	-9647.52	11.77	0.00820868	0.0486215	0.0111683	0.0413686	0.00909601	0.0372973	0.0664821	0.0451977	0.00790797	0.804912	0.0207939	0.00820868	0.0486215	0.0111683	0.0413686	0.00907798	0.0364752	0.0167988	0.00677084	0.0167988	0.00677084	0.00909601	0.0372973	0.0664821	0.0451977	0.00790797	0.0207939	0.804912	0.00907798	0.0364752	0.0811637	0.371383	0.0182496	0.0347743	0.473414	0.021015	0.110308	0.261669	0.0665706	0.0321656	0.424762	0.104524	0.272114	0.184209	0.235598	0.308079	0.284887	0.195035	0.226808	0.29327	0.577596	0.844781	1.07814	1.49948	7.34767	0.107101	1.31852e-06	0.00170488	0.113338	3.88496	0.107101	7.34767
590	-9639.03	-9652	12.9784	0.0127351	0.0498746	0.0146147	0.0413686	0.0124844	0.0379636	0.0625089	0.0389132	0.013247	0.670641	0.0216309	0.0127351	0.0498746	0.0146147	0.0413686	0.00855426	0.0399857	0.017006	0.00897654	0.017006	0.00897654	0.0124844	0.0379636	0.0625089	0.0389132	0.013247	0.0216309	0.670641	0.00855426	0.0399857	0.094207	0.339378	0.018449	0.0351543	0.462023	0.0507886	0.10624	0.252019	0.0744138	0.055432	0.398623	0.113273	0.280419	0.195932	0.223528	0.300121	0.282525	0.201708	0.224928	0.290839	0.571488	0.841672	1.0787	1.50814	7.10957	0.113093	2.61522e-06	0.00239962	0.130538	3.86706	0.113093	7.10957
600	-9646.66	-9659.58	12.9152	0.0141261	0.052255	0.0123789	0.0378949	0.00903636	0.0404497	0.0747313	0.034051	0.014926	0.66783	0.022598	0.0141261	0.052255	0.0123789	0.0378949	0.0100129	0.0456524	0.0150036	0.00204198	0.0150036	0.00204198	0.00903636	0.0404497	0.0747313	0.034051	0.014926	0.022598	0.66783	0.0100129	0.0456524	0.0784229	0.363495	0.0153522	0.0376828	0.462784	0.0422635	0.113996	0.263518	0.0720405	0.0536641	0.387121	0.10966	0.27002	0.203705	0.238932	0.287343	0.296024	0.20196	0.218278	0.283738	0.590391	0.851193	1.07691	1.4815	7.88216	0.10845	1.54863e-06	0.00184742	0.117165	3.88099	0.10845	7.88216
610	-9637.42	-9649.57	12.1461	0.00900626	0.0531678	0.0211478	0.0261747	0.0102761	0.0364215	0.0596429	0.0394476	0.00650185	0.732526	0.029833	0.00900626	0.0531678	0.0211478	0.0261747	0.0106574	0.03842	0.0217648	0.0127384	0.0217648	0.0127384	0.0102761	0.0364215	0.0596429	0.0394476	0.00650185	0.029833	0.732526	0.0106574	0.03842	0.0685738	0.422118	0.0125258	0.0341943	0.410707	0.0518806	0.098658	0.231069	0.0831257	0.0520621	0.428689	0.106397	0.280528	0.191026	0.234981	0.293465	0.310813	0.195011	0.213992	0.280183	0.664286	0.885702	1.06805	1.38196	12.2927	0.131241	1.42054e-05	0.00558135	0.184829	3.80958	0.131241	12.2927
620	-9639	-9650.88	11.8754	0.0128681	0.0451398	0.0196343	0.0354319	0.00927367	0.0296594	0.0564331	0.0435288	0.00942636	0.826572	0.0220133	0.0128681	0.0451398	0.0196343	0.0354319	0.014011	0.031549	0.0132258	0.0070715	0.0132258	0.0070715	0.00927367	0.0296594	0.0564331	0.0435288	0.00942636	0.0220133	0.826572	0.014011	0.031549	0.0785077	0.43603	0.0131108	0.024478	0.410734	0.0371388	0.113041	0.239592	0.0856362	0.0458654	0.395145	0.120721	0.29087	0.200394	0.2252	0.283537	0.305581	0.194228	0.218275	0.281916	0.460628	0.77913	1.08437	1.67588	4.11608	0.100266	5.46222e-07	0.00109805	0.0944684	3.90443	0.100266	4.11608
630	-9636.4	-9648.2	11.8081	0.0086015	0.0433209	0.0357578	0.0109017	0.00984448	0.0416929	0.0658057	0.0414276	0.00770813	0.737482	0.0206747	0.0086015	0.0433209	0.0357578	0.0109017	0.00707603	0.0375928	0.0212958	0.00665671	0.0212958	0.00665671	0.00984448	0.0416929	0.0658057	0.0414276	0.00770813	0.0206747	0.737482	0.00707603	0.0375928	0.0601163	0.406658	0.0158453	0.0310676	0.444031	0.0422818	0.0821878	0.212958	0.0761165	0.0777798	0.44322	0.107738	0.292821	0.179937	0.232078	0.295164	0.313353	0.192413	0.209132	0.285102	0.740447	0.917237	1.0562	1.28612	21.4511	0.111341	2.15722e-06	0.00217978	0.125457	3.87236	0.111341	21.4511
640	-9635.5	-9647.19	11.6907	0.0110771	0.05271	0.0370283	0.0103761	0.011852	0.0337158	0.0582286	0.0430132	0.00791975	0.763479	0.0259863	0.0110771	0.05271	0.0370283	0.0103761	0.00863948	0.0482523	0.0146801	0.0092189	0.0146801	0.0092189	0.011852	0.0337158	0.0582286	0.0430132	0.00791975	0.0259863	0.763479	0.00863948	0.0482523	0.0862231	0.383341	0.0171028	0.0233532	0.449685	0.0402947	0.0977945	0.270194	0.0846598	0.0505754	0.384026	0.11275	0.273325	0.187327	0.238179	0.301168	0.294694	0.201994	0.219545	0.283768	0.700304	0.901091	1.06276	1.33584	15.7462	0.0962304	3.06077e-07	0.000822271	0.0838	3.91538	0.0962304	15.7462
650	-9640.59	-9651.9	11.3132	0.0123764	0.0500772	0.0361508	0.018415	0.0143298	0.0431279	0.0613989	0.0391359	0.010705	0.853412	0.0190727	0.0123764	0.0500772	0.0361508	0.018415	0.00698521	0.042596	0.0206972	0.00726098	0.0206972	0.00726098	0.0143298	0.0431279	0.0613989	0.0391359	0.010705	0.0190727	0.853412	0.00698521	0.042596	0.0652989	0.448422	0.0205662	0.0186389	0.414913	0.0321605	0.117516	0.26319	0.0809301	0.0550216	0.379087	0.104255	0.261457	0.187019	0.237809	0.313716	0.270779	0.214029	0.22317	0.292022	0.415737	0.749973	1.08381	1.75048	3.36605	0.113942	2.86497e-06	0.00251137	0.133015	3.86447	0.113942	3.36605
