Iteration	Posterior	Likelihood	Prior	sf[0]	sf[1]	sf[2]	sf[3]	er[0]	er[1]	er[2]	er[3]	er[4]	er[5]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	norm_gamma_rates[0]	norm_gamma_rates[1]	norm_gamma_rates[2]	norm_gamma_rates[3]	shape
5890	-9891.24	-9901.55	10.308	0.284029	0.192252	0.232263	0.291456	0.0947229	0.273097	0.0452822	0.0554695	0.469485	0.0619436	0.0409034	0.0117388	0.0227243	0.609783	0.0178497	0.0662088	0.0458568	0.0402499	0.00988298	0.00803121	0.0406004	0.0220049	0.0260126	0.00839698	0.0222416	0.0178497	0.0662088	0.0458568	0.0402499	0.00988298	0.00803121	0.0406004	0.0220049	0.0260126	0.00839698	0.0222416	0.0409034	0.0117388	0.0227243	0.609783	0.0455664	0.291035	0.861168	2.80223	0.562942
5900	-9885.84	-9896.62	10.7743	0.296028	0.18869	0.229155	0.286127	0.115887	0.263791	0.043815	0.0594936	0.455967	0.0610465	0.0386992	0.00766506	0.0217305	0.599004	0.00923491	0.052213	0.041291	0.0378708	0.00907042	0.0140653	0.0394129	0.0220049	0.0263724	0.00646423	0.0207297	0.00923491	0.052213	0.041291	0.0378708	0.00907042	0.0140653	0.0394129	0.0220049	0.0263724	0.00646423	0.0207297	0.0386992	0.00766506	0.0217305	0.599004	0.0469281	0.295013	0.865045	2.79301	0.569715
5910	-9885.61	-9896.95	11.3477	0.299931	0.1733	0.232869	0.2939	0.124391	0.248152	0.0509867	0.0679747	0.447068	0.0614273	0.0363343	0.0104806	0.0179223	0.549264	0.00634902	0.0658575	0.0445029	0.0339086	0.0121466	0.0108108	0.0331993	0.0120974	0.0385287	0.007472	0.00919103	0.00634902	0.0658575	0.0445029	0.0339086	0.0121466	0.0108108	0.0331993	0.0120974	0.0385287	0.007472	0.00919103	0.0363343	0.0104806	0.0179223	0.549264	0.0645682	0.341389	0.906885	2.68716	0.65478
5920	-9887.97	-9899.98	12.0179	0.282202	0.179474	0.23017	0.308154	0.103864	0.257603	0.0476239	0.0725491	0.455741	0.062619	0.0362472	0.0104791	0.0275485	0.481366	0.0103401	0.0555938	0.0392448	0.0302177	0.00897856	0.00966772	0.0362371	0.0131093	0.0300373	0.00759198	0.0242059	0.0103401	0.0555938	0.0392448	0.0302177	0.00897856	0.00966772	0.0362371	0.0131093	0.0300373	0.00759198	0.0242059	0.0362472	0.0104791	0.0275485	0.481366	0.07201	0.358675	0.921027	2.64829	0.689795
5930	-9888.54	-9899.18	10.644	0.284255	0.18078	0.232797	0.302168	0.130197	0.270994	0.0486624	0.0741311	0.409287	0.066729	0.0342906	0.00725229	0.0276945	0.616429	0.00567904	0.061097	0.0480435	0.0363761	0.007509	0.00809345	0.0366744	0.0157979	0.0222782	0.00626176	0.0255938	0.00567904	0.061097	0.0480435	0.0363761	0.007509	0.00809345	0.0366744	0.0157979	0.0222782	0.00626176	0.0255938	0.0342906	0.00725229	0.0276945	0.616429	0.0385424	0.269332	0.839125	2.853	0.527248
5940	-9888.41	-9899.84	11.4376	0.287293	0.193868	0.225693	0.293146	0.124847	0.269654	0.0405178	0.0885819	0.413237	0.063163	0.0370786	0.0133926	0.0221038	0.541693	0.0128952	0.0614709	0.043888	0.0312897	0.00837908	0.0103121	0.0353021	0.0162651	0.0202413	0.00561957	0.019267	0.0128952	0.0614709	0.043888	0.0312897	0.00837908	0.0103121	0.0353021	0.0162651	0.0202413	0.00561957	0.019267	0.0370786	0.0133926	0.0221038	0.541693	0.059182	0.328122	0.895517	2.71718	0.629205
5950	-9887.96	-9899.71	11.7538	0.293748	0.180673	0.225613	0.299966	0.115596	0.258936	0.0429006	0.0832169	0.432473	0.0668776	0.038503	0.0101008	0.0189498	0.506843	0.0141095	0.0589779	0.0366954	0.0351611	0.00757444	0.011015	0.0406609	0.0127684	0.0397525	0.00361399	0.0125587	0.0141095	0.0589779	0.0366954	0.0351611	0.00757444	0.011015	0.0406609	0.0127684	0.0397525	0.00361399	0.0125587	0.038503	0.0101008	0.0189498	0.506843	0.0715356	0.357606	0.920174	2.65068	0.687571
5960	-9890.66	-9902.43	11.7645	0.287849	0.189055	0.233383	0.289713	0.10673	0.253979	0.0421077	0.0816788	0.44508	0.0704244	0.0399874	0.0146618	0.0190131	0.511676	0.0141095	0.0600522	0.0489432	0.0314691	0.00781043	0.00794613	0.0292072	0.0143717	0.0337476	0.00656628	0.00638033	0.0141095	0.0600522	0.0489432	0.0314691	0.00781043	0.00794613	0.0292072	0.0143717	0.0337476	0.00656628	0.00638033	0.0399874	0.0146618	0.0190131	0.511676	0.083203	0.382754	0.939537	2.59451	0.742142
5970	-9891.59	-9902.38	10.7895	0.289208	0.199244	0.211705	0.299842	0.0986744	0.276568	0.0458527	0.0889432	0.413274	0.0766879	0.0423833	0.0116349	0.0251585	0.584265	0.00765778	0.0582501	0.0429892	0.0425975	0.00947955	0.00770909	0.0351925	0.0208664	0.0288814	0.0114928	0.0149853	0.00765778	0.0582501	0.0429892	0.0425975	0.00947955	0.00770909	0.0351925	0.0208664	0.0288814	0.0114928	0.0149853	0.0423833	0.0116349	0.0251585	0.584265	0.078869	0.373678	0.932718	2.61473	0.721891
5980	-9885.72	-9896.55	10.8284	0.289717	0.201062	0.223354	0.285867	0.11736	0.253005	0.0604066	0.0523196	0.436239	0.0806703	0.0456718	0.00938675	0.0221774	0.579716	0.0064265	0.0627311	0.0430107	0.0362321	0.00947955	0.009705	0.0385963	0.0233998	0.0390512	0.0064989	0.00793	0.0064265	0.0627311	0.0430107	0.0362321	0.00947955	0.009705	0.0385963	0.0233998	0.0390512	0.0064989	0.00793	0.0456718	0.00938675	0.0221774	0.579716	0.0634154	0.338607	0.904539	2.69344	0.649326
5990	-9887.5	-9898.93	11.4257	0.281804	0.200223	0.233298	0.284675	0.116419	0.250978	0.0604289	0.0497107	0.442439	0.0800239	0.039371	0.0139688	0.020777	0.517612	0.00987905	0.0716336	0.0524245	0.0323629	0.0155656	0.010176	0.0341583	0.0143842	0.0216576	0.00663325	0.0193673	0.00987905	0.0716336	0.0524245	0.0323629	0.0155656	0.010176	0.0341583	0.0143842	0.0216576	0.00663325	0.0193673	0.039371	0.0139688	0.020777	0.517612	0.0770742	0.369831	0.929771	2.62332	0.713502
6000	-9886.98	-9897.92	10.9458	0.277091	0.196874	0.235557	0.290477	0.113032	0.270337	0.0586709	0.0482645	0.429568	0.0801274	0.039371	0.016528	0.0213469	0.585905	0.00910378	0.0539181	0.0394217	0.0348199	0.00578602	0.00863146	0.0346586	0.0214456	0.0305678	0.00850556	0.0179707	0.00910378	0.0539181	0.0394217	0.0348199	0.00578602	0.00863146	0.0346586	0.0214456	0.0305678	0.00850556	0.0179707	0.039371	0.016528	0.0213469	0.585905	0.0759679	0.367433	0.927916	2.62868	0.708328
6010	-9888.96	-9900.37	11.4076	0.287403	0.175057	0.236252	0.301288	0.117231	0.23391	0.0580044	0.0705552	0.445062	0.0752367	0.0458353	0.0147084	0.0175688	0.519575	0.0126216	0.0581294	0.0483019	0.0396694	0.00882706	0.00808187	0.032656	0.0141746	0.0336869	0.0106308	0.0171739	0.0126216	0.0581294	0.0483019	0.0396694	0.00882706	0.00808187	0.032656	0.0141746	0.0336869	0.0106308	0.0171739	0.0458353	0.0147084	0.0175688	0.519575	0.0826829	0.38168	0.93874	2.5969	0.739712
6020	-9888.29	-9899.06	10.7642	0.28173	0.18589	0.233824	0.298556	0.101987	0.279832	0.0575681	0.0605517	0.426673	0.0733875	0.0327522	0.0110769	0.0295605	0.58059	0.011584	0.051014	0.0471877	0.0468313	0.0114158	0.0113852	0.0373186	0.0214002	0.0345156	0.00602851	0.0142017	0.011584	0.051014	0.0471877	0.0468313	0.0114158	0.0113852	0.0373186	0.0214002	0.0345156	0.00602851	0.0142017	0.0327522	0.0110769	0.0295605	0.58059	0.0460457	0.292443	0.862546	2.79897	0.565331
6030	-9890.73	-9902.15	11.4237	0.286622	0.189118	0.220521	0.30374	0.101809	0.285726	0.0519557	0.0641756	0.423073	0.0732597	0.0275711	0.00820162	0.0251868	0.540194	0.00807745	0.0659318	0.0409924	0.0372874	0.0139056	0.0140043	0.030743	0.0203302	0.0257318	0.00652167	0.0164907	0.00807745	0.0659318	0.0409924	0.0372874	0.0139056	0.0140043	0.030743	0.0203302	0.0257318	0.00652167	0.0164907	0.0275711	0.00820162	0.0251868	0.540194	0.035872	0.260488	0.829686	2.87395	0.513265
6040	-9890.83	-9902.71	11.8822	0.287474	0.181928	0.238405	0.292192	0.0968217	0.241111	0.0513412	0.0601492	0.453051	0.0975258	0.0452635	0.00677792	0.0238077	0.476146	0.0131577	0.0631636	0.0430442	0.0425193	0.0108882	0.00959258	0.0353159	0.0174309	0.0254376	0.00578226	0.0164907	0.0131577	0.0631636	0.0430442	0.0425193	0.0108882	0.00959258	0.0353159	0.0174309	0.0254376	0.00578226	0.0164907	0.0452635	0.00677792	0.0238077	0.476146	0.0556672	0.319074	0.887497	2.73776	0.612361
6050	-9883.2	-9894.82	11.6203	0.293253	0.185586	0.223094	0.298067	0.0981078	0.290049	0.0473911	0.056236	0.418194	0.0900222	0.0356354	0.00928799	0.0238077	0.521614	0.00675207	0.059083	0.0484582	0.0333433	0.0064256	0.00727751	0.0367029	0.0163268	0.0235713	0.0088885	0.0234688	0.00675207	0.059083	0.0484582	0.0333433	0.0064256	0.00727751	0.0367029	0.0163268	0.0235713	0.0088885	0.0234688	0.0356354	0.00928799	0.0238077	0.521614	0.0713717	0.357236	0.919878	2.65151	0.686802
6060	-9885.84	-9897.46	11.6208	0.290155	0.183625	0.231303	0.294917	0.10676	0.267625	0.0477816	0.0612383	0.425832	0.090764	0.0315098	0.0106459	0.0275221	0.51354	0.0140639	0.0633772	0.0422442	0.0392297	0.00936667	0.00694514	0.0328769	0.0133977	0.0280481	0.00479515	0.0234688	0.0140639	0.0633772	0.0422442	0.0392297	0.00936667	0.00694514	0.0328769	0.0133977	0.0280481	0.00479515	0.0234688	0.0315098	0.0106459	0.0275221	0.51354	0.0529725	0.311907	0.880983	2.75414	0.599343
6070	-9881.78	-9893.11	11.3275	0.2887	0.187825	0.234382	0.289093	0.0981311	0.244646	0.0439198	0.0577459	0.472129	0.0834283	0.0452929	0.0109606	0.0223434	0.530001	0.00760699	0.0600296	0.0442624	0.0397121	0.0106528	0.00801646	0.035321	0.0209144	0.029888	0.00509081	0.0199419	0.00760699	0.0600296	0.0442624	0.0397121	0.0106528	0.00801646	0.035321	0.0209144	0.029888	0.00509081	0.0199419	0.0452929	0.0109606	0.0223434	0.530001	0.0664261	0.345812	0.910574	2.67719	0.66355
6080	-9893.27	-9904.87	11.6057	0.294996	0.190217	0.237325	0.277462	0.0992153	0.23875	0.044405	0.0559348	0.477345	0.08435	0.0402827	0.0104883	0.0260461	0.507741	0.0129731	0.0524147	0.032633	0.0369634	0.0150802	0.00804897	0.0396076	0.0207204	0.0355517	0.00951828	0.0136661	0.0129731	0.0524147	0.032633	0.0369634	0.0150802	0.00804897	0.0396076	0.0207204	0.0355517	0.00951828	0.0136661	0.0402827	0.0104883	0.0260461	0.507741	0.0867996	0.390068	0.944898	2.57823	0.758953
6090	-9884.02	-9896.07	12.0501	0.291908	0.19105	0.238364	0.278678	0.113382	0.26262	0.0507457	0.0723854	0.407655	0.0932119	0.0378507	0.00940349	0.0204886	0.471719	0.00767693	0.055023	0.0420791	0.0402763	0.0114144	0.00936453	0.0340595	0.0187331	0.0419645	0.00628269	0.0113034	0.00767693	0.055023	0.0420791	0.0402763	0.0114144	0.00936453	0.0340595	0.0187331	0.0419645	0.00628269	0.0113034	0.0378507	0.00940349	0.0204886	0.471719	0.0721709	0.359037	0.921315	2.64748	0.690549
6100	-9885.01	-9896.31	11.304	0.292628	0.191521	0.238952	0.276899	0.117455	0.268373	0.0468803	0.0582442	0.422235	0.0868131	0.0371691	0.0119824	0.0215772	0.539798	0.00785589	0.0613406	0.0442281	0.0339302	0.0101925	0.00792529	0.0485001	0.0170049	0.0351055	0.00294081	0.0125404	0.00785589	0.0613406	0.0442281	0.0339302	0.0101925	0.00792529	0.0485001	0.0170049	0.0351055	0.00294081	0.0125404	0.0371691	0.0119824	0.0215772	0.539798	0.0790596	0.374084	0.933027	2.61383	0.722782
6110	-9889.79	-9901.64	11.8502	0.289079	0.189198	0.241826	0.279898	0.106863	0.242346	0.0477286	0.0619014	0.472163	0.0689976	0.0435226	0.0138795	0.0244481	0.502433	0.00575414	0.0542686	0.0489916	0.0330547	0.0121366	0.0118988	0.0296172	0.016883	0.0229164	0.0054613	0.0125404	0.00575414	0.0542686	0.0489916	0.0330547	0.0121366	0.0118988	0.0296172	0.016883	0.0229164	0.0054613	0.0125404	0.0435226	0.0138795	0.0244481	0.502433	0.0648925	0.342167	0.907537	2.6854	0.656312
6120	-9883.67	-9894.57	10.9009	0.291584	0.190838	0.235255	0.282323	0.111575	0.253033	0.0498333	0.0690374	0.44448	0.0720403	0.0340705	0.0102019	0.0229151	0.577174	0.0063064	0.0669799	0.0446321	0.0448736	0.00907644	0.007795	0.0361548	0.0172414	0.0267186	0.00732244	0.0209343	0.0063064	0.0669799	0.0446321	0.0448736	0.00907644	0.007795	0.0361548	0.0172414	0.0267186	0.00732244	0.0209343	0.0340705	0.0102019	0.0229151	0.577174	0.0791891	0.374359	0.933236	2.61322	0.723387
6130	-9890.18	-9901.38	11.1971	0.281666	0.191216	0.246762	0.280356	0.134603	0.256432	0.0505026	0.0483868	0.437068	0.0730078	0.0341757	0.0135312	0.0299173	0.547777	0.00680991	0.054057	0.0380867	0.0432746	0.0124201	0.00846028	0.0414812	0.0242111	0.0312903	0.00526992	0.0124569	0.00680991	0.054057	0.0380867	0.0432746	0.0124201	0.00846028	0.0414812	0.0242111	0.0312903	0.00526992	0.0124569	0.0341757	0.0135312	0.0299173	0.547777	0.0603373	0.331026	0.898045	2.71059	0.634712
6140	-9892.09	-9902.73	10.6434	0.272244	0.18482	0.238507	0.304429	0.128804	0.263312	0.0286232	0.049685	0.454609	0.0749666	0.0462124	0.0116667	0.024422	0.606098	0.0073332	0.0600026	0.0433573	0.0308257	0.0127106	0.0081639	0.0316478	0.0127898	0.0430405	0.00599694	0.014808	0.0073332	0.0600026	0.0433573	0.0308257	0.0127106	0.0081639	0.0316478	0.0127898	0.0430405	0.00599694	0.014808	0.0462124	0.0116667	0.024422	0.606098	0.0405191	0.275655	0.845707	2.83812	0.537438
6150	-9888.22	-9900.04	11.8223	0.283601	0.179526	0.240274	0.296599	0.126853	0.239904	0.0501899	0.0452681	0.469483	0.0683023	0.0387815	0.00998307	0.0153208	0.516016	0.00785786	0.0516541	0.0347298	0.0341473	0.0105336	0.00970606	0.0338268	0.0139167	0.0437721	0.00810438	0.0125016	0.00785786	0.0516541	0.0347298	0.0341473	0.0105336	0.00970606	0.0338268	0.0139167	0.0437721	0.00810438	0.0125016	0.0387815	0.00998307	0.0153208	0.516016	0.0540412	0.314774	0.883606	2.74758	0.604518
6160	-9889.44	-9901.31	11.8747	0.275058	0.185324	0.239835	0.299782	0.104595	0.268901	0.0525062	0.0473572	0.440209	0.086432	0.0355083	0.0148716	0.022144	0.499412	0.00471588	0.056083	0.0397588	0.0255665	0.00926747	0.00934541	0.0373293	0.0200147	0.0437721	0.00614163	0.0105424	0.00471588	0.056083	0.0397588	0.0255665	0.00926747	0.00934541	0.0373293	0.0200147	0.0437721	0.00614163	0.0105424	0.0355083	0.0148716	0.022144	0.499412	0.102446	0.419884	0.96556	2.51211	0.832465
6170	-9887.38	-9899.41	12.0363	0.27999	0.189458	0.226432	0.30412	0.0966814	0.286693	0.0559804	0.0504908	0.423748	0.086406	0.037099	0.0137872	0.0174084	0.473909	0.0070001	0.0552786	0.0484179	0.0352492	0.0125585	0.0105006	0.031073	0.0182987	0.0437757	0.00652687	0.00839736	0.0070001	0.0552786	0.0484179	0.0352492	0.0125585	0.0105006	0.031073	0.0182987	0.0437757	0.00652687	0.00839736	0.037099	0.0137872	0.0174084	0.473909	0.0612456	0.333286	0.899997	2.70547	0.639033
6180	-9884.94	-9896.6	11.6581	0.286793	0.185065	0.229786	0.298357	0.107071	0.284595	0.0619959	0.0519466	0.412016	0.0823757	0.0303961	0.0100332	0.0217923	0.530037	0.00900395	0.0567203	0.0445686	0.0322399	0.0126585	0.0133604	0.0349239	0.0104659	0.028024	0.00863418	0.0144436	0.00900395	0.0567203	0.0445686	0.0322399	0.0126585	0.0133604	0.0349239	0.0104659	0.028024	0.00863418	0.0144436	0.0303961	0.0100332	0.0217923	0.530037	0.0528838	0.311667	0.880763	2.75469	0.598912
6190	-9888.07	-9899.45	11.3786	0.284787	0.192038	0.239216	0.283959	0.117219	0.257173	0.0598358	0.0563291	0.429937	0.0795056	0.0395499	0.0125121	0.0256017	0.528603	0.00583986	0.0633784	0.051387	0.0384781	0.0122508	0.00611255	0.0361643	0.00899427	0.0387776	0.00323081	0.0144436	0.00583986	0.0633784	0.051387	0.0384781	0.0122508	0.00611255	0.0361643	0.00899427	0.0387776	0.00323081	0.0144436	0.0395499	0.0125121	0.0256017	0.528603	0.0496587	0.302793	0.87249	2.77506	0.583181
6200	-9884.53	-9896.17	11.6458	0.283275	0.184403	0.232935	0.299388	0.12108	0.272125	0.0454374	0.0581846	0.428825	0.0743476	0.0331888	0.00802373	0.0238727	0.525079	0.00446227	0.0523399	0.041232	0.0292228	0.009173	0.00823777	0.0350745	0.023222	0.0318126	0.00840661	0.0249633	0.00446227	0.0523399	0.041232	0.0292228	0.009173	0.00823777	0.0350745	0.023222	0.0318126	0.00840661	0.0249633	0.0331888	0.00802373	0.0238727	0.525079	0.0618532	0.334787	0.901286	2.70207	0.641919
6210	-9882.66	-9894.25	11.5958	0.281565	0.188748	0.231529	0.298159	0.118903	0.255098	0.0534048	0.057798	0.436488	0.0783095	0.0355895	0.0109819	0.0175878	0.528064	0.0104233	0.0491045	0.0468156	0.0303976	0.00789182	0.0101302	0.0402218	0.0148777	0.0264234	0.00847038	0.0263781	0.0104233	0.0491045	0.0468156	0.0303976	0.00789182	0.0101302	0.0402218	0.0148777	0.0264234	0.00847038	0.0263781	0.0355895	0.0109819	0.0175878	0.528064	0.0602202	0.330733	0.897791	2.71126	0.634154
6220	-9884.07	-9895.01	10.9458	0.283232	0.192328	0.235921	0.28852	0.116027	0.250248	0.0458721	0.0713699	0.438957	0.0775259	0.0408861	0.00924719	0.0209395	0.585759	0.0117635	0.0578389	0.0390963	0.039839	0.00995791	0.00520982	0.0353507	0.0181817	0.0322095	0.00780793	0.0141046	0.0117635	0.0578389	0.0390963	0.039839	0.00995791	0.00520982	0.0353507	0.0181817	0.0322095	0.00780793	0.0141046	0.0408861	0.00924719	0.0209395	0.585759	0.0672625	0.347779	0.912199	2.67276	0.667491
6230	-9884.88	-9896.07	11.1942	0.271886	0.191935	0.233679	0.302499	0.108547	0.275551	0.0498419	0.0603029	0.414112	0.0916459	0.0394387	0.0102461	0.0260816	0.553227	0.00736767	0.0561192	0.0454551	0.037009	0.00764285	0.0117882	0.0367454	0.0137961	0.0444283	0.0084128	0.0059287	0.00736767	0.0561192	0.0454551	0.037009	0.00764285	0.0117882	0.0367454	0.0137961	0.0444283	0.0084128	0.0059287	0.0394387	0.0102461	0.0260816	0.553227	0.0528329	0.311529	0.880636	2.755	0.598665
6240	-9881.97	-9893.35	11.3783	0.296903	0.189172	0.22261	0.291315	0.110005	0.279253	0.0505115	0.0651347	0.416335	0.078761	0.0441367	0.0137597	0.0200993	0.519128	0.0074531	0.0675997	0.0512765	0.037009	0.00988715	0.00645466	0.0372743	0.0149274	0.0302945	0.00606329	0.0198447	0.0074531	0.0675997	0.0512765	0.037009	0.00988715	0.00645466	0.0372743	0.0149274	0.0302945	0.00606329	0.0198447	0.0441367	0.0137597	0.0200993	0.519128	0.0559089	0.319707	0.888065	2.73632	0.613525
6250	-9882.22	-9893.62	11.3975	0.27792	0.183445	0.248166	0.29047	0.114198	0.250964	0.0448836	0.0553575	0.455825	0.0787714	0.0355876	0.0114894	0.0215017	0.529202	0.00651797	0.0619239	0.0417603	0.0393674	0.0121532	0.0110499	0.033661	0.0205352	0.0285826	0.00942515	0.0205233	0.00651797	0.0619239	0.0417603	0.0393674	0.0121532	0.0110499	0.033661	0.0205352	0.0285826	0.00942515	0.0205233	0.0355876	0.0114894	0.0215017	0.529202	0.0560251	0.32001	0.888337	2.73563	0.614083
6260	-9883.18	-9893.91	10.732	0.2788	0.194427	0.224925	0.301847	0.104557	0.27778	0.0469039	0.0590767	0.439562	0.0721209	0.039364	0.00851718	0.0214111	0.608146	0.00950731	0.067154	0.0404212	0.0316007	0.00801028	0.0102238	0.0365376	0.018376	0.0229503	0.00703683	0.0205233	0.00950731	0.067154	0.0404212	0.0316007	0.00801028	0.0102238	0.0365376	0.018376	0.0229503	0.00703683	0.0205233	0.039364	0.00851718	0.0214111	0.608146	0.0583799	0.326085	0.893731	2.7218	0.625373
6270	-9890.11	-9901.5	11.3919	0.287512	0.19392	0.221824	0.296745	0.105236	0.291813	0.0465304	0.0488114	0.436062	0.0715467	0.0465978	0.00993	0.012658	0.543055	0.00776917	0.0552139	0.0480565	0.0376417	0.0105623	0.00856277	0.0316534	0.0132425	0.0352555	0.0079262	0.0155786	0.00776917	0.0552139	0.0480565	0.0376417	0.0105623	0.00856277	0.0316534	0.0132425	0.0352555	0.0079262	0.0155786	0.0465978	0.00993	0.012658	0.543055	0.0617513	0.334536	0.901071	2.70264	0.641436
6280	-9890.26	-9900.88	10.6225	0.293539	0.193739	0.224747	0.287976	0.104859	0.316949	0.0459737	0.057861	0.403667	0.0706906	0.0504832	0.0138289	0.0210286	0.590145	0.00808177	0.0599475	0.0440116	0.0410653	0.00977441	0.00676091	0.0396576	0.0243606	0.0313807	0.00587391	0.0140865	0.00808177	0.0599475	0.0440116	0.0410653	0.00977441	0.00676091	0.0396576	0.0243606	0.0313807	0.00587391	0.0140865	0.0504832	0.0138289	0.0210286	0.590145	0.0683345	0.350279	0.91425	2.66714	0.672537
6290	-9893.25	-9903.76	10.5187	0.294651	0.190556	0.225654	0.289139	0.0937727	0.300452	0.0592094	0.047685	0.415196	0.0836847	0.041101	0.0103259	0.0255633	0.592305	0.00550819	0.0633867	0.0519647	0.033971	0.00939851	0.0118487	0.0428396	0.024527	0.0328389	0.00586214	0.0197437	0.00550819	0.0633867	0.0519647	0.033971	0.00939851	0.0118487	0.0428396	0.024527	0.0328389	0.00586214	0.0197437	0.041101	0.0103259	0.0255633	0.592305	0.0550867	0.317547	0.886122	2.74124	0.609565
6300	-9883.39	-9895.49	12.1014	0.273994	0.186929	0.239904	0.299174	0.128781	0.251329	0.0478398	0.0598224	0.429114	0.0831142	0.0353992	0.0103259	0.0230579	0.484733	0.00474511	0.0616763	0.0421474	0.026928	0.00815822	0.00919319	0.0362362	0.0127322	0.029975	0.00586214	0.0213677	0.00474511	0.0616763	0.0421474	0.026928	0.00815822	0.00919319	0.0362362	0.0127322	0.029975	0.00586214	0.0213677	0.0353992	0.0103259	0.0230579	0.484733	0.0710138	0.356426	0.919228	2.65333	0.685123
6310	-9886.84	-9897.86	11.0188	0.282026	0.19041	0.223202	0.304362	0.124307	0.287586	0.0461777	0.057744	0.414205	0.0699794	0.0413381	0.011059	0.0291578	0.557505	0.0120731	0.0597676	0.0400745	0.0374883	0.0080467	0.00977205	0.0348646	0.0240007	0.0195305	0.0114914	0.0249607	0.0120731	0.0597676	0.0400745	0.0374883	0.0080467	0.00977205	0.0348646	0.0240007	0.0195305	0.0114914	0.0249607	0.0413381	0.011059	0.0291578	0.557505	0.0569039	0.322295	0.890377	2.73042	0.618304
6320	-9886.45	-9897.61	11.1607	0.279996	0.193464	0.221595	0.304945	0.127173	0.30116	0.0548486	0.0549524	0.39418	0.0676853	0.0441025	0.0101419	0.0219431	0.546774	0.00471083	0.0588035	0.0448707	0.0317824	0.0129786	0.0101829	0.0403981	0.0160553	0.0362999	0.00511743	0.022555	0.00471083	0.0588035	0.0448707	0.0317824	0.0129786	0.0101829	0.0403981	0.0160553	0.0362999	0.00511743	0.022555	0.0441025	0.0101419	0.0219431	0.546774	0.0664202	0.345798	0.910563	2.67722	0.663522
6330	-9889.02	-9900.64	11.6203	0.287217	0.187944	0.22731	0.297528	0.112462	0.264187	0.0548487	0.0533897	0.421784	0.0933284	0.0330687	0.0157114	0.0217716	0.487951	0.0075628	0.0609273	0.0412203	0.0418785	0.0137615	0.00806589	0.0472823	0.0136791	0.0391186	0.00981395	0.0180256	0.0075628	0.0609273	0.0412203	0.0418785	0.0137615	0.00806589	0.0472823	0.0136791	0.0391186	0.00981395	0.0180256	0.0330687	0.0157114	0.0217716	0.487951	0.10552	0.425402	0.969181	2.4999	0.847031
6340	-9884.07	-9896.26	12.1889	0.287946	0.195775	0.235031	0.281248	0.109893	0.250734	0.0566365	0.0493803	0.440863	0.0924923	0.0306168	0.0123443	0.0262587	0.458354	0.0087024	0.0597888	0.0425924	0.0363001	0.0109511	0.00984938	0.0357332	0.020256	0.0338897	0.00584349	0.0124976	0.0087024	0.0597888	0.0425924	0.0363001	0.0109511	0.00984938	0.0357332	0.020256	0.0338897	0.00584349	0.0124976	0.0306168	0.0123443	0.0262587	0.458354	0.0630162	0.337636	0.903716	2.69563	0.647436
6350	-9885.31	-9896.35	11.039	0.301317	0.18535	0.220262	0.29307	0.122948	0.275546	0.0365654	0.0526037	0.434147	0.0781895	0.0325895	0.0107037	0.0238	0.563146	0.00710765	0.0566049	0.0420835	0.0374155	0.0109903	0.0119932	0.0443266	0.0188635	0.0349815	0.0111819	0.0134385	0.00710765	0.0566049	0.0420835	0.0374155	0.0109903	0.0119932	0.0443266	0.0188635	0.0349815	0.0111819	0.0134385	0.0325895	0.0107037	0.0238	0.563146	0.0523721	0.310281	0.879485	2.75786	0.596428
6360	-9880.38	-9892.08	11.6939	0.282951	0.187506	0.221643	0.3079	0.125781	0.280778	0.0447055	0.0578887	0.414253	0.076594	0.0412232	0.0117999	0.0238	0.504521	0.00792568	0.0586474	0.039358	0.0324336	0.0109903	0.00936303	0.0412596	0.0140494	0.035235	0.00686727	0.0157653	0.00792568	0.0586474	0.039358	0.0324336	0.0109903	0.00936303	0.0412596	0.0140494	0.035235	0.00686727	0.0157653	0.0412232	0.0117999	0.0238	0.504521	0.0730905	0.361094	0.922948	2.64287	0.694859
6370	-9887.45	-9899.26	11.811	0.28161	0.186789	0.220592	0.311008	0.125923	0.281096	0.0499899	0.0579542	0.409683	0.0753535	0.0412232	0.0109727	0.0194341	0.494605	0.00942775	0.050886	0.0498133	0.0490299	0.010478	0.00738884	0.0397723	0.0112897	0.0257139	0.0078921	0.0138308	0.00942775	0.050886	0.0498133	0.0490299	0.010478	0.00738884	0.0397723	0.0112897	0.0257139	0.0078921	0.0138308	0.0412232	0.0109727	0.0194341	0.494605	0.0632289	0.338154	0.904155	2.69446	0.648443
