Iteration	Posterior	Likelihood	Prior	sf[0]	sf[1]	sf[2]	sf[3]	er[0]	er[1]	er[2]	er[3]	er[4]	er[5]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	norm_gamma_rates[0]	norm_gamma_rates[1]	norm_gamma_rates[2]	norm_gamma_rates[3]	shape
11090	-9885.41	-9897.04	11.6309	0.277501	0.182645	0.228739	0.311115	0.114428	0.2791	0.0555931	0.0612188	0.415331	0.0743288	0.0460834	0.0106046	0.020055	0.486722	0.00814944	0.0711028	0.0436354	0.037804	0.0121185	0.00807551	0.0403647	0.0189022	0.0266521	0.00459316	0.0249805	0.00814944	0.0711028	0.0436354	0.037804	0.0121185	0.00807551	0.0403647	0.0189022	0.0266521	0.00459316	0.0249805	0.0460834	0.0106046	0.020055	0.486722	0.060232	0.330763	0.897817	2.71119	0.634211
11100	-9886.82	-9897.84	11.0193	0.277583	0.182699	0.228512	0.311206	0.110056	0.291548	0.053469	0.0610874	0.399462	0.0843773	0.0345988	0.00853916	0.0216245	0.558593	0.0104632	0.0611234	0.0515172	0.0347465	0.0105956	0.0110445	0.0458841	0.0183732	0.0227895	0.00596953	0.0249805	0.0104632	0.0611234	0.0515172	0.0347465	0.0105956	0.0110445	0.0458841	0.0183732	0.0227895	0.00596953	0.0249805	0.0345988	0.00853916	0.0216245	0.558593	0.0669786	0.347113	0.91165	2.67426	0.666154
11110	-9882.91	-9893.97	11.0621	0.27245	0.193417	0.241919	0.292214	0.110084	0.276351	0.0498476	0.0586286	0.424107	0.0809811	0.0340875	0.00962111	0.0226672	0.572603	0.00975492	0.0537577	0.0441348	0.0318163	0.0104772	0.0116263	0.0409092	0.0198408	0.0252777	0.00612708	0.0240225	0.00975492	0.0537577	0.0441348	0.0318163	0.0104772	0.0116263	0.0409092	0.0198408	0.0252777	0.00612708	0.0240225	0.0340875	0.00962111	0.0226672	0.572603	0.0602296	0.330757	0.897811	2.7112	0.634199
11120	-9891.03	-9901.75	10.717	0.296781	0.186949	0.233828	0.282442	0.131398	0.266948	0.0438509	0.0515756	0.434988	0.0712392	0.0426739	0.00977068	0.0225382	0.596976	0.00850895	0.0702907	0.0437233	0.0403449	0.00501984	0.0110145	0.030594	0.0227663	0.0182306	0.00811845	0.0210083	0.00850895	0.0702907	0.0437233	0.0403449	0.00501984	0.0110145	0.030594	0.0227663	0.0182306	0.00811845	0.0210083	0.0426739	0.00977068	0.0225382	0.596976	0.0461282	0.292684	0.862781	2.79841	0.565741
11130	-9884.03	-9894.46	10.4282	0.283091	0.188251	0.229247	0.299412	0.11917	0.273377	0.044907	0.0604619	0.42913	0.0729547	0.0328858	0.0155898	0.0214097	0.605456	0.0102827	0.0606499	0.0440884	0.0444054	0.00895787	0.0106847	0.040898	0.018831	0.0308002	0.00821685	0.0270758	0.0102827	0.0606499	0.0440884	0.0444054	0.00895787	0.0106847	0.040898	0.018831	0.0308002	0.00821685	0.0270758	0.0328858	0.0155898	0.0214097	0.605456	0.0550596	0.317476	0.886057	2.74141	0.609435
11140	-9885.6	-9897.16	11.5574	0.269277	0.192266	0.234136	0.304321	0.136657	0.282594	0.0462729	0.0540103	0.404128	0.0763383	0.0382443	0.0094977	0.0233159	0.514949	0.007132	0.0734326	0.0441693	0.0286192	0.0114197	0.00680566	0.0302497	0.0211637	0.0403544	0.00668431	0.011036	0.007132	0.0734326	0.0441693	0.0286192	0.0114197	0.00680566	0.0302497	0.0211637	0.0403544	0.00668431	0.011036	0.0382443	0.0094977	0.0233159	0.514949	0.0653652	0.343296	0.908481	2.68286	0.658545
11150	-9885.99	-9897.71	11.7118	0.289073	0.188439	0.227496	0.294992	0.121704	0.243042	0.0526792	0.0737846	0.444418	0.0643722	0.044316	0.00766292	0.0190486	0.501184	0.00785474	0.0680609	0.0372232	0.0331985	0.0104394	0.012968	0.034901	0.0178376	0.0368263	0.00551538	0.0140718	0.00785474	0.0680609	0.0372232	0.0331985	0.0104394	0.012968	0.034901	0.0178376	0.0368263	0.00551538	0.0140718	0.044316	0.00766292	0.0190486	0.501184	0.0877069	0.391883	0.946211	2.5742	0.763196
11160	-9885.36	-9896.44	11.0851	0.288188	0.189012	0.235518	0.287283	0.103357	0.278489	0.051179	0.0462016	0.433417	0.0873563	0.0334189	0.00875692	0.0258512	0.56297	0.00836829	0.0690822	0.0412471	0.0314274	0.00905272	0.0158678	0.0400595	0.0134339	0.0231799	0.00710792	0.0243861	0.00836829	0.0690822	0.0412471	0.0314274	0.00905272	0.0158678	0.0400595	0.0134339	0.0231799	0.00710792	0.0243861	0.0334189	0.00875692	0.0258512	0.56297	0.0693916	0.352721	0.916239	2.66165	0.677507
11170	-9882.4	-9893.94	11.5372	0.296476	0.178532	0.23816	0.286832	0.124427	0.242914	0.0489194	0.053592	0.443929	0.0862182	0.0351235	0.0129866	0.0192074	0.527386	0.00994905	0.05972	0.0419389	0.0301271	0.0104173	0.00810242	0.0430067	0.0121698	0.0394081	0.00673943	0.0128606	0.00994905	0.05972	0.0419389	0.0301271	0.0104173	0.00810242	0.0430067	0.0121698	0.0394081	0.00673943	0.0128606	0.0351235	0.0129866	0.0192074	0.527386	0.0632805	0.338279	0.904261	2.69418	0.648687
11180	-9880.38	-9891.78	11.3987	0.2946	0.177403	0.236653	0.291344	0.126254	0.250229	0.0469357	0.0518253	0.44138	0.083376	0.0372828	0.00923711	0.019158	0.531382	0.00808204	0.0595587	0.0483223	0.0370972	0.0117035	0.0087541	0.0354722	0.0167617	0.0275599	0.00599305	0.0265918	0.00808204	0.0595587	0.0483223	0.0370972	0.0117035	0.0087541	0.0354722	0.0167617	0.0275599	0.00599305	0.0265918	0.0372828	0.00923711	0.019158	0.531382	0.064749	0.341823	0.907249	2.68618	0.655634
11190	-9886.44	-9897.88	11.4394	0.293218	0.182519	0.234287	0.289977	0.109291	0.250904	0.0429728	0.0566115	0.442598	0.0976226	0.0385196	0.0125012	0.0181493	0.527911	0.00785296	0.0583845	0.0447461	0.0372056	0.00775102	0.0126792	0.0376902	0.0226348	0.0223732	0.0087665	0.0216601	0.00785296	0.0583845	0.0447461	0.0372056	0.00775102	0.0126792	0.0376902	0.0226348	0.0223732	0.0087665	0.0216601	0.0385196	0.0125012	0.0181493	0.527911	0.0672234	0.347688	0.912124	2.67297	0.667307
11200	-9880.63	-9892.38	11.7452	0.292571	0.182116	0.233769	0.291544	0.116938	0.252226	0.0506706	0.060573	0.423334	0.0962584	0.0377902	0.012224	0.0229736	0.490277	0.00708987	0.0607622	0.0447461	0.0338479	0.0123649	0.0101297	0.0357335	0.0217725	0.0323662	0.0066149	0.0190313	0.00708987	0.0607622	0.0447461	0.0338479	0.0123649	0.0101297	0.0357335	0.0217725	0.0323662	0.0066149	0.0190313	0.0377902	0.012224	0.0229736	0.490277	0.0896056	0.395646	0.948908	2.56584	0.772081
11210	-9885.99	-9897.84	11.853	0.274022	0.189695	0.231436	0.304847	0.112921	0.27641	0.0509881	0.0613404	0.416348	0.0819935	0.0299805	0.0133601	0.0275061	0.487753	0.00680472	0.0631136	0.0412945	0.0402589	0.00895815	0.0068929	0.0362904	0.0193296	0.0357091	0.00851194	0.0108341	0.00680472	0.0631136	0.0412945	0.0402589	0.00895815	0.0068929	0.0362904	0.0193296	0.0357091	0.00851194	0.0108341	0.0299805	0.0133601	0.0275061	0.487753	0.104507	0.423594	0.968001	2.5039	0.842224
11220	-9886.12	-9897.84	11.721	0.294902	0.192255	0.219158	0.293685	0.112898	0.277167	0.0435487	0.0669428	0.435209	0.0642345	0.0342338	0.0119483	0.0169692	0.524137	0.00981224	0.0540262	0.0411473	0.0343379	0.00759524	0.0113928	0.0416192	0.0137956	0.0330592	0.00571569	0.0113797	0.00981224	0.0540262	0.0411473	0.0343379	0.00759524	0.0113928	0.0416192	0.0137956	0.0330592	0.00571569	0.0113797	0.0342338	0.0119483	0.0169692	0.524137	0.0465753	0.293989	0.864052	2.79538	0.567964
11230	-9885.32	-9896.6	11.2806	0.288767	0.185737	0.237921	0.287576	0.0885075	0.282051	0.0582171	0.0617132	0.439346	0.0701644	0.0342338	0.0126932	0.0246861	0.541956	0.0104411	0.0540321	0.0463269	0.0402031	0.00837878	0.0114511	0.0341703	0.0217935	0.0349428	0.00714309	0.0124714	0.0104411	0.0540321	0.0463269	0.0402031	0.00837878	0.0114511	0.0341703	0.0217935	0.0349428	0.00714309	0.0124714	0.0342338	0.0126932	0.0246861	0.541956	0.0581635	0.325533	0.893245	2.72306	0.624339
11240	-9885.79	-9897.5	11.7071	0.29251	0.188144	0.225361	0.293985	0.116832	0.268039	0.0463836	0.0593304	0.421122	0.0882929	0.0349611	0.0128528	0.0242682	0.511741	0.00845794	0.0512312	0.0433284	0.0264195	0.00654651	0.0114517	0.0419696	0.0139239	0.0457788	0.00868228	0.0103641	0.00845794	0.0512312	0.0433284	0.0264195	0.00654651	0.0114517	0.0419696	0.0139239	0.0457788	0.00868228	0.0103641	0.0349611	0.0128528	0.0242682	0.511741	0.0708513	0.356057	0.918932	2.65416	0.684361
11250	-9885.84	-9897.92	12.0852	0.283949	0.184479	0.241509	0.290063	0.0983465	0.277458	0.0454167	0.0610429	0.433277	0.0844592	0.0364885	0.00666746	0.026915	0.481122	0.0103969	0.0527251	0.0396528	0.0403181	0.009623	0.00755876	0.0351099	0.0155547	0.0313482	0.00593608	0.0145586	0.0103969	0.0527251	0.0396528	0.0403181	0.009623	0.00755876	0.0351099	0.0155547	0.0313482	0.00593608	0.0145586	0.0364885	0.00666746	0.026915	0.481122	0.0786463	0.373204	0.932356	2.61579	0.72085
11260	-9890.18	-9902.04	11.8607	0.290523	0.200331	0.235005	0.274141	0.105594	0.243664	0.068314	0.0655414	0.426203	0.0906834	0.0425881	0.0124533	0.018205	0.503583	0.00994665	0.0612203	0.0443892	0.024228	0.00903934	0.00789737	0.0351827	0.0183762	0.0236386	0.0065259	0.0185474	0.00994665	0.0612203	0.0443892	0.024228	0.00903934	0.00789737	0.0351827	0.0183762	0.0236386	0.0065259	0.0185474	0.0425881	0.0124533	0.018205	0.503583	0.104552	0.423675	0.968054	2.50372	0.842438
11270	-9894.11	-9905.43	11.3243	0.291053	0.20182	0.238222	0.268906	0.1036	0.268514	0.063079	0.036814	0.450012	0.0779816	0.0361187	0.015461	0.0225079	0.530529	0.0121905	0.0581464	0.0551909	0.0417103	0.00903934	0.00517261	0.0385136	0.0190761	0.0311811	0.00556501	0.0101427	0.0121905	0.0581464	0.0551909	0.0417103	0.00903934	0.00517261	0.0385136	0.0190761	0.0311811	0.00556501	0.0101427	0.0361187	0.015461	0.0225079	0.530529	0.0583616	0.326039	0.89369	2.72191	0.625286
11280	-9892.01	-9902.83	10.8175	0.278743	0.193285	0.220263	0.307709	0.0975191	0.295663	0.0536235	0.0447121	0.41377	0.0947119	0.0338152	0.014688	0.0212311	0.581554	0.00850013	0.071605	0.0432026	0.0319978	0.0132164	0.0055862	0.0435255	0.0179006	0.0261462	0.00902254	0.0187514	0.00850013	0.071605	0.0432026	0.0319978	0.0132164	0.0055862	0.0435255	0.0179006	0.0261462	0.00902254	0.0187514	0.0338152	0.014688	0.0212311	0.581554	0.0790493	0.374062	0.93301	2.61388	0.722734
11290	-9889.84	-9901.63	11.7891	0.272703	0.189096	0.23716	0.301041	0.0959102	0.281503	0.0583064	0.0638622	0.430119	0.0702992	0.0320985	0.0123127	0.0265169	0.496541	0.0101778	0.0606652	0.0442922	0.0242766	0.0095863	0.0127209	0.0298289	0.0195346	0.0362515	0.00855854	0.0203628	0.0101778	0.0606652	0.0442922	0.0242766	0.0095863	0.0127209	0.0298289	0.0195346	0.0362515	0.00855854	0.0203628	0.0320985	0.0123127	0.0265169	0.496541	0.0729057	0.360682	0.922622	2.64379	0.693993
11300	-9887.39	-9898.06	10.6727	0.287742	0.19045	0.225532	0.296275	0.105054	0.25206	0.0512052	0.0651369	0.428554	0.0979896	0.0406083	0.0100522	0.0250976	0.586359	0.00722205	0.059929	0.0495934	0.0447409	0.00801975	0.00754269	0.039346	0.0174177	0.0394464	0.00770317	0.0121059	0.00722205	0.059929	0.0495934	0.0447409	0.00801975	0.00754269	0.039346	0.0174177	0.0394464	0.00770317	0.0121059	0.0406083	0.0100522	0.0250976	0.586359	0.0805145	0.377159	0.935355	2.60697	0.72958
11310	-9884.09	-9895.87	11.7808	0.287822	0.191715	0.224104	0.296358	0.112133	0.282666	0.0464845	0.0707538	0.399007	0.0889558	0.0376789	0.0100875	0.0162513	0.509173	0.0073701	0.0528203	0.046148	0.0356009	0.00798737	0.00854407	0.0360204	0.0143373	0.037405	0.0115945	0.0138205	0.0073701	0.0528203	0.046148	0.0356009	0.00798737	0.00854407	0.0360204	0.0143373	0.037405	0.0115945	0.0138205	0.0376789	0.0100875	0.0162513	0.509173	0.0607859	0.332145	0.899013	2.70806	0.636847
11320	-9882.81	-9894.66	11.8507	0.287802	0.191096	0.225701	0.295401	0.101719	0.264038	0.056285	0.0600173	0.429072	0.0888695	0.0325818	0.0114859	0.0211229	0.502244	0.00871815	0.0583274	0.034838	0.0280075	0.0103235	0.00823021	0.0404834	0.0192396	0.0280925	0.0108052	0.0229459	0.00871815	0.0583274	0.034838	0.0280075	0.0103235	0.00823021	0.0404834	0.0192396	0.0280925	0.0108052	0.0229459	0.0325818	0.0114859	0.0211229	0.502244	0.0781038	0.372045	0.931471	2.61838	0.718315
11330	-9883.35	-9894.73	11.3707	0.295998	0.184007	0.239005	0.280989	0.112	0.256409	0.0493688	0.0564035	0.439698	0.0861203	0.0447011	0.0136097	0.0226253	0.540666	0.00733405	0.0596509	0.0457495	0.0287253	0.00901338	0.00710824	0.0382725	0.0207009	0.0194686	0.0036649	0.0244635	0.00733405	0.0596509	0.0457495	0.0287253	0.00901338	0.00710824	0.0382725	0.0207009	0.0194686	0.0036649	0.0244635	0.0447011	0.0136097	0.0226253	0.540666	0.0648419	0.342046	0.907436	2.68568	0.656074
11340	-9883.16	-9894.1	10.9397	0.284488	0.181174	0.229712	0.304626	0.124734	0.259644	0.050251	0.0409615	0.452239	0.0721709	0.0383616	0.0103834	0.0239531	0.570242	0.00882778	0.0672084	0.0453167	0.0359106	0.00753694	0.0122495	0.0390883	0.0148235	0.0341771	0.0063451	0.0141942	0.00882778	0.0672084	0.0453167	0.0359106	0.00753694	0.0122495	0.0390883	0.0148235	0.0341771	0.0063451	0.0141942	0.0383616	0.0103834	0.0239531	0.570242	0.0747049	0.364669	0.925761	2.63487	0.702418
11350	-9888.67	-9899.99	11.3158	0.282206	0.186712	0.228648	0.302434	0.134186	0.264033	0.0540589	0.0440655	0.428188	0.0754685	0.0411255	0.0123737	0.0201206	0.529961	0.00999161	0.0530271	0.0382167	0.0412647	0.0102207	0.0131485	0.0420141	0.0126695	0.0522828	0.00627993	0.00823304	0.00999161	0.0530271	0.0382167	0.0412647	0.0102207	0.0131485	0.0420141	0.0126695	0.0522828	0.00627993	0.00823304	0.0411255	0.0123737	0.0201206	0.529961	0.0784222	0.372726	0.931991	2.61686	0.719803
11360	-9885.97	-9897.5	11.528	0.276796	0.188774	0.239328	0.295102	0.120561	0.257293	0.0406707	0.0568507	0.458785	0.0658388	0.0420344	0.0071687	0.0185261	0.530565	0.00957722	0.0572479	0.0407073	0.0323566	0.0131194	0.0118814	0.0318783	0.0186665	0.0349199	0.00422538	0.0172281	0.00957722	0.0572479	0.0407073	0.0323566	0.0131194	0.0118814	0.0318783	0.0186665	0.0349199	0.00422538	0.0172281	0.0420344	0.0071687	0.0185261	0.530565	0.0614349	0.333755	0.9004	2.70441	0.639933
11370	-9889.44	-9901.4	11.9551	0.283726	0.191215	0.226166	0.298893	0.114626	0.262575	0.0527847	0.0580177	0.446105	0.0658913	0.0356139	0.00958084	0.0177766	0.496812	0.00731734	0.0636055	0.0407073	0.0365899	0.0112904	0.0159816	0.0278667	0.0144312	0.0292547	0.00918636	0.0118326	0.00731734	0.0636055	0.0407073	0.0365899	0.0112904	0.0159816	0.0278667	0.0144312	0.0292547	0.00918636	0.0118326	0.0356139	0.00958084	0.0177766	0.496812	0.0430608	0.28353	0.853719	2.81969	0.550366
11380	-9885.83	-9897.18	11.3522	0.285533	0.190732	0.225596	0.298139	0.110921	0.253523	0.0477212	0.0584848	0.463145	0.0662052	0.0422566	0.00807801	0.0266178	0.544951	0.00799325	0.0559264	0.0421536	0.031766	0.00603628	0.011393	0.0449054	0.0130932	0.0343201	0.00652618	0.0118326	0.00799325	0.0559264	0.0421536	0.031766	0.00603628	0.011393	0.0449054	0.0130932	0.0343201	0.00652618	0.0118326	0.0422566	0.00807801	0.0266178	0.544951	0.054661	0.316422	0.885103	2.74381	0.607512
11390	-9882.66	-9894.4	11.7361	0.288996	0.185353	0.234914	0.290737	0.115094	0.261848	0.0509991	0.0533939	0.452613	0.0660513	0.0370863	0.0110884	0.0264178	0.504434	0.00688135	0.0548341	0.0454068	0.0340317	0.0081208	0.00847601	0.0337629	0.0218513	0.0304408	0.00337636	0.0228877	0.00688135	0.0548341	0.0454068	0.0340317	0.0081208	0.00847601	0.0337629	0.0218513	0.0304408	0.00337636	0.0228877	0.0370863	0.0110884	0.0264178	0.504434	0.0698348	0.353738	0.917063	2.65936	0.679589
11400	-9887.23	-9898.43	11.192	0.289007	0.186235	0.236033	0.288725	0.11194	0.254672	0.0496014	0.0519307	0.440209	0.0916464	0.0491588	0.0108699	0.0276817	0.523414	0.014554	0.0612101	0.039435	0.0435803	0.0115551	0.0100886	0.0368684	0.0178447	0.0261317	0.00989692	0.021037	0.014554	0.0612101	0.039435	0.0435803	0.0115551	0.0100886	0.0368684	0.0178447	0.0261317	0.00989692	0.021037	0.0491588	0.0108699	0.0276817	0.523414	0.0774757	0.370697	0.930437	2.62139	0.715379
11410	-9890.15	-9901.47	11.3229	0.294133	0.178706	0.225614	0.301547	0.112982	0.249623	0.050063	0.0505272	0.444305	0.0924992	0.041061	0.0132433	0.0199297	0.506675	0.0118795	0.0789602	0.0568971	0.0338783	0.00956345	0.00912577	0.0378512	0.0164066	0.0353586	0.00589867	0.0135481	0.0118795	0.0789602	0.0568971	0.0338783	0.00956345	0.00912577	0.0378512	0.0164066	0.0353586	0.00589867	0.0135481	0.041061	0.0132433	0.0199297	0.506675	0.0759303	0.367351	0.927852	2.62887	0.708152
11420	-9888.64	-9900.15	11.502	0.29052	0.175304	0.239379	0.294797	0.138789	0.261897	0.0523511	0.0520889	0.418771	0.0761025	0.0377193	0.00921901	0.0201466	0.546702	0.0107179	0.0579211	0.0354466	0.0329327	0.0109544	0.00617977	0.0295755	0.0124382	0.040442	0.00507401	0.0172349	0.0107179	0.0579211	0.0354466	0.0329327	0.0109544	0.00617977	0.0295755	0.0124382	0.040442	0.00507401	0.0172349	0.0377193	0.00921901	0.0201466	0.546702	0.0615724	0.334095	0.900692	2.70364	0.640586
11430	-9883.32	-9894.92	11.5974	0.284076	0.180139	0.2401	0.295685	0.108534	0.259754	0.0552374	0.0622565	0.451115	0.0631021	0.0368038	0.0099315	0.0243119	0.509278	0.011396	0.0588746	0.0490916	0.0336381	0.0115927	0.0133814	0.0367125	0.0167654	0.0301069	0.0037203	0.0172349	0.011396	0.0588746	0.0490916	0.0336381	0.0115927	0.0133814	0.0367125	0.0167654	0.0301069	0.0037203	0.0172349	0.0368038	0.0099315	0.0243119	0.509278	0.0751082	0.365555	0.926453	2.63288	0.704305
11440	-9885.28	-9897.11	11.8249	0.281504	0.185336	0.240151	0.293009	0.132186	0.255445	0.0518198	0.0612237	0.43727	0.0620553	0.0439745	0.0140877	0.0178431	0.48299	0.00740279	0.0571111	0.0390808	0.0392161	0.0143503	0.0115936	0.036049	0.0152754	0.0369252	0.00816697	0.0159036	0.00740279	0.0571111	0.0390808	0.0392161	0.0143503	0.0115936	0.036049	0.0152754	0.0369252	0.00816697	0.0159036	0.0439745	0.0140877	0.0178431	0.48299	0.0803389	0.37679	0.935077	2.60779	0.72876
11450	-9891.46	-9903.48	12.0139	0.287051	0.189836	0.225369	0.297744	0.125631	0.275455	0.0482628	0.0550763	0.399684	0.0958914	0.0368574	0.0113973	0.0196347	0.455356	0.00966659	0.053222	0.0484832	0.0341974	0.0173709	0.00962615	0.0452019	0.0198469	0.0269713	0.00953345	0.0226805	0.00966659	0.053222	0.0484832	0.0341974	0.0173709	0.00962615	0.0452019	0.0198469	0.0269713	0.00953345	0.0226805	0.0368574	0.0113973	0.0196347	0.455356	0.123757	0.45622	0.988286	2.43174	0.934746
11460	-9884.37	-9896.12	11.7435	0.289896	0.188445	0.2241	0.297559	0.110827	0.288425	0.0487736	0.0565576	0.410246	0.0851708	0.0425909	0.0139038	0.0215478	0.507807	0.00760598	0.0573846	0.0342173	0.0447205	0.00947723	0.00885649	0.0317373	0.01877	0.0234052	0.00337086	0.0226805	0.00760598	0.0573846	0.0342173	0.0447205	0.00947723	0.00885649	0.0317373	0.01877	0.0234052	0.00337086	0.0226805	0.0425909	0.0139038	0.0215478	0.507807	0.0817549	0.379754	0.937304	2.60119	0.735376
11470	-9886.33	-9898.2	11.8671	0.289456	0.188159	0.224869	0.297516	0.108573	0.259905	0.0459585	0.055407	0.446719	0.0834381	0.0383184	0.00907271	0.0179754	0.492896	0.0111465	0.0582036	0.0460456	0.0285218	0.00746789	0.00952405	0.0336079	0.0138763	0.038457	0.00809289	0.0223332	0.0111465	0.0582036	0.0460456	0.0285218	0.00746789	0.00952405	0.0336079	0.0138763	0.038457	0.00809289	0.0223332	0.0383184	0.00907271	0.0179754	0.492896	0.0893311	0.395105	0.948522	2.56704	0.770796
11480	-9886.88	-9898.21	11.3242	0.302791	0.184844	0.22009	0.292275	0.106285	0.268048	0.0398097	0.0518348	0.455965	0.0780586	0.04595	0.013446	0.0150838	0.543501	0.0101719	0.0583797	0.046637	0.0285131	0.0100408	0.00803004	0.0353508	0.0209555	0.0344375	0.0063085	0.013755	0.0101719	0.0583797	0.046637	0.0285131	0.0100408	0.00803004	0.0353508	0.0209555	0.0344375	0.0063085	0.013755	0.04595	0.013446	0.0150838	0.543501	0.058421	0.32619	0.893824	2.72157	0.62557
11490	-9883.23	-9894.62	11.393	0.301724	0.184192	0.229804	0.284279	0.109599	0.264191	0.0449709	0.0507948	0.442266	0.0881786	0.0381631	0.0152196	0.0239352	0.546503	0.00836761	0.057967	0.0375105	0.0349688	0.00749614	0.00843841	0.0353508	0.0201178	0.0247733	0.00337366	0.0213463	0.00836761	0.057967	0.0375105	0.0349688	0.00749614	0.00843841	0.0353508	0.0201178	0.0247733	0.00337366	0.0213463	0.0381631	0.0152196	0.0239352	0.546503	0.0645039	0.341235	0.906755	2.68751	0.654476
11500	-9885.17	-9897.17	11.9967	0.286656	0.191021	0.224162	0.298162	0.107117	0.258209	0.0648078	0.0696056	0.414078	0.086182	0.0381307	0.0132475	0.0203216	0.483168	0.00824532	0.0618993	0.0446841	0.029897	0.00572706	0.00972336	0.0305697	0.0188909	0.0278724	0.0107948	0.0196032	0.00824532	0.0618993	0.0446841	0.029897	0.00572706	0.00972336	0.0305697	0.0188909	0.0278724	0.0107948	0.0196032	0.0381307	0.0132475	0.0203216	0.483168	0.0808005	0.377759	0.935808	2.60563	0.730917
11510	-9887.5	-9898.54	11.0394	0.284326	0.182429	0.233101	0.300144	0.124834	0.279385	0.0498313	0.0290667	0.445228	0.0716547	0.0403494	0.00993874	0.0211509	0.580816	0.00755609	0.0618993	0.0447859	0.0272857	0.00994727	0.007837	0.0349304	0.0198074	0.0250261	0.00602828	0.0212162	0.00755609	0.0618993	0.0447859	0.0272857	0.00994727	0.007837	0.0349304	0.0198074	0.0250261	0.00602828	0.0212162	0.0403494	0.00993874	0.0211509	0.580816	0.0779952	0.371812	0.931293	2.6189	0.717807
11520	-9892.51	-9903.46	10.9514	0.276005	0.187767	0.227301	0.308927	0.139539	0.248782	0.0434231	0.0460579	0.452474	0.0697243	0.0398611	0.0121282	0.0257664	0.550409	0.00755609	0.0656297	0.0410333	0.0504057	0.0107851	0.0184941	0.0377129	0.0201024	0.0338974	0.00412325	0.00997212	0.00755609	0.0656297	0.0410333	0.0504057	0.0107851	0.0184941	0.0377129	0.0201024	0.0338974	0.00412325	0.00997212	0.0398611	0.0121282	0.0257664	0.550409	0.0568334	0.322112	0.890215	2.73084	0.617966
11530	-9882.91	-9894.63	11.729	0.284965	0.188884	0.23597	0.290181	0.134244	0.239342	0.0425969	0.0778183	0.438919	0.0670787	0.0397478	0.0108699	0.0243688	0.509035	0.00750319	0.0564101	0.0415866	0.0308857	0.0110361	0.00838871	0.0350963	0.0154549	0.0322299	0.00641855	0.0209459	0.00750319	0.0564101	0.0415866	0.0308857	0.0110361	0.00838871	0.0350963	0.0154549	0.0322299	0.00641855	0.0209459	0.0397478	0.0108699	0.0243688	0.509035	0.0624833	0.336335	0.902608	2.69857	0.64491
11540	-9887.07	-9898.52	11.4483	0.283191	0.190368	0.228445	0.297997	0.133264	0.237591	0.0498844	0.0769594	0.435713	0.0665887	0.037569	0.0122033	0.0222158	0.535589	0.00629001	0.0560842	0.0356427	0.0319685	0.00850482	0.00739188	0.040631	0.0182388	0.0312297	0.011354	0.0232435	0.00629001	0.0560842	0.0356427	0.0319685	0.00850482	0.00739188	0.040631	0.0182388	0.0312297	0.011354	0.0232435	0.037569	0.0122033	0.0222158	0.535589	0.0581978	0.325621	0.893323	2.72286	0.624503
11550	-9892.01	-9903.64	11.638	0.293265	0.175808	0.22595	0.304977	0.105621	0.300289	0.0392982	0.064808	0.408699	0.0812847	0.0326745	0.0124233	0.0253913	0.525007	0.00561213	0.0637236	0.040705	0.0453007	0.00839117	0.00603824	0.0340655	0.0105738	0.0213016	0.00682543	0.0209417	0.00561213	0.0637236	0.040705	0.0453007	0.00839117	0.00603824	0.0340655	0.0105738	0.0213016	0.00682543	0.0209417	0.0326745	0.0124233	0.0253913	0.525007	0.0669026	0.346935	0.911503	2.67466	0.665796
11560	-9887.41	-9898.09	10.6752	0.303614	0.18524	0.21255	0.298596	0.103424	0.240821	0.043627	0.0634598	0.46234	0.0863288	0.0419019	0.0107684	0.0221162	0.598367	0.00682534	0.0665599	0.043388	0.031287	0.0102415	0.0107546	0.0356898	0.0215151	0.0289395	0.00900536	0.018405	0.00682534	0.0665599	0.043388	0.031287	0.0102415	0.0107546	0.0356898	0.0215151	0.0289395	0.00900536	0.018405	0.0419019	0.0107684	0.0221162	0.598367	0.0459279	0.292097	0.862208	2.79977	0.564744
11570	-9889.23	-9900.02	10.7982	0.264824	0.198846	0.235136	0.301194	0.102071	0.297861	0.0539714	0.0626297	0.399455	0.0840115	0.0341246	0.0140812	0.0222903	0.568505	0.00751464	0.0701692	0.0429224	0.0369543	0.0110256	0.0102172	0.0352683	0.0240509	0.0415438	0.00719284	0.0174275	0.00751464	0.0701692	0.0429224	0.0369543	0.0110256	0.0102172	0.0352683	0.0240509	0.0415438	0.00719284	0.0174275	0.0341246	0.0140812	0.0222903	0.568505	0.0530914	0.312227	0.881278	2.7534	0.599919
