Iteration	Posterior	Likelihood	Prior	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[1]	br_lens[2]	br_lens[14]	br_lens[15]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	sf[4][0]	sf[4][1]	sf[4][2]	sf[4][3]	er[4][0]	er[4][1]	er[4][2]	er[4][3]	er[4][4]	er[4][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[3][0]	sf[3][1]	sf[3][2]	sf[3][3]	er[3][0]	er[3][1]	er[3][2]	er[3][3]	er[3][4]	er[3][5]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	norm_gamma_rates[3][0]	norm_gamma_rates[3][1]	norm_gamma_rates[3][2]	norm_gamma_rates[3][3]	shape[3]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[0]	shape[1]	shape[2]	shape[3]	shape[4]	norm_gamma_rates[4][0]	norm_gamma_rates[4][1]	norm_gamma_rates[4][2]	norm_gamma_rates[4][3]
200	-9571.4	-9584.78	13.3811	0.0237373	0.0376058	0.0108262	0.823867	0.0480958	0.067098	0.0112551	0.0325136	0.0167866	0.0178538	0.0325714	0.00787992	0.00957103	0.0442489	0.0235893	0.0108262	0.823867	0.0480958	0.0112551	0.067098	0.0325136	0.0167866	0.0178538	0.0325714	0.00787992	0.00957103	0.0237373	0.0376058	0.0442489	0.0235893	0.294597	0.187608	0.236087	0.281708	0.239661	0.203381	0.307764	0.249195	0.0935491	0.203748	0.171246	0.0432406	0.41805	0.0701671	0.153385	0.310078	0.0604261	0.10019	0.198438	0.177484	0.287454	0.241408	0.204346	0.266792	0.284838	0.160679	0.133972	0.42051	0.113924	0.378981	0.021606	0.0143493	0.384331	0.0868085	0.0759398	0.376814	0.0190123	0.0198422	0.484696	0.0236954	0.846941	0.955423	1.03578	1.16186	64.9155	0.0941566	2.22934e-07	0.000701891	0.0784779	3.92082	0.672511	0.889294	1.0669	1.3713	12.9803	0.0941566	12.9803	64.9155	33.1209	33.1209	0.788585	0.935296	1.04748	1.22864
210	-9572.16	-9590.04	17.8772	0.0281475	0.0523766	0.0135151	0.759516	0.047317	0.067098	0.00630564	0.0384003	0.0177411	0.0153464	0.0381221	0.0102436	0.00336445	0.0349613	0.0160666	0.0135151	0.759516	0.047317	0.00630564	0.067098	0.0384003	0.0177411	0.0153464	0.0381221	0.0102436	0.00336445	0.0281475	0.0523766	0.0349613	0.0160666	0.320564	0.186893	0.217532	0.275011	0.276308	0.223996	0.279961	0.219735	0.0863621	0.206583	0.164087	0.0872448	0.385933	0.0697896	0.133316	0.139297	0.098518	0.271285	0.229645	0.127939	0.32235	0.203273	0.204779	0.269597	0.260126	0.132996	0.141022	0.465856	0.0984122	0.389916	0.0218038	0.0135641	0.377521	0.098783	0.0970114	0.41127	0.0158295	0.0377548	0.418406	0.0197287	0.750206	0.92101	1.0545	1.27428	23.2769	0.119214	4.90305e-06	0.00328352	0.148574	3.84814	0.4523	0.773908	1.08441	1.68939	3.96267	0.119214	3.96267	23.2769	5.62398	5.62398	0.526096	0.817526	1.08208	1.5743
220	-9567.81	-9579.12	11.3036	0.0200123	0.0427234	0.0112987	0.774654	0.0479427	0.054186	0.0134577	0.0334255	0.00993285	0.0128476	0.0326371	0.00925747	0.0126076	0.0313799	0.0272072	0.0112987	0.774654	0.0479427	0.0134577	0.054186	0.0334255	0.00993285	0.0128476	0.0326371	0.00925747	0.0126076	0.0200123	0.0427234	0.0313799	0.0272072	0.306418	0.174323	0.229061	0.290197	0.214932	0.242306	0.325009	0.217754	0.0962262	0.187402	0.121161	0.069704	0.433692	0.0918147	0.105681	0.243717	0.0992469	0.169878	0.299783	0.0816942	0.309457	0.232361	0.199369	0.258814	0.300729	0.111027	0.153346	0.434898	0.125165	0.329858	0.0241589	0.0114748	0.425776	0.0835676	0.0702794	0.418841	0.0161209	0.0384498	0.436217	0.0200919	0.826253	0.948501	1.04006	1.18518	49.9121	0.100633	5.744e-07	0.00112598	0.0954562	3.90342	0.839234	0.952871	1.03739	1.1705	58.6403	0.100633	58.6403	49.9121	58.7939	58.7939	0.839437	0.952939	1.03735	1.17027
230	-9559.16	-9575.76	16.6019	0.0197032	0.0423907	0.0128867	0.755341	0.046753	0.0617894	0.00804248	0.0366223	0.0118223	0.00890907	0.0365306	0.0116167	0.00727838	0.0396585	0.0250089	0.0128867	0.755341	0.046753	0.00804248	0.0617894	0.0366223	0.0118223	0.00890907	0.0365306	0.0116167	0.00727838	0.0197032	0.0423907	0.0396585	0.0250089	0.312647	0.177867	0.213389	0.296097	0.274357	0.233955	0.266296	0.225392	0.106395	0.146015	0.0731383	0.034209	0.448722	0.191521	0.0932908	0.237045	0.10694	0.183046	0.21266	0.167018	0.268818	0.218104	0.221329	0.291749	0.273075	0.127581	0.169699	0.429646	0.12325	0.321304	0.0235324	0.0354006	0.405639	0.0908733	0.0666596	0.434137	0.0155897	0.0371828	0.421843	0.024588	0.804959	0.941133	1.04432	1.20959	39.2202	0.0867455	6.34463e-08	0.000374689	0.0604897	3.93914	0.614183	0.862761	1.07437	1.44868	9.02442	0.0867455	9.02442	39.2202	14.9923	14.9923	0.693449	0.89823	1.06381	1.34451
240	-9555.46	-9571.96	16.5002	0.0261658	0.0378879	0.00988428	0.775862	0.0460003	0.0558433	0.0102392	0.0405622	0.00956935	0.0114332	0.0365306	0.00981483	0.00713028	0.0367398	0.0170505	0.00988428	0.775862	0.0460003	0.0102392	0.0558433	0.0405622	0.00956935	0.0114332	0.0365306	0.00981483	0.00713028	0.0261658	0.0378879	0.0367398	0.0170505	0.312647	0.177867	0.213389	0.296097	0.271566	0.225065	0.279717	0.223652	0.105315	0.144534	0.0877099	0.0706831	0.40218	0.189578	0.0907148	0.244117	0.147084	0.202044	0.251837	0.0642031	0.275554	0.224723	0.20907	0.290653	0.263385	0.123054	0.153041	0.46052	0.162213	0.341256	0.0258549	0.0323322	0.368799	0.0695439	0.0811467	0.403495	0.0183271	0.0625589	0.405566	0.0289054	0.723101	0.910386	1.05912	1.3074	18.6761	0.0939383	2.15443e-07	0.000690012	0.0779245	3.92139	0.530706	0.820064	1.0818	1.56743	5.75505	0.0939383	5.75505	18.6761	39.5598	39.5598	0.805762	0.941415	1.04416	1.20866
250	-9562	-9578.95	16.9526	0.028899	0.0499716	0.0108237	0.899874	0.0528019	0.0599672	0.00767726	0.0295586	0.00853253	0.0215215	0.0365306	0.00802714	0.00409732	0.0405045	0.0136128	0.0108237	0.899874	0.0528019	0.00767726	0.0599672	0.0295586	0.00853253	0.0215215	0.0365306	0.00802714	0.00409732	0.028899	0.0499716	0.0405045	0.0136128	0.322522	0.17738	0.220343	0.279755	0.272887	0.192458	0.31476	0.219894	0.0730566	0.0922819	0.113807	0.0388885	0.556732	0.125234	0.222347	0.210913	0.094908	0.110418	0.214471	0.146942	0.306459	0.211045	0.216342	0.266154	0.27085	0.125927	0.156614	0.446608	0.163147	0.348338	0.0263915	0.0115582	0.376453	0.0741122	0.066724	0.361073	0.0150697	0.0514399	0.469356	0.0363376	0.654737	0.881472	1.06935	1.39444	11.5564	0.110236	1.90439e-06	0.0020483	0.122273	3.87568	0.45177	0.773573	1.08441	1.69025	3.95315	0.110236	3.95315	11.5564	11.0798	11.0798	0.648096	0.878491	1.07023	1.40318
260	-9555.97	-9572.44	16.4722	0.0248571	0.0329151	0.0122495	0.85589	0.0483115	0.0655214	0.007969	0.0318356	0.0108321	0.00776691	0.040975	0.00937937	0.00512351	0.0384446	0.0209099	0.0122495	0.85589	0.0483115	0.007969	0.0655214	0.0318356	0.0108321	0.00776691	0.040975	0.00937937	0.00512351	0.0248571	0.0329151	0.0384446	0.0209099	0.319028	0.199522	0.204726	0.276724	0.265536	0.187273	0.333221	0.21397	0.0521312	0.161528	0.0812097	0.0466339	0.546177	0.11232	0.128812	0.301177	0.097243	0.185537	0.189206	0.0980245	0.301454	0.205811	0.2097	0.283035	0.272028	0.126475	0.140505	0.460992	0.120511	0.385718	0.0249342	0.0276582	0.355666	0.0855126	0.0633979	0.431373	0.0147122	0.0502197	0.414819	0.0254778	0.736085	0.915532	1.05694	1.29144	20.7008	0.096819	3.34064e-07	0.000858996	0.0853313	3.91381	0.530256	0.819818	1.08183	1.5681	5.74209	0.096819	5.74209	20.7008	21.6531	21.6531	0.741584	0.917679	1.056	1.28473
270	-9553.37	-9570.57	17.1947	0.0201429	0.0419873	0.0118196	0.927206	0.0543446	0.0714084	0.00828246	0.0357246	0.0114357	0.016166	0.0388736	0.00958019	0.0089389	0.0391192	0.0138968	0.0118196	0.927206	0.0543446	0.00828246	0.0714084	0.0357246	0.0114357	0.016166	0.0388736	0.00958019	0.0089389	0.0201429	0.0419873	0.0391192	0.0138968	0.319028	0.199522	0.204726	0.276724	0.258516	0.222563	0.292738	0.226183	0.108683	0.178107	0.1385	0.0459429	0.405022	0.123744	0.170698	0.206726	0.100022	0.19084	0.194613	0.1371	0.285536	0.209623	0.218786	0.286055	0.27088	0.125802	0.150258	0.453061	0.165658	0.328231	0.0223281	0.0247673	0.382441	0.0765748	0.0633159	0.430815	0.0146932	0.0514487	0.414283	0.0254448	0.598524	0.855198	1.07608	1.4702	8.24941	0.0834415	3.37143e-08	0.000273212	0.053059	3.94667	0.281889	0.644722	1.06747	2.00592	1.90679	0.0834415	1.90679	8.24941	4.31399	4.31399	0.470821	0.785412	1.08423	1.65953
280	-9557.19	-9574.85	17.6652	0.0233314	0.0314454	0.00712267	0.83302	0.0460824	0.0710005	0.0140581	0.0467665	0.0115344	0.00336924	0.0551644	0.00939019	0.0133249	0.0448973	0.0167641	0.00712267	0.83302	0.0460824	0.0140581	0.0710005	0.0467665	0.0115344	0.00336924	0.0551644	0.00939019	0.0133249	0.0233314	0.0314454	0.0448973	0.0167641	0.310357	0.193771	0.222239	0.273633	0.265915	0.192312	0.30563	0.236144	0.14768	0.113177	0.125536	0.0694233	0.44142	0.102763	0.0754383	0.193248	0.209618	0.121967	0.312107	0.0876214	0.290808	0.201403	0.232951	0.274838	0.287991	0.120663	0.157793	0.433553	0.124425	0.344116	0.0213196	0.0143856	0.422637	0.0731163	0.0671631	0.385368	0.013606	0.0292031	0.481098	0.0235622	0.553738	0.832451	1.08018	1.53363	6.47334	0.0880332	8.01383e-08	0.000421055	0.0634898	3.93609	0.458045	0.777519	1.08438	1.68005	4.06773	0.0880332	4.06773	6.47334	10.8452	10.8452	0.644678	0.876945	1.07068	1.4077
290	-9559.07	-9573.77	14.7022	0.0242992	0.0420329	0.0109707	0.753678	0.0482882	0.0647786	0.0124718	0.0384218	0.0115344	0.00492827	0.0455113	0.00997284	0.00637443	0.0402458	0.0201261	0.0109707	0.753678	0.0482882	0.0124718	0.0647786	0.0384218	0.0115344	0.00492827	0.0455113	0.00997284	0.00637443	0.0242992	0.0420329	0.0402458	0.0201261	0.30723	0.202582	0.219311	0.270877	0.24234	0.205434	0.333786	0.21844	0.142415	0.128726	0.0964969	0.0669478	0.42568	0.139735	0.0812318	0.170832	0.134109	0.123536	0.317516	0.172774	0.299217	0.207227	0.242448	0.251108	0.254658	0.124945	0.148529	0.471868	0.133059	0.367996	0.0172005	0.0325831	0.370971	0.0781902	0.0779595	0.404939	0.0145286	0.0311833	0.448377	0.0230119	0.793948	0.937225	1.04646	1.22237	34.9573	0.116551	3.76029e-06	0.00287635	0.140678	3.85644	0.776358	0.930839	1.04978	1.24302	29.4228	0.116551	29.4228	34.9573	34.9652	34.9652	0.79397	0.937233	1.04645	1.22235
300	-9563.58	-9579.91	16.3302	0.0298584	0.0457043	0.00624464	0.917939	0.0567204	0.0647786	0.00988882	0.0513851	0.00941065	0.0025122	0.0455113	0.00496117	0.008785	0.045513	0.0114526	0.00624464	0.917939	0.0567204	0.00988882	0.0647786	0.0513851	0.00941065	0.0025122	0.0455113	0.00496117	0.008785	0.0298584	0.0457043	0.045513	0.0114526	0.281409	0.198937	0.233094	0.286561	0.273177	0.192403	0.312613	0.221807	0.0578932	0.123418	0.0705678	0.0497494	0.596184	0.102188	0.0706106	0.2283	0.147445	0.205114	0.228869	0.119661	0.308469	0.218827	0.207069	0.265635	0.266113	0.117068	0.143468	0.473351	0.128751	0.356081	0.0166436	0.0357502	0.35896	0.103814	0.0875687	0.404177	0.0207673	0.0280315	0.419874	0.0395817	0.647862	0.878386	1.07026	1.40349	11.0636	0.0970093	3.43566e-07	0.000871111	0.085828	3.9133	0.427576	0.75791	1.08415	1.73037	3.5466	0.0970093	3.5466	11.0636	16.7873	16.7873	0.709046	0.904695	1.06139	1.32487
310	-9564.83	-9578.02	13.189	0.0204002	0.0346734	0.00650565	0.839214	0.0520576	0.0676901	0.0095198	0.041834	0.0104096	0.00118421	0.0591745	0.00619502	0.00432757	0.0360468	0.0246641	0.00650565	0.839214	0.0520576	0.0095198	0.0676901	0.041834	0.0104096	0.00118421	0.0591745	0.00619502	0.00432757	0.0204002	0.0346734	0.0360468	0.0246641	0.29028	0.205209	0.214006	0.290505	0.265398	0.186924	0.324327	0.223351	0.122997	0.120418	0.112935	0.0546842	0.440879	0.148087	0.0715887	0.194731	0.106323	0.198517	0.35764	0.0712	0.311389	0.20875	0.209029	0.270832	0.28812	0.136025	0.1667	0.409155	0.105217	0.336293	0.0202829	0.058894	0.39251	0.0868032	0.0815753	0.444957	0.0193459	0.0261129	0.391136	0.0368726	0.776589	0.930923	1.04974	1.24275	29.4868	0.0995616	4.95376e-07	0.00104576	0.0925785	3.90638	0.774158	0.930027	1.05019	1.24563	28.821	0.0995616	28.821	29.4868	55.2661	55.2661	0.834572	0.951312	1.03836	1.17576
320	-9563.08	-9578.93	15.8523	0.0242214	0.0359672	0.0070868	0.778993	0.0464905	0.0620442	0.0110097	0.0218872	0.0108772	0.000985894	0.0591745	0.00952427	0.00886082	0.03678	0.0203439	0.0070868	0.778993	0.0464905	0.0110097	0.0620442	0.0218872	0.0108772	0.000985894	0.0591745	0.00952427	0.00886082	0.0242214	0.0359672	0.03678	0.0203439	0.301914	0.18385	0.225823	0.288412	0.241227	0.213656	0.320307	0.22481	0.0920633	0.147546	0.150501	0.0623332	0.448952	0.0986039	0.0652819	0.219445	0.21334	0.217335	0.225911	0.0586856	0.28131	0.204508	0.239519	0.274663	0.260038	0.100144	0.153494	0.486325	0.157278	0.322004	0.0179502	0.0452841	0.367204	0.09028	0.0761904	0.362546	0.019247	0.0303887	0.474943	0.0366841	0.838688	0.952689	1.03751	1.17112	58.2299	0.0964376	3.1569e-07	0.000835068	0.0843381	3.91483	0.603575	0.857659	1.07554	1.46322	8.48916	0.0964376	8.48916	58.2299	9.52178	9.52178	0.6233	0.867075	1.07332	1.43631
330	-9559.18	-9575.38	16.1945	0.0243124	0.0411858	0.0139358	0.894571	0.0485447	0.0726104	0.00813047	0.0455358	0.00967676	0.000399612	0.0573438	0.0131865	0.00886082	0.0387008	0.0216555	0.0139358	0.894571	0.0485447	0.00813047	0.0726104	0.0455358	0.00967676	0.000399612	0.0573438	0.0131865	0.00886082	0.0243124	0.0411858	0.0387008	0.0216555	0.29422	0.187537	0.235206	0.283037	0.242067	0.21803	0.292892	0.247011	0.125851	0.170706	0.0937044	0.0775536	0.424028	0.108157	0.0569104	0.236184	0.159454	0.154878	0.350752	0.0418208	0.266523	0.223294	0.210288	0.299895	0.274862	0.128713	0.143084	0.453342	0.109932	0.367092	0.0183102	0.038641	0.410784	0.0552401	0.0731381	0.397901	0.018476	0.0265357	0.455916	0.0280331	0.69208	0.897655	1.06402	1.34624	14.8479	0.0997574	5.09087e-07	0.00106012	0.0931028	3.90584	0.708893	0.904632	1.06142	1.32506	16.7682	0.0997574	16.7682	14.8479	4.8961	4.8961	0.497704	0.801428	1.08348	1.61739
340	-9562.1	-9579.24	17.1388	0.0202799	0.0396085	0.00985024	0.936214	0.0452755	0.0629576	0.00622077	0.0461068	0.00957272	0.00118895	0.0415913	0.00635363	0.00790075	0.0404448	0.019461	0.00985024	0.936214	0.0452755	0.00622077	0.0629576	0.0461068	0.00957272	0.00118895	0.0415913	0.00635363	0.00790075	0.0202799	0.0396085	0.0404448	0.019461	0.299072	0.200524	0.228485	0.271919	0.251383	0.19042	0.332486	0.225711	0.0396862	0.160054	0.143038	0.0727143	0.511032	0.073476	0.066379	0.186962	0.123347	0.208208	0.302489	0.112616	0.272556	0.226113	0.191608	0.309723	0.286469	0.120122	0.170324	0.423085	0.103776	0.34401	0.0453225	0.00782175	0.401473	0.0975972	0.0623798	0.393178	0.0127129	0.0411331	0.466256	0.0243394	0.608441	0.86001	1.07501	1.45653	8.7292	0.0862746	5.81506e-08	0.000358726	0.0594068	3.94023	0.275495	0.638807	1.06594	2.01976	1.85629	0.0862746	1.85629	8.7292	8.17823	8.17823	0.596986	0.854445	1.07624	1.47233
350	-9562.59	-9577.57	14.9793	0.0212382	0.0425499	0.0141225	0.747326	0.0457874	0.0634754	0.0103178	0.0466285	0.00883537	0.0048306	0.0375332	0.0106365	0.00661432	0.0361725	0.0142076	0.0141225	0.747326	0.0457874	0.0103178	0.0634754	0.0466285	0.00883537	0.0048306	0.0375332	0.0106365	0.00661432	0.0212382	0.0425499	0.0361725	0.0142076	0.305052	0.184539	0.233053	0.277356	0.250725	0.194725	0.315679	0.238871	0.0679162	0.147646	0.131949	0.100201	0.484508	0.0677798	0.111946	0.234892	0.144609	0.175002	0.239403	0.0941474	0.29475	0.239841	0.181948	0.283461	0.272788	0.121608	0.135655	0.469949	0.141197	0.35844	0.0472237	0.026898	0.360118	0.0661232	0.0894367	0.34259	0.0180864	0.0331589	0.489204	0.0275235	0.663858	0.885514	1.06811	1.38252	12.2583	0.0961676	3.03218e-07	0.000818426	0.0836374	3.91554	0.491329	0.7977	1.08371	1.62726	4.74951	0.0961676	4.74951	12.2583	81.4879	81.4879	0.862912	0.960613	1.03238	1.1441
360	-9560.29	-9576.02	15.7329	0.0246967	0.042258	0.00948434	0.847259	0.045544	0.0693079	0.0108345	0.0376781	0.0121524	0.0187177	0.0375332	0.0109199	0.0125723	0.0368615	0.0171091	0.00948434	0.847259	0.045544	0.0108345	0.0693079	0.0376781	0.0121524	0.0187177	0.0375332	0.0109199	0.0125723	0.0246967	0.042258	0.0368615	0.0171091	0.306437	0.191333	0.224687	0.277544	0.254927	0.204128	0.331815	0.20913	0.127844	0.134045	0.101573	0.0179433	0.430924	0.18767	0.114061	0.191416	0.138485	0.169239	0.266413	0.120385	0.29712	0.214832	0.190799	0.297249	0.268514	0.123071	0.152285	0.45613	0.058826	0.374354	0.0397979	0.0557007	0.402262	0.069059	0.0733394	0.454248	0.0251973	0.0327821	0.373354	0.0410797	0.709303	0.9048	1.06135	1.32455	16.8193	0.116082	3.58427e-06	0.00280836	0.139296	3.85789	0.588527	0.850267	1.0771	1.48411	7.80113	0.116082	7.80113	16.8193	34.252	34.252	0.791937	0.936504	1.04684	1.22472
370	-9558	-9575.78	17.7847	0.0204254	0.0385874	0.0119601	0.782541	0.0455232	0.0649675	0.00766472	0.0343925	0.0118765	0.0267273	0.0319941	0.00664922	0.00603277	0.0438765	0.0164464	0.0119601	0.782541	0.0455232	0.00766472	0.0649675	0.0343925	0.0118765	0.0267273	0.0319941	0.00664922	0.00603277	0.0204254	0.0385874	0.0438765	0.0164464	0.294192	0.202324	0.213782	0.289703	0.249748	0.220298	0.325073	0.204881	0.125678	0.13878	0.165933	0.0576988	0.423624	0.0882862	0.176239	0.152973	0.116506	0.13525	0.309471	0.109562	0.333651	0.203666	0.180882	0.2818	0.315044	0.111592	0.167678	0.405687	0.117924	0.292444	0.0324048	0.0453533	0.447163	0.0647108	0.0618733	0.383229	0.0212578	0.0276569	0.471326	0.0346571	0.688913	0.896319	1.0645	1.35027	14.5211	0.100177	5.39577e-07	0.00109136	0.0942296	3.90468	0.688904	0.896316	1.0645	1.35028	14.5202	0.100177	14.5202	14.5211	5.464	5.464	0.520278	0.814292	1.08241	1.58302
380	-9569.68	-9585.88	16.2064	0.0197375	0.0376447	0.00990445	0.728781	0.0515658	0.0496318	0.00551433	0.0312731	0.0147432	0.0111957	0.040979	0.0130896	0.00685672	0.0377001	0.0123195	0.00990445	0.728781	0.0515658	0.00551433	0.0496318	0.0312731	0.0147432	0.0111957	0.040979	0.0130896	0.00685672	0.0197375	0.0376447	0.0377001	0.0123195	0.306773	0.181489	0.227885	0.283854	0.254326	0.1879	0.342138	0.215637	0.0656426	0.132635	0.152132	0.0629034	0.461836	0.124852	0.156754	0.18146	0.0747298	0.281805	0.196592	0.108658	0.280886	0.204068	0.201354	0.313693	0.315216	0.111652	0.167303	0.405829	0.111782	0.27721	0.0307167	0.0429908	0.423869	0.113432	0.0663984	0.32104	0.0228125	0.0457197	0.506837	0.0371918	0.825703	0.948313	1.04017	1.18581	49.585	0.092779	1.79196e-07	0.000629362	0.0750079	3.92436	0.658464	0.883131	1.06885	1.38956	11.8363	0.092779	11.8363	49.585	20.4018	20.4018	0.734284	0.914824	1.05725	1.29364
390	-9561.2	-9579.41	18.2061	0.0312477	0.040458	0.00898483	0.716197	0.0492942	0.0662097	0.00608939	0.043702	0.0135029	0.0208301	0.0270737	0.00633088	0.0079337	0.0377001	0.0177088	0.00898483	0.716197	0.0492942	0.00608939	0.0662097	0.043702	0.0135029	0.0208301	0.0270737	0.00633088	0.0079337	0.0312477	0.040458	0.0377001	0.0177088	0.303272	0.179417	0.236249	0.281061	0.236804	0.196792	0.347072	0.219332	0.0781775	0.131304	0.130644	0.0622721	0.474004	0.123599	0.0600211	0.273842	0.165644	0.164559	0.250885	0.0850503	0.288022	0.208206	0.205437	0.298335	0.315695	0.114999	0.118275	0.451031	0.114517	0.336843	0.0230897	0.0489019	0.381269	0.0953794	0.0860047	0.381487	0.0198546	0.0382268	0.441118	0.0333089	0.513979	0.810754	1.08275	1.59252	5.29738	0.162405	0.000107328	0.0152772	0.278847	3.70577	0.767394	0.927515	1.05143	1.25366	27.0782	0.162405	27.0782	5.29738	4.92016	4.92016	0.498728	0.802022	1.08344	1.61581
400	-9560.85	-9579.65	18.7979	0.0197937	0.0419452	0.0103769	0.687653	0.0588291	0.066193	0.0115179	0.0376236	0.015948	0.0138579	0.0382985	0.0139927	0.00424803	0.0451516	0.0153116	0.0103769	0.687653	0.0588291	0.0115179	0.066193	0.0376236	0.015948	0.0138579	0.0382985	0.0139927	0.00424803	0.0197937	0.0419452	0.0451516	0.0153116	0.316561	0.183911	0.242165	0.257363	0.29878	0.189967	0.308494	0.20276	0.0526447	0.135112	0.171573	0.041934	0.451754	0.146982	0.150707	0.149731	0.136408	0.205259	0.222987	0.134909	0.311105	0.217069	0.213693	0.258133	0.301952	0.109993	0.143262	0.444793	0.126893	0.312696	0.025585	0.0197543	0.415408	0.0996642	0.0811942	0.382451	0.0199979	0.0385029	0.444304	0.0335494	0.699171	0.90062	1.06294	1.33727	15.6179	0.126079	9.22544e-06	0.00450058	0.169178	3.82631	0.504311	0.805246	1.08321	1.60724	5.05414	0.126079	5.05414	15.6179	7.32814	7.32814	0.577105	0.844532	1.07819	1.50017
410	-9560.79	-9576.21	15.421	0.0255256	0.0422391	0.0102893	0.929543	0.0510735	0.0749672	0.00961195	0.0429817	0.00892456	0.0176826	0.0271021	0.0190077	0.00742888	0.0451516	0.0164176	0.0102893	0.929543	0.0510735	0.00961195	0.0749672	0.0429817	0.00892456	0.0176826	0.0271021	0.0190077	0.00742888	0.0255256	0.0422391	0.0451516	0.0164176	0.300375	0.191627	0.239837	0.268161	0.271227	0.219625	0.282632	0.226516	0.0890486	0.123022	0.1343	0.0428738	0.461625	0.149131	0.127214	0.164127	0.101955	0.120408	0.41383	0.0724666	0.291506	0.197425	0.233927	0.277142	0.307622	0.133851	0.145953	0.412573	0.0911044	0.349785	0.0230935	0.0814079	0.374956	0.0796533	0.0783584	0.316098	0.0143371	0.0318228	0.531655	0.0277288	0.788489	0.935262	1.0475	1.22875	33.0893	0.100886	5.9463e-07	0.0011456	0.0961419	3.90271	0.323435	0.680903	1.07547	1.92019	2.26932	0.100886	2.26932	33.0893	10.7634	10.7634	0.643463	0.876393	1.07083	1.40931
420	-9560.85	-9577.12	16.2715	0.0320158	0.0374243	0.00787006	0.749489	0.0485981	0.0738703	0.0109257	0.0436569	0.0083648	0.0112994	0.0434851	0.0117852	0.005614	0.047706	0.021518	0.00787006	0.749489	0.0485981	0.0109257	0.0738703	0.0436569	0.0083648	0.0112994	0.0434851	0.0117852	0.005614	0.0320158	0.0374243	0.047706	0.021518	0.300581	0.18102	0.227512	0.290887	0.236322	0.228615	0.297479	0.237583	0.0590137	0.150399	0.196507	0.0473359	0.446936	0.0998085	0.125286	0.1568	0.114552	0.153768	0.278068	0.171525	0.294164	0.217979	0.208187	0.27967	0.304672	0.132568	0.144553	0.418207	0.118767	0.322945	0.0258589	0.0233825	0.419855	0.0891915	0.11654	0.315982	0.00789361	0.0318112	0.500055	0.0277186	0.688161	0.896001	1.06461	1.35123	14.445	0.119195	4.89393e-06	0.00328048	0.148517	3.8482	0.814342	0.94441	1.04246	1.19879	43.4746	0.119195	43.4746	14.445	6.03932	6.03932	0.540249	0.825256	1.08117	1.55332
430	-9564.4	-9581.31	16.9103	0.0292203	0.0440602	0.0143082	0.768186	0.0509061	0.069612	0.00627151	0.0347068	0.0083205	0.00613407	0.0481651	0.00698995	0.00811127	0.0371175	0.0197122	0.0143082	0.768186	0.0509061	0.00627151	0.069612	0.0347068	0.0083205	0.00613407	0.0481651	0.00698995	0.00811127	0.0292203	0.0440602	0.0371175	0.0197122	0.313579	0.181137	0.219732	0.285552	0.244721	0.232754	0.288258	0.234267	0.112223	0.132509	0.138744	0.0697906	0.438293	0.108441	0.142806	0.158327	0.135207	0.187069	0.290417	0.0861733	0.274679	0.218593	0.231022	0.275706	0.28134	0.126952	0.137618	0.454091	0.110861	0.378099	0.0244151	0.0353146	0.368055	0.0832549	0.131252	0.443448	0.011511	0.0390782	0.345967	0.0287435	0.781122	0.932586	1.04889	1.2374	30.7891	0.0825459	2.81575e-08	0.000249702	0.0511141	3.94864	0.596407	0.854161	1.0763	1.47313	8.15164	0.0825459	8.15164	30.7891	12.6376	12.6376	0.66849	0.887544	1.06747	1.3765
