Iteration	Posterior	Likelihood	Prior	dp	r	csf[1]	csf[2]	csf[3]
12430	-47.4551	-51.9378	4.48278	0.00490247	0.0766509	0.332941	0.432429	0.23463
12440	-63.7257	-67.7428	4.01701	0.00128762	0.126843	0.255133	0.387715	0.357152
12450	-54.9516	-58.5542	3.60262	0.00187474	0.167695	0.40124	0.412556	0.186203
12460	-73.5963	-76.9764	3.38008	0.00433294	0.187491	0.200002	0.334592	0.465406
12470	-57.6677	-61.4094	3.74175	0.0308555	0.124801	0.0439953	0.434014	0.521991
12480	-58.2605	-60.5777	2.31714	0.134346	0.163772	0.577357	0.0163636	0.406279
12490	-49.3697	-51.4921	2.12244	0.227861	0.0897275	0.382501	0.101467	0.516032
12500	-47.7479	-49.8775	2.1296	0.159514	0.157358	0.462599	0.439927	0.0974742
12510	-53.9125	-53.7827	-0.129825	0.426935	0.11588	0.497136	0.27447	0.228393
12520	-60.663	-63.2655	2.60253	0.139648	0.129931	0.444201	0.288872	0.266927
12530	-50.9515	-55.1865	4.23503	0.0276305	0.0786984	0.393505	0.224719	0.381776
12540	-76.0941	-76.707	0.612864	0.224219	0.244327	0.584873	0.0137629	0.401365
12550	-57.1609	-58.4281	1.26721	0.234355	0.168756	0.667267	0.128054	0.204679
12560	-68.1884	-70.5309	2.34246	0.107271	0.188315	0.392053	0.370398	0.23755
12570	-60.7308	-63.6121	2.88135	0.080875	0.160822	0.861924	0.127918	0.010158
12580	-62.6025	-59.5423	-3.06021	0.719812	0.116041	0.66967	0.228296	0.102033
12590	-57.9844	-60.6397	2.65528	0.167425	0.0968784	0.550033	0.27811	0.171857
12600	-50.0992	-53.0185	2.91931	0.0911123	0.146788	0.151873	0.217887	0.63024
12610	-52.9904	-53.7118	0.721344	0.336235	0.121463	0.556365	0.0410978	0.402538
12620	-77.0243	-77.8458	0.82156	0.249401	0.198275	0.817852	0.152173	0.0299741
12630	-62.9447	-64.1365	1.19186	0.252087	0.158559	0.825834	0.15919	0.0149757
12640	-61.1207	-63.2641	2.14348	0.176837	0.138647	0.376705	0.574863	0.048432
12650	-71.0564	-74.3134	3.25694	0.0495666	0.154571	0.651577	0.260067	0.088356
12660	-45.8251	-49.8032	3.97813	0.00610559	0.125913	0.402505	0.421633	0.175862
12670	-49.4639	-53.9299	4.46599	0.00954502	0.0736881	0.416938	0.175957	0.407106
12680	-54.3309	-57.9743	3.64341	0.0152191	0.150271	0.423991	0.254812	0.321197
12690	-58.6491	-62.2652	3.61618	0.00452232	0.163692	0.330613	0.271751	0.397636
12700	-56.4563	-60.1927	3.73639	0.00483599	0.151357	0.361375	0.22298	0.415645
12710	-67.4645	-71.2145	3.75006	0.00181706	0.153009	0.459496	0.315648	0.224855
12720	-45.6307	-50.0555	4.42472	0.0021068	0.0852528	0.344425	0.311465	0.34411
12730	-54.1892	-58.0255	3.83634	0.00567453	0.140523	0.420711	0.577407	0.00188122
12740	-59.7282	-63.0037	3.27558	0.00647696	0.195797	0.374075	0.0674395	0.558486
12750	-51.3024	-55.3292	4.02687	0.0182639	0.108881	0.293237	0.326774	0.379989
12760	-56.5672	-60.5901	4.0229	0.011937	0.115605	0.301723	0.336751	0.361526
12770	-57.7565	-61.4851	3.72866	0.00485275	0.152113	0.653918	0.0450624	0.30102
12780	-61.1038	-65.6879	4.58402	0.015959	0.0554706	0.467083	0.147109	0.385807
12790	-69.6735	-73.0686	3.39503	0.0352194	0.155109	0.15353	0.397691	0.448779
12800	-48.1768	-51.3103	3.1335	0.105928	0.110554	0.0765531	0.371257	0.55219
12810	-47.9555	-51.963	4.00746	0.0669866	0.0620991	0.383935	0.59661	0.0194551
12820	-63.4656	-67.0829	3.61733	0.0304002	0.137698	0.437344	0.557002	0.00565365
12830	-53.3267	-56.4619	3.13517	0.0939881	0.122327	0.129505	0.636102	0.234393
12840	-63.2625	-65.9421	2.67958	0.0863938	0.17548	0.331172	0.559689	0.109139
12850	-56.0723	-59.2926	3.2203	0.107169	0.100633	0.494392	0.471003	0.0346052
12860	-56.5584	-58.7223	2.16389	0.169871	0.143572	0.236522	0.0798653	0.683612
12870	-59.1557	-59.63	0.474251	0.356455	0.125951	0.138825	0.289137	0.572038
12880	-57.4615	-60.4039	2.94245	0.0775165	0.15807	0.140344	0.564288	0.295368
12890	-51.2242	-54.6475	3.42333	0.0508216	0.136678	0.618262	0.168987	0.212751
12900	-66.2826	-68.9642	2.6816	0.0788818	0.18279	0.53133	0.056725	0.411945
12910	-53.358	-55.9807	2.62278	0.132961	0.134593	0.133514	0.331516	0.534971
12920	-60.911	-64.0421	3.13108	0.0939938	0.12273	0.345207	0.583807	0.0709864
12930	-61.1392	-63.8314	2.69223	0.0865833	0.174025	0.111614	0.510952	0.377434
12940	-49.1695	-52.1532	2.98369	0.126397	0.105066	0.262441	0.542863	0.194696
12950	-60.1734	-63.1884	3.01498	0.117669	0.110664	0.282978	0.210567	0.506455
12960	-63.9916	-66.893	2.90143	0.0604066	0.179283	0.748929	0.0106535	0.240418
12970	-52.9222	-56.3632	3.44093	0.0379083	0.147831	0.603008	0.0893379	0.307654
12980	-60.2258	-63.5183	3.29246	0.0349304	0.165656	0.287422	0.12754	0.585039
12990	-66.6362	-69.6697	3.03357	0.065627	0.160848	0.53181	0.130878	0.337312
13000	-62.3658	-65.8794	3.51365	0.0418806	0.136586	0.300511	0.399536	0.299954
13010	-58.0235	-61.1601	3.13669	0.0262639	0.189898	0.310597	0.334232	0.355171
13020	-60.8634	-64.791	3.92757	0.0461586	0.0909164	0.394533	0.351284	0.254184
13030	-48.6448	-51.8023	3.1575	0.0585819	0.1555	0.0820684	0.0733673	0.844564
13040	-51.6614	-55.3198	3.65836	0.0167414	0.147254	0.570731	0.243934	0.185334
13050	-59.3463	-62.3363	2.98994	0.0414827	0.189355	0.352731	0.451455	0.195813
13060	-53.1271	-56.188	3.06096	0.0735216	0.150214	0.604059	0.114095	0.281847
13070	-52.0594	-55.5006	3.4412	0.0420687	0.143643	0.199445	0.559586	0.240969
13080	-52.3639	-55.7289	3.36495	0.0659075	0.12743	0.615287	0.310421	0.0742914
13090	-62.2296	-65.2626	3.03297	0.105312	0.121222	0.217138	0.385796	0.397065
13100	-53.8332	-56.155	2.3218	0.153834	0.143817	0.265179	0.0695632	0.665258
13110	-55.6546	-58.7907	3.13608	0.0605875	0.155637	0.0158467	0.559687	0.424466
13120	-62.7695	-65.3276	2.55805	0.0924382	0.181589	0.263032	0.367892	0.369075
13130	-48.8038	-51.9664	3.16267	0.0820379	0.131527	0.115139	0.808499	0.0763623
13140	-38.0621	-41.8306	3.7685	0.0757686	0.0772131	0.0308338	0.949543	0.0196231
13150	-62.5956	-65.1272	2.53159	0.0839774	0.192695	0.407235	0.526314	0.0664511
13160	-44.9439	-49.1185	4.1746	0.0274743	0.0848976	0.221325	0.273928	0.504747
13170	-46.6894	-50.9596	4.27013	0.0250092	0.0778097	0.247737	0.247847	0.504416
13180	-58.526	-62.1913	3.66528	0.0501367	0.113167	0.188283	0.16888	0.642837
13190	-54.9274	-59.0281	4.10074	0.011421	0.108337	0.228056	0.36474	0.407205
13200	-48.5712	-52.2546	3.6834	0.0150664	0.146425	0.119266	0.451784	0.42895
13210	-53.3704	-56.8922	3.52182	0.0690306	0.10862	0.197849	0.189101	0.61305
13220	-50.9075	-54.9886	4.0811	0.0448739	0.076848	0.622636	0.139166	0.238198
13230	-56.0326	-59.1639	3.13131	0.0675334	0.149167	0.593442	0.11827	0.288288
13240	-55.9638	-59.2315	3.2677	0.0722855	0.130776	0.501577	0.147619	0.350804
13250	-62.4877	-66.2206	3.73293	0.0653945	0.0911439	0.230951	0.680646	0.0884035
13260	-50.6432	-54.2103	3.56711	0.0348709	0.13825	0.198325	0.44208	0.359595
13270	-65.8644	-66.708	0.843576	0.289678	0.155796	0.655432	0.156436	0.188132
13280	-49.8402	-51.25	1.40979	0.260922	0.127931	0.633477	0.0534866	0.313036
13290	-54.2637	-57.4867	3.22291	0.140159	0.0673816	0.133353	0.181647	0.685
13300	-64.9175	-65.1646	0.247178	0.360683	0.144431	0.596729	0.259076	0.144195
13310	-46.4143	-48.9372	2.52295	0.185331	0.0922062	0.409396	0.56477	0.0258338
13320	-55.6843	-59.2246	3.54038	0.0794917	0.0963021	0.193055	0.462727	0.344218
13330	-56.2564	-59.2831	3.02666	0.105818	0.121348	0.132483	0.244209	0.623307
13340	-54.1913	-56.2103	2.01901	0.206971	0.120959	0.783339	0.150865	0.0657958
13350	-59.0534	-60.6016	1.54823	0.275863	0.0991464	0.13265	0.525995	0.341355
13360	-69.35	-70.9788	1.62875	0.142562	0.224394	0.139432	0.553823	0.306745
13370	-49.3384	-51.1386	1.80019	0.227323	0.122489	0.350072	0.226555	0.423373
13380	-49.2919	-52.2162	2.92429	0.163253	0.0741492	0.174449	0.608517	0.217035
13390	-62.422	-64.7914	2.36948	0.191615	0.10127	0.22737	0.638854	0.133776
13400	-45.163	-47.1282	1.96516	0.260429	0.072887	0.188727	0.387051	0.424222
13410	-50.4937	-51.0431	0.549347	0.38332	0.0915772	0.0510566	0.1932	0.755743
13420	-59.2234	-62.607	3.38366	0.0431511	0.148315	0.290841	0.372675	0.336484
13430	-47.1868	-51.0984	3.91163	0.0423009	0.0963683	0.29777	0.486176	0.216055
13440	-47.9926	-51.1432	3.15054	0.0826541	0.132124	0.206498	0.4422	0.351302
13450	-52.3613	-56.0732	3.71194	0.0565587	0.102079	0.323491	0.185089	0.49142
13460	-58.5308	-62.0822	3.55141	0.0219185	0.152772	0.485315	0.370553	0.144132
13470	-42.4653	-46.668	4.20273	0.0289535	0.0806048	0.181183	0.57503	0.243787
13480	-66.4833	-67.7241	1.24078	0.260493	0.14526	0.280853	0.504486	0.214661
13490	-51.3791	-54.6428	3.26377	0.0612475	0.142207	0.273097	0.185965	0.540938
13500	-42.3984	-46.3715	3.97311	0.0318675	0.100653	0.334008	0.358221	0.307771
13510	-48.0222	-50.8208	2.79854	0.143527	0.106451	0.0818832	0.601945	0.316172
13520	-50.9241	-55.075	4.15088	0.0401649	0.0745792	0.299226	0.0498348	0.650939
13530	-57.1103	-61.1494	4.03902	0.0535655	0.0723637	0.718158	0.246053	0.0357891
13540	-56.2363	-59.9028	3.66646	0.0575899	0.105596	0.44766	0.0215431	0.530797
13550	-54.6031	-58.7476	4.14451	0.0238115	0.0915691	0.682089	0.00339054	0.314521
13560	-46.3064	-49.5502	3.24377	0.0671939	0.138261	0.21914	0.0622635	0.718597
13570	-48.7651	-52.3522	3.58712	0.0415572	0.129562	0.519375	0.23307	0.247555
13580	-48.035	-51.5009	3.46597	0.0729199	0.110314	0.143952	0.109013	0.747035
13590	-69.849	-72.5974	2.74835	0.0836575	0.171339	0.491917	0.284655	0.223429
13600	-51.6055	-53.9385	2.333	0.181023	0.115508	0.571877	0.384942	0.0431807
13610	-58.492	-62.2867	3.79469	0.0602414	0.0901212	0.687953	0.150516	0.161531
13620	-65.4276	-68.9226	3.49502	0.0256103	0.15472	0.757618	0.000414346	0.241968
13630	-57.8701	-61.5465	3.67635	0.0117342	0.150463	0.551204	0.0441815	0.404614
13640	-77.9571	-81.4873	3.5302	0.00591795	0.170894	0.695105	0.120236	0.18466
13650	-56.3797	-60.3498	3.97016	0.00169169	0.131124	0.555365	0.0931924	0.351442
13660	-49.2854	-53.8041	4.51866	0.00262481	0.0753405	0.384041	0.204866	0.411093
13670	-58.8044	-62.6481	3.84371	0.0069247	0.138536	0.424572	0.504894	0.070534
13680	-82.9691	-85.8066	2.83745	0.0107107	0.235376	0.3995	0.573823	0.0266773
13690	-56.9932	-60.8101	3.81689	0.0231177	0.125025	0.308909	0.680397	0.0106942
13700	-59.536	-62.6728	3.13681	0.0369283	0.179222	0.514716	0.446444	0.03884
13710	-55.6531	-59.7571	4.10402	0.0249978	0.094432	0.618535	0.330485	0.0509799
13720	-47.8895	-52.1697	4.28023	0.0283364	0.0734728	0.605337	0.289741	0.104922
13730	-58.2637	-61.7045	3.44079	0.0173722	0.168381	0.459781	0.49697	0.0432494
13740	-43.743	-47.8715	4.12842	0.0347016	0.082288	0.0616112	0.72601	0.212379
13750	-73.6935	-77.2487	3.55519	0.0181864	0.156126	0.268795	0.349288	0.381917
13760	-54.954	-58.6967	3.74273	0.0302739	0.125285	0.222419	0.301392	0.476189
13770	-55.2331	-58.8201	3.58705	0.0435648	0.127562	0.391202	0.487157	0.121641
13780	-51.2066	-55.1288	3.92224	0.00367393	0.133934	0.253772	0.494515	0.251712
13790	-76.9943	-79.9953	3.00105	0.0181696	0.211557	0.104117	0.606823	0.28906
13800	-56.3377	-60.1366	3.7989	0.0163209	0.133621	0.129081	0.370852	0.500067
13810	-57.7702	-61.4404	3.67019	0.022118	0.140695	0.320827	0.138759	0.540414
13820	-52.8567	-56.293	3.43634	0.0241648	0.162033	0.138793	0.120437	0.74077
13830	-51.966	-55.8324	3.86635	0.0138488	0.129348	0.201767	0.489809	0.308424
13840	-58.9585	-62.3066	3.34814	0.0442133	0.150804	0.288263	0.539133	0.172604
13850	-45.1066	-48.9173	3.81076	0.0442343	0.104521	0.38271	0.432959	0.184331
13860	-48.9463	-53.0867	4.14042	0.0256317	0.0901585	0.544869	0.280908	0.174223
13870	-48.0433	-51.9139	3.87068	0.0282422	0.114522	0.440452	0.472052	0.0874968
13880	-51.3211	-55.1542	3.83307	0.0270092	0.119516	0.0617039	0.461831	0.476465
13890	-56.7261	-60.1456	3.41952	0.0240437	0.163836	0.420178	0.398675	0.181147
13900	-70.6542	-74.1043	3.45013	0.0206426	0.164176	0.251583	0.68866	0.0597572
13910	-58.5887	-61.4907	2.90197	0.0347078	0.204927	0.223805	0.606754	0.169441
13920	-49.6696	-52.4293	2.75969	0.127634	0.126228	0.328882	0.237797	0.433321
13930	-52.2565	-54.1085	1.85197	0.229955	0.11468	0.368767	0.355459	0.275773
13940	-56.5517	-59.2295	2.67778	0.0945773	0.167476	0.438786	0.272114	0.2891
13950	-56.3245	-59.6731	3.34866	0.0637796	0.131186	0.316626	0.280066	0.403309
13960	-65.1549	-68.7637	3.60886	0.0167695	0.152176	0.223646	0.149832	0.626522
13970	-50.8051	-54.6011	3.79595	0.0655578	0.0846791	0.540272	0.10979	0.349939
13980	-52.8981	-55.9901	3.09199	0.0779477	0.142685	0.0845565	0.479235	0.436208
13990	-59.7334	-63.4214	3.68805	0.062945	0.0980817	0.482352	0.458038	0.0596098
14000	-68.2094	-71.1095	2.90009	0.0822999	0.157523	0.653612	0.265131	0.0812567
14010	-71.7368	-72.2143	0.477412	0.303994	0.178097	0.620141	0.369721	0.0101383
14020	-70.1292	-72.0642	1.93499	0.177666	0.158666	0.847954	0.095141	0.0569048
14030	-58.7286	-62.2486	3.51997	0.0504713	0.127363	0.37843	0.0111952	0.610375
14040	-67.5081	-70.178	2.66997	0.0551405	0.207694	0.224027	0.285323	0.49065
14050	-55.2456	-58.061	2.81541	0.123102	0.125189	0.396746	0.163114	0.44014
14060	-59.377	-62.9453	3.56836	0.0218396	0.151156	0.534326	0.188743	0.276931
14070	-46.5164	-50.5125	3.99605	0.0245605	0.105666	0.159164	0.551138	0.289698
14080	-48.2629	-51.7041	3.44128	0.0463932	0.139311	0.241113	0.625405	0.133482
14090	-51.2399	-54.5529	3.313	0.0584999	0.140032	0.263691	0.136978	0.599331
14100	-51.2584	-54.6836	3.42516	0.0741627	0.113153	0.197683	0.466104	0.336213
14110	-49.4512	-52.1972	2.74606	0.118835	0.13639	0.171066	0.616955	0.211978
14120	-69.2194	-71.1322	1.91282	0.135048	0.203502	0.250641	0.38906	0.360299
14130	-52.6888	-56.1351	3.44624	0.0595627	0.125645	0.318433	0.378262	0.303304
14140	-62.7494	-66.1879	3.43848	0.0619953	0.123989	0.2744	0.222822	0.502778
14150	-47.8733	-51.557	3.68375	0.07838	0.0830765	0.219081	0.256544	0.524375
14160	-61.8546	-64.8752	3.02058	0.0624659	0.165308	0.404659	0.254659	0.340682
14170	-60.3403	-62.5746	2.23423	0.146365	0.160043	0.465506	0.452471	0.0820226
14180	-64.3041	-67.5916	3.28754	0.0364753	0.164602	0.0747737	0.714926	0.210301
14190	-68.226	-70.9606	2.7346	0.0592658	0.197106	0.612637	0.218712	0.168651
14200	-59.783	-61.8565	2.0735	0.203925	0.118557	0.708752	0.12276	0.168488
14210	-67.8953	-70.3558	2.46055	0.104131	0.179646	0.629675	0.121002	0.249323
14220	-50.8858	-55.1566	4.27085	0.0285917	0.0741547	0.659872	0.076349	0.263779
14230	-61.6552	-64.4544	2.79918	0.104593	0.145321	0.713439	0.239266	0.0472957
14240	-57.5102	-60.7075	3.19728	0.11708	0.0930238	0.497399	0.129405	0.373196
14250	-61.0358	-63.0917	2.05589	0.217428	0.106815	0.0771643	0.472161	0.450675
14260	-54.7277	-56.3704	1.64263	0.260733	0.104836	0.338114	0.413139	0.248746
14270	-62.8499	-65.6256	2.7757	0.0697001	0.182561	0.564439	0.215413	0.220147
14280	-61.0538	-63.5022	2.44842	0.131015	0.153975	0.21082	0.570844	0.218336
14290	-61.095	-61.8111	0.716085	0.328522	0.129701	0.475794	0.449596	0.07461
14300	-70.2493	-71.5576	1.30832	0.196698	0.202302	0.501738	0.422708	0.0755546
14310	-65.7842	-65.5938	-0.190393	0.373018	0.175853	0.401466	0.248761	0.349773
14320	-56.4482	-59.4219	2.97371	0.110925	0.121536	0.620277	0.120033	0.25969
14330	-58.4968	-61.7844	3.28752	0.135275	0.0658041	0.463092	0.282108	0.2548
14340	-61.5926	-64.1994	2.60681	0.168786	0.100364	0.698811	0.0754185	0.22577
14350	-65.5198	-68.86	3.34016	0.0562873	0.139528	0.698903	0.158084	0.143013
14360	-52.381	-55.9812	3.6002	0.0855318	0.08428	0.417544	0.359677	0.222779
14370	-53.7672	-56.7296	2.96245	0.135445	0.0981415	0.539547	0.200983	0.25947
14380	-56.2561	-59.1367	2.88058	0.0881676	0.153606	0.247268	0.432702	0.320031
14390	-55.949	-59.2352	3.2862	0.0166509	0.184561	0.550864	0.0944985	0.354638
14400	-51.9029	-55.8796	3.97669	0.0421758	0.0899873	0.311919	0.414079	0.274002
14410	-49.8411	-53.3374	3.49632	0.0678671	0.112333	0.352495	0.534563	0.112942
14420	-45.4239	-47.8009	2.37699	0.219736	0.0723973	0.0626979	0.765835	0.171467
14430	-72.1894	-74.9931	2.80376	0.111143	0.138313	0.452903	0.521404	0.0256938
14440	-59.2648	-62.4299	3.16506	0.04568	0.167646	0.375766	0.282833	0.341401
14450	-61.3459	-63.5593	2.21331	0.18786	0.12064	0.15181	0.100444	0.747746
14460	-59.0116	-61.7153	2.70373	0.126592	0.132866	0.442669	0.427536	0.129795
14470	-82.7405	-82.955	0.214519	0.291736	0.216644	0.518665	0.207003	0.274332
14480	-64.2438	-67.2891	3.0453	0.0559718	0.16933	0.434732	0.529939	0.0353296
14490	-62.4507	-65.5947	3.144	0.0838215	0.13161	0.323557	0.121212	0.555231
14500	-56.0967	-60.1711	4.07442	0.00545432	0.116936	0.288955	0.493016	0.218029
14510	-56.3331	-60.9394	4.60634	0.01155	0.0576477	0.473248	0.491913	0.0348393
14520	-54.501	-57.7644	3.26338	0.0776801	0.125814	0.588231	0.256792	0.154977
14530	-64.4275	-68.0384	3.61088	0.0303158	0.138428	0.55319	0.411427	0.0353833
14540	-61.3935	-62.8232	1.42976	0.252512	0.134343	0.618676	0.285595	0.0957291
14550	-73.2925	-75.3149	2.02238	0.160113	0.167481	0.198926	0.18736	0.613715
14560	-66.1745	-67.7368	1.56227	0.196199	0.177405	0.297832	0.579096	0.123072
14570	-68.7886	-71.0419	2.25336	0.131591	0.172906	0.853617	0.0980672	0.0483155
14580	-65.2818	-68.8625	3.58063	0.0240022	0.147766	0.771644	0.103606	0.124749
14590	-78.6075	-81.6739	3.06639	0.0398902	0.183303	0.563644	0.432272	0.00408387
14600	-48.3469	-51.8245	3.47764	0.0268699	0.155197	0.52926	0.425922	0.0448175
14610	-45.3218	-49.4202	4.09847	0.0143984	0.105586	0.319406	0.482084	0.19851
14620	-52.2668	-56.4551	4.18829	0.00814791	0.102855	0.618494	0.0818673	0.299638
14630	-54.0399	-57.9747	3.93481	0.00105612	0.135294	0.433156	0.154716	0.412128
14640	-55.8034	-59.1978	3.39437	0.00126899	0.189126	0.389893	0.267742	0.342365
14650	-42.2722	-46.7814	4.50919	0.00186415	0.077049	0.239308	0.605212	0.15548
14660	-45.4078	-49.6501	4.24223	0.00540345	0.100205	0.379363	0.524818	0.0958191
14670	-45.4121	-49.6721	4.25997	0.00102772	0.102807	0.363824	0.00304051	0.633135
14680	-47.9386	-52.2092	4.27054	0.000741034	0.102036	0.248163	0.219748	0.532089
14690	-54.1565	-58.337	4.18049	0.000758521	0.111025	0.215096	0.253858	0.531046
14700	-51.175	-55.1261	3.95107	0.000894812	0.13383	0.674648	0.128963	0.196389
14710	-49.9291	-54.16	4.23091	0.00268028	0.10406	0.327362	0.297049	0.375589
14720	-62.2051	-65.3911	3.18602	0.00188553	0.209344	0.500148	0.0242325	0.475619
14730	-47.9325	-52.3999	4.46736	0.00179489	0.0813005	0.0886765	0.472317	0.439007
14740	-57.915	-61.7074	3.79242	0.00167892	0.148911	0.517607	0.0098271	0.472566
14750	-47.367	-51.1776	3.8106	0.0118945	0.136878	0.653261	0.116505	0.230234
14760	-42.5462	-46.6487	4.10251	0.0386518	0.0809287	0.252273	0.389001	0.358726
14770	-42.7692	-47.219	4.44978	0.0163096	0.0685442	0.252448	0.284145	0.463407
14780	-49.926	-53.9496	4.02358	0.018526	0.108948	0.428414	0.519724	0.0518626
14790	-61.4568	-64.4637	3.00692	0.0222779	0.206862	0.312014	0.394795	0.293191
14800	-44.0077	-47.3832	3.37553	0.0917619	0.100517	0.439606	0.371106	0.189289
14810	-55.2552	-57.9074	2.65222	0.182895	0.0817147	0.523262	0.42945	0.0472879
14820	-53.8464	-56.658	2.8116	0.135635	0.113036	0.421938	0.0125972	0.565465
14830	-47.813	-50.9872	3.17418	0.0856854	0.126728	0.268928	0.360516	0.370556
14840	-42.7559	-46.4693	3.71345	0.0486083	0.109879	0.0990081	0.248301	0.652691
14850	-48.9062	-52.5657	3.65956	0.0567931	0.107082	0.082512	0.181511	0.735977
14860	-42.7295	-46.8379	4.10831	0.0424007	0.0766001	0.492976	0.1326	0.374424
14870	-42.6397	-46.519	3.87923	0.0559468	0.0859621	0.499335	0.0318728	0.468792
14880	-56.1361	-60.0369	3.90079	0.0584863	0.0812665	0.222391	0.345751	0.431858
14890	-54.4594	-54.5295	0.0701093	0.31459	0.208231	0.332188	0.357232	0.31058
14900	-53.0769	-55.1599	2.08295	0.19466	0.126876	0.274738	0.193248	0.532013
14910	-57.1128	-60.2767	3.16384	0.0876802	0.125768	0.059507	0.613756	0.326737
14920	-45.3779	-47.0261	1.64822	0.28953	0.0754793	0.142814	0.45905	0.398135
14930	-55.7779	-56.5402	0.762267	0.353437	0.100168	0.430418	0.38138	0.188202
14940	-68.6896	-71.3259	2.6363	0.144474	0.121727	0.236996	0.296207	0.466797
14950	-46.486	-50.0945	3.60848	0.0658614	0.103122	0.240912	0.17673	0.582358
14960	-48.9679	-50.9331	1.96518	0.208364	0.12495	0.0997536	0.427645	0.472601
14970	-52.9745	-55.2484	2.2739	0.160903	0.141538	0.273238	0.458347	0.268415
14980	-41.2162	-45.2008	3.98459	0.038626	0.0927469	0.416975	0.27454	0.308486
14990	-43.3065	-46.6417	3.33522	0.114635	0.0816749	0.461332	0.158911	0.379757
15000	-47.9639	-51.2356	3.27179	0.0629146	0.139738	0.193326	0.331179	0.475495
15010	-47.8598	-50.406	2.54616	0.182056	0.093159	0.195496	0.577167	0.227336
15020	-47.8296	-51.3911	3.5615	0.0517978	0.121884	0.159858	0.793203	0.0469391
15030	-55.0056	-57.0053	1.99972	0.179345	0.150516	0.5622	0.410718	0.0270819
15040	-58.056	-61.2163	3.16022	0.107625	0.106185	0.504518	0.280228	0.215254
15050	-43.9193	-47.3356	3.4163	0.120473	0.067729	0.334054	0.153197	0.512749
15060	-48.5618	-49.5107	0.94886	0.317886	0.11706	0.500221	0.0106037	0.489175
15070	-67.217	-68.139	0.921986	0.257304	0.180329	0.204152	0.221555	0.574293
15080	-47.6057	-47.5873	-0.0184336	0.394856	0.136819	0.0897858	0.644902	0.265312
15090	-52.4406	-54.9646	2.52399	0.198823	0.0786102	0.499617	0.265043	0.23534
15100	-60.4341	-61.688	1.25391	0.266641	0.137799	0.0999384	0.263229	0.636832
15110	-67.9825	-67.2899	-0.692607	0.484853	0.11424	0.707841	0.0596418	0.232517
15120	-47.1194	-49.2263	2.10695	0.223743	0.0953933	0.69883	0.11717	0.184
15130	-43.4076	-46.7208	3.31318	0.117988	0.0805259	0.282089	0.0277974	0.690114
15140	-52.0493	-55.1704	3.12107	0.0733709	0.144353	0.560615	0.214851	0.224534
15150	-44.0776	-46.5062	2.42853	0.176232	0.110747	0.27502	0.132614	0.592366
15160	-57.5047	-57.4922	-0.0124539	0.402623	0.128454	0.742012	0.150668	0.10732
15170	-47.4455	-50.8993	3.45377	0.0799413	0.104514	0.581408	0.410509	0.00808284
15180	-67.7465	-70.69	2.94351	0.0703759	0.165105	0.201852	0.785294	0.0128541
15190	-53.2888	-55.9727	2.68398	0.15819	0.103244	0.134931	0.593028	0.272041
15200	-53.6537	-56.6108	2.95713	0.104857	0.129262	0.476378	0.0905303	0.433091
15210	-53.1415	-55.9818	2.84027	0.085233	0.160572	0.491046	0.389081	0.119873
15220	-56.949	-60.033	3.08396	0.0974555	0.12398	0.763326	0.228321	0.00835301
15230	-64.9778	-66.8999	1.9221	0.143982	0.19364	0.837631	0.140372	0.0219971
15240	-52.1576	-55.1427	2.98509	0.109135	0.122187	0.632508	0.132443	0.235049
15250	-62.2501	-62.823	0.572944	0.305116	0.167421	0.264992	0.107283	0.627724
15260	-55.0606	-57.2003	2.1397	0.22142	0.0944423	0.268652	0.4522	0.279148
15270	-53.2206	-56.9508	3.73018	0.0303974	0.126416	0.641971	0.0721652	0.285864
15280	-74.0023	-77.2949	3.29259	0.0202132	0.18036	0.572828	0.0769066	0.350266
15290	-60.7301	-64.5968	3.86669	0.0248234	0.118339	0.633304	0.109953	0.256743
15300	-61.0754	-64.6817	3.60638	0.0432784	0.125916	0.805985	0.0724023	0.121613
15310	-54.9949	-57.0715	2.07664	0.175212	0.146956	0.308535	0.205409	0.486057
15320	-48.8352	-51.7203	2.88507	0.103225	0.1381	0.0694083	0.875797	0.0547943
15330	-50.6792	-54.1372	3.45802	0.0747534	0.109276	0.366777	0.476003	0.15722
15340	-47.0374	-50.9094	3.87195	0.0368743	0.105762	0.307773	0.45524	0.236987
15350	-54.251	-58.189	3.93807	0.0363359	0.0996887	0.11331	0.116544	0.770146
15360	-56.904	-60.5112	3.60719	0.0312716	0.137841	0.50469	0.285192	0.210118
15370	-56.8139	-59.9784	3.16455	0.0190708	0.194306	0.100237	0.402007	0.497755
15380	-71.2018	-74.5784	3.37653	0.0281658	0.164013	0.42613	0.15693	0.41694
15390	-56.4736	-60.1896	3.71593	0.0144218	0.143817	0.551114	0.299289	0.149597
15400	-50.9899	-54.9874	3.99751	0.0477943	0.0822867	0.424599	0.199541	0.37586
15410	-52.2866	-55.4061	3.11955	0.0689879	0.148889	0.225967	0.0963146	0.677718
15420	-60.3411	-62.9878	2.64664	0.105811	0.159357	0.154738	0.458184	0.387078
15430	-56.444	-59.2639	2.8199	0.10375	0.144092	0.366069	0.400141	0.23379
15440	-66.9609	-69.9912	3.03029	0.0462606	0.180542	0.489074	0.154779	0.356147
15450	-63.722	-67.0709	3.34894	0.0825721	0.112365	0.426187	0.40048	0.173333
