Iteration	Posterior	Likelihood	Prior	dp	r	csf[1]	csf[2]	csf[3]
6320	-55.8358	-59.2122	3.37639	0.0571443	0.135048	0.0587664	0.509278	0.431955
6330	-56.204	-58.3904	2.18644	0.170924	0.140264	0.302796	0.00725201	0.689952
6340	-62.9833	-65.9022	2.91891	0.0455281	0.192413	0.330346	0.205126	0.464529
6350	-42.6355	-46.3818	3.7463	0.0514299	0.103772	0.173564	0.245794	0.580641
6360	-51.0695	-54.2249	3.1554	0.0705133	0.143778	0.423926	0.443562	0.132511
6370	-55.869	-57.7232	1.85424	0.25254	0.0918677	0.380415	0.191159	0.428426
6380	-48.4539	-51.8498	3.39593	0.0727912	0.117448	0.229288	0.363947	0.406764
6390	-53.3945	-56.9944	3.59995	0.0618305	0.108006	0.687682	0.024501	0.287817
6400	-50.5923	-53.8138	3.22152	0.0648222	0.142857	0.566512	0.143513	0.289975
6410	-60.13	-62.9171	2.78708	0.0975075	0.153617	0.417146	0.208757	0.374098
6420	-56.6689	-59.2322	2.56329	0.106971	0.166532	0.405517	0.45662	0.137864
6430	-45.044	-47.4831	2.43905	0.194573	0.091354	0.085421	0.600915	0.313664
6440	-43.5915	-47.3076	3.71611	0.0913202	0.0669002	0.0372749	0.483298	0.479427
6450	-55.9133	-57.0805	1.16712	0.333094	0.0800257	0.103842	0.615095	0.281063
6460	-50.9152	-54.0727	3.15754	0.11993	0.0941478	0.564417	0.34115	0.0944322
6470	-51.3133	-55.0694	3.75611	0.0770478	0.0771733	0.536936	0.38317	0.0798937
6480	-55.863	-58.5514	2.68843	0.054207	0.206781	0.361185	0.621955	0.0168596
6490	-51.8397	-55.3765	3.53676	0.0249104	0.151245	0.52504	0.302541	0.172419
6500	-59.6043	-63.2041	3.5998	0.0163088	0.153542	0.730273	0.223396	0.046331
6510	-61.7833	-65.4716	3.68827	0.0152271	0.145777	0.350466	0.531412	0.118122
6520	-52.7829	-56.921	4.13804	0.00616871	0.109859	0.388483	0.106055	0.505462
6530	-59.4998	-63.2938	3.79399	0.0207623	0.12967	0.123904	0.737959	0.138137
6540	-51.5363	-55.2304	3.69413	0.0180376	0.142381	0.201571	0.587889	0.21054
6550	-70.6692	-74.1827	3.51346	0.059172	0.119313	0.529341	0.219954	0.250705
6560	-50.1707	-54.0441	3.87335	0.0402815	0.102215	0.458617	0.0472664	0.494117
6570	-55.0146	-58.8903	3.87572	0.0336594	0.1086	0.298413	0.311117	0.390471
6580	-69.0752	-71.5065	2.43128	0.0779203	0.208784	0.35303	0.318004	0.328966
6590	-79.4247	-79.8176	0.392899	0.287807	0.202734	0.288531	0.62182	0.0896494
6600	-77.1891	-76.1645	-1.02458	0.463365	0.168925	0.633861	0.090541	0.275598
6610	-70.1876	-71.89	1.70242	0.179162	0.180428	0.85886	0.0385449	0.102595
6620	-65.6959	-68.2365	2.54062	0.118926	0.156844	0.359635	0.0875317	0.552833
6630	-52.9455	-56.175	3.22944	0.140989	0.0658989	0.442047	0.1491	0.408853
6640	-61.2682	-64.5267	3.25854	0.0481363	0.155841	0.45665	0.337267	0.206083
6650	-61.5466	-65.3442	3.79761	0.0343019	0.115769	0.149135	0.374847	0.476018
6660	-48.661	-52.6849	4.02392	0.0421213	0.0853187	0.542113	0.168383	0.289504
6670	-64.1321	-67.4036	3.27142	0.0350786	0.167611	0.369336	0.0905143	0.540149
6680	-61.8724	-64.5101	2.63769	0.110681	0.155382	0.684342	0.232662	0.0829959
6690	-55.9127	-58.6079	2.69521	0.118702	0.141609	0.402188	0.425829	0.171983
6700	-73.302	-75.6694	2.36739	0.0599446	0.233149	0.192964	0.472283	0.334754
6710	-51.0259	-53.5725	2.54664	0.135201	0.139967	0.0179457	0.181422	0.800632
6720	-48.347	-50.9885	2.64152	0.134916	0.130764	0.173257	0.370518	0.456225
6730	-56.389	-59.3893	3.00025	0.0808761	0.148931	0.425228	0.27935	0.295423
6740	-62.2631	-65.272	3.00898	0.0289592	0.199975	0.224234	0.451817	0.323949
6750	-61.2873	-63.3549	2.06761	0.13212	0.190951	0.274068	0.48736	0.238572
6760	-52.7923	-56.3478	3.55557	0.0623367	0.111938	0.584123	0.0992334	0.316644
6770	-44.3417	-46.7817	2.44005	0.160261	0.125566	0.478765	0.491228	0.030007
6780	-51.7493	-55.2226	3.47332	0.133747	0.0487522	0.480428	0.43379	0.0857816
6790	-47.2768	-50.4231	3.14626	0.0703463	0.14486	0.372078	0.306707	0.321214
6800	-61.8115	-65.4776	3.66613	0.0284002	0.134819	0.275913	0.365694	0.358393
6810	-47.5626	-51.5707	4.00809	0.0090985	0.119924	0.087359	0.505447	0.407194
6820	-66.0963	-68.4481	2.3518	0.0813524	0.2133	0.242827	0.634285	0.122888
6830	-49.615	-52.9394	3.32438	0.0255572	0.171837	0.120995	0.633084	0.245921
6840	-55.1669	-58.3055	3.13864	0.0549771	0.160991	0.455424	0.395131	0.149446
6850	-56.441	-58.4756	2.03454	0.183724	0.142653	0.301865	0.463857	0.234278
6860	-47.9787	-51.5043	3.52565	0.092035	0.085232	0.310644	0.263967	0.425388
6870	-47.2176	-51.3299	4.1123	0.029913	0.0886892	0.44707	0.0158382	0.537092
6880	-42.8847	-46.76	3.8753	0.0186123	0.12369	0.366607	0.325004	0.308389
6890	-56.6832	-60.3556	3.67237	0.026349	0.136246	0.184995	0.287194	0.527811
6900	-68.1786	-71.5392	3.36062	0.035517	0.158253	0.536625	0.299062	0.164313
6910	-49.4539	-53.7773	4.32336	0.0133975	0.0840979	0.116749	0.319584	0.563667
6920	-67.3343	-71.1894	3.8551	0.00995268	0.134369	0.0733325	0.356936	0.569731
6930	-50.4027	-54.5402	4.13745	0.00205476	0.114032	0.441768	0.503892	0.0543395
6940	-49.7611	-54.0422	4.28106	0.00642714	0.0952985	0.478457	0.0643369	0.457207
6950	-66.4951	-70.4831	3.98801	0.0328655	0.0981653	0.284874	0.416072	0.299054
6960	-56.7211	-59.2773	2.55617	0.124159	0.150056	0.124904	0.253235	0.621861
6970	-52.742	-54.2059	1.46392	0.242573	0.140867	0.262833	0.257	0.480168
6980	-79.4986	-81.9204	2.42184	0.110191	0.177456	0.600456	0.142431	0.257113
6990	-64.6667	-65.6876	1.02098	0.285037	0.142696	0.512235	0.385992	0.101772
7000	-83.3544	-82.4439	-0.910448	0.409064	0.211813	0.581621	0.0419181	0.376461
7010	-56.4187	-58.3396	1.92089	0.186062	0.151681	0.42135	0.48209	0.0965605
7020	-67.5303	-69.5362	2.0059	0.11665	0.212591	0.380152	0.276423	0.343426
7030	-68.13	-69.3677	1.23774	0.279446	0.126612	0.224011	0.396171	0.379818
7040	-43.6328	-46.7	3.06715	0.144795	0.0783212	0.424685	0.0640168	0.511298
7050	-52.5761	-55.637	3.06091	0.119467	0.104274	0.624765	0.233792	0.141444
7060	-58.5905	-60.3233	1.73288	0.179422	0.177122	0.248331	0.640736	0.110933
7070	-60.5324	-63.9178	3.3854	0.0679726	0.123319	0.436717	0.38001	0.183273
7080	-55.0277	-59.1288	4.10116	0.0323725	0.0873435	0.423037	0.556244	0.0207188
7090	-63.0779	-66.7233	3.64539	0.0168754	0.148417	0.186036	0.560613	0.253351
7100	-38.6983	-42.9092	4.21085	0.0441721	0.0645751	0.0141232	0.742876	0.243001
7110	-56.5108	-59.7723	3.26155	0.0226541	0.181022	0.035943	0.200537	0.76352
7120	-45.6347	-49.7452	4.11046	0.0229625	0.095823	0.363527	0.0795952	0.556878
7130	-47.1337	-51.2088	4.07505	0.0311153	0.0912113	0.434006	0.0800343	0.48596
7140	-57.8837	-61.1727	3.28896	0.058115	0.142821	0.567377	0.173024	0.259599
7150	-65.4625	-68.9363	3.47381	0.0302177	0.152233	0.576329	0.26945	0.15422
7160	-65.3518	-67.86	2.50823	0.110744	0.168265	0.7425	0.230272	0.027228
7170	-73.3833	-76.3273	2.94397	0.100429	0.135006	0.531556	0.226754	0.24169
7180	-54.4732	-57.4149	2.94168	0.0994045	0.136259	0.378581	0.331896	0.289523
7190	-56.6217	-59.8	3.17825	0.0573315	0.154675	0.271321	0.568848	0.15983
7200	-37.3152	-40.8527	3.53749	0.114632	0.0614514	0.0476353	0.46546	0.486905
7210	-64.3297	-67.2699	2.9402	0.100224	0.135588	0.175209	0.553504	0.271287
7220	-65.1907	-68.338	3.1473	0.0435733	0.171528	0.248906	0.431503	0.31959
7230	-55.6306	-59.1121	3.48151	0.0282773	0.153403	0.15356	0.289935	0.556505
7240	-62.4819	-65.8498	3.36788	0.0590225	0.134021	0.51693	0.0189183	0.464151
7250	-57.5815	-60.2096	2.62812	0.0912673	0.175752	0.514857	0.131016	0.354127
7260	-70.8153	-74.2171	3.40176	0.0636751	0.12598	0.329509	0.466667	0.203824
7270	-61.4249	-63.7833	2.35842	0.175664	0.118326	0.247496	0.589346	0.163158
7280	-46.5099	-50.4056	3.89563	0.0480453	0.0922232	0.589348	0.267108	0.143545
7290	-63.8913	-65.3808	1.48953	0.265643	0.115236	0.294068	0.506505	0.199427
7300	-68.1558	-69.5139	1.35807	0.230112	0.163912	0.0924294	0.721443	0.186128
7310	-72.0935	-72.3899	0.296382	0.367353	0.13284	0.159655	0.447069	0.393276
7320	-61.3483	-64.3638	3.01547	0.0687763	0.159508	0.405887	0.11529	0.478824
7330	-57.0268	-60.5912	3.56443	0.0417302	0.131658	0.704973	0.28672	0.00830666
7340	-65.8578	-68.9383	3.08058	0.0310574	0.190716	0.429558	0.311649	0.258793
7350	-60.0258	-63.6331	3.60728	0.0733587	0.0957453	0.765655	0.0920171	0.142328
7360	-56.6061	-60.2256	3.6195	0.0450193	0.122862	0.485269	0.439511	0.0752205
7370	-43.6042	-48.0871	4.48292	0.0151111	0.0664287	0.0781532	0.694694	0.227153
7380	-60.3924	-62.6138	2.2214	0.0965867	0.211105	0.137125	0.209937	0.652938
7390	-68.5263	-70.0426	1.51632	0.206642	0.171557	0.480966	0.421917	0.097117
7400	-80.7275	-83.5585	2.83106	0.0479682	0.198757	0.285275	0.316348	0.398376
7410	-66.4903	-70.2187	3.72835	0.0510253	0.105971	0.348023	0.0747572	0.57722
7420	-59.5013	-62.7396	3.23829	0.0489736	0.157029	0.391192	0.104021	0.504786
7430	-60.5413	-62.1493	1.60798	0.222428	0.146606	0.497174	0.25899	0.243836
7440	-49.0137	-50.927	1.91332	0.212128	0.126373	0.504235	0.281674	0.214091
7450	-81.9713	-84.1206	2.14929	0.180979	0.133924	0.728366	0.241463	0.0301708
7460	-67.8759	-71.6125	3.73665	0.0279544	0.128213	0.240802	0.721985	0.0372131
7470	-53.703	-55.9923	2.28926	0.1537	0.147206	0.129461	0.798648	0.0718915
7480	-52.3307	-55.1099	2.77923	0.159282	0.0926263	0.237874	0.43428	0.327846
7490	-50.8156	-54.2085	3.39297	0.0731499	0.117385	0.260779	0.326674	0.412547
7500	-54.1257	-57.3757	3.24998	0.095821	0.109013	0.00502752	0.354397	0.640575
7510	-48.6919	-52.2714	3.57946	0.0804455	0.0914398	0.355963	0.568502	0.0755349
7520	-42.9005	-46.9496	4.04908	0.0514449	0.0734786	0.143184	0.421922	0.434894
7530	-59.2767	-62.3266	3.04992	0.0668266	0.158013	0.292864	0.274507	0.432628
7540	-51.4278	-55.1777	3.74994	0.0157129	0.139125	0.368214	0.385555	0.246231
7550	-56.8578	-60.0195	3.16171	0.0251779	0.188483	0.30312	0.260614	0.436266
7560	-53.9306	-57.1865	3.25591	0.0323828	0.171858	0.520053	0.380013	0.099934
7570	-47.9492	-51.4054	3.4562	0.0401671	0.144045	0.486565	0.246176	0.267259
7580	-47.5776	-50.9448	3.36722	0.0694538	0.123656	0.46035	0.114351	0.425299
7590	-42.9974	-46.4661	3.46871	0.0756494	0.107311	0.360128	0.28421	0.355662
7600	-52.1265	-55.6949	3.56836	0.0547192	0.118277	0.285184	0.303353	0.411463
7610	-52.7297	-56.0927	3.36297	0.101534	0.0920015	0.0831838	0.397027	0.519789
7620	-75.8181	-79.0067	3.18861	0.113095	0.0978755	0.145426	0.67359	0.180985
7630	-49.9645	-53.267	3.3025	0.105056	0.0945258	0.0770525	0.487911	0.435036
7640	-57.8091	-61.4654	3.65634	0.0128263	0.151371	0.45492	0.252071	0.293008
7650	-43.1382	-47.5753	4.43708	0.0170391	0.0690846	0.228615	0.673481	0.0979035
7660	-59.6957	-63.119	3.42322	0.0905503	0.0969592	0.354671	0.3854	0.259929
7670	-61.8057	-65.3991	3.59348	0.0666045	0.10388	0.13873	0.441615	0.419655
7680	-52.7405	-56.5794	3.83887	0.0634982	0.0824466	0.0413423	0.408805	0.549853
7690	-45.3185	-47.3773	2.05874	0.214342	0.109616	0.257004	0.418092	0.324905
7700	-72.7354	-72.6155	-0.119821	0.354315	0.187499	0.613182	0.261516	0.125302
7710	-71.7995	-74.5885	2.78901	0.106318	0.144613	0.24792	0.608786	0.143294
7720	-62.9504	-66.3458	3.39535	0.0428639	0.147433	0.616534	0.287423	0.0960431
7730	-51.0529	-55.1697	4.11674	0.026792	0.0913655	0.0949734	0.524795	0.380232
7740	-56.3028	-59.4015	3.09873	0.0364947	0.183464	0.3805	0.331697	0.287803
7750	-59.148	-61.7136	2.56559	0.119489	0.153784	0.542164	0.0782526	0.379584
7760	-49.4501	-50.637	1.18692	0.25363	0.15751	0.289772	0.37528	0.334947
7770	-68.7091	-71.4917	2.78267	0.0206676	0.230898	0.471503	0.0225418	0.505955
7780	-56.1618	-59.6894	3.52764	0.00963497	0.167433	0.479603	0.00329685	0.5171
7790	-67.231	-70.9614	3.73036	0.00602104	0.150774	0.513782	0.0297	0.456518
7800	-57.7704	-61.6541	3.88372	0.00956292	0.131896	0.098625	0.264837	0.636537
7810	-51.5981	-55.2679	3.66973	0.0177871	0.145072	0.313334	0.365946	0.32072
7820	-51.6805	-54.8694	3.18892	0.0570753	0.153865	0.28409	0.345951	0.369959
7830	-50.4512	-54.2897	3.83844	0.0915319	0.0544559	0.49458	0.402097	0.103324
7840	-48.5015	-51.689	3.18748	0.0753209	0.135763	0.343908	0.626304	0.0297884
7850	-70.2288	-72.2246	1.99587	0.160266	0.169979	0.658785	0.153014	0.188201
7860	-65.8612	-69.2268	3.36564	0.0823383	0.11093	0.601954	0.0820001	0.316046
7870	-54.1371	-57.5625	3.42543	0.0582716	0.129018	0.684948	0.0452413	0.269811
7880	-67.7534	-70.8665	3.11307	0.0376397	0.180885	0.163311	0.47056	0.366128
7890	-61.0021	-64.1854	3.18329	0.0568663	0.154636	0.481006	0.316969	0.202024
7900	-48.1191	-50.6776	2.55849	0.151107	0.122875	0.367845	0.109487	0.522668
7910	-75.3187	-77.872	2.55328	0.157494	0.117009	0.151473	0.333417	0.515111
7920	-65.1694	-67.4096	2.24014	0.149332	0.156485	0.0936393	0.513012	0.393349
7930	-63.7034	-67.0217	3.31829	0.0431026	0.1549	0.260002	0.495669	0.244329
7940	-68.4324	-70.3501	1.91767	0.159504	0.17856	0.467579	0.303686	0.228735
7950	-68.2879	-68.2927	0.00480581	0.370436	0.158915	0.558474	0.361844	0.079682
7960	-64.9843	-67.5685	2.58421	0.12052	0.15089	0.214901	0.187737	0.597363
7970	-54.8715	-58.1797	3.30817	0.0620443	0.13697	0.384518	0.415237	0.200245
7980	-80.4396	-82.9888	2.54922	0.0738957	0.201014	0.336026	0.288718	0.375257
7990	-64.0667	-66.636	2.56934	0.154101	0.118797	0.330063	0.550423	0.119513
8000	-57.6043	-58.7296	1.1252	0.274543	0.142769	0.223028	0.251708	0.525265
8010	-57.7392	-58.6363	0.89713	0.334119	0.106	0.278659	0.33665	0.38469
8020	-67.6845	-67.1035	-0.580956	0.40778	0.180147	0.58421	0.118781	0.297008
8030	-55.9397	-58.2806	2.34081	0.172461	0.12329	0.333524	0.0445819	0.621894
8040	-47.6449	-50.9492	3.30431	0.0927043	0.106696	0.182951	0.4929	0.324149
8050	-55.227	-58.1934	2.96641	0.0832197	0.149971	0.403822	0.446398	0.14978
8060	-64.1256	-67.3114	3.18577	0.0983836	0.112871	0.184911	0.621484	0.193605
8070	-65.6773	-67.4437	1.76637	0.220532	0.132662	0.438958	0.0926333	0.468409
8080	-57.4675	-60.795	3.32744	0.0140815	0.183006	0.621687	0.220318	0.157995
8090	-55.8608	-59.8016	3.94072	0.0297512	0.106008	0.179151	0.642194	0.178655
8100	-60.316	-64.0059	3.68986	0.0135693	0.147277	0.214261	0.357887	0.427852
8110	-66.333	-69.6794	3.34638	0.0153566	0.179837	0.396008	0.544393	0.0595996
8120	-74.6325	-77.3864	2.75391	0.0388514	0.215589	0.388221	0.366205	0.245575
8130	-65.5027	-67.4253	1.92253	0.236407	0.101172	0.535854	0.229874	0.234272
8140	-49.7196	-51.0562	1.3366	0.269377	0.126794	0.0873762	0.363512	0.549111
8150	-56.7767	-58.6344	1.85769	0.279406	0.0646571	0.216412	0.0240425	0.759546
8160	-53.5041	-56.3577	2.85362	0.125568	0.118902	0.535183	0.401802	0.0630149
8170	-70.808	-73.9309	3.12296	0.0756395	0.141896	0.604667	0.224928	0.170405
8180	-57.6559	-60.6651	3.00915	0.124604	0.104313	0.599401	0.00432369	0.396275
8190	-69.3573	-71.8405	2.48318	0.149613	0.131901	0.429735	0.25918	0.311085
8200	-42.7445	-46.348	3.60346	0.0692826	0.100203	0.382261	0.380173	0.237566
8210	-60.8464	-63.6391	2.79269	0.0512821	0.19928	0.232512	0.51953	0.247959
8220	-50.0322	-53.4641	3.43199	0.0689536	0.11768	0.240571	0.125977	0.633452
8230	-48.4151	-52.1562	3.74105	0.0999935	0.0557332	0.30381	0.321187	0.375003
8240	-51.1592	-53.7507	2.59149	0.150241	0.120442	0.504665	0.301697	0.193638
8250	-42.9361	-46.372	3.43592	0.0867136	0.0995266	0.365514	0.509459	0.125027
8260	-52.8446	-55.4086	2.56398	0.109075	0.164358	0.254346	0.230408	0.515246
8270	-47.7425	-50.7596	3.01711	0.076138	0.151983	0.3534	0.322727	0.323873
8280	-49.1609	-51.3153	2.1544	0.175927	0.138465	0.65716	0.168741	0.174099
8290	-42.4996	-46.4049	3.90532	0.0474285	0.0918707	0.493807	0.135606	0.370587
8300	-47.3946	-50.9777	3.58305	0.0460609	0.125465	0.141573	0.542704	0.315723
8310	-53.0139	-56.0229	3.00902	0.137521	0.091409	0.318762	0.387075	0.294162
8320	-46.5449	-50.1371	3.59219	0.0928314	0.0777816	0.458465	0.262081	0.279454
8330	-52.7797	-54.7451	1.9654	0.178532	0.15476	0.311896	0.074744	0.61336
8340	-47.8304	-51.0076	3.17722	0.115459	0.0966503	0.428251	0.362614	0.209135
8350	-43.2631	-46.7208	3.45762	0.0613068	0.122763	0.341749	0.466808	0.191443
8360	-42.7507	-46.5326	3.78195	0.0662057	0.0854309	0.0426054	0.394268	0.563127
8370	-52.2257	-55.0988	2.87313	0.114545	0.127974	0.320439	0.104694	0.574867
8380	-46.0461	-49.7148	3.66874	0.0529196	0.110039	0.352809	0.283149	0.364043
8390	-52.5337	-55.2829	2.74918	0.110045	0.144869	0.487714	0.478211	0.0340746
8400	-52.6296	-55.8109	3.18131	0.115905	0.0957963	0.42757	0.298191	0.274239
8410	-49.9731	-52.2275	2.25442	0.205809	0.0985805	0.274432	0.310459	0.415109
8420	-51.596	-54.2803	2.68427	0.148547	0.112858	0.335012	0.535899	0.129089
8430	-43.7864	-46.5414	2.75504	0.16011	0.0942184	0.185191	0.43601	0.3788
8440	-52.3399	-55.8809	3.54097	0.0445946	0.13114	0.364556	0.452334	0.18311
8450	-59.4721	-62.6773	3.20523	0.0757923	0.133517	0.242983	0.162101	0.594916
8460	-52.3023	-55.4553	3.15304	0.107415	0.107113	0.288442	0.299577	0.411981
8470	-43.1764	-47.0183	3.84189	0.0724069	0.0732361	0.605972	0.229041	0.164988
8480	-52.6669	-55.8917	3.22486	0.114055	0.0932912	0.576872	0.405411	0.0177167
8490	-49.2619	-50.9396	1.67767	0.258988	0.103077	0.687288	0.256938	0.0557734
8500	-53.815	-56.3728	2.55773	0.184208	0.0898511	0.429985	0.398749	0.171266
8510	-56.8712	-57.0533	0.182098	0.31787	0.193751	0.094559	0.702943	0.202498
8520	-43.2753	-46.4418	3.1665	0.111852	0.10133	0.452109	0.00873498	0.539157
8530	-67.3574	-70.6068	3.24938	0.0895137	0.11538	0.424487	0.420435	0.155078
8540	-44.8952	-46.3886	1.49339	0.279889	0.100604	0.665646	0.232896	0.101457
8550	-46.344	-49.8032	3.4592	0.0786444	0.105267	0.321465	0.257924	0.420611
8560	-42.7636	-46.43	3.66643	0.0560952	0.107094	0.282702	0.158397	0.558901
8570	-64.4033	-67.344	2.94071	0.0743876	0.161374	0.677963	0.162294	0.159743
8580	-55.4544	-58.6348	3.18033	0.0791732	0.132625	0.305488	0.678758	0.0157535
8590	-53.1121	-55.837	2.72493	0.181817	0.0755213	0.344054	0.226309	0.429637
8600	-43.9812	-46.4222	2.44101	0.184045	0.101685	0.154343	0.72167	0.123987
8610	-47.7225	-50.1062	2.38373	0.177835	0.113624	0.236885	0.0678175	0.695298
8620	-49.1669	-51.5483	2.38141	0.18585	0.10584	0.176759	0.481035	0.342207
8630	-43.727	-46.4736	2.74656	0.165195	0.0899814	0.129503	0.279491	0.591006
8640	-51.2278	-54.2064	2.97856	0.0986697	0.133306	0.320056	0.517463	0.162482
8650	-58.9048	-61.9383	3.03351	0.0569373	0.169543	0.515325	0.321323	0.163351
8660	-62.4578	-65.854	3.39622	0.0607471	0.129463	0.391911	0.513122	0.0949676
8670	-53.9001	-57.914	4.01391	0.0123667	0.116075	0.559097	0.423025	0.0178781
8680	-52.7757	-56.9422	4.16656	0.0348803	0.0782957	0.421331	0.368042	0.210626
8690	-61.1799	-65.3903	4.21043	0.0156156	0.0931728	0.144188	0.428733	0.427079
8700	-45.9233	-49.928	4.00472	0.028063	0.101296	0.498478	0.212888	0.288634
8710	-42.2177	-46.3814	4.16368	0.0163713	0.0970925	0.454744	0.369213	0.176043
8720	-57.4832	-60.3044	2.82117	0.15554	0.0921745	0.384214	0.376268	0.239519
8730	-57.2791	-59.1919	1.91282	0.179256	0.159293	0.178355	0.660447	0.161198
8740	-63.6463	-65.7247	2.07839	0.165037	0.156955	0.141316	0.0798637	0.77882
8750	-45.2108	-46.6537	1.44297	0.268463	0.117071	0.349748	0.550017	0.100235
8760	-49.3024	-51.8025	2.50015	0.171207	0.10861	0.449631	0.376829	0.173541
8770	-44.1517	-46.5885	2.43672	0.166257	0.119903	0.00674062	0.722127	0.271132
8780	-56.0578	-59.4318	3.37398	0.113032	0.0794023	0.224005	0.417549	0.358446
8790	-53.3635	-57.045	3.68154	0.0154517	0.146226	0.370903	0.171979	0.457118
8800	-56.2294	-59.4136	3.18417	0.0772232	0.134192	0.247445	0.0949864	0.657568
8810	-57.4077	-59.6318	2.22416	0.131071	0.176344	0.47514	0.0565439	0.468316
8820	-48.3347	-50.2386	1.90388	0.237058	0.102386	0.339627	0.420177	0.240197
8830	-50.2925	-51.0132	0.720756	0.352839	0.104917	0.275027	0.660516	0.0644564
8840	-55.5245	-58.0816	2.55716	0.111646	0.16247	0.575044	0.0613988	0.363558
8850	-62.4514	-65.8555	3.40417	0.0424591	0.146956	0.195562	0.428593	0.375845
8860	-42.7594	-46.6072	3.84774	0.0609433	0.0841142	0.217545	0.359	0.423454
8870	-55.8071	-59.2849	3.47786	0.0564789	0.125566	0.0330595	0.729799	0.237141
8880	-56.9908	-59.6308	2.63998	0.127396	0.138438	0.117836	0.592502	0.289663
8890	-56.2321	-59.6147	3.38253	0.0775184	0.11406	0.286007	0.288853	0.42514
8900	-63.6056	-66.1482	2.54262	0.138951	0.136618	0.367652	0.349225	0.283122
8910	-51.2301	-54.933	3.70293	0.0519555	0.107583	0.314736	0.516302	0.168962
8920	-51.5855	-55.2452	3.65967	0.0202527	0.143612	0.200917	0.382484	0.416599
8930	-71.1509	-75.2362	4.08534	0.0103771	0.110921	0.286042	0.385458	0.3285
8940	-84.2657	-86.8147	2.54904	0.00482435	0.270104	0.145647	0.473924	0.380429
8950	-70.1012	-73.4449	3.34369	0.0127498	0.182713	0.359117	0.218504	0.422379
8960	-55.9751	-60.0982	4.12306	0.0157457	0.10178	0.259505	0.287628	0.452867
8970	-55.8193	-59.9179	4.09855	0.0146043	0.105373	0.443769	0.16294	0.393291
8980	-55.1925	-59.1108	3.91835	0.0181394	0.119857	0.273245	0.503454	0.223301
8990	-52.5476	-55.0277	2.48008	0.157405	0.124418	0.320988	0.487317	0.191695
9000	-50.5298	-51.4089	0.879075	0.265838	0.176086	0.638304	0.0742576	0.287439
9010	-55.8022	-57.9686	2.16637	0.197926	0.115269	0.545535	0.340933	0.113532
9020	-44.7906	-47.4265	2.63586	0.122043	0.144203	0.536118	0.29514	0.168741
9030	-53.1205	-56.459	3.33845	0.0857183	0.110268	0.188737	0.313752	0.497511
9040	-48.0732	-50.9017	2.82854	0.176982	0.0699959	0.32042	0.296536	0.383044
9050	-48.9475	-51.5185	2.57098	0.164797	0.107937	0.206021	0.581575	0.212404
9060	-62.3143	-64.1592	1.84492	0.249761	0.0955786	0.653295	0.325804	0.0209013
9070	-55.5602	-57.3366	1.77639	0.276573	0.0756193	0.17864	0.254835	0.566524
9080	-44.1026	-46.7601	2.65746	0.14108	0.123006	0.207604	0.627903	0.164493
9090	-53.4013	-56.2719	2.87069	0.119629	0.123134	0.620672	0.307618	0.0717105
9100	-49.6864	-53.4874	3.80102	0.0300396	0.11969	0.627985	0.331434	0.0405815
9110	-56.3959	-59.3813	2.98548	0.0639804	0.167304	0.158859	0.264017	0.577124
9120	-60.8848	-64.3546	3.46979	0.0584833	0.12437	0.370205	0.279182	0.350613
9130	-51.6088	-55.2741	3.66533	0.0190205	0.144278	0.297245	0.475442	0.227313
9140	-42.207	-46.3876	4.18058	0.012811	0.098963	0.446765	0.0445758	0.508659
9150	-43.1412	-46.6169	3.47568	0.0646032	0.11766	0.17706	0.229359	0.593581
9160	-44.9706	-48.0246	3.05408	0.0695456	0.154878	0.27532	0.369306	0.355375
9170	-55.3951	-59.1745	3.77939	0.0660972	0.0857951	0.669517	0.200241	0.130242
9180	-54.8133	-57.7213	2.90799	0.0901703	0.148862	0.628329	0.272614	0.0990567
9190	-59.9464	-63.113	3.16661	0.0331482	0.180023	0.118241	0.48474	0.397019
9200	-48.4961	-51.324	2.82787	0.103807	0.143238	0.221163	0.494009	0.284828
9210	-48.4223	-50.8952	2.47291	0.178821	0.10372	0.217618	0.387459	0.394923
9220	-48.8969	-51.1288	2.2319	0.203548	0.103094	0.389584	0.306911	0.303504
9230	-61.0695	-63.9936	2.92413	0.12473	0.112689	0.250294	0.385726	0.36398
9240	-52.2607	-54.9933	2.73259	0.175501	0.081072	0.137119	0.373114	0.489767
9250	-54.5891	-55.3571	0.768044	0.322847	0.130181	0.21986	0.552075	0.228065
9260	-58.7036	-59.5304	0.826804	0.283295	0.163856	0.0391806	0.441788	0.519031
9270	-64.4688	-66.7175	2.24873	0.15285	0.152109	0.158281	0.349534	0.492184
9280	-53.8248	-54.7505	0.925665	0.32391	0.113355	0.209442	0.359106	0.431452
9290	-47.4316	-46.6148	-0.816799	0.520514	0.0909972	0.127982	0.0629606	0.809058
9300	-50.2783	-51.1218	0.843473	0.340286	0.105198	0.557798	0.321122	0.12108
9310	-57.3293	-55.1912	-2.13815	0.655489	0.0881578	0.506916	0.273357	0.219727
9320	-47.569	-46.8044	-0.764553	0.516732	0.0895546	0.475316	0.113625	0.411059
9330	-44.8386	-47.1355	2.29685	0.165811	0.134336	0.195852	0.0705662	0.733582
9340	-52.3179	-55.0841	2.7662	0.124334	0.128878	0.147135	0.238044	0.61482
9350	-56.126	-59.1465	3.02054	0.0796866	0.148092	0.142221	0.670574	0.187205
