Aristolochia_anguicida	0
Aristolochia_arborea	2
Aristolochia_burelae	0
Aristolochia_californica	2
Aristolochia_cauliflora	0
Aristolochia_esperanzae	0
Aristolochia_gaudichaudi	0
Aristolochia_hookeriana	0
Aristolochia_indica	0
Aristolochia_kerrii	0
Aristolochia_littoralis	0
Aristolochia_maxima_JM011	0
Aristolochia_maxima_SETS37	0
Aristolochia_mollisima	2
Aristolochia_neolongifolia_SETS52	2
Aristolochia_neolongifolia_SETS96	2
Aristolochia_paulistana	0
Aristolochia_peruviana	0
Aristolochia_pilosa	0
Aristolochia_praevenosa	0
Aristolochia_promissa	0
Aristolochia_saccata	2
Aristolochia_serpantaria	2
Aristolochia_sp_JM02	0
Aristolochia_sp_JM04	0
Aristolochia_sp_JM06	0
Aristolochia_tagala	0
Aristolochia_tagala_040521	0
Aristolochia_tagala_SETS48	0
Aristolochia_taliscana	0
Aristolochia_tentaculata	0
Aristolochia_tomentosa	2
Aristolochia_triactina	0
Aristolochia_wardiana	2
