Iteration	Posterior	Likelihood	Prior	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	concentration	n_cats	mean_rt	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
1240	-2791.9	-2743.92	-47.9843	0.042279	0.229018	0.0548379	0.0125589	49.4928	19.2341	39.1381	0.0059277	0.128255	0.128255	0.616511	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.616511	0.198509	2	0.182506	0.185028	0.32425	0.315722	0.175	0.076168	0.338754	0.0603807	0.0978503	0.351122	0.0757247
1250	-2790.75	-2742.13	-48.6176	0.0333745	0.248859	0.0444318	0.0110572	50.8963	17.7778	42.9946	0.00487959	0.122094	0.122094	0.122094	0.122094	0.122094	0.122094	0.122094	0.122094	0.122094	0.32864	0.122094	0.122094	0.122094	0.122094	0.122094	0.32864	0.122094	0.122094	0.206478	2	0.145043	0.187807	0.314102	0.320464	0.177628	0.0796017	0.407855	0.0599019	0.0758913	0.332419	0.0443315
1260	-2787.44	-2743.74	-43.6969	0.0303238	0.678639	0.0943605	0.0640367	51.3749	16.0748	36.377	0.0052638	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.137061	0.604866	0.506897	2	0.16305	0.178991	0.332047	0.31528	0.173683	0.0697177	0.39615	0.0446161	0.0872291	0.359233	0.0430536
1270	-2797.16	-2748.66	-48.5011	0.0383524	0.517956	0.0795619	0.0412095	49.8255	18.5352	42.9969	0.00568765	0.114361	0.114361	0.114361	0.238607	0.238607	0.114361	0.114361	0.114361	0.114361	0.238607	0.114361	0.114361	0.114361	0.114361	0.114361	0.114361	0.114361	0.114361	0.392617	2	0.135069	0.178027	0.310359	0.337154	0.17446	0.0688375	0.367337	0.0245193	0.0726686	0.402185	0.0644521
1280	-2791.06	-2747.76	-43.3035	0.0157995	0.753373	0.0640626	0.0482631	48.4958	19.5533	41.601	0.00551999	0.121286	0.121286	0.121286	0.121286	0.121286	0.121286	0.121286	0.121286	0.121286	0.464447	0.121286	0.121286	0.121286	0.121286	0.121286	0.121286	0.121286	0.121286	0.302255	2	0.140351	0.173209	0.344969	0.304673	0.177149	0.0349737	0.391284	0.085718	0.0664758	0.367911	0.0536377
1290	-2792.9	-2747.31	-45.5876	0.0579949	0.39166	0.0953329	0.0373381	51.1002	19.6445	36.8341	0.00562435	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.330667	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.0931603	0.625496	2	0.106355	0.175558	0.349647	0.314667	0.160128	0.0560737	0.344606	0.102408	0.079419	0.351548	0.0659459
1300	-2794.11	-2747.68	-46.4262	0.049948	0.107051	0.0559361	0.00598803	47.2129	19.6735	42.8993	0.00519306	0.132956	0.132956	0.132956	0.132956	0.132956	0.132956	0.132956	0.132956	0.132956	0.270235	0.132956	0.132956	0.132956	0.132956	0.132956	0.132956	0.132956	0.270235	0.418301	2	0.148209	0.177403	0.341716	0.31804	0.162841	0.0621141	0.339391	0.0990064	0.0958621	0.339871	0.0637555
1310	-2787.87	-2744.56	-43.3134	0.0302234	0.353521	0.0467508	0.0165274	46.9442	18.6288	42.9209	0.00514098	0.123617	0.123617	0.123617	0.123617	0.123617	0.123617	0.123617	0.123617	0.123617	0.413464	0.123617	0.123617	0.123617	0.123617	0.123617	0.123617	0.123617	0.123617	0.399375	2	0.13972	0.171702	0.32791	0.328263	0.172124	0.0944568	0.32487	0.110615	0.0605107	0.369677	0.0398698
1320	-2797.21	-2750.43	-46.7871	0.0468109	0.190554	0.0578308	0.0110199	48.7547	16.8467	42.3268	0.00522258	0.125875	0.125875	0.125875	0.125875	0.125875	0.125875	0.125875	0.125875	0.125875	0.466806	0.125875	0.125875	0.466806	0.125875	0.125875	0.125875	0.125875	0.125875	0.819603	2	0.163757	0.191884	0.322962	0.307907	0.177247	0.0766676	0.366711	0.0414587	0.0576295	0.425172	0.032361
1330	-2786.31	-2740.6	-45.7145	0.0353659	0.232911	0.0461041	0.0107381	45.5956	17.065	45.4975	0.0050723	0.10223	0.10223	0.10223	0.10223	0.10223	0.10223	0.10223	0.10223	0.10223	0.435028	0.10223	0.10223	0.10223	0.10223	0.10223	0.10223	0.10223	0.10223	0.919107	2	0.120719	0.185251	0.330983	0.318497	0.165269	0.0605368	0.414436	0.0555859	0.0477128	0.350981	0.0707466
1340	-2795.77	-2745.85	-49.9205	0.0312369	0.592737	0.0766995	0.0454626	45.6668	22.6865	42.2593	0.0051396	0.103392	0.103392	0.103392	0.103392	0.103392	0.103392	0.103392	0.103392	0.103392	0.441006	0.073429	0.103392	0.103392	0.103392	0.103392	0.103392	0.103392	0.103392	0.419332	3	0.120484	0.201576	0.316956	0.314176	0.167293	0.0368571	0.382002	0.0560793	0.0693844	0.41224	0.0434376
1350	-2788.9	-2744.97	-43.9309	0.0298604	0.260833	0.0403973	0.0105369	46.7851	19.7059	34.4421	0.00534174	0.109588	0.109588	0.109588	0.109588	0.109588	0.109588	0.109588	0.109588	0.109588	0.354737	0.109588	0.109588	0.109588	0.109588	0.109588	0.109588	0.109588	0.109588	0.763297	2	0.123207	0.184443	0.332373	0.320438	0.162746	0.110817	0.365354	0.0536354	0.0832716	0.345377	0.0415447
1360	-2791.24	-2746.81	-44.4305	0.0695136	0.234004	0.0907493	0.0212357	46.1829	18.9031	42.6362	0.00541605	0.12232	0.12232	0.12232	0.12232	0.12232	0.12232	0.12232	0.12232	0.12232	0.305078	0.12232	0.12232	0.12232	0.12232	0.12232	0.12232	0.12232	0.12232	0.450537	2	0.132473	0.187704	0.326237	0.307184	0.178875	0.0711124	0.40576	0.0696134	0.0687922	0.339409	0.0453132
1370	-2792.44	-2747.35	-45.0909	0.042187	0.615502	0.10972	0.0675328	51.8706	17.3267	39.5163	0.00584275	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.129193	0.519903	0.367798	2	0.150899	0.16539	0.341238	0.32189	0.171482	0.0596025	0.395938	0.0818704	0.0527633	0.333362	0.0764634
1380	-2792.79	-2748.68	-44.1074	0.0227539	0.743666	0.0887665	0.0660126	46.3742	18.7043	35.487	0.00526325	0.127059	0.127059	0.127059	0.127059	0.127059	0.127059	0.127059	0.127059	0.127059	0.459602	0.127059	0.127059	0.127059	0.127059	0.127059	0.127059	0.127059	0.127059	0.911771	2	0.145534	0.169733	0.332406	0.330343	0.167518	0.0399129	0.456221	0.0548247	0.0865362	0.311301	0.0512038
1390	-2798.47	-2749.32	-49.1483	0.0748405	0.126079	0.0856376	0.0107971	47.8676	21.4229	45.755	0.00547567	0.0879827	0.0879827	0.0879827	0.394227	0.0879827	0.0879827	0.0879827	0.0879827	0.0879827	0.394227	0.0879827	0.0879827	0.0879827	0.0879827	0.0879827	0.0879827	0.0879827	0.0879827	0.77792	2	0.12201	0.167456	0.351496	0.333954	0.147093	0.0434577	0.329719	0.0851693	0.0601714	0.446116	0.0353664
1400	-2790.79	-2747.22	-43.569	0.0413913	0.165658	0.0496096	0.00821821	47.6369	17.7505	40.7507	0.0051588	0.113437	0.113437	0.113437	0.113437	0.113437	0.113437	0.113437	0.113437	0.113437	0.348754	0.113437	0.113437	0.113437	0.113437	0.113437	0.113437	0.113437	0.113437	0.297431	2	0.12651	0.164547	0.348886	0.329177	0.157389	0.0854804	0.321709	0.0569777	0.0985371	0.352899	0.0843973
1410	-2788	-2741.75	-46.2455	0.0291022	0.366219	0.0459184	0.0168162	53.2096	22.1363	50.7164	0.00527706	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.296156	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.0894689	0.64195	2	0.100952	0.185544	0.338405	0.300676	0.175376	0.0493591	0.356523	0.0329007	0.102349	0.410134	0.0487337
1420	-2792.56	-2742.52	-50.0325	0.0461477	0.551239	0.102833	0.0566858	48.9975	18.4323	40.7523	0.00451257	0.142477	0.142477	0.142477	0.142477	0.142477	0.142477	0.142477	0.142477	0.142477	0.363944	0.142477	0.142477	0.142477	0.142477	0.142477	0.142477	0.142477	0.142477	1.0596	2	0.154781	0.182894	0.3138	0.335956	0.167351	0.0509245	0.438295	0.0811612	0.0756377	0.287495	0.0664867
1430	-2789.37	-2742.02	-47.3446	0.0248622	0.477874	0.0476172	0.0227551	48.1699	19.1648	44.1917	0.00579845	0.105118	0.105118	0.105118	0.105118	0.105118	0.105118	0.105118	0.105118	0.105118	0.355565	0.105118	0.105118	0.105118	0.105118	0.105118	0.105118	0.105118	0.355565	0.303372	2	0.132945	0.184545	0.333759	0.311028	0.170669	0.0444323	0.44193	0.0536814	0.0900969	0.342454	0.0274055
1440	-2803.92	-2757.83	-46.0915	0.0676426	0.366748	0.106818	0.0391752	45.6284	15.4473	38.7921	0.00553644	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.525765	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.0940685	0.915541	2	0.118052	0.170126	0.348455	0.319292	0.162127	0.0372454	0.403324	0.0592534	0.076386	0.397091	0.0267002
1450	-2794.92	-2750.51	-44.406	0.032138	0.355268	0.0498471	0.0177091	45.9566	20.2569	41.0036	0.00520462	0.100831	0.100831	0.100831	0.100831	0.100831	0.100831	0.100831	0.100831	0.100831	0.527231	0.100831	0.100831	0.100831	0.100831	0.100831	0.100831	0.100831	0.100831	0.372213	2	0.12452	0.170581	0.329507	0.318252	0.181659	0.0963444	0.429798	0.0604569	0.06107	0.317471	0.0348589
1460	-2787.51	-2744.59	-42.9117	0.0519427	0.288085	0.0729619	0.0210192	49.1114	16.2597	40.2337	0.00517119	0.127248	0.127248	0.127248	0.127248	0.127248	0.127248	0.127248	0.127248	0.127248	0.335995	0.127248	0.127248	0.127248	0.127248	0.127248	0.127248	0.127248	0.127248	0.481404	2	0.138845	0.178207	0.342898	0.306728	0.172168	0.0611506	0.42195	0.0346091	0.061607	0.320166	0.100518
1470	-2793.06	-2744.74	-48.3216	0.0253794	0.76818	0.109479	0.0840997	53.5335	17.4266	38.4089	0.00518478	0.106299	0.106299	0.408524	0.106299	0.106299	0.106299	0.106299	0.106299	0.106299	0.318211	0.106299	0.106299	0.106299	0.106299	0.106299	0.106299	0.106299	0.106299	0.567381	3	0.134862	0.173424	0.339781	0.323676	0.16312	0.0877822	0.338041	0.0615049	0.0985627	0.348008	0.0661004
1480	-2789.3	-2743.53	-45.774	0.0441449	0.20757	0.0557083	0.0115634	48.0954	22.8537	44.8591	0.00484769	0.10518	0.10518	0.10518	0.10518	0.10518	0.10518	0.10518	0.10518	0.10518	0.353679	0.10518	0.10518	0.10518	0.10518	0.10518	0.10518	0.10518	0.10518	0.297588	2	0.118986	0.178419	0.321904	0.328683	0.170994	0.0791388	0.342374	0.0267903	0.0732358	0.429346	0.049115
1490	-2788.46	-2745.96	-42.4998	0.0510344	0.342638	0.0776352	0.0266008	46.6273	18.1225	44.694	0.00530491	0.131301	0.131301	0.131301	0.131301	0.131301	0.131301	0.131301	0.131301	0.131301	0.383435	0.131301	0.131301	0.131301	0.131301	0.131301	0.131301	0.131301	0.131301	0.605777	2	0.145308	0.176692	0.335369	0.325503	0.162435	0.0855366	0.383987	0.0344815	0.0554446	0.391306	0.0492451
1500	-2794.71	-2747.59	-47.1168	0.0522368	0.652141	0.150167	0.09793	50.6695	17.6853	38.6532	0.0054805	0.131949	0.131949	0.249816	0.131949	0.131949	0.131949	0.131949	0.131949	0.131949	0.249816	0.131949	0.131949	0.131949	0.131949	0.131949	0.131949	0.131949	0.131949	0.891931	2	0.145045	0.176293	0.312805	0.324243	0.186659	0.082354	0.369699	0.0519409	0.0541481	0.376746	0.065112
1510	-2792.76	-2748.79	-43.9668	0.0591133	0.167253	0.0709859	0.0118726	48.3075	17.2942	38.3505	0.00504812	0.129182	0.129182	0.129182	0.129182	0.129182	0.129182	0.129182	0.129182	0.129182	0.475201	0.129182	0.129182	0.129182	0.129182	0.129182	0.129182	0.129182	0.129182	0.227919	2	0.148406	0.169914	0.304097	0.337761	0.188228	0.0518805	0.357501	0.0426674	0.0883132	0.364315	0.0953235
1520	-2801.24	-2740.57	-60.6682	0.019652	0.61241	0.0507031	0.0310511	50.5015	18.7924	36.7536	0.00548134	0.0973902	0.125505	0.125505	0.125505	0.125505	0.125505	0.125505	0.0973902	0.0973902	0.307668	0.307668	0.307668	0.0973902	0.0973902	0.125505	0.0973902	0.125505	0.125505	1.01492	3	0.146494	0.175913	0.33317	0.313865	0.177053	0.0518205	0.357087	0.0710431	0.088211	0.368818	0.0630212
1530	-2796.65	-2744.32	-52.3318	0.0691903	0.435349	0.122536	0.0533462	48.6709	19.2211	46.8545	0.00524324	0.108967	0.108967	0.108967	0.108967	0.108967	0.108967	0.370249	0.108967	0.108967	0.370249	0.108967	0.108967	0.108967	0.69863	0.108967	0.108967	0.108967	0.108967	1.22751	3	0.170758	0.177509	0.328105	0.315419	0.178967	0.0489756	0.372172	0.0503047	0.113332	0.394368	0.0208471
1540	-2797.88	-2743.81	-54.0699	0.029357	0.472694	0.0556734	0.0263165	50.4752	17.5113	39.9445	0.00475974	0.13993	0.13993	0.300738	0.13993	0.300738	0.300738	0.300738	0.13993	0.13993	0.300738	0.13993	0.13993	0.13993	0.13993	0.13993	0.13993	0.13993	0.300738	0.19077	2	0.193532	0.164067	0.318915	0.348539	0.168478	0.0671128	0.36148	0.0411289	0.09266	0.401789	0.0358295
1550	-2797.4	-2746.67	-50.7323	0.0330352	0.243362	0.0436605	0.0106253	53.9801	22.1326	34.3126	0.00523091	0.0946664	0.0946664	0.0946664	0.0946664	0.0946664	0.0946664	0.0946664	0.0946664	0.0946664	0.311788	0.0946664	0.311788	0.0946664	0.0946664	0.0946664	0.0946664	0.311788	0.0946664	0.442373	2	0.130853	0.186974	0.32531	0.330164	0.157551	0.0330648	0.393149	0.0226768	0.113873	0.369289	0.0679472
1560	-2786.94	-2741.09	-45.8519	0.0494281	0.446685	0.0893308	0.0399027	48.3214	18.0976	40.6897	0.00524582	0.102397	0.102397	0.253421	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.385001	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.63756	3	0.126488	0.180031	0.33305	0.305688	0.181231	0.0783718	0.331901	0.055919	0.089834	0.389913	0.0540612
1570	-2791.96	-2748.05	-43.9127	0.0629245	0.747947	0.249648	0.186724	45.5612	16.3662	34.1886	0.00556288	0.186052	0.186052	0.186052	0.186052	0.186052	0.186052	0.186052	0.186052	0.186052	0.308242	0.186052	0.186052	0.186052	0.186052	0.186052	0.186052	0.186052	0.186052	0.412957	2	0.192841	0.179297	0.316935	0.326838	0.17693	0.0722428	0.391114	0.0517033	0.0830614	0.360517	0.041362
1580	-2790.25	-2742.28	-47.9718	0.0300324	0.648209	0.08537	0.0553376	48.251	19.8176	45.3466	0.00524751	0.0979841	0.0979841	0.395409	0.0979841	0.0979841	0.0979841	0.0979841	0.0979841	0.0979841	0.395409	0.0979841	0.0979841	0.0979841	0.0979841	0.0979841	0.0979841	0.0979841	0.395409	0.406309	2	0.147555	0.175566	0.326115	0.322343	0.175976	0.058838	0.410989	0.101181	0.0739672	0.321045	0.0339801
1590	-2796.67	-2751.74	-44.9228	0.0247799	0.571716	0.0578585	0.0330786	53.1559	18.208	38.8123	0.00573764	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.118503	0.460069	0.410003	2	0.137479	0.182787	0.327892	0.313142	0.176179	0.0673791	0.462299	0.0780702	0.0849803	0.247715	0.0595567
1600	-2791.72	-2744.13	-47.5953	0.0202848	0.425967	0.0353373	0.0150525	48.0507	19.6701	42.028	0.00516499	0.123856	0.123856	0.337468	0.123856	0.123856	0.123856	0.123856	0.123856	0.123856	0.337468	0.123856	0.123856	0.123856	0.123856	0.123856	0.123856	0.123856	0.123856	0.748719	2	0.147591	0.18156	0.314348	0.336043	0.168049	0.0574654	0.345878	0.0423482	0.100419	0.412122	0.0417672
1610	-2786.7	-2740.99	-45.7023	0.0435291	0.165446	0.0521586	0.00862942	48.3591	18.7513	48.2713	0.0050436	0.104915	0.104915	0.104915	0.104915	0.104915	0.104915	0.104915	0.104915	0.104915	0.382034	0.104915	0.104915	0.104915	0.104915	0.104915	0.104915	0.104915	0.104915	0.0951488	2	0.12031	0.184164	0.318855	0.340862	0.156119	0.0562355	0.338476	0.0609746	0.0772915	0.424636	0.0423873
1620	-2800.94	-2752.6	-48.3411	0.0497833	0.57079	0.115988	0.0662049	49.4299	19.4807	39.412	0.00527206	0.124456	0.124456	0.124456	0.124456	0.533407	0.124456	0.124456	0.124456	0.124456	0.124456	0.124456	0.124456	0.124456	0.124456	0.124456	0.124456	0.124456	0.659901	1.45822	3	0.176923	0.182576	0.359571	0.310183	0.14767	0.0466453	0.401536	0.0401137	0.0641104	0.35222	0.095375
1630	-2795.6	-2744.28	-51.3244	0.0371428	0.104966	0.0414988	0.00435598	48.2214	20.3184	43.9441	0.00589257	0.0927148	0.0927148	0.0927148	0.0927148	0.0927148	0.0927148	0.0927148	0.0927148	0.0927148	0.425593	0.993186	0.0927148	0.0927148	0.0927148	0.0927148	0.0927148	0.0927148	0.0927148	0.400054	3	0.161234	0.174972	0.341755	0.321233	0.16204	0.0431963	0.390572	0.030221	0.0582816	0.399098	0.0786311
1640	-2796.01	-2748.32	-47.685	0.0483461	0.425565	0.0841629	0.0358168	47.2766	17.3638	46.1906	0.0046998	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.564419	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.0963361	0.527299	2	0.122341	0.176107	0.329788	0.325784	0.168321	0.0388639	0.419295	0.02719	0.0524362	0.39147	0.0707447
1650	-2785.14	-2739.7	-45.4409	0.0500671	0.461864	0.093038	0.0429709	49.906	20.5186	42.1193	0.00590603	0.109678	0.109678	0.109678	0.109678	0.109678	0.109678	0.109678	0.109678	0.109678	0.31183	0.109678	0.109678	0.109678	0.109678	0.109678	0.109678	0.109678	0.109678	0.469019	2	0.120909	0.180876	0.324567	0.335283	0.159274	0.0635231	0.364066	0.0663054	0.0714846	0.385472	0.0491487
1660	-2797.7	-2749.12	-48.5838	0.053159	0.12587	0.0608136	0.00765464	48.2246	19.1282	45.7959	0.00547502	0.0730697	0.0730697	0.0730697	0.0730697	0.0730697	0.0730697	0.0730697	0.0730697	0.0730697	0.468855	0.0730697	0.0730697	0.0730697	0.468855	0.0730697	0.0730697	0.0730697	0.0730697	0.143862	2	0.117046	0.17999	0.32674	0.300371	0.192899	0.0584309	0.40537	0.0630595	0.0679852	0.339717	0.0654375
1670	-2804.36	-2742.55	-61.8101	0.0490258	0.203602	0.0615595	0.0125336	58.2371	19.0443	37.3533	0.00531331	0.148913	0.148913	0.148913	0.0891841	0.0891841	0.148913	0.148913	0.0891841	0.148913	0.148913	0.0891841	0.0891841	0.0891841	0.148913	0.148913	0.0891841	0.148913	0.350534	1.13041	3	0.136887	0.182794	0.329047	0.32977	0.158389	0.063549	0.367283	0.0896268	0.0603326	0.360601	0.0586078
1680	-2791.8	-2743.54	-48.264	0.0365025	0.786444	0.170927	0.134424	53.3776	18.046	43.6395	0.00530565	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.291255	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.0887322	0.294331	2	0.0999834	0.177775	0.322779	0.323488	0.175958	0.0718549	0.406569	0.0713658	0.0682181	0.335138	0.0468544
1690	-2791.73	-2749.36	-42.3715	0.0328757	0.553624	0.0736502	0.0407745	47.0863	16.7143	33.9852	0.00539205	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.15523	0.673511	0.165214	2	0.184024	0.162409	0.321625	0.332222	0.183745	0.0797367	0.389289	0.0771371	0.0681801	0.335014	0.0506434
1700	-2792.19	-2747.98	-44.2121	0.0437589	0.559849	0.0994178	0.0556589	51.3998	17.4895	41.2764	0.0054887	0.106064	0.106064	0.106064	0.106064	0.106064	0.106064	0.106064	0.106064	0.106064	0.414233	0.106064	0.106064	0.106064	0.106064	0.106064	0.106064	0.106064	0.106064	0.474681	2	0.123184	0.179312	0.310461	0.327714	0.182513	0.0851502	0.42465	0.082374	0.0728089	0.280935	0.0540817
1710	-2795.52	-2747.45	-48.0736	0.0145817	0.63295	0.0397269	0.0251451	44.1851	22.3003	35.4891	0.00484789	0.126206	0.126206	0.126206	0.126206	0.126206	0.126206	0.126206	0.126206	0.126206	0.437675	0.126206	0.126206	0.126206	0.126206	0.126206	0.126206	0.126206	0.126206	0.189783	2	0.14351	0.185007	0.318861	0.329075	0.167057	0.0657306	0.405703	0.0765285	0.0695604	0.351141	0.0313362
1720	-2787.49	-2743.09	-44.3991	0.0342505	0.706503	0.116698	0.0824476	48.7011	22.5153	45.3712	0.00500965	0.121207	0.121207	0.121207	0.121207	0.121207	0.121207	0.121207	0.121207	0.121207	0.324685	0.121207	0.121207	0.121207	0.121207	0.121207	0.121207	0.121207	0.121207	0.646724	2	0.132512	0.183768	0.331681	0.321394	0.163158	0.0778745	0.348353	0.0657104	0.0698345	0.360346	0.0778815
1730	-2792.1	-2743.86	-48.2349	0.0489961	0.74447	0.191743	0.142747	49.685	19.5208	39.9153	0.00510845	0.118499	0.118499	0.375607	0.118499	0.118499	0.118499	0.118499	0.118499	0.118499	0.375607	0.118499	0.118499	0.118499	0.118499	0.118499	0.118499	0.118499	0.118499	0.167152	2	0.147067	0.175279	0.324891	0.328332	0.171498	0.0462387	0.381833	0.111218	0.0677763	0.301889	0.0910452
1740	-2791.2	-2744.56	-46.6341	0.0413245	0.359991	0.0645686	0.0232441	48.2253	18.6972	43.5272	0.00516841	0.0947275	0.0947275	0.0947275	0.0947275	0.338711	0.0947275	0.0947275	0.0947275	0.0947275	0.408331	0.0947275	0.0947275	0.0947275	0.0947275	0.0947275	0.0947275	0.0947275	0.0947275	0.760229	3	0.125705	0.185743	0.334954	0.310766	0.168538	0.0337094	0.361669	0.105344	0.0884471	0.324593	0.0862372
1750	-2789.82	-2745.47	-44.3519	0.0202156	0.7166	0.0713322	0.0511167	46.7626	17.2165	43.8106	0.00504663	0.125412	0.125412	0.125412	0.125412	0.125412	0.125412	0.125412	0.125412	0.125412	0.352879	0.125412	0.125412	0.125412	0.125412	0.125412	0.125412	0.125412	0.125412	0.712315	2	0.138049	0.186395	0.339828	0.313877	0.159899	0.0265583	0.416669	0.0540106	0.0882304	0.349838	0.064694
1760	-2788.86	-2743.23	-45.6322	0.0545452	0.324921	0.0807983	0.0262531	52.6813	18.3663	38.0241	0.00529759	0.109385	0.109385	0.109385	0.109385	0.109385	0.109385	0.109385	0.109385	0.109385	0.346781	0.109385	0.109385	0.109385	0.109385	0.109385	0.109385	0.109385	0.109385	0.766038	2	0.122574	0.17207	0.317866	0.337813	0.172251	0.0817816	0.352234	0.0376514	0.083617	0.399617	0.0450989
1770	-2788.11	-2742.11	-46.0067	0.037103	0.621816	0.0981083	0.0610053	51.8514	18.2643	50.5516	0.00500359	0.108641	0.108641	0.108641	0.108641	0.108641	0.108641	0.108641	0.108641	0.108641	0.447358	0.108641	0.108641	0.108641	0.108641	0.108641	0.108641	0.108641	0.108641	0.578335	2	0.127458	0.179035	0.330733	0.314419	0.175812	0.0689223	0.35369	0.0238852	0.0704691	0.416957	0.0660763
1780	-2794.73	-2744.85	-49.8804	0.016357	0.368622	0.0259069	0.00954984	45.9021	16.1712	37.8155	0.00606155	0.116525	0.116525	0.116525	0.116525	0.116525	0.116525	0.116525	0.116525	0.116525	0.315164	0.116525	0.116525	0.116525	0.116525	0.116525	0.116525	0.116525	0.116525	1.15652	2	0.127561	0.178484	0.314152	0.319792	0.187572	0.0734335	0.37684	0.0409615	0.10974	0.328624	0.0704012
1790	-2795.27	-2749.96	-45.3116	0.0542194	0.207273	0.0683961	0.0141767	50.8148	18.0797	37.9352	0.00531977	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.0894345	0.693548	0.647754	2	0.122996	0.172096	0.34862	0.298425	0.180859	0.0799429	0.425417	0.058882	0.0831105	0.29933	0.0533177
1800	-2796.16	-2749.91	-46.2482	0.0659405	0.110376	0.0741218	0.00818125	48.9585	20.4633	38.7053	0.00541159	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	0.356658	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	0.0994891	1.01069	2	0.113776	0.196878	0.310303	0.324521	0.168297	0.0915538	0.399265	0.060855	0.0858954	0.323053	0.039378
1810	-2790	-2744.49	-45.5101	0.041494	0.479603	0.0797353	0.0382413	48.1499	22.1469	47.1359	0.00498693	0.108365	0.108365	0.108365	0.108365	0.108365	0.108365	0.108365	0.108365	0.108365	0.500297	0.108365	0.108365	0.108365	0.108365	0.108365	0.108365	0.108365	0.108365	0.794524	2	0.130139	0.169349	0.325878	0.31394	0.190833	0.0755397	0.429082	0.0448101	0.0849833	0.319623	0.0459613
1820	-2797.79	-2748.29	-49.4981	0.0284076	0.626088	0.0759742	0.0475666	47.9144	21.0159	46.5643	0.00480763	0.117943	0.117943	0.117943	0.117943	0.117943	0.117943	0.117943	0.117943	0.117943	0.42364	0.117943	0.117943	0.117943	0.513801	0.117943	0.117943	0.117943	0.117943	1.15033	3	0.156918	0.180868	0.336726	0.31525	0.167155	0.0747167	0.30768	0.0321317	0.0609385	0.407837	0.116696
1830	-2800.42	-2751.71	-48.7091	0.0289385	0.436656	0.0513691	0.0224306	50.5139	17.8882	46.9152	0.00545006	0.104569	0.104569	0.104569	0.104569	0.104569	0.104569	0.104569	0.104569	0.104569	0.361183	0.104569	0.361183	0.104569	0.104569	0.104569	0.104569	0.104569	0.361183	0.42396	2	0.147338	0.158611	0.324005	0.337805	0.179579	0.0428022	0.442813	0.0797262	0.101797	0.28882	0.0440414
1840	-2787.95	-2742.58	-45.364	0.071674	0.34256	0.10902	0.0373459	47.9436	17.8203	42.4198	0.00556975	0.108895	0.108895	0.108895	0.108895	0.108895	0.108895	0.108895	0.108895	0.108895	0.285106	0.108895	0.108895	0.108895	0.108895	0.108895	0.108895	0.108895	0.108895	0.111998	2	0.118684	0.177597	0.327055	0.319751	0.175597	0.078286	0.354928	0.0556652	0.0994438	0.368653	0.0430231
