Iteration	Posterior	Likelihood	Prior	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	concentration	n_cats	mean_rt	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
3770	-2788.75	-2744.08	-44.6709	0.0562322	0.295988	0.0798739	0.0236417	47.279	18.0149	46.0757	0.00547125	0.130304	0.130304	0.130304	0.130304	0.130304	0.130304	0.130304	0.130304	0.130304	0.380152	0.130304	0.130304	0.130304	0.130304	0.130304	0.130304	0.130304	0.130304	1.13706	2	0.144184	0.181112	0.335777	0.332871	0.15024	0.0823244	0.322736	0.0467902	0.0976948	0.392592	0.0578622
3780	-2792.18	-2740.7	-51.4862	0.0535887	0.133644	0.0618553	0.00826656	48.4287	17.8859	40.2104	0.00545116	0.123536	0.123536	0.269958	0.123536	0.269958	0.269958	0.123536	0.123536	0.123536	0.269958	0.123536	0.123536	0.269958	0.123536	0.123536	0.123536	0.123536	0.269958	0.316904	2	0.172343	0.177617	0.329298	0.327957	0.165128	0.05824	0.368235	0.0458347	0.0864344	0.384575	0.0566807
3790	-2804.69	-2742.18	-62.5078	0.01719	0.693211	0.0560319	0.0388419	47.8888	21.8404	34.1988	0.00547892	0.127522	0.127522	0.0685121	0.278252	0.278252	0.127522	0.127522	0.0685121	0.127522	0.278252	0.0685121	0.0685121	0.278252	0.127522	0.0685121	0.0685121	0.278252	0.278252	0.286772	3	0.158095	0.175552	0.359989	0.308918	0.155541	0.0476068	0.366568	0.0491268	0.0926427	0.394911	0.0491441
3800	-2797.85	-2746.13	-51.7238	0.0615302	0.128529	0.0706049	0.00907478	50.0218	21.8491	48.489	0.00535136	0.0968022	0.0968022	0.43537	0.0968022	0.0968022	0.0968022	0.0968022	0.0968022	0.0968022	0.269402	0.0968022	0.269402	0.0968022	0.0968022	0.0968022	0.0968022	0.0968022	0.0968022	0.332268	3	0.134789	0.193365	0.333864	0.305872	0.166899	0.0780014	0.389887	0.0402122	0.0911695	0.35733	0.0434001
3810	-2799.2	-2744.86	-54.3355	0.0887883	0.505867	0.179685	0.0908966	56.4676	17.5077	36.3607	0.00589889	0.115377	0.115377	0.40021	0.115377	0.115377	0.115377	0.115377	0.115377	0.115377	0.329836	0.115377	0.115377	0.115377	0.115377	0.115377	0.115377	0.115377	0.115377	0.481145	3	0.143116	0.185262	0.319872	0.329347	0.165518	0.0812994	0.343458	0.0419125	0.0982008	0.389895	0.0452351
3820	-2793.48	-2747.22	-46.2555	0.0502018	0.540293	0.109204	0.0590022	45.0026	16.5457	39.8491	0.00546367	0.124602	0.124602	0.360121	0.124602	0.124602	0.124602	0.124602	0.124602	0.124602	0.360121	0.124602	0.124602	0.124602	0.124602	0.124602	0.124602	0.124602	0.124602	0.521363	2	0.150771	0.184079	0.31783	0.322708	0.175383	0.0651418	0.362392	0.0551915	0.0635917	0.423126	0.0305564
3830	-2793.62	-2742.1	-51.5154	0.0109316	0.645588	0.0308444	0.0199128	46.1258	18.7771	43.1453	0.00501433	0.110551	0.110551	0.417407	0.110551	0.110551	0.110551	0.110551	0.110551	0.110551	0.417407	0.417407	0.110551	0.110551	0.110551	0.110551	0.110551	0.110551	0.110551	0.527857	2	0.161693	0.179172	0.334781	0.317696	0.168351	0.0736039	0.389389	0.0215705	0.0718524	0.379444	0.0641405
3840	-2794.29	-2748.79	-45.4998	0.0615127	0.0306989	0.0634609	0.00194818	49.6485	17.8568	37.7865	0.00532323	0.127254	0.127254	0.127254	0.127254	0.127254	0.127254	0.127254	0.127254	0.127254	0.436115	0.127254	0.127254	0.127254	0.127254	0.127254	0.127254	0.127254	0.127254	0.621165	2	0.144413	0.178775	0.345858	0.31075	0.164617	0.0617533	0.441493	0.0487995	0.0757889	0.318351	0.0538135
3850	-2788.25	-2740.88	-47.3769	0.0259245	0.704456	0.087718	0.0617934	48.7781	19.4443	37.6294	0.00590259	0.110531	0.110531	0.297362	0.110531	0.110531	0.110531	0.110531	0.110531	0.110531	0.297362	0.110531	0.110531	0.110531	0.110531	0.110531	0.110531	0.110531	0.110531	0.568285	2	0.13129	0.194356	0.320977	0.313865	0.170803	0.0471093	0.345713	0.0862624	0.0769926	0.372982	0.070941
3860	-2794.92	-2748.53	-46.3896	0.0276516	0.559697	0.0628014	0.0351498	49.3237	19.1385	44.1087	0.00555748	0.0989059	0.0989059	0.0989059	0.0989059	0.38893	0.0989059	0.0989059	0.0989059	0.0989059	0.38893	0.0989059	0.0989059	0.0989059	0.0989059	0.0989059	0.0989059	0.0989059	0.0989059	0.62701	2	0.131131	0.19261	0.326207	0.311914	0.169268	0.0260379	0.450987	0.0851213	0.0620434	0.302478	0.0733318
3870	-2806.06	-2742.72	-63.3395	0.0604904	0.519815	0.125973	0.0654827	47.7267	17.352	35.7926	0.00539649	0.127087	0.127087	0.119352	0.307271	0.307271	0.127087	0.127087	0.127087	0.127087	0.307271	0.307271	0.127087	0.119352	0.127087	0.127087	0.109982	0.127087	0.307271	0.163786	4	0.175328	0.178777	0.332478	0.319891	0.168853	0.0663233	0.384407	0.0877086	0.0932448	0.32361	0.0447068
3880	-2788.12	-2743.5	-44.6174	0.0472041	0.327046	0.0701446	0.0229405	50.3583	19.0336	34.4903	0.00490876	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.161825	0.686928	0.495852	2	0.190997	0.175367	0.329807	0.320287	0.174539	0.0590023	0.359795	0.0649733	0.0877168	0.365946	0.0625667
3890	-2790.05	-2742.48	-47.5658	0.0512828	0.0807967	0.0557904	0.00450768	49.5515	20.5201	42.3339	0.00546113	0.106301	0.106301	0.106301	0.106301	0.106301	0.106301	0.106301	0.106301	0.106301	0.328711	0.106301	0.106301	0.106301	0.106301	0.106301	0.106301	0.106301	0.328711	0.34814	2	0.131013	0.171651	0.324377	0.324508	0.179463	0.0604144	0.368406	0.0579258	0.0898161	0.374704	0.0487336
3900	-2797.69	-2749.81	-47.8842	0.0400671	0.311972	0.0582347	0.0181676	52.4541	17.2245	51.6975	0.00600087	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.219715	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.0942595	0.518029	2	0.101229	0.173654	0.354575	0.305654	0.166117	0.0604874	0.345018	0.0579958	0.0899247	0.406761	0.0398125
3910	-2794.71	-2748.11	-46.6035	0.0183698	0.698696	0.0609677	0.0425978	45.3615	20.4744	41.5751	0.00522016	0.121156	0.121156	0.121156	0.121156	0.121156	0.121156	0.121156	0.121156	0.121156	0.455355	0.314988	0.121156	0.121156	0.121156	0.121156	0.121156	0.121156	0.121156	0.494726	3	0.150491	0.179596	0.316561	0.326388	0.177455	0.0514318	0.440946	0.0522429	0.0596973	0.291261	0.104421
3920	-2800.38	-2747.99	-52.3942	0.0206757	0.368711	0.0327516	0.0120759	55.2062	17.5706	46.977	0.00499403	0.121431	0.121431	0.121431	0.121431	0.121431	0.121431	0.121431	0.121431	0.121431	0.237417	0.121431	0.121431	0.121431	0.121431	0.121431	0.121431	0.121431	0.755073	0.963074	3	0.163077	0.163276	0.335071	0.315421	0.186231	0.102013	0.433797	0.049251	0.0616993	0.282846	0.0703929
3930	-2796.7	-2745.73	-50.9757	0.0826603	0.0458019	0.086628	0.00396773	51.6409	17.2681	49.1874	0.005312	0.106609	0.106609	0.106609	0.106609	0.106609	0.106609	0.106609	0.106609	0.106609	0.305353	0.305353	0.106609	0.106609	0.106609	0.106609	0.106609	0.106609	0.106609	0.23339	2	0.128692	0.174618	0.318594	0.350044	0.156744	0.0846788	0.335005	0.0750054	0.0557416	0.379532	0.0700374
3940	-2791.84	-2747.85	-43.9851	0.0413581	0.433883	0.0730558	0.0316976	48.0624	20.5238	34.4642	0.00575311	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.14703	0.638959	0.753597	2	0.174359	0.182068	0.321861	0.32091	0.17516	0.0613423	0.359349	0.082029	0.0572606	0.389283	0.0507359
3950	-2791.01	-2745.51	-45.4933	0.0309322	0.243779	0.0409037	0.00997147	50.1683	17.8727	44.5135	0.00543238	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.413283	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.0815077	0.816198	2	0.0999396	0.16472	0.317636	0.338803	0.178841	0.0621166	0.377755	0.0576463	0.0639534	0.409557	0.0289717
3960	-2795.63	-2750.58	-45.0427	0.0426469	0.51039	0.0871039	0.0444569	47.257	17.0362	42.4612	0.00556076	0.136786	0.136786	0.467775	0.136786	0.136786	0.136786	0.136786	0.136786	0.136786	0.467775	0.136786	0.136786	0.136786	0.136786	0.136786	0.136786	0.136786	0.136786	0.489194	2	0.173563	0.183472	0.306643	0.315624	0.194262	0.0818293	0.410311	0.0476763	0.0912299	0.345403	0.0235505
3970	-2795.27	-2749.34	-45.933	0.0452467	0.313578	0.0659168	0.0206701	49.2008	23.5239	49.163	0.00578329	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.2609	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.0970518	0.122436	2	0.106155	0.17094	0.353935	0.309494	0.165631	0.0723543	0.338743	0.0552403	0.0806664	0.350401	0.102596
3980	-2790.63	-2741.05	-49.5811	0.0621789	0.346552	0.0951552	0.0329762	51.1531	20.4618	50.9151	0.00501968	0.108642	0.108642	0.408403	0.108642	0.108642	0.108642	0.108642	0.108642	0.108642	0.408403	0.108642	0.108642	0.108642	0.108642	0.108642	0.108642	0.108642	0.108642	0.5816	2	0.141949	0.183967	0.315479	0.324205	0.176348	0.0691857	0.313006	0.03252	0.0725508	0.433197	0.0795414
3990	-2792.57	-2746.9	-45.6688	0.0242581	0.393413	0.039991	0.015733	47.668	19.4609	40.8424	0.00551858	0.104172	0.104172	0.104172	0.104172	0.104172	0.104172	0.104172	0.104172	0.104172	0.351907	0.104172	0.104172	0.104172	0.104172	0.104172	0.104172	0.104172	0.104172	1.07428	2	0.117935	0.167894	0.333126	0.310682	0.188298	0.0849016	0.38738	0.0418224	0.0899966	0.323896	0.0720036
4000	-2795.88	-2746.39	-49.4888	0.0137199	0.65669	0.0399638	0.0262438	51.4057	19.173	35.8011	0.00510549	0.153139	0.153139	0.418638	0.153139	0.153139	0.153139	0.153139	0.153139	0.153139	0.153139	0.153139	0.153139	0.153139	0.418638	0.153139	0.153139	0.153139	0.418638	0.407513	2	0.197388	0.191313	0.317459	0.315673	0.175555	0.0443293	0.392058	0.0424955	0.0689738	0.376952	0.0751916
4010	-2804.51	-2745.16	-59.3499	0.0480212	0.14003	0.0558405	0.00781935	49.8356	17.1627	35.4821	0.00543676	0.255138	0.0753292	0.133077	0.255138	0.133077	0.133077	0.133077	0.133077	0.133077	0.133077	0.0753292	0.133077	0.133077	0.133077	0.0753292	0.133077	0.133077	0.494673	1.53348	4	0.157104	0.173879	0.332207	0.334357	0.159557	0.0655022	0.349156	0.0346331	0.0759879	0.413441	0.0612799
4020	-2796.46	-2746.88	-49.5802	0.0327624	0.397024	0.0543344	0.0215721	51.4645	17.6425	33.9276	0.00630462	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.114119	0.41752	0.0863586	2	0.130975	0.182883	0.34941	0.310872	0.156834	0.0666942	0.388734	0.0394461	0.0811585	0.400438	0.0235291
4030	-2801.31	-2752.87	-48.4404	0.0364572	0.571264	0.0850341	0.0485769	55.1484	18.8496	48.3816	0.00523807	0.130127	0.130127	0.255915	0.130127	0.130127	0.130127	0.130127	0.130127	0.130127	0.255915	0.130127	0.130127	0.130127	0.130127	0.130127	0.130127	0.130127	0.130127	0.366131	2	0.144104	0.19707	0.294328	0.355631	0.152971	0.0624794	0.334324	0.0461611	0.0760297	0.458964	0.0220422
4040	-2789.12	-2744.34	-44.7858	0.0483637	0.705436	0.164187	0.115824	49.2453	17.0065	36.5997	0.0055584	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.143383	0.68159	0.295419	2	0.173283	0.182538	0.3243	0.318917	0.174245	0.0596739	0.372819	0.054077	0.0726157	0.361401	0.0794137
4050	-2796.91	-2744.34	-52.5758	0.0416084	0.11343	0.0469319	0.0053235	47.8583	16.3588	38.7651	0.00591438	0.129932	0.129932	0.129932	0.129932	0.297641	0.129932	0.129932	0.129932	0.129932	0.297641	0.297641	0.297641	0.297641	0.129932	0.129932	0.129932	0.129932	0.129932	0.675808	2	0.176517	0.177585	0.323318	0.335405	0.163692	0.0652827	0.330568	0.048532	0.0661179	0.418229	0.0712707
4060	-2797.08	-2744.15	-52.9322	0.0432731	0.267973	0.059114	0.0158409	51.3881	20.0171	40.9697	0.00488298	0.41942	0.129409	0.41942	0.129409	0.41942	0.129409	0.129409	0.129409	0.129409	0.318564	0.129409	0.129409	0.129409	0.129409	0.129409	0.129409	0.129409	0.129409	0.388182	3	0.188253	0.183757	0.312627	0.332718	0.170898	0.0661512	0.326143	0.0731718	0.0907135	0.355284	0.0885366
4070	-2785.21	-2741.35	-43.8602	0.0369455	0.342871	0.0562225	0.0192771	51.3362	17.917	49.1988	0.00518716	0.120786	0.120786	0.120786	0.120786	0.120786	0.120786	0.120786	0.120786	0.120786	0.381091	0.120786	0.120786	0.120786	0.120786	0.120786	0.120786	0.120786	0.120786	0.430408	2	0.135248	0.196624	0.308891	0.335248	0.159236	0.0567666	0.362379	0.0606697	0.0645834	0.379492	0.0761102
4080	-2784.95	-2741.36	-43.5897	0.0455583	0.108229	0.0510874	0.00552912	47.0607	20.1397	42.3958	0.00526561	0.12999	0.12999	0.12999	0.12999	0.12999	0.12999	0.12999	0.12999	0.12999	0.351977	0.12999	0.12999	0.12999	0.12999	0.12999	0.12999	0.12999	0.12999	0.612089	2	0.142322	0.175442	0.323957	0.331929	0.168672	0.0571891	0.338317	0.0599676	0.0869288	0.3751	0.0824979
4090	-2796.58	-2742.26	-54.3137	0.0697397	0.453795	0.127681	0.0579408	55.639	20.8404	51.1193	0.0050852	0.101224	0.101224	0.101224	0.101224	0.101224	0.101224	0.101224	0.101224	0.101224	0.392149	0.392149	0.101224	0.392149	0.101224	0.101224	0.101224	0.101224	0.101224	0.561366	2	0.149711	0.188072	0.318994	0.326845	0.166089	0.0370305	0.374506	0.0689625	0.0540302	0.40327	0.0622004
4100	-2805.1	-2752.33	-52.7689	0.0522661	0.58063	0.12463	0.0723639	51.4101	16.474	37.6124	0.00585953	0.103367	0.103367	0.570016	0.103367	0.42991	0.103367	0.103367	0.103367	0.103367	0.103367	0.103367	0.103367	0.103367	0.103367	0.103367	0.103367	0.103367	0.570016	1.53854	3	0.173358	0.196895	0.302248	0.306946	0.193911	0.0430854	0.364217	0.0685829	0.0537328	0.408524	0.061858
4110	-2786.66	-2743.28	-43.3817	0.0533631	0.311848	0.0775455	0.0241824	47.8388	18.7708	45.3814	0.00535868	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.360715	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.0966876	0.442045	2	0.111356	0.194885	0.325529	0.31675	0.162836	0.063844	0.390757	0.0351863	0.0719307	0.401518	0.0367638
4120	-2788.84	-2744.88	-43.9566	0.0301489	0.552073	0.0673078	0.0371588	51.9823	18.3803	33.972	0.00546156	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.124041	0.646726	0.370024	2	0.153079	0.184431	0.328922	0.313309	0.173337	0.0805623	0.335425	0.0202913	0.0794746	0.443628	0.0406194
4130	-2791.25	-2742.16	-49.0972	0.0746651	0.318598	0.109576	0.0349106	45.8693	18.3337	41.6673	0.00523959	0.118147	0.118147	0.362075	0.118147	0.118147	0.118147	0.118147	0.118147	0.118147	0.362075	0.118147	0.118147	0.362075	0.118147	0.118147	0.118147	0.118147	0.118147	0.419929	2	0.158801	0.173642	0.339026	0.324492	0.16284	0.0484139	0.385717	0.077362	0.0719598	0.373827	0.0427196
4140	-2792.14	-2739.51	-52.6383	0.0331185	0.564011	0.0759619	0.0428434	49.2444	17.9039	44.9135	0.00545073	0.106413	0.106413	0.372961	0.106413	0.106413	0.106413	0.30587	0.106413	0.106413	0.348932	0.106413	0.348932	0.106413	0.106413	0.106413	0.106413	0.106413	0.106413	1.83723	4	0.159248	0.174407	0.340072	0.325921	0.1596	0.048184	0.396923	0.0565187	0.0716182	0.346999	0.0797575
4150	-2806.33	-2743.6	-62.731	0.0495464	0.452789	0.0905434	0.040997	45.6255	16.3537	34.0113	0.00481457	0.15426	0.424426	0.698479	0.13506	0.13506	0.15426	0.13506	0.15426	0.15426	0.424426	0.13506	0.15426	0.13506	0.15426	0.15426	0.13506	0.15426	0.424426	0.893341	4	0.223122	0.17861	0.326066	0.313594	0.181731	0.047189	0.388727	0.0834707	0.0871472	0.339833	0.0536335
4160	-2803.39	-2749.27	-54.1176	0.0630704	0.269637	0.0863549	0.0232845	53.6166	18.1729	52.5031	0.00509641	0.0920837	0.0920837	0.0920837	0.180334	0.281697	0.0920837	0.0920837	0.0920837	0.0920837	0.281697	0.0920837	0.0920837	0.0920837	0.0920837	0.0920837	0.0920837	0.0920837	0.0920837	1.05671	3	0.118055	0.181421	0.294388	0.339601	0.18459	0.102213	0.345032	0.096941	0.0773513	0.322455	0.0560084
4170	-2792.12	-2747.25	-44.8711	0.0471002	0.493674	0.0930235	0.0459233	46.8289	16.8304	38.0261	0.00520233	0.121719	0.121719	0.121719	0.121719	0.121719	0.121719	0.121719	0.121719	0.121719	0.401826	0.121719	0.121719	0.121719	0.121719	0.121719	0.121719	0.121719	0.121719	1.35816	2	0.137281	0.166696	0.349111	0.313688	0.170505	0.0838846	0.418261	0.00965171	0.0561018	0.389997	0.0421036
4180	-2791.11	-2742.78	-48.3332	0.023824	0.511717	0.0487914	0.0249674	49.1376	20.1669	38.7231	0.00561731	0.0920866	0.0920866	0.0920866	0.0920866	0.0920866	0.0920866	0.0920866	0.0920866	0.0920866	0.34928	0.131897	0.0920866	0.0920866	0.0920866	0.0920866	0.0920866	0.0920866	0.0920866	0.504441	3	0.108587	0.187525	0.320683	0.322087	0.169705	0.0673695	0.320857	0.0673538	0.0941326	0.396318	0.0539693
4190	-2794.96	-2748.04	-46.9244	0.0217449	0.536033	0.0468673	0.0251224	55.3669	17.5926	36.4505	0.00526497	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.128113	0.521491	0.94994	2	0.149967	0.195674	0.331988	0.310799	0.161539	0.0443985	0.327609	0.0271302	0.123544	0.432665	0.0446527
4200	-2789.39	-2743.44	-45.9458	0.0642054	0.240152	0.0844978	0.0202923	47.8278	18.1563	43.7922	0.00585244	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.341338	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.0861355	0.228018	2	0.100313	0.184545	0.318955	0.313742	0.182757	0.0346233	0.364263	0.0643733	0.0930818	0.337405	0.106253
4210	-2811.4	-2752.37	-59.029	0.0365748	0.536129	0.0788469	0.0422721	48.204	16.5008	35.4795	0.00519029	0.141241	0.141241	0.617903	0.698739	0.161828	0.141241	0.161828	0.161828	0.141241	0.161828	0.161828	0.161828	0.161828	0.161828	0.161828	0.141241	0.161828	0.617903	0.539029	4	0.236613	0.191572	0.326161	0.322289	0.159978	0.0682124	0.348008	0.0588225	0.0772824	0.35503	0.0926441
4220	-2789.69	-2741.94	-47.7498	0.0401657	0.378463	0.0646232	0.0244575	47.9771	20.7702	34.2574	0.00539462	0.0931283	0.0931283	0.332597	0.0931283	0.0931283	0.0931283	0.0931283	0.0931283	0.0931283	0.332597	0.0931283	0.0931283	0.0931283	0.0931283	0.0931283	0.0931283	0.332597	0.0931283	0.355571	2	0.13304	0.175023	0.35094	0.311749	0.162288	0.0597245	0.370828	0.0543832	0.07145	0.357962	0.0856523
4230	-2787.27	-2740.37	-46.9014	0.0401234	0.448538	0.0727582	0.0326348	49.4604	20.7826	48.4868	0.00518243	0.0954278	0.0954278	0.0954278	0.0954278	0.0954278	0.0954278	0.0954278	0.0954278	0.0954278	0.336586	0.0954278	0.0954278	0.0954278	0.0954278	0.0954278	0.0954278	0.0954278	0.323636	0.671762	3	0.121504	0.176881	0.312326	0.339455	0.171338	0.058315	0.383465	0.046271	0.0662737	0.353385	0.0922908
4240	-2800.82	-2753.21	-47.6106	0.0164443	0.711067	0.0569138	0.0404696	51.5142	17.5222	35.2799	0.00561773	0.08835	0.08835	0.08835	0.08835	0.33438	0.08835	0.08835	0.08835	0.08835	0.33438	0.08835	0.08835	0.08835	0.08835	0.08835	0.08835	0.08835	0.08835	0.51664	2	0.115687	0.176295	0.32171	0.346222	0.155773	0.0288901	0.40945	0.0556559	0.0943898	0.321929	0.0896853
4250	-2785.59	-2742.36	-43.2312	0.047316	0.386433	0.0771162	0.0298003	48.8191	18.2168	44.0941	0.00542293	0.116138	0.116138	0.116138	0.116138	0.116138	0.116138	0.116138	0.116138	0.116138	0.276044	0.116138	0.116138	0.116138	0.116138	0.116138	0.116138	0.116138	0.116138	0.44512	2	0.125022	0.182693	0.32748	0.314529	0.175298	0.0541384	0.386886	0.0699339	0.0616117	0.368889	0.0585409
4260	-2793	-2744.3	-48.6913	0.0510285	0.436579	0.090569	0.0395405	47.4163	19.8358	45.1094	0.00565944	0.114556	0.114556	0.365329	0.114556	0.114556	0.114556	0.114556	0.114556	0.114556	0.365329	0.114556	0.365329	0.114556	0.114556	0.114556	0.114556	0.114556	0.114556	0.502571	2	0.156352	0.178939	0.328955	0.321788	0.170319	0.0523435	0.453402	0.0676152	0.059569	0.293719	0.0733512
4270	-2797.74	-2744.38	-53.3677	0.0145398	0.155721	0.0172215	0.00268175	46.9443	17.1491	45.9235	0.00634099	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.251758	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.0964341	0.36892	2	0.105063	0.167496	0.342104	0.326098	0.164302	0.0715204	0.387293	0.0646469	0.0707626	0.335646	0.0701311
4280	-2789.95	-2743.09	-46.8603	0.101057	0.200911	0.126465	0.0254083	47.3501	19.1142	46.1816	0.00523758	0.128694	0.128694	0.128694	0.128694	0.128694	0.128694	0.128694	0.128694	0.128694	0.363152	0.128694	0.128694	0.128694	0.128694	0.128694	0.128694	0.128694	0.128694	0.324984	2	0.14172	0.186396	0.331371	0.320667	0.161566	0.0598916	0.381668	0.107362	0.0821166	0.298755	0.070207
4290	-2785.92	-2741.81	-44.1089	0.0380214	0.640955	0.105896	0.0678746	48.2789	19.1165	46.0587	0.00538208	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.402063	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.0921417	0.661668	2	0.10936	0.180745	0.336502	0.318791	0.163962	0.0530676	0.33818	0.0951288	0.0948266	0.356589	0.0622076
4300	-2792.39	-2748.64	-43.7566	0.0480562	0.341385	0.0729656	0.0249094	44.1844	22.1575	36.8717	0.00526773	0.14878	0.14878	0.14878	0.14878	0.14878	0.14878	0.14878	0.14878	0.14878	0.394011	0.14878	0.14878	0.14878	0.14878	0.14878	0.14878	0.14878	0.14878	0.521806	2	0.162404	0.178814	0.324513	0.315386	0.181287	0.0495195	0.36425	0.0887685	0.0884865	0.332748	0.0762282
4310	-2791.36	-2741.75	-49.6097	0.0280247	0.647525	0.0795084	0.0514836	46.7785	20.7795	44.9972	0.00493778	0.106278	0.106278	0.106278	0.106278	0.106278	0.130152	0.106278	0.106278	0.106278	0.402633	0.106278	0.106278	0.106278	0.106278	0.106278	0.106278	0.106278	0.106278	1.07726	3	0.124069	0.176749	0.329781	0.30916	0.184309	0.0528174	0.388508	0.0443934	0.0943796	0.338597	0.0813048
4320	-2793.74	-2743.53	-50.2092	0.0474918	0.768924	0.205524	0.158033	57.0461	19.789	36.7766	0.00561978	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.118023	0.466461	0.719113	2	0.137381	0.170284	0.339595	0.312789	0.177332	0.0470795	0.391132	0.0869371	0.094232	0.324283	0.0563369
4330	-2789.81	-2747.12	-42.694	0.0440806	0.345272	0.0673265	0.0232459	49.2229	17.9265	33.9986	0.00536491	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.126635	0.580701	0.284853	2	0.151861	0.179071	0.310662	0.318808	0.191459	0.0513792	0.351449	0.110212	0.0831452	0.353899	0.0499149
4340	-2794.74	-2747.81	-46.9274	0.0218265	0.570128	0.0507745	0.0289479	49.7883	21.1963	49.6412	0.00527598	0.100491	0.100491	0.100491	0.485494	0.100491	0.100491	0.100491	0.100491	0.100491	0.485494	0.100491	0.100491	0.100491	0.100491	0.100491	0.100491	0.100491	0.100491	0.598453	2	0.14327	0.180678	0.330063	0.314613	0.174646	0.0626078	0.387351	0.0900491	0.0923055	0.315668	0.0520184
4350	-2800.34	-2743.97	-56.3675	0.023994	0.641176	0.0668683	0.0428743	57.3531	21.6402	48.4931	0.00487723	0.0892692	0.0892692	0.232766	0.0892692	0.0892692	0.0892692	0.0892692	0.0892692	0.0892692	0.232766	0.0892692	0.0892692	0.0892692	0.0892692	0.0892692	0.0892692	0.0892692	0.325189	0.742592	3	0.11832	0.190865	0.332538	0.305908	0.170688	0.0841436	0.396323	0.0252424	0.079814	0.340247	0.0742298
4360	-2791.48	-2744.01	-47.4673	0.0652022	0.304728	0.0937794	0.0285772	54.0998	18.4234	37.3058	0.00521715	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.10006	0.650597	0.510651	2	0.130645	0.18975	0.332789	0.314784	0.162677	0.0430069	0.387808	0.0521695	0.0798068	0.393158	0.0440508
4370	-2789.14	-2741.59	-47.5513	0.0298854	0.748622	0.118886	0.0890007	46.2446	19.4072	39.5944	0.00580344	0.116331	0.116331	0.116331	0.116331	0.116331	0.116331	0.116331	0.116331	0.116331	0.298547	0.116331	0.116331	0.116331	0.298547	0.116331	0.116331	0.116331	0.116331	0.673802	2	0.136578	0.185045	0.326459	0.328398	0.160098	0.0498262	0.356764	0.0584466	0.0870502	0.389017	0.0588962
