Iteration	Posterior	Likelihood	Prior	sf[0]	sf[1]	sf[2]	sf[3]	er[0]	er[1]	er[2]	er[3]	er[4]	er[5]	gamma_rates[0]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	shape	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	tree_length
5270	-9887.94	-9898.76	10.8156	0.266407	0.187076	0.245234	0.301283	0.10862	0.273717	0.0503421	0.0448254	0.451181	0.0713144	0.0570586	0.322695	0.890733	2.72951	0.619046	0.0106786	0.0303221	0.03964	0.0253873	0.0604593	0.0503779	0.577878	0.0105935	0.00689091	0.0400519	0.00884436	0.0141723	0.0114598	0.0110522	0.0436373	0.941445
5280	-9884.73	-9896.7	11.9702	0.307335	0.188019	0.217073	0.287574	0.116965	0.252331	0.0464088	0.0647905	0.435394	0.0841104	0.053847	0.314256	0.883134	2.74876	0.603579	0.0142387	0.0408811	0.0356604	0.0233179	0.0604593	0.0415704	0.486919	0.0105935	0.00789784	0.0327522	0.00727971	0.0173029	0.0062008	0.0172635	0.0237312	0.826068
5290	-9895.24	-9907.21	11.9762	0.293694	0.191722	0.221347	0.293237	0.12628	0.235828	0.0437124	0.0614401	0.433501	0.0992381	0.0631848	0.338046	0.904064	2.6947	0.648234	0.0148684	0.0343092	0.0430226	0.0207893	0.0495726	0.0503246	0.481904	0.0109566	0.00471249	0.0367132	0.0142228	0.0138269	0.00230492	0.020283	0.0274327	0.825244
5300	-9889.29	-9900.57	11.2774	0.286282	0.191165	0.228704	0.29385	0.126588	0.223631	0.0524559	0.0712457	0.434558	0.0915221	0.0717782	0.358153	0.920611	2.64946	0.688708	0.0155842	0.0293006	0.0351205	0.0208558	0.0678985	0.0428654	0.555202	0.0125801	0.00718736	0.0325656	0.00818238	0.0151277	0.00598061	0.024715	0.0217594	0.894925
5310	-9885.54	-9896.65	11.1098	0.290296	0.192637	0.232101	0.284967	0.124829	0.221263	0.0478849	0.0555151	0.459955	0.0905531	0.065578	0.343802	0.908904	2.68172	0.65955	0.012682	0.0317639	0.0339477	0.0233317	0.0590301	0.0423391	0.560709	0.0101902	0.00953284	0.0423215	0.00788406	0.0218715	0.00651513	0.024715	0.0249943	0.911828
5320	-9885.56	-9897.25	11.6857	0.285455	0.19114	0.228288	0.295117	0.110522	0.287547	0.048985	0.0567905	0.403522	0.0926335	0.0583788	0.326083	0.893729	2.72181	0.625368	0.0110412	0.0472514	0.0312101	0.0262071	0.0631164	0.0431732	0.499334	0.0077751	0.00921302	0.034164	0.00581464	0.0174871	0.00651513	0.00763814	0.0444661	0.854407
5330	-9896.57	-9908.48	11.9117	0.29165	0.193106	0.233243	0.282002	0.10442	0.251462	0.0456369	0.0705732	0.441606	0.0863021	0.0488913	0.300632	0.87044	2.78004	0.579411	0.00573313	0.0336641	0.0404399	0.0268568	0.0538589	0.0411289	0.487727	0.0106118	0.00590302	0.0396651	0.00775585	0.012239	0.00561644	0.0010773	0.0597611	0.832039
5340	-9889.5	-9900.46	10.9649	0.289242	0.195156	0.231317	0.284285	0.10888	0.258545	0.0410647	0.0580343	0.452974	0.0805021	0.0400866	0.274287	0.844295	2.84133	0.535219	0.0164734	0.0328315	0.0346337	0.0223787	0.0661863	0.0479524	0.564886	0.0137398	0.00590302	0.0311959	0.00822083	0.0199368	0.00575953	0.00458198	0.0522568	0.926937
5350	-9885.49	-9896.71	11.2184	0.280958	0.191345	0.2268	0.300898	0.108653	0.308702	0.0556559	0.0546836	0.391722	0.0805833	0.0498317	0.303278	0.872947	2.77394	0.58403	0.0128046	0.0323175	0.0426453	0.0169908	0.0714485	0.0419346	0.56117	0.00866908	0.00641423	0.0377397	0.00822083	0.0138332	0.00505587	0.00982243	0.032276	0.901343
5360	-9889.06	-9900.55	11.4894	0.280958	0.191345	0.2268	0.300898	0.106376	0.259898	0.0634663	0.0505609	0.438153	0.0815449	0.0794816	0.374979	0.933707	2.61183	0.724754	0.00700605	0.0493064	0.0419543	0.0266942	0.0532381	0.0423765	0.521922	0.00901402	0.00987702	0.0381838	0.00997114	0.0187597	0.00674471	0.00828148	0.0302069	0.873536
5370	-9884.53	-9896.54	12.0115	0.291573	0.188801	0.223784	0.295841	0.10713	0.265659	0.0639159	0.0559784	0.431487	0.0758304	0.105345	0.42509	0.968978	2.50059	0.8462	0.00963278	0.0323187	0.0346213	0.0227783	0.0567928	0.0442014	0.473363	0.00900017	0.00859868	0.0437371	0.012206	0.0129411	0.00811125	0.0118248	0.0405943	0.820722
5380	-9882.36	-9894.22	11.8577	0.287532	0.188782	0.233971	0.289715	0.112607	0.291033	0.0660909	0.0544629	0.391358	0.0844478	0.0914049	0.399167	0.951404	2.55802	0.780509	0.0109205	0.0384895	0.0377339	0.0262315	0.0604732	0.0443175	0.475326	0.0111142	0.00931382	0.0381614	0.00968831	0.0146682	0.00836932	0.0149232	0.0367046	0.836436
5390	-9890.02	-9901.73	11.7127	0.289518	0.190152	0.227957	0.292374	0.113246	0.278493	0.0510287	0.054772	0.417532	0.0849272	0.0726966	0.360215	0.922252	2.64484	0.693014	0.0061084	0.0364217	0.0283031	0.030024	0.0604732	0.0417435	0.522679	0.00736545	0.00661381	0.0352933	0.00920173	0.00947134	0.0101614	0.00357581	0.0439316	0.851368
5400	-9892.94	-9903.91	10.9694	0.296156	0.195246	0.235636	0.272962	0.120107	0.27877	0.0510794	0.0470858	0.417947	0.0850114	0.045117	0.289707	0.859862	2.80531	0.560698	0.00522821	0.0375715	0.0359478	0.0219449	0.0670948	0.0456287	0.556158	0.0159889	0.00850389	0.0350228	0.00905082	0.023908	0.0101614	0.0107773	0.043375	0.926362
5410	-9885.8	-9896.64	10.8392	0.300636	0.198617	0.223655	0.277091	0.114876	0.278223	0.0452853	0.0415874	0.435184	0.0848447	0.0681822	0.349925	0.913961	2.66793	0.67182	0.0140552	0.044883	0.0374103	0.0249322	0.0633033	0.0463786	0.57048	0.00883599	0.00765871	0.036975	0.00970599	0.0164412	0.00621278	0.0143305	0.0372261	0.938829
5420	-9887.08	-9899.37	12.2933	0.281419	0.198619	0.231085	0.288877	0.11728	0.294658	0.046233	0.0546111	0.400598	0.0866201	0.0846636	0.385747	0.941745	2.58784	0.748967	0.0132165	0.033215	0.0321371	0.0232108	0.0596706	0.0440781	0.461896	0.0124997	0.00403019	0.0307446	0.0105989	0.0164269	0.0086725	0.0219641	0.0206723	0.793033
5430	-9888.79	-9900.91	12.1162	0.282472	0.198629	0.231949	0.28695	0.123026	0.244845	0.0631271	0.0570816	0.43305	0.0788695	0.0779745	0.371768	0.931259	2.619	0.71771	0.010725	0.0279275	0.0287194	0.0228829	0.06697	0.04014	0.483543	0.00882072	0.00518164	0.0322871	0.00492202	0.0218211	0.0107573	0.0219641	0.0242351	0.810897
5440	-9887.32	-9899.12	11.8024	0.282419	0.198781	0.231905	0.286895	0.12389	0.259253	0.0635704	0.0574824	0.416382	0.0794232	0.0832447	0.38284	0.939601	2.59431	0.742337	0.0126046	0.0325765	0.0342537	0.0228351	0.068329	0.0502995	0.479667	0.007536	0.0061127	0.0384319	0.0073828	0.0147911	0.00616931	0.0134595	0.0477051	0.842154
5450	-9882.43	-9894.38	11.9479	0.286466	0.184776	0.235229	0.293529	0.131007	0.253434	0.0617367	0.0543764	0.421805	0.0776406	0.07422	0.3636	0.924923	2.63726	0.700148	0.00833845	0.0287777	0.0337946	0.0198314	0.0572601	0.049527	0.496467	0.0104296	0.00560317	0.035956	0.00674386	0.0214486	0.00570239	0.0134497	0.0344863	0.827816
5460	-9890	-9901.63	11.6267	0.278604	0.192663	0.243261	0.285473	0.0981989	0.236575	0.0792266	0.0505201	0.46093	0.0745499	0.0830321	0.382401	0.939276	2.59529	0.741343	0.0130741	0.0352904	0.0372694	0.0185046	0.0637616	0.0510048	0.512976	0.00700438	0.00971932	0.0334433	0.0098051	0.0182306	0.00692621	0.0112283	0.0314945	0.859732
5470	-9890.4	-9901.92	11.52	0.281251	0.203077	0.237252	0.278421	0.102431	0.267774	0.0775663	0.0639708	0.415286	0.0729713	0.0914071	0.399171	0.951407	2.55801	0.780519	0.0117856	0.0382736	0.0356328	0.0227579	0.061435	0.0490579	0.504477	0.0119056	0.0133085	0.0362096	0.0110426	0.0149245	0.00551741	0.0291432	0.0247331	0.870205
5480	-9890.86	-9901.16	10.3033	0.292855	0.198326	0.221399	0.287421	0.105012	0.242995	0.0586734	0.0594057	0.442743	0.0911719	0.0466791	0.29429	0.864345	2.79469	0.568479	0.0114671	0.0391455	0.0395016	0.0252931	0.059016	0.0506359	0.614692	0.00895134	0.0102053	0.0387685	0.00690099	0.0184305	0.0061388	0.0346924	0.029094	0.992933
5490	-9889.93	-9900.98	11.0476	0.290469	0.185965	0.241786	0.28178	0.130798	0.244033	0.0390394	0.0616131	0.450055	0.0744617	0.0467985	0.294637	0.864681	2.79388	0.569072	0.0102442	0.0400787	0.0383981	0.0147935	0.0609449	0.0392383	0.590954	0.00820252	0.0116691	0.0370608	0.00670904	0.0112418	0.00549722	0.0261811	0.017281	0.918495
5500	-9891.75	-9904.03	12.2824	0.285658	0.182885	0.237782	0.293674	0.10761	0.260406	0.0386156	0.0654107	0.434815	0.0931427	0.0939904	0.404151	0.954893	2.54697	0.792634	0.0111486	0.0243685	0.0385291	0.0271126	0.0614864	0.0348273	0.469286	0.0116042	0.00918975	0.0307039	0.011644	0.0144599	0.00872419	0.0218075	0.0190139	0.793906
5510	-9882.95	-9895.1	12.1549	0.277166	0.194662	0.230346	0.297826	0.108319	0.262122	0.0562221	0.0658416	0.423819	0.0836763	0.0903118	0.397033	0.949895	2.56276	0.775388	0.0093792	0.0394985	0.0306065	0.0208226	0.0566937	0.0414807	0.472687	0.00838447	0.0115849	0.0353017	0.0116326	0.0183622	0.00430544	0.0176781	0.02832	0.806738
5520	-9881.55	-9893.59	12.0485	0.278864	0.194622	0.228749	0.297765	0.108721	0.261435	0.0564308	0.0739946	0.425392	0.0740269	0.078884	0.37371	0.932742	2.61466	0.721961	0.0130761	0.0305833	0.0332701	0.0246312	0.0586618	0.0420161	0.476785	0.0107157	0.00872757	0.0325177	0.0110424	0.0166418	0.00616585	0.0167849	0.0360257	0.817645
5530	-9887.32	-9898.95	11.6272	0.275722	0.192973	0.226172	0.305132	0.121309	0.274836	0.0578969	0.0394381	0.421298	0.0852217	0.0656634	0.344005	0.909073	2.68126	0.659953	0.00924804	0.0441649	0.0349735	0.0245037	0.0565028	0.0397397	0.523372	0.0111692	0.00991046	0.0388251	0.0124641	0.0128393	0.00350178	0.0163196	0.0225551	0.860089
5540	-9889.19	-9900.25	11.0619	0.295951	0.176986	0.23507	0.291993	0.125235	0.24774	0.0496708	0.0838582	0.420383	0.0731132	0.0619788	0.335096	0.90155	2.70137	0.642516	0.0137706	0.0392107	0.0407865	0.0210196	0.0712473	0.0559368	0.548956	0.00915726	0.01129	0.0337067	0.00673961	0.0146972	0.00502596	0.022922	0.0222407	0.916706
5550	-9882.13	-9894.01	11.8827	0.277619	0.18328	0.241617	0.297484	0.131736	0.240815	0.0491545	0.0466744	0.460551	0.0710696	0.0696042	0.353209	0.916635	2.66055	0.678506	0.00952242	0.0427478	0.03722	0.0220276	0.061848	0.0431991	0.487976	0.0115374	0.0082865	0.0327485	0.00917811	0.0156253	0.00894592	0.0136465	0.0299368	0.834446
5560	-9889.94	-9900.85	10.9059	0.270869	0.186975	0.240297	0.301859	0.11272	0.254063	0.0608715	0.0522571	0.456421	0.0636669	0.0579488	0.324984	0.892761	2.72431	0.623311	0.0126297	0.0380652	0.036994	0.0274022	0.0660857	0.0541159	0.565285	0.0132236	0.00974627	0.0286331	0.00917811	0.0228386	0.00699707	0.0101588	0.0310426	0.932396
5570	-9889.66	-9900.29	10.6343	0.286252	0.181799	0.235643	0.296305	0.109842	0.233588	0.0605571	0.0555911	0.463267	0.0771555	0.0503725	0.304786	0.874367	2.77047	0.586678	0.0125243	0.0272843	0.0416853	0.0216148	0.0718515	0.0424159	0.586942	0.0153922	0.00988519	0.0446042	0.00623368	0.0214718	0.00481742	0.0192795	0.0337433	0.959746
5580	-9888.02	-9899.52	11.5043	0.290596	0.178115	0.240193	0.291096	0.113601	0.241582	0.0626295	0.0574936	0.444627	0.080067	0.0682223	0.350018	0.914037	2.66772	0.672009	0.0156108	0.0451821	0.0377503	0.0184699	0.0581533	0.0430112	0.507275	0.00863851	0.010982	0.0468887	0.0141723	0.017637	0.0063743	0.0171233	0.0250446	0.872313
5590	-9886.55	-9897.64	11.098	0.285752	0.191816	0.236189	0.286243	0.111745	0.245836	0.0637323	0.0756043	0.432776	0.0703071	0.0605365	0.331523	0.898476	2.70946	0.63566	0.00836208	0.033627	0.0362965	0.0308236	0.0575643	0.0441128	0.570675	0.0102994	0.00639235	0.0386678	0.00607676	0.0159007	0.00814945	0.0211313	0.0250446	0.913123
5600	-9892.96	-9904.32	11.3603	0.295221	0.192333	0.232723	0.279723	0.106271	0.233793	0.0603369	0.0579105	0.462508	0.0791808	0.0878828	0.392234	0.946464	2.57342	0.764019	0.0104672	0.0473827	0.039655	0.0216813	0.0555769	0.042025	0.506645	0.0127726	0.0124129	0.0531615	0.0112469	0.0186141	0.00419261	0.0215215	0.0288976	0.886253
5610	-9886.1	-9897.05	10.9543	0.284463	0.193442	0.234065	0.288031	0.0975521	0.243921	0.0629508	0.0604193	0.452545	0.0826111	0.04792	0.297869	0.867799	2.78641	0.574624	0.0143135	0.0357114	0.0359478	0.0209675	0.0636203	0.0476774	0.56972	0.00997769	0.0124129	0.033531	0.00757847	0.021339	0.00360058	0.0255157	0.0258864	0.9278
5620	-9891.37	-9901.79	10.423	0.286634	0.184673	0.232816	0.295876	0.0971388	0.287561	0.0502495	0.0700413	0.429099	0.0659102	0.0415812	0.278979	0.849114	2.83033	0.542862	0.00729224	0.0376469	0.0322998	0.0196669	0.0625269	0.0457317	0.651726	0.00611441	0.00645028	0.0344222	0.00689545	0.020436	0.00344743	0.0228486	0.0235812	0.981087
5630	-9882.58	-9893.68	11.094	0.285481	0.192571	0.226941	0.295007	0.106869	0.259618	0.0392649	0.0531248	0.459384	0.0817395	0.050677	0.30563	0.87516	2.76853	0.588167	0.0116428	0.04797	0.0400532	0.0211944	0.0623098	0.0450338	0.550067	0.010345	0.00886419	0.0356416	0.00899107	0.0154271	0.00565387	0.00908643	0.0414786	0.913759
5640	-9885.17	-9896.19	11.0166	0.29508	0.188794	0.226906	0.28922	0.113763	0.261646	0.0607994	0.0647509	0.43474	0.0643011	0.0571183	0.322849	0.89087	2.72916	0.619333	0.0176081	0.0375027	0.0369448	0.023088	0.0654006	0.0450344	0.548309	0.0115632	0.0111502	0.0363996	0.0100921	0.0160064	0.00797258	0.0116861	0.0425925	0.921351
5650	-9887.45	-9898.11	10.6518	0.289898	0.185478	0.237232	0.287392	0.108025	0.301589	0.0577324	0.0614845	0.402868	0.0683015	0.0538615	0.314294	0.883169	2.74868	0.603649	0.010758	0.0387844	0.0399903	0.0275151	0.0619448	0.038685	0.58971	0.0124476	0.0111502	0.0402387	0.00772407	0.0232457	0.0062902	0.0217327	0.027693	0.95791
5660	-9885.97	-9896.45	10.484	0.289755	0.177007	0.228589	0.30465	0.114334	0.264433	0.0501817	0.0640849	0.435776	0.0711902	0.0413956	0.278402	0.848525	2.83168	0.541916	0.00765895	0.040894	0.0417871	0.0233592	0.0619448	0.043382	0.609123	0.00836932	0.0116083	0.0375491	0.00859707	0.0169433	0.00532457	0.0294734	0.0289761	0.97499
5670	-9881.46	-9892.93	11.4681	0.290239	0.183044	0.233704	0.293013	0.118634	0.253036	0.0481907	0.0651048	0.442711	0.0723231	0.060983	0.332635	0.899436	2.70695	0.637785	0.0103446	0.0451034	0.0439865	0.0170985	0.0591089	0.0412508	0.525797	0.0117964	0.0104418	0.0367721	0.00859707	0.0182246	0.00505194	0.0143996	0.0281328	0.876106
5680	-9882.4	-9894.22	11.818	0.282909	0.182119	0.230509	0.304463	0.119324	0.254506	0.0622626	0.0575228	0.433642	0.0727433	0.0875091	0.391488	0.945926	2.57508	0.762271	0.00906642	0.0360945	0.0383877	0.0203048	0.0634316	0.0414227	0.494364	0.00819257	0.00505488	0.0388093	0.0100065	0.0165558	0.00543457	0.0212794	0.0320909	0.840496
5690	-9888.69	-9899.72	11.0227	0.271613	0.184988	0.23414	0.309259	0.131482	0.261995	0.0449321	0.0656836	0.419118	0.07679	0.0506889	0.305663	0.875191	2.76846	0.588225	0.0147535	0.0283872	0.0431343	0.0262227	0.0575524	0.0479181	0.569345	0.00743547	0.00815954	0.0390182	0.0135545	0.0154201	0.00314183	0.0241542	0.0226947	0.920892
5700	-9883.97	-9895.2	11.2282	0.293042	0.178993	0.238289	0.289676	0.0997883	0.301918	0.0496951	0.0563952	0.411555	0.0806484	0.0617117	0.334439	0.900987	2.70286	0.641248	0.0104777	0.034305	0.0356764	0.0224073	0.0667378	0.0431196	0.55416	0.00982317	0.00701678	0.0357962	0.00616827	0.0200583	0.00609533	0.0144963	0.0337376	0.900076
5710	-9884.85	-9896.25	11.3972	0.279405	0.184314	0.232823	0.303458	0.117714	0.263728	0.0477229	0.0623084	0.424965	0.0835623	0.0720497	0.358765	0.921099	2.64809	0.689982	0.0102977	0.0362377	0.0316089	0.0227744	0.0734698	0.0393763	0.524322	0.0102605	0.0125762	0.0394794	0.00975102	0.0204286	0.00987794	0.0144963	0.0279801	0.882937
5720	-9889.12	-9901.41	12.2877	0.288078	0.178467	0.239624	0.293831	0.0931131	0.256374	0.0463922	0.060571	0.462318	0.0812322	0.0666401	0.346317	0.910992	2.67605	0.664559	0.00967861	0.0332269	0.036179	0.0188694	0.0584369	0.0388107	0.454458	0.00743962	0.0110256	0.0394794	0.00762594	0.0182938	0.0078885	0.0296734	0.0229203	0.794007
5730	-9884.67	-9895.48	10.8073	0.289703	0.173833	0.240976	0.295488	0.11141	0.252156	0.0456289	0.0595745	0.454711	0.0765194	0.0576086	0.324112	0.89199	2.72629	0.621683	0.0101492	0.0278217	0.0404595	0.0206048	0.0620249	0.0430009	0.588813	0.0107499	0.0118153	0.0429574	0.0116723	0.0167758	0.00540482	0.0253603	0.0246577	0.942267
5740	-9886.66	-9897.34	10.6856	0.285447	0.198151	0.22731	0.289092	0.117892	0.250407	0.0453125	0.0688318	0.441568	0.0759887	0.0737647	0.362593	0.924131	2.63951	0.698017	0.00898568	0.0358612	0.046712	0.0240667	0.0620305	0.0417195	0.588813	0.0116145	0.00989084	0.0398176	0.00535691	0.0208526	0.00745608	0.0253603	0.025517	0.954054
5750	-9897.17	-9907.45	10.2779	0.298685	0.184552	0.216238	0.300526	0.108903	0.291212	0.0594315	0.0510403	0.416003	0.0734101	0.043793	0.285748	0.855939	2.81452	0.554057	0.0118039	0.0583814	0.035088	0.0284687	0.0604634	0.0397092	0.618869	0.0073077	0.0134213	0.0358334	0.0102076	0.0211484	0.00910246	0.0255867	0.0201561	0.995547
5760	-9890.92	-9903.09	12.177	0.274493	0.197989	0.212414	0.315104	0.108059	0.276397	0.0589708	0.0506446	0.412778	0.0931508	0.0497214	0.302969	0.872656	2.77465	0.583489	0.00757361	0.0294813	0.0356322	0.0221203	0.0560943	0.0454951	0.484826	0.0101023	0.00657859	0.0359017	0.0100203	0.0149448	0.00401405	0.0182635	0.02444	0.805488
5770	-9886.41	-9897.47	11.062	0.296139	0.198898	0.226405	0.278557	0.102485	0.259467	0.0553586	0.0574165	0.456503	0.06877	0.0822313	0.380744	0.938044	2.59898	0.737602	0.0110889	0.0358882	0.0416544	0.0208953	0.0565425	0.039908	0.5614	0.0117686	0.00787586	0.0445525	0.00951053	0.0180095	0.00950095	0.0133344	0.0342867	0.916216
5780	-9884.37	-9896.01	11.6364	0.285329	0.191638	0.225893	0.29714	0.128197	0.278176	0.0562511	0.0531643	0.40355	0.0806617	0.099395	0.414304	0.961835	2.52447	0.818057	0.0101786	0.0397952	0.0386434	0.0249098	0.0662502	0.0427789	0.48544	0.0091655	0.00980253	0.0436951	0.0102302	0.0214242	0.00334903	0.0178947	0.0348189	0.858376
5790	-9891.07	-9902.95	11.8802	0.293511	0.190294	0.224308	0.291888	0.0886992	0.275881	0.06077	0.0822727	0.403078	0.089299	0.0890972	0.394643	0.948192	2.56807	0.769701	0.0144915	0.0333632	0.0350021	0.0252011	0.0525296	0.0334629	0.495875	0.0115201	0.00891659	0.0324787	0.0102223	0.0247869	0.00810641	0.0124399	0.0358358	0.834232
5800	-9891.22	-9903.12	11.8947	0.28185	0.192754	0.227208	0.298189	0.106112	0.251242	0.0648561	0.0878046	0.410342	0.0796431	0.0789209	0.373789	0.932802	2.61449	0.722134	0.0126684	0.030079	0.0295345	0.0168826	0.0668312	0.0375707	0.492524	0.00667978	0.00725434	0.0425471	0.0122226	0.0178507	0.00714743	0.0164729	0.0367586	0.833024
5810	-9896.68	-9907.74	11.0578	0.284335	0.19828	0.233722	0.283663	0.116476	0.284839	0.0711905	0.0460698	0.396915	0.0845099	0.0442265	0.287052	0.857237	2.81149	0.556236	0.0206593	0.0328257	0.0387722	0.0179365	0.049464	0.04088	0.577912	0.0117727	0.00693563	0.0282483	0.0107943	0.017455	0.00697808	0.0305196	0.026393	0.917547
5820	-9889.76	-9901.48	11.7219	0.282027	0.192171	0.215073	0.310729	0.107701	0.281187	0.0702779	0.0655815	0.391826	0.0834265	0.0873669	0.391204	0.945721	2.57571	0.761606	0.0119936	0.0379543	0.0297484	0.0265946	0.0699624	0.0466986	0.487246	0.00999139	0.00928129	0.0364422	0.00899658	0.0181996	0.007656	0.0109592	0.038378	0.850102
5830	-9889.33	-9900.01	10.683	0.28442	0.183091	0.2447	0.287789	0.0876039	0.263406	0.0475745	0.0700686	0.448711	0.0826358	0.0501502	0.304167	0.873785	2.7719	0.58559	0.00943895	0.0336237	0.04015	0.0216071	0.0674548	0.0401654	0.599292	0.0111116	0.00810151	0.0295515	0.0108128	0.018289	0.00798814	0.0133549	0.0439384	0.954879
5840	-9885.88	-9896.96	11.0827	0.278407	0.186699	0.235088	0.299807	0.117231	0.277357	0.0413548	0.046189	0.438252	0.0796164	0.0567118	0.321797	0.889934	2.73156	0.617382	0.00981024	0.0328426	0.04015	0.0216071	0.0530499	0.0420992	0.576081	0.0141926	0.0115439	0.0267184	0.0120006	0.0185981	0.0093325	0.01659	0.0301278	0.914744
5850	-9889.64	-9901.06	11.4147	0.299372	0.184287	0.230681	0.285659	0.106053	0.263642	0.0462484	0.0623065	0.432712	0.0890374	0.0892428	0.394931	0.948398	2.56743	0.770383	0.00856696	0.036648	0.0403595	0.0283532	0.0597604	0.0339154	0.531299	0.00682421	0.00921632	0.0465869	0.00540388	0.0188746	0.0093325	0.0211187	0.0245182	0.880778
5860	-9885.98	-9897.31	11.3398	0.30501	0.181241	0.224994	0.288756	0.108577	0.27069	0.047349	0.0637892	0.418439	0.0911562	0.0491006	0.301223	0.871002	2.77867	0.58044	0.00778278	0.0292775	0.0380508	0.023961	0.0678269	0.0457958	0.545533	0.00991949	0.00762208	0.0366573	0.00980551	0.0141316	0.00592422	0.0297873	0.0171481	0.889224
5870	-9891.17	-9902.73	11.558	0.280198	0.184617	0.241269	0.293917	0.147698	0.275898	0.052009	0.0599385	0.395501	0.0689568	0.0735353	0.362084	0.92373	2.64065	0.696942	0.0152693	0.0449819	0.0281112	0.0244996	0.0668891	0.0401528	0.504595	0.0117074	0.00617267	0.0331299	0.0096993	0.0185709	0.00900412	0.0300345	0.0240069	0.866824
5880	-9886.09	-9896.66	10.5678	0.285323	0.198365	0.217019	0.299293	0.115487	0.297254	0.0468674	0.053671	0.412427	0.0742945	0.0500257	0.303819	0.873458	2.7727	0.58498	0.0156335	0.0319823	0.0388992	0.0198949	0.0640048	0.0536614	0.604758	0.00933728	0.0112428	0.0319712	0.00784563	0.0185709	0.00861315	0.0185768	0.0314044	0.966396
5890	-9883.58	-9894.71	11.1317	0.289606	0.201342	0.218178	0.290873	0.116714	0.278286	0.0434572	0.0462415	0.435272	0.080029	0.0636148	0.33909	0.904948	2.69235	0.65027	0.0119125	0.0363928	0.0350306	0.0224967	0.0606322	0.0492831	0.546794	0.00933728	0.00764255	0.0446807	0.00779714	0.0185637	0.00581183	0.0185768	0.034733	0.909685
5900	-9891.01	-9901.26	10.2433	0.293692	0.17677	0.241576	0.287962	0.104825	0.240633	0.0506068	0.0544948	0.476414	0.0730266	0.058249	0.325752	0.893438	2.72256	0.624747	0.0140443	0.0309523	0.0364738	0.0224967	0.0580367	0.0481342	0.62399	0.0116603	0.0103207	0.043151	0.00910976	0.0164026	0.00791124	0.036608	0.0293623	0.998654
5910	-9883.04	-9894.28	11.2398	0.2848	0.189398	0.234262	0.29154	0.114228	0.278788	0.0526652	0.0567114	0.42161	0.0759969	0.0547907	0.316765	0.885414	2.74303	0.608138	0.00929375	0.0323018	0.0322476	0.0183887	0.0642559	0.0412269	0.551157	0.00852075	0.0110088	0.0452565	0.0109671	0.0118337	0.00812041	0.0220974	0.0324066	0.899082
5920	-9882.97	-9893.96	10.9931	0.29539	0.191411	0.228133	0.285066	0.11122	0.26719	0.0504741	0.0617615	0.436519	0.0728352	0.0629982	0.337592	0.903678	2.69573	0.64735	0.0064972	0.0345028	0.0441568	0.0282553	0.0642747	0.0431466	0.559171	0.00990611	0.0102924	0.0369896	0.00914311	0.0224324	0.00631476	0.0145463	0.0339291	0.923558
5930	-9886.05	-9897.37	11.3187	0.280756	0.186109	0.243846	0.289289	0.118007	0.247224	0.0535541	0.065127	0.44775	0.0683382	0.056516	0.321289	0.889481	2.73271	0.616442	0.0112867	0.039088	0.0404038	0.0193894	0.0559963	0.0400037	0.541608	0.00987383	0.0095181	0.0399896	0.0084774	0.0119372	0.00671395	0.0145463	0.0423184	0.89115
5940	-9889.43	-9900.77	11.3418	0.279557	0.183252	0.236709	0.300483	0.125052	0.243495	0.0539061	0.0477041	0.450693	0.0791496	0.0756927	0.366833	0.92745	2.63002	0.70704	0.00459158	0.0356776	0.0399185	0.0287971	0.0569739	0.0392525	0.538541	0.0112114	0.00922901	0.0432526	0.00623703	0.014404	0.00528045	0.0198107	0.0352112	0.888389
5950	-9886.61	-9898.03	11.4184	0.284297	0.182402	0.234212	0.299089	0.119517	0.274691	0.0458445	0.0639349	0.428699	0.0673128	0.0882559	0.392976	0.946998	2.57177	0.765765	0.0157558	0.0355176	0.0427375	0.0248501	0.0626451	0.0440701	0.531399	0.0102492	0.00503839	0.0370309	0.0106598	0.00974155	0.00711962	0.0176865	0.0259344	0.880436
5960	-9886.27	-9897.78	11.5082	0.289269	0.184699	0.2341	0.291932	0.119862	0.275483	0.0474643	0.0641191	0.429935	0.0631371	0.0499402	0.303581	0.873233	2.77325	0.584561	0.0117261	0.0287196	0.0347608	0.0241241	0.0667585	0.040822	0.523584	0.00945463	0.0117724	0.031991	0.0134495	0.0126666	0.00776311	0.018947	0.0358252	0.872365
5970	-9887.92	-9900.2	12.2763	0.274144	0.193527	0.242222	0.290108	0.132389	0.300575	0.0544337	0.0509796	0.392074	0.0695496	0.07932	0.374637	0.933447	2.6126	0.723999	0.00884632	0.0334955	0.0382887	0.0215191	0.0546943	0.0367428	0.461249	0.00843562	0.00940846	0.0453812	0.00816154	0.0140149	0.0101848	0.012369	0.0320603	0.794852
