Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	base_rate	tmrca_UrsidaePinn	clock_rate	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
35130	-2797.99	-2747.67	-50.3192	0.181922	0.330433	0.343241	0.144404	0.0116554	0.897267	0.113453	0.101798	71.4354	19.3388	0.00540764	34.6681	0.140604	0.0487603	0.366195	0.0374602	0.0901379	0.38619	0.0712565
35140	-2794.51	-2749.67	-44.8413	0.19804	0.315763	0.318951	0.167246	0.0397287	0.71003	0.13701	0.0972812	59.3135	17.6342	0.00600298	34.0818	0.153511	0.0655672	0.360335	0.0352337	0.0672722	0.404571	0.0670212
35150	-2795.62	-2757.97	-37.6498	0.166645	0.314825	0.34179	0.176739	0.0418254	0.49587	0.0829655	0.0411401	52.5706	15.0566	0.0054407	34.3639	0.194803	0.0562632	0.372511	0.0331295	0.0705948	0.40801	0.0594917
35160	-2794.11	-2753.49	-40.6235	0.199415	0.310295	0.314243	0.176047	0.0247297	0.719564	0.0881831	0.0634534	54.9565	17.2129	0.00590335	35.3429	0.171236	0.0394971	0.347335	0.0595127	0.0982001	0.404974	0.0504819
35170	-2797.59	-2753.35	-44.2416	0.181697	0.308749	0.347423	0.162132	0.0384019	0.767381	0.165085	0.126683	61.5198	17.6377	0.0055546	34.1251	0.144842	0.0264445	0.421589	0.0275856	0.0829098	0.407672	0.0337991
35180	-2796.9	-2748.75	-48.1544	0.163775	0.354731	0.311876	0.169618	0.0334759	0.357687	0.0521177	0.0186418	68.0223	18.2546	0.00515863	37.12	0.153692	0.108046	0.375145	0.0731906	0.0601706	0.34168	0.0417682
35190	-2796.84	-2755.86	-40.9751	0.178484	0.342553	0.319422	0.159541	0.0352128	0.20533	0.0443112	0.00909841	56.6164	16.672	0.00521487	34.1439	0.197386	0.0800508	0.410225	0.0666635	0.0657973	0.33159	0.045674
35200	-2795.95	-2754.46	-41.49	0.166484	0.323218	0.328199	0.182099	0.0189552	0.452015	0.0345907	0.0156355	56.097	15.3295	0.00510954	34.582	0.177506	0.0856144	0.3999	0.0538297	0.0965356	0.309713	0.0544075
35210	-2799.24	-2755.75	-43.4882	0.182533	0.326295	0.30866	0.182512	0.0359167	0.435424	0.0636172	0.0277005	58.7494	16.2935	0.00593377	36.4191	0.155874	0.0637159	0.380776	0.0698255	0.0485792	0.392874	0.0442301
35220	-2795.85	-2751.59	-44.264	0.170236	0.350704	0.316507	0.162553	0.0324169	0.358469	0.0505306	0.0181137	58.976	16.0937	0.00481316	35.0566	0.189203	0.0502956	0.376614	0.0545093	0.086254	0.38858	0.0437467
35230	-2797.71	-2755.07	-42.634	0.162366	0.324198	0.345	0.168436	0.0574552	0.0853047	0.0628135	0.00535828	58.0976	16.8988	0.00523142	34.3871	0.195639	0.0430529	0.444799	0.0682443	0.0738332	0.332623	0.0374471
35240	-2800.07	-2754.72	-45.3487	0.156338	0.34572	0.332192	0.16575	0.0445129	0.335362	0.0669732	0.0224603	59.6457	17.8191	0.00474949	34.6282	0.175566	0.0828807	0.387328	0.0815086	0.0756855	0.320743	0.051854
35250	-2796.07	-2751.87	-44.2024	0.170133	0.338937	0.330739	0.160191	0.0236499	0.490768	0.0464423	0.0227924	60.7261	20.0172	0.00576229	35.1977	0.158935	0.03813	0.34771	0.0374988	0.0864025	0.418525	0.0717333
35260	-2800.67	-2750.74	-49.9282	0.188965	0.323841	0.325895	0.1613	0.021539	0.608335	0.0549934	0.0334544	70.6449	21.6116	0.00543043	38.8526	0.119289	0.0641404	0.427989	0.0271445	0.106351	0.328136	0.0462393
35270	-2800.6	-2757.3	-43.2932	0.169092	0.340512	0.324218	0.166178	0.0373693	0.25804	0.0503656	0.0129964	59.548	19.509	0.00511206	39.2681	0.16492	0.062693	0.439643	0.0265319	0.108563	0.286632	0.0759371
35280	-2788.47	-2745.49	-42.9858	0.17527	0.322735	0.330433	0.171563	0.0454346	0.487333	0.0886241	0.0431895	60.8623	17.9011	0.00525741	35.2058	0.163539	0.0435861	0.382169	0.0517299	0.0865213	0.3832	0.0527938
35290	-2801.31	-2757.02	-44.2888	0.19169	0.328295	0.308679	0.171336	0.0256071	0.500174	0.051232	0.0256249	61.6703	16.4064	0.00564337	38.9893	0.171817	0.0438876	0.405533	0.0382159	0.118104	0.345865	0.0483941
35300	-2801.22	-2755.59	-45.6315	0.204504	0.330644	0.305237	0.159615	0.0343502	0.789234	0.162978	0.128627	62.3659	20.3719	0.00527422	35.4541	0.13426	0.0460648	0.420956	0.0306839	0.0948272	0.368612	0.0388561
35310	-2798.4	-2761.3	-37.1029	0.175748	0.322274	0.320047	0.18193	0.064648	0.554678	0.145171	0.0805234	47.9503	17.8004	0.00528854	33.9041	0.171167	0.0799321	0.429264	0.0447054	0.0527497	0.327332	0.0660161
35320	-2790.51	-2750.36	-40.1446	0.172746	0.331362	0.315938	0.179953	0.0507429	0.324663	0.0751372	0.0243943	56.4497	16.6606	0.00541856	34.5725	0.177635	0.0802573	0.330332	0.0533823	0.1023	0.390864	0.0428643
35330	-2795.07	-2755.3	-39.7682	0.172746	0.331362	0.315938	0.179953	0.0198824	0.840554	0.124697	0.104814	55.0916	18.0651	0.00544277	38.1444	0.178707	0.119892	0.374005	0.0419474	0.0803868	0.334714	0.0490543
35340	-2796	-2755.26	-40.741	0.199065	0.326844	0.307717	0.166374	0.0247055	0.741554	0.0955928	0.0708873	57.3033	17.0835	0.00527312	34.8937	0.181519	0.108634	0.358532	0.0403451	0.0763122	0.317748	0.0984284
35350	-2798.45	-2748.07	-50.3801	0.179898	0.333739	0.335807	0.150555	0.0402193	0.774511	0.178365	0.138145	70.2005	18.9243	0.00545747	39.6441	0.149895	0.0595496	0.337327	0.0427499	0.0717988	0.395968	0.0926069
35360	-2798.28	-2755.45	-42.8309	0.177862	0.331544	0.31576	0.174834	0.0370775	0.695954	0.121947	0.0848696	60.8836	18.8091	0.00517842	36.2617	0.200856	0.0799321	0.435173	0.0652365	0.0464568	0.298874	0.0743275
35370	-2795.01	-2756.4	-38.6086	0.187683	0.341314	0.308895	0.162109	0.0311926	0.376258	0.0500088	0.0188162	53.3295	16.3146	0.00520076	34.0978	0.178904	0.0384059	0.33291	0.0621189	0.119304	0.383173	0.064088
35380	-2802.21	-2763.51	-38.6932	0.19211	0.336718	0.295979	0.175192	0.0352722	0.442424	0.06326	0.0279878	54.625	14.6463	0.00524089	35.1771	0.186008	0.028851	0.399529	0.0570327	0.090711	0.358931	0.0649454
35390	-2794.35	-2755.59	-38.7646	0.177798	0.338491	0.316747	0.166964	0.0135273	0.791529	0.0648881	0.0513608	52.9542	16.5631	0.00540971	35.8942	0.183206	0.0978464	0.41669	0.0466985	0.0916943	0.293893	0.0531774
35400	-2795.32	-2757.63	-37.6914	0.173216	0.315935	0.360918	0.149931	0.0319983	0.604882	0.080984	0.0489857	52.2085	17.1351	0.00515424	34.5488	0.208766	0.0793181	0.360763	0.0355544	0.0743309	0.406926	0.0431076
35410	-2793	-2754.16	-38.8467	0.189031	0.314003	0.315869	0.181098	0.0530371	0.352652	0.0819298	0.0288927	54.5615	17.2285	0.0054543	33.9895	0.169721	0.0991725	0.321403	0.0702954	0.0662214	0.404503	0.0384046
35420	-2792.21	-2751.62	-40.5939	0.185351	0.325071	0.322658	0.166919	0.0384813	0.469889	0.0725911	0.0341098	56.9038	17.0594	0.00565835	36.0273	0.170283	0.0993703	0.342784	0.0900464	0.0757722	0.351067	0.0409594
35430	-2796.61	-2757.38	-39.2216	0.19748	0.32151	0.309143	0.171867	0.0650308	0.428263	0.113742	0.0487117	53.4406	20.6284	0.005326	34.0679	0.174142	0.0808403	0.331933	0.0427423	0.0593062	0.425031	0.060147
35440	-2798.33	-2752.59	-45.7446	0.191294	0.309496	0.323016	0.176195	0.0181475	0.320375	0.0267023	0.00855476	61.0649	20.8068	0.00570922	34.4674	0.162446	0.0485349	0.457112	0.0454823	0.063108	0.32176	0.0640027
35450	-2797.35	-2747.89	-49.454	0.166946	0.335915	0.330547	0.166592	0.0382946	0.637946	0.10577	0.0674758	67.9839	17.4465	0.005826	34.8469	0.133083	0.0554612	0.392025	0.0478108	0.10534	0.334975	0.0643889
35460	-2794.61	-2754.86	-39.7427	0.172012	0.35165	0.314502	0.161836	0.027819	0.645055	0.0783758	0.0505567	55.5331	16.3284	0.00544452	34.5278	0.159988	0.0615734	0.380274	0.0320099	0.0908752	0.380478	0.0547895
35470	-2793.08	-2753.06	-40.0191	0.178494	0.329378	0.321592	0.170536	0.0230207	0.630559	0.0623123	0.0392916	55.2471	16.9601	0.00519957	36.1789	0.172239	0.0643263	0.337268	0.0368351	0.0949382	0.409393	0.0572391
35480	-2791.74	-2752.98	-38.7576	0.181602	0.334759	0.316618	0.167021	0.0413306	0.577408	0.0978028	0.0564722	54.3873	16.8402	0.00533525	34.0878	0.167145	0.0643151	0.34898	0.0368287	0.104901	0.397654	0.047322
35490	-2792.44	-2750.15	-42.2954	0.191746	0.317514	0.325168	0.165572	0.0605643	0.187194	0.0745127	0.0139484	58.5058	18.3845	0.00543953	34.728	0.172839	0.0682188	0.370162	0.0239755	0.0610363	0.426413	0.0501943
35500	-2797.23	-2756.34	-40.8882	0.19091	0.316649	0.324536	0.167905	0.0426565	0.422116	0.0738151	0.0311585	57.0782	18.4973	0.00550941	36.571	0.173204	0.0523934	0.330424	0.0279951	0.103068	0.439493	0.0466261
35510	-2796.2	-2752.77	-43.4364	0.176626	0.323774	0.340793	0.158807	0.0168744	0.582672	0.0404343	0.0235599	60.3396	16.3124	0.00540184	35.2717	0.156881	0.0530195	0.294379	0.112548	0.0799301	0.412941	0.0471833
35520	-2795.11	-2749.57	-45.5437	0.187014	0.332291	0.309788	0.170907	0.0219041	0.611513	0.056383	0.0344789	63.5431	19.5535	0.00568209	39.3247	0.149086	0.0548181	0.361266	0.0360121	0.0826415	0.416478	0.0487839
35530	-2794.09	-2753.78	-40.3066	0.20126	0.308855	0.309827	0.180058	0.0160255	0.634357	0.0438282	0.0278027	55.2839	16.4468	0.00547108	35.7976	0.163268	0.0599033	0.360586	0.0376141	0.0863179	0.413569	0.0420103
35540	-2791.64	-2750.25	-41.3893	0.188437	0.333854	0.305448	0.172261	0.0368835	0.349837	0.0567296	0.0198461	57.9271	17.9905	0.00558634	36.2748	0.155829	0.0884171	0.323014	0.0432113	0.0753031	0.388834	0.0812201
35550	-2790.27	-2750.74	-39.5311	0.189077	0.318156	0.322106	0.170661	0.0254727	0.663105	0.0756102	0.0501375	55.7455	18.2349	0.00540993	35.8626	0.175401	0.0649362	0.3422	0.0969615	0.0697384	0.350946	0.0752181
35560	-2798.34	-2755.47	-42.8729	0.174603	0.330973	0.336828	0.157596	0.0472565	0.108083	0.052983	0.00572657	56.9656	17.2335	0.00493786	37.8066	0.192568	0.101729	0.310463	0.0846993	0.0633405	0.374062	0.0657057
35570	-2797.97	-2756.89	-41.0812	0.172834	0.304528	0.333417	0.189221	0.0317648	0.393085	0.0523381	0.0205733	57.8572	17.3619	0.00530227	33.9889	0.152799	0.0928486	0.283363	0.0870261	0.0825626	0.39423	0.0599702
35580	-2796.31	-2759.07	-37.2338	0.165317	0.333609	0.326085	0.174989	0.0481862	0.187321	0.059293	0.0111068	48.3886	17.1658	0.00563499	34.3221	0.179507	0.0384203	0.451303	0.0415717	0.0556727	0.342997	0.0700358
35590	-2794.09	-2752.22	-41.8724	0.200466	0.319149	0.324285	0.156099	0.038881	0.466294	0.072851	0.0339699	57.6517	17.6676	0.00578895	35.003	0.149647	0.0735585	0.345332	0.0483181	0.0632848	0.389895	0.0796118
35600	-2792.75	-2747.73	-45.0222	0.177046	0.334087	0.314874	0.173993	0.039596	0.495863	0.0785421	0.0389461	63.2307	16.8818	0.00514304	36.0929	0.157286	0.0627837	0.334412	0.0649602	0.0635008	0.39446	0.0798835
35610	-2798.35	-2751.22	-47.133	0.184233	0.344381	0.315212	0.156174	0.0370905	0.0258595	0.0380751	0.000984603	61.4041	18.8916	0.00580296	36.7094	0.146795	0.0694568	0.35332	0.0539202	0.0527088	0.404287	0.0663072
35620	-2798.4	-2756.46	-41.9437	0.186128	0.331478	0.315634	0.16676	0.048706	0.0945826	0.0537939	0.00508797	56.1291	16.2082	0.00502208	34.1036	0.166783	0.0860999	0.303644	0.0679495	0.0629459	0.370117	0.109243
35630	-2793.38	-2750.82	-42.5605	0.188077	0.316438	0.336291	0.159194	0.026719	0.25508	0.0358683	0.00914931	58.7904	17.3719	0.0054507	34.1313	0.143103	0.0607168	0.361482	0.0341283	0.0998669	0.368407	0.075399
35640	-2796.09	-2752.72	-43.3711	0.186939	0.299248	0.33077	0.183043	0.021925	0.386309	0.0357264	0.0138014	59.5698	16.6068	0.00562618	33.9811	0.159149	0.0626421	0.38884	0.0411486	0.0975894	0.361491	0.0482894
35650	-2793.07	-2753.75	-39.3185	0.189182	0.326439	0.317486	0.166892	0.0427651	0.597823	0.106334	0.0635691	53.0829	19.1094	0.00501989	35.8778	0.18021	0.0806286	0.3498	0.0310303	0.0869905	0.410636	0.0409151
35660	-2792.48	-2751.08	-41.394	0.16954	0.320956	0.33396	0.175544	0.0560502	0.519517	0.116654	0.0606036	56.4777	15.7332	0.00572748	35.0593	0.147888	0.088647	0.367211	0.0409945	0.0654485	0.377229	0.0604699
35670	-2795.72	-2754.41	-41.3099	0.166479	0.353322	0.309867	0.170332	0.0481361	0.788606	0.227708	0.179572	54.8726	16.9397	0.00541121	33.9923	0.155381	0.0811098	0.440315	0.0334931	0.0836476	0.324494	0.0369405
35680	-2801.7	-2757.2	-44.4966	0.194231	0.33476	0.322283	0.148725	0.0170643	0.282146	0.0237713	0.00670697	57.391	16.1131	0.00580281	34.3457	0.14688	0.072413	0.349539	0.0810223	0.0833242	0.384376	0.0293248
35690	-2799.3	-2754.43	-44.8725	0.167361	0.351119	0.306459	0.17506	0.0227442	0.198424	0.0283743	0.00563015	60.5885	16.864	0.0055802	33.9903	0.152204	0.0435485	0.427362	0.0821186	0.0889134	0.328336	0.0297216
35700	-2794.5	-2748.28	-46.2167	0.187953	0.331672	0.319386	0.160989	0.0196396	0.442976	0.035258	0.0156185	64.6871	17.6348	0.00536155	34.7228	0.153404	0.042105	0.376802	0.0364082	0.082126	0.378293	0.0842655
35710	-2792.47	-2753.25	-39.2229	0.18709	0.3059	0.331894	0.175116	0.0313549	0.390067	0.0514072	0.0200523	54.8557	18.2855	0.00544079	34.9937	0.154566	0.0891159	0.377305	0.0153842	0.0833402	0.368386	0.066469
35720	-2791.42	-2746.57	-44.8465	0.185609	0.343273	0.304791	0.166327	0.0493628	0.243924	0.0652881	0.0159253	63.2379	18.4481	0.00546987	34.1296	0.172611	0.0424308	0.446019	0.0430212	0.0735644	0.336292	0.0586722
35730	-2792.63	-2747.69	-44.9413	0.185037	0.338677	0.313728	0.162558	0.0287339	0.201006	0.0359626	0.0072287	62.0771	16.4037	0.00556109	37.1754	0.14599	0.0668027	0.388898	0.0532225	0.0943409	0.357695	0.0390407
35740	-2792.5	-2751.03	-41.4671	0.185357	0.327313	0.294275	0.193055	0.0536171	0.338683	0.0810763	0.0274592	58.6212	17.017	0.00531907	34.1468	0.187736	0.0547961	0.43643	0.0431261	0.0870303	0.313566	0.0650519
35750	-2791.7	-2750.06	-41.6389	0.176434	0.326755	0.343048	0.153763	0.0314745	0.781302	0.143918	0.112443	57.6224	17.1985	0.0055084	34.3208	0.15583	0.0709593	0.352954	0.0558084	0.0746931	0.389755	0.0558302
35760	-2797.52	-2754.34	-43.1865	0.198493	0.321094	0.325359	0.155054	0.0334516	0.47279	0.0634503	0.0299987	60.2181	19.6738	0.00505191	34.5973	0.140181	0.0789342	0.340616	0.0620805	0.0650096	0.397154	0.056206
35770	-2796.04	-2757.2	-38.8338	0.189378	0.326764	0.310702	0.173156	0.0547537	0.543886	0.120044	0.06529	53.6129	18.5519	0.00559221	35.1831	0.182346	0.053545	0.417256	0.0798853	0.0836544	0.293333	0.0723259
35780	-2792.31	-2745.88	-46.4349	0.18955	0.317615	0.324527	0.168308	0.024623	0.733438	0.0923727	0.0677496	65.9604	17.6357	0.00523354	35.7892	0.168103	0.0607537	0.355108	0.0848764	0.0901368	0.331195	0.0779305
35790	-2795.96	-2751.35	-44.6086	0.179628	0.321904	0.330808	0.16766	0.0544626	0.271891	0.0748001	0.0203375	61.1891	16.9941	0.00504097	34.7015	0.166508	0.0594238	0.371742	0.0942592	0.0569624	0.321607	0.0960059
35800	-2799	-2751.05	-47.9493	0.181558	0.327324	0.33027	0.160848	0.023339	0.272731	0.0320914	0.00875232	66.2922	19.4893	0.00562629	37.829	0.144107	0.0533968	0.328206	0.0623315	0.075725	0.422151	0.0581888
35810	-2794.94	-2755.81	-39.128	0.173305	0.314067	0.34864	0.163988	0.05313	0.337281	0.0801697	0.0270397	54.019	19.3292	0.00546364	34.6416	0.168864	0.0607488	0.373396	0.0709136	0.0695859	0.359155	0.0662006
35820	-2793.15	-2756.15	-36.9924	0.187396	0.335915	0.305738	0.17095	0.0200024	0.624244	0.0532324	0.03323	49.9344	15.1223	0.00540086	34.1908	0.183057	0.076235	0.3789	0.0790557	0.0728068	0.323738	0.0692648
35830	-2797.87	-2754.18	-43.6951	0.178675	0.326003	0.335672	0.15965	0.0440147	0.270784	0.060359	0.0163443	61.2215	16.1036	0.00552264	34.5678	0.166336	0.0593433	0.337985	0.0375655	0.088327	0.39275	0.08403
35840	-2792.22	-2750.65	-41.5687	0.176358	0.334769	0.328044	0.160829	0.0300909	0.546892	0.06641	0.0363191	58.6343	16.9843	0.00552233	36.3533	0.159104	0.0554405	0.375028	0.035095	0.0825181	0.359517	0.092402
35850	-2796.53	-2752.59	-43.944	0.191209	0.335976	0.309648	0.163167	0.0203114	0.409492	0.0343965	0.0140851	58.3242	18.348	0.0049095	33.9732	0.187961	0.0479274	0.386645	0.0684349	0.0855581	0.331555	0.0798801
35860	-2793.51	-2752.29	-41.2197	0.190103	0.334033	0.307857	0.168007	0.0240285	0.475695	0.0458291	0.0218007	56.5083	16.236	0.00569553	35.8254	0.145869	0.0502372	0.416499	0.0610345	0.0802324	0.354038	0.0379596
35870	-2793.15	-2747.13	-46.025	0.172982	0.329825	0.327787	0.169406	0.0170724	0.50493	0.0344847	0.0174124	61.5744	18.0488	0.00584335	35.8031	0.149557	0.0887752	0.356278	0.0574234	0.0754856	0.373441	0.0485969
35880	-2792.28	-2749.01	-43.2714	0.176465	0.3182	0.332543	0.172792	0.0565399	0.567286	0.130663	0.0741236	59.7537	17.0033	0.00532878	35.1858	0.167024	0.0541029	0.334786	0.0631076	0.0775817	0.407867	0.0625549
35890	-2789.79	-2748.26	-41.5251	0.182369	0.31509	0.335351	0.167191	0.0328171	0.300847	0.0469383	0.0141212	57.8245	16.6657	0.00565974	34.8404	0.176412	0.0763851	0.323618	0.0610024	0.0842655	0.394261	0.0604682
35900	-2793.68	-2750.47	-43.2066	0.176832	0.331403	0.328182	0.163582	0.0384435	0.575027	0.090461	0.0520176	60.8059	16.9132	0.00557258	36.0006	0.153409	0.0601615	0.462363	0.0465911	0.0901136	0.30112	0.0396512
35910	-2796.58	-2749.15	-47.4331	0.173863	0.320594	0.31228	0.193263	0.0278612	0.653794	0.0804759	0.0526147	67.109	16.4621	0.0057365	35.4058	0.169788	0.0545819	0.4215	0.071337	0.0817561	0.327593	0.0432319
35920	-2801.79	-2757.9	-43.8879	0.165077	0.348715	0.311355	0.174853	0.070425	0.168944	0.0847416	0.0143166	58.6104	17.7762	0.00565494	34.7291	0.172044	0.0486194	0.452471	0.0957676	0.0728252	0.291807	0.0385094
35930	-2794.11	-2752.05	-42.0574	0.193812	0.324133	0.303661	0.178394	0.064562	0.351311	0.099527	0.034965	57.573	17.5105	0.00535047	36.3417	0.157385	0.0414695	0.347986	0.0331918	0.0724182	0.428334	0.0766002
35940	-2796.2	-2753.47	-42.7284	0.190907	0.324968	0.311834	0.172292	0.0379122	0.793214	0.18334	0.145428	57.3429	16.7047	0.00561893	34.3705	0.164954	0.0377237	0.356525	0.058002	0.0800789	0.39799	0.0696811
35950	-2797.17	-2751.04	-46.1321	0.183253	0.326043	0.325319	0.165385	0.0340174	0.385423	0.055351	0.0213336	65.0782	19.3631	0.00543093	37.3137	0.137774	0.103238	0.315318	0.0621934	0.0805465	0.368616	0.070088
35960	-2795.54	-2750.42	-45.1255	0.167631	0.337105	0.323644	0.17162	0.0760299	0.397521	0.126195	0.0501651	60.7144	15.82	0.00536431	34.9262	0.177807	0.0653684	0.35824	0.0524128	0.0678798	0.397033	0.059066
35970	-2794.22	-2753.91	-40.316	0.169548	0.33627	0.314499	0.179684	0.0335317	0.422026	0.0580159	0.0244842	56.4106	16.6926	0.00510325	33.9406	0.182375	0.0650998	0.384927	0.0856427	0.0555588	0.378771	0.03
35980	-2800.35	-2759.69	-40.6628	0.17862	0.330401	0.30901	0.181968	0.0771705	0.318423	0.113223	0.0360529	53.0094	18.9334	0.00565036	34.2474	0.16168	0.055156	0.393204	0.0315859	0.123443	0.320915	0.0756958
35990	-2802.76	-2764.4	-38.3609	0.176544	0.330109	0.31735	0.175997	0.0404889	0.550967	0.090169	0.0496802	51.1584	16.345	0.00579694	35.6899	0.153252	0.0598383	0.387321	0.0342673	0.133923	0.292029	0.0926228
36000	-2797.37	-2749.64	-47.729	0.202374	0.301193	0.322832	0.173601	0.0215171	0.731818	0.0802332	0.0587161	68.778	15.8618	0.00538619	35.3317	0.160962	0.0516219	0.300287	0.0508295	0.0771195	0.459861	0.0602814
36010	-2795.63	-2756.81	-38.8184	0.181123	0.310973	0.333625	0.174279	0.0310653	0.238079	0.0407724	0.00970707	52.6863	16.4629	0.00530201	34.3749	0.159667	0.0405773	0.422307	0.033966	0.0804316	0.371549	0.0511696
36020	-2797.46	-2756.17	-41.2859	0.180206	0.321088	0.311095	0.187611	0.0637746	0.625941	0.170493	0.106719	55.8972	17.1113	0.0053921	37.176	0.174339	0.0369615	0.434319	0.0441191	0.0732644	0.364726	0.0466099
36030	-2797.72	-2751.91	-45.804	0.162549	0.306173	0.356598	0.174679	0.0293367	0.419964	0.0505774	0.0212407	64.5851	20.0735	0.00560161	34.8419	0.139534	0.0746837	0.380725	0.0874368	0.0804175	0.329235	0.0475022
36040	-2797.29	-2750.21	-47.0862	0.176922	0.312488	0.321092	0.189498	0.0475522	0.068172	0.0510311	0.00347889	64.0099	20.3812	0.00554007	36.2531	0.143385	0.0663909	0.381407	0.0549378	0.0743111	0.36016	0.0627931
36050	-2796.22	-2746.91	-49.3091	0.188391	0.311512	0.346906	0.153191	0.0281263	0.782006	0.129023	0.100897	69.6664	18.6406	0.00531648	41.5855	0.15024	0.0427483	0.363042	0.0533537	0.0721683	0.407706	0.0609824
36060	-2794.46	-2748.56	-45.9009	0.200561	0.331225	0.292643	0.175571	0.0339193	0.844627	0.21831	0.18439	61.5942	19.1019	0.00580213	34.2128	0.150773	0.0474534	0.403	0.059226	0.0801114	0.344823	0.0653859
36070	-2800.07	-2758.08	-41.989	0.197915	0.341824	0.307683	0.152578	0.0772478	0.53253	0.165247	0.0879987	54.5655	16.4071	0.00541349	35.9597	0.165361	0.0493219	0.361098	0.0406179	0.0832659	0.397736	0.0679605
36080	-2797.74	-2753.15	-44.5861	0.190456	0.339381	0.307247	0.162915	0.0443527	0.18416	0.0543645	0.0100118	62.0411	16.6839	0.00531378	34.4316	0.165135	0.0499175	0.404611	0.0376867	0.0756949	0.369034	0.0630561
36090	-2790.59	-2746.08	-44.5134	0.176312	0.31942	0.322287	0.181982	0.0437216	0.450919	0.0796269	0.0359053	62.7523	18.6467	0.00558397	34.4398	0.15724	0.0625951	0.366127	0.0364684	0.0949191	0.36082	0.0790704
36100	-2791.77	-2752.49	-39.2796	0.179722	0.347944	0.303873	0.168461	0.0288012	0.728896	0.106237	0.0774354	55.3059	15.991	0.00535436	34.7168	0.170791	0.0678597	0.39692	0.0601172	0.0589092	0.354471	0.061723
36110	-2794.56	-2747.88	-46.6741	0.166189	0.325191	0.330149	0.178471	0.0641905	0.186697	0.0789257	0.0147352	64.203	17.4092	0.0053418	33.9036	0.16566	0.0627104	0.366801	0.0555554	0.054439	0.403455	0.0570393
36120	-2803.1	-2750.85	-52.2538	0.170389	0.31281	0.32847	0.188331	0.0327371	0.657296	0.0955261	0.062789	73.5834	19.9459	0.00526995	34.3508	0.130973	0.0606695	0.335357	0.083008	0.0722267	0.375102	0.0736369
36130	-2794.13	-2750.96	-43.169	0.182548	0.320937	0.342376	0.154139	0.0480856	0.437033	0.0854145	0.037329	60.0283	18.2487	0.0051139	34.8301	0.177132	0.091996	0.396268	0.0563446	0.0618732	0.330923	0.0625951
36140	-2797.91	-2756.51	-41.396	0.157997	0.327004	0.345862	0.169138	0.0513182	0.272879	0.0705773	0.0192591	57.6881	16.8793	0.00509687	34.5576	0.173582	0.070312	0.404505	0.0493365	0.080468	0.308786	0.086592
36150	-2793.6	-2751.92	-41.6842	0.171864	0.326915	0.323832	0.177389	0.055374	0.328251	0.0824325	0.0270585	57.9587	15.5492	0.00520395	37.1928	0.17296	0.0863171	0.372947	0.0470231	0.0766948	0.382313	0.0347052
36160	-2794.91	-2755.27	-39.6461	0.187731	0.303607	0.339721	0.168941	0.0319628	0.749188	0.127437	0.0954744	54.254	19.0281	0.00512137	34.1277	0.189903	0.0720339	0.412203	0.0420977	0.0686615	0.352675	0.0523294
36170	-2793.76	-2750.05	-43.7136	0.185031	0.328339	0.31328	0.173349	0.0365533	0.489335	0.07158	0.0350266	61.952	18.2216	0.0053461	34.4513	0.16714	0.0579934	0.378462	0.0765135	0.113624	0.333075	0.040332
36180	-2799.32	-2747.65	-51.6644	0.19173	0.315056	0.328588	0.164626	0.0275508	0.266674	0.0375697	0.0100188	71.2282	19.2068	0.00578011	38.3144	0.122506	0.0580929	0.377396	0.0766448	0.113819	0.333646	0.0404012
36190	-2797.78	-2751.74	-46.0417	0.169253	0.31838	0.329721	0.182646	0.0452797	0.220709	0.0581037	0.012824	64.7231	20.0123	0.00538924	34.4073	0.129251	0.0513798	0.405831	0.059424	0.0617893	0.385843	0.0357325
36200	-2792.92	-2748.11	-44.8049	0.182203	0.328841	0.306806	0.18215	0.0298143	0.737474	0.113567	0.083753	62.9179	17.9926	0.00518707	35.6513	0.160777	0.0519542	0.365347	0.0673849	0.0890252	0.390156	0.0361319
36210	-2795.34	-2751.2	-44.1422	0.181688	0.322436	0.333198	0.162677	0.0184368	0.537593	0.0398713	0.0214345	61.1835	18.6672	0.00526195	34.855	0.153726	0.0411163	0.366318	0.067564	0.0792707	0.362734	0.0829969
36220	-2796.21	-2756.02	-40.1968	0.186648	0.320234	0.309504	0.183614	0.0233193	0.735373	0.0881212	0.0648019	55.1907	16.7537	0.00517353	34.2242	0.191077	0.0831939	0.35711	0.0684976	0.0904391	0.353615	0.0471444
36230	-2796.16	-2754.05	-42.1075	0.172975	0.336954	0.310346	0.179726	0.026989	0.479637	0.0518656	0.0248767	57.3011	17.3833	0.00496704	35.8664	0.191347	0.0674197	0.400398	0.0197474	0.0879547	0.339484	0.0849966
36240	-2789.59	-2748.25	-41.3409	0.171622	0.347246	0.322888	0.158245	0.0351179	0.474571	0.0668365	0.0317186	58.5282	16.9947	0.00524629	34.6036	0.174149	0.0553029	0.349769	0.0573957	0.0721473	0.395665	0.0697208
36250	-2794.46	-2751.3	-43.1546	0.171277	0.334829	0.30989	0.184004	0.026317	0.841985	0.166548	0.140231	59.8267	16.9554	0.00554118	35.7389	0.166854	0.037656	0.368897	0.0662087	0.101404	0.345408	0.0804264
