Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	base_rate	tmrca_UrsidaePinn	clock_rate	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
12600	-2796.62	-2757.88	-38.7479	0.163591	0.327001	0.316866	0.192542	0.0226077	0.767494	0.0972347	0.0746271	54.0015	16.8031	0.0055654	34.2991	0.175908	0.0794876	0.333892	0.0268373	0.0599363	0.445697	0.0541491
12610	-2790.82	-2748.07	-42.7583	0.168183	0.322054	0.32576	0.184003	0.046553	0.552573	0.104046	0.057493	60.8528	16.6593	0.00533606	34.2991	0.159053	0.0699672	0.41528	0.0420176	0.0904438	0.310522	0.0717694
12620	-2794.97	-2754.28	-40.6962	0.170982	0.330053	0.322684	0.176281	0.0364039	0.639446	0.100967	0.0645627	58.5066	15.1519	0.00534003	35.1909	0.179206	0.0607526	0.47604	0.0527307	0.0785325	0.269626	0.0623175
12630	-2796.49	-2750.72	-45.7744	0.177601	0.341252	0.315611	0.165537	0.0376247	0.601734	0.0944713	0.0568466	60.489	15.979	0.00477208	35.9526	0.168899	0.047144	0.369407	0.0403149	0.0634349	0.431341	0.0483583
12640	-2799.07	-2759.53	-39.5322	0.177446	0.330168	0.304667	0.187719	0.0609585	0.098242	0.0675996	0.00664112	53.4236	16.9786	0.0052869	35.8842	0.200961	0.0583888	0.356802	0.108553	0.125131	0.292719	0.0584061
12650	-2793.63	-2753.3	-40.3282	0.176515	0.312201	0.330205	0.18108	0.0178342	0.787459	0.0839093	0.0660752	56.6889	17.6703	0.00536248	34.4109	0.184953	0.0398087	0.459631	0.0402853	0.0853126	0.335142	0.0398205
12660	-2799.57	-2754.03	-45.5436	0.192565	0.296957	0.339323	0.171156	0.0435331	0.217177	0.0556104	0.0120773	63.0136	17.0392	0.00503316	33.9672	0.185605	0.0522475	0.372618	0.113297	0.0570865	0.378105	0.0266456
12670	-2801.8	-2757.32	-44.4754	0.175965	0.324354	0.356528	0.143153	0.0596378	0.134912	0.0689384	0.00930062	61.1233	17.4274	0.00542161	34.8529	0.150525	0.110633	0.372332	0.0760979	0.0583674	0.301282	0.081287
12680	-2793.65	-2749.97	-43.6783	0.17207	0.339547	0.327386	0.160997	0.02519	0.54573	0.0554516	0.0302616	60.1984	16.9511	0.00583185	34.6982	0.149659	0.0617059	0.376363	0.0763632	0.0635387	0.327976	0.0940537
12690	-2794.44	-2748.8	-45.6403	0.180056	0.33235	0.323859	0.163735	0.0526397	0.580544	0.125495	0.0728553	64.0295	18.5931	0.00544804	33.929	0.177485	0.0514059	0.307146	0.0912575	0.0908503	0.419028	0.0403125
12700	-2794.35	-2751.85	-42.4997	0.190137	0.327895	0.317072	0.164897	0.0415564	0.433728	0.0733859	0.0318295	59.5744	19.0772	0.00517732	34.8635	0.18181	0.0778761	0.407538	0.0162716	0.0668804	0.381292	0.0501422
12710	-2796.99	-2750.33	-46.6636	0.182255	0.337014	0.311248	0.169482	0.0421949	0.0568647	0.044739	0.00254407	63.1576	18.2052	0.00564134	34.9382	0.138716	0.0755733	0.354877	0.117447	0.0669617	0.356712	0.0284283
12720	-2796.74	-2755.81	-40.9247	0.184905	0.332188	0.312014	0.170894	0.0442363	0.247798	0.0588091	0.0145728	57.1907	16.2271	0.00525492	35.7995	0.155612	0.0693144	0.415069	0.10772	0.0736524	0.290855	0.0433889
12730	-2801.18	-2762.99	-38.1899	0.161603	0.340872	0.311184	0.186341	0.0270233	0.332437	0.0404805	0.0134572	50.9431	15.2914	0.00519088	35.9113	0.185654	0.0462892	0.413506	0.0297003	0.073375	0.387415	0.0497149
12740	-2799.16	-2762.44	-36.7196	0.184721	0.348069	0.314753	0.152456	0.0392137	0.650187	0.112099	0.0728853	48.3273	16.281	0.00518642	34.151	0.178188	0.115842	0.356296	0.0541052	0.0632234	0.367697	0.0428367
12750	-2799.37	-2755.71	-43.6586	0.171207	0.357648	0.300055	0.17109	0.0427258	0.34028	0.0647635	0.0220377	60.5105	18.4012	0.00503549	33.9791	0.185108	0.0588225	0.441989	0.0699448	0.0684611	0.324358	0.0364252
12760	-2799.02	-2757.04	-41.9844	0.177947	0.318264	0.334787	0.169002	0.0625234	0.58822	0.151837	0.0893133	52.4273	16.8984	0.00603033	35.2819	0.140866	0.0536332	0.377341	0.0350602	0.0624215	0.438332	0.0332118
12770	-2797.58	-2754.44	-43.1403	0.175291	0.356474	0.31636	0.151874	0.0368176	0.671079	0.111934	0.0751167	59.3856	16.4103	0.00509723	36.9802	0.16088	0.0526146	0.354322	0.0343944	0.061236	0.386347	0.111086
12780	-2793.75	-2754.05	-39.7068	0.17069	0.329647	0.321463	0.1782	0.0581998	0.470337	0.109881	0.051681	55.442	15.9699	0.00549547	34.8655	0.174438	0.0358323	0.372216	0.0255971	0.0539275	0.441991	0.0704357
12790	-2793.4	-2751.56	-41.8373	0.184852	0.339047	0.311017	0.165084	0.0583773	0.592943	0.143413	0.0850358	57.1045	18.2001	0.00526651	34.0921	0.18519	0.0451383	0.367032	0.0252406	0.080409	0.435835	0.0463448
12800	-2797.99	-2757.87	-40.1181	0.159685	0.320406	0.348267	0.171642	0.0692313	0.493395	0.136657	0.067426	52.8302	16.9807	0.00579578	34.1266	0.168722	0.0579035	0.440714	0.0308866	0.0983954	0.31539	0.0567115
12810	-2798.91	-2754.76	-44.1419	0.167577	0.366508	0.309278	0.156637	0.0325032	0.308132	0.0469789	0.0144757	62.0005	17.4858	0.00530032	35.875	0.146195	0.0537337	0.408977	0.0472622	0.0657342	0.371665	0.0526275
12820	-2799.66	-2746.51	-53.1514	0.17535	0.325447	0.323625	0.175577	0.0300401	0.0864995	0.0328846	0.0028445	72.6165	19.5149	0.00566878	40.9743	0.139298	0.0754214	0.393124	0.0444114	0.0606512	0.342926	0.0834659
12830	-2797.08	-2759.01	-38.0703	0.18231	0.324234	0.326515	0.166941	0.0482942	0.190883	0.0596876	0.0113934	51.2664	18.3944	0.00516125	35.8149	0.156692	0.0660218	0.339911	0.0388765	0.0530924	0.429035	0.0730638
12840	-2791.65	-2750.2	-41.4446	0.193573	0.313968	0.331066	0.161393	0.0338223	0.505931	0.0684567	0.0346344	58.1206	16.7923	0.00560811	34.7201	0.161774	0.0649553	0.336655	0.0385042	0.0896519	0.39787	0.072364
12850	-2801.2	-2757.76	-43.4454	0.15785	0.30904	0.33569	0.197421	0.0258919	0.390275	0.0424649	0.016573	60.8452	16.7412	0.00540825	35.8405	0.149106	0.0651407	0.452054	0.0706785	0.0509317	0.305611	0.055584
12860	-2799.79	-2753.66	-46.1355	0.205824	0.327218	0.308209	0.158749	0.0267682	0.282786	0.0373225	0.0105543	63.908	16.9399	0.00570143	34.8324	0.140891	0.0607291	0.335901	0.0346421	0.139939	0.347305	0.0814835
12870	-2797.5	-2756.02	-41.4826	0.18508	0.323444	0.325273	0.166204	0.0575524	0.628266	0.154821	0.097269	56.2857	18.2069	0.00519425	36.0278	0.165896	0.0514456	0.284552	0.0293464	0.0575019	0.503544	0.0736102
12880	-2794.28	-2752.91	-41.3717	0.172659	0.333586	0.324081	0.169675	0.0526828	0.222458	0.0677555	0.0150728	57.6079	18.0326	0.00546771	34.7167	0.19425	0.0906835	0.408042	0.0231271	0.0710822	0.357547	0.0495187
12890	-2792.34	-2750.65	-41.6852	0.198871	0.318764	0.316009	0.166356	0.0395692	0.608539	0.101081	0.0615116	59.1297	18.4501	0.00550773	34.6234	0.175777	0.0805827	0.365352	0.0368384	0.0636456	0.409243	0.0443381
12900	-2793.14	-2752.52	-40.6167	0.192159	0.318658	0.315209	0.173974	0.024566	0.606502	0.0624298	0.0378638	55.8685	17.2674	0.00571337	37.359	0.168168	0.0727401	0.349796	0.0344418	0.0779382	0.382618	0.0824659
12910	-2804.03	-2759.5	-44.5308	0.19557	0.313169	0.314502	0.176759	0.0299607	0.63124	0.0812471	0.0512865	60.5707	19.6531	0.00488391	34.8733	0.193481	0.0399163	0.370863	0.0152578	0.071861	0.426066	0.0760357
12920	-2794.41	-2755.37	-39.0408	0.177274	0.357277	0.291993	0.173456	0.0326671	0.36361	0.0513319	0.0186648	54.3092	17.7927	0.00556388	34.6935	0.159944	0.0409147	0.404168	0.0336379	0.0999522	0.355467	0.0658594
12930	-2802.36	-2753.81	-48.5436	0.179072	0.349213	0.31832	0.153395	0.0327149	0.70097	0.109403	0.0766885	65.8915	18.2426	0.00490307	37.512	0.141811	0.0349445	0.345193	0.120296	0.0697837	0.361633	0.0681504
12940	-2795.55	-2754.19	-41.3558	0.178322	0.308154	0.339745	0.173779	0.0319265	0.429865	0.0559982	0.0240717	57.8501	16.107	0.00558029	34.8929	0.159774	0.0399129	0.334284	0.0581771	0.091212	0.41305	0.0633646
12950	-2800.52	-2757.25	-43.2676	0.157138	0.313518	0.345264	0.184081	0.0636018	0.571811	0.148537	0.0849351	57.5026	19.5203	0.0051112	35.5618	0.1859	0.051316	0.476448	0.0415586	0.0708863	0.314527	0.0452642
12960	-2796.84	-2750.98	-45.8652	0.173769	0.350281	0.304265	0.171685	0.0154623	0.56807	0.0357983	0.0203359	63.6741	17.5565	0.00530608	34.279	0.175451	0.0691505	0.337181	0.0668802	0.0881535	0.388639	0.0499953
12970	-2792.27	-2749.65	-42.6208	0.191919	0.317135	0.313852	0.177095	0.0460317	0.411069	0.0781613	0.0321297	58.5942	18.0763	0.00494835	34.924	0.171926	0.0907836	0.380136	0.0546466	0.0720286	0.361555	0.0408502
12980	-2793.08	-2751.65	-41.4337	0.184612	0.345473	0.303433	0.166482	0.0388719	0.704474	0.131535	0.0926628	58.227	16.7816	0.00532466	34.4129	0.173161	0.0811288	0.357032	0.0847481	0.0622039	0.343983	0.0709046
12990	-2801.44	-2759.26	-42.1816	0.157939	0.351868	0.314481	0.175712	0.0579916	0.381838	0.093813	0.0358213	59.1	15.3259	0.00541413	35.0021	0.18093	0.0897085	0.447271	0.0619146	0.0557978	0.292218	0.0530902
13000	-2792.67	-2754.19	-38.4732	0.170806	0.340991	0.337688	0.150515	0.0402684	0.422218	0.0696948	0.0294264	53.901	17.441	0.00523283	33.9349	0.180903	0.0807254	0.402482	0.0557147	0.0502103	0.363093	0.0477739
13010	-2797.07	-2755.95	-41.12	0.188651	0.320364	0.308777	0.182208	0.0427939	0.155187	0.0506549	0.00786099	56.8441	16.8948	0.00557215	35.3813	0.19295	0.0886457	0.333516	0.0381365	0.0551367	0.398718	0.0858471
13020	-2798.93	-2755.54	-43.3888	0.1699	0.331151	0.337843	0.161106	0.028833	0.610658	0.0740557	0.0452227	58.8695	19.4807	0.00583494	38.0524	0.147038	0.087322	0.328535	0.0387048	0.0543134	0.406559	0.0845652
13030	-2798.02	-2749.98	-48.0401	0.157444	0.346859	0.323844	0.171854	0.0550185	0.423558	0.095445	0.0404266	65.0395	16.8159	0.00581813	37.0266	0.133106	0.0733913	0.427799	0.0748131	0.0518184	0.322806	0.0493721
13040	-2799.21	-2755.74	-43.4682	0.183464	0.309835	0.322482	0.184219	0.0875164	0.341833	0.13297	0.0454534	56.0202	19.1174	0.00545223	35.828	0.162006	0.0460276	0.361603	0.0394815	0.0855808	0.425575	0.0417324
13050	-2796.79	-2753.51	-43.279	0.190646	0.319097	0.311711	0.178546	0.0260556	0.413609	0.0444339	0.0183783	60.617	16.4239	0.00515959	35.9451	0.156463	0.0403803	0.358476	0.0354575	0.0768583	0.421412	0.0674157
13060	-2803.4	-2760.06	-43.3396	0.208414	0.332035	0.286593	0.172959	0.0494017	0.186139	0.0607005	0.0112987	59.6777	21.3602	0.00521332	35.8184	0.166998	0.0796899	0.342024	0.0338302	0.0712229	0.402072	0.0711611
13070	-2794.88	-2746.29	-48.5852	0.20221	0.316184	0.307261	0.174344	0.0701535	0.28513	0.0981346	0.0279812	66.2571	17.6957	0.00553023	34.9542	0.163665	0.0558424	0.36123	0.0325783	0.0946273	0.387194	0.0685279
13080	-2796	-2754.5	-41.4922	0.189211	0.318559	0.311509	0.18072	0.0574829	0.247432	0.0763824	0.0188995	57.1141	16.3135	0.00557122	36.3487	0.174773	0.0700719	0.333887	0.0301123	0.112737	0.389852	0.0633406
13090	-2795.63	-2748.85	-46.7794	0.174329	0.328293	0.331002	0.166377	0.0443761	0.195987	0.0551933	0.0108172	65.1236	18.5228	0.00561563	36.4381	0.136516	0.0698256	0.418798	0.029709	0.111227	0.339678	0.0307627
13100	-2793.42	-2753.45	-39.967	0.18384	0.32148	0.319156	0.175523	0.0278605	0.84486	0.179584	0.151723	54.512	16.3558	0.0053454	35.3037	0.190294	0.068081	0.371398	0.117505	0.0735068	0.326126	0.0433828
13110	-2799.01	-2752.5	-46.509	0.16611	0.311798	0.356428	0.165664	0.018189	0.175292	0.0220551	0.00386607	61.4126	17.2971	0.00519999	40.7187	0.164189	0.0669325	0.368055	0.0428773	0.0722667	0.382879	0.0669897
13120	-2791.2	-2745.05	-46.1452	0.172929	0.330249	0.33028	0.166542	0.0389062	0.70393	0.131409	0.0925028	64.9864	16.5202	0.00518767	36.8233	0.16004	0.0432245	0.375009	0.0436875	0.0797109	0.390113	0.0682554
13130	-2792.6	-2745.38	-47.2221	0.191176	0.330026	0.319357	0.159441	0.0368645	0.690143	0.118973	0.0821082	66.6829	17.5449	0.00541259	36.6907	0.14917	0.0361083	0.377786	0.0378978	0.0813534	0.407645	0.0592099
13140	-2794.24	-2751.71	-42.5299	0.186294	0.321597	0.321637	0.170472	0.0152038	0.718233	0.0539589	0.0387551	58.1873	16.9365	0.00507747	34.8278	0.153955	0.0643599	0.346888	0.066487	0.0746999	0.393198	0.0543674
13150	-2793.74	-2750.77	-42.9717	0.198968	0.311944	0.322991	0.166097	0.0273063	0.367979	0.0432047	0.0158984	60.3335	18.3677	0.00552472	34.714	0.15142	0.0453728	0.320854	0.0715712	0.0804121	0.423265	0.0585248
13160	-2800.47	-2756.73	-43.7424	0.189323	0.349567	0.307334	0.153777	0.0170391	0.515417	0.0351624	0.0181233	59.501	17.6091	0.00563346	36.1453	0.132746	0.0766341	0.449924	0.0307917	0.0704807	0.320873	0.0512966
13170	-2797.3	-2754.07	-43.2351	0.164004	0.31303	0.327883	0.195083	0.030906	0.155666	0.036604	0.00569801	59.5358	18.6307	0.00540548	34.0897	0.176354	0.0646641	0.443379	0.0475466	0.0714049	0.316206	0.0567996
13180	-2796.94	-2751.83	-45.1114	0.178883	0.31568	0.316687	0.18875	0.0374165	0.628814	0.100803	0.0633862	57.7553	17.9236	0.00621564	35.7406	0.13516	0.0333254	0.382082	0.0441719	0.0868313	0.384519	0.0690707
13190	-2803.23	-2760.32	-42.9104	0.213333	0.335867	0.28733	0.16347	0.0313102	0.811707	0.166285	0.134975	58.1992	17.3351	0.00526842	36.3224	0.143275	0.050922	0.316102	0.0565389	0.111142	0.378052	0.0872434
13200	-2796.62	-2754.65	-41.9665	0.185183	0.326659	0.322179	0.165979	0.0370935	0.225209	0.0478755	0.010782	58.7996	16.7932	0.005277	34.4483	0.193794	0.0403214	0.458471	0.044769	0.0880052	0.299352	0.0690817
13210	-2793.82	-2754.14	-39.6824	0.181345	0.323645	0.330564	0.164447	0.0182233	0.904084	0.189994	0.17177	52.982	16.8038	0.00538884	36.9863	0.163399	0.0704177	0.330326	0.0322558	0.0874414	0.429787	0.0497729
13220	-2799.9	-2759.23	-40.6694	0.188642	0.345831	0.289284	0.176244	0.0465789	0.487947	0.0909651	0.0443861	54.2441	16.3264	0.00482312	34.5394	0.20089	0.0567184	0.46797	0.0224756	0.0609284	0.357226	0.0346813
13230	-2796.39	-2752.24	-44.1522	0.161827	0.326731	0.333285	0.178157	0.0336255	0.074855	0.0363461	0.00272069	60.27	16.933	0.00544781	35.8112	0.174091	0.0879846	0.375301	0.0226474	0.0613943	0.359958	0.0927147
13240	-2798.27	-2759.67	-38.6075	0.195355	0.315665	0.317149	0.171831	0.0846086	0.254381	0.113474	0.0288657	49.3875	16.2139	0.0052425	34.1975	0.213574	0.0632895	0.352946	0.0691183	0.0441625	0.403759	0.0667247
13250	-2798.53	-2753.57	-44.9603	0.189694	0.310015	0.321007	0.179283	0.0562873	0.441145	0.100719	0.0444316	61.37	18.281	0.00510198	38.8194	0.147253	0.0630495	0.315377	0.0688561	0.0840179	0.402228	0.0664716
13260	-2793.65	-2752.92	-40.7215	0.185836	0.312575	0.32148	0.180109	0.0404247	0.540376	0.0879518	0.0475271	57.3704	17.09	0.00531858	35.3494	0.149753	0.059701	0.357903	0.0440935	0.0763326	0.403524	0.0584456
13270	-2797.75	-2753.82	-43.9218	0.206868	0.299095	0.304772	0.189265	0.0232173	0.532554	0.0496684	0.0264511	61.9565	17.541	0.00525023	34.133	0.162778	0.0682946	0.374478	0.0655493	0.0680335	0.377374	0.0462709
13280	-2794	-2751.44	-42.5585	0.187951	0.352993	0.308211	0.150845	0.0393695	0.364555	0.0619559	0.0225863	60.137	16.8843	0.00555151	34.4276	0.16015	0.0596318	0.384962	0.0572347	0.0594039	0.395247	0.0435209
13290	-2795.86	-2749.45	-46.4132	0.195963	0.297887	0.329263	0.176887	0.00789378	0.785113	0.0367346	0.0288408	63.3206	18.4535	0.00538332	34.1082	0.148744	0.0613337	0.411959	0.0465435	0.0927989	0.351974	0.0353913
13300	-2789.97	-2748.75	-41.2257	0.189198	0.329629	0.310392	0.170781	0.0278796	0.311105	0.0404701	0.0125904	57.5857	17.2143	0.00542787	35.0078	0.18851	0.0581876	0.377482	0.03489	0.0658741	0.394899	0.0686677
13310	-2792.99	-2750.06	-42.9301	0.177667	0.342747	0.307269	0.172317	0.0327093	0.702195	0.109835	0.0771254	60.2078	17.2093	0.00504608	36.6377	0.195114	0.0686847	0.377946	0.0300525	0.0567407	0.416974	0.0496024
13320	-2795.55	-2750.15	-45.3967	0.172741	0.323087	0.335926	0.168246	0.0386663	0.286235	0.0541723	0.015506	61.6038	16.3533	0.00593055	36.8808	0.165806	0.0675056	0.371458	0.0467404	0.0557301	0.409816	0.0487508
13330	-2792.5	-2754.85	-37.6493	0.170932	0.319703	0.330135	0.179229	0.034697	0.297652	0.0494014	0.0147044	51.5851	16.3942	0.00540432	34.1121	0.175006	0.0516306	0.430621	0.0870534	0.0777138	0.31047	0.0425109
13340	-2795.87	-2755.85	-40.02	0.177926	0.356764	0.313577	0.151734	0.0351196	0.203237	0.0440778	0.00895823	55.173	18.5226	0.00535316	35.4483	0.166135	0.0463222	0.31868	0.0833747	0.0744298	0.403176	0.0740174
13350	-2797.11	-2756.78	-40.3304	0.200802	0.324827	0.326169	0.148202	0.0293923	0.583901	0.0706379	0.0412455	53.9812	16.0033	0.00484878	35.1631	0.20285	0.0445828	0.297911	0.0802439	0.0716349	0.43439	0.071238
13360	-2799.54	-2759.26	-40.277	0.201391	0.329084	0.284116	0.185409	0.0425774	0.363191	0.0668606	0.0242832	56.2447	18.9862	0.00550164	36.4542	0.164418	0.0361765	0.424407	0.0707274	0.0631393	0.342761	0.0627895
13370	-2799.3	-2754.58	-44.7262	0.15147	0.34663	0.33185	0.17005	0.0441562	0.217023	0.0563952	0.012239	60.4908	16.9903	0.00587156	34.5662	0.137425	0.0362891	0.425727	0.0709474	0.0633358	0.343827	0.0598738
13380	-2793.35	-2750.37	-42.9814	0.191795	0.347803	0.290263	0.17014	0.0393437	0.282882	0.0548636	0.0155199	60.6839	15.5331	0.00556825	34.0757	0.172869	0.0552683	0.376456	0.0614064	0.0668565	0.364252	0.0757608
13390	-2795.29	-2755.45	-39.834	0.181546	0.332437	0.328941	0.157076	0.024948	0.724339	0.0905026	0.0655546	55.9899	18.9677	0.00544094	34.9495	0.168916	0.0600402	0.414993	0.114348	0.067295	0.31556	0.0277633
13400	-2796.59	-2750.23	-46.3605	0.178109	0.328336	0.308574	0.18498	0.00949731	0.829879	0.0558268	0.0463295	63.755	17.5577	0.00557765	34.1032	0.151312	0.0563437	0.399092	0.107308	0.0708617	0.34034	0.026054
13410	-2796.5	-2748.91	-47.5908	0.18493	0.340911	0.292668	0.181491	0.0530364	0.539133	0.11508	0.0620433	66.0983	17.0537	0.0054753	35.7362	0.145751	0.0823713	0.381444	0.0442389	0.0915961	0.324889	0.0754611
13420	-2797.64	-2757.15	-40.494	0.206594	0.316912	0.31441	0.162084	0.0304488	0.477592	0.0582854	0.0278367	56.79	17.714	0.00532438	35.5747	0.188531	0.100558	0.339465	0.0802413	0.0715692	0.34101	0.0671565
13430	-2805.15	-2751.27	-53.8714	0.162856	0.332072	0.320722	0.18435	0.0244519	0.334755	0.0367563	0.0123043	75.4739	15.5766	0.00575667	36.0163	0.136998	0.0718897	0.357221	0.0726779	0.0486303	0.358879	0.0907017
13440	-2797.26	-2756.69	-40.5702	0.194453	0.302806	0.342393	0.160348	0.0417896	0.538505	0.0905528	0.0487631	56.5546	17.0593	0.00506294	34.8889	0.208161	0.0364472	0.302209	0.0960373	0.080195	0.439127	0.0459847
13450	-2795.05	-2747.86	-47.187	0.197898	0.3162	0.312705	0.173196	0.0229168	0.58535	0.0552679	0.0323511	66.5922	18.0155	0.00563877	34.106	0.129871	0.03439	0.340425	0.0843472	0.0756684	0.409792	0.0553776
13460	-2797.95	-2751.63	-46.3294	0.173649	0.321775	0.345098	0.159479	0.0550307	0.0813734	0.0599054	0.00487471	63.0029	20.1338	0.00526019	35.5967	0.154214	0.0731208	0.362827	0.0951586	0.0853674	0.321051	0.0624757
13470	-2793.45	-2752.37	-41.0799	0.171136	0.323616	0.321295	0.183954	0.0312931	0.487828	0.0610988	0.0298057	57.9021	19.0073	0.00548413	37.1751	0.155388	0.0655947	0.371078	0.0458846	0.0765808	0.3525	0.0883627
13480	-2795.8	-2753.23	-42.574	0.180229	0.351531	0.297761	0.170479	0.0368217	0.332105	0.055131	0.0183093	59.3279	19.3696	0.00507763	35.7673	0.157099	0.0466698	0.406701	0.0510077	0.06398	0.387943	0.0436985
13490	-2796.17	-2753.21	-42.9532	0.192677	0.32301	0.314879	0.169434	0.0295985	0.584666	0.0712642	0.0416657	60.6702	18.1741	0.00523687	38.8238	0.140425	0.0562072	0.320906	0.0785829	0.077055	0.406557	0.0606914
13500	-2799.88	-2759.95	-39.9374	0.181285	0.304588	0.330815	0.183312	0.0199681	0.464782	0.0373082	0.0173402	53.069	19.7134	0.00509743	34.7828	0.160471	0.0424279	0.442041	0.0388818	0.077491	0.338124	0.0610348
13510	-2791.88	-2747.22	-44.6572	0.190518	0.320872	0.328525	0.160085	0.0527854	0.14684	0.0618704	0.00908504	62.2589	15.7734	0.00539802	33.9341	0.164482	0.0468715	0.342551	0.0464447	0.0769801	0.42652	0.0606324
13520	-2806.39	-2762.63	-43.7624	0.19564	0.316794	0.324349	0.163216	0.0399518	0.464021	0.0745399	0.0345881	60.4803	18.715	0.00515418	34.8913	0.148037	0.0461435	0.33141	0.112398	0.0652666	0.352966	0.0918159
13530	-2800.32	-2749.76	-50.5553	0.170266	0.325887	0.327883	0.175965	0.0598394	0.797189	0.295049	0.23521	64.3493	19.361	0.0059051	34.0621	0.150118	0.0533139	0.34129	0.0836528	0.0756041	0.367578	0.078561
13540	-2792.94	-2746.56	-46.3775	0.180133	0.317227	0.338709	0.16393	0.0386842	0.559515	0.0878218	0.0491376	65.802	16.8476	0.00543943	35.4449	0.157873	0.0397581	0.375969	0.048754	0.0563807	0.420552	0.0585857
13550	-2797.91	-2751.46	-46.4574	0.1941	0.320865	0.325448	0.159586	0.0392107	0.526174	0.0827534	0.0435427	64.5118	17.8659	0.00518788	44.9226	0.140789	0.0637279	0.339604	0.0384892	0.0850023	0.420257	0.0529191
13560	-2796.49	-2749.37	-47.1278	0.18121	0.327911	0.324399	0.16648	0.062212	0.581997	0.148831	0.0866195	61.6673	17.0662	0.00586637	38.2434	0.13467	0.0641065	0.38419	0.0387179	0.0855073	0.3435	0.0839788
13570	-2792.26	-2750.24	-42.0185	0.180489	0.326606	0.316635	0.17627	0.0259184	0.498503	0.051682	0.0257637	59.3812	17.9877	0.00541979	38.6514	0.163924	0.0614452	0.368241	0.0371105	0.0599124	0.36139	0.111901
13580	-2794.72	-2753.66	-41.0631	0.183528	0.330728	0.321965	0.163779	0.0097157	0.82121	0.0543415	0.0446258	56.6476	16.86	0.0053826	34.845	0.181333	0.0935306	0.359474	0.0856015	0.0471918	0.329908	0.0842934
13590	-2795.41	-2756.98	-38.4273	0.20408	0.316364	0.322889	0.156666	0.062582	0.598092	0.155712	0.0931303	51.9016	15.6891	0.00546134	34.7202	0.172863	0.0765881	0.318194	0.0757714	0.0736687	0.381164	0.0746135
13600	-2796.44	-2754.05	-42.3913	0.182726	0.331141	0.324287	0.161846	0.0435427	0.367912	0.0688872	0.0253445	60.3269	17.098	0.00536484	34.1566	0.165675	0.0277978	0.407041	0.0406158	0.0537493	0.407042	0.0637541
13610	-2798.6	-2759.69	-38.9048	0.173633	0.34689	0.322234	0.157243	0.0304051	0.730195	0.112693	0.082288	52.3148	19.1931	0.00517325	35.0906	0.185668	0.0720403	0.406118	0.0726953	0.0536274	0.338053	0.0574657
13620	-2800.05	-2758.27	-41.7764	0.203403	0.316297	0.331145	0.149155	0.0887407	0.459037	0.164042	0.0753013	53.0849	16.1431	0.00550087	33.901	0.176715	0.0838419	0.396639	0.0208627	0.0624125	0.384671	0.0515728
13630	-2798.64	-2757.27	-41.3726	0.180394	0.310212	0.334416	0.174978	0.0666398	0.630014	0.180115	0.113475	56.1301	16.564	0.00537418	34.383	0.167311	0.067623	0.364926	0.0618006	0.0525601	0.353314	0.0997762
13640	-2797.29	-2753.43	-43.8597	0.17823	0.33541	0.33302	0.15334	0.0308812	0.530322	0.0657497	0.0348685	61.9211	17.7885	0.00524346	35.7072	0.175328	0.0664678	0.407793	0.0445324	0.0516623	0.360338	0.0692058
13650	-2805.81	-2754.63	-51.1747	0.172238	0.363754	0.327597	0.13641	0.0214432	0.188775	0.0264331	0.00498991	69.3655	18.2277	0.00569365	34.7574	0.126341	0.0602487	0.369638	0.0403657	0.0468285	0.417358	0.0655609
13660	-2791.67	-2747.92	-43.7504	0.174922	0.318801	0.323574	0.182704	0.0470407	0.247358	0.0625008	0.0154601	61.0751	16.149	0.00563792	35.2077	0.169614	0.0755812	0.344407	0.029476	0.083285	0.390932	0.0763185
13670	-2797.02	-2750.14	-46.8857	0.184214	0.312563	0.319736	0.183487	0.0447451	0.118884	0.0507824	0.00603722	64.5314	16.7075	0.00566045	34.3685	0.158875	0.0445468	0.356759	0.0911056	0.0937258	0.341276	0.0725866
13680	-2795.9	-2750.1	-45.8065	0.180949	0.324969	0.313577	0.180505	0.0615331	0.131145	0.0708209	0.00928779	62.7836	16.4299	0.00524952	34.3701	0.178396	0.0870756	0.381458	0.0827555	0.0685336	0.313751	0.0664265
13690	-2794.58	-2748.83	-45.7541	0.190904	0.318229	0.314819	0.176048	0.0632267	0.332254	0.0946867	0.03146	59.4283	17.233	0.00602408	34.4511	0.133075	0.0527727	0.382697	0.0561601	0.0779747	0.386458	0.0439377
13700	-2791.77	-2753.08	-38.6921	0.177146	0.341052	0.323409	0.158393	0.0414075	0.669201	0.125174	0.0837666	51.9872	16.1252	0.00576418	35.0463	0.166062	0.0503979	0.395812	0.0536329	0.0744658	0.358786	0.0669058
13710	-2799.57	-2753.8	-45.7653	0.190864	0.34313	0.312806	0.1532	0.0502673	0.0196543	0.0512751	0.00100778	60.3343	21.0641	0.00561436	34.9204	0.155506	0.0553358	0.395361	0.0246382	0.0958314	0.381642	0.0471918
13720	-2791.19	-2750.41	-40.7817	0.192494	0.335052	0.307004	0.16545	0.0452474	0.564649	0.103933	0.0586858	57.4428	16.1757	0.00540675	35.6373	0.172144	0.0491359	0.378399	0.0218777	0.0862059	0.379337	0.085045
