Iteration	Posterior	Likelihood	Prior	ucln_sigma	tmrca_UrsidaePinn	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	ucln_mean	base_rate	root_time	diversification	turnover	death_rate	birth_rate	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	tmrca_Ursidae
1200	-2765.67	-2743.33	-22.3325	0.721435	48.8646	0.0493463	0.0646658	0.0719214	0.121618	0.159819	0.0582839	0.114273	0.103251	0.119303	0.31544	0.302564	0.0256903	0.249438	0.443971	0.0584055	0.125944	0.074221	0.108379	0.166882	0.343624	0.313479	0.176015	0.12608	0.00530722	52.4089	0.0751474	0.254233	0.0256179	0.100765	0.142585	0.0532816	0.368709	0.0704627	0.0824832	0.385177	0.0398859	19.7773
1210	-2755.6	-2745.75	-9.85404	0.542514	43.2117	0.0365198	0.08412	0.0893673	0.0942887	0.0981178	0.13993	0.082448	0.0738755	0.130105	0.272317	0.0693476	0.0406577	0.165271	0.0820797	0.048289	0.0860511	0.131308	0.124982	0.17765	0.328716	0.321964	0.17167	0.0963682	0.00498416	48.4152	0.0135618	0.825408	0.0641155	0.0776773	0.102726	0.0489804	0.430951	0.0787418	0.0921746	0.286541	0.0626118	20.6358
1220	-2755.87	-2739.34	-16.528	0.782413	34.7992	0.0549217	0.045174	0.177474	0.094211	0.0798065	0.119369	0.161278	0.101121	0.122859	0.329364	0.0889864	0.0681274	0.254912	0.0405901	0.234214	0.0985138	0.157796	0.0499393	0.165326	0.34066	0.322211	0.171802	0.145972	0.00519041	49.1821	0.0590935	0.0955901	0.00624579	0.0653393	0.126592	0.0621041	0.35543	0.0374115	0.0760218	0.409181	0.0598509	19.1673
1230	-2753.17	-2740.32	-12.8464	0.827454	47.375	0.0376945	0.0327495	0.101131	0.0464383	0.0738024	0.0921714	0.145301	0.0860904	0.0888379	0.396789	0.0725926	0.0464284	0.0215646	0.0566839	0.0855241	0.0782022	0.143502	0.106899	0.202446	0.324077	0.310038	0.163439	0.121705	0.00514143	51.0445	0.049031	0.222307	0.0140157	0.0630467	0.0951335	0.062683	0.373689	0.0678465	0.0767305	0.358642	0.0604088	19.0507
1240	-2754.17	-2743.16	-11.0055	0.539622	48.1002	0.115547	0.0645094	0.112794	0.042063	0.120885	0.121434	0.082987	0.104878	0.0933656	0.336568	0.113298	0.122415	0.0804063	0.0650789	0.0665964	0.100598	0.114506	0.0951793	0.158891	0.355665	0.305679	0.179765	0.0869027	0.00518735	52.5573	0.0214538	0.536949	0.0248776	0.0463315	0.108506	0.0652768	0.371096	0.0455313	0.0799055	0.373482	0.0647084	22.1647
1250	-2755.2	-2736.17	-19.0275	0.758163	34.6929	0.0441594	0.0178616	0.179905	0.0463391	0.0949762	0.0960227	0.107581	0.0854875	0.146264	0.275881	0.0430017	0.0145919	0.0284772	0.0469535	0.0288597	0.204573	0.253976	0.150086	0.183932	0.328105	0.312473	0.175489	0.0790634	0.00531097	51.4507	0.0712025	0.0520825	0.00391216	0.0751146	0.103611	0.0496037	0.413563	0.0339491	0.0725851	0.385806	0.0444935	20.21
1260	-2756.72	-2745.56	-11.161	0.731199	42.1388	0.0318016	0.0171988	0.105374	0.07792	0.0311443	0.0474072	0.0399719	0.08927	0.130418	0.307401	0.0361076	0.0324431	0.0227833	0.0283074	0.0576054	0.240546	0.0803777	0.0505405	0.17322	0.341109	0.331929	0.153742	0.0667144	0.00560851	48.2423	0.0696279	0.234857	0.0213719	0.0909998	0.0792565	0.0674178	0.365091	0.0641221	0.0795943	0.379956	0.0438189	23.842
1270	-2765.09	-2744.02	-21.0763	0.652604	43.6355	0.0500384	0.108435	0.111683	0.112591	0.173899	0.020367	0.24388	0.130524	0.11934	0.300672	0.139971	0.104035	0.250096	0.0491454	0.23106	0.0354715	0.120386	0.0664376	0.184728	0.334479	0.314738	0.166055	0.118463	0.00540391	54.4455	0.0275653	0.129698	0.00410797	0.0316733	0.131557	0.0695122	0.378111	0.0858045	0.0737759	0.352181	0.0406157	19.942
1280	-2764.55	-2748.08	-16.4682	0.63648	49.3684	0.104698	0.104198	0.183316	0.132217	0.141428	0.113444	0.133336	0.0615238	0.116499	0.351554	0.0898182	0.0649648	0.0995198	0.29868	0.071186	0.0514019	0.121525	0.195808	0.174176	0.31209	0.3475	0.166233	0.155123	0.00542008	50.8596	0.0448281	0.747654	0.132818	0.177646	0.135284	0.076587	0.272285	0.0521656	0.107038	0.453676	0.038249	19.9457
1290	-2752.09	-2741.38	-10.7133	0.443028	34.5144	0.172869	0.12547	0.184909	0.100652	0.0979843	0.14056	0.19324	0.0796463	0.143359	0.272819	0.158214	0.153636	0.128663	0.0783919	0.081038	0.0726714	0.150296	0.275516	0.170657	0.320552	0.331093	0.177698	0.132421	0.00526899	48.9594	0.0363692	0.259191	0.0127247	0.049094	0.144996	0.0652471	0.380663	0.0472136	0.0911895	0.383101	0.0325856	19.4792
1300	-2750.5	-2742.66	-7.83804	0.328623	37.5504	0.114869	0.158612	0.216113	0.120044	0.170789	0.157337	0.183832	0.130636	0.122276	0.293398	0.0958051	0.156188	0.154492	0.0822014	0.125544	0.10185	0.150881	0.12509	0.167889	0.327434	0.329861	0.174816	0.137339	0.005496	51.0142	0.0418036	0.709356	0.102027	0.143831	0.147775	0.0600785	0.350508	0.0480812	0.0839659	0.397468	0.0598983	19.3475
1310	-2753.63	-2744.28	-9.3415	0.382532	35.4172	0.0867243	0.0977613	0.266665	0.117236	0.147944	0.10976	0.151997	0.148692	0.162781	0.294063	0.16512	0.140332	0.159259	0.0792986	0.0833033	0.0717774	0.170401	0.182578	0.158149	0.347419	0.303466	0.190967	0.139469	0.00547457	48.9389	0.0485323	0.535554	0.0559627	0.104495	0.146427	0.0644724	0.458072	0.046023	0.0668396	0.318385	0.0462074	20.6711
1320	-2750.08	-2739.01	-11.061	0.476459	36.4314	0.0854302	0.0902232	0.212006	0.0746964	0.205749	0.119523	0.131619	0.0527404	0.107209	0.306742	0.10338	0.126289	0.0660015	0.086515	0.0502493	0.0672203	0.158968	0.112586	0.165333	0.346326	0.31725	0.171091	0.14529	0.0052931	50.2564	0.0507215	0.354175	0.027816	0.0785375	0.119842	0.0732856	0.425597	0.0427601	0.062101	0.340023	0.0562329	20.7519
1330	-2760.69	-2746.12	-14.5671	0.494431	45.6724	0.0658472	0.128911	0.104673	0.0447335	0.0938249	0.0498358	0.144566	0.0793746	0.152064	0.346438	0.0819236	0.209908	0.111558	0.12476	0.0679831	0.0265257	0.153751	0.0530517	0.18512	0.332159	0.318629	0.164092	0.119502	0.00563615	48.7545	0.0480316	0.646971	0.0880243	0.136056	0.113318	0.0751194	0.376786	0.0892353	0.0754901	0.311595	0.0717751	24.3407
1340	-2754.21	-2739.32	-14.8951	0.723947	40.2303	0.046179	0.0607796	0.271371	0.080738	0.135245	0.0453619	0.097365	0.0882334	0.155789	0.398028	0.0297899	0.0437247	0.177651	0.155105	0.0295451	0.0544386	0.11033	0.0393193	0.181467	0.338086	0.302955	0.177492	0.114328	0.00514111	50.6906	0.0327249	0.326965	0.015898	0.0486229	0.112166	0.0760069	0.408761	0.060038	0.0767054	0.330198	0.0482907	20.7142
1350	-2757.68	-2743.55	-14.1343	0.637776	34.0037	0.131548	0.114772	0.136951	0.0879076	0.168748	0.0587259	0.160763	0.0929827	0.157153	0.206253	0.0631013	0.0781981	0.0717161	0.065087	0.141554	0.11068	0.22267	0.278166	0.188907	0.32732	0.310014	0.173759	0.161775	0.00503822	51.0891	0.0261138	0.55368	0.0323954	0.0585092	0.130388	0.0774791	0.366079	0.0482668	0.0781911	0.33461	0.0953739	16.9047
1360	-2748.7	-2741.43	-7.26293	0.421904	37.4506	0.0573211	0.142766	0.0891873	0.0981931	0.175195	0.11461	0.128987	0.0922062	0.11764	0.372702	0.127044	0.115065	0.0884364	0.0735871	0.117744	0.105292	0.13608	0.122907	0.1844	0.319511	0.326476	0.169614	0.122303	0.0053124	50.941	0.0442157	0.602166	0.0669254	0.111141	0.126387	0.0527839	0.353844	0.0384291	0.0617333	0.414008	0.079202	20.2998
1370	-2761.38	-2743.37	-18.0109	0.921361	43.0254	0.0471001	0.00699116	0.0270921	0.0890459	0.040042	0.123631	0.148883	0.120297	0.115607	0.360609	0.113936	0.0635357	0.0933629	0.1047	0.0259554	0.0914145	0.158891	0.1437	0.182052	0.345683	0.323432	0.148832	0.147661	0.00568062	44.9706	0.0375718	0.374502	0.0224952	0.060067	0.104155	0.0590003	0.39726	0.0363113	0.0583313	0.391193	0.057905	18.1441
1380	-2753.47	-2743.11	-10.3592	0.461573	41.5074	0.0801568	0.0481357	0.0813071	0.196363	0.127916	0.0604623	0.104682	0.0693869	0.101159	0.35437	0.116001	0.0963882	0.0716225	0.109267	0.0790343	0.0885835	0.1043	0.0732247	0.172712	0.31467	0.351925	0.160693	0.145338	0.0054232	46.6375	0.037891	0.175329	0.00805579	0.0459467	0.10902	0.0509677	0.415663	0.0527931	0.0706922	0.331047	0.0788368	21.9513
1390	-2759.66	-2743.19	-16.4748	1.0262	41.8562	0.0244871	0.112664	0.12491	0.0702384	0.0515648	0.0768878	0.197961	0.0906164	0.145564	0.337205	0.12176	0.0906597	0.0704779	0.0168411	0.0567788	0.12959	0.117467	0.0375816	0.181995	0.307318	0.339412	0.171274	0.154498	0.00506486	47.0231	0.0323349	0.481152	0.0299856	0.0623205	0.10407	0.0981036	0.331131	0.0534314	0.0721174	0.372352	0.072864	19.9381
1400	-2763.73	-2744.52	-19.2093	0.923737	38.6025	0.117997	0.0796117	0.061958	0.0861667	0.0526046	0.0624758	0.0747635	0.0933315	0.116646	0.344029	0.0128718	0.0192757	0.103941	0.0765439	0.0186277	0.0281208	0.297436	0.348553	0.185631	0.329555	0.314477	0.170337	0.111348	0.00496406	49.4304	0.0154099	0.486518	0.0146007	0.0300107	0.110831	0.0386235	0.39571	0.0503985	0.0798672	0.385139	0.0502616	19.9124
1410	-2756.16	-2744.41	-11.7571	0.743794	46.2627	0.0218996	0.013698	0.0341132	0.0368889	0.228242	0.0237117	0.0568748	0.048211	0.131656	0.313331	0.0240141	0.0740511	0.0184952	0.0549019	0.0619344	0.172068	0.0981328	0.0465245	0.179868	0.329597	0.325488	0.165048	0.0722023	0.00562594	48.0739	0.0448247	0.0623129	0.00297877	0.0478035	0.0810415	0.0412683	0.422807	0.0404717	0.0853362	0.359725	0.0503923	22.0861
1420	-2752.05	-2737.58	-14.4711	0.810942	36.1728	0.0740975	0.0375712	0.0620677	0.0309586	0.0658641	0.0554139	0.0671167	0.0797695	0.153937	0.397798	0.0123318	0.0416375	0.0554641	0.0217062	0.0932883	0.176349	0.229203	0.0306966	0.177851	0.33326	0.318634	0.170255	0.113882	0.00538817	44.4748	0.028891	0.284441	0.0114845	0.0403755	0.0936262	0.05394	0.42071	0.0565679	0.0747909	0.349826	0.0441651	20.7997
1430	-2765.7	-2743.98	-21.7194	0.890625	41.3973	0.0237201	0.125069	0.149378	0.0879059	0.134547	0.0387842	0.0956397	0.1147	0.127994	0.340605	0.0774082	0.181142	0.0257896	0.0274749	0.112215	0.232605	0.210502	0.0702464	0.166989	0.325003	0.331095	0.176913	0.124566	0.00486488	50.444	0.0477567	0.474422	0.0431084	0.0908651	0.120874	0.0471561	0.411862	0.0663314	0.0543331	0.347902	0.0724157	20.3147
1440	-2758.1	-2746.2	-11.9046	0.605193	39.8198	0.0823561	0.0344063	0.108082	0.0779037	0.122167	0.0876781	0.18282	0.0660904	0.211137	0.308107	0.0310862	0.144626	0.0951851	0.0357325	0.104787	0.0962871	0.119017	0.0745742	0.177086	0.313121	0.325583	0.18421	0.0951235	0.00529333	48.9218	0.025863	0.640676	0.0461137	0.0719767	0.110114	0.0645961	0.384692	0.0197645	0.0923973	0.377879	0.0606705	22.2816
1450	-2753.87	-2741.74	-12.1351	0.390335	36.219	0.0869468	0.161881	0.0948982	0.102256	0.171182	0.110505	0.144909	0.128355	0.117099	0.345747	0.111451	0.0882872	0.054195	0.0937023	0.0817067	0.232176	0.230626	0.185794	0.18065	0.328382	0.31566	0.175308	0.144902	0.00527049	50.1336	0.0344297	0.720374	0.0886981	0.123128	0.141207	0.0623648	0.371404	0.0523099	0.0693259	0.393171	0.0514253	18.2478
1460	-2749.64	-2742.05	-7.5978	0.355172	35.6767	0.0867105	0.110402	0.16024	0.116722	0.094069	0.122824	0.0938957	0.0866044	0.127039	0.203872	0.0754613	0.0960798	0.0861884	0.103805	0.158221	0.0851264	0.132806	0.216896	0.178952	0.320354	0.342141	0.158553	0.127224	0.00534082	55.0801	0.0801863	0.152753	0.0144571	0.0946434	0.119831	0.0652513	0.338824	0.0613157	0.0725347	0.408268	0.0538055	19.5739
1470	-2766.85	-2748.84	-18.0101	0.698987	37.3439	0.0995817	0.0574078	0.0834904	0.116835	0.151268	0.0900436	0.0381409	0.0577203	0.127024	0.324011	0.160486	0.0922835	0.245041	0.0696321	0.0537977	0.352488	0.213437	0.0790611	0.192174	0.31342	0.319902	0.174504	0.116963	0.00509185	46.0862	0.0538299	0.483157	0.0503216	0.104151	0.133986	0.0640608	0.391667	0.0473487	0.094689	0.31527	0.0869644	18.8711
1480	-2751.66	-2740.24	-11.4181	0.470281	38.04	0.103707	0.0639492	0.167013	0.10038	0.127446	0.0986925	0.113528	0.098497	0.115559	0.338619	0.109057	0.19751	0.116843	0.172977	0.0617036	0.152922	0.106448	0.140121	0.187329	0.319776	0.318925	0.173971	0.159225	0.00497294	48.6627	0.059042	0.144616	0.00998196	0.069024	0.132498	0.0545017	0.394691	0.0541011	0.0899217	0.378688	0.0280963	17.5276
1490	-2756.77	-2745.87	-10.898	0.585491	36.7292	0.135328	0.105955	0.259178	0.0509551	0.054758	0.103359	0.0835142	0.0597514	0.129169	0.33354	0.134707	0.0911696	0.0815375	0.0926098	0.076726	0.102949	0.122549	0.0877636	0.167059	0.319438	0.34801	0.165494	0.154658	0.00522635	47.5514	0.0360531	0.608547	0.0560476	0.0921008	0.116973	0.0385449	0.374639	0.0502415	0.0982085	0.363101	0.0752659	20.1913
1500	-2750.54	-2741.94	-8.59951	0.392796	41.2229	0.0666999	0.0753133	0.0743148	0.122584	0.0887985	0.0797577	0.104498	0.0703915	0.161068	0.333741	0.0862539	0.0538207	0.0596422	0.0791382	0.0499092	0.05366	0.122148	0.0641776	0.174706	0.314934	0.3339	0.17646	0.0712526	0.00526394	48.3845	0.03251	0.314159	0.0148917	0.0474017	0.0969954	0.0611541	0.365067	0.0425766	0.0956994	0.399406	0.0360966	22.5817
1510	-2756.37	-2745.66	-10.7113	1.06357	33.9596	0.0294164	0.0298646	0.0316042	0.038772	0.0300019	0.047799	0.146639	0.0455068	0.131461	0.315354	0.0666349	0.0371447	0.022464	0.0246867	0.111365	0.0327648	0.142334	0.149538	0.185278	0.312317	0.338004	0.164401	0.0807459	0.00554769	47.0164	0.0574227	0.387037	0.0362579	0.0936805	0.0796307	0.0580095	0.363324	0.0309596	0.126301	0.387165	0.0342405	20.0926
1520	-2759.58	-2744.72	-14.8692	0.796506	35.7461	0.0683794	0.0432729	0.0962362	0.0370903	0.186898	0.126415	0.100652	0.0849672	0.122725	0.251382	0.049998	0.0182448	0.128289	0.0628182	0.044497	0.0544277	0.202768	0.0568487	0.163467	0.351207	0.309081	0.176244	0.12831	0.00555064	54.4505	0.0429815	0.443172	0.0342084	0.0771899	0.0964393	0.0432549	0.406763	0.0722713	0.0706602	0.372544	0.034507	21.0085
1530	-2767.9	-2743.03	-24.8702	0.94481	40.9354	0.111786	0.0130119	0.0736356	0.0221064	0.145412	0.187931	0.209761	0.0619425	0.144039	0.333305	0.102689	0.0343799	0.186449	0.119782	0.199104	0.0643956	0.168769	0.204451	0.19157	0.325722	0.319974	0.162734	0.237843	0.00506322	49.9178	0.0205424	0.293282	0.00852495	0.0290674	0.132386	0.0402792	0.380302	0.0724901	0.106608	0.368188	0.0321331	24.5729
1540	-2752.6	-2742.3	-10.2981	0.43101	40.0099	0.158672	0.0632062	0.161203	0.147692	0.121094	0.0820218	0.114362	0.0835155	0.142884	0.370288	0.127238	0.133639	0.0771237	0.0583718	0.0568105	0.0709866	0.139134	0.0880826	0.201686	0.32756	0.315514	0.155241	0.137938	0.00567183	46.8004	0.0518059	0.369968	0.0304215	0.0822274	0.122018	0.0819083	0.363174	0.0908728	0.0705897	0.344485	0.0489705	20.5136
1550	-2754.98	-2739.34	-15.6469	0.603636	37.7498	0.038535	0.147034	0.168122	0.0833022	0.304571	0.184146	0.108711	0.0713461	0.116477	0.254709	0.16174	0.0547478	0.0562388	0.0770465	0.101959	0.0767917	0.178035	0.32412	0.175242	0.328808	0.314902	0.181048	0.156918	0.00546675	48.5201	0.0537107	0.440817	0.0423413	0.0960521	0.139313	0.044201	0.386939	0.0518342	0.0752088	0.365031	0.0767869	18.3145
1560	-2762.9	-2744.05	-18.8545	0.829477	37.7206	0.0642144	0.0948937	0.0664384	0.27173	0.199659	0.121534	0.0641343	0.0765204	0.0947859	0.0813793	0.108386	0.212682	0.0507878	0.026187	0.0756392	0.054426	0.1049	1.12304	0.1734	0.344685	0.308629	0.173286	0.158553	0.00545594	48.4661	0.0464696	0.447367	0.0376181	0.0840878	0.16063	0.0621519	0.425967	0.0456899	0.0692534	0.33936	0.0575784	21.0689
1570	-2764.22	-2742.66	-21.556	0.567386	36.4464	0.0439546	0.0779854	0.230235	0.116754	0.413726	0.145136	0.182951	0.16361	0.140504	0.148141	0.115276	0.196158	0.095313	0.0974723	0.133288	0.0854696	0.162717	0.963867	0.175164	0.341578	0.320738	0.16252	0.169765	0.00530916	47.6981	0.0603397	0.299772	0.0258318	0.0861715	0.195142	0.0486886	0.359022	0.0565697	0.10905	0.358325	0.0683451	17.8801
1580	-2763.87	-2741.12	-22.7488	0.65067	35.1045	0.143854	0.0945352	0.155514	0.158431	0.741927	0.205162	0.129332	0.069092	0.113342	0.103394	0.128156	0.0641533	0.0934593	0.143341	0.104389	0.0731817	0.148714	0.674535	0.187559	0.326607	0.311814	0.17402	0.156465	0.0055186	51.1021	0.0748718	0.356508	0.0414805	0.116352	0.185806	0.0599539	0.397161	0.023884	0.081809	0.377075	0.0601161	19.355
1590	-2766.51	-2743.25	-23.256	0.972939	38.3115	0.0654722	0.020616	0.137247	0.0491175	0.211481	0.225534	0.130092	0.0504861	0.134393	0.30091	0.0204594	0.226615	0.0704411	0.111754	0.065065	0.0303481	0.18513	0.273262	0.185283	0.304932	0.336013	0.173772	0.217154	0.0055832	45.3249	0.0809232	0.371616	0.0478566	0.12878	0.128246	0.0569371	0.386091	0.024073	0.0903252	0.377994	0.0645798	20.1241
1600	-2752.37	-2739.8	-12.5669	0.569265	36.1153	0.0977971	0.0874814	0.222741	0.0899565	0.10298	0.143939	0.118238	0.0830948	0.112318	0.381228	0.0917146	0.135802	0.0537758	0.0843125	0.0573692	0.108102	0.165497	0.187098	0.174685	0.339174	0.322309	0.163833	0.124206	0.00493805	47.2128	0.0256408	0.54192	0.0303337	0.0559744	0.12908	0.0304146	0.395358	0.055476	0.0789782	0.373643	0.0661299	18.5153
1610	-2770.92	-2750.71	-20.2134	0.761043	45.579	0.0743488	0.194569	0.146627	0.0762163	0.0991227	0.0956783	0.112148	0.15891	0.125309	0.290164	0.169461	0.0840377	0.119356	0.0378768	0.0491757	0.15167	0.0810273	0.294829	0.162617	0.337073	0.339803	0.160507	0.170906	0.00500222	52.4464	0.070877	0.36003	0.0398735	0.11075	0.13114	0.0738877	0.395391	0.075584	0.103147	0.303959	0.0480317	18.2328
1620	-2753.5	-2741.59	-11.9113	0.706985	43.1184	0.0760251	0.020166	0.0604659	0.0354424	0.130829	0.104254	0.163022	0.106559	0.129967	0.34858	0.0772431	0.0877656	0.0464883	0.0374866	0.0791098	0.0655849	0.158035	0.029444	0.170525	0.335399	0.325628	0.168448	0.10875	0.00529969	49.8972	0.0422715	0.14527	0.00718445	0.0494559	0.0975815	0.0324551	0.360841	0.0820123	0.0759262	0.417792	0.0309736	19.9979
1630	-2758.52	-2746.9	-11.6152	0.53724	35.5668	0.0672442	0.0936694	0.174595	0.172899	0.0914875	0.0446104	0.12523	0.0535708	0.103805	0.236417	0.0533295	0.168172	0.0536752	0.0869194	0.104548	0.0574422	0.213129	0.0797585	0.164547	0.341364	0.315778	0.178311	0.0905608	0.00567669	51.459	0.025701	0.543619	0.0306137	0.0563147	0.110028	0.0789795	0.357991	0.0340427	0.0745427	0.414492	0.0399526	18.8185
1640	-2758.51	-2743	-15.5176	1.04429	39.4161	0.0194373	0.041712	0.101448	0.0659494	0.0356303	0.0583541	0.0784979	0.0422715	0.157465	0.354499	0.0187088	0.110754	0.0677884	0.0318397	0.0335095	0.035292	0.164178	0.293331	0.174396	0.333429	0.310662	0.181514	0.0955418	0.00524712	47.0326	0.0150985	0.529409	0.0169856	0.0320841	0.095037	0.0574624	0.418443	0.0328169	0.0620076	0.366232	0.0630381	22.9434
1650	-2762.31	-2741.01	-21.3043	0.688037	40.1189	0.092558	0.0222368	0.151925	0.11726	0.297014	0.0813575	0.125281	0.120568	0.129917	0.262281	0.106594	0.20305	0.0591512	0.117915	0.0356346	0.178058	0.129997	0.0851908	0.183121	0.323839	0.330675	0.162365	0.108802	0.00535792	56.7139	0.0604489	0.280008	0.0235088	0.0839577	0.128666	0.0616939	0.405209	0.050488	0.0606262	0.362905	0.0590787	19.7626
1660	-2753.42	-2742.85	-10.5673	0.534313	43.1087	0.128565	0.0602912	0.0741186	0.0892287	0.171533	0.113503	0.070296	0.107045	0.120102	0.356638	0.0660458	0.105435	0.0613247	0.137463	0.0556922	0.146695	0.0674289	0.189501	0.199745	0.313444	0.320972	0.165839	0.13663	0.00537591	47.5446	0.0271601	0.759555	0.0857978	0.112958	0.117828	0.0572224	0.41776	0.0468287	0.0562321	0.36716	0.0547968	19.4385
1670	-2755.94	-2741.67	-14.2703	0.525729	36.0411	0.148416	0.0543921	0.139081	0.0998233	0.264554	0.151826	0.172281	0.0616513	0.140126	0.256967	0.134523	0.105961	0.212196	0.110004	0.117343	0.09827	0.199388	0.279448	0.180436	0.334436	0.327359	0.157768	0.150611	0.00533464	50.5893	0.041337	0.77201	0.139974	0.181311	0.152569	0.0311171	0.382526	0.0427926	0.0652693	0.42812	0.0501752	19.5588
1680	-2762.7	-2741.12	-21.5827	0.53012	41.9524	0.125996	0.0830227	0.164956	0.085315	0.127933	0.143395	0.212256	0.0423169	0.0795107	0.231151	0.178699	0.131177	0.163157	0.193	0.0656757	0.0540813	0.200622	0.300532	0.185986	0.322586	0.311411	0.180017	0.184457	0.00625652	50.461	0.0602668	0.575339	0.0816508	0.141918	0.143489	0.0427664	0.416245	0.0503113	0.0799017	0.351785	0.058991	20.7403
1690	-2761.27	-2746.96	-14.3102	0.49664	44.5896	0.127434	0.0643146	0.149425	0.118553	0.223961	0.118673	0.199036	0.115798	0.124629	0.272756	0.177092	0.186354	0.172466	0.164137	0.199747	0.0745722	0.111228	0.39813	0.186211	0.333065	0.317519	0.163205	0.172536	0.00530396	47.6674	0.0569349	0.208073	0.0149592	0.071894	0.166572	0.129559	0.339709	0.0424456	0.100062	0.347289	0.040935	19.3384
1700	-2755.33	-2745.8	-9.53627	0.457362	47.0401	0.101385	0.109557	0.079908	0.0867888	0.217902	0.159829	0.111685	0.0631369	0.104938	0.309941	0.0913005	0.112321	0.17028	0.0885784	0.0770527	0.124961	0.14561	0.13008	0.179009	0.336422	0.310342	0.174227	0.128998	0.00562698	50.1886	0.0153422	0.68832	0.0338822	0.0492244	0.126959	0.0951463	0.354986	0.0219534	0.0734846	0.421212	0.033217	22.8579
1710	-2771.64	-2745.69	-25.9513	0.669239	38.2832	0.136418	0.144762	0.118165	0.249524	0.273621	0.140278	0.12575	0.0568474	0.158047	0.407904	0.113471	0.395385	0.381419	0.108442	0.0536822	0.0341021	0.181305	0.148129	0.19275	0.313198	0.316415	0.177636	0.288176	0.00540896	45.8722	0.0467764	0.570437	0.0621165	0.108893	0.179292	0.0972068	0.396592	0.0421471	0.0987213	0.34083	0.0245024	23.5435
1720	-2756.69	-2742.68	-14.0148	0.446419	43.5635	0.0780137	0.133504	0.063857	0.219536	0.125961	0.295423	0.143702	0.104735	0.0839539	0.312389	0.0553799	0.0815948	0.0954783	0.0695751	0.0927577	0.135483	0.134043	0.127997	0.177919	0.335838	0.314689	0.171553	0.12084	0.00587867	51.9424	0.0113296	0.78529	0.0414373	0.0527668	0.130744	0.070969	0.354265	0.0223289	0.0720748	0.414707	0.0656547	17.2841
1730	-2758.23	-2744.92	-13.3029	0.314531	35.3115	0.171224	0.10354	0.163197	0.114883	0.17844	0.0976295	0.135529	0.117296	0.10933	0.303334	0.0858053	0.200738	0.263076	0.166149	0.153371	0.148996	0.257408	0.0988497	0.190998	0.33258	0.311636	0.164786	0.13445	0.00535375	52.7811	0.0487236	0.461845	0.0418147	0.0905383	0.159377	0.0504212	0.399476	0.0549498	0.0512067	0.3973	0.0466455	18.7694
1740	-2760.64	-2743.4	-17.2403	0.372635	39.8121	0.168063	0.161455	0.211589	0.150926	0.133162	0.11744	0.109208	0.122058	0.152856	0.319589	0.177549	0.132169	0.259572	0.0741874	0.0833594	0.0606377	0.278174	0.100258	0.17336	0.318957	0.341176	0.166506	0.133977	0.00497791	51.4368	0.0461481	0.102168	0.00525137	0.0513995	0.156236	0.0670001	0.394164	0.0677708	0.0593409	0.372287	0.0394378	23.7977
1750	-2760.53	-2745.77	-14.7592	0.617288	34.1157	0.0606433	0.0791513	0.102096	0.0509708	0.339183	0.0814097	0.150249	0.149501	0.132705	0.296782	0.0361326	0.0744335	0.0837809	0.0505051	0.0688266	0.0993812	0.151126	0.311594	0.1899	0.323305	0.306802	0.179994	0.122116	0.00547603	46.3127	0.0224245	0.804605	0.0923405	0.114765	0.128804	0.0448705	0.426927	0.0780906	0.0492608	0.368112	0.0327386	19.5573
1760	-2748.43	-2743.61	-4.81207	0.287555	47.6872	0.101928	0.0941189	0.152393	0.11971	0.167614	0.165853	0.123673	0.0981784	0.0930979	0.264472	0.148885	0.0701571	0.0974925	0.112658	0.125549	0.0972812	0.128859	0.144228	0.163546	0.339717	0.307519	0.189219	0.12883	0.00574235	52.3683	0.0292661	0.568431	0.0385471	0.0678132	0.128119	0.0808777	0.406019	0.0483276	0.0573307	0.34598	0.0614654	19.7005
1770	-2756.82	-2746.31	-10.5076	0.475883	34.3034	0.078228	0.125191	0.112525	0.068256	0.135879	0.0844303	0.120892	0.108325	0.122498	0.221533	0.158005	0.0876767	0.119024	0.0990615	0.132896	0.117252	0.190146	0.322045	0.163302	0.350034	0.300374	0.18629	0.158705	0.00579181	45.4458	0.0364205	0.68496	0.0791855	0.115606	0.133548	0.0847444	0.400216	0.050638	0.0600716	0.339926	0.064404	18.3228
1780	-2758.39	-2739.96	-18.4304	0.468754	43.7635	0.0714796	0.0679714	0.367758	0.252936	0.188289	0.0455508	0.208047	0.0897488	0.124488	0.344631	0.0470472	0.101874	0.0822782	0.211106	0.0867445	0.105445	0.150102	0.136495	0.182803	0.307016	0.34573	0.164451	0.134415	0.00513883	49.6874	0.0215654	0.595742	0.0317802	0.0533456	0.149	0.0778902	0.367847	0.0221727	0.0737876	0.399108	0.0591949	17.8567
