Iteration	Posterior	Likelihood	Prior	ucln_sigma	tmrca_UrsidaePinn	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	ucln_mean	base_rate	root_time	diversification	turnover	death_rate	birth_rate	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	tmrca_Ursidae
3860	-2759.21	-2741.42	-17.7848	0.583453	35.414	0.0327629	0.0566946	0.0971173	0.0225217	0.082357	0.065303	0.0727711	0.0471701	0.159871	0.271037	0.0557583	0.0628685	0.0821956	0.0296641	0.0270679	0.1394	0.355046	0.0406181	0.1858	0.319358	0.323967	0.170876	0.0652155	0.00576823	52.1469	0.0179547	0.828963	0.0870212	0.104976	0.0944569	0.0595407	0.400655	0.0523799	0.0732583	0.350145	0.0640209	25.48
3870	-2758.41	-2744.79	-13.6128	0.795145	34.3632	0.0355115	0.200436	0.0969882	0.0421503	0.0803054	0.0329396	0.0865709	0.0659135	0.15453	0.390122	0.0411934	0.0347575	0.0478697	0.0988475	0.0923493	0.0812677	0.255897	0.0936801	0.186175	0.330381	0.334585	0.148858	0.110848	0.0053591	46.0194	0.05311	0.455289	0.0443912	0.0975011	0.107296	0.0319912	0.348037	0.0455009	0.0636374	0.446509	0.0643242	21.5854
3880	-2765.37	-2750.16	-15.2136	0.828231	39.8477	0.0388658	0.138989	0.157231	0.163927	0.0584707	0.0862	0.101963	0.103571	0.135809	0.312353	0.0819648	0.0374661	0.0162782	0.0733359	0.0978094	0.0561644	0.170797	0.117871	0.158488	0.341621	0.345968	0.153923	0.133279	0.00536477	48.2815	0.0618931	0.359887	0.0347979	0.096691	0.108281	0.0683535	0.452337	0.0241536	0.0817973	0.299471	0.0738882	19.8825
3890	-2769.6	-2747.43	-22.1731	0.547927	34.6874	0.0295592	0.236861	0.21329	0.125012	0.238801	0.134395	0.111065	0.0883558	0.137778	0.310814	0.334758	0.139351	0.0849868	0.0728794	0.151432	0.110609	0.132356	0.092767	0.185826	0.303109	0.359035	0.152031	0.184126	0.00510571	57.9794	0.0465809	0.451511	0.038345	0.0849258	0.152504	0.0668378	0.337957	0.0841466	0.054448	0.390566	0.0660447	16.6919
3900	-2768.93	-2749.92	-19.0085	0.635138	50.1345	0.0780017	0.0703905	0.326618	0.0988347	0.271306	0.239777	0.135659	0.0881577	0.0628751	0.275745	0.133369	0.0822604	0.136869	0.145663	0.0345917	0.113739	0.123887	0.230248	0.17216	0.339453	0.343103	0.145284	0.198205	0.00551883	51.3223	0.0388404	0.364056	0.0222348	0.0610753	0.147111	0.0766071	0.347498	0.0842087	0.0530798	0.370576	0.0680311	18.9257
3910	-2762.3	-2745.63	-16.6707	0.595614	38.4025	0.0761529	0.180378	0.300786	0.320659	0.123331	0.0980456	0.0555407	0.0778026	0.119039	0.398688	0.0691278	0.0890009	0.0619369	0.184178	0.0406133	0.0976078	0.207441	0.0766441	0.186012	0.343202	0.313811	0.156974	0.148186	0.00513785	49.3017	0.0402824	0.298364	0.0171297	0.0574121	0.143165	0.0670966	0.304357	0.0517159	0.0842599	0.432985	0.0595852	20.6444
3920	-2750.58	-2739.79	-10.7869	0.564107	34.0668	0.087934	0.0828702	0.185575	0.20368	0.189151	0.0799063	0.169692	0.122641	0.137613	0.33123	0.0647525	0.080102	0.0639798	0.138545	0.146544	0.0768388	0.132344	0.0871313	0.179093	0.333349	0.300243	0.187315	0.140258	0.00555743	48.8815	0.0527438	0.495654	0.0518349	0.104579	0.132252	0.0669462	0.374736	0.0623937	0.084071	0.352401	0.0594516	17.1153
3930	-2747.13	-2742.11	-5.01251	0.50702	40.6814	0.0438833	0.070233	0.0851687	0.0479366	0.0947097	0.121189	0.0910201	0.101074	0.0779648	0.349179	0.050473	0.0911448	0.0721358	0.0548793	0.0683121	0.0735965	0.111241	0.0564849	0.178516	0.307606	0.330274	0.183604	0.0912763	0.00576188	48.0173	0.0258987	0.552339	0.0319548	0.0578535	0.092257	0.0612143	0.385306	0.0570516	0.0927823	0.333174	0.0704715	18.1882
3940	-2767.29	-2750.08	-17.2146	0.938381	41.9398	0.0385361	0.0564189	0.107271	0.12353	0.0475091	0.104768	0.118006	0.076694	0.13162	0.360206	0.263927	0.0377285	0.086366	0.111598	0.108168	0.0393905	0.183025	0.13778	0.206572	0.3092	0.323734	0.160493	0.168415	0.00538906	47.5311	0.0279354	0.60798	0.0433246	0.07126	0.118475	0.085377	0.380728	0.00880728	0.0752173	0.339511	0.11036	24.6543
3950	-2750.71	-2741.58	-9.12966	0.537964	37.5086	0.0491519	0.0506539	0.099729	0.135672	0.0877028	0.0873937	0.112078	0.0697464	0.12829	0.310423	0.0542289	0.18115	0.164865	0.0798455	0.070437	0.0739245	0.13601	0.134188	0.184803	0.32676	0.31883	0.169608	0.103887	0.00551513	46.0545	0.0339353	0.539005	0.0396778	0.0736131	0.112527	0.0783665	0.365597	0.10285	0.0513259	0.349927	0.0519341	19.484
3960	-2756.21	-2742.41	-13.8027	0.664026	49.268	0.0756423	0.0569744	0.123888	0.112419	0.0571458	0.0560347	0.158758	0.158448	0.0985515	0.327771	0.046597	0.0546088	0.148989	0.0296853	0.190501	0.10596	0.0865412	0.0758964	0.178725	0.330524	0.32318	0.167571	0.157318	0.0052068	50.0942	0.0356292	0.319659	0.0167404	0.0523696	0.109134	0.0680096	0.386967	0.0812083	0.0548581	0.356106	0.0528511	16.6617
3970	-2755.25	-2745.21	-10.042	0.422851	35.2342	0.141836	0.133315	0.115515	0.0750016	0.0733474	0.06739	0.0851167	0.0633602	0.134902	0.350735	0.0882275	0.0520571	0.0974498	0.155528	0.0588157	0.099457	0.248099	0.103094	0.166812	0.331222	0.339084	0.162883	0.109004	0.00537582	49.6535	0.0208689	0.50878	0.0216149	0.0424838	0.119069	0.0732082	0.342477	0.0310822	0.0877155	0.434709	0.030808	22.5017
3980	-2760.53	-2751.21	-9.32308	0.301743	39.2974	0.143291	0.134176	0.123741	0.158724	0.167083	0.169386	0.230825	0.135164	0.139726	0.260632	0.262738	0.168266	0.240148	0.112981	0.283788	0.125773	0.190916	0.17354	0.190255	0.331373	0.321947	0.156425	0.176765	0.00528338	51.5937	0.0409707	0.695928	0.0937694	0.13474	0.178939	0.0524625	0.411606	0.0222741	0.106997	0.325913	0.0807473	20.5857
3990	-2745.47	-2748.49	3.02021	0.126318	34.5725	0.164933	0.172365	0.150169	0.120827	0.15365	0.175811	0.174805	0.138309	0.150276	0.226533	0.16496	0.137872	0.145357	0.170878	0.202784	0.16948	0.185609	0.17289	0.179847	0.324437	0.333973	0.161742	0.172992	0.00523653	51.7924	0.0196916	0.633361	0.0340169	0.0537085	0.165417	0.0400635	0.351534	0.0614672	0.097164	0.378524	0.0712476	17.6484
4000	-2748.67	-2754.18	5.50584	0.106683	37.5787	0.153432	0.182778	0.195868	0.167725	0.209774	0.205251	0.164933	0.157388	0.172283	0.194761	0.151098	0.192106	0.159882	0.161855	0.139278	0.186603	0.182064	0.187403	0.196983	0.334688	0.303998	0.164331	0.177984	0.00512309	54.5498	0.0224439	0.381516	0.0138446	0.0362885	0.175804	0.0794121	0.327996	0.0239169	0.0632068	0.422146	0.0833223	15.6167
4010	-2747.73	-2747.58	-0.15627	0.251395	34.7995	0.159232	0.155329	0.112934	0.148738	0.206041	0.158792	0.160654	0.133405	0.162794	0.242921	0.148409	0.144802	0.141805	0.157855	0.202051	0.157215	0.161946	0.165871	0.177313	0.332842	0.33147	0.158375	0.169046	0.0054319	51.8032	0.0257445	0.764563	0.0836033	0.109348	0.162266	0.0784889	0.369352	0.0421034	0.0711762	0.358436	0.0804439	16.5748
4020	-2753.04	-2739.21	-13.8342	0.338415	38.1519	0.133822	0.233666	0.200354	0.157366	0.23083	0.150898	0.17581	0.144244	0.15399	0.210409	0.0997757	0.125785	0.109031	0.126661	0.125742	0.110235	0.168063	0.457096	0.183886	0.335429	0.311622	0.169063	0.150378	0.00525929	53.3557	0.0526955	0.277934	0.0202833	0.0729788	0.172988	0.0586425	0.353586	0.0513188	0.0867549	0.39161	0.0580877	18.1383
4030	-2759.49	-2743.13	-16.3603	0.475036	36.0516	0.0787511	0.269473	0.133065	0.096433	0.440879	0.0856684	0.207389	0.103244	0.129928	0.405091	0.0937653	0.0911662	0.179423	0.111051	0.0932046	0.0684972	0.14178	0.0741065	0.191125	0.3134	0.335971	0.159504	0.15668	0.00573743	46.6066	0.0254682	0.611377	0.0400663	0.0655345	0.155717	0.0505573	0.374875	0.0642225	0.0747938	0.366156	0.0693959	17.8637
4040	-2761.64	-2744.38	-17.2544	0.699425	42.1318	0.0498728	0.0339861	0.121441	0.132306	0.13391	0.153396	0.131163	0.109768	0.150673	0.240833	0.0556073	0.0969856	0.0431932	0.0656047	0.157031	0.0478959	0.120075	0.516978	0.180453	0.325328	0.348758	0.145461	0.14275	0.00539688	49.9219	0.0100302	0.906777	0.0975635	0.107594	0.131151	0.0512011	0.331356	0.0501511	0.0623577	0.438143	0.0667912	18.0949
4050	-2764.01	-2744.08	-19.9298	0.766969	34.7909	0.0598874	0.0969827	0.119662	0.12816	0.162678	0.195302	0.194862	0.0846446	0.173226	0.297494	0.163359	0.0535219	0.123648	0.0744301	0.036471	0.0369951	0.109353	0.15888	0.19196	0.316283	0.323131	0.168625	0.187602	0.00534803	58.1979	0.029349	0.633639	0.0507606	0.0801096	0.126086	0.0441962	0.387315	0.0386016	0.063374	0.404804	0.061709	20.323
4060	-2752.91	-2743.1	-9.81131	0.832214	42.8054	0.0554572	0.0717376	0.0476137	0.0409452	0.116277	0.0884033	0.131533	0.0651944	0.0677758	0.274957	0.0582669	0.0371378	0.0443217	0.0320481	0.0716675	0.0635303	0.0896591	0.103185	0.186466	0.32922	0.320515	0.163799	0.0949066	0.00602073	47.2322	0.0611714	0.269658	0.0225858	0.0837572	0.081095	0.0485166	0.340979	0.0505429	0.0826439	0.412464	0.0648531	16.9064
4070	-2753.45	-2739.49	-13.9623	0.588207	39.1324	0.101964	0.176802	0.250899	0.106276	0.0905639	0.0735854	0.0826826	0.0821801	0.128427	0.31101	0.107373	0.0980868	0.0407654	0.0827948	0.0372361	0.0809287	0.134246	0.160769	0.171956	0.315623	0.329645	0.182776	0.112598	0.00587338	51.1088	0.049077	0.138782	0.00790858	0.0569855	0.119255	0.061693	0.427304	0.0415054	0.0675705	0.348903	0.0530246	21.0588
4080	-2763.64	-2743.11	-20.5227	0.705541	35.0516	0.0848958	0.260826	0.0959769	0.0356974	0.256083	0.141031	0.127721	0.121014	0.135371	0.356598	0.225913	0.0703966	0.211446	0.0959822	0.100634	0.119878	0.218147	0.0961602	0.186069	0.316267	0.32191	0.175755	0.203287	0.00504227	49.675	0.0317383	0.777606	0.110974	0.142712	0.152987	0.0926129	0.366376	0.0634786	0.0737931	0.366034	0.0377055	20.1538
4090	-2767.82	-2750.06	-17.7634	0.69375	35.3988	0.0391946	0.0719872	0.155476	0.118771	0.104098	0.0991809	0.173224	0.0944991	0.169881	0.249843	0.0443238	0.163616	0.0605209	0.0685149	0.0505795	0.0200555	0.325724	0.363085	0.169565	0.330505	0.348791	0.151139	0.118072	0.00524157	47.823	0.0389182	0.352854	0.0212199	0.0601381	0.13181	0.0928753	0.354589	0.0299926	0.050976	0.430412	0.0411552	21.7834
4100	-2761.9	-2748.14	-13.7626	1.02823	48.4919	0.0525702	0.0563145	0.0537473	0.181749	0.215145	0.0743722	0.0728951	0.0756992	0.0960647	0.316509	0.0181053	0.0347995	0.0506383	0.00824191	0.0323362	0.0145964	0.134809	0.0319243	0.204369	0.316653	0.334173	0.144805	0.0994051	0.0055507	49.9385	0.0359111	0.695507	0.0820262	0.117937	0.0844732	0.0989099	0.321757	0.0467786	0.0600301	0.420624	0.0519008	21.0061
4110	-2767.71	-2751.74	-15.9681	0.742142	41.8865	0.0882568	0.0387848	0.0633137	0.114865	0.0439392	0.0335376	0.123758	0.0628861	0.101897	0.3403	0.0555888	0.0649447	0.0347931	0.0512216	0.180171	0.0505855	0.22488	0.167715	0.178412	0.341059	0.322195	0.158334	0.0702596	0.00549667	49.8507	0.0512271	0.127854	0.00750976	0.0587369	0.102302	0.123053	0.311316	0.0978356	0.0796838	0.310808	0.0773036	27.1023
4120	-2766.17	-2755.91	-10.254	0.832584	40.7766	0.080231	0.0196213	0.127467	0.0489403	0.00852904	0.0199955	0.0593306	0.0532697	0.137842	0.319534	0.102399	0.0492418	0.0198619	0.0380608	0.0185665	0.100878	0.0499677	0.0634007	0.199709	0.298612	0.323033	0.178646	0.0831552	0.00570245	44.4229	0.0487142	0.295575	0.0204404	0.0691546	0.0731742	0.0714685	0.34691	0.0246964	0.107539	0.402651	0.046736	17.5713
4130	-2762.61	-2744.62	-17.9901	0.456698	35.9345	0.129283	0.180314	0.158589	0.0778451	0.226846	0.330065	0.273142	0.0804594	0.173069	0.377681	0.146662	0.147499	0.185324	0.128103	0.10996	0.0729138	0.123976	0.100352	0.182177	0.314017	0.339698	0.164108	0.13743	0.00511176	51.4369	0.0572836	0.390633	0.0367215	0.0940051	0.167894	0.0769337	0.322459	0.0494135	0.0960015	0.404883	0.0503099	19.9541
4140	-2752.93	-2746.74	-6.19214	0.356082	33.9146	0.108641	0.139719	0.140805	0.0796723	0.115956	0.0684411	0.141361	0.0982587	0.112004	0.283185	0.111262	0.14121	0.136495	0.130985	0.120072	0.0752478	0.181497	0.0944644	0.200228	0.33627	0.299745	0.163757	0.150062	0.00533091	50.9054	0.0508079	0.307981	0.0226119	0.0734198	0.126627	0.0593062	0.377129	0.0725485	0.0740051	0.326481	0.0905305	16.6277
4150	-2757.23	-2747.69	-9.53941	0.495658	50.3078	0.0680455	0.0487226	0.148236	0.0510653	0.0838905	0.088017	0.0488949	0.111446	0.107457	0.274108	0.10723	0.126487	0.0568119	0.0402579	0.105752	0.106766	0.0932519	0.111238	0.176506	0.296429	0.361138	0.165928	0.0947933	0.00580578	52.3494	0.0440144	0.540684	0.0518115	0.095826	0.09876	0.0592261	0.361001	0.0724504	0.0739051	0.3607	0.0727176	22.5459
4160	-2761.02	-2745.61	-15.4167	0.709017	45.4913	0.0369973	0.107939	0.0530185	0.0991486	0.181922	0.0728032	0.0760852	0.057136	0.13705	0.415744	0.0635687	0.147466	0.0834967	0.0567046	0.100096	0.176899	0.137791	0.0428252	0.189495	0.318243	0.332188	0.160074	0.123828	0.00504508	51.599	0.0228644	0.673627	0.0471917	0.0700561	0.113705	0.0537245	0.38185	0.0226432	0.075584	0.368894	0.097304	20.4407
4170	-2765.86	-2749.8	-16.0594	0.938473	37.9725	0.0856542	0.0382073	0.0401671	0.0662746	0.0372273	0.089206	0.0622083	0.0616393	0.153382	0.412458	0.0926354	0.0314468	0.14518	0.0272241	0.04304	0.145364	0.135439	0.0131112	0.17772	0.294762	0.345625	0.181893	0.113868	0.00518644	45.1694	0.00823242	0.772327	0.0279265	0.0361589	0.0933258	0.0502918	0.357452	0.0290189	0.126826	0.345324	0.0910869	24.4918
4180	-2765.85	-2748.71	-17.144	1.03794	37.4242	0.0352468	0.0143455	0.135443	0.182997	0.0651413	0.046038	0.0768366	0.126007	0.121279	0.383392	0.00830585	0.0197626	0.0225693	0.0296773	0.0653797	0.104072	0.082088	0.0278141	0.181609	0.323724	0.347375	0.147293	0.0758388	0.00578828	54.0729	0.0183402	0.486975	0.0174089	0.0357491	0.0859108	0.0708141	0.373214	0.0320779	0.0533915	0.3951	0.0754031	18.8702
4190	-2757.89	-2739.08	-18.8134	1.0063	41.8295	0.0416108	0.0197994	0.0490126	0.17163	0.325763	0.0746967	0.11862	0.0951361	0.140656	0.340737	0.0146559	0.0152218	0.0267304	0.0393405	0.0196419	0.100585	0.123165	0.359257	0.180948	0.337298	0.326225	0.155529	0.145659	0.00540567	49.3283	0.0355652	0.236223	0.0109997	0.0465649	0.115348	0.0811796	0.372362	0.0549321	0.0659482	0.367581	0.0579964	20.8941
4200	-2762.21	-2739.91	-22.308	0.783855	44.6532	0.151106	0.0455746	0.326171	0.0332298	0.0775094	0.163729	0.273386	0.0763431	0.0972487	0.325286	0.207292	0.337871	0.04821	0.0434181	0.253072	0.050041	0.169875	0.0780789	0.181681	0.331247	0.330912	0.15616	0.154746	0.00529423	47.3799	0.074038	0.392256	0.0477863	0.121824	0.153191	0.087529	0.337205	0.0421765	0.0597217	0.413651	0.059717	21.4764
4210	-2759.1	-2743.24	-15.8592	0.385717	41.7448	0.0609506	0.0450107	0.182144	0.0659072	0.0992916	0.245838	0.21568	0.0825408	0.088251	0.372214	0.0810334	0.110114	0.119047	0.165047	0.0921626	0.0729578	0.112788	0.218396	0.180218	0.353362	0.304255	0.162165	0.12883	0.00560366	47.3848	0.0581321	0.272023	0.0217222	0.0798543	0.134965	0.0471271	0.492129	0.0422037	0.0655329	0.289946	0.0630606	18.8305
4220	-2772.1	-2746.26	-25.842	1.03867	37.5184	0.114132	0.071643	0.480977	0.376635	0.683995	0.089946	0.0872755	0.0976163	0.117326	0.295801	0.055254	0.0628679	0.0666533	0.0996599	0.0679591	0.111556	0.105588	0.0812626	0.177423	0.364307	0.302848	0.155422	0.183018	0.00545608	51.7366	0.0484912	0.797223	0.190644	0.239135	0.170341	0.0472421	0.399642	0.0472152	0.0631692	0.381945	0.0607861	19.8524
4230	-2755.84	-2746.6	-9.23712	0.366073	37.5371	0.117235	0.095795	0.177505	0.109671	0.190274	0.152265	0.11867	0.076072	0.101676	0.286323	0.0614064	0.12872	0.127386	0.0938177	0.0681075	0.154133	0.156562	0.130294	0.180802	0.342863	0.297795	0.178539	0.113908	0.0055858	48.711	0.0501246	0.660521	0.097527	0.147652	0.130328	0.0328298	0.387051	0.0247268	0.0995214	0.402838	0.053033	18.277
4240	-2763.25	-2748.33	-14.923	0.431725	41.2299	0.12285	0.137674	0.128619	0.0724678	0.273311	0.0775979	0.0838283	0.0773633	0.146549	0.350974	0.0889896	0.244602	0.118727	0.139608	0.0491964	0.0924362	0.145054	0.153253	0.18627	0.333306	0.311966	0.168458	0.119641	0.00551301	49.7251	0.0257578	0.184732	0.00583646	0.0315943	0.139061	0.0321619	0.406588	0.0259749	0.0630967	0.416469	0.0557098	18.6943
4250	-2753.39	-2738.27	-15.1135	0.52299	47.0735	0.0513877	0.271615	0.0885486	0.0834475	0.0935919	0.0421652	0.11002	0.0848005	0.11254	0.388567	0.0527619	0.122864	0.062543	0.0306727	0.047889	0.19483	0.1263	0.098388	0.186653	0.32151	0.323033	0.168804	0.0832326	0.00533118	47.7761	0.0383407	0.623122	0.0633917	0.101732	0.114607	0.0606161	0.358727	0.0492084	0.0708328	0.398076	0.0625403	20.938
4260	-2760.08	-2743.07	-17.0118	0.854939	40.3293	0.0366379	0.049063	0.0709363	0.0457012	0.0784927	0.0172531	0.160621	0.0912316	0.150825	0.43697	0.0960057	0.121011	0.055975	0.107848	0.0346394	0.0761024	0.123153	0.057065	0.19485	0.31242	0.343125	0.149605	0.151699	0.00528066	46.1643	0.0281512	0.0262712	0.000759518	0.0289107	0.10053	0.0703925	0.37531	0.0560275	0.0739228	0.35314	0.0712068	20.8254
4270	-2754.61	-2744.75	-9.8543	0.432259	36.6368	0.0637628	0.0562545	0.153126	0.0987497	0.0573341	0.0747503	0.122549	0.0979097	0.195324	0.354165	0.0584488	0.0665484	0.0732767	0.0593893	0.0754641	0.102722	0.0942996	0.145168	0.200032	0.309998	0.323934	0.166036	0.107504	0.00524276	46.254	0.00995003	0.891932	0.0821217	0.0920717	0.108291	0.068781	0.402421	0.0469422	0.082122	0.363707	0.0360274	16.8336
4280	-2760.29	-2742.38	-17.9021	0.663282	34.1218	0.0779146	0.0450003	0.158532	0.0275853	0.0547333	0.0655858	0.123058	0.130997	0.1423	0.29503	0.106018	0.0713965	0.0283647	0.15882	0.0756971	0.150558	0.228839	0.356827	0.173373	0.315378	0.343553	0.167695	0.110838	0.00543159	45.1093	0.0537977	0.340338	0.0277557	0.0815534	0.127625	0.0482769	0.346297	0.0459113	0.101321	0.414397	0.0437975	20.8003
4290	-2766.67	-2747.98	-18.688	0.777747	48.1562	0.0229196	0.0150109	0.403335	0.0380287	0.192508	0.0571494	0.0403182	0.0713211	0.12711	0.346397	0.0756987	0.0211774	0.080269	0.0638883	0.0404541	0.0378485	0.0784525	0.0677653	0.166837	0.327183	0.344607	0.161372	0.131867	0.00568612	51.5971	0.0652172	0.182696	0.0145784	0.0797955	0.0988695	0.0508354	0.356838	0.0716991	0.100866	0.376161	0.0436008	22.6166
4300	-2752.25	-2742.41	-9.83897	0.490906	39.6021	0.045967	0.0576149	0.040093	0.0736138	0.0857832	0.10536	0.110367	0.0864788	0.179069	0.330205	0.0910228	0.0206333	0.054439	0.0524899	0.0540093	0.0999476	0.105495	0.0734626	0.17708	0.325557	0.330844	0.166519	0.0985297	0.00558098	45.6921	0.0254853	0.406129	0.0174286	0.0429139	0.0925584	0.0446677	0.369188	0.0638744	0.088628	0.365193	0.0684496	21.5672
4310	-2754.74	-2741.51	-13.2267	0.523266	42.0402	0.0697542	0.071723	0.0602153	0.118852	0.173838	0.0825297	0.141688	0.0639231	0.127757	0.389529	0.107516	0.0964583	0.155444	0.106395	0.0428034	0.0764224	0.133469	0.0937201	0.170808	0.343321	0.320942	0.164928	0.136989	0.00572849	46.9005	0.0694066	0.613612	0.110223	0.179629	0.117335	0.0627729	0.331751	0.0654951	0.0796409	0.405743	0.054597	19.3028
4320	-2752.48	-2745.1	-7.37563	0.628264	43.36	0.0504124	0.046181	0.0707251	0.0649014	0.0312606	0.099176	0.112443	0.0790515	0.104129	0.366412	0.0884478	0.0795122	0.0528193	0.0610301	0.0975949	0.101348	0.0895535	0.0781628	0.170862	0.330598	0.311778	0.186761	0.114104	0.005463	48.128	0.0522511	0.192673	0.01247	0.0647211	0.0929534	0.113501	0.431606	0.0321309	0.0856799	0.262428	0.0746543	21.1524
4330	-2754.49	-2745.29	-9.20307	0.564863	36.695	0.0656575	0.0731176	0.10605	0.056995	0.072323	0.0677356	0.149626	0.0538753	0.157567	0.310424	0.162032	0.141481	0.0545801	0.0501426	0.075451	0.138393	0.127018	0.0455306	0.177537	0.340033	0.320676	0.161754	0.106372	0.00577575	47.4746	0.0335753	0.354298	0.0184229	0.0519981	0.106	0.0716893	0.303679	0.050218	0.0822748	0.438794	0.0533447	17.6099
4340	-2764.04	-2749.07	-14.9662	0.439955	34.2978	0.0768693	0.0656133	0.214432	0.176555	0.136961	0.181076	0.15438	0.0690597	0.104923	0.362564	0.212442	0.0844321	0.151227	0.105917	0.135195	0.0565877	0.0940004	0.183697	0.174564	0.322576	0.320398	0.182461	0.145987	0.00495682	48.9685	0.0753818	0.276926	0.0288701	0.104252	0.142552	0.049526	0.399473	0.0346927	0.0540631	0.387888	0.0743574	17.7691
4350	-2747.41	-2740.3	-7.10694	0.404022	39.9659	0.108703	0.191166	0.121692	0.0930062	0.110883	0.0955068	0.114191	0.13347	0.123973	0.304739	0.22677	0.0805027	0.129017	0.114538	0.0701523	0.130055	0.159281	0.0825185	0.185674	0.328602	0.329819	0.155905	0.130238	0.00537921	49.0555	0.0381952	0.238417	0.0119572	0.0501524	0.132787	0.0486279	0.392229	0.0445541	0.0743986	0.367181	0.073009	20.0108
4360	-2761.19	-2746	-15.1961	0.503152	42.4876	0.159977	0.292227	0.18483	0.104046	0.077524	0.0963026	0.209635	0.0989806	0.142036	0.30483	0.08376	0.185433	0.268757	0.0585587	0.0899161	0.188115	0.127137	0.161808	0.172119	0.32142	0.329609	0.176853	0.145389	0.0052247	50.5503	0.0438578	0.577743	0.0600074	0.103865	0.157437	0.0522473	0.368173	0.0952477	0.0896858	0.338868	0.0557782	17.9016
4370	-2773.65	-2746.74	-26.9116	0.608365	34.6326	0.173862	0.0520794	0.284968	0.116997	0.282623	0.0811633	0.217631	0.0868561	0.21989	0.423943	0.39775	0.353553	0.286444	0.518493	0.0496673	0.121032	0.091179	0.159044	0.166365	0.31836	0.338481	0.176795	0.260995	0.00517154	48.2583	0.0315975	0.705705	0.0757692	0.107367	0.217621	0.0588313	0.439463	0.0744549	0.0582514	0.331933	0.0370665	19.4826
4380	-2757.83	-2752.6	-5.23834	0.221276	38.1544	0.18384	0.135886	0.168361	0.143253	0.195448	0.132552	0.145476	0.123368	0.165083	0.284445	0.12919	0.165729	0.293159	0.131492	0.137362	0.136155	0.098487	0.130664	0.171925	0.317564	0.32527	0.185241	0.162641	0.00533357	48.2984	0.0356458	0.347713	0.0190016	0.0546474	0.161108	0.0964855	0.330935	0.0559925	0.0588512	0.425379	0.0323568	16.4386
4390	-2752.66	-2743.12	-9.53811	0.283356	43.5753	0.187982	0.0984002	0.0884795	0.110499	0.088195	0.158148	0.123205	0.100889	0.132127	0.256456	0.20883	0.132757	0.139064	0.105266	0.0971551	0.0811193	0.0899328	0.184491	0.181109	0.334528	0.316014	0.168349	0.131858	0.00515721	57.2583	0.0257574	0.513058	0.0271389	0.0528963	0.132389	0.0599354	0.314912	0.0225478	0.0807026	0.478822	0.043081	18.1602
4400	-2753.48	-2743.21	-10.2727	0.496969	37.5164	0.0955264	0.108932	0.110367	0.0954596	0.0763069	0.234043	0.0730236	0.0797091	0.189559	0.251876	0.100531	0.0642891	0.096178	0.0836027	0.0905068	0.0734851	0.125633	0.36438	0.160798	0.330439	0.338346	0.170417	0.12729	0.00553168	49.9989	0.0414665	0.39629	0.0272197	0.0686862	0.128523	0.080473	0.381648	0.0446289	0.0822298	0.357484	0.053536	21.3879
4410	-2762.72	-2743.18	-19.5446	0.659914	36.7409	0.0812998	0.150684	0.107451	0.131865	0.285793	0.0707432	0.140049	0.0682839	0.137457	0.362598	0.0347755	0.0397762	0.0752985	0.395904	0.139189	0.0485357	0.153068	0.235948	0.176002	0.326174	0.309398	0.188425	0.114997	0.00525949	45.725	0.0430737	0.350083	0.023202	0.0662757	0.147707	0.0726658	0.379349	0.0878423	0.0747046	0.324769	0.0606695	23.2885
4420	-2762.73	-2743.94	-18.7836	0.605234	35.7364	0.130941	0.070098	0.242206	0.130955	0.211495	0.249996	0.0943167	0.0948351	0.143852	0.373309	0.0908783	0.116536	0.0348623	0.142162	0.151446	0.0629122	0.316549	0.187632	0.174243	0.351263	0.304395	0.170099	0.177568	0.00563883	44.6777	0.0358702	0.408368	0.024759	0.0606293	0.158054	0.0637708	0.442422	0.0255028	0.0792312	0.340432	0.0486412	20.9754
4430	-2750.88	-2739.81	-11.0673	0.458718	36.0592	0.0630189	0.0416163	0.0559921	0.090798	0.0976395	0.0847876	0.140213	0.0914982	0.156951	0.287669	0.0358311	0.0443322	0.0647854	0.144386	0.109086	0.0696402	0.184057	0.190758	0.189875	0.322636	0.311863	0.175626	0.114251	0.00545391	47.7906	0.0533125	0.396454	0.0350196	0.0883321	0.108503	0.0578735	0.348758	0.0360997	0.0730867	0.417891	0.066291	23.6673
4440	-2756.15	-2745	-11.1491	0.500932	35.1985	0.0627121	0.124346	0.147386	0.0614251	0.0959379	0.0971696	0.113952	0.111785	0.152205	0.257622	0.0740898	0.0804735	0.0358815	0.100423	0.136796	0.174498	0.176771	0.165333	0.186585	0.322607	0.315197	0.17561	0.111076	0.00495568	46.907	0.0291305	0.473685	0.0262176	0.0553481	0.120489	0.0514638	0.403377	0.0241014	0.0811394	0.385961	0.0539577	19.7665
