Iteration	Posterior	Likelihood	Prior	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	clock_rate	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
2200	-2796.6	-2755.64	-40.9626	0.601949	0.0155437	0.0390496	0.0235058	56.1157	17.1843	35.8007	0.0053885	0.153002	0.188002	0.33879	0.326793	0.146416	0.0375218	0.364954	0.0646486	0.0747795	0.373	0.0850966
2210	-2792.79	-2748.67	-44.1233	0.593556	0.0524521	0.129051	0.0765992	61.1531	17.8504	34.4923	0.00544031	0.160374	0.189555	0.323317	0.339174	0.147953	0.0486948	0.357443	0.0638447	0.0631934	0.38469	0.0821343
2220	-2801.84	-2755.96	-45.8796	0.496306	0.0394691	0.0783592	0.0388902	64.6526	18.8894	40.9547	0.0053334	0.154225	0.17897	0.301652	0.330357	0.189021	0.0564705	0.369951	0.101225	0.0553234	0.345055	0.0719752
2230	-2797.44	-2749.31	-48.1226	0.0489365	0.0354202	0.0372427	0.00182253	64.9164	17.6169	39.7015	0.00560699	0.159857	0.177455	0.341266	0.318049	0.16323	0.0751182	0.373334	0.0514308	0.0735923	0.369453	0.0570712
2240	-2797.03	-2757.49	-39.5341	0.790399	0.0307153	0.146542	0.115827	50.7558	17.8786	35.229	0.00587877	0.148368	0.172959	0.323892	0.320533	0.182616	0.0929562	0.367113	0.0624715	0.074853	0.344557	0.0580489
2250	-2795.88	-2752.62	-43.2616	0.300659	0.0450121	0.0643635	0.0193514	59.7135	16.8975	35.785	0.00569852	0.143324	0.173527	0.33557	0.327264	0.163639	0.0586572	0.432925	0.0539188	0.0679015	0.32862	0.0579767
2260	-2796.49	-2756.23	-40.2531	0.39034	0.0550052	0.0902228	0.0352175	55.4827	16.7158	33.9343	0.00555878	0.148072	0.180266	0.339614	0.313392	0.166728	0.0462651	0.366945	0.0639019	0.105773	0.371387	0.0457283
2270	-2799.94	-2756.4	-43.5469	0.184744	0.0427197	0.0524004	0.00968067	60.4519	19.976	34.0146	0.00547227	0.138112	0.174061	0.318554	0.332807	0.174578	0.0535812	0.35176	0.0270377	0.105189	0.369337	0.0930947
2280	-2791.49	-2746.56	-44.935	0.326426	0.0600261	0.0891157	0.0290897	62.0995	17.1044	34.3744	0.00550896	0.15557	0.187978	0.326829	0.315352	0.169841	0.0430539	0.415466	0.032402	0.0752092	0.387998	0.0458703
2290	-2801.84	-2754.06	-47.7831	0.0684287	0.0286314	0.0307345	0.00210312	63.3509	20.5909	37.5633	0.0057321	0.136412	0.203779	0.322305	0.325381	0.148534	0.0587909	0.298985	0.059155	0.0697862	0.47882	0.034463
2300	-2794.92	-2746.36	-48.5601	0.265459	0.0405326	0.0551808	0.0146482	68.2514	19.1045	39.3523	0.00557958	0.148452	0.191327	0.313319	0.321232	0.174122	0.0740487	0.360322	0.0693449	0.0818074	0.374077	0.0403995
2310	-2794.92	-2748.87	-46.0418	0.197581	0.0308997	0.0385082	0.00760847	62.2277	16.3613	35.4144	0.00494209	0.163084	0.190827	0.314407	0.32085	0.173916	0.0727039	0.366721	0.0680856	0.0855399	0.367284	0.0396658
2320	-2793.09	-2749.08	-44.0076	0.621557	0.0205576	0.0543216	0.0337639	61.879	18.8878	33.9165	0.00519368	0.17337	0.171615	0.33329	0.337846	0.157249	0.0813036	0.317565	0.0703859	0.08843	0.379693	0.0626226
2330	-2790.99	-2746.64	-44.3527	0.533888	0.032891	0.0705646	0.0376736	61.4756	18.5517	34.4569	0.0057779	0.148306	0.175024	0.337817	0.331826	0.155333	0.0548041	0.38306	0.0449674	0.0751875	0.39336	0.0486206
2340	-2797.19	-2749.21	-47.9885	0.667585	0.0362335	0.109001	0.0727672	67.7737	17.576	34.4024	0.0056259	0.167443	0.181199	0.333262	0.317486	0.168053	0.0859899	0.364486	0.0637149	0.051312	0.35632	0.0781772
2350	-2796.22	-2753.34	-42.8859	0.489045	0.0498228	0.097509	0.0476863	59.6441	18.6028	34.4155	0.00539004	0.14205	0.176526	0.324668	0.335087	0.163719	0.0735423	0.332628	0.0744744	0.0500507	0.39796	0.0713442
2360	-2797.02	-2753.53	-43.487	0.382619	0.0388899	0.0629918	0.0241018	61.2586	16.9082	34.1333	0.00542758	0.147781	0.186637	0.349498	0.293408	0.170457	0.0474665	0.44552	0.0613608	0.0570029	0.342778	0.0458724
2370	-2802.56	-2758.48	-44.0817	0.567039	0.0445235	0.102835	0.0583114	60.6732	19.909	35.328	0.00526052	0.171047	0.181613	0.325108	0.315815	0.177465	0.0884173	0.399787	0.0646564	0.0510325	0.355039	0.0410678
2380	-2799.61	-2758.06	-41.5444	0.56462	0.0422153	0.0969619	0.0547467	58.1538	16.812	37.1404	0.0051547	0.15814	0.171551	0.322078	0.336451	0.16992	0.117547	0.385051	0.0279668	0.0535771	0.372743	0.0431156
2390	-2794.48	-2750.94	-43.5461	0.607713	0.0266492	0.0679329	0.0412837	61.3263	17.519	34.6915	0.005081	0.148698	0.172928	0.341986	0.326826	0.15826	0.0998588	0.382302	0.0267182	0.0511852	0.370121	0.0698151
2400	-2791.22	-2753.37	-37.8416	0.423046	0.0381757	0.0661677	0.0279919	52.9433	16.42	35.1356	0.00550825	0.174374	0.185351	0.345313	0.314897	0.154439	0.0840695	0.346173	0.0241339	0.0706357	0.411926	0.0630621
2410	-2792.01	-2748.73	-43.283	0.484966	0.0292299	0.0567533	0.0275234	61.7732	19.0922	35.3563	0.00529296	0.17024	0.171222	0.320158	0.334082	0.174538	0.0938777	0.38656	0.0496021	0.0788766	0.35674	0.0343435
2420	-2803.92	-2760.03	-43.881	0.680947	0.0207779	0.0651237	0.0443457	60.5357	18.3879	40.9309	0.00567611	0.143296	0.166906	0.326971	0.317371	0.188753	0.0969396	0.350965	0.077317	0.0702999	0.305237	0.0992408
2430	-2794.45	-2752.57	-41.8841	0.474099	0.0155991	0.0296616	0.0140626	56.3922	17.4889	35.8183	0.00526015	0.179687	0.191084	0.33812	0.309206	0.16159	0.0596979	0.325562	0.0717208	0.0652115	0.38781	0.0899975
2440	-2795.9	-2751.62	-44.2798	0.28878	0.0332747	0.0467853	0.0135106	62.4659	17.069	34.6496	0.00537891	0.148148	0.196254	0.32684	0.297056	0.17985	0.0515606	0.404761	0.0645742	0.0563227	0.334948	0.0878336
2450	-2796.5	-2754.75	-41.7497	0.314852	0.037862	0.0552611	0.0173991	59.1334	17.07	35.4221	0.00531698	0.153102	0.201913	0.311993	0.322817	0.163278	0.0556798	0.437097	0.069733	0.0608222	0.29565	0.0810177
2460	-2794.02	-2754.34	-39.6805	0.462703	0.0277983	0.0517374	0.023939	54.9764	16.1484	34.6984	0.00564254	0.157967	0.167359	0.32992	0.336008	0.166713	0.0751312	0.373305	0.0346853	0.0886023	0.386252	0.0420245
2470	-2796.69	-2747.04	-49.6497	0.852345	0.0104709	0.0709147	0.0604438	68.143	18.6226	34.6521	0.00581443	0.144471	0.157495	0.331554	0.326243	0.184708	0.0600683	0.391597	0.034055	0.0937867	0.379232	0.0412607
2480	-2790.53	-2752.1	-38.4271	0.51888	0.0262462	0.0545523	0.0283061	53.4151	18.6396	34.251	0.00537177	0.17957	0.181632	0.324084	0.323566	0.170718	0.0688239	0.401271	0.0348963	0.0641278	0.388601	0.04228
2490	-2797.77	-2758.74	-39.0311	0.722316	0.0427661	0.15401	0.111244	52.7952	21.3371	33.9574	0.00561805	0.157799	0.183139	0.326772	0.317038	0.173051	0.0548322	0.392464	0.0430534	0.079118	0.378747	0.0517852
2500	-2793.77	-2753.57	-40.1922	0.290635	0.062283	0.0878011	0.0255181	54.8885	16.5371	35.0202	0.00559218	0.173565	0.174191	0.343959	0.301547	0.180303	0.0541068	0.39705	0.0424839	0.0972961	0.372833	0.0362304
2510	-2796.04	-2756.92	-39.1162	0.633761	0.0464494	0.126828	0.0803785	54.1739	17.7699	34.0323	0.00547124	0.171701	0.193228	0.320123	0.297661	0.188988	0.0475277	0.455584	0.048747	0.0764658	0.291605	0.0800704
2520	-2795.07	-2754.45	-40.618	0.450585	0.0600194	0.109242	0.049223	56.2723	17.2685	35.1248	0.00557144	0.178834	0.195619	0.339039	0.319138	0.146205	0.0569005	0.316063	0.036174	0.0567435	0.4747	0.0594184
2530	-2797.24	-2755.96	-41.2767	0.208956	0.0493868	0.0624325	0.0130456	57.0656	16.8639	34.3856	0.00520865	0.196953	0.201433	0.324875	0.322308	0.151383	0.0404335	0.369782	0.0402786	0.0687712	0.414575	0.0661604
2540	-2800.25	-2754.09	-46.1604	0.0915328	0.100914	0.111082	0.0101676	58.1715	17.2143	36.5507	0.00554292	0.160491	0.199573	0.312562	0.32118	0.166686	0.0355711	0.309927	0.0354348	0.060501	0.500362	0.0582042
2550	-2800.07	-2759.54	-40.5285	0.529205	0.0434407	0.0922709	0.0488302	56.5012	16.5199	34.9499	0.00554153	0.174929	0.206314	0.300497	0.328783	0.164406	0.0714074	0.262732	0.0391954	0.0955441	0.438424	0.0926971
2560	-2801.8	-2755.58	-46.2254	0.372678	0.0375904	0.059922	0.0223316	65.4389	16.7463	34.9214	0.00560244	0.160778	0.182684	0.343185	0.303884	0.170248	0.0785659	0.404897	0.048662	0.0684016	0.297483	0.10199
2570	-2800.82	-2750.72	-50.0989	0.520266	0.0455942	0.0950407	0.0494465	70.43	15.3835	37.5037	0.00562283	0.125393	0.190999	0.308636	0.320697	0.179667	0.066473	0.386636	0.0522398	0.114107	0.305509	0.0750354
2580	-2796.86	-2752.59	-44.2713	0.370116	0.0502769	0.0798194	0.0295425	62.0364	17.225	35.7156	0.00511681	0.188402	0.200116	0.312561	0.305164	0.182159	0.0569653	0.42248	0.0263625	0.0977858	0.329603	0.0668034
2590	-2798.23	-2755.16	-43.0672	0.638401	0.0153357	0.0424108	0.0270751	59.2028	19.1203	35.4736	0.00553373	0.157496	0.172228	0.30353	0.328283	0.195959	0.0512698	0.374718	0.0521577	0.0729209	0.409813	0.0391211
2600	-2800.29	-2748.15	-52.1435	0.411414	0.0342538	0.0581968	0.023943	69.8437	16.591	34.8725	0.00607841	0.116735	0.169278	0.322602	0.322659	0.18546	0.078063	0.412692	0.051045	0.0713652	0.316046	0.0707888
2610	-2795.59	-2747.73	-47.8633	0.657836	0.0377853	0.11043	0.0726451	66.9282	16.8934	35.1039	0.00573774	0.127754	0.181308	0.338654	0.324562	0.155476	0.078039	0.341508	0.0576371	0.0742415	0.352186	0.0963884
2620	-2796.37	-2757.18	-39.1942	0.277738	0.0267808	0.037079	0.0102983	50.9127	15.8126	34.1988	0.00500413	0.217412	0.175561	0.313201	0.327671	0.183568	0.0497985	0.389969	0.0359607	0.0787806	0.389021	0.0564693
2630	-2791.91	-2752.7	-39.213	0.651881	0.024956	0.0716881	0.0467321	53.4714	15.6783	34.3192	0.00578664	0.173721	0.176273	0.314472	0.329002	0.180253	0.104565	0.370668	0.0305183	0.0668577	0.379467	0.047923
2640	-2799.87	-2753.66	-46.2069	0.905397	0.00836957	0.0884702	0.0801006	62.5874	15.6397	36.5193	0.00562773	0.146871	0.182556	0.312962	0.342441	0.162041	0.104944	0.37201	0.0464879	0.0670997	0.361362	0.0480965
2650	-2796.53	-2751.62	-44.9071	0.735524	0.0185178	0.070017	0.0514992	63.4001	16.5402	36.2927	0.005608	0.174267	0.175354	0.3298	0.308691	0.186156	0.0966981	0.388766	0.0639994	0.0597515	0.321788	0.0689972
2660	-2791.38	-2747.5	-43.8738	0.606266	0.0326892	0.0830235	0.0503343	62.5424	18.3203	34.0012	0.00552977	0.171077	0.185547	0.334828	0.315536	0.164088	0.075323	0.393858	0.0672643	0.0708816	0.337836	0.0548373
2670	-2802.65	-2763.1	-39.5523	0.777614	0.0346234	0.15569	0.121067	51.6121	16.7299	38.2834	0.00568233	0.164009	0.183502	0.323496	0.327734	0.165268	0.0637184	0.333178	0.0904572	0.0683245	0.397933	0.0463888
2680	-2797.32	-2755.94	-41.3796	0.459827	0.0490669	0.0908355	0.0417686	58.1061	18.7038	36.2502	0.00513115	0.194516	0.183871	0.317841	0.328393	0.169896	0.0600939	0.317533	0.0397845	0.0653983	0.472048	0.0451419
2690	-2791.53	-2747.6	-43.9354	0.311544	0.0458215	0.0665569	0.0207354	62.3436	17.2531	35.3363	0.00528105	0.172455	0.18497	0.336406	0.307371	0.171253	0.0435495	0.398463	0.032535	0.0618582	0.369299	0.0942957
2700	-2789.5	-2746.79	-42.7095	0.519448	0.0477588	0.0993833	0.0516244	60.6686	17.2893	35.3971	0.0052759	0.16841	0.18137	0.329575	0.329458	0.159597	0.0625209	0.340076	0.0458708	0.078902	0.394664	0.0779658
2710	-2797.49	-2751.42	-46.0729	0.338421	0.0370054	0.055935	0.0189296	64.2833	19.7738	36.4069	0.00513204	0.145976	0.184934	0.351477	0.314247	0.149342	0.0607294	0.370254	0.0562568	0.0732321	0.38036	0.0591675
2720	-2801.33	-2754.53	-46.7952	0.325001	0.067063	0.0993528	0.0322897	63.1827	17.974	43.3035	0.00520924	0.156321	0.167912	0.362206	0.318512	0.151369	0.0611705	0.382402	0.0562046	0.064016	0.376609	0.0595973
2730	-2792.77	-2751.55	-41.2251	0.489224	0.0266091	0.0520954	0.0254864	57.6932	18.9557	34.5057	0.00526082	0.160414	0.180239	0.338487	0.312471	0.168803	0.0483028	0.388153	0.068615	0.064712	0.369971	0.0602453
2740	-2794.93	-2753.85	-41.0738	0.278532	0.0307885	0.0426748	0.0118863	57.0437	18.2841	34.9031	0.00539404	0.161758	0.192435	0.325874	0.306985	0.174706	0.0353616	0.378482	0.0542988	0.0781638	0.412684	0.0410094
2750	-2803.32	-2763.82	-39.503	0.482384	0.052778	0.101964	0.0491857	52.7609	19.7426	33.9601	0.00581687	0.19784	0.176573	0.299013	0.332368	0.192046	0.0461121	0.323987	0.0484137	0.0778669	0.427615	0.0760052
2760	-2797.48	-2756.67	-40.8131	0.561341	0.020393	0.0464895	0.0260965	56.496	19.6429	35.738	0.00517362	0.186385	0.182875	0.314007	0.311352	0.191767	0.0919861	0.39798	0.0409279	0.104609	0.288645	0.0758523
2770	-2793.66	-2750.45	-43.2148	0.322015	0.0804254	0.118624	0.0381988	57.6568	18.0546	34.7759	0.00525087	0.179795	0.185243	0.32491	0.31602	0.173827	0.0771492	0.371454	0.0343264	0.0877359	0.402718	0.0266164
2780	-2791.29	-2749.58	-41.7041	0.483678	0.042638	0.0825801	0.0399422	59.1711	18.3942	34.3141	0.00550521	0.166252	0.184918	0.324047	0.317747	0.173289	0.0615595	0.409352	0.0350751	0.0794064	0.364484	0.0501229
2790	-2799.62	-2758.05	-41.5696	0.361815	0.0363296	0.0569265	0.0205968	58.1949	19.73	34.1525	0.00545116	0.169351	0.190892	0.306333	0.310693	0.192082	0.0648898	0.353817	0.0308567	0.0907392	0.415602	0.0440946
2800	-2795.64	-2752.12	-43.5183	0.636536	0.0432246	0.118924	0.0756994	60.0216	16.6256	35.1765	0.00532381	0.157306	0.200089	0.332899	0.300152	0.16686	0.0642824	0.350506	0.0269616	0.0898899	0.411712	0.0566484
2810	-2799.61	-2754.61	-44.9967	0.603229	0.0336232	0.0847422	0.051119	62.2608	18.2623	35.2382	0.00511141	0.164276	0.184069	0.298595	0.341183	0.176153	0.0676549	0.348867	0.0556762	0.0706174	0.407697	0.0494879
2820	-2797.08	-2747.55	-49.5217	0.737346	0.0321791	0.122515	0.0903362	64.1678	19.5428	34.9122	0.00616769	0.144793	0.181556	0.331086	0.323521	0.163837	0.0654632	0.337565	0.0882492	0.0683297	0.373972	0.0664206
2830	-2795.31	-2755.68	-39.634	0.625514	0.0397252	0.106079	0.0663541	55.7546	17.7768	35.3167	0.00547384	0.159101	0.174368	0.326197	0.343994	0.155441	0.060898	0.366002	0.0713158	0.0454891	0.407665	0.0486301
2840	-2801.01	-2758	-43.0121	0.151367	0.0343739	0.0405051	0.00613113	58.2467	16.6609	34.0636	0.00572643	0.121539	0.195304	0.34525	0.31012	0.149325	0.0622322	0.376104	0.0604285	0.0743027	0.318792	0.108141
2850	-2792.12	-2752.25	-39.8643	0.431773	0.0401102	0.0705882	0.030478	56.0658	19.2477	34.8902	0.00553934	0.167057	0.189691	0.319909	0.32368	0.16672	0.0562379	0.421622	0.0249277	0.107709	0.334706	0.0547971
2860	-2795.48	-2756.25	-39.2372	0.631034	0.0498194	0.135024	0.085205	53.1619	16.7291	34.0896	0.0050451	0.203016	0.188834	0.330091	0.317525	0.163549	0.0650237	0.382439	0.106054	0.0825808	0.286288	0.0776147
2870	-2795.74	-2752.4	-43.3376	0.468325	0.0575861	0.108311	0.0507246	60.0239	16.9243	35.6153	0.00548294	0.168776	0.179748	0.314209	0.335341	0.170702	0.045465	0.40553	0.0167622	0.0600269	0.372672	0.0995438
2880	-2798.11	-2750.69	-47.4138	0.782962	0.0424389	0.195537	0.153098	65.9656	17.6293	36.1867	0.00516237	0.147094	0.182992	0.336559	0.294778	0.185672	0.0524813	0.333138	0.0640898	0.0600849	0.432927	0.0572791
2890	-2798.1	-2754.71	-43.391	0.530857	0.0221165	0.0471423	0.0250258	60.2705	18.8905	34.631	0.00563134	0.141952	0.179955	0.30182	0.324826	0.193399	0.0679317	0.281048	0.0421285	0.0924642	0.453657	0.062771
2900	-2799.73	-2755.72	-44.012	0.482075	0.0483819	0.0934148	0.0450329	60.1469	18.3453	43.1437	0.00575284	0.137954	0.194238	0.331149	0.326737	0.147876	0.0558302	0.342484	0.0435119	0.0994257	0.393776	0.0649723
2910	-2797.59	-2758.09	-39.5015	0.206944	0.0569252	0.0717795	0.0148544	54.2975	17.3323	36.5841	0.00538459	0.1691	0.20094	0.306725	0.345449	0.146886	0.056967	0.349458	0.0443979	0.10145	0.401794	0.0459329
2920	-2796.01	-2751.1	-44.9128	0.177041	0.0704239	0.085574	0.0151501	56.8957	17.6148	36.5303	0.00475454	0.208962	0.171921	0.327139	0.314678	0.186261	0.0512659	0.391991	0.0399547	0.0912974	0.361583	0.0639073
2930	-2796.48	-2756.9	-39.5839	0.434011	0.0294903	0.0521041	0.0226138	55.5791	16.2302	34.3132	0.00533298	0.179578	0.173232	0.329633	0.313201	0.183935	0.0942113	0.335744	0.0342216	0.0583706	0.397239	0.0802132
2940	-2795.43	-2752.26	-43.165	0.296604	0.030503	0.0433653	0.0128623	60.5385	17.8298	34.1246	0.00549905	0.151236	0.179095	0.33948	0.303274	0.178151	0.0784521	0.321234	0.0903101	0.102582	0.335057	0.0723645
2950	-2796.09	-2756.74	-39.3488	0.289384	0.0488977	0.0688103	0.0199126	53.5677	16.6547	34.7753	0.00569947	0.148219	0.17257	0.325519	0.330641	0.17127	0.0434802	0.417281	0.0324047	0.0647467	0.405905	0.036183
2960	-2800.49	-2756.32	-44.1749	0.572032	0.0321508	0.0751244	0.0429736	57.3177	18.5384	38.473	0.00612039	0.147868	0.169688	0.352939	0.325121	0.152252	0.082659	0.340753	0.0305016	0.0838272	0.38823	0.0740292
2970	-2806.7	-2762.16	-44.5394	0.867815	0.0198372	0.150072	0.130234	60.2064	14.9807	38.4657	0.00542724	0.16347	0.164929	0.333454	0.327627	0.17399	0.0605541	0.372481	0.0212534	0.0888315	0.37791	0.0789704
2980	-2805.65	-2754.6	-51.0456	0.0568008	0.0510464	0.0541205	0.00307409	68.0375	17.2346	36.4742	0.00500529	0.135428	0.166675	0.325612	0.315083	0.19263	0.0807826	0.354293	0.0725613	0.0747816	0.337269	0.0803127
2990	-2796.64	-2747.5	-49.1458	0.113873	0.0450962	0.0508913	0.00579513	67.8663	17.9636	37.1874	0.00519768	0.142227	0.188203	0.306406	0.341222	0.164169	0.0610027	0.328875	0.0555397	0.0824853	0.432696	0.0394014
3000	-2796.51	-2758.77	-37.7367	0.206402	0.043816	0.0552119	0.0113959	51.1741	17.132	34.3805	0.0052715	0.184475	0.18851	0.330753	0.329612	0.151125	0.0341873	0.371402	0.0642866	0.114547	0.351553	0.0640236
3010	-2798.58	-2755.8	-42.7778	0.370896	0.0488164	0.0775968	0.0287803	58.9958	20.5099	37.1459	0.00508672	0.176073	0.196239	0.327547	0.300113	0.1761	0.0958693	0.396529	0.0349672	0.0600023	0.357386	0.0552465
3020	-2790.05	-2746.61	-43.446	0.751152	0.0237931	0.0956127	0.0718197	61.0438	18.9312	35.9662	0.00555541	0.143617	0.182842	0.326729	0.324063	0.166365	0.0743337	0.350198	0.0362643	0.0991592	0.391254	0.0487915
3030	-2795.6	-2748.66	-46.943	0.196748	0.0494972	0.061621	0.0121238	63.2014	17.1605	37.2361	0.00488734	0.170202	0.167238	0.347136	0.315217	0.17041	0.0606031	0.411204	0.0546207	0.0808429	0.318983	0.0737463
3040	-2793.4	-2753.31	-40.088	0.700936	0.0417854	0.139721	0.0979352	54.1657	16.9184	34.2284	0.0058215	0.175266	0.171453	0.358401	0.316696	0.15345	0.0514738	0.383837	0.0564765	0.0712889	0.355019	0.0819042
3050	-2802.29	-2760.21	-42.0759	0.171184	0.0263571	0.0318009	0.00544382	52.5845	17.5451	34.5484	0.00480355	0.224053	0.165885	0.346761	0.296035	0.191319	0.0539988	0.402666	0.0592469	0.0883414	0.372434	0.023313
3060	-2797.42	-2758.84	-38.579	0.638378	0.0424418	0.117365	0.0749234	52.6506	19.353	36.1058	0.00528247	0.181629	0.154875	0.342319	0.338723	0.164084	0.0597461	0.418259	0.0655528	0.0693196	0.331487	0.0556352
3070	-2795.51	-2749.74	-45.7624	0.26336	0.0477465	0.0648166	0.0170701	64.2498	17.3355	37.5688	0.00523399	0.159795	0.188935	0.322739	0.304674	0.183651	0.0324926	0.336751	0.0596314	0.0801131	0.408436	0.082575
3080	-2794.47	-2753.99	-40.4764	0.527332	0.0518916	0.109784	0.0578928	56.4389	17.7902	35.1627	0.00531542	0.16423	0.176493	0.325103	0.318902	0.179503	0.0821037	0.392455	0.076865	0.105466	0.296856	0.0462549
3090	-2794.59	-2754.34	-40.2549	0.775161	0.0186573	0.0829809	0.0643236	55.0237	17.3312	36.9935	0.00511864	0.167348	0.194002	0.304206	0.338641	0.163151	0.0879925	0.354307	0.0618244	0.0741326	0.369771	0.0519727
3100	-2792.94	-2751.74	-41.1939	0.115837	0.0529228	0.0598564	0.00693361	56.774	16.2707	34.2732	0.00550479	0.17292	0.176172	0.316098	0.315594	0.192136	0.0707688	0.387265	0.0654519	0.0940705	0.323584	0.0588594
3110	-2789.25	-2747.67	-41.5736	0.42728	0.0412933	0.0721004	0.0308071	58.5801	19.0522	34.9219	0.00561014	0.152372	0.177826	0.322034	0.323374	0.176766	0.0612751	0.404378	0.0566714	0.0814508	0.350003	0.0462214
3120	-2791.72	-2748.72	-43.007	0.732557	0.0171297	0.0640501	0.0469203	60.5039	17.5496	35.3102	0.00524015	0.181816	0.177911	0.33154	0.318216	0.172333	0.0370652	0.416228	0.0414026	0.0729981	0.354338	0.0779675
3130	-2794.31	-2753.01	-41.2993	0.506879	0.0306212	0.0620966	0.0314754	58.1475	17.2435	35.4356	0.00528182	0.174499	0.182055	0.333164	0.325145	0.159636	0.0967704	0.377134	0.0571962	0.0664343	0.36883	0.0336344
3140	-2793.57	-2750.7	-42.875	0.616958	0.0159222	0.0415678	0.0256456	58.564	18.3601	33.9067	0.00511137	0.176516	0.183501	0.338065	0.304561	0.173873	0.0568611	0.39401	0.0790067	0.082971	0.340996	0.046156
3150	-2794.25	-2752.48	-41.7765	0.614782	0.0332761	0.0863825	0.0531064	58.4456	17.1236	34.5535	0.00566316	0.158176	0.167578	0.326868	0.330237	0.175317	0.0395406	0.448385	0.0549404	0.0576972	0.351797	0.0476396
3160	-2792.58	-2749.22	-43.3515	0.216546	0.0475368	0.060676	0.0131392	61.0194	16.7047	34.2839	0.00539773	0.160399	0.182364	0.31518	0.324952	0.177504	0.0989334	0.379929	0.0823807	0.0772398	0.314441	0.0470758
3170	-2798.45	-2757.31	-41.1437	0.532128	0.0280406	0.0599323	0.0318917	57.7675	19.575	36.9203	0.00547738	0.17902	0.172101	0.351894	0.308491	0.167514	0.0591444	0.417656	0.0492488	0.0729065	0.336785	0.0642589
3180	-2794.11	-2757.28	-36.8332	0.314177	0.0395327	0.0576427	0.01811	49.6883	16.4581	34.4591	0.0054852	0.176726	0.187388	0.338966	0.313971	0.159675	0.053296	0.376357	0.0824773	0.0565288	0.361271	0.0700698
3190	-2800.84	-2752.2	-48.6372	0.409507	0.0348771	0.0590645	0.0241873	68.0405	15.6771	39.4586	0.00499048	0.150852	0.19085	0.328139	0.291002	0.190009	0.0392111	0.386492	0.0361579	0.0939434	0.383524	0.0606715
3200	-2792.46	-2756	-36.4603	0.414037	0.0434209	0.0741017	0.0306809	49.859	17.6829	34.1401	0.00553748	0.179416	0.183089	0.332772	0.321137	0.163002	0.0461306	0.369569	0.0851832	0.0549232	0.348686	0.0955081
3210	-2800.49	-2757.45	-43.037	0.549954	0.0352099	0.0782364	0.0430264	60.3804	17.8318	35.4591	0.00550821	0.152261	0.171814	0.349045	0.323953	0.155188	0.049838	0.334813	0.0690486	0.0445202	0.393026	0.108754
3220	-2800.44	-2756.7	-43.7388	0.211309	0.0315354	0.0399845	0.00844906	60.9297	19.6914	34.3185	0.00526199	0.169732	0.16088	0.335318	0.333509	0.170293	0.050419	0.358602	0.0821605	0.0450392	0.353757	0.110022
3230	-2792.68	-2747.94	-44.7374	0.250192	0.0342314	0.0456535	0.0114221	62.9104	17.7507	34.5191	0.00548999	0.146817	0.16088	0.335318	0.333509	0.170293	0.0588609	0.323138	0.0692855	0.0679931	0.431357	0.0493657
3240	-2795.13	-2758.32	-36.8147	0.638446	0.026009	0.0719365	0.0459276	50.9963	16.887	34.604	0.00535947	0.202404	0.192546	0.309317	0.310218	0.187919	0.0451033	0.409625	0.0365661	0.0537404	0.390085	0.0648806
3250	-2797.22	-2755.19	-42.029	0.523229	0.0378679	0.0794259	0.041558	57.7832	19.5711	35.9181	0.00569063	0.1403	0.179876	0.349495	0.311235	0.159394	0.0844427	0.320306	0.0613989	0.0812421	0.404434	0.0481762
3260	-2793.3	-2751.02	-42.274	0.792154	0.0115243	0.055446	0.0439218	57.7096	17.1343	35.7687	0.00517517	0.180527	0.170289	0.326288	0.332008	0.171415	0.0784258	0.411032	0.0376205	0.0754532	0.341376	0.0560927
3270	-2796.69	-2747.89	-48.8025	0.293149	0.0423475	0.0599102	0.0175626	69.339	18.5488	36.6535	0.00536753	0.14388	0.158632	0.337392	0.32051	0.183466	0.0818091	0.347328	0.0766348	0.0974845	0.332263	0.0644804
3280	-2799.2	-2754.83	-44.3704	0.437886	0.0267565	0.0475998	0.0208433	62.2145	16.9205	35.8514	0.00517615	0.180634	0.193636	0.312335	0.301968	0.192061	0.0686442	0.431398	0.0333093	0.0917973	0.308313	0.0665382
3290	-2798.09	-2756.73	-41.3591	0.549207	0.032375	0.071818	0.039443	58.1652	18.8273	36.255	0.00545508	0.143672	0.180069	0.335149	0.32571	0.159071	0.124201	0.347471	0.0686957	0.0742855	0.319235	0.0661117
3300	-2793.31	-2753.52	-39.7868	0.600972	0.0277671	0.0695868	0.0418197	56.4674	16.5505	34.7739	0.0053823	0.202122	0.180414	0.31237	0.326334	0.180882	0.0654393	0.362836	0.0491665	0.0928175	0.385614	0.0441265
3310	-2792.19	-2752.98	-39.2079	0.75061	0.0181921	0.0729464	0.0547543	53.3724	18.4449	34.663	0.00568174	0.171598	0.181262	0.326622	0.327867	0.164249	0.057297	0.409912	0.0796108	0.0687851	0.348883	0.0355119
3320	-2797.33	-2755.99	-41.3317	0.146321	0.0559302	0.0655167	0.00958646	56.6766	17.3394	36.4692	0.00515594	0.186632	0.165902	0.312727	0.355023	0.166349	0.0927782	0.352249	0.073668	0.102404	0.339489	0.0394118
