Iteration	Posterior	Likelihood	Prior	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	clock_rate	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
1070	-2799.06	-2752.15	-46.9103	0.855209	0.0103196	0.0712725	0.0609529	66.062	19.6288	36.0059	0.00543333	0.161681	0.162344	0.344264	0.319954	0.173438	0.104645	0.326221	0.0720317	0.0826634	0.331613	0.0828271
1080	-2796.22	-2754.25	-41.9746	0.349916	0.0653354	0.100503	0.0351676	56.6417	18.0499	35.1266	0.00563555	0.163485	0.186667	0.332714	0.318264	0.162355	0.0952665	0.335904	0.0769201	0.0726296	0.363184	0.056096
1090	-2795.5	-2757.13	-38.3667	0.631539	0.0332757	0.0903099	0.0570342	52.2043	17.1092	35.9333	0.00566513	0.161255	0.177366	0.315147	0.336475	0.171012	0.0593159	0.345393	0.0437279	0.11184	0.358489	0.0812336
1100	-2794.53	-2751.27	-43.2596	0.636949	0.0338026	0.0931071	0.0593045	59.0995	15.8969	34.5755	0.00588676	0.142264	0.170986	0.339383	0.327293	0.162339	0.0845213	0.44208	0.0313975	0.0803032	0.31027	0.0514278
1110	-2799.63	-2754.89	-44.732	0.641055	0.048152	0.134148	0.0859965	62.0137	16.7447	34.2138	0.0056605	0.181717	0.187263	0.325679	0.325759	0.161299	0.0940079	0.350495	0.0248929	0.0636669	0.384958	0.08198
1120	-2792.43	-2752.1	-40.3301	0.653728	0.0399092	0.115254	0.0753447	53.3347	15.9246	34.1079	0.00481375	0.213821	0.185634	0.322846	0.322926	0.168595	0.0715293	0.339166	0.081966	0.0814184	0.356226	0.069694
1130	-2796.76	-2754.73	-42.0282	0.744394	0.016181	0.0633044	0.0471234	56.1007	18.6372	35.2279	0.00496625	0.17735	0.185516	0.322641	0.322721	0.169123	0.0521491	0.398079	0.059758	0.0593588	0.363826	0.0668291
1140	-2794.11	-2747.52	-46.5828	0.177686	0.0763303	0.0928238	0.0164935	62.0713	18.1256	35.7641	0.00523884	0.160747	0.186041	0.316917	0.315537	0.181505	0.0615924	0.387184	0.045152	0.101166	0.3356	0.0693058
1150	-2791.1	-2748.43	-42.6697	0.79466	0.0232586	0.113268	0.0900098	59.0395	16.2684	33.9492	0.0058308	0.144195	0.185788	0.343499	0.298821	0.171892	0.0509888	0.396186	0.0589935	0.0629897	0.368806	0.0620362
1160	-2793.47	-2750.01	-43.4614	0.505028	0.0179185	0.0362011	0.0182826	60.251	17.1216	34.1895	0.00534628	0.146064	0.164501	0.330253	0.338608	0.166638	0.0706589	0.408582	0.0750268	0.0549965	0.338028	0.0527082
1170	-2792.34	-2753.7	-38.6389	0.782803	0.041502	0.19108	0.149578	51.8808	16.5545	34.5466	0.00561214	0.174517	0.193986	0.309509	0.324492	0.172013	0.0755855	0.365376	0.0616836	0.0598009	0.394219	0.0433343
1180	-2792.55	-2750.29	-42.2672	0.165791	0.0297428	0.0356539	0.0059111	56.9024	16.4375	34.0701	0.00507041	0.18532	0.188083	0.317759	0.327163	0.166994	0.0415867	0.381839	0.0650392	0.0837933	0.35686	0.0708815
1190	-2803.63	-2757.34	-46.2855	0.34789	0.0633964	0.0972173	0.033821	63.2458	19.0962	33.9108	0.00516831	0.177974	0.16155	0.329758	0.345834	0.162858	0.0357925	0.328178	0.0694758	0.0766706	0.449333	0.0405499
1200	-2795.45	-2748.61	-46.8417	0.373219	0.0324215	0.051727	0.0193055	66.0611	18.8365	42.34	0.00537943	0.129626	0.166225	0.335744	0.323988	0.174043	0.063057	0.408613	0.0802915	0.0669438	0.328899	0.0521957
1210	-2789.91	-2747.79	-42.1185	0.413591	0.0547214	0.093316	0.0385946	58.5722	18.4284	35.1427	0.00522449	0.173212	0.167186	0.336828	0.320938	0.175049	0.0757529	0.417024	0.0625309	0.0759863	0.305515	0.0631905
1220	-2792.13	-2752.74	-39.3919	0.428196	0.0214681	0.0375444	0.0160764	52.353	16.578	33.9847	0.00504274	0.181148	0.175335	0.320104	0.333027	0.171534	0.0547432	0.351195	0.0526601	0.0773767	0.410809	0.0532156
1230	-2793.5	-2755.54	-37.9662	0.768929	0.038287	0.165694	0.127407	51.1548	18.4519	34.3247	0.00556576	0.191176	0.172528	0.326942	0.333547	0.166983	0.0748184	0.405596	0.041133	0.0734379	0.330327	0.0746874
1240	-2794.06	-2749.44	-44.6193	0.173644	0.0548276	0.0663487	0.0115211	61.9652	18.2357	34.0322	0.00552316	0.170631	0.184597	0.328601	0.305404	0.181398	0.0511901	0.355996	0.10163	0.0644572	0.376137	0.0505896
1250	-2795.56	-2749.99	-45.5719	0.117375	0.0328167	0.0371808	0.0043641	62.5466	16.2941	37.0686	0.00555103	0.147584	0.168905	0.327071	0.330106	0.173918	0.0871325	0.301772	0.0615513	0.088395	0.389905	0.071244
1260	-2796.93	-2751.47	-45.4649	0.37399	0.0336761	0.0537948	0.0201187	60.4653	16.7743	34.9504	0.0047582	0.205747	0.18951	0.33247	0.317816	0.160204	0.0881874	0.331398	0.0159058	0.107859	0.389135	0.0675152
1270	-2789.95	-2752.5	-37.4466	0.580126	0.0351168	0.0836364	0.0485197	52.3703	16.1255	34.352	0.0053027	0.186407	0.179212	0.331705	0.336133	0.15295	0.0680241	0.385704	0.054317	0.0768132	0.357095	0.0580476
1280	-2796.84	-2749.78	-47.0654	0.382165	0.0604564	0.0978521	0.0373957	64.1124	16.3785	34.4221	0.00577663	0.148949	0.178568	0.299511	0.341623	0.180297	0.0718956	0.407656	0.0123398	0.081185	0.373781	0.0531426
1290	-2794.14	-2749.89	-44.2457	0.536849	0.0375646	0.0811065	0.043542	62.374	18.1817	38.5778	0.00520308	0.181536	0.191891	0.325667	0.315783	0.166659	0.0996519	0.378782	0.053396	0.0707029	0.343007	0.0544599
1300	-2796.35	-2746.23	-50.1259	0.389606	0.0506714	0.0830144	0.0323429	70.4636	20.305	35.2166	0.00524658	0.153883	0.178672	0.327562	0.323065	0.170701	0.0589279	0.340766	0.0421994	0.0570671	0.458	0.0430402
1310	-2794.62	-2750.22	-44.3924	0.580573	0.0269843	0.0643362	0.0373519	63.1468	16.4306	34.1291	0.00552646	0.158865	0.164759	0.359768	0.316946	0.158526	0.0858389	0.380036	0.0297774	0.0907451	0.357991	0.0556111
1320	-2796.99	-2750.07	-46.9241	0.867511	0.0275893	0.208239	0.18065	62.8736	18.0236	35.7505	0.00503648	0.17782	0.174817	0.353875	0.301685	0.169623	0.0779422	0.426247	0.0225524	0.0563208	0.37482	0.0421179
1330	-2797.62	-2749.06	-48.5536	0.648865	0.0197579	0.0562689	0.0365109	65.854	17.7884	34.1454	0.0059396	0.148222	0.192457	0.316852	0.337413	0.153278	0.0773326	0.39223	0.0322567	0.0845037	0.371888	0.0417885
1340	-2794.48	-2756.04	-38.4459	0.559071	0.0437061	0.0991227	0.0554166	53.2839	16.908	38.9594	0.00554718	0.161145	0.17547	0.340862	0.332584	0.151084	0.0607377	0.345586	0.0373112	0.0774554	0.404452	0.074458
1350	-2802.72	-2755.67	-47.0555	0.740163	0.0567329	0.21834	0.161607	63.7706	17.298	39.4214	0.0056216	0.184115	0.183822	0.309727	0.350151	0.1563	0.0835812	0.372233	0.0394143	0.0818213	0.3873	0.0356504
1360	-2801.67	-2756.24	-45.4328	0.312145	0.0637772	0.0927189	0.0289418	63.1359	16.0384	34.5158	0.00542049	0.169322	0.154957	0.347578	0.330571	0.166894	0.0796623	0.428668	0.0315147	0.0654223	0.37422	0.0205121
1370	-2793.4	-2749.6	-43.8	0.751716	0.012258	0.0493711	0.037113	60.7043	18.1747	34.8919	0.00518298	0.166816	0.16898	0.316752	0.340117	0.17415	0.0745788	0.354628	0.0865191	0.0711405	0.35034	0.0627934
1380	-2792.59	-2748.91	-43.6776	0.693565	0.0241228	0.078721	0.0545982	61.8575	17.2738	34.2041	0.00516208	0.184728	0.193701	0.32336	0.310933	0.172005	0.032555	0.355709	0.0867827	0.0713573	0.386864	0.0667324
1390	-2792.81	-2746.84	-45.963	0.652592	0.0477888	0.137558	0.0897692	64.5143	19.3438	35.1263	0.00538463	0.152067	0.172206	0.327166	0.332608	0.16802	0.0853804	0.349958	0.0573252	0.061073	0.38061	0.0656535
1400	-2793.25	-2752.16	-41.0863	0.114043	0.0538105	0.0607372	0.00692666	56.3925	16.3003	34.8173	0.00551295	0.171906	0.184455	0.328829	0.317843	0.168873	0.0660652	0.352439	0.127043	0.0746447	0.332244	0.0475642
1410	-2795.12	-2755.56	-39.5569	0.639085	0.020899	0.0579057	0.0370066	55.1075	16.0305	36.581	0.00528199	0.179883	0.186746	0.330927	0.308458	0.17387	0.064845	0.386652	0.0276442	0.0732661	0.404057	0.0435354
1420	-2796.52	-2751.45	-45.0646	0.825732	0.0109991	0.0631161	0.052117	61.6004	16.8011	36.2527	0.00573794	0.158707	0.193266	0.314635	0.313733	0.178366	0.0453092	0.373478	0.105723	0.0916494	0.32196	0.0618808
1430	-2795.97	-2750.62	-45.3517	0.630076	0.0152707	0.0412805	0.0260099	61.879	17.4157	35.488	0.0050432	0.157208	0.176971	0.347092	0.30543	0.170507	0.0423042	0.33043	0.104193	0.0892087	0.367119	0.0667446
1440	-2797.28	-2747.22	-50.0652	0.0309302	0.0630226	0.0650341	0.00201152	66.6382	17.3684	34.3202	0.00558315	0.161612	0.18211	0.325906	0.316525	0.175458	0.0777497	0.332942	0.0757379	0.0663928	0.41891	0.0282678
1450	-2793.39	-2752.32	-41.068	0.289284	0.0598762	0.0842477	0.0243715	56.5151	16.621	35.0259	0.00563993	0.150889	0.172499	0.307624	0.335939	0.183938	0.0907139	0.355865	0.0213875	0.0964831	0.364643	0.0709079
1460	-2796.09	-2749.78	-46.3048	0.440926	0.0555277	0.0993207	0.0437931	64.1062	18.1525	34.7506	0.00518982	0.176417	0.157558	0.337694	0.331806	0.172942	0.0876663	0.358112	0.0581352	0.071054	0.358334	0.0666977
1470	-2799.95	-2761.44	-38.5102	0.362181	0.0355558	0.055746	0.0201902	52.0132	16.4588	34.3273	0.0057244	0.161649	0.187122	0.286443	0.351546	0.174888	0.0463599	0.42599	0.0593497	0.0878909	0.326225	0.054185
1480	-2795.95	-2756.11	-39.8426	0.492767	0.0175731	0.034645	0.0170719	53.4106	18.5318	34.6641	0.00521675	0.189418	0.187912	0.33298	0.300498	0.17861	0.0312511	0.351806	0.0577552	0.0746582	0.438503	0.0460271
1490	-2791.59	-2753.46	-38.1297	0.473891	0.0366184	0.0696022	0.0329838	53.8925	16.2723	34.6464	0.00543494	0.188513	0.18131	0.32128	0.325076	0.172334	0.0411178	0.370042	0.107321	0.0982295	0.327629	0.0556604
1500	-2794.62	-2753.2	-41.4215	0.174583	0.0588335	0.0712773	0.0124438	54.6221	17.0078	34.2061	0.00489757	0.200401	0.187527	0.314447	0.332975	0.165051	0.048261	0.381309	0.0795525	0.0690425	0.375075	0.0467601
1510	-2804.36	-2749.38	-54.9759	0.164824	0.0186058	0.0222776	0.0036719	75.1657	16.847	40.7173	0.00526048	0.13169	0.179232	0.348493	0.315758	0.156517	0.103597	0.304441	0.0550152	0.0770135	0.411105	0.0488278
1520	-2796.01	-2746.38	-49.629	0.65787	0.03852	0.112589	0.0740689	70.6671	18.605	37.0004	0.0053081	0.145151	0.168362	0.339135	0.333912	0.158591	0.0399991	0.321043	0.0691369	0.10197	0.40547	0.0623803
1530	-2795.16	-2757.09	-38.0761	0.425772	0.0548006	0.0954335	0.0406329	52.482	17.7976	37.2238	0.00552428	0.164876	0.185096	0.326744	0.341825	0.146334	0.0577361	0.35846	0.082207	0.0634349	0.368512	0.0696505
1540	-2802.18	-2759.56	-42.6205	0.148038	0.0662547	0.0777672	0.0115125	55.8044	20.3484	35.724	0.00496252	0.203424	0.19305	0.304043	0.327582	0.175326	0.0466216	0.327901	0.0396198	0.102193	0.422794	0.0608698
1550	-2794.64	-2755.2	-39.4371	0.493407	0.0317586	0.0626906	0.0309319	54.4501	16.7412	34.0747	0.00575625	0.160039	0.183546	0.308506	0.342892	0.165056	0.0431777	0.477332	0.0303245	0.0716793	0.321235	0.0562511
1560	-2791.78	-2752.05	-39.7311	0.527949	0.0339432	0.0719058	0.0379626	55.4068	17.136	35.3672	0.00504514	0.209299	0.186624	0.323051	0.335512	0.154813	0.0433555	0.362979	0.0343609	0.0719745	0.411411	0.0759191
1570	-2803.14	-2752.01	-51.1354	0.689136	0.0525004	0.168885	0.116385	68.9904	19.1836	34.5682	0.00506816	0.156081	0.186469	0.319401	0.339132	0.154998	0.036488	0.295291	0.0454839	0.0615782	0.519277	0.0418818
1580	-2791.92	-2750.1	-41.817	0.639135	0.0324371	0.0898871	0.05745	57.8395	17.7619	34.8049	0.00495997	0.188006	0.182185	0.305814	0.346383	0.165618	0.0879535	0.330398	0.0401917	0.0866651	0.394687	0.0601043
1590	-2794.16	-2751.31	-42.8524	0.396247	0.0313179	0.051872	0.0205541	60.4979	19.3345	35.5874	0.00533932	0.151205	0.202249	0.313425	0.316904	0.167422	0.0843726	0.36509	0.0168145	0.0881335	0.386702	0.0588882
1600	-2798.87	-2755.42	-43.4471	0.465144	0.0705161	0.131841	0.0613251	57.7188	20.0906	35.8347	0.00553365	0.139145	0.187569	0.318789	0.338372	0.15527	0.085564	0.344636	0.0673022	0.0995507	0.327488	0.0754589
1610	-2795.74	-2750.4	-45.3354	0.481859	0.0399835	0.0771672	0.0371837	62.4715	20.404	34.1068	0.00582401	0.143634	0.173155	0.320716	0.321946	0.184183	0.0807106	0.375242	0.070052	0.093904	0.308912	0.0711787
1620	-2795.08	-2752	-43.0856	0.518224	0.0450516	0.0935115	0.0484599	59.6397	15.9783	34.5189	0.00506816	0.180244	0.173154	0.341818	0.324071	0.160957	0.066876	0.446164	0.0508656	0.0587733	0.319851	0.0574709
1630	-2793.22	-2753.1	-40.1235	0.294008	0.0459116	0.0650313	0.0191197	56.3789	16.8653	34.4277	0.00531938	0.16831	0.155118	0.349057	0.325365	0.170459	0.0723829	0.431292	0.0491702	0.0921019	0.30919	0.0458631
1640	-2797.45	-2756.65	-40.8047	0.464238	0.0608994	0.113669	0.0527694	54.1332	19.3766	35.1158	0.00587297	0.189497	0.188397	0.343433	0.307219	0.160952	0.0903309	0.401054	0.0380487	0.0701401	0.342738	0.0576892
1650	-2794.72	-2756.37	-38.3535	0.24405	0.0812498	0.10748	0.0262306	49.6731	17.799	34.0748	0.00524727	0.194766	0.164036	0.329953	0.34056	0.165451	0.0874779	0.410618	0.0270596	0.0718129	0.343966	0.0590651
1660	-2798.24	-2753.52	-44.7184	0.366167	0.0480364	0.0757872	0.0277508	63.7737	17.0592	33.9104	0.00528517	0.172569	0.182409	0.309208	0.309962	0.198422	0.0657664	0.421812	0.0331353	0.117003	0.318255	0.0440293
1670	-2795.4	-2750.61	-44.7957	0.362769	0.04891	0.0767539	0.0278439	61.4971	18.4173	34.1427	0.00582551	0.145693	0.188565	0.318418	0.307665	0.185352	0.0341807	0.410016	0.057901	0.0875745	0.360821	0.0495067
1680	-2797.23	-2751.66	-45.563	0.618472	0.0202922	0.0531866	0.0328944	64.1304	18.2709	37.6196	0.00545307	0.160308	0.177022	0.343571	0.311599	0.167809	0.062469	0.467217	0.0359692	0.0763956	0.314762	0.0431872
1690	-2797.54	-2754.5	-43.0429	0.342578	0.0237809	0.036173	0.012392	59.1301	18.4452	36.5904	0.00519352	0.145743	0.181607	0.332071	0.339809	0.146513	0.0680373	0.377944	0.0730329	0.0535611	0.380388	0.0470368
1700	-2801.55	-2753.05	-48.4965	0.694287	0.0127064	0.0415632	0.0288568	67.3036	17.132	38.3209	0.00554767	0.155159	0.171609	0.309203	0.339501	0.179686	0.0571517	0.338182	0.0745652	0.0684144	0.360815	0.100872
1710	-2798.11	-2756.03	-42.0801	0.547818	0.0508965	0.112557	0.0616609	57.3502	18.4983	34.3905	0.0057767	0.133466	0.177054	0.350238	0.311716	0.160993	0.0891372	0.397618	0.0957585	0.0533324	0.280885	0.0832687
1720	-2792.11	-2751.24	-40.8731	0.342805	0.0514934	0.0783533	0.0268599	57.1235	17.002	34.5794	0.00521259	0.176863	0.17679	0.345775	0.316682	0.160753	0.0857603	0.368704	0.0660779	0.0800978	0.348213	0.0511477
1730	-2792.05	-2753.14	-38.9131	0.352047	0.0603298	0.0931083	0.0327785	53.4517	16.4039	35.9166	0.00558214	0.156246	0.166668	0.339113	0.313677	0.180543	0.0645682	0.370379	0.0497495	0.0761408	0.376457	0.0627049
1740	-2795.35	-2758.3	-37.052	0.385947	0.0585211	0.0953031	0.036782	50.001	15.1447	33.9049	0.00523574	0.18681	0.182271	0.338189	0.311717	0.167823	0.0430254	0.455626	0.0296169	0.0665495	0.350376	0.054806
1750	-2795.92	-2754.65	-41.2653	0.283068	0.052492	0.0732175	0.0207255	57.0606	17.1187	35.7108	0.00566781	0.156692	0.168573	0.312089	0.334777	0.184561	0.0751433	0.323613	0.0423911	0.0572211	0.459229	0.0424023
1760	-2791.33	-2750.9	-40.4352	0.774296	0.0313942	0.139095	0.107701	56.1671	16.7303	33.9674	0.00523411	0.163731	0.186112	0.307047	0.338764	0.168076	0.0806393	0.39964	0.0408104	0.0786054	0.363206	0.0370988
1770	-2801.34	-2754.57	-46.7758	0.720359	0.0331539	0.118559	0.0854048	63.6184	21.3949	35.1136	0.00489188	0.161444	0.200849	0.315081	0.306149	0.17792	0.0802176	0.424367	0.0525587	0.0881096	0.318761	0.0359855
1780	-2799.63	-2757.18	-42.4449	0.806814	0.0314453	0.162773	0.131327	56.867	18.8799	36.1469	0.00522285	0.177763	0.195912	0.318001	0.31254	0.173547	0.0598107	0.325104	0.0327023	0.100276	0.40835	0.073757
1790	-2792.17	-2755.59	-36.5815	0.301942	0.0401138	0.0574649	0.0173511	49.7111	16.4561	34.2557	0.00538535	0.204477	0.170802	0.330624	0.331021	0.167553	0.0435324	0.428718	0.0661146	0.0831221	0.320605	0.0579083
1800	-2796.36	-2751.4	-44.9603	0.39954	0.011782	0.0196217	0.00783966	55.4168	15.3028	35.0292	0.00592228	0.16501	0.167629	0.32355	0.344133	0.164687	0.0620465	0.377671	0.068146	0.0667489	0.376439	0.0489479
1810	-2793.94	-2749.24	-44.6946	0.686709	0.0208248	0.0664713	0.0456465	60.6405	18.2327	34.4401	0.00594039	0.150525	0.187356	0.315347	0.335408	0.16189	0.0741093	0.322457	0.0581833	0.0612591	0.442199	0.0417919
1820	-2793.91	-2751.14	-42.7719	0.511851	0.033137	0.0678831	0.0347461	60.2434	18.014	37.1328	0.00563092	0.167322	0.181577	0.315011	0.345068	0.158343	0.0722782	0.374975	0.0295497	0.051717	0.418669	0.0528115
1830	-2792.51	-2752.8	-39.7103	0.423749	0.0341443	0.0592526	0.0251082	55.7768	17.7336	34.756	0.00527699	0.17129	0.182621	0.307361	0.347503	0.162515	0.0718734	0.357074	0.037406	0.065467	0.401327	0.0668525
1840	-2795.66	-2750.63	-45.0297	0.58401	0.0190499	0.0457942	0.0267442	62.9	17.6224	35.6664	0.00512357	0.173107	0.195027	0.300611	0.35189	0.152472	0.0668505	0.33212	0.0680526	0.0601212	0.413981	0.0588744
1850	-2796.09	-2751.39	-44.7	0.370151	0.0493932	0.0784207	0.0290275	62.5307	17.0499	34.0027	0.00526015	0.134596	0.169507	0.326924	0.343433	0.160136	0.0522755	0.362659	0.0871787	0.0725319	0.379317	0.0460384
1860	-2793.81	-2754	-39.8093	0.163145	0.0469209	0.0560682	0.00914725	54.9751	16.7176	33.9404	0.00546125	0.166664	0.162906	0.324809	0.350632	0.161652	0.0536329	0.432529	0.0619069	0.0813523	0.3274	0.0431785
1870	-2798.78	-2753.7	-45.0749	0.445257	0.0407323	0.0734256	0.0326933	60.1911	18.6905	39.8077	0.00597372	0.143906	0.170104	0.328336	0.342735	0.158825	0.0510386	0.333391	0.0624265	0.0686722	0.39898	0.0854923
1880	-2796.29	-2757.41	-38.8813	0.584024	0.027866	0.0669895	0.0391235	54.1019	16.7835	38.6433	0.00520257	0.181156	0.192638	0.342803	0.315288	0.149271	0.0523144	0.40883	0.0249352	0.0703887	0.355902	0.0876292
1890	-2799.99	-2756.14	-43.8535	0.785975	0.0268556	0.125479	0.0986233	60.5036	16.8123	38.989	0.00511465	0.168569	0.17442	0.347802	0.319886	0.157892	0.044094	0.284008	0.0903465	0.0838939	0.414527	0.0831302
1900	-2799.8	-2752.57	-47.229	0.731485	0.0103423	0.0385168	0.0281745	64.5787	17.7346	33.914	0.00559815	0.151095	0.165341	0.331235	0.348529	0.154896	0.0491462	0.316549	0.098551	0.0935063	0.349592	0.0926551
1910	-2790.64	-2750.44	-40.1934	0.85736	0.0158539	0.111146	0.0952919	56.1056	17.0272	34.2256	0.00553773	0.180218	0.167221	0.342466	0.319561	0.170752	0.0610925	0.37895	0.095365	0.0801642	0.341512	0.0429167
1920	-2792.64	-2755.76	-36.8785	0.711743	0.0255817	0.0887464	0.0631646	51.7337	15.0225	34.2648	0.00526345	0.198178	0.178531	0.324611	0.317225	0.179633	0.0450093	0.402725	0.0781849	0.0657226	0.321975	0.0863835
1930	-2794.06	-2749.02	-45.0372	0.813116	0.010423	0.0557725	0.0453495	62.2961	16.9894	36.6929	0.00520827	0.165714	0.183098	0.310004	0.32534	0.181558	0.0510037	0.414481	0.0274985	0.0596521	0.401575	0.0457897
1940	-2800.43	-2749.13	-51.3046	0.533101	0.0309683	0.0663276	0.0353594	71.8843	20.1965	38.0582	0.00505319	0.141992	0.171653	0.308392	0.344715	0.175241	0.0549444	0.31971	0.0543614	0.0640433	0.421617	0.0853234
1950	-2801.88	-2754.93	-46.946	0.217591	0.0570547	0.0729218	0.0158671	64.5556	20.9207	35.0059	0.0054242	0.146647	0.181587	0.320352	0.315572	0.182489	0.0870471	0.437068	0.0646439	0.0761572	0.286786	0.0482979
1960	-2795.62	-2755	-40.6109	0.555297	0.0265835	0.0597781	0.0331946	55.5298	17.6186	36.3578	0.00499968	0.202815	0.17821	0.343181	0.306817	0.171792	0.0753596	0.452801	0.0559644	0.0659319	0.30813	0.0418131
1970	-2797.92	-2751.77	-46.1514	0.755803	0.0369598	0.151352	0.114392	63.3841	19.1398	36.3629	0.00527604	0.172987	0.189788	0.336796	0.302837	0.170579	0.0736452	0.417299	0.0349644	0.0837162	0.32472	0.0656549
1980	-2798.45	-2757.57	-40.8783	0.434032	0.0336849	0.0595173	0.0258324	56.9551	19.9911	38.249	0.00545393	0.144756	0.179556	0.341049	0.306661	0.172733	0.0442696	0.457325	0.0334814	0.0661132	0.335157	0.0636545
1990	-2795.61	-2750.89	-44.7217	0.511217	0.0336425	0.0688291	0.0351866	63.2863	16.9393	34.0507	0.00515113	0.166391	0.17895	0.338755	0.30706	0.175235	0.0344614	0.313011	0.083673	0.0696655	0.458548	0.0406414
2000	-2797.65	-2752.46	-45.1936	0.651712	0.0115436	0.0331439	0.0216003	61.3588	19.6148	38.8157	0.00542821	0.150923	0.189468	0.318702	0.334973	0.156856	0.0600557	0.305803	0.0499547	0.094512	0.44463	0.0450446
2010	-2793.07	-2745.41	-47.6585	0.901796	0.010792	0.109893	0.0991009	64.2486	16.2353	34.0112	0.00497585	0.170114	0.186794	0.314203	0.330245	0.168758	0.0581582	0.363334	0.0483764	0.0915259	0.394984	0.0436214
2020	-2795.17	-2749.16	-46.0045	0.256576	0.0354477	0.0476817	0.012234	64.9418	17.4543	34.0669	0.00528761	0.140971	0.173412	0.323799	0.312547	0.190242	0.056109	0.381799	0.0427778	0.0961639	0.381066	0.0420844
2030	-2800.56	-2754.87	-45.6901	0.457073	0.0458898	0.0845229	0.0386331	60.7224	18.0679	34.3035	0.00601032	0.136483	0.199554	0.303112	0.338593	0.158741	0.0925677	0.397271	0.0207563	0.0935071	0.354977	0.0409217
2040	-2793.65	-2746.32	-47.3265	0.771565	0.0363429	0.159095	0.122752	66.4636	18.7022	34.5585	0.00529147	0.161702	0.18865	0.30558	0.32945	0.17632	0.0779635	0.350207	0.0405927	0.0863532	0.407093	0.0377909
2050	-2796.67	-2749.4	-47.2695	0.230403	0.0716144	0.0930545	0.0214401	64.0953	19.5841	36.8436	0.0053326	0.16394	0.170201	0.322394	0.321384	0.186021	0.0444819	0.373945	0.037072	0.0992615	0.371784	0.0734551
2060	-2792.74	-2749.49	-43.2534	0.114322	0.0455057	0.0513795	0.00587383	58.8006	17.5077	34.7926	0.00506441	0.163143	0.162988	0.341906	0.324739	0.170367	0.0724819	0.361779	0.035383	0.094739	0.365508	0.0701084
2070	-2793.54	-2748	-45.5404	0.70738	0.0209774	0.071688	0.0507106	62.6018	19.0246	34.4018	0.00491199	0.178965	0.174468	0.337923	0.320879	0.16673	0.0480637	0.394076	0.0327404	0.0830573	0.343525	0.0985373
2080	-2796.32	-2750.97	-45.3491	0.185802	0.0288556	0.0354406	0.00658493	62.0884	18.5026	34.3221	0.00514795	0.150856	0.178054	0.318199	0.326676	0.17707	0.084062	0.377136	0.0228408	0.0851537	0.394349	0.0364582
2090	-2797	-2754.36	-42.6333	0.626216	0.048545	0.129874	0.0813293	57.858	19.1801	35.9311	0.00535372	0.167123	0.192203	0.306285	0.327987	0.173525	0.070868	0.366876	0.0338302	0.0880763	0.40264	0.0377095
2100	-2798.54	-2751.51	-47.0297	0.23395	0.0530624	0.0692676	0.0162052	65.1791	16.7717	34.9468	0.00508927	0.153437	0.185493	0.347199	0.305617	0.16169	0.0912157	0.354924	0.030341	0.0757174	0.35593	0.0918718
2110	-2793.88	-2754.41	-39.4711	0.219014	0.0444439	0.0569075	0.0124636	54.5446	15.7853	33.9941	0.00565475	0.16484	0.173048	0.342611	0.332339	0.152002	0.0451739	0.379267	0.0363658	0.0538293	0.39366	0.091704
2120	-2795.36	-2752.18	-43.184	0.568258	0.0618428	0.14324	0.0813974	58.38	17.4059	35.0275	0.00541331	0.149915	0.170838	0.328163	0.335292	0.165707	0.0686232	0.39281	0.0248747	0.0973787	0.370342	0.0459713
2130	-2795.59	-2750.05	-45.5353	0.509124	0.0419274	0.0854133	0.0434859	65.0627	15.5706	35.0476	0.00541148	0.15867	0.177473	0.345292	0.320254	0.156981	0.0497612	0.293356	0.0439136	0.0777547	0.429796	0.105419
2140	-2794.03	-2749.31	-44.718	0.408876	0.0551568	0.0933083	0.0381515	63.0671	16.7768	34.422	0.00550121	0.14653	0.174728	0.346445	0.321322	0.157505	0.0461681	0.388648	0.0722628	0.0537046	0.351323	0.0878933
2150	-2799.74	-2756.64	-43.1001	0.579575	0.0501926	0.119385	0.0691928	58.5079	17.2295	38.1627	0.00501365	0.19814	0.161144	0.328326	0.330796	0.179733	0.0883359	0.341299	0.0402909	0.0565206	0.383564	0.0899893
2160	-2792.81	-2749.11	-43.6999	0.238921	0.0296474	0.0389544	0.00930703	61.0206	17.2512	35.4096	0.00540582	0.164879	0.186501	0.314805	0.308103	0.190591	0.0533507	0.361239	0.075759	0.0835493	0.352379	0.0737234
2170	-2795.17	-2748.39	-46.7795	0.439409	0.0430283	0.0767553	0.033727	66.1894	18.2713	37.9879	0.00548418	0.166238	0.185382	0.312443	0.324063	0.178112	0.0553943	0.41883	0.0473078	0.0784599	0.337885	0.0621237
2180	-2798.54	-2753.22	-45.3198	0.61635	0.0287713	0.0749936	0.0462223	60.8659	16.6402	39.0582	0.00486409	0.17444	0.184182	0.31042	0.321965	0.183433	0.0666902	0.402009	0.0177361	0.0879831	0.358632	0.0669487
2190	-2798.73	-2755.31	-43.4191	0.676208	0.0347797	0.107413	0.0726338	60.8696	17.6191	36.2602	0.00527771	0.159314	0.194872	0.298305	0.330549	0.176274	0.0750444	0.311831	0.048313	0.0558839	0.425434	0.083494
