Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	death_rate	root_time	tmrca_Ursidae	birth_rate	tmrca_UrsidaePinn	base_rate	node_rates[1]	node_rates[2]	node_rates[3]	node_rates[4]	node_rates[5]	node_rates[6]	node_rates[7]	node_rates[8]	node_rates[9]	node_rates[10]	node_rates[11]	node_rates[12]	node_rates[13]	node_rates[14]	node_rates[15]	node_rates[16]	node_rates[17]	node_rates[18]	turnover	root_rate	nu	diversification
300	-2738.6	-2742.07	3.46663	0.171296	0.344733	0.319279	0.164692	0.0353679	0.419941	0.0598994	0.0747977	0.373648	0.0363462	0.100322	0.00023941	0.000342024	0.000313303	0.000319971	0.000316488	0.000308209	0.000550794	0.000561774	0.000897669	0.00164815	0.000318472	0.000307636	0.000325863	0.000275952	0.000423647	0.000690449	0.000904302	0.00129523	0.0173562	49.907	21.4501	0.0978019	34.7397	0.00500986	0.0444903	0.0655296	0.0540638	0.0643324	0.0629418	0.059307	0.101844	0.0666711	0.154948	0.344302	0.0634039	0.063734	0.0710106	0.0590782	0.0510852	0.11804	0.157596	0.203413	0.177463	0.313661	1.93815	0.0804457
310	-2743.02	-2741.79	-1.22223	0.182868	0.343687	0.297628	0.175817	0.0676959	0.376162	0.0604319	0.0778704	0.336813	0.0810261	0.0845266	0.000355538	0.00023461	0.000288009	0.000269141	0.000212597	0.000270067	0.000535361	0.000602136	0.000704845	0.00186999	0.000286466	0.000297608	0.00028651	0.000330355	0.000411571	0.000436442	0.000654997	0.00164796	0.0694168	46.306	16.7527	0.132708	36.8104	0.00529176	0.0675145	0.0383814	0.0585634	0.0479349	0.0265642	0.0475879	0.113646	0.151315	0.0950998	0.255213	0.0537859	0.054483	0.0502885	0.0579967	0.0668598	0.0886918	0.07626	0.171294	0.523079	0.451545	4.85822	0.0632913
320	-2737.93	-2743.86	5.9243	0.187148	0.323899	0.303384	0.185569	0.0600654	0.431815	0.0636087	0.0698276	0.302026	0.0726573	0.0931542	0.000308611	0.000262777	0.000276422	0.000375296	0.000350841	0.000244266	0.000459102	0.000578555	0.000685951	0.00187757	0.000288886	0.000286978	0.000290859	0.000311263	0.000408327	0.000518401	0.000716975	0.00109902	0.00975548	45.048	23.3445	0.0506268	40.3961	0.00551017	0.0528328	0.0436028	0.0485556	0.0817314	0.0728553	0.0382926	0.0776115	0.11086	0.0878743	0.443688	0.0544878	0.0503675	0.0517761	0.0537955	0.0591822	0.0890264	0.0991352	0.161102	0.192694	0.237805	2.37698	0.0408714
330	-2746.72	-2742.83	-3.89585	0.198431	0.318736	0.305271	0.177562	0.0662098	0.396887	0.0440529	0.0479618	0.389026	0.0558621	0.084794	0.000196426	0.000234005	0.000319512	0.000181702	0.000236093	0.000243894	0.000435323	0.000782829	0.000673919	0.00149375	0.000203578	0.000232315	0.000251056	0.000252993	0.000403825	0.000665317	0.000809706	0.00144324	0.0317196	51.8474	20.7289	0.0740874	35.6164	0.00483139	0.0303854	0.0467434	0.0821398	0.033312	0.0558278	0.0585947	0.0639661	0.164885	0.102964	0.19692	0.0419054	0.0423675	0.0501253	0.0538016	0.0509271	0.11624	0.159174	0.176011	0.428138	0.42143	3.02111	0.0423678
340	-2738.82	-2741.32	2.50026	0.173919	0.324181	0.332007	0.169893	0.0625866	0.374218	0.0543271	0.0677315	0.384324	0.0568125	0.0620835	0.000219754	0.000218109	0.000288005	0.00025907	0.000317118	0.000164378	0.000345906	0.000342493	0.000806296	0.00128651	0.000261662	0.000230012	0.000247206	0.000219238	0.000315465	0.000415939	0.000748218	0.00169097	0.0247925	47.1433	21.2089	0.0800316	35.2159	0.00525951	0.0443918	0.033131	0.0597098	0.042284	0.0643574	0.0192371	0.0507477	0.0528585	0.0994637	0.0533384	0.0562308	0.0432696	0.0498078	0.0441957	0.0391725	0.0807875	0.0773789	0.207141	0.309784	0.435873	3.69324	0.0552391
350	-2738.89	-2747.55	8.65631	0.178656	0.323867	0.330975	0.166502	0.0424641	0.389238	0.0809733	0.0717167	0.361577	0.0540307	0.0777543	0.000271429	0.000162814	0.000164843	0.000227625	0.000232647	0.000209363	0.000314932	0.000305727	0.000874709	0.00162449	0.000213904	0.000217481	0.000206339	0.00024318	0.000312162	0.000358603	0.00052673	0.000996269	0.0300389	49.2281	21.0207	0.0649481	38.1539	0.00520152	0.0518718	0.0242743	0.0250545	0.0478876	0.0498184	0.0378888	0.0535586	0.0472029	0.204149	0.373731	0.0396349	0.0426118	0.0383281	0.04101	0.0524934	0.0675337	0.0703501	0.132179	0.462507	0.250889	1.82598	0.0349091
360	-2745.09	-2745.98	0.889848	0.158185	0.342649	0.330891	0.168275	0.0706172	0.343287	0.0542922	0.0632502	0.404522	0.0640314	0.0804332	0.000216205	0.00035487	0.000372858	0.000213682	0.00022929	0.000242447	0.000455624	0.000355519	0.00106869	0.00162674	0.000211024	0.000228039	0.000302585	0.000276052	0.000351333	0.000421884	0.000640542	0.00113639	0.0106261	47.1261	22.0988	0.0270028	35.6385	0.00590216	0.0245631	0.0625602	0.0686557	0.0333311	0.0386199	0.049725	0.0840399	0.0478639	0.217688	0.310605	0.0390771	0.0324303	0.0576906	0.0448428	0.0486999	0.0703523	0.0726069	0.144447	0.393519	0.24063	2.65432	0.0163767
370	-2737.17	-2742.19	5.01184	0.185542	0.29551	0.340643	0.178305	0.0665088	0.387621	0.0705833	0.0678797	0.362649	0.0447578	0.0815779	0.000234168	0.000174961	0.000178301	0.000310181	0.000304624	0.000217562	0.000531983	0.000639696	0.000792455	0.00169489	0.000282667	0.000279906	0.000239261	0.000281499	0.000368511	0.000609965	0.000956473	0.00175963	0.0411435	48.3022	22.5965	0.0632567	36.4424	0.00516239	0.0358129	0.0292389	0.0305326	0.0649498	0.0627969	0.0299967	0.118239	0.0993783	0.0849079	0.197024	0.0552195	0.0542907	0.0385441	0.0541498	0.0549076	0.08786	0.148451	0.222103	0.650422	0.459606	2.18815	0.0221132
380	-2742.03	-2738.55	-3.47896	0.17417	0.30628	0.338649	0.180901	0.0708453	0.407833	0.0705535	0.0717888	0.331304	0.0476761	0.0798378	0.000215225	0.000179622	0.000251002	0.00030361	0.000277321	0.000189257	0.000664958	0.00059367	0.000691045	0.00150893	0.000268662	0.000267132	0.000241763	0.000233809	0.000288991	0.000383707	0.000682903	0.00137455	0.0189763	50.5121	20.1165	0.0586981	40.5985	0.00540018	0.0429422	0.0268108	0.0532469	0.0620528	0.0523164	0.0209834	0.17601	0.148024	0.0748622	0.230843	0.0503918	0.0491096	0.0397138	0.0498249	0.036768	0.0702623	0.0718468	0.181072	0.323286	0.328003	3.84174	0.0397218
390	-2742.01	-2743.37	1.36137	0.158054	0.324947	0.345521	0.171478	0.0771613	0.37771	0.0395505	0.0781889	0.36084	0.0665496	0.0876286	0.000267061	0.000346836	0.000395544	0.000265678	0.000302149	0.000233398	0.000541064	0.000397871	0.000751039	0.00193061	0.000256974	0.000283152	0.000336962	0.000320939	0.000349211	0.000412545	0.000888231	0.00149643	0.0131319	47.7871	19.3632	0.0364698	43.4656	0.00562089	0.0350853	0.0577691	0.0751003	0.0495908	0.0625677	0.0365528	0.128204	0.0590943	0.0336591	0.38806	0.0449415	0.0464938	0.0656404	0.054256	0.0599392	0.0643154	0.0824744	0.233572	0.360077	0.29888	3.27311	0.0233379
400	-2737.59	-2740.25	2.65404	0.181753	0.33899	0.313923	0.165335	0.0672772	0.329326	0.0820883	0.0681731	0.39511	0.0580249	0.0723342	0.000224406	0.000370725	0.00032868	0.000166144	0.000187574	0.000240784	0.000357909	0.000425022	0.00102233	0.00149196	0.000212582	0.000226051	0.00029681	0.000255699	0.000265548	0.000372153	0.000865	0.00165571	0.0150252	48.0106	20.8759	0.0311438	34.8362	0.00554601	0.030423	0.0683634	0.053201	0.0230639	0.0307921	0.0470212	0.0838091	0.0643254	0.145681	0.163941	0.0368509	0.0398104	0.0653275	0.041708	0.0505021	0.0452598	0.088946	0.22299	0.482445	0.37409	2.91149	0.0161186
410	-2740.84	-2743.03	2.19225	0.181453	0.334991	0.313045	0.170511	0.0668735	0.327351	0.0745091	0.0560719	0.429256	0.0459385	0.0926938	0.000311791	0.000259311	0.000304682	0.00023301	0.000204049	0.00025097	0.000342061	0.000394754	0.000656831	0.00172038	0.000230641	0.000237902	0.000263524	0.000247777	0.00034517	0.000479819	0.000640037	0.000772613	0.0806528	47.9506	21.2003	0.10811	45.5312	0.0049701	0.0739887	0.0465338	0.0647914	0.0484577	0.0368034	0.0534876	0.0502265	0.0531902	0.112419	0.533281	0.0453071	0.0475044	0.0578146	0.0482289	0.0514778	0.0874208	0.105661	0.151894	0.746025	0.159011	2.97126	0.0274572
420	-2741.55	-2743.11	1.55924	0.192908	0.32634	0.310935	0.169817	0.0475193	0.444622	0.0349814	0.0919223	0.343204	0.0377508	0.0994197	0.000274638	0.000186014	0.000173634	0.000295761	0.000236773	0.000208865	0.000646927	0.000646626	0.000784197	0.00167672	0.000232339	0.000218793	0.000204751	0.000245101	0.000374956	0.000611994	0.000792796	0.000771933	0.0107769	46.9207	19.812	0.0422315	44.4404	0.00522134	0.0537093	0.0352182	0.030476	0.0657051	0.0431103	0.0385927	0.155666	0.105401	0.138991	0.507962	0.0475841	0.0414118	0.0360333	0.0423952	0.0514892	0.0921352	0.142285	0.16139	0.255186	0.134294	3.25803	0.0314546
430	-2743.38	-2743.42	0.042904	0.191712	0.30894	0.331195	0.168153	0.0409129	0.382808	0.101281	0.0791427	0.340927	0.0549291	0.0615107	0.000250375	0.000201134	0.000308985	0.000337646	0.000293225	0.000264932	0.000294633	0.000281786	0.00081572	0.00154492	0.000248609	0.000278721	0.000287994	0.000313515	0.000344075	0.000410438	0.000797654	0.00195801	0.021886	48.416	21.0386	0.0636805	34.9322	0.00561916	0.033673	0.0252305	0.0636175	0.0747481	0.0589376	0.0512386	0.0378442	0.0212328	0.0854923	0.0578167	0.0454287	0.0430574	0.0463581	0.0561464	0.0554416	0.0670233	0.0790621	0.204843	0.343684	0.492061	4.06129	0.0417945
440	-2743.84	-2742.98	-0.86145	0.194128	0.312832	0.322371	0.170668	0.0338613	0.375471	0.051462	0.108847	0.393034	0.0373252	0.0722537	0.00017796	0.00019539	0.000207208	0.000229222	0.000237297	0.000360551	0.00041468	0.000505075	0.000889297	0.00165759	0.000290469	0.000323383	0.000269352	0.000298874	0.000381459	0.00058943	0.00116686	0.00190315	0.00454947	47.4456	19.6448	0.0615529	37.7931	0.00571222	0.0136607	0.0300996	0.0342375	0.0357848	0.0386121	0.0690094	0.0602793	0.0553762	0.0242821	0.201109	0.044472	0.057229	0.0383115	0.0559959	0.0486477	0.0849113	0.121464	0.287084	0.0739116	0.379257	3.63038	0.0570034
450	-2744.16	-2742.13	-2.02694	0.18615	0.332851	0.321878	0.159121	0.052218	0.368772	0.0608576	0.0857667	0.387105	0.0452806	0.0724076	0.000182371	0.000192149	0.000218492	0.000307915	0.000333341	0.000263487	0.000522466	0.000418675	0.000917313	0.00168767	0.000286299	0.000213384	0.000230996	0.000215385	0.000313119	0.000423187	0.000826641	0.00186106	0.0132805	46.8262	23.7351	0.074505	36.0782	0.00551564	0.0268758	0.024761	0.0343132	0.046365	0.0555847	0.0570147	0.115163	0.0726498	0.112042	0.157711	0.0652867	0.038527	0.0449132	0.0388471	0.0392528	0.0742858	0.0791639	0.220581	0.17825	0.454249	2.91096	0.0612245
460	-2741.02	-2741.1	0.0718971	0.190166	0.327063	0.323064	0.159707	0.0647435	0.382276	0.0436847	0.0917096	0.368301	0.0492847	0.0668966	0.000286337	0.000240545	0.000262215	0.000161639	0.000163426	0.000201773	0.000448268	0.000700555	0.000785705	0.00159101	0.000190886	0.000209568	0.000234026	0.000254997	0.000472385	0.00076397	0.00117506	0.00202071	0.0120034	48.0411	20.781	0.0527555	36.0565	0.00570715	0.0464142	0.0377159	0.0453098	0.0277595	0.0283856	0.0327	0.0454778	0.089389	0.0196676	0.105088	0.0288848	0.0380089	0.0465801	0.0354314	0.0539292	0.111612	0.156112	0.255673	0.227528	0.452461	6.17737	0.0407521
470	-2742.54	-2747.38	4.8398	0.174481	0.336024	0.336139	0.153357	0.129707	0.308722	0.0194046	0.0736025	0.414306	0.0542587	0.0644284	0.000121865	0.000143695	0.000156536	0.00018489	0.000141333	0.000143263	0.000543948	0.000365005	0.000523576	0.00165027	0.000150716	0.00015439	0.000157685	0.000152111	0.000259316	0.000394738	0.000636194	0.0012916	0.013622	50.179	23.5157	0.0390958	42.0109	0.00523248	0.0183783	0.0245921	0.0295003	0.0421352	0.0254866	0.0256863	0.136996	0.0595508	0.0369182	0.300299	0.0285348	0.0290729	0.0303323	0.0299393	0.0282018	0.0709158	0.0799642	0.163207	0.348427	0.33048	4.34474	0.0254738
480	-2731.92	-2745.32	13.4071	0.162868	0.345405	0.328544	0.163184	0.0946763	0.37798	0.101977	0.0537244	0.332038	0.0396048	0.0692019	0.00016333	0.000120683	0.000129968	0.000169821	0.000199215	0.000154688	0.000588115	0.00039126	0.000724942	0.00152393	0.000172719	0.000166767	0.00014781	0.000171556	0.000289421	0.000401231	0.000802932	0.00131483	0.0261978	48.2989	20.1097	0.0690038	40.7202	0.00543835	0.0282665	0.0213152	0.0247297	0.0289727	0.0397827	0.0268496	0.141647	0.0709708	0.044237	0.299263	0.0334803	0.0300384	0.023067	0.0312915	0.0317996	0.0746376	0.0729185	0.222367	0.379657	0.261173	2.78175	0.042806
490	-2740.4	-2743.74	3.33686	0.163786	0.348431	0.320093	0.167691	0.0566823	0.35223	0.0402147	0.0512902	0.436084	0.0634988	0.0626799	0.000185901	0.000117199	0.000140038	0.000138626	0.000153517	0.000205373	0.000828389	0.000467811	0.000724197	0.00121136	0.000173111	0.00018642	0.000161613	0.000180508	0.000253227	0.000514505	0.00101646	0.00156061	0.018126	50.487	21.2209	0.0627862	34.3996	0.00572198	0.0350399	0.0176309	0.0256137	0.0199508	0.0251555	0.0397794	0.230974	0.0422514	0.019109	0.111946	0.0285031	0.0320044	0.0233337	0.0331547	0.029938	0.0585723	0.121262	0.234019	0.288693	0.311461	3.8864	0.0446603
500	-2736.49	-2748.25	11.762	0.180941	0.314655	0.341386	0.163018	0.066784	0.482024	0.0411271	0.0524538	0.301257	0.0563542	0.0726089	0.000139282	0.00015478	0.00016824	0.000157801	0.000181528	0.000181676	0.000555501	0.00053316	0.000966849	0.00136491	0.000160901	0.000168991	0.000168841	0.000160469	0.000250839	0.000388481	0.000815426	0.0012684	0.0358601	48.0253	19.5571	0.0800285	36.6174	0.00560841	0.023308	0.0258492	0.030649	0.0282946	0.0367556	0.035387	0.135006	0.114684	0.129444	0.249757	0.0279785	0.0293999	0.0293465	0.0308635	0.026361	0.0630901	0.0754452	0.215342	0.448092	0.236978	2.28057	0.0441684
510	-2739.92	-2743.5	3.57439	0.187363	0.327658	0.316498	0.168481	0.0705707	0.343837	0.087271	0.107384	0.342767	0.0481702	0.0664393	0.000151352	0.000209864	0.0002238	0.000136605	0.000131578	0.000137313	0.000421547	0.000225719	0.000673244	0.0016026	0.000158788	0.000173982	0.000196087	0.000148551	0.000186635	0.000274326	0.000526434	0.000842778	0.0239999	50.625	20.4504	0.0496442	41.5243	0.00559791	0.0308596	0.0347813	0.0397603	0.0243751	0.0225788	0.0167583	0.107143	0.0260993	0.106997	0.405004	0.0244308	0.0323003	0.0401982	0.0298592	0.0232147	0.0434654	0.0545447	0.133538	0.483438	0.167567	3.95468	0.0256443
520	-2736.23	-2745.32	9.08601	0.176746	0.331197	0.324963	0.167094	0.0655506	0.41699	0.0594876	0.0989679	0.33032	0.0286841	0.0764154	0.000174702	0.000142677	0.000152854	0.000125277	0.000172534	0.000173272	0.000327465	0.000649987	0.000672027	0.00151348	0.000162121	0.000189545	0.000179591	0.000208845	0.000320955	0.000460391	0.000623736	0.000794922	0.0239604	46.3457	20.8756	0.0398909	40.0474	0.00529338	0.0263604	0.0253134	0.0291585	0.0184346	0.0362898	0.0331123	0.0421069	0.153254	0.110576	0.41483	0.0288989	0.0323553	0.0285945	0.0392605	0.0396473	0.0816192	0.0923305	0.143336	0.600649	0.15701	1.94095	0.0159305
530	-2737.03	-2741.53	4.50232	0.172912	0.324013	0.33554	0.167534	0.0625717	0.343557	0.0430418	0.0606514	0.451764	0.0384144	0.0839684	0.00023232	0.000151243	0.00015877	0.00022386	0.000210076	0.00020912	0.000459833	0.000495638	0.000837743	0.00196803	0.000225169	0.00023053	0.000188169	0.000232683	0.000363037	0.000577398	0.00108237	0.00157237	0.121453	46.7732	21.6544	0.146568	43.1591	0.00536233	0.0419379	0.0283011	0.0311086	0.0434199	0.0382788	0.034088	0.0808133	0.0601974	0.0334221	0.426603	0.0400736	0.0439081	0.0281083	0.0420733	0.0447109	0.0906917	0.124662	0.279033	0.828645	0.307418	3.09357	0.0251153
540	-2737.12	-2743.99	6.86777	0.183075	0.334733	0.31885	0.163342	0.0402223	0.386402	0.0329245	0.0846498	0.424439	0.031363	0.0905994	0.000211113	0.000194057	0.000219742	0.000217242	0.000189105	0.000245841	0.000448382	0.000345308	0.000792987	0.00230909	0.000212394	0.000228033	0.00023376	0.000246408	0.000290828	0.000300789	0.00043692	0.000818133	0.0133891	45.9008	18.6507	0.0510953	39.0798	0.00559168	0.0307017	0.0291251	0.038312	0.0399697	0.0299059	0.0496952	0.101161	0.0751373	0.175726	0.64118	0.0377321	0.0382359	0.0402841	0.0433258	0.0448079	0.0592138	0.0483705	0.107904	0.262041	0.18472	2.04397	0.0377062
550	-2734.72	-2744	9.28898	0.19344	0.322016	0.324644	0.1599	0.0504483	0.32986	0.037332	0.0757662	0.442311	0.064282	0.0914861	0.000284873	0.000212585	0.000231453	0.000249386	0.000241941	0.000236496	0.000664169	0.000464935	0.000910308	0.00169531	0.000245033	0.000240649	0.000236653	0.000249515	0.000396869	0.000516706	0.000831728	0.00103779	0.10101	51.8276	20.7946	0.127697	44.5641	0.00560672	0.0556731	0.0344748	0.0412053	0.0443355	0.0416798	0.0415788	0.141295	0.0771558	0.116724	0.442543	0.0446242	0.0427827	0.0413575	0.0430602	0.0459454	0.0956234	0.0886933	0.207996	0.791019	0.162199	1.6982	0.0266861
560	-2734.81	-2743.66	8.84833	0.187194	0.332156	0.314086	0.166564	0.0834785	0.362594	0.0474419	0.0832849	0.345123	0.0780779	0.0823038	0.000220397	0.000162029	0.000171158	0.00026915	0.00023555	0.000224954	0.000335412	0.000585287	0.000885887	0.00155939	0.000228573	0.000215157	0.000202554	0.000215357	0.000300491	0.000486719	0.000839521	0.00137	0.00437873	45.6325	18.4496	0.0489867	36.3586	0.0050215	0.0455029	0.0273545	0.0309904	0.0583604	0.0449781	0.0473972	0.0561869	0.116662	0.134918	0.293353	0.0488387	0.0421991	0.0371795	0.0434954	0.0422785	0.0774033	0.116451	0.21792	0.089386	0.327733	2.33925	0.044608
570	-2736.93	-2744.43	7.49628	0.179801	0.348595	0.307306	0.164298	0.0614835	0.447603	0.0750841	0.0805177	0.314574	0.0207376	0.0807481	0.000219441	0.00019459	0.000188761	0.000322206	0.000292445	0.000199604	0.000584656	0.000511194	0.000738925	0.00163784	0.00026135	0.000249974	0.000222428	0.000248661	0.000349326	0.000505313	0.000830889	0.00111822	0.0047264	47.9975	18.2755	0.0313772	37.8042	0.00579998	0.0332281	0.0337047	0.0316945	0.0638791	0.0536167	0.0259349	0.12359	0.0800441	0.0645186	0.369463	0.0472266	0.0428944	0.0333956	0.0433038	0.0424416	0.078016	0.0962304	0.190284	0.150632	0.195311	1.27957	0.0266508
580	-2739.55	-2739.37	-0.179916	0.175218	0.337283	0.323243	0.164256	0.0557615	0.370038	0.0367985	0.0890271	0.355474	0.092901	0.0918519	0.000211135	0.000202377	0.000239781	0.000362812	0.000364797	0.000298998	0.000533626	0.000745884	0.000709178	0.00171099	0.000317488	0.000274108	0.000241283	0.000243858	0.000334608	0.000662755	0.000895659	0.000939595	0.0418705	49.6638	17.8307	0.0904323	37.8458	0.00572918	0.0334616	0.0313029	0.0443602	0.0666259	0.0673189	0.0535735	0.109719	0.105584	0.0896976	0.427155	0.0600281	0.0508037	0.0393449	0.0448848	0.0402435	0.0765647	0.154796	0.157869	0.463004	0.170134	1.84481	0.0485618
590	-2728.5	-2739.51	11.0085	0.17822	0.312929	0.328781	0.18007	0.0681079	0.419067	0.0397085	0.0901665	0.325216	0.0577341	0.0960102	0.000306448	0.000255579	0.000306987	0.000329122	0.000275661	0.000283094	0.0004339	0.000537994	0.000633672	0.00189106	0.000303057	0.000302116	0.000301096	0.000310075	0.000391251	0.000546708	0.000701064	0.000792129	0.027674	49.4447	21.9721	0.0662169	48.1473	0.00544078	0.0549917	0.0395932	0.0584905	0.0643124	0.0446602	0.0493329	0.0733342	0.0829616	0.0900293	0.546866	0.056671	0.0547309	0.0543562	0.0563251	0.0576568	0.0861648	0.114802	0.142905	0.417929	0.148277	1.70043	0.0385429
600	-2738.88	-2742.47	3.5976	0.169934	0.323021	0.339385	0.16766	0.0627015	0.429194	0.0361653	0.0782244	0.341132	0.0525825	0.113309	0.000283021	0.000535657	0.000547657	0.000322366	0.000339744	0.00033707	0.000505567	0.00059093	0.000805764	0.00223662	0.000355608	0.000359888	0.000448277	0.00033444	0.000386307	0.000543925	0.000887324	0.00118842	0.0200995	47.1698	21.1855	0.0597632	37.8709	0.00550211	0.0437746	0.0942275	0.0985895	0.0562696	0.0625864	0.0541709	0.102453	0.0984051	0.0867494	0.587162	0.0609095	0.0683528	0.100482	0.0624652	0.0591026	0.0813187	0.116396	0.206143	0.336319	0.225843	2.03668	0.0396637
610	-2738.37	-2744.76	6.39413	0.171601	0.345013	0.328915	0.154471	0.0486841	0.413837	0.0299781	0.0659522	0.392991	0.0485582	0.107158	0.000429767	0.000343357	0.000318053	0.000404991	0.000349549	0.00034027	0.000624166	0.000570892	0.000690267	0.00154433	0.000390101	0.000389032	0.000373705	0.000393353	0.000456946	0.000480425	0.000667199	0.00092959	0.0213965	50.6612	23.7576	0.0592264	43.5891	0.00513454	0.0901837	0.0641788	0.0543225	0.0813353	0.0597395	0.057006	0.142354	0.136009	0.0953497	0.412974	0.0764163	0.0755355	0.0695652	0.0759999	0.0772188	0.100771	0.0863643	0.173522	0.361266	0.18857	1.10733	0.0378299
620	-2731.87	-2740.65	8.78038	0.180346	0.32997	0.33597	0.153715	0.0485989	0.361173	0.0831692	0.0695812	0.389005	0.0484732	0.0939288	0.000372112	0.000340739	0.000290338	0.000416217	0.00043432	0.000329031	0.000502707	0.00045268	0.000710387	0.00158081	0.000408821	0.000392069	0.000344167	0.000388693	0.000391311	0.000438011	0.000635107	0.000973745	0.0313394	47.8731	18.2097	0.0591957	36.2811	0.0055426	0.0645806	0.0693268	0.0511401	0.0735797	0.0801121	0.0478167	0.109889	0.0768013	0.113709	0.361681	0.0766084	0.0709112	0.0536259	0.0705637	0.0696929	0.0715082	0.0865443	0.142628	0.529419	0.208739	1.20867	0.0278564
630	-2733.3	-2738.59	5.29237	0.178028	0.334714	0.309963	0.177295	0.0778211	0.421055	0.0589149	0.0800453	0.303053	0.0591107	0.0964891	0.000315145	0.000347537	0.00035291	0.000336749	0.000347037	0.000257405	0.000572123	0.000427241	0.000662081	0.00188706	0.00033396	0.000322916	0.000339049	0.000337319	0.000425357	0.000510938	0.000822189	0.00115599	0.034349	48.4781	19.2885	0.0709877	42.7723	0.00544853	0.0529809	0.064236	0.0662082	0.0584365	0.062213	0.0370732	0.116574	0.0627137	0.0353429	0.476045	0.0651743	0.0574129	0.063335	0.0611202	0.0627	0.0934365	0.0941143	0.207688	0.483872	0.216643	2.35723	0.0366388
640	-2735.24	-2739.73	4.48216	0.170051	0.336463	0.320286	0.1732	0.0840831	0.377449	0.0458523	0.0794222	0.338422	0.0747711	0.0939206	0.000250065	0.000383119	0.000418057	0.000345735	0.000370808	0.000312798	0.000505635	0.000406735	0.000760977	0.00160013	0.000347867	0.000337219	0.000361641	0.000310492	0.000356787	0.000411785	0.000540079	0.00105063	0.0802041	52.6439	20.7704	0.105133	38.4779	0.00525098	0.040372	0.0715686	0.0848758	0.0642407	0.0737905	0.0540862	0.111566	0.0790973	0.159957	0.339179	0.0674433	0.0650527	0.0743545	0.0633878	0.054873	0.0810205	0.0758206	0.129885	0.762885	0.270282	2.13167	0.0249284
650	-2735.38	-2738.98	3.60724	0.179813	0.325281	0.323446	0.17146	0.0780193	0.350228	0.0425455	0.0740732	0.412196	0.0429382	0.0983828	0.000258536	0.000285099	0.000274129	0.000473283	0.000472463	0.00030721	0.000375249	0.00047155	0.00091754	0.00168705	0.00038311	0.000338272	0.000302641	0.000341992	0.000354565	0.000433366	0.000672823	0.000928178	0.0209303	47.9971	19.8639	0.0708035	34.9499	0.00545472	0.0301506	0.0543177	0.0502956	0.0963415	0.0960409	0.0493607	0.0722268	0.0793605	0.183262	0.431403	0.07719	0.0632793	0.0502151	0.0607498	0.064643	0.0653601	0.0935357	0.153158	0.295612	0.187163	2.29874	0.0498731
660	-2743.06	-2746.99	3.93134	0.181926	0.342581	0.332993	0.142499	0.0715636	0.340253	0.0381766	0.0824089	0.39483	0.072768	0.0951881	0.000361706	0.000320345	0.000331442	0.000466155	0.000422809	0.000404573	0.000381797	0.000729909	0.000750845	0.00151199	0.000413846	0.000402239	0.000367245	0.000405452	0.000477051	0.000517747	0.000586158	0.00110099	0.0322552	46.9021	18.1267	0.0570772	40.7362	0.00553717	0.0567834	0.0556442	0.0596523	0.0915962	0.0759396	0.0734275	0.0394576	0.175077	0.148047	0.271609	0.0767769	0.0727024	0.0600628	0.0725843	0.073863	0.0984456	0.0885622	0.123155	0.565116	0.274516	2.55245	0.024822
670	-2734.74	-2741.38	6.64022	0.184705	0.339054	0.301377	0.174864	0.0577503	0.443279	0.0263134	0.0735119	0.350782	0.0483638	0.100402	0.000481997	0.000550924	0.000531479	0.000417198	0.000396229	0.000415982	0.000470866	0.000673362	0.000722905	0.00150463	0.000436339	0.000450019	0.000492222	0.000475856	0.000483731	0.000585317	0.000721701	0.000926705	0.017366	53.5802	18.919	0.0447916	37.4491	0.00594126	0.0801705	0.097864	0.0913184	0.0669429	0.0598841	0.0666456	0.0777529	0.110393	0.116686	0.321211	0.0734983	0.0733862	0.087593	0.0781033	0.0820838	0.0807543	0.116281	0.126665	0.387706	0.185291	0.968833	0.0274257
680	-2740.09	-2745.57	5.48061	0.16763	0.367052	0.307517	0.157802	0.0808902	0.435712	0.0522484	0.0620247	0.334209	0.0349163	0.0942589	0.000449398	0.000362313	0.000395808	0.000424431	0.000479111	0.000471681	0.000500655	0.000568457	0.000715247	0.00115677	0.000435047	0.000416678	0.000383926	0.000440493	0.000547923	0.000628647	0.000702048	0.00107639	0.0230872	55.7121	17.967	0.03855	35.5523	0.00545216	0.0764875	0.0652926	0.0775794	0.0757337	0.0957918	0.0933971	0.0710247	0.0905499	0.122817	0.169043	0.079959	0.079628	0.0676134	0.0732208	0.0883638	0.112629	0.117976	0.139555	0.59889	0.255293	1.1414	0.0154628
