Iteration	Posterior	Likelihood	Prior	n_cats	base_rate	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	birth_rate	diversification	turnover	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	concentration	death_rate	root_time	tmrca_UrsidaePinn	tmrca_Ursidae
3820	-2841.71	-2780.43	-61.2834	3	0.00531402	0.0825535	0.206885	0.0256213	0.0256213	0.0256213	0.206885	0.325346	0.0256213	0.0256213	0.0256213	0.206885	0.0256213	0.0256213	0.0256213	0.0256213	0.0256213	0.0256213	0.206885	0.0256213	0.159494	0.337629	0.327557	0.17532	0.0954127	0.0554605	0.418731	0.0644364	0.334381	0.0429232	0.0760794	0.408956	0.0732243	0.753479	0.0399522	55.0008	34.07	20.2387
3830	-2832.22	-2768.5	-63.7174	3	0.0058356	0.0763937	0.149599	0.013814	0.013814	0.013814	0.261477	0.261477	0.013814	0.013814	0.013814	0.261477	0.013814	0.013814	0.013814	0.013814	0.013814	0.013814	0.261477	0.013814	0.183963	0.330093	0.326458	0.159485	0.0807545	0.060297	0.253329	0.0548418	0.38064	0.0501466	0.0673503	0.3847	0.0623212	0.753479	0.0204574	51.4673	35.9524	22.1356
3840	-2844.7	-2780.76	-63.9405	3	0.00550214	0.128868	0.156599	0.156599	0.156599	0.0172134	0.156599	0.156599	0.0172134	0.0172134	0.0172134	0.464565	0.464565	0.0172134	0.156599	0.156599	0.0172134	0.0172134	0.156599	0.0172134	0.187593	0.345071	0.315313	0.152023	0.0501416	0.0430915	0.140602	0.0873097	0.33153	0.0339775	0.085989	0.412343	0.0488511	0.753479	0.00705002	46.2054	40.9456	17.4641
3850	-2839.52	-2771.62	-67.8911	5	0.00501448	0.171343	0.20413	0.0277963	0.0277963	0.20413	0.598889	0.20413	0.0277963	0.0277963	0.0277963	0.20413	0.0277963	0.0277963	0.0277963	0.0277963	0.0277963	0.589107	0.202814	0.598889	0.179011	0.340121	0.310321	0.170547	0.0533027	0.0214836	0.596952	0.077535	0.327108	0.101646	0.0722206	0.353024	0.0684665	0.753479	0.0318192	51.9507	36.225	19.8987
3860	-2837.56	-2774.3	-63.2604	6	0.00541738	0.122035	0.129999	0.020906	0.020906	0.020906	0.269507	0.414592	0.020906	0.020906	0.020906	0.269507	0.020906	0.020906	0.020906	0.020906	0.020906	0.020906	0.31051	0.551646	0.176866	0.313321	0.342588	0.167225	0.0308472	0.024277	0.212993	0.0627925	0.380647	0.0613216	0.107946	0.355553	0.0317394	0.753479	0.00657025	46.9103	34.5112	21.4115
3870	-2837.71	-2772.89	-64.8267	3	0.00507416	0.105745	0.186834	0.0374342	0.0374342	0.0374342	0.186834	0.186834	0.0374342	0.0374342	0.0374342	0.278731	0.0374342	0.186834	0.0374342	0.0374342	0.0374342	0.0374342	0.278731	0.186834	0.174178	0.32287	0.337977	0.164974	0.0196572	0.0149814	0.237869	0.0348015	0.43669	0.0429317	0.0755739	0.376817	0.0331853	0.753479	0.00467585	52.5047	35.2777	20.0348
3880	-2835.13	-2773.33	-61.796	3	0.00508959	0.110234	0.224754	0.224754	0.224754	0.0177041	0.224754	0.224754	0.0177041	0.0177041	0.0177041	0.440947	0.0177041	0.0177041	0.0177041	0.0177041	0.0177041	0.0177041	0.224754	0.0177041	0.193504	0.340655	0.293359	0.172481	0.0720036	0.026059	0.638088	0.0542192	0.418168	0.0644394	0.0723685	0.359027	0.0317778	0.753479	0.0459447	46.9893	34.2181	21.7663
3890	-2843.61	-2781.61	-61.9949	3	0.00486489	0.140526	0.306972	0.0245714	0.0245714	0.0245714	0.475769	0.475769	0.0245714	0.0245714	0.0245714	0.475769	0.0245714	0.0245714	0.0245714	0.0245714	0.0245714	0.0245714	0.475769	0.0245714	0.180881	0.296861	0.342696	0.179561	0.0840428	0.0776996	0.0754756	0.0588136	0.342822	0.0698999	0.0785009	0.38945	0.0605135	0.753479	0.00634318	49.033	34.0933	22.378
3900	-2844.97	-2788.22	-56.7511	2	0.00505417	0.104103	0.0304092	0.0304092	0.0304092	0.0304092	0.362034	0.362034	0.0304092	0.0304092	0.0304092	0.362034	0.0304092	0.0304092	0.0304092	0.0304092	0.0304092	0.0304092	0.362034	0.0304092	0.19895	0.312551	0.312733	0.175766	0.0782332	0.0335073	0.5717	0.052036	0.35272	0.0633091	0.0692172	0.409178	0.05354	0.753479	0.0447259	51.422	41.0199	21.301
3910	-2837.94	-2774.2	-63.7406	4	0.00492676	0.131418	0.235035	0.0234224	0.0234224	0.0234224	0.408763	0.235035	0.0234224	0.0234224	0.0234224	0.235035	0.0234224	0.0234224	0.0234224	0.0234224	0.0234224	0.235035	0.235035	0.523945	0.187912	0.330858	0.324795	0.156435	0.0404753	0.0234042	0.421766	0.0523179	0.308573	0.0778505	0.0724178	0.419106	0.0697356	0.753479	0.0170711	48.3967	38.4621	22.9075
3920	-2836.8	-2771.5	-65.3029	3	0.00482869	0.0828325	0.151618	0.0186237	0.0186237	0.0186237	0.151618	0.151618	0.0186237	0.0186237	0.0186237	0.376417	0.151618	0.0186237	0.0186237	0.0186237	0.0186237	0.0186237	0.151618	0.151618	0.192326	0.309314	0.330621	0.167739	0.0598163	0.0435692	0.271618	0.0656056	0.345412	0.110327	0.0828347	0.366706	0.029114	0.753479	0.0162472	50.0272	42.084	23.2415
3930	-2834.7	-2772.34	-62.3537	4	0.00533716	0.0932505	0.198615	0.0259296	0.0259296	0.0259296	0.230836	0.235689	0.0259296	0.0259296	0.0259296	0.235689	0.0259296	0.0259296	0.0259296	0.0259296	0.0259296	0.0259296	0.230836	0.235689	0.181088	0.308297	0.339099	0.171516	0.0453921	0.035222	0.224051	0.0541783	0.331782	0.121928	0.079566	0.374417	0.0381279	0.753479	0.0101701	50.7405	35.3076	19.558
3940	-2835.39	-2777.27	-58.1196	2	0.00542995	0.110849	0.247126	0.0241269	0.247126	0.0241269	0.247126	0.247126	0.0241269	0.0241269	0.0241269	0.247126	0.0241269	0.0241269	0.0241269	0.0241269	0.0241269	0.0241269	0.247126	0.247126	0.187403	0.308363	0.346239	0.157995	0.0360816	0.0216677	0.399479	0.0564835	0.3459	0.053982	0.102281	0.410147	0.0312069	0.753479	0.0144138	46.8235	34.829	19.9841
3950	-2838.23	-2771.4	-66.8312	4	0.00487099	0.129693	0.122869	0.0247414	0.0247414	0.0247414	0.330999	0.42153	0.0247414	0.0247414	0.0247414	0.42153	0.0247414	0.0247414	0.0247414	0.122869	0.122869	0.0247414	0.42153	0.122869	0.174546	0.321851	0.333858	0.169745	0.0798863	0.0601507	0.247045	0.0843338	0.393446	0.0731528	0.0685721	0.336031	0.0444648	0.753479	0.0197355	47.0766	34.4665	20.0991
3960	-2837.29	-2775.29	-61.9951	3	0.00519879	0.071588	0.153753	0.0192803	0.0192803	0.0192803	0.153753	0.153753	0.0192803	0.0192803	0.0192803	0.288456	0.0192803	0.0192803	0.0192803	0.0192803	0.0192803	0.0192803	0.153753	0.153753	0.193409	0.323243	0.321172	0.162176	0.0513557	0.0369214	0.281065	0.079223	0.373991	0.0821404	0.0635168	0.318753	0.0823756	0.753479	0.0144343	49.0013	45.0716	24.4206
3970	-2833.36	-2768.75	-64.618	5	0.00534567	0.177751	0.186095	0.0183843	0.0183843	0.0183843	0.348546	0.390485	0.0183843	0.348546	0.696356	0.348546	0.0183843	0.0183843	0.0183843	0.0183843	0.0183843	0.0183843	0.348546	0.348546	0.188071	0.329084	0.320838	0.162007	0.0571642	0.0403318	0.294457	0.0602532	0.340727	0.0719332	0.0912743	0.392289	0.0435239	0.753479	0.0168324	45.4567	34.2012	24.7338
3980	-2834.85	-2775.28	-59.5627	3	0.00550924	0.120763	0.200314	0.038955	0.038955	0.038955	0.200314	0.200314	0.038955	0.038955	0.038955	0.200314	0.038955	0.038955	0.200314	0.038955	0.038955	0.038955	0.200314	0.543345	0.173295	0.340388	0.318746	0.167572	0.0424564	0.0269653	0.364871	0.0597865	0.36201	0.0442509	0.0939974	0.383487	0.0564683	0.753479	0.0154911	49.9511	36.9533	17.8681
3990	-2829.99	-2767.43	-62.5556	4	0.00520981	0.1086	0.193778	0.0189604	0.0189604	0.0189604	0.314326	0.295264	0.0189604	0.0189604	0.0189604	0.314326	0.0189604	0.0189604	0.0189604	0.0189604	0.0189604	0.0189604	0.295264	0.314326	0.192279	0.322703	0.317449	0.167569	0.0634804	0.0504767	0.204846	0.0402318	0.345548	0.096878	0.0640206	0.399421	0.0539005	0.753479	0.0130037	49.4611	34.8256	18.5982
4000	-2834.93	-2773.95	-60.9822	4	0.00562419	0.0803514	0.193028	0.0173232	0.0173232	0.0173232	0.193028	0.215778	0.0173232	0.0173232	0.0173232	0.42626	0.0173232	0.0173232	0.0173232	0.0173232	0.0173232	0.0173232	0.193028	0.0173232	0.189362	0.311964	0.336448	0.162226	0.0451104	0.031693	0.297434	0.0500194	0.288902	0.137103	0.0535256	0.398527	0.0719233	0.753479	0.0134174	45.5728	36.1039	20.7857
4010	-2837.69	-2780.71	-56.9797	3	0.00553224	0.106678	0.233177	0.0397674	0.0397674	0.0397674	0.233177	0.312291	0.0397674	0.0397674	0.0397674	0.312291	0.0397674	0.0397674	0.0397674	0.0397674	0.0397674	0.0397674	0.312291	0.0397674	0.181253	0.294698	0.353568	0.170481	0.0648402	0.0347343	0.46431	0.0520965	0.31474	0.0762729	0.0583127	0.414783	0.083795	0.753479	0.0301059	50.2896	33.9251	18.0731
4020	-2833.11	-2769.16	-63.9472	3	0.00484125	0.0811227	0.160306	0.0168425	0.0168425	0.0168425	0.160306	0.160306	0.0168425	0.0168425	0.0168425	0.380169	0.0168425	0.0168425	0.0168425	0.0168425	0.0168425	0.0168425	0.380169	0.0168425	0.187266	0.304475	0.332122	0.176137	0.0768713	0.0576003	0.250692	0.0486593	0.311477	0.0754822	0.0772623	0.410482	0.0766369	0.753479	0.019271	49.755	33.903	19.2679
4030	-2835.93	-2772.55	-63.3807	4	0.00521274	0.109597	0.202817	0.0217136	0.0217136	0.0217136	0.339081	0.202817	0.0217136	0.0217136	0.0217136	0.339081	0.0217136	0.0217136	0.0217136	0.0217136	0.0217136	0.0217136	0.339081	0.289306	0.192492	0.320741	0.333512	0.153255	0.0569446	0.0426557	0.250927	0.0555214	0.305819	0.088907	0.0754699	0.402704	0.071579	0.753479	0.014289	45.1186	36.043	26.3385
4040	-2828.1	-2766.05	-62.0473	3	0.00524691	0.0891926	0.135976	0.0185489	0.0185489	0.0185489	0.135976	0.364126	0.0185489	0.0185489	0.0185489	0.364126	0.0185489	0.0185489	0.0185489	0.0185489	0.0185489	0.0185489	0.364126	0.0185489	0.180278	0.326494	0.312349	0.180879	0.0517923	0.0381633	0.263148	0.0459617	0.396317	0.073599	0.0744923	0.350375	0.0592545	0.753479	0.013629	51.8306	34.3386	21.9421
4050	-2834.52	-2774.23	-60.2919	4	0.00502113	0.117371	0.192724	0.0377125	0.0377125	0.0377125	0.255546	0.255546	0.0377125	0.0377125	0.0377125	0.255546	0.0377125	0.0377125	0.0377125	0.0377125	0.0377125	0.0377125	0.255546	0.44522	0.193741	0.303589	0.319057	0.183613	0.0837278	0.0534315	0.361843	0.0759581	0.366977	0.107705	0.0744265	0.326599	0.0483332	0.753479	0.0302963	48.1002	35.0524	21.6446
4060	-2834.16	-2770.25	-63.9028	3	0.00551645	0.0745968	0.200553	0.0161691	0.0161691	0.0161691	0.200553	0.200553	0.0161691	0.0161691	0.0161691	0.330334	0.0161691	0.0161691	0.0161691	0.0161691	0.0161691	0.0161691	0.200553	0.0161691	0.191716	0.310993	0.330419	0.166872	0.087144	0.0600439	0.310981	0.0612015	0.377646	0.0500122	0.0545272	0.421203	0.0354104	0.753479	0.0271001	54.3877	36.1863	20.9009
4070	-2841.31	-2778.48	-62.8232	4	0.00549776	0.100861	0.156941	0.0305688	0.0305688	0.0305688	0.203112	0.310557	0.0305688	0.0305688	0.0305688	0.156941	0.0305688	0.0305688	0.0305688	0.0305688	0.0305688	0.0305688	0.310557	0.310557	0.179434	0.309563	0.334169	0.176835	0.0623469	0.0214264	0.656336	0.0962295	0.33452	0.0419572	0.0939611	0.373103	0.0602289	0.753479	0.0409205	50.5099	34.4733	18.2801
4080	-2838.91	-2776.65	-62.2645	4	0.00524746	0.0959874	0.159956	0.0183962	0.159956	0.0183962	0.438454	0.159956	0.0183962	0.0183962	0.0183962	0.294348	0.0183962	0.0183962	0.0183962	0.0183962	0.0183962	0.0183962	0.294348	0.0183962	0.184035	0.312576	0.308467	0.194922	0.0555721	0.033536	0.396531	0.0625728	0.422238	0.0784271	0.0823577	0.327029	0.0273757	0.753479	0.022036	46.1335	38.1654	20.8018
4090	-2835.29	-2773.91	-61.3828	4	0.00498967	0.101722	0.171417	0.0254638	0.171417	0.0254638	0.427731	0.171417	0.0254638	0.0254638	0.0254638	0.412038	0.0254638	0.0254638	0.0254638	0.0254638	0.0254638	0.0254638	0.171417	0.0254638	0.166181	0.342301	0.311154	0.180364	0.0680176	0.031726	0.533562	0.0562153	0.379338	0.0311777	0.0607342	0.430356	0.0421788	0.753479	0.0362916	47.3956	35.4653	16.6747
4100	-2835	-2773.55	-61.4459	5	0.00551998	0.100763	0.211658	0.0218029	0.0218029	0.0218029	0.292822	0.265086	0.0218029	0.0218029	0.0218029	0.278047	0.0218029	0.0218029	0.0218029	0.0218029	0.0218029	0.0218029	0.211658	0.292822	0.165945	0.322781	0.32088	0.190394	0.0487163	0.027538	0.434727	0.0614023	0.41434	0.0340545	0.0732396	0.371972	0.0449918	0.753479	0.0211783	48.849	36.7123	18.7988
4110	-2834.47	-2774.18	-60.2875	3	0.00569868	0.0835012	0.146861	0.0266206	0.0266206	0.0266206	0.358185	0.146861	0.0266206	0.0266206	0.0266206	0.358185	0.0266206	0.0266206	0.0266206	0.0266206	0.0266206	0.0266206	0.146861	0.0266206	0.166785	0.322242	0.315603	0.19537	0.0326396	0.0267273	0.18114	0.0732296	0.379922	0.0430688	0.0776319	0.339741	0.0864068	0.753479	0.00591236	47.0466	38.5758	20.7992
4120	-2827.89	-2766.36	-61.5239	3	0.00527408	0.0679865	0.153394	0.0172595	0.0172595	0.0172595	0.153394	0.153394	0.0172595	0.0172595	0.0172595	0.385807	0.0172595	0.0172595	0.0172595	0.0172595	0.0172595	0.0172595	0.153394	0.0172595	0.178174	0.319558	0.338762	0.163505	0.0357785	0.0100145	0.720098	0.0739715	0.344381	0.0765423	0.0892173	0.37612	0.0397671	0.753479	0.025764	46.1506	36.1127	18.8619
4130	-2831.61	-2771.59	-60.0173	3	0.00562442	0.08963	0.220551	0.0202131	0.0202131	0.0202131	0.344459	0.220551	0.0202131	0.0202131	0.0202131	0.344459	0.0202131	0.0202131	0.0202131	0.0202131	0.0202131	0.0202131	0.220551	0.0202131	0.177373	0.321586	0.337239	0.163801	0.0341223	0.0216389	0.365844	0.0673101	0.391397	0.0697594	0.0813113	0.304475	0.0857466	0.753479	0.0124834	47.8813	34.5719	19.3762
4140	-2834.37	-2774.85	-59.511	2	0.0054262	0.11166	0.213687	0.0300392	0.0300392	0.0300392	0.213687	0.213687	0.0300392	0.0300392	0.0300392	0.213687	0.0300392	0.213687	0.213687	0.0300392	0.0300392	0.0300392	0.213687	0.213687	0.181847	0.325098	0.323159	0.169896	0.0617338	0.0398479	0.354521	0.0456784	0.33809	0.0790852	0.0743141	0.413064	0.0497684	0.753479	0.0218859	51.0054	36.2728	19.5495
4150	-2838.41	-2778.99	-59.4132	3	0.00553849	0.124746	0.200554	0.0371605	0.0371605	0.0371605	0.498644	0.200554	0.0371605	0.0371605	0.0371605	0.200554	0.0371605	0.0371605	0.0371605	0.0371605	0.0371605	0.0371605	0.200554	0.498644	0.197735	0.30908	0.3236	0.169585	0.0490211	0.0197568	0.596973	0.0772442	0.264144	0.0742975	0.0527878	0.452203	0.0793232	0.753479	0.0292643	48.0385	34.8709	20.4698
4160	-2838.39	-2777.31	-61.0873	4	0.00507944	0.117371	0.187857	0.0277606	0.0277606	0.0277606	0.187857	0.543618	0.0277606	0.0277606	0.0277606	0.187857	0.0277606	0.0277606	0.0277606	0.0277606	0.0277606	0.0277606	0.187857	0.484513	0.167584	0.319855	0.330794	0.181767	0.0724074	0.0526964	0.272224	0.0826128	0.366718	0.0350405	0.0948535	0.335939	0.0848362	0.753479	0.019711	49.1824	36.2229	22.4984
4170	-2838.2	-2776.13	-62.0704	4	0.00534206	0.106791	0.218848	0.0288249	0.0288249	0.0288249	0.282474	0.264184	0.0288249	0.0288249	0.0288249	0.282474	0.0288249	0.0288249	0.0288249	0.0288249	0.0288249	0.0288249	0.264184	0.264184	0.165228	0.306223	0.349339	0.179211	0.0559159	0.0333301	0.403923	0.0720817	0.298632	0.0557595	0.082762	0.450015	0.0407502	0.753479	0.0225857	51.5771	34.3258	21.066
4180	-2849.03	-2790.18	-58.8461	3	0.00562337	0.119538	0.305833	0.0244771	0.0244771	0.0244771	0.305833	0.305833	0.0244771	0.0244771	0.0244771	0.328792	0.0244771	0.0244771	0.0244771	0.0244771	0.305833	0.0244771	0.305833	0.0244771	0.196604	0.359951	0.301791	0.141654	0.05922	0.0374766	0.367163	0.0667655	0.382316	0.0510813	0.0877403	0.331853	0.0802439	0.753479	0.0217434	45.4266	34.5193	20.8622
4190	-2834.14	-2773.41	-60.7264	3	0.00550803	0.0711452	0.172039	0.0159999	0.0159999	0.0159999	0.172039	0.172039	0.0159999	0.0159999	0.0159999	0.384459	0.0159999	0.0159999	0.0159999	0.0159999	0.0159999	0.0159999	0.172039	0.0159999	0.208825	0.322793	0.314547	0.153835	0.0346021	0.0174646	0.495273	0.0634356	0.359353	0.0909165	0.0614986	0.36085	0.0639459	0.753479	0.0171375	50.8817	34.4581	19.4003
4200	-2833.82	-2772.78	-61.04	3	0.00587222	0.0827053	0.156513	0.0234997	0.0234997	0.0234997	0.156513	0.290058	0.0234997	0.0234997	0.0234997	0.290058	0.0234997	0.0234997	0.0234997	0.0234997	0.0234997	0.0234997	0.290058	0.0234997	0.181345	0.350273	0.302596	0.165787	0.0437863	0.038661	0.117053	0.0629002	0.380879	0.0901491	0.0609795	0.341686	0.0634061	0.753479	0.00512533	47.7196	35.6355	18.164
4210	-2839.05	-2776.73	-62.316	3	0.00497779	0.114924	0.251729	0.0254956	0.0254956	0.0254956	0.251729	0.251729	0.0254956	0.0254956	0.0254956	0.251729	0.251729	0.0254956	0.0254956	0.0254956	0.0254956	0.0254956	0.277809	0.251729	0.189649	0.327124	0.316453	0.166775	0.0533307	0.028264	0.470025	0.0557337	0.359348	0.0716701	0.0960383	0.356014	0.0611959	0.753479	0.0250668	52.5989	35.9988	24.9354
4220	-2837.84	-2772.99	-64.8582	4	0.00534885	0.117526	0.170392	0.0121089	0.0121089	0.0121089	0.300687	0.335199	0.0121089	0.335199	0.170392	0.335199	0.0121089	0.0121089	0.0121089	0.0121089	0.0121089	0.0121089	0.335199	0.0121089	0.184067	0.341044	0.313023	0.161866	0.0454512	0.0316957	0.302644	0.0538824	0.440924	0.0746936	0.0909635	0.299705	0.0398305	0.753479	0.0137555	51.5581	34.4965	20.8915
4230	-2833.73	-2772.8	-60.9342	3	0.00542441	0.103992	0.179105	0.0168338	0.0168338	0.0168338	0.327912	0.327912	0.0168338	0.0168338	0.179105	0.327912	0.0168338	0.0168338	0.0168338	0.0168338	0.0168338	0.0168338	0.327912	0.0168338	0.197578	0.327379	0.301296	0.173747	0.0672815	0.0533985	0.206342	0.0724626	0.357212	0.0567825	0.105951	0.349085	0.0585074	0.753479	0.013883	47.3123	35.4119	17.8368
4240	-2840.05	-2772.19	-67.8589	4	0.00516745	0.117903	0.170234	0.0220932	0.0220932	0.0220932	0.433989	0.478454	0.0220932	0.0220932	0.170234	0.433989	0.0220932	0.0220932	0.0220932	0.0220932	0.0220932	0.0220932	0.170234	0.0220932	0.177844	0.329073	0.337317	0.155766	0.0149115	0.0060197	0.596303	0.0902047	0.381617	0.0499616	0.0710352	0.348733	0.0584484	0.753479	0.00889175	44.2966	39.3893	19.1431
4250	-2833.69	-2772.7	-60.989	4	0.00536519	0.11477	0.176112	0.0293269	0.176112	0.0293269	0.374759	0.237434	0.0293269	0.0293269	0.0293269	0.374759	0.0293269	0.0293269	0.0293269	0.0293269	0.0293269	0.0293269	0.374759	0.0293269	0.177497	0.318124	0.340883	0.163495	0.0396051	0.0338729	0.144735	0.0656617	0.385656	0.0713563	0.0791609	0.355619	0.0425457	0.753479	0.00573223	47.5509	34.6374	23.3491
4260	-2834.69	-2772.98	-61.7063	3	0.00520062	0.139911	0.245393	0.0276698	0.0276698	0.0276698	0.493535	0.245393	0.0276698	0.0276698	0.0276698	0.245393	0.0276698	0.0276698	0.0276698	0.0276698	0.0276698	0.245393	0.245393	0.493535	0.169405	0.32305	0.338852	0.168693	0.0464968	0.0298968	0.357014	0.0655402	0.320718	0.0851914	0.0729053	0.413178	0.042467	0.753479	0.0166	50.5184	34.6589	19.7921
4270	-2828.8	-2767.06	-61.744	3	0.0053917	0.0813975	0.185599	0.0229944	0.0229944	0.0229944	0.185599	0.185599	0.0229944	0.0229944	0.0229944	0.423829	0.0229944	0.0229944	0.0229944	0.0229944	0.0229944	0.0229944	0.185599	0.0229944	0.177563	0.315898	0.329723	0.176816	0.0677532	0.037966	0.439642	0.066903	0.357466	0.103058	0.0812587	0.332704	0.0586104	0.753479	0.0297872	43.2615	34.9106	19.7068
4280	-2836.94	-2774.11	-62.8235	3	0.00588336	0.0921131	0.258188	0.0178702	0.0178702	0.0178702	0.258188	0.22301	0.0178702	0.0178702	0.0178702	0.258188	0.0178702	0.0178702	0.0178702	0.0178702	0.0178702	0.0178702	0.22301	0.22301	0.166409	0.316122	0.33796	0.179509	0.0629565	0.0463808	0.263288	0.0461757	0.390081	0.0711296	0.0727594	0.379402	0.0404522	0.753479	0.0165757	47.8578	34.7719	19.1643
4290	-2832.88	-2770.32	-62.5517	2	0.00490536	0.0890707	0.213508	0.0268522	0.0268522	0.0268522	0.213508	0.213508	0.0268522	0.0268522	0.0268522	0.213508	0.0268522	0.0268522	0.0268522	0.0268522	0.0268522	0.0268522	0.213508	0.213508	0.168042	0.319226	0.342256	0.170475	0.0866374	0.0452257	0.477989	0.0683932	0.33253	0.0942647	0.0649877	0.403176	0.036648	0.753479	0.0414117	54.0062	33.9335	18.8547
4300	-2830.54	-2770.94	-59.5969	3	0.00510404	0.113019	0.125037	0.0368221	0.0368221	0.0368221	0.293488	0.293488	0.0368221	0.0368221	0.0368221	0.293488	0.0368221	0.0368221	0.0368221	0.0368221	0.0368221	0.0368221	0.293488	0.293488	0.165089	0.332988	0.343963	0.15796	0.0610527	0.0468601	0.232464	0.0559398	0.356155	0.0818825	0.0690354	0.389995	0.0469928	0.753479	0.0141925	51.1519	34.9591	20.6807
4310	-2835.15	-2769.58	-65.5706	3	0.00497396	0.130428	0.195883	0.195883	0.195883	0.0148576	0.195883	0.195883	0.0148576	0.0148576	0.0148576	0.195883	0.0148576	0.0148576	0.195883	0.195883	0.0148576	0.0148576	0.195883	0.465895	0.167161	0.322821	0.328781	0.181237	0.0536303	0.0303733	0.433654	0.056592	0.360307	0.0424747	0.0714989	0.394543	0.0745844	0.753479	0.023257	54.7628	37.2585	17.9081
4320	-2833.64	-2771.81	-61.8336	3	0.0057086	0.0684273	0.167362	0.0131326	0.0131326	0.0131326	0.167362	0.167362	0.0131326	0.0131326	0.0131326	0.391521	0.0131326	0.0131326	0.0131326	0.0131326	0.0131326	0.0131326	0.167362	0.0131326	0.172568	0.333262	0.3188	0.17537	0.04542	0.0378879	0.165831	0.0782069	0.347993	0.108269	0.0548091	0.328046	0.0826759	0.753479	0.00753203	44.9401	39.2608	23.2111
4330	-2842.78	-2782.75	-60.0276	2	0.00545458	0.0835842	0.248069	0.0203207	0.0203207	0.0203207	0.248069	0.248069	0.0203207	0.0203207	0.0203207	0.248069	0.0203207	0.0203207	0.0203207	0.0203207	0.0203207	0.0203207	0.248069	0.0203207	0.180184	0.312234	0.349401	0.158181	0.0867373	0.0585567	0.324896	0.0705501	0.318425	0.164094	0.0601188	0.312231	0.0745816	0.753479	0.0281806	52.8821	35.3921	18.635
4340	-2840.22	-2777.88	-62.3462	4	0.00525118	0.087777	0.134071	0.0236523	0.0236523	0.134071	0.270272	0.134071	0.0236523	0.0236523	0.0236523	0.379184	0.0236523	0.0236523	0.0236523	0.0236523	0.134071	0.0236523	0.134071	0.0236523	0.189375	0.304833	0.348169	0.157623	0.0651931	0.0405326	0.378269	0.042344	0.404012	0.0783061	0.0923522	0.325428	0.0575578	0.753479	0.0246605	45.5208	40.3144	21.1098
4350	-2830.19	-2767.53	-62.6587	3	0.00509951	0.115036	0.170301	0.0217187	0.0217187	0.0217187	0.276908	0.276908	0.0217187	0.0217187	0.0217187	0.276908	0.0217187	0.0217187	0.0217187	0.0217187	0.0217187	0.276908	0.276908	0.276908	0.181677	0.31895	0.321774	0.177599	0.0789123	0.0328904	0.583203	0.043912	0.41038	0.093131	0.0779114	0.337479	0.0371868	0.753479	0.0460219	50.8688	34.8153	17.5453
4360	-2837.08	-2773.81	-63.2776	4	0.00483713	0.0948259	0.171186	0.0303445	0.0303445	0.0303445	0.171186	0.234531	0.0303445	0.0303445	0.0303445	0.360112	0.0303445	0.0303445	0.0303445	0.0303445	0.0303445	0.0303445	0.234531	0.171186	0.194312	0.311778	0.319403	0.174507	0.041693	0.0305769	0.266617	0.0477273	0.388853	0.0728402	0.0753378	0.395145	0.0200969	0.753479	0.0111161	49.0088	35.9878	21.6594
4370	-2835.83	-2777.31	-58.5195	2	0.00528396	0.100777	0.255675	0.0233285	0.0233285	0.0233285	0.255675	0.255675	0.0233285	0.0233285	0.0233285	0.255675	0.0233285	0.0233285	0.0233285	0.0233285	0.0233285	0.0233285	0.255675	0.255675	0.181616	0.305996	0.333195	0.179193	0.0286239	0.0262194	0.0840014	0.0800917	0.416074	0.0553509	0.078016	0.347415	0.023053	0.753479	0.00240444	48.1903	34.3782	19.2093
4380	-2831.64	-2770.3	-61.3408	3	0.00569569	0.0989395	0.20178	0.0235814	0.0235814	0.0235814	0.20178	0.20178	0.0235814	0.0235814	0.0235814	0.20178	0.0235814	0.20178	0.0235814	0.0235814	0.0235814	0.0235814	0.20178	0.310835	0.185684	0.319911	0.324579	0.169826	0.0590601	0.0395302	0.330679	0.0547326	0.319489	0.065208	0.0919094	0.390738	0.0779224	0.753479	0.01953	49.7686	34.3476	20.0134
4390	-2830.73	-2770.37	-60.3552	4	0.00518076	0.103021	0.205995	0.0206158	0.0206158	0.0206158	0.347859	0.41326	0.0206158	0.0206158	0.0206158	0.41326	0.0206158	0.0206158	0.0206158	0.0206158	0.0206158	0.0206158	0.205995	0.0206158	0.173549	0.334944	0.327793	0.163714	0.0608296	0.0360392	0.407539	0.0396506	0.331279	0.0726408	0.0797149	0.40913	0.0675837	0.753479	0.0247905	50.6536	37.1292	20.4777
4400	-2838.44	-2774.92	-63.5264	3	0.00549126	0.104844	0.164116	0.0289169	0.0289169	0.0289169	0.164116	0.164116	0.0289169	0.0289169	0.0289169	0.259148	0.0289169	0.0289169	0.0289169	0.164116	0.259148	0.0289169	0.259148	0.164116	0.160894	0.335123	0.328186	0.175797	0.0398376	0.0356094	0.106136	0.0879818	0.307816	0.088476	0.074069	0.37886	0.062797	0.753479	0.00422822	50.1329	34.1751	18.3769
