Iteration	Posterior	Likelihood	Prior	n_cats	base_rate	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	birth_rate	diversification	turnover	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	concentration	death_rate	root_time	tmrca_UrsidaePinn	tmrca_Ursidae
1250	-2834.3	-2774.51	-59.7915	3	0.00558775	0.0745283	0.14209	0.0214264	0.0214264	0.0214264	0.14209	0.14209	0.0214264	0.0214264	0.0214264	0.494605	0.0214264	0.0214264	0.0214264	0.0214264	0.0214264	0.0214264	0.14209	0.0214264	0.177992	0.314813	0.336485	0.170711	0.0541547	0.0344964	0.363002	0.0501372	0.374694	0.020827	0.0728744	0.423273	0.0581946	0.753479	0.0196583	45.6145	42.1279	17.6802
1260	-2831.59	-2770.88	-60.7091	3	0.005035	0.0808205	0.196029	0.0166678	0.0166678	0.0166678	0.196029	0.196029	0.0166678	0.0166678	0.0166678	0.453972	0.0166678	0.0166678	0.0166678	0.0166678	0.0166678	0.0166678	0.196029	0.0166678	0.169706	0.328145	0.31584	0.186309	0.0464375	0.030554	0.342041	0.0829625	0.361851	0.0789509	0.0787544	0.345189	0.0522925	0.753479	0.0158835	49.0798	41.7394	21.1842
1270	-2838.77	-2780.63	-58.1466	2	0.00514932	0.110838	0.243323	0.02653	0.02653	0.02653	0.243323	0.243323	0.02653	0.02653	0.02653	0.243323	0.02653	0.243323	0.02653	0.02653	0.02653	0.02653	0.243323	0.243323	0.162715	0.352601	0.306051	0.178633	0.0585488	0.0515563	0.11943	0.125638	0.397247	0.0363391	0.0751506	0.320039	0.0455872	0.753479	0.00699248	48.5381	35.0698	21.4377
1280	-2840.38	-2775.07	-65.3178	3	0.00539647	0.100817	0.166126	0.0153901	0.0153901	0.0153901	0.377214	0.166126	0.0153901	0.0153901	0.0153901	0.377214	0.0153901	0.0153901	0.0153901	0.0153901	0.0153901	0.0153901	0.377214	0.166126	0.178356	0.311271	0.337316	0.173057	0.0479763	0.0461328	0.0384258	0.0309881	0.36967	0.120446	0.0586266	0.38787	0.0323984	0.753479	0.00184353	49.4188	38.9192	29.1794
1290	-2839.47	-2777.15	-62.3245	3	0.00532137	0.117906	0.228301	0.0184001	0.0184001	0.0184001	0.228301	0.228301	0.0184001	0.0184001	0.0184001	0.389202	0.0184001	0.0184001	0.389202	0.0184001	0.0184001	0.0184001	0.228301	0.228301	0.178178	0.310961	0.337977	0.172884	0.0447932	0.0327272	0.26937	0.035443	0.393174	0.0867127	0.0826282	0.378718	0.0233245	0.753479	0.0120659	48.2576	36.3236	23.1317
1300	-2842.57	-2776.52	-66.0445	2	0.0052255	0.0981052	0.18533	0.028325	0.028325	0.028325	0.18533	0.18533	0.028325	0.028325	0.18533	0.18533	0.028325	0.028325	0.028325	0.028325	0.028325	0.18533	0.18533	0.18533	0.180235	0.311995	0.335932	0.171838	0.0765313	0.0452648	0.408546	0.0487845	0.371443	0.12112	0.0993755	0.3283	0.0309768	0.753479	0.0312666	62.452	39.2836	16.848
1310	-2832.21	-2772.62	-59.5895	3	0.00560649	0.0868988	0.155988	0.0281126	0.0281126	0.0281126	0.155988	0.155988	0.0281126	0.0281126	0.0281126	0.446885	0.0281126	0.0281126	0.0281126	0.0281126	0.0281126	0.155988	0.155988	0.0281126	0.186831	0.324858	0.317964	0.170346	0.0466118	0.0253398	0.456365	0.0714766	0.406587	0.0321739	0.0654527	0.359362	0.064948	0.753479	0.021272	47.015	39.5226	19.592
1320	-2840.72	-2775.77	-64.9566	3	0.00519296	0.124711	0.166007	0.0291309	0.0291309	0.0291309	0.420113	0.420113	0.0291309	0.0291309	0.166007	0.166007	0.0291309	0.0291309	0.0291309	0.0291309	0.0291309	0.0291309	0.166007	0.420113	0.189457	0.338967	0.315092	0.156484	0.0596522	0.0446625	0.251285	0.0455559	0.275188	0.12112	0.0638397	0.436796	0.0575009	0.753479	0.0149897	56.6588	34.3672	18.6034
1330	-2833.93	-2774.35	-59.5767	3	0.00525497	0.110295	0.188629	0.0369362	0.0369362	0.0369362	0.188629	0.188629	0.0369362	0.0369362	0.0369362	0.447233	0.0369362	0.188629	0.0369362	0.0369362	0.0369362	0.188629	0.188629	0.0369362	0.192779	0.327466	0.321075	0.15868	0.0391274	0.0325635	0.167755	0.0339291	0.319935	0.0793561	0.0627687	0.446725	0.0572861	0.753479	0.00656381	44.9449	34.9936	18.4591
1340	-2828.88	-2769.63	-59.2499	3	0.00520241	0.0738888	0.156506	0.0265063	0.0265063	0.0265063	0.156506	0.156506	0.0265063	0.0265063	0.0265063	0.359395	0.0265063	0.0265063	0.0265063	0.0265063	0.0265063	0.0265063	0.156506	0.0265063	0.186497	0.330707	0.321028	0.161768	0.0444989	0.041155	0.0751451	0.0238506	0.388869	0.0653493	0.0623065	0.41245	0.0471748	0.753479	0.00334387	47.7236	40.571	19.0899
1350	-2833.65	-2773.19	-60.4641	4	0.00539769	0.090848	0.187587	0.020046	0.020046	0.020046	0.187587	0.501967	0.020046	0.020046	0.020046	0.309937	0.020046	0.020046	0.020046	0.020046	0.020046	0.020046	0.187587	0.020046	0.179246	0.347285	0.302354	0.171115	0.0331789	0.0241641	0.271702	0.0214434	0.421398	0.0574574	0.0772534	0.370823	0.0516252	0.753479	0.00901475	45.607	34.6767	18.776
1360	-2840.29	-2773.89	-66.3936	5	0.00544586	0.150231	0.130649	0.204795	0.246246	0.0304724	0.246246	0.452341	0.0304724	0.0304724	0.0304724	0.246246	0.0304724	0.246246	0.0304724	0.0304724	0.0304724	0.0304724	0.204795	0.452341	0.173225	0.31415	0.330049	0.182577	0.0445548	0.0371682	0.165786	0.0600983	0.372751	0.0768272	0.0713239	0.35875	0.0602495	0.753479	0.00738658	47.8191	34.4799	19.1916
1370	-2830.79	-2770.93	-59.8651	4	0.00515265	0.100771	0.203163	0.0235092	0.0235092	0.0235092	0.488114	0.203163	0.0235092	0.0235092	0.0235092	0.410654	0.0235092	0.0235092	0.0235092	0.0235092	0.0235092	0.0235092	0.203163	0.0235092	0.196739	0.330942	0.316295	0.156024	0.0464668	0.0296532	0.361842	0.0808111	0.28235	0.0970553	0.0771743	0.413638	0.0489708	0.753479	0.0168136	46.1061	34.6933	20.2217
1380	-2834.34	-2771.64	-62.7002	3	0.00542905	0.102334	0.170477	0.0212548	0.0212548	0.0212548	0.170477	0.170477	0.0212548	0.170477	0.377914	0.377914	0.0212548	0.0212548	0.0212548	0.0212548	0.0212548	0.0212548	0.170477	0.0212548	0.165103	0.323009	0.339592	0.172296	0.06986	0.0245561	0.648495	0.0716657	0.427794	0.052111	0.0684405	0.33656	0.0434288	0.753479	0.0453039	47.6827	38.5619	18.6008
1390	-2837.8	-2771.09	-66.709	3	0.00560222	0.065536	0.108505	0.0196326	0.108505	0.0196326	0.108505	0.108505	0.0196326	0.0196326	0.0196326	0.312662	0.0196326	0.108505	0.0196326	0.0196326	0.0196326	0.0196326	0.108505	0.0196326	0.177262	0.346797	0.300934	0.175008	0.0657102	0.0414451	0.369275	0.0760373	0.411624	0.0793487	0.0739923	0.330543	0.0284549	0.753479	0.0242651	56.2236	52.0102	20.2709
1400	-2836.82	-2775.03	-61.7929	2	0.00529158	0.127862	0.244987	0.0107366	0.0107366	0.0107366	0.244987	0.244987	0.0107366	0.244987	0.244987	0.244987	0.0107366	0.0107366	0.0107366	0.0107366	0.0107366	0.244987	0.244987	0.244987	0.186434	0.312997	0.316506	0.184063	0.0348336	0.0140296	0.597239	0.0728818	0.316219	0.0809042	0.0811539	0.408343	0.0404982	0.753479	0.020804	47.1223	34.8229	21.3179
1410	-2837.79	-2772.55	-65.2385	4	0.00581463	0.0802879	0.12783	0.0159097	0.0159097	0.0159097	0.12783	0.268615	0.0159097	0.0159097	0.0159097	0.35704	0.0159097	0.0159097	0.0159097	0.0159097	0.0159097	0.0159097	0.35704	0.0159097	0.18032	0.349023	0.294913	0.175745	0.09768	0.0606078	0.379527	0.0527087	0.346516	0.0406556	0.0740937	0.443698	0.0423282	0.753479	0.0370721	45.1488	34.9802	19.4461
1420	-2834.87	-2774.92	-59.951	3	0.00552687	0.104585	0.159336	0.0174225	0.0174225	0.0174225	0.374176	0.374176	0.0174225	0.0174225	0.0174225	0.374176	0.0174225	0.0174225	0.0174225	0.0174225	0.0174225	0.0174225	0.374176	0.0174225	0.164096	0.335989	0.315968	0.183947	0.0336844	0.0184777	0.451445	0.0521054	0.429722	0.0491751	0.0896201	0.365156	0.0142214	0.753479	0.0152066	48.5444	33.9106	21.4376
1430	-2833.71	-2770.39	-63.3271	3	0.00523543	0.0853631	0.187736	0.0194061	0.187736	0.0194061	0.187736	0.187736	0.0194061	0.0194061	0.0194061	0.36498	0.0194061	0.0194061	0.0194061	0.0194061	0.0194061	0.0194061	0.187736	0.0194061	0.169946	0.322801	0.329813	0.17744	0.0214851	0.019182	0.107195	0.0777111	0.324429	0.0967842	0.0726959	0.386128	0.0422514	0.753479	0.00230309	44.4922	36.6188	18.2436
1440	-2840.35	-2777.32	-63.0271	5	0.00560947	0.135258	0.208398	0.0320983	0.0320983	0.0320983	0.258223	0.258223	0.0320983	0.0320983	0.386127	0.258223	0.0320983	0.0320983	0.0320983	0.0320983	0.0320983	0.0320983	0.208398	0.503965	0.168306	0.334628	0.312374	0.184691	0.0347401	0.0267801	0.229131	0.0496708	0.398131	0.0870334	0.0877729	0.337392	0.04	0.753479	0.00796003	47.5683	35.5361	20.8831
1450	-2838.26	-2775.75	-62.5131	4	0.00540488	0.151333	0.193359	0.0212078	0.0212078	0.0212078	0.644226	0.600975	0.0212078	0.0212078	0.0212078	0.193359	0.0212078	0.0212078	0.0212078	0.0212078	0.0212078	0.0212078	0.193359	0.644226	0.207373	0.307379	0.315332	0.169916	0.0432721	0.0404385	0.0654826	0.0484245	0.388475	0.0709522	0.0479765	0.375766	0.0684061	0.753479	0.00283357	48.3973	35.3242	18.0078
1460	-2841.35	-2771.93	-69.4215	6	0.00505343	0.113691	0.19653	0.0248463	0.1786	0.0248463	0.19653	0.310508	0.0248463	0.0248463	0.0248463	0.348874	0.0248463	0.0248463	0.0248463	0.209734	0.0248463	0.0248463	0.1786	0.1786	0.186649	0.316234	0.325216	0.171902	0.0284505	0.0120524	0.576374	0.0595464	0.331491	0.0552327	0.0589956	0.4406	0.0541342	0.753479	0.0163981	52.324	35.6061	20.7663
1470	-2836.04	-2769.79	-66.2497	3	0.0051067	0.134255	0.13798	0.13798	0.13798	0.0132028	0.13798	0.13798	0.0132028	0.0132028	0.0132028	0.416396	0.13798	0.13798	0.13798	0.13798	0.0132028	0.13798	0.13798	0.416396	0.180915	0.331865	0.318161	0.16906	0.0608445	0.0557653	0.0834781	0.0784057	0.393845	0.0437375	0.0710847	0.331684	0.0812432	0.753479	0.00507918	45.7303	43.671	17.5628
1480	-2833.73	-2774.07	-59.6647	3	0.00546198	0.111448	0.25658	0.0147268	0.0147268	0.0147268	0.25658	0.546449	0.0147268	0.0147268	0.0147268	0.25658	0.0147268	0.0147268	0.0147268	0.0147268	0.0147268	0.0147268	0.25658	0.25658	0.178476	0.329578	0.321689	0.170257	0.0550593	0.0376925	0.31542	0.0503651	0.321412	0.0852045	0.0638481	0.406198	0.0729724	0.753479	0.0173668	49.6269	34.108	19.8318
1490	-2851.36	-2781.03	-70.3247	3	0.005427	0.173629	0.128746	0.128746	0.128746	0.128746	0.503423	0.503423	0.0300574	0.0300574	0.0300574	0.0300574	0.128746	0.128746	0.0300574	0.0300574	0.128746	0.0300574	0.503423	0.503423	0.18679	0.314207	0.320815	0.178188	0.0539991	0.0275242	0.490284	0.0686947	0.34529	0.105846	0.0617778	0.371341	0.0470494	0.753479	0.0264749	61.7504	34.4904	25.6078
1500	-2839.43	-2776.43	-62.9925	3	0.00506435	0.10105	0.225228	0.024709	0.024709	0.024709	0.267983	0.267983	0.024709	0.024709	0.024709	0.267983	0.024709	0.024709	0.024709	0.024709	0.024709	0.024709	0.267983	0.225228	0.17542	0.334196	0.32001	0.170374	0.0828369	0.0309145	0.626803	0.0729359	0.328052	0.0978742	0.117355	0.317571	0.0662122	0.753479	0.0519224	49.5536	38.7038	18.5221
1510	-2841	-2773.93	-67.072	3	0.00513224	0.0626031	0.109214	0.014194	0.014194	0.014194	0.109214	0.259836	0.014194	0.014194	0.014194	0.259836	0.014194	0.014194	0.014194	0.109214	0.014194	0.014194	0.109214	0.014194	0.159934	0.328989	0.335388	0.175689	0.0462289	0.0131331	0.715911	0.0419735	0.419662	0.0661842	0.0542461	0.382181	0.035753	0.753479	0.0330958	52.2412	49.9422	18.7124
1520	-2836.39	-2775.26	-61.1362	3	0.0051117	0.122088	0.191765	0.255799	0.255799	0.0215218	0.255799	0.255799	0.0215218	0.0215218	0.0215218	0.255799	0.0215218	0.0215218	0.0215218	0.0215218	0.0215218	0.0215218	0.255799	0.255799	0.174627	0.336072	0.30983	0.179471	0.0736062	0.0382854	0.479862	0.041157	0.411499	0.0938536	0.0531908	0.374746	0.0255541	0.753479	0.0353208	50.918	34.5305	16.943
1530	-2836.59	-2777.41	-59.1788	4	0.00560721	0.10062	0.23108	0.0270234	0.0270234	0.0270234	0.23108	0.337802	0.0270234	0.0270234	0.0270234	0.322088	0.0270234	0.0270234	0.0270234	0.0270234	0.0270234	0.0270234	0.337802	0.0270234	0.1741	0.350026	0.296946	0.178929	0.0429763	0.024919	0.420169	0.0423034	0.358446	0.0964678	0.0866439	0.371592	0.044547	0.753479	0.0180573	49.9704	33.936	25.0011
1540	-2839.17	-2772.51	-66.6607	2	0.00466805	0.112207	0.264757	0.0151297	0.0151297	0.0151297	0.264757	0.264757	0.0151297	0.0151297	0.0151297	0.264757	0.264757	0.0151297	0.0151297	0.0151297	0.0151297	0.0151297	0.264757	0.264757	0.165164	0.331035	0.335024	0.168778	0.0405858	0.0265045	0.34695	0.0682536	0.287742	0.0967734	0.0720003	0.425802	0.0494293	0.753479	0.0140813	55.4624	36.1526	20.7788
1550	-2832.29	-2770.22	-62.0701	4	0.00523953	0.084244	0.192331	0.0223949	0.0223949	0.0223949	0.192331	0.192331	0.0223949	0.0223949	0.0223949	0.338429	0.0223949	0.0223949	0.1399	0.0223949	0.0223949	0.0223949	0.192331	0.0223949	0.167655	0.342929	0.314575	0.174841	0.0632579	0.0407315	0.356104	0.0621595	0.377499	0.0881328	0.0655716	0.323229	0.0834083	0.753479	0.0225264	48.712	39.7493	18.0923
1560	-2829.43	-2768.8	-60.6333	4	0.00520085	0.083764	0.16364	0.0157273	0.0157273	0.0157273	0.247834	0.247834	0.0157273	0.0157273	0.0157273	0.396157	0.0157273	0.0157273	0.0157273	0.0157273	0.0157273	0.0157273	0.247834	0.0157273	0.175496	0.34751	0.312175	0.164818	0.0531294	0.0314362	0.408309	0.0606738	0.380311	0.0464315	0.0640044	0.403019	0.0455604	0.753479	0.0216932	47.4982	36.019	22.6678
1570	-2833.27	-2774.92	-58.3491	3	0.00509598	0.0920273	0.219963	0.0242678	0.0242678	0.0242678	0.280262	0.280262	0.0242678	0.0242678	0.0242678	0.280262	0.0242678	0.0242678	0.0242678	0.0242678	0.0242678	0.0242678	0.280262	0.0242678	0.177013	0.344048	0.312695	0.166243	0.082714	0.0455259	0.449599	0.0875883	0.351975	0.0567886	0.0583626	0.36957	0.0757149	0.753479	0.0371881	48.4433	36.1756	20.0942
1580	-2836.78	-2770.61	-66.1708	3	0.00497671	0.126766	0.213973	0.0168076	0.0168076	0.0168076	0.213973	0.213973	0.0168076	0.0168076	0.0168076	0.213973	0.0168076	0.0168076	0.213973	0.0168076	0.0168076	0.0168076	0.213973	0.813068	0.188	0.337885	0.314932	0.159183	0.0555875	0.0139085	0.749791	0.0322656	0.376646	0.0632951	0.0638614	0.397368	0.0665636	0.753479	0.041679	49.541	40.668	20.5262
1590	-2829.73	-2768.47	-61.2571	3	0.00556628	0.0865338	0.127161	0.0208697	0.0208697	0.0208697	0.343994	0.127161	0.0208697	0.0208697	0.0208697	0.343994	0.0208697	0.0208697	0.0208697	0.0208697	0.0208697	0.0208697	0.343994	0.0208697	0.178876	0.318884	0.331823	0.170417	0.054294	0.0334352	0.384182	0.0406783	0.301475	0.0842308	0.0721443	0.426275	0.075197	0.753479	0.0208588	50.8239	34.0472	21.3804
1600	-2844.71	-2782.85	-61.8554	3	0.00486514	0.116384	0.271133	0.0284686	0.0284686	0.0284686	0.271133	0.271133	0.0284686	0.0284686	0.0284686	0.0284686	0.0284686	0.0284686	0.0284686	0.0284686	0.0284686	0.0284686	0.271133	0.640281	0.193116	0.343595	0.30389	0.159399	0.0470881	0.0203797	0.567201	0.0949207	0.269582	0.0753202	0.0710314	0.38118	0.107966	0.753479	0.0267084	53.6174	33.9999	20.3468
1610	-2843.84	-2780.39	-63.4564	4	0.00495567	0.117124	0.124848	0.0213004	0.0213004	0.0213004	0.513224	0.555188	0.0213004	0.0213004	0.0213004	0.513224	0.0213004	0.0213004	0.0213004	0.0213004	0.0213004	0.0213004	0.124848	0.0213004	0.185374	0.325904	0.336554	0.152167	0.0706562	0.0287823	0.592644	0.0875507	0.316419	0.069472	0.0655163	0.361459	0.0995828	0.753479	0.0418739	52.862	43.2295	18.3508
1620	-2838.35	-2773.77	-64.5822	3	0.0049953	0.0862877	0.157757	0.0194564	0.0194564	0.0194564	0.157757	0.157757	0.0194564	0.0194564	0.0194564	0.275186	0.0194564	0.0194564	0.157757	0.0194564	0.0194564	0.0194564	0.275186	0.157757	0.18439	0.333689	0.304442	0.17748	0.0567397	0.0289692	0.489438	0.0761091	0.396462	0.119668	0.0426907	0.314221	0.0508494	0.753479	0.0277706	49.4253	35.6828	19.7116
1630	-2829.22	-2768.17	-61.0538	3	0.00527003	0.101886	0.160836	0.0216108	0.0216108	0.0216108	0.160836	0.160836	0.0216108	0.0216108	0.0216108	0.160836	0.0216108	0.0216108	0.0216108	0.0216108	0.0216108	0.0216108	0.160836	0.770443	0.180648	0.325426	0.321854	0.172073	0.0637721	0.0284198	0.554353	0.0710643	0.353739	0.0752096	0.0696237	0.396113	0.0342512	0.753479	0.0353523	48.0511	35.2076	18.1655
1640	-2840.03	-2773.45	-66.5829	5	0.00563655	0.0948556	0.175908	0.0251318	0.0251318	0.0251318	0.251908	0.175908	0.0251318	0.0251318	0.0251318	0.0251318	0.0251318	0.0251318	0.0251318	0.0251318	0.0251318	0.0251318	0.27474	0.502225	0.177595	0.315427	0.329654	0.177323	0.0544492	0.0408124	0.25045	0.0597532	0.383314	0.0772375	0.075553	0.363029	0.041114	0.753479	0.0136368	60.9119	36.1874	23.8806
1650	-2838.36	-2772.08	-66.2847	4	0.00502503	0.10771	0.157023	0.0250479	0.0250479	0.0250479	0.24584	0.24584	0.0250479	0.0250479	0.0250479	0.24584	0.0250479	0.0250479	0.0250479	0.0250479	0.0250479	0.157023	0.157023	0.454658	0.172745	0.311273	0.340995	0.174988	0.0488585	0.0464627	0.0490361	0.077023	0.382803	0.0504523	0.0676992	0.383829	0.0381933	0.753479	0.00239583	50.7019	34.6764	21.0995
1660	-2842.26	-2777.42	-64.8433	3	0.00525285	0.100444	0.237541	0.0325277	0.0325277	0.0325277	0.237541	0.237541	0.0325277	0.0325277	0.0325277	0.229962	0.0325277	0.0325277	0.0325277	0.0325277	0.0325277	0.0325277	0.237541	0.237541	0.178762	0.340139	0.308919	0.172179	0.0589384	0.0371924	0.368961	0.058527	0.335309	0.067503	0.0857938	0.336207	0.11666	0.753479	0.021746	60.1993	36.0324	21.9996
1670	-2836.61	-2775.05	-61.5622	3	0.00512775	0.106096	0.199981	0.0288038	0.0288038	0.0288038	0.199981	0.199981	0.0288038	0.0288038	0.0288038	0.199981	0.0288038	0.0288038	0.0288038	0.0288038	0.0288038	0.0288038	0.199981	0.564173	0.160643	0.346427	0.305291	0.187639	0.0542093	0.0405701	0.251603	0.0359388	0.412833	0.045551	0.0526822	0.381359	0.0716357	0.753479	0.0136392	52.9757	38.8351	19.3282
1680	-2832.45	-2772	-60.4532	3	0.00528713	0.0951701	0.204222	0.0252265	0.0252265	0.0252265	0.296728	0.204222	0.0252265	0.0252265	0.0252265	0.296728	0.0252265	0.0252265	0.0252265	0.0252265	0.0252265	0.0252265	0.204222	0.204222	0.163131	0.353533	0.3025	0.180836	0.073395	0.0440792	0.399425	0.0895965	0.362017	0.086433	0.0845808	0.334418	0.0429547	0.753479	0.0293158	48.2938	35.4763	18.2326
1690	-2846.14	-2779.36	-66.7885	3	0.00613372	0.0614072	0.147613	0.0162927	0.0162927	0.0162927	0.147613	0.147613	0.0162927	0.0162927	0.0162927	0.303075	0.0162927	0.0162927	0.0162927	0.0162927	0.0162927	0.0162927	0.147613	0.0162927	0.204093	0.309819	0.303607	0.182481	0.0586104	0.0348352	0.405648	0.0328636	0.353621	0.0921443	0.0981071	0.317885	0.105379	0.753479	0.0237752	55.738	45.4292	21.3493
1700	-2835.32	-2771.6	-63.7232	3	0.00521165	0.0855011	0.169674	0.00988338	0.169674	0.00988338	0.169674	0.169674	0.00988338	0.00988338	0.00988338	0.412259	0.00988338	0.169674	0.00988338	0.00988338	0.00988338	0.00988338	0.169674	0.00988338	0.173627	0.323058	0.306673	0.196642	0.0395096	0.0228447	0.421793	0.0374395	0.365519	0.104974	0.0679826	0.362147	0.0619378	0.753479	0.0166649	50.3631	39.5632	20.5027
1710	-2838.95	-2773.95	-65.0048	3	0.00493902	0.0996421	0.160366	0.0224235	0.0224235	0.0224235	0.160366	0.26645	0.0224235	0.0224235	0.160366	0.26645	0.0224235	0.0224235	0.0224235	0.0224235	0.0224235	0.0224235	0.26645	0.26645	0.177866	0.335408	0.31973	0.166996	0.0316057	0.0191005	0.395664	0.0862625	0.331038	0.0634606	0.0652397	0.373199	0.0808005	0.753479	0.0125052	45.731	36.9512	19.9455
1720	-2840.26	-2773.09	-67.1699	4	0.00486838	0.129156	0.19402	0.0191344	0.0191344	0.0191344	0.444168	0.444168	0.0191344	0.0191344	0.0191344	0.284334	0.0191344	0.0191344	0.0191344	0.0191344	0.0191344	0.0191344	0.284334	0.444168	0.152229	0.349994	0.333635	0.164142	0.0838895	0.00637052	0.924061	0.0817834	0.351387	0.0614347	0.0854236	0.388393	0.0315779	0.753479	0.077519	49.1944	35.4261	21.5828
1730	-2830.1	-2765.38	-64.7237	4	0.00513463	0.0942263	0.151233	0.020913	0.020913	0.020913	0.434297	0.151233	0.020913	0.020913	0.020913	0.27856	0.020913	0.020913	0.020913	0.020913	0.020913	0.020913	0.27856	0.151233	0.171586	0.338609	0.325055	0.16475	0.0345762	0.0275318	0.203738	0.0497918	0.363881	0.0414912	0.0886697	0.39478	0.0613869	0.753479	0.00704448	53.2123	35.7825	18.9975
1740	-2835.18	-2770.57	-64.6076	4	0.00616217	0.0984912	0.165811	0.0255642	0.0255642	0.0255642	0.165811	0.165811	0.0255642	0.0255642	0.0255642	0.25472	0.0255642	0.0255642	0.0255642	0.0255642	0.0255642	0.0255642	0.165811	0.548109	0.193984	0.307832	0.330775	0.167409	0.0400528	0.0271558	0.321999	0.0648565	0.348556	0.110795	0.0700124	0.35731	0.0484703	0.753479	0.012897	47.0723	37.969	19.4499
1750	-2834.74	-2772.01	-62.721	4	0.00540194	0.107156	0.168323	0.0296768	0.0296768	0.0296768	0.168323	0.303932	0.0296768	0.0296768	0.0296768	0.168323	0.0296768	0.0296768	0.0296768	0.0296768	0.0296768	0.0296768	0.168323	0.595459	0.193932	0.316351	0.307218	0.182499	0.0221969	0.0175729	0.208318	0.0792605	0.3574	0.0724475	0.0566082	0.384584	0.0497002	0.753479	0.00462402	51.5247	36.2515	18.8247
1760	-2841.19	-2773.43	-67.7622	3	0.00513863	0.0958801	0.109139	0.0205115	0.0205115	0.0205115	0.109139	0.354553	0.109139	0.0205115	0.0205115	0.354553	0.0205115	0.0205115	0.109139	0.0205115	0.0205115	0.0205115	0.354553	0.0205115	0.182473	0.31589	0.334371	0.167266	0.0630557	0.0615023	0.0246348	0.0776528	0.33657	0.0645825	0.0579889	0.426153	0.0370534	0.753479	0.00155337	45.9437	36.0925	22.8261
1770	-2839.17	-2770.94	-68.2262	4	0.00572167	0.107012	0.133075	0.0276392	0.250469	0.0276392	0.243614	0.250469	0.0276392	0.0276392	0.0276392	0.250469	0.0276392	0.0276392	0.0276392	0.0276392	0.0276392	0.0276392	0.250469	0.243614	0.177482	0.317152	0.325227	0.180139	0.155865	0.0727487	0.533259	0.0771509	0.355191	0.0814624	0.0735928	0.365865	0.0467381	0.753479	0.0831166	51.8758	34.919	17.1641
1780	-2837.67	-2778.98	-58.6956	3	0.0053784	0.104665	0.209826	0.0212824	0.0212824	0.0212824	0.349366	0.349366	0.0212824	0.0212824	0.0212824	0.349366	0.0212824	0.0212824	0.0212824	0.0212824	0.0212824	0.0212824	0.349366	0.0212824	0.163226	0.336614	0.334492	0.165669	0.0486311	0.0423303	0.129563	0.0915999	0.453428	0.0764063	0.0468535	0.301956	0.0297562	0.753479	0.00630079	50.9128	34.0536	21.0075
1790	-2836.87	-2776.2	-60.6732	4	0.00506406	0.14856	0.181857	0.0442044	0.0442044	0.0442044	0.181857	0.416923	0.0442044	0.0442044	0.0442044	0.416923	0.0442044	0.0442044	0.0442044	0.0442044	0.764206	0.0442044	0.181857	0.0442044	0.180076	0.314249	0.329907	0.175768	0.0499718	0.0276269	0.447151	0.028644	0.382336	0.0824874	0.0647189	0.398577	0.0432365	0.753479	0.0223449	46.3053	35.4792	16.3005
1800	-2840.66	-2775.65	-65.0072	3	0.00525035	0.108481	0.147634	0.0171117	0.434805	0.0171117	0.147634	0.147634	0.0171117	0.0171117	0.0171117	0.434805	0.0171117	0.0171117	0.0171117	0.0171117	0.0171117	0.0171117	0.434805	0.0171117	0.176265	0.334559	0.310809	0.178367	0.025213	0.0130892	0.480856	0.0425641	0.39938	0.0982729	0.0961702	0.304417	0.0591958	0.753479	0.0121238	44.8108	34.0323	26.0194
1810	-2839.06	-2774.14	-64.9195	4	0.00551803	0.123924	0.198277	0.0157985	0.0157985	0.0157985	0.543662	0.198277	0.0157985	0.0157985	0.0157985	0.279158	0.279158	0.0157985	0.0157985	0.0157985	0.0157985	0.0157985	0.279158	0.279158	0.177209	0.340461	0.316292	0.166038	0.0716237	0.0434579	0.393246	0.0248899	0.324462	0.0729792	0.0889734	0.394373	0.094323	0.753479	0.0281657	49.4025	36.3579	22.9467
1820	-2834.48	-2776.74	-57.736	2	0.00514951	0.105048	0.253589	0.0307768	0.0307768	0.0307768	0.253589	0.253589	0.0307768	0.0307768	0.0307768	0.253589	0.0307768	0.0307768	0.0307768	0.0307768	0.0307768	0.0307768	0.253589	0.253589	0.181618	0.330193	0.306753	0.181435	0.0376205	0.0261893	0.303857	0.0874531	0.408214	0.0916243	0.0803546	0.303335	0.0290186	0.753479	0.0114312	51.2962	34.6011	17.4943
1830	-2845.97	-2778.87	-67.1008	3	0.00568998	0.109634	0.191519	0.0140853	0.0140853	0.0140853	0.191519	0.491921	0.191519	0.0140853	0.0140853	0.191519	0.0140853	0.0140853	0.0140853	0.0140853	0.191519	0.0140853	0.191519	0.191519	0.173418	0.337443	0.324906	0.164234	0.0255522	0.0147205	0.423903	0.074406	0.385157	0.0960426	0.0795887	0.337426	0.0273796	0.753479	0.0108317	56.1778	35.734	20.9085
