Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL
11690	-5197.08	-5214.28	17.2034	0.0034424	0.00241229	0.000447688	0.000669741	0.00104843	0.000433417	0.00256206	8.81257e-05	0.119442	0.000164043	0.00364879	0.000969425	0.000836666	0.000962164	0.00264827	0.00357434	0.00119148	0.00205796	0.00284554	0.00129147	0.000600408	0.000965068	0.0011444	0.153446
11700	-5195.9	-5213.09	17.1976	0.00396138	0.00342789	0.000502424	0.0027161	0.00160523	0.000823092	0.00267308	0.000100651	0.119442	0.000186322	0.00122799	0.000262742	0.00132459	0.00109654	0.00274212	0.0030364	0.000528821	0.00127289	0.0027652	0.00141141	0.000349218	0.001822	0.000748282	0.154026
11710	-5191.96	-5209.31	17.3489	0.00499404	0.00128432	0.00119211	0.000759161	0.00349126	0.00039615	0.00270614	0.000111955	0.105159	5.81623e-05	0.00115732	0.000297344	0.000799003	0.00134429	0.00221151	0.00521341	0.000863968	0.00142526	0.0012758	0.000344379	0.00025106	0.0018242	0.00173853	0.138898
11720	-5189.4	-5206.7	17.2989	0.0067276	0.00104835	0.00125772	0.000964424	0.00340846	0.000769948	0.00119513	6.3656e-05	0.113285	3.54282e-05	0.00273932	0.000306151	0.000655221	0.00119475	0.00141811	0.00195787	0.000743382	0.000954366	0.000960075	0.000301355	0.00106598	0.00146064	0.00138123	0.143895
11730	-5193.86	-5211.13	17.273	0.00313002	0.00138297	0.00351319	0.0015235	0.00362327	0.00070773	0.000819826	7.58456e-05	0.115162	2.04312e-05	0.00269689	0.000635468	0.000784053	0.000861468	0.00143733	0.00192155	0.00111616	0.000995721	0.00196174	0.000358949	0.0017351	0.00124492	0.000777194	0.146486
11740	-5201.12	-5218.25	17.1308	0.00445346	0.000394682	0.00408618	0.00155033	0.00229136	0.000493934	0.00123672	0.000228559	0.124861	7.72307e-05	0.00203149	0.000214601	0.000431314	0.0016815	0.00285932	0.000965658	0.00297722	0.000892231	0.00153701	0.00026266	0.00146995	0.001993	0.00371165	0.160701
11750	-5188.65	-5205.83	17.1849	0.00286495	0.00157957	0.00150242	0.00162181	0.00251128	0.000161409	0.00195728	7.3283e-05	0.124861	3.4002e-05	0.00231971	0.000136786	0.00117314	0.000921088	0.00318659	0.0012806	0.0016166	0.00104727	0.00253282	0.000553568	0.000822613	0.0011267	0.00140604	0.155291
11760	-5197.05	-5214.32	17.2753	0.0054135	0.000967559	0.000703879	0.00126196	0.00292527	0.000134192	0.00165244	8.97459e-05	0.108195	1.56665e-05	0.00193166	0.000255215	0.00140045	0.000188718	0.0032375	0.00132781	0.00174181	0.0012274	0.00424456	0.00162696	0.00204746	0.00245694	0.00320793	0.146254
11770	-5192.13	-5209.38	17.2472	0.00215696	0.00198855	0.00185207	0.00103375	0.00202577	0.000354454	0.00275197	9.78637e-05	0.117552	3.47677e-05	0.00447818	8.49091e-05	0.00138486	0.000355427	0.00300496	0.00181832	0.00128596	0.000870959	0.000469077	0.00113089	0.00126431	0.00210969	0.000962772	0.149068
11780	-5198.71	-5215.98	17.2711	0.00246511	0.001154	0.00209122	0.00247226	0.00280455	0.000100206	0.00159031	0.000435678	0.109252	4.1272e-05	0.00443747	0.000177427	0.00271201	0.00034034	0.00548137	0.00207907	0.00215123	0.000447007	0.000566773	0.000220439	0.00061293	0.00306193	0.00197928	0.146673
11790	-5189.46	-5206.77	17.3119	0.00412138	0.00152882	0.000974011	0.0023735	0.00171495	0.000104331	0.00138809	0.000503091	0.110707	0.000172207	0.00303661	5.89234e-05	0.00224715	0.000807345	0.00223907	0.00198853	0.00111117	0.00102622	0.000727648	0.000815386	0.000925931	0.00148147	0.00254344	0.142597
11800	-5193.51	-5210.76	17.2537	0.00395231	0.00149363	0.00035796	0.0013141	0.00238934	0.000123753	0.00173158	0.000908108	0.115154	0.00022285	0.00118596	5.59249e-05	0.0012085	0.00233018	0.00160958	0.0027248	0.000703898	0.000641771	0.00165221	0.00203825	0.00200845	0.00200146	0.00260602	0.148415
11810	-5194.74	-5211.96	17.2185	0.00318926	0.00178301	0.000403353	0.000924149	0.0039894	9.1148e-05	0.00194533	0.000985662	0.11726	0.000267025	0.00105725	5.04247e-05	0.00145507	0.00260978	0.0021376	0.00238347	0.000512727	0.000798383	0.00153387	0.00126008	0.00197678	0.00163537	0.00368308	0.151933
11820	-5194.54	-5211.78	17.2445	0.00415462	0.0010074	0.00164354	0.000461161	0.00163581	0.000159389	0.00272099	0.000580728	0.11726	0.000563617	0.00104315	6.79145e-05	0.00133203	0.00245324	0.00177709	0.00256304	0.000112538	0.00114609	0.00172181	0.00144701	0.0016483	0.00244921	0.00138185	0.149331
11830	-5200.15	-5217.43	17.2773	0.00238915	0.00159527	0.00150965	0.000164326	0.00337931	0.000482705	0.00511332	0.000688469	0.111393	0.000716435	0.000859052	0.000263142	0.00137224	0.000606207	0.0024606	0.0033636	0.000261701	0.00152214	0.00115664	0.00162955	0.000800732	0.00238618	0.00194326	0.146056
11840	-5196.13	-5213.46	17.3317	0.00264998	0.00161719	0.000403249	0.00140395	0.00409811	0.000260364	0.00156635	0.000394589	0.108373	0.000576459	0.000873959	0.000311924	0.00128561	0.00129799	0.00435207	0.00158012	0.000456828	0.00102742	0.0016776	0.00110247	0.00210541	0.0018934	0.00130871	0.140617
11850	-5192.32	-5209.61	17.2908	0.00360182	0.00208731	0.00111983	0.00145043	0.00311316	0.0001841	0.00214552	0.000301266	0.110258	0.0008766	0.000793606	0.000315056	0.000740558	0.00115319	0.0039836	0.00216278	0.000214691	0.000723537	0.00211214	0.000433973	0.00124586	0.00219339	0.00349799	0.144708
11860	-5200.7	-5218.04	17.3412	0.00280444	0.00077157	0.00234223	0.00077931	0.00241382	0.000124713	0.0043882	0.000347099	0.104197	0.00173961	0.00169024	0.000548734	0.0010464	0.00111188	0.00306333	0.00196156	0.000470737	0.000653998	0.00112723	0.00102642	0.00363353	0.000677138	0.00274388	0.139663
11870	-5197.85	-5215.1	17.2442	0.00385339	0.000772621	0.00188944	0.00117091	0.00190587	3.042e-05	0.00661213	0.000258465	0.114133	0.000394126	0.0043162	0.000230707	0.00048475	0.000837704	0.00154672	0.00242773	0.00101345	0.00108892	0.000811253	0.000797237	0.0025133	0.000516465	0.00175974	0.149364
11880	-5190.16	-5207.37	17.2108	0.00296868	0.00186417	0.000784623	0.00110793	0.0022064	6.22945e-05	0.0045201	0.000103326	0.119331	0.000336727	0.0023329	0.00018172	0.000538226	0.00174167	0.00192567	0.00428926	0.000670514	0.00119133	0.00149993	0.000635768	0.000877624	0.00147334	0.00206599	0.152709
11890	-5194.01	-5211.23	17.2153	0.00342108	0.0010208	0.00118175	0.000957465	0.00168865	0.000193564	0.0036715	0.000918965	0.116609	0.000633413	0.00146403	7.66064e-05	0.000800939	0.00180485	0.00306005	0.00303674	0.00162927	0.00174718	0.00201348	0.000415158	0.00201219	0.00178954	0.00210891	0.152256
11900	-5198.32	-5215.59	17.2713	0.00378626	0.00198538	0.00183184	0.000550835	0.00292009	0.000217341	0.00464222	0.00121478	0.108173	0.00104201	0.00199444	0.000173141	0.00239472	0.00115975	0.002968	0.00241375	0.00073965	0.00165792	0.00225389	0.000860671	0.00087012	0.00219632	0.00061016	0.146656
11910	-5196.31	-5213.45	17.1463	0.00398047	0.00194456	0.00144635	0.000950871	0.0023893	0.000142817	0.00237847	0.000718136	0.12455	0.000682173	0.00229878	0.00014716	0.00176209	0.00197545	0.00108404	0.00253334	0.000799133	0.000791972	0.00109985	0.00123638	0.00123735	0.00441163	0.000593132	0.159153
11920	-5198.36	-5215.58	17.2175	0.00285099	0.00164574	0.00101216	0.00267499	0.00196505	3.96276e-05	0.00391034	0.000578491	0.115961	0.000151662	0.00497316	0.000364495	0.00107776	0.00122312	0.00179725	0.00213526	0.00208053	0.00040422	0.00053585	0.000686017	0.00105161	0.00444781	0.000464822	0.152032
11930	-5195.16	-5212.41	17.2462	0.00266138	0.00072843	0.00182891	0.00116761	0.00264023	3.73352e-05	0.00322747	0.000815908	0.116882	0.000195339	0.00242486	0.000371067	0.0012475	0.00124114	0.00341741	0.00235588	0.00261132	0.000549199	0.00106934	0.000288074	0.00107105	0.00211366	0.000216043	0.149162
11940	-5201.68	-5218.92	17.2428	0.00283526	0.00120311	0.00239486	0.000696062	0.00328024	3.96945e-05	0.00401167	0.00222258	0.11132	0.000760511	0.00142124	0.000550825	0.0012602	0.000756193	0.00423113	0.00319482	0.00161154	0.000734534	0.00204903	0.000527546	0.000762175	0.0032454	0.000394021	0.149502
11950	-5194.25	-5211.44	17.1896	0.00521772	0.000472363	0.00116168	0.000720877	0.00166353	3.74638e-05	0.00246629	0.000881958	0.120133	0.000246474	0.00280669	0.000951402	0.00123449	0.00144213	0.00346068	0.00337428	0.000718364	0.000751915	0.00268313	0.000683093	0.0010597	0.00160368	0.00104872	0.15482
11960	-5195.76	-5213.19	17.4337	0.00195281	0.000998198	0.0013894	0.00120252	0.00206067	4.66038e-05	0.00352667	0.000527407	0.0998601	0.000424759	0.00201675	0.0010363	0.000814	0.0004506	0.00129824	0.00362691	0.00211742	0.000790715	0.00129599	0.000649932	0.000610649	0.00267658	0.0010391	0.130412
11970	-5194.31	-5211.69	17.3886	0.00321017	0.00224419	0.00182907	0.00129734	0.00273682	0.000228592	0.00179613	0.00022559	0.100462	0.000149175	0.00276198	0.00019409	0.00036548	0.000407808	0.00494789	0.00123684	0.00214104	0.00109031	0.00203881	0.00080999	0.00117207	0.00240569	0.00117691	0.134928
11980	-5189.23	-5206.48	17.2487	0.0028316	0.00167572	0.00144559	0.0025591	0.00254771	0.000181802	0.00344749	8.58878e-05	0.115994	0.000122308	0.00356376	0.000255246	0.00103575	0.000592327	0.00276217	0.00151085	0.000914137	0.000738752	0.00119679	0.000795616	0.00189594	0.00160597	0.00115311	0.148912
11990	-5193.07	-5210.41	17.3375	0.00210465	0.00206437	0.000870998	0.00229252	0.00242881	0.000293326	0.00567902	0.000107663	0.110282	1.7821e-05	0.00151676	0.000366077	0.000842107	0.000534934	0.00165579	0.00136765	0.000819716	0.00063609	0.000494483	0.000884649	0.00168158	0.00168052	0.00141695	0.140039
12000	-5193.41	-5210.81	17.4027	0.00556282	0.00177457	0.000956859	0.00103211	0.00130315	0.000175231	0.00317239	0.000286746	0.101302	1.9769e-05	0.00151195	0.000243259	0.000864415	0.00259855	0.00363055	0.0011311	0.000639892	0.000515883	0.00197228	0.000506617	0.000471217	0.000943279	0.00289651	0.133511
12010	-5194.68	-5211.9	17.2244	0.00516721	0.00109843	0.00224165	0.00201949	0.00180538	0.000660282	0.00415503	0.000362999	0.11712	8.81247e-05	0.0030636	0.000103279	0.000459723	0.00084244	0.00168512	0.00169676	0.000670738	0.00107409	0.00400944	0.000397752	0.000441295	0.00136118	0.000820163	0.151345
12020	-5193.01	-5210.32	17.3126	0.00329602	0.00131881	0.00188709	0.00298559	0.00313791	0.00102336	0.00215733	0.000662538	0.110657	9.45113e-05	0.00207794	0.000105633	0.00122865	0.00108424	0.00187606	0.00166726	0.00128991	0.00116565	0.00182636	0.00075035	0.000267935	0.00136754	0.000593574	0.142522
12030	-5198.76	-5215.98	17.2268	0.00345898	0.00179781	0.00132838	0.00272202	0.00335136	0.00146712	0.00273266	0.000584432	0.114372	0.000307002	0.00541188	0.000797126	0.000378977	0.000758887	0.00229711	0.00239728	0.00119447	0.00078642	0.00202508	0.000606832	0.000263242	0.00111857	0.000945426	0.151103
12040	-5196.1	-5213.38	17.2809	0.0032761	0.00291453	0.00238792	0.000366739	0.00303649	0.000559319	0.00171367	0.000195286	0.114372	0.000655232	0.00398814	0.000532182	0.000417763	0.00111076	0.00260927	0.00154517	0.000871648	0.00103031	0.000508198	0.000626315	0.000212576	0.00134935	0.00141311	0.145692
12050	-5193.99	-5211.27	17.2817	0.00319654	0.000841041	0.000759313	0.000521478	0.00256062	0.000512486	0.00162797	0.000118294	0.114372	0.000705752	0.00307028	0.000597351	0.000659908	0.000785332	0.00179869	0.00243973	0.000290628	0.00105853	0.00235023	0.000424867	0.000198585	0.0023644	0.00435994	0.145614
12060	-5200.06	-5217.17	17.1103	0.00716126	0.00194439	0.000467941	0.000929319	0.00331529	0.000716862	0.00288165	9.10976e-05	0.123109	0.000492357	0.00459257	0.00104196	0.00168007	0.00039452	0.00231292	0.00259329	0.000410949	0.0010228	0.00378756	0.000637821	0.000319757	0.00160736	0.00124177	0.162753
12070	-5196.69	-5213.88	17.1864	0.00307315	0.00121112	0.000436774	0.00245706	0.00385222	0.00017236	0.00188768	0.000150396	0.118587	0.000811838	0.0047092	0.000360788	0.000383269	0.000323335	0.00423808	0.00257106	0.000167258	0.00115888	0.0024315	0.00152716	0.00035865	0.0016941	0.00257761	0.155141
12080	-5194.77	-5212.14	17.361	0.00278424	0.00212603	0.000113934	0.00218035	0.00384473	0.00010381	0.00311286	0.000435999	0.105291	0.000580233	0.00167208	0.000245594	0.000504343	0.000805275	0.00240403	0.00142865	0.000200074	0.00225216	0.00139115	0.00134864	0.000585528	0.00162851	0.00264635	0.137686
12090	-5193.58	-5210.96	17.3831	0.00375121	0.000741699	0.000194228	0.00180663	0.00141024	0.000235109	0.00497191	0.000210356	0.1031	0.000944804	0.00224624	0.000137014	0.00123209	0.000751234	0.00341625	0.00165342	0.000247879	0.0010106	0.00173623	0.000802975	0.000925216	0.00213121	0.00181525	0.135472
12100	-5192.72	-5209.96	17.2449	0.00388118	0.00151302	0.000499084	0.00197499	0.00224412	0.000447186	0.00478173	0.00026422	0.11604	0.000833059	0.00167566	0.000259499	0.00114428	0.00180863	0.00294966	0.00121888	0.00042057	0.000662673	0.000700319	0.000824081	0.00103989	0.00156934	0.00253901	0.149291
12110	-5197.51	-5214.65	17.1357	0.0027223	0.00189059	0.00215232	0.00241606	0.00247334	0.000746899	0.00273562	0.000262374	0.12468	0.00107832	0.00297144	0.00084648	0.00161827	0.000972762	0.00274216	0.00400917	0.000399883	0.000345133	0.00102544	0.000256512	0.000356556	0.00139362	0.00212308	0.160219
12120	-5195.69	-5212.9	17.2144	0.00448215	0.00242719	0.00213413	0.00222297	0.00316903	0.000474433	0.00307416	0.000196473	0.114006	0.000425432	0.00211598	0.00114101	0.00203557	0.00159649	0.00256852	0.00229332	0.000943922	0.000340262	0.00127712	0.000652232	0.000239869	0.00271552	0.00181474	0.152346
12130	-5207.51	-5224.67	17.1604	0.00245214	0.00247991	0.00430876	0.00201444	0.00110208	0.000612043	0.00370034	0.000138355	0.114842	0.000642485	0.00306894	0.00144772	0.00173965	0.00133761	0.00464749	0.00144726	0.000761676	0.000347849	0.00164596	0.0020752	0.000633341	0.00327864	0.0030249	0.157748
12140	-5201.71	-5218.99	17.2823	0.00479164	0.00134301	0.00287124	0.000978665	0.000701457	0.000337047	0.00226403	3.57813e-05	0.108415	0.000531879	0.00229395	0.00161705	0.000867807	0.00172674	0.00286187	0.00150643	0.000954353	0.000839377	0.00183683	0.00173588	0.000414945	0.00212844	0.00450311	0.145557
12150	-5197.83	-5215.12	17.2976	0.00371764	0.00275898	0.0016082	0.000923756	0.0027687	0.000473685	0.000926111	4.95384e-05	0.108522	0.000294793	0.000960069	0.000593375	0.00129356	0.00153827	0.00294016	0.00217002	0.000315003	0.000687222	0.00304845	0.00154935	0.00020754	0.00354259	0.00313965	0.144029
12160	-5194.93	-5212.05	17.1212	0.00320439	0.00116334	0.000843451	0.00137231	0.00212753	0.000555412	0.00139741	3.92468e-05	0.128655	0.000287825	0.00265003	0.000526441	0.00130369	0.00109833	0.00447961	0.00160056	0.00093315	0.000473957	0.00283537	0.00054949	0.000298385	0.00152664	0.00374013	0.161662
12170	-5194.6	-5211.88	17.2854	0.00209086	0.00126427	0.00077047	0.0016057	0.00216485	0.000878759	0.00275287	0.0004024	0.113433	0.000844833	0.00108239	0.000741457	0.001109	0.00106214	0.00260153	0.00281742	0.00171948	0.00048605	0.00105891	0.000849712	0.000629369	0.00317321	0.00170477	0.145244
12180	-5195.43	-5212.55	17.1174	0.00271147	0.00189193	0.000498099	0.00152331	0.0030729	0.000470972	0.00213249	0.000620587	0.131294	0.00115807	0.00198358	0.000352883	0.00168331	0.00034087	0.00164314	0.00200897	0.00104851	0.00121185	0.000708277	0.000602762	0.001363	0.00196728	0.00175295	0.162041
12190	-5204.63	-5221.87	17.2344	0.00327119	0.00237275	0.00206978	0.00112463	0.00286709	0.00052838	0.00157469	0.00131586	0.110606	0.00097281	0.00142946	0.00133954	0.00180403	0.000166028	0.00475609	0.00223699	0.00154925	0.001431	0.000596703	0.000705672	0.0026652	0.00323958	0.00171774	0.150341
12200	-5197.82	-5215.08	17.2591	0.00364058	0.0017145	0.000777212	0.000672272	0.00176347	0.000142461	0.00234424	0.00125431	0.116203	0.000642319	0.000991005	0.000686503	0.0019393	0.000245638	0.00397247	0.00146982	0.00121149	0.00115196	0.000563815	0.000555663	0.0024564	0.00241626	0.00105814	0.147873
12210	-5197.87	-5215.2	17.3281	0.00380169	0.000799876	0.00389907	0.00100797	0.00232161	9.19702e-05	0.00141577	0.00167538	0.10725	0.000705833	0.00190843	0.000842979	0.00131263	0.000426882	0.00185756	0.00279595	0.000665057	0.00143673	0.00148907	0.000500643	0.0015832	0.00240646	0.000777224	0.140972
12220	-5201.06	-5218.18	17.1156	0.00524123	0.00294293	0.00220561	0.00147809	0.00374123	0.000150936	0.00179225	0.00173459	0.121688	0.000562038	0.00197298	0.0011363	0.00228125	0.000793239	0.00202868	0.00340151	0.0007054	0.00102564	0.000670286	0.000295154	0.000468339	0.00346194	0.00244208	0.16222
12230	-5193.17	-5210.41	17.2316	0.00271769	0.00126009	0.00212553	0.000620545	0.00315142	6.11268e-05	0.00187339	0.000433804	0.117459	0.000629941	0.00448476	0.000527724	0.00115546	0.000949384	0.00143279	0.00219066	0.00046839	0.000742236	0.00120362	0.000417803	0.00194848	0.00327699	0.00149503	0.150625
12240	-5193.1	-5210.26	17.165	0.00490337	0.00240817	0.0013343	0.000519155	0.00418993	9.09071e-05	0.00257707	0.000325319	0.121088	0.000323031	0.00342131	0.000255674	0.000708187	0.000455358	0.0038346	0.00162553	0.000354503	0.000911061	0.000751927	0.000433487	0.00132554	0.00177117	0.0036733	0.157281
12250	-5186.81	-5204.1	17.284	0.00284919	0.00194345	0.000852894	0.00166314	0.0024114	7.53558e-05	0.00246232	0.00028733	0.11856	0.000119942	0.0018348	0.000253555	0.000622208	0.000776448	0.00329174	0.00104887	0.000292194	0.00096448	0.00159103	0.000417814	0.00042951	0.00108683	0.00154505	0.14538
12260	-5191.61	-5208.93	17.319	0.0034261	0.00176118	0.00200249	0.00127604	0.00214306	0.000398623	0.00114067	0.000366277	0.113694	0.000166921	0.00141451	0.000216787	0.000761399	0.000696013	0.00235441	0.00226897	0.00122365	0.00055997	0.00276109	0.000925814	0.000157177	0.00135281	0.000814016	0.141882
12270	-5202.67	-5219.79	17.1211	0.00391226	0.00167803	0.000755865	0.00114412	0.00290446	0.000246074	0.000575492	0.00167952	0.130087	0.000613944	0.00328775	0.000406555	0.000738916	0.000544132	0.00132597	0.00167803	0.00203059	0.00193689	0.00278565	0.000916774	0.000236992	0.00108818	0.00110553	0.161679
12280	-5189.4	-5206.72	17.3171	0.00381392	0.000870698	0.00109474	0.00153034	0.00239214	4.32262e-05	0.00131606	0.000333665	0.112352	0.000209866	0.00278597	0.000181976	0.000541821	0.000590377	0.00284829	0.00338543	0.00167991	0.000479458	0.000915216	0.00156594	0.000623967	0.00149151	0.00103293	0.142079
12290	-5193.75	-5211.05	17.3064	0.00527813	0.00274046	0.00167208	0.00189689	0.00394723	7.44044e-05	0.00205224	0.000406048	0.112352	0.000780247	0.00168883	0.000240112	0.000594488	0.000513499	0.0020992	0.00105663	0.00109913	0.000365317	0.0011523	0.000588435	0.00111225	0.00104851	0.000383341	0.143141
12300	-5190.58	-5207.92	17.3338	0.00361657	0.00089242	0.000614968	0.00160417	0.00211029	5.56461e-05	0.00282982	0.00011705	0.11018	0.000619042	0.00206502	0.000795252	0.000526364	0.00111046	0.00462849	0.001524	0.000319195	0.000465052	0.00190798	0.000403148	0.000822121	0.00252098	0.000681461	0.140409
12310	-5195.32	-5212.46	17.1358	0.00530142	0.00102508	0.000457696	0.00049568	0.00475901	0.000426269	0.00241469	6.92915e-05	0.126699	0.000995497	0.00308122	0.000362045	0.0011217	0.00125717	0.00169637	0.00269925	0.000332314	0.000338825	0.00223227	0.000351404	0.00153899	0.00142298	0.00113089	0.160209
12320	-5194.3	-5211.52	17.2291	0.00357196	0.000902809	0.000555114	0.00134615	0.00167509	0.00151485	0.00186319	4.58487e-05	0.119595	0.000538292	0.00220019	0.000185651	0.000368186	0.000844084	0.00274698	0.0011792	0.00112327	0.000737296	0.00297244	0.000301196	0.00160899	0.00152577	0.00347497	0.150876
12330	-5196.32	-5213.67	17.351	0.00342682	0.00207864	0.00141389	0.00188084	0.00214633	0.00148496	0.00149856	6.0809e-05	0.107643	0.00024383	0.00328126	0.000303865	0.0010743	0.0019396	0.00176851	0.00108099	0.000312432	0.0018617	0.000651429	0.00025262	0.0012734	0.00146824	0.00153609	0.138682
12340	-5197.47	-5214.77	17.2916	0.00263294	0.00189568	0.00131815	0.0027617	0.00109674	0.000664276	0.00300581	0.000193587	0.111704	0.000553215	0.00202662	0.000479342	0.000949354	0.000594186	0.0031145	0.00131196	0.00123404	0.00187722	0.000792169	0.000405228	0.00107983	0.0018742	0.00305991	0.144625
12350	-5198.6	-5215.74	17.1423	0.0031139	0.00125526	0.00194943	0.0023881	0.00140869	0.00090344	0.00265175	0.000255703	0.12282	0.00115438	0.00363146	0.00108482	0.00159526	0.000811369	0.00148576	0.00260118	0.000955379	0.00215212	0.00133531	0.000503971	0.000829802	0.0025256	0.0021372	0.15955
12360	-5203.28	-5220.42	17.1403	0.00201534	0.00066247	0.00247979	0.00203121	0.00192805	0.000759874	0.00422597	0.000243383	0.12282	0.000144932	0.00171613	0.000961375	0.0007034	0.000447899	0.0024716	0.0020798	0.000230148	0.00120794	0.00385892	0.000128584	0.00120881	0.00176396	0.00566487	0.159755
12370	-5194.92	-5212.16	17.2389	0.00201758	0.000871328	0.00131875	0.00209676	0.0035488	0.000351868	0.00250683	0.000248982	0.117097	0.000133603	0.0022084	0.00135011	0.00184641	0.00105057	0.00186754	0.00195018	0.000411724	0.00069314	0.000823651	0.000232933	0.00141774	0.00138184	0.00447245	0.149898
12380	-5193.5	-5210.91	17.4156	0.00268321	0.000609129	0.00188099	0.00110257	0.000981077	0.000336904	0.00187745	0.000707404	0.106489	0.000175399	0.00188441	0.000673139	0.000736481	0.000960383	0.00187578	0.00360231	0.000274058	0.000329426	0.000538315	0.000488333	0.000744927	0.00226269	0.00101471	0.132228
12390	-5197.57	-5214.94	17.3641	0.00271915	0.00157573	0.00055003	0.00221029	0.00134519	0.000444186	0.00159983	0.00018766	0.107653	0.00128104	0.00218083	0.000974144	0.000818196	0.000762473	0.000790223	0.00284927	0.000854725	0.000868034	0.000503898	0.00108805	0.00093558	0.00185075	0.00333463	0.137377
12400	-5201.79	-5218.99	17.1975	0.00420725	0.0014436	0.00161137	0.00339205	0.00174916	0.000576145	0.00269325	0.000347027	0.114866	0.00134656	0.00138361	0.00111311	0.0022906	0.00198857	0.00112383	0.00183159	0.00162524	0.00188938	0.00186575	0.000795129	0.000945507	0.00300052	0.0019522	0.154037
12410	-5199.37	-5216.5	17.1368	0.00436069	0.00185281	0.0016153	0.00179433	0.00340769	0.000312354	0.0027872	0.000406855	0.119981	0.00119162	0.00173232	0.00147262	0.00178975	0.00118772	0.0018357	0.00201107	0.00191877	0.00195625	0.00170764	0.00106524	0.000376538	0.0028195	0.00251971	0.160103
12420	-5208.11	-5225.21	17.1039	0.00542792	0.00246891	0.00218232	0.00193607	0.00215199	9.03303e-05	0.00410013	0.00233126	0.118841	0.000595708	0.00316661	0.0011486	0.00106841	0.00042789	0.00106009	0.00246588	0.00073567	0.000925111	0.00302844	0.0010493	0.00117999	0.00141044	0.00560253	0.163394
12430	-5203.25	-5220.5	17.2504	0.00544911	0.00142715	0.00112787	0.00148223	0.00333759	0.000107641	0.00174073	0.000894234	0.110203	0.000229909	0.00471141	0.0021153	0.000738153	0.000155821	0.00064789	0.0022559	0.000536403	0.00072894	0.00202539	0.000369161	0.00137479	0.00334229	0.0037425	0.148743
12440	-5191.68	-5209	17.3197	0.0023297	0.00116862	0.00115097	0.00125095	0.00390453	5.19058e-05	0.00163189	0.000156144	0.114237	0.000790824	0.0024796	0.000382645	0.000279259	0.000400908	0.000992506	0.00360035	0.000274274	0.000572915	0.00205935	0.000267855	0.000679462	0.00182054	0.00133685	0.141819
12450	-5195.15	-5212.37	17.2159	0.00287647	0.00118107	0.00238932	0.00262411	0.00152431	7.94686e-05	0.00153905	0.00023235	0.118037	0.00071732	0.00226947	0.000512054	0.00222965	0.000578611	0.00297117	0.00325713	0.00017014	0.00197588	0.000808483	0.00101609	0.00105746	0.00296063	0.00119204	0.152199
12460	-5197.46	-5214.73	17.2698	0.00222034	0.00020285	0.0019721	0.00177168	0.00259541	2.74605e-05	0.00169316	0.00067935	0.118037	0.000287599	0.00172228	0.000646199	0.00155909	0.000959774	0.00162393	0.00124689	7.62931e-05	0.00281848	0.000721202	0.00123436	0.00115204	0.00208489	0.00147058	0.146803
12470	-5193.42	-5210.8	17.3798	0.0047459	0.000413212	0.000763497	0.00141825	0.00301256	3.71614e-05	0.0026603	0.000358639	0.102101	8.36963e-05	0.00163935	0.000886242	0.0012255	0.00257856	0.00291658	0.00255809	0.000101534	0.00108329	0.000939749	0.00106374	0.00139212	0.00129712	0.00252569	0.135802
12480	-5196.64	-5213.81	17.1668	0.00332575	0.00093095	0.0014191	0.00036947	0.00328613	6.10863e-05	0.00161824	0.000448784	0.125355	0.000113127	0.00354228	0.000442993	0.00248092	0.00142514	0.00417886	0.00127435	3.61579e-05	0.000252701	0.00161403	0.000807873	0.00151751	0.00142414	0.00118103	0.157106
12490	-5194.95	-5212.24	17.284	0.00264588	0.00169264	0.00128921	0.000577383	0.00327151	2.22029e-05	0.00167709	0.000748294	0.113835	0.000105455	0.0035913	0.000394897	0.000502302	0.000980827	0.00248703	0.00353685	3.58573e-05	0.000919029	0.00148891	0.000788039	0.00190416	0.00162534	0.00126246	0.145381
12500	-5196.52	-5213.85	17.3231	0.00310147	0.00330099	0.000656446	0.000899123	0.00194784	8.72112e-05	0.00126296	0.000569616	0.109865	0.000109745	0.00434722	0.000247721	0.0010067	0.001876	0.00379766	0.00216076	3.81796e-05	0.00101625	0.00111794	0.000477639	0.00114075	0.00112765	0.00132381	0.141479
12510	-5197.49	-5214.79	17.2979	0.00316277	0.00223727	0.00159533	0.000928031	0.00258035	9.69925e-05	0.00190599	0.00159044	0.10976	0.000150427	0.00293641	8.45012e-05	0.00142815	0.0019854	0.00336689	0.0013652	0.000190643	0.000916316	0.000785871	0.00029685	0.00288198	0.00111432	0.00263615	0.143996
12520	-5191.85	-5209.17	17.3177	0.00457084	0.00129636	0.00201858	0.00111684	0.00267775	4.00733e-05	0.00240267	0.00115999	0.107709	0.000277042	0.00407949	9.55588e-05	0.000856352	0.000591467	0.00266422	0.00158329	0.000187897	0.00124565	0.000657609	0.000272861	0.00190116	0.00239996	0.00221201	0.142017
