Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL
41890	-5198.59	-5215.9	17.3041	0.0047467	0.00248258	0.00301264	0.00163178	0.00223537	0.00131939	0.00272229	9.01307e-05	0.106197	0.000296596	0.00167198	0.000331256	0.000469887	0.00140102	0.00148486	0.000212389	0.000728654	0.00140393	0.0022682	0.000744698	0.00231323	0.00105457	0.00455504	0.143374
41900	-5196.07	-5213.35	17.287	0.00619739	0.000426008	0.000979696	0.000753299	0.00272593	0.000767717	0.00231535	0.000280233	0.111623	0.000239845	0.00292222	0.000583591	0.00119311	0.00115898	0.00121593	0.000124098	0.000474159	0.0011833	0.00213992	0.000154078	0.00172074	0.00115681	0.0047474	0.145083
41910	-5193.16	-5210.51	17.3415	0.00682296	0.000816598	0.00204292	0.000637118	0.00246509	0.000250135	0.00148319	0.000146228	0.106875	0.000157478	0.00275976	0.000177226	0.000514676	0.000186957	0.00330937	0.000696513	0.000277085	0.00152872	0.00163211	0.000151441	0.00224516	0.00197767	0.00248115	0.139634
41920	-5190.3	-5207.57	17.2668	0.00510885	0.00160696	0.00191425	0.000977339	0.00411922	0.000125619	0.00291974	0.000123273	0.112193	0.000269427	0.00217593	0.000304459	0.000692059	0.000316066	0.00315274	0.00117998	0.000155542	0.00188374	0.00159185	0.000203226	0.000474659	0.00196069	0.00365748	0.147106
41930	-5195.28	-5212.48	17.1962	0.00544741	0.00172702	0.00130906	0.00122708	0.0031932	0.000933485	0.00357568	0.0001837	0.115818	0.000253756	0.00282617	0.00156449	0.00107674	0.000738112	0.0036656	0.00145786	0.000391163	0.00117263	0.00125101	0.000225307	0.000374897	0.00297088	0.00278064	0.154164
41940	-5197.98	-5215.26	17.2826	0.00607073	0.00105824	0.000692534	0.00137044	0.00241698	0.000434968	0.00391788	8.33736e-05	0.112002	0.000250546	0.00130209	0.0027003	0.00125487	0.00110413	0.00162367	0.00187851	0.000341771	0.000902325	0.000613013	0.000210806	0.000206925	0.0014096	0.00367576	0.145521
41950	-5193.98	-5211.3	17.3121	0.00542192	0.000629319	0.000602924	0.00166263	0.00201028	0.000120768	0.00176951	0.000522434	0.112002	7.40966e-05	0.000856141	0.000900966	0.00278212	0.000518493	0.00236766	0.000548392	0.000671838	0.000596643	0.00329698	0.00058742	0.000485317	0.00163584	0.00250811	0.142572
41960	-5197.66	-5214.93	17.271	0.00321898	0.000835937	0.00185031	0.000828997	0.00212077	0.000438848	0.00187765	0.000982909	0.115187	0.000171436	0.00125411	0.000474659	0.00378825	0.000794937	0.00244951	0.00021988	0.000561521	0.000635932	0.00288138	0.000613776	0.000599517	0.0017058	0.00319405	0.146686
41970	-5196.74	-5214.04	17.2971	0.00431027	0.00076437	0.00197411	0.000790552	0.00188073	0.000622362	0.00334355	0.00104131	0.111513	6.50567e-05	0.0028177	0.000340319	0.00139719	0.00111024	0.00127922	0.000191999	0.0016343	0.00029362	0.00146521	0.000677596	0.00121089	0.00135669	0.00399647	0.144077
41980	-5197.46	-5214.81	17.3542	0.00758876	0.00207349	0.000760494	0.000889274	0.00280595	0.000666468	0.00221506	0.0011806	0.102884	0.000256568	0.00264784	0.000604035	0.00136835	0.00131412	0.00110512	8.81087e-05	0.00108042	0.000789615	0.00094998	0.000734166	0.000879905	0.00177198	0.0037105	0.138365
41990	-5196.8	-5213.94	17.1383	0.00575472	0.0016893	0.000357736	0.00158557	0.00268455	0.000373831	0.00366935	0.000391537	0.119656	0.000146327	0.00180559	0.000350332	0.00168572	0.00124362	0.00466208	8.77757e-05	0.00135031	0.00111234	0.00198749	0.000769139	0.00242672	0.00245401	0.003712	0.159956
42000	-5200.67	-5217.91	17.2423	0.00493944	0.00263259	0.000235085	0.00243936	0.0035308	0.000641901	0.00395459	0.000157339	0.10984	0.000185073	0.00284859	0.000305184	0.00110562	0.000574349	0.00159168	0.000121017	0.00157385	0.00188179	0.00513651	0.000336599	0.00130008	0.00157122	0.00264971	0.149552
42010	-5200.55	-5217.71	17.1552	0.0057883	0.00152638	0.000836778	0.00399396	0.00160087	0.00049144	0.00283272	0.000277886	0.123229	0.000256701	0.00351692	0.000417511	0.000507778	0.000671887	0.000899507	0.000328061	0.00034749	0.00346733	0.00302819	0.000690881	0.00115973	0.0018664	0.000528711	0.158264
42020	-5196.51	-5213.66	17.1497	0.00514481	0.00171798	0.00199335	0.00381315	0.00119361	0.000178117	0.00339622	0.000270975	0.123229	0.000254577	0.00519364	0.000316352	0.000746674	0.00122424	0.00269016	0.00118284	0.000242144	0.00203013	0.000664694	0.000905284	0.000402377	0.000693381	0.00133045	0.158814
42030	-5188.22	-5205.43	17.2187	0.00458687	0.00112947	0.000991165	0.00295146	0.00244148	0.000194977	0.00167561	0.000151095	0.124113	3.3702e-05	0.00270847	0.00025452	0.000795864	0.0007597	0.00123013	0.00173092	0.000234286	0.000772101	0.000995912	0.000810599	0.000679062	0.00125831	0.00141691	0.151915
42040	-5193.65	-5210.84	17.1929	0.00859198	0.00156662	0.00241083	0.0031772	0.0015325	0.000313233	0.00219935	0.000577742	0.118483	3.79459e-05	0.00164965	7.26709e-05	0.000443678	0.000970883	0.00240078	0.00140531	0.000209979	0.00051096	0.00118653	0.000872508	0.00130774	0.00307137	0.00150591	0.154499
42050	-5200.58	-5217.75	17.1673	0.00893292	0.00101061	0.00342166	0.00133062	0.00326411	0.000576711	0.00319087	0.000727751	0.111954	2.87545e-05	0.00311573	0.000132471	0.00117505	0.00157743	0.00569002	0.00136468	0.000524329	0.000272112	0.00234625	0.000545784	0.00114313	0.00234916	0.00237671	0.157051
42060	-5197.31	-5214.48	17.1696	0.0069906	0.000854013	0.00320878	0.000832074	0.00435517	0.000813284	0.00229942	0.000331728	0.120689	0.000151487	0.00182734	0.000332838	0.00151034	0.000512608	0.00211776	0.000530788	0.000443758	0.00011913	0.000947175	0.000931913	0.00149033	0.00351	0.00202577	0.156825
42070	-5200.79	-5217.98	17.1973	0.00537373	0.000438545	0.00134455	0.00231312	0.00468392	0.00117072	0.00164422	0.000942169	0.116459	6.24313e-05	0.000707758	0.000654633	0.000627917	0.000614813	0.00401488	0.000829266	0.000970036	0.000202492	0.00213742	0.000593423	0.00150831	0.00352849	0.00323548	0.154057
42080	-5197.54	-5214.81	17.2705	0.00726478	0.000969697	0.00105516	0.0016537	0.00320633	0.00107352	0.00157688	0.0011419	0.106822	0.000161005	0.00259349	0.000430922	0.00182933	0.00124262	0.00239618	0.00117059	0.000999648	0.000583127	0.00182524	0.000881109	0.00233967	0.00213426	0.0033863	0.146738
42090	-5198.58	-5215.83	17.2431	0.0040738	0.00215478	0.00075885	0.00240906	0.00315083	0.000369551	0.00256644	0.00121019	0.110456	0.000253738	0.00426616	0.000206241	0.00163062	0.00109602	0.00292777	0.00124368	0.00121855	0.000865936	0.000784054	0.00105492	0.000677849	0.0010803	0.00501739	0.149473
42100	-5196.33	-5213.65	17.3195	0.00317231	0.00118937	0.00151176	0.0014223	0.00276782	0.000260583	0.00233436	0.000522841	0.105161	0.000328013	0.00352034	0.000178742	0.00177104	0.00103393	0.00300074	0.00100983	0.000245075	0.00156572	0.00106935	0.00171542	0.00181837	0.00089121	0.00534008	0.14183
42110	-5193.69	-5210.99	17.2967	0.0047307	0.00193704	0.00198266	0.000977794	0.00167255	7.116e-05	0.00139734	0.000478589	0.108488	0.000347223	0.00290924	0.00030841	0.00254179	0.000722087	0.00281025	0.000544769	0.000344378	0.00109584	0.00149975	0.00176014	0.0018166	0.00222837	0.00345222	0.144116
42120	-5194.45	-5211.75	17.2991	0.00396058	0.0010452	0.00135983	0.000942989	0.00330223	6.24205e-05	0.00200466	0.00161098	0.109111	0.000535491	0.00218024	0.000316614	0.00181757	0.00127784	0.00261876	0.000391003	0.000184097	0.00187477	0.00190405	0.00143143	0.00224116	0.000919732	0.00278121	0.143874
42130	-5197.21	-5214.5	17.2911	0.00331856	0.00151637	0.00187057	0.000786698	0.00307781	0.00013295	0.00264514	0.0011372	0.109111	0.00131493	0.00288684	0.000518401	0.00200295	0.00042681	0.00231346	0.000891477	0.000198844	0.00164539	0.0016019	0.00021849	0.000956484	0.00245597	0.00364617	0.144674
42140	-5196.79	-5214.03	17.2385	0.00518687	0.00104503	0.00228304	0.00107969	0.00318573	0.000113307	0.00198281	0.000634807	0.110764	0.000724206	0.00441887	0.000234049	0.000825972	0.0004225	0.00602057	0.000674159	0.000628119	0.000901985	0.00257881	0.000268929	0.00100698	0.00160825	0.0033473	0.149936
42150	-5193.32	-5210.64	17.3242	0.00359858	0.00177512	0.00127291	0.000787924	0.00374261	0.000184038	0.00164768	0.000414666	0.108208	0.000988675	0.00234088	0.000379119	0.00095073	0.000716406	0.00290582	0.000848268	0.000793248	0.000754171	0.00282905	0.00058107	0.00108367	0.00101603	0.00354333	0.141362
42160	-5196.46	-5213.84	17.3785	0.00359735	0.00186119	0.00109819	0.000669872	0.00410366	0.000181747	0.00423667	0.000376461	0.102543	0.000450645	0.000750095	0.000574799	0.00128068	0.00069572	0.00156128	0.000854566	0.000176909	0.000660203	0.00246442	0.000491467	0.00141502	0.00225971	0.00362689	0.135931
42170	-5199.53	-5216.9	17.3686	0.00383053	0.0017403	0.00359753	0.000384413	0.000990748	0.000264108	0.00396102	0.000118434	0.103969	6.33481e-05	0.00295993	0.000451513	0.000874247	0.000587474	0.00137782	0.00142186	6.9876e-05	0.00160028	0.00193575	0.000698947	0.000771478	0.00052932	0.00472774	0.136926
42180	-5190.92	-5208.26	17.3431	0.00754996	0.00253516	0.00151956	0.00176289	0.0011591	0.000165949	0.00251021	0.000111705	0.10723	0.00019887	0.00179958	0.000200824	0.000715727	0.000581609	0.00256152	0.000371689	0.000127754	0.000973511	0.00218994	0.00070643	0.000410592	0.000592219	0.00350453	0.139479
42190	-5198.39	-5215.54	17.1482	0.00486196	0.00240464	0.00054597	0.00213684	0.00308296	0.000302212	0.00310199	8.34156e-05	0.120136	0.000439751	0.00267823	0.00172908	0.00399415	0.00140753	0.00238698	0.000389214	0.000192764	0.0011081	0.00254509	0.000477756	0.000503276	0.00100177	0.00345395	0.158964
42200	-5194.05	-5211.25	17.1928	0.00581491	0.000879127	0.000666999	0.00142781	0.00337412	0.000671951	0.00284771	0.00020357	0.120136	0.000258051	0.00154109	0.000442394	0.001305	0.00244293	0.00124003	0.000518287	6.97304e-05	0.000964749	0.00105497	0.00242657	0.00139773	0.00146472	0.00335123	0.1545
42210	-5196.44	-5213.61	17.1625	0.00520364	0.00218167	0.00116312	0.00153859	0.00387895	0.000521688	0.00555224	0.000254595	0.116232	0.000211651	0.00241496	0.000352825	0.0010779	0.00243451	0.00191289	0.00107089	0.000289225	0.000967448	0.00156558	0.00164782	0.0010256	0.00260631	0.0034303	0.157534
42220	-5197.66	-5214.87	17.215	0.00825677	0.00149498	0.000606358	0.00198189	0.00135156	0.000391772	0.00276368	0.00050296	0.11528	0.000691296	0.00124882	0.000697679	0.00107421	0.00099164	0.00221125	0.00182808	0.000196821	0.00110977	0.00151786	0.00274697	0.00107616	0.00106335	0.00319933	0.152283
42230	-5195.33	-5212.63	17.3017	0.007757	0.000838387	0.000551828	0.00170233	0.00267754	0.000972383	0.00209393	0.000475515	0.106563	0.000586605	0.00132729	0.000609509	0.00144244	0.000934064	0.0044587	0.000547363	0.000160905	0.000739313	0.00146231	0.00136708	0.000450355	0.00216646	0.00372896	0.143613
42240	-5196.06	-5213.18	17.1265	0.00492253	0.00136739	0.000951689	0.00139164	0.00468196	0.000711675	0.00295738	0.000259165	0.124709	0.00061013	0.00215283	0.000379946	0.000826026	0.00216054	0.00211331	0.000505651	0.000620043	0.00180596	0.0012959	0.000913241	0.00107427	0.00377225	0.000953572	0.161137
42250	-5197.69	-5214.99	17.2996	0.00673944	0.00178074	0.00141367	0.00152308	0.00404868	0.000530004	0.0021898	0.000961834	0.104409	0.000468168	0.00247671	0.000550011	0.000634732	0.000791091	0.00382263	0.000672577	0.00072638	0.000927143	0.000985041	0.00306712	0.000781306	0.00124345	0.00308217	0.143824
42260	-5201.89	-5218.99	17.1015	0.0062619	0.00172991	0.00102297	0.00364195	0.0024042	0.000993789	0.00428423	0.000321451	0.123305	0.000412929	0.0026256	0.00220407	0.000525944	0.000533931	0.00235005	0.000411009	0.000982857	0.00222364	0.00185213	0.000592636	0.00195648	0.000972221	0.0020305	0.163639
42270	-5193.85	-5211.07	17.2158	0.00728424	0.00236858	0.00149717	0.00225761	0.00411539	0.000145057	0.00267904	0.000122428	0.114332	0.000658315	0.000971598	0.000496983	0.000376485	0.00100384	0.00192377	0.000888721	0.000424434	0.00171171	0.00103496	0.00088532	0.00142214	0.00248364	0.00311619	0.1522
42280	-5193.13	-5210.41	17.2836	0.00614912	0.00115654	0.00132914	0.00204279	0.00392937	6.79064e-05	0.00123258	0.00031421	0.108633	0.000483672	0.00244545	0.000250176	0.0013475	0.000598963	0.00254559	0.000460044	0.000710469	0.000836481	0.00233828	0.00251427	0.000702478	0.00247127	0.0028691	0.145429
42290	-5197.58	-5214.73	17.1519	0.00748173	0.00289524	0.00129822	0.00172035	0.00181493	0.000140684	0.00145464	0.000216145	0.120661	0.000276106	0.00108114	5.07792e-05	0.00278864	0.00207044	0.00181721	0.000657301	0.000363169	0.00149402	0.000799431	0.00174875	0.00235308	0.00319542	0.00221931	0.158598
42300	-5196.05	-5213.33	17.2846	0.0048332	0.00158822	0.00162062	0.00135841	0.00247244	0.000248389	0.00230099	0.000525515	0.108742	0.00131063	0.00190638	9.45659e-05	0.0016175	0.00267277	0.00226368	0.000830608	0.00106581	0.000859634	0.00085082	0.000835106	0.0012851	0.00377454	0.00226406	0.145321
42310	-5199.15	-5216.39	17.2484	0.0079726	0.000965389	0.00137702	0.00201712	0.00235341	0.000293396	0.00344269	0.00110229	0.108742	0.00133166	0.0032756	0.000531203	0.00136185	0.0018599	0.00386679	0.000223789	0.000606193	0.000393735	0.000629608	0.000581944	0.00239338	0.00218822	0.00143029	0.14894
42320	-5199.1	-5216.44	17.3378	0.00518973	0.00123892	0.00128357	0.00312318	0.00221217	0.000165089	0.00436241	0.000520474	0.101559	0.00141335	0.00390941	0.000658794	0.00177852	0.000854233	0.00305932	0.000156095	0.00155922	0.000499943	0.00125262	0.00021796	0.00176637	0.00154328	0.00167775	0.140002
42330	-5192.97	-5210.2	17.2319	0.0070902	0.00287706	0.000648469	0.00267772	0.0025231	7.77078e-05	0.0024154	0.00043298	0.113167	0.000272663	0.00253422	0.000605078	0.000641722	0.00235759	0.00269802	0.000332089	0.000774043	0.000353235	0.00197529	0.00130835	0.000889833	0.00154819	0.00239966	0.150599
42340	-5195.28	-5212.69	17.4159	0.00443113	0.000882417	0.00112112	0.00122275	0.00123225	0.000106024	0.00208442	0.000122102	0.0993597	0.000144121	0.00383602	0.00116347	0.000701508	0.0021111	0.00247224	0.000715139	0.00162173	0.000353689	0.0023213	0.000687662	0.00112932	0.00139463	0.00298383	0.132198
42350	-5200.15	-5217.36	17.2131	0.00580299	0.000955974	0.000991145	0.000668153	0.00231387	0.000291933	0.00522896	4.7537e-05	0.113143	0.000101316	0.00232576	0.00208859	0.00220526	0.00203067	0.00257203	0.000649916	0.00147567	0.000392546	0.00217684	0.00182811	0.00126556	0.000961346	0.00295385	0.152471
42360	-5196.21	-5213.45	17.2389	0.00574507	0.00133577	0.000996711	0.000481493	0.00313009	0.000951674	0.00370159	3.09833e-05	0.113527	0.000182999	0.00171802	0.00123655	0.00126461	0.00114083	0.00385257	0.000396184	0.00176264	0.000456407	0.00123463	0.000993226	0.000703828	0.00130694	0.00374492	0.149894
42370	-5198.48	-5215.76	17.2752	0.00581944	0.00149698	0.00198134	0.00109048	0.00140916	0.000928187	0.001179	6.81889e-05	0.110655	0.000228929	0.00155318	0.000900084	0.00180141	0.00223595	0.0021502	0.000292131	0.00234624	0.00093965	0.0016723	0.00060735	0.000706421	0.00286991	0.00332998	0.146262
42380	-5194.23	-5211.5	17.2713	0.00462662	0.00173418	0.00155193	0.00177185	0.00345019	0.000578751	0.00203978	0.000128705	0.110612	0.000201707	0.00313704	0.000756511	0.00227356	0.00186084	0.00341767	0.000222118	0.00230182	0.000584998	0.00118781	0.000283535	0.000869336	0.00125507	0.00180714	0.146653
42390	-5197.48	-5214.62	17.1461	0.0069733	0.0014977	0.00231911	0.0021008	0.00303592	0.000181987	0.0010123	0.00012124	0.121048	0.000522544	0.00209853	0.00145861	0.00135076	0.00210192	0.00226137	0.000490701	0.0010224	0.00064755	0.00268009	0.000314389	0.00257429	0.00110352	0.00226191	0.159179
42400	-5196.11	-5213.26	17.1476	0.00726187	0.00122248	0.00142628	0.0024784	0.0023325	0.000214144	0.00172966	4.68996e-05	0.121048	0.000219885	0.00385065	0.00114559	0.00261642	0.000815381	0.00211726	0.00069666	0.00148452	0.00102511	0.00223974	0.000852578	0.00206144	0.000802655	0.00134036	0.159028
42410	-5202.6	-5219.86	17.2621	0.00294883	0.00185767	0.00103038	0.00201021	0.00167159	0.000165499	0.00310406	5.72525e-05	0.113455	0.000185248	0.000838173	0.00118676	0.00112435	0.00257465	0.00362519	0.00113223	0.00130884	0.001126	0.000859201	0.00337272	0.0018686	0.000424612	0.00165074	0.147578
42420	-5192.15	-5209.45	17.2941	0.00683999	0.00115807	0.00274081	0.000979399	0.00285062	0.000196537	0.00248623	9.65095e-05	0.108866	0.000270185	0.00277923	0.000464212	0.00092253	0.0013591	0.00324258	0.00156739	0.000728065	0.00119648	0.000586365	0.000998036	0.000954899	0.000648393	0.00244206	0.144374
42430	-5192.29	-5209.59	17.2938	0.00448601	0.00193488	0.00157119	0.00180893	0.00252349	0.000464646	0.00191078	0.000166767	0.110472	0.000190025	0.00328837	0.000357123	0.00133063	0.0013652	0.00247419	0.000732362	0.00135668	0.000368607	0.00128518	0.000933488	0.00262057	0.000623404	0.00213805	0.144402
42440	-5197.44	-5214.74	17.3023	0.00881923	0.000412902	0.00155035	0.00209338	0.00206188	0.00139423	0.00251055	9.16719e-05	0.110915	0.000404318	0.00204291	0.000246267	0.00149618	0.00108202	0.000735209	0.000200159	0.00120919	0.000317306	0.00171309	0.000469126	0.00139563	0.000663992	0.00173125	0.143556
42450	-5199.79	-5217.12	17.3334	0.00365011	0.000472798	0.00087859	0.00198772	0.000974657	0.000312467	0.0030287	0.000114848	0.110915	0.00196965	0.00220757	9.81573e-05	0.00258055	0.00119239	0.00187943	0.000427934	0.0018161	0.000165649	0.0012338	0.00110614	0.00108291	0.000758223	0.00158779	0.140441
42460	-5195.26	-5212.39	17.13	0.00524361	0.000949562	0.00122274	0.00152075	0.000978012	0.0005076	0.00153811	0.0001297	0.132944	0.000726828	0.0026149	0.000101432	0.00183269	0.000597907	0.00139918	0.000509649	0.00145492	0.000340154	0.00102836	0.000605049	0.00137851	0.00184628	0.00131252	0.160782
42470	-5193.74	-5211.06	17.3149	0.00344672	0.00140912	0.00144273	0.00230637	0.00165805	0.000439981	0.0021271	0.000219072	0.114626	0.00022341	0.00245843	0.000239243	0.00146094	0.00150014	0.000800052	0.000801921	0.000867959	0.00018024	0.000927676	0.00134011	0.00138953	0.00121525	0.001212	0.142292
42480	-5188.76	-5206.13	17.3727	0.00677635	0.00185391	0.00111967	0.000992144	0.00334658	0.000303299	0.00229765	0.000182707	0.103755	0.000208737	0.00237615	0.000250457	0.000947837	0.00100248	0.001654	0.000841628	0.000703491	0.000877234	0.00083072	0.000787275	0.00120188	0.00216761	0.00203404	0.136511
42490	-5193.14	-5210.41	17.2765	0.0076906	0.00206228	0.00084297	0.00186449	0.00343674	0.000381521	0.00215296	0.000193789	0.107768	0.000501803	0.00178233	0.000272248	0.001865	0.00190086	0.00243719	0.000602767	0.000759625	0.00218106	0.00254302	0.000249233	0.00144046	0.00161812	0.00158957	0.146136
42500	-5192.37	-5209.66	17.2897	0.0046991	0.00100439	0.00101984	0.0015207	0.00403627	9.15946e-05	0.00115902	0.000321711	0.109791	0.000353774	0.00156124	9.94672e-05	0.0014576	0.00222149	0.00293718	0.000404011	0.00130409	0.00164016	0.00203171	0.001044	0.00146514	0.00154349	0.00310456	0.144811
42510	-5194.48	-5211.76	17.2722	0.00539362	0.00387513	0.00100849	0.000778228	0.00161649	0.000190993	0.001621	0.000298739	0.111516	0.000251292	0.00182409	9.90767e-05	0.00109628	0.000928052	0.00415455	0.000219655	0.000444991	0.00278143	0.00268985	0.000793414	0.00191613	0.00112064	0.00195115	0.146569
42520	-5191.92	-5209.09	17.164	0.0054359	0.00169219	0.000928466	0.00196538	0.00250133	0.000212416	0.00232216	0.000608657	0.120897	0.000317233	0.00173864	5.49004e-05	0.00151663	0.00282517	0.0028017	0.000623352	0.000280058	0.00199257	0.00191823	0.000782111	0.0021555	0.00132573	0.00248496	0.15738
42530	-5192.06	-5209.23	17.1679	0.00831718	0.00120013	0.00112601	0.000640926	0.00324725	0.000273416	0.00183945	0.000164053	0.122121	0.000357142	0.0033786	5.003e-05	0.000899205	0.000512699	0.00309305	0.000632945	0.000543592	0.00111539	0.000849386	0.000242321	0.00154727	0.000714432	0.00413217	0.156997
42540	-5195.1	-5212.31	17.2082	0.00512704	0.00100432	0.00185413	0.000546043	0.00216273	0.000198618	0.00206267	0.000446816	0.115349	0.000389175	0.00286201	0.000286449	0.000815029	0.00163989	0.00380812	0.000571267	0.000503808	0.00128208	0.00272235	0.000252831	0.00310689	0.0030459	0.00293162	0.152968
42550	-5194.01	-5211.28	17.2641	0.00545889	0.00211945	0.00132632	0.000578682	0.00145098	0.00108726	0.00290014	0.000630783	0.115349	0.000594238	0.00200865	0.000917788	0.000950785	0.00123185	0.00187365	0.000468777	0.000501786	0.00106919	0.00125105	0.000437873	0.00147751	0.00110087	0.00259412	0.147379
42560	-5198.95	-5216.15	17.2079	0.0068057	0.00149757	0.00133872	0.000923237	0.00234795	0.000477123	0.00447098	0.000534904	0.112219	0.000157037	0.00311182	0.000762161	0.00124635	0.00244906	0.00374222	0.00015276	0.00101345	0.00133604	0.00120485	0.00104243	0.00304071	0.00179314	0.00132357	0.152991
42570	-5199.47	-5216.68	17.2083	0.00679552	0.00171716	0.000348904	0.00199045	0.000938338	0.00015925	0.00305635	0.000432356	0.114186	4.04853e-05	0.0024926	0.00139487	0.00280443	0.00105261	0.00207468	0.001819	0.000778364	0.000759629	0.00220911	0.000641237	0.00213011	0.00254631	0.00258921	0.152957
42580	-5198.79	-5216.1	17.3071	0.00563947	0.00217716	0.00057738	0.00130765	0.00196042	0.000478314	0.00276241	0.000986597	0.108034	6.69208e-05	0.00290586	0.000828355	0.0011591	0.000699814	0.00170444	0.00113049	0.00187974	0.00196669	0.0014661	0.0006485	0.00240848	0.00154818	0.000743394	0.143079
42590	-5199.84	-5217.06	17.2148	0.00480063	0.000718052	0.000960576	0.00277881	0.00224104	0.000744618	0.00256485	0.000147679	0.114557	3.0463e-05	0.000985007	0.000506244	0.00113996	0.00158479	0.00303841	0.00149806	0.00154156	0.000739527	0.00303717	0.000688869	0.00343057	0.00331182	0.00126012	0.152306
42600	-5201.77	-5219.05	17.2769	0.00622046	0.0011754	0.0010954	0.00172304	0.0029622	0.00179293	0.00124707	5.3896e-05	0.109248	3.55579e-05	0.000805346	0.000513923	0.00227082	0.000693192	0.00168227	0.00209733	0.002391	0.000483605	0.0013352	0.00100539	0.00334691	0.00144222	0.00246931	0.14609
42610	-5201.28	-5218.44	17.1635	0.00294299	0.000886484	0.00126885	0.00187567	0.00206621	0.00223568	0.00207083	0.000138617	0.123741	4.36762e-05	0.0021037	0.00121258	0.00149564	0.00220539	0.00142515	0.000886265	0.00152879	0.000278342	0.00300446	0.000364955	0.00220363	0.00146634	0.00198572	0.157431
42620	-5196.09	-5213.28	17.1918	0.00412737	0.000966213	0.000898172	0.00153038	0.00181235	0.000366793	0.00292686	0.000264879	0.123741	0.00013624	0.0037019	0.00108159	0.00176336	0.000515644	0.00116833	0.0010204	0.000961771	0.000190102	0.00365987	0.000502824	0.000918334	0.000587592	0.00176379	0.154606
42630	-5193.17	-5210.43	17.2517	0.00539754	0.00232946	0.0015855	0.00252288	0.00342118	0.000399769	0.00203342	0.000462284	0.114155	0.000102668	0.00241957	0.000156004	0.00131838	0.000959074	0.00137129	0.00130019	0.000601079	0.000267812	0.00168022	0.000568518	0.00264936	0.00101811	0.00190005	0.148619
42640	-5192.66	-5209.91	17.2506	0.00658472	0.00144531	0.00173903	0.00191124	0.00349036	0.000429218	0.00224289	0.00051295	0.11216	0.000290003	0.00171551	0.000148729	0.00116037	0.00148791	0.00388981	0.000870592	0.000998308	0.000198541	0.00237509	0.000598254	0.00100452	0.00104021	0.002435	0.148728
42650	-5194.18	-5211.52	17.342	0.00269695	0.00143753	0.00273772	0.00165624	0.00227622	0.00014664	0.00125889	0.000479198	0.11216	0.0001784	0.00290567	0.000352629	0.000517243	0.000560422	0.00182395	0.00114986	0.000744501	0.00017716	0.00195644	0.000295926	0.00177962	0.000828081	0.00146128	0.13958
42660	-5194.03	-5211.36	17.3328	0.00339755	0.00178722	0.00129333	0.00163901	0.00262067	0.000168879	0.00128692	0.00025767	0.108145	0.000446269	0.00346304	0.000322383	0.00102174	0.000351366	0.00264545	0.000910779	0.00164818	6.36011e-05	0.00192023	0.000743779	0.00192014	0.00164104	0.00280683	0.140501
42670	-5195.1	-5212.25	17.1512	0.00395798	0.00126471	0.00156558	0.00164593	0.00260706	0.000152376	0.00168779	0.000306297	0.124898	0.0001679	0.00255151	0.000209957	0.00078743	0.000512814	0.00176358	0.00113302	0.0014857	0.000114219	0.00301648	0.00132627	0.00160604	0.00262081	0.00328655	0.158668
42680	-5194.23	-5211.5	17.2709	0.00252998	0.00122905	0.000431635	0.00110845	0.00221081	0.00013609	0.00228943	0.000306979	0.118982	0.000115223	0.00196159	0.000383959	0.000250423	0.000607609	0.00256716	0.00177941	0.00143216	0.00013547	0.00175922	0.00111663	0.00126462	0.00264448	0.0014545	0.146697
42690	-5192.61	-5210.02	17.4053	0.00388918	0.000573722	0.00195259	0.00107127	0.00264393	0.000104829	0.00240429	4.50688e-05	0.105832	8.19864e-05	0.0026842	0.000447597	0.000314003	0.000628406	0.00310544	0.00133079	0.000352433	0.000301783	0.00177566	0.000675253	0.000557622	0.000565285	0.00191813	0.133255
42700	-5201.99	-5219.09	17.0991	0.00890587	0.000916494	0.000378658	0.00413171	0.00312199	0.000748036	0.00221709	2.06866e-05	0.126258	0.000206032	0.00204783	0.0010047	0.00125873	0.000586185	0.00268196	0.00132905	0.000955594	0.000669392	0.00200268	0.000825997	0.000456677	0.000559177	0.00259517	0.163878
42710	-5205.13	-5222.24	17.1097	0.00701229	0.000349029	0.000388957	0.00428226	0.00454329	0.000709205	0.00268212	0.000159015	0.123337	3.32552e-05	0.00203149	0.00149626	0.0014417	0.000855857	0.00290884	0.000787634	0.00114048	0.00139578	0.000584265	0.00089599	0.000575267	0.00335626	0.00184996	0.162816
42720	-5194.39	-5211.7	17.3109	0.00619324	0.000704966	0.000573099	0.00283058	0.00209111	0.000331323	0.00263646	0.000117076	0.10872	5.89675e-05	0.00391837	0.000315501	0.000533494	0.00184872	0.00303953	0.000986333	0.00058625	0.00116352	0.00129672	0.000845372	0.000701486	0.00126262	0.00194408	0.142699
