Iteration	Posterior	Likelihood	Prior	dp	glr[1]	glr[2]	csf[1]	csf[2]	csf[3]
5930	-57.2792	-59.5027	2.22354	0.167246	0.265697	0.104793	0.160373	0.603069	0.236558
5940	-56.4129	-60.0958	3.68294	0.0717143	0.216659	0.103423	0.593143	0.364243	0.0426139
5950	-47.5903	-51.3105	3.72017	0.130943	0.129124	0.128006	0.271873	0.365646	0.362482
5960	-53.9505	-56.9265	2.97603	0.177211	0.165564	0.119712	0.120292	0.362838	0.51687
5970	-61.7202	-63.7792	2.059	0.278598	0.127811	0.147782	0.410206	0.297109	0.292686
5980	-56.3523	-58.3953	2.04299	0.22545	0.172808	0.157533	0.251291	0.416845	0.331864
5990	-64.7255	-68.9926	4.26715	0.0492476	0.122751	0.161377	0.326308	0.477505	0.196186
6000	-62.5081	-66.9781	4.46996	0.0244329	0.160617	0.128045	0.271038	0.121375	0.607587
6010	-46.4073	-51.4749	5.06764	0.0188526	0.102054	0.13242	0.0777272	0.439093	0.48318
6020	-43.9897	-48.975	4.98525	0.0526493	0.114763	0.0941528	0.539688	0.321436	0.138875
6030	-41.529	-47.2944	5.76542	0.0413703	0.0972438	0.0449343	0.108848	0.497778	0.393374
6040	-50.1873	-55.7023	5.51493	0.00546067	0.0916354	0.111501	0.585772	0.226408	0.18782
6050	-46.4954	-52.2374	5.74201	0.00428336	0.0850739	0.0965315	0.42158	0.445412	0.133008
6060	-41.7803	-46.7982	5.01791	0.00917502	0.182643	0.0664811	0.198531	0.573457	0.228012
6070	-59.5038	-64.071	4.56718	0.019043	0.158566	0.125763	0.474193	0.353398	0.172408
6080	-61.81	-66.1599	4.34992	0.0259057	0.170005	0.129188	0.435749	0.371634	0.192617
6090	-46.3386	-51.3984	5.05977	0.0210751	0.127148	0.10589	0.243693	0.692426	0.0638806
6100	-59.1873	-63.2748	4.08744	0.00912263	0.181442	0.160781	0.472293	0.325035	0.202672
6110	-61.2194	-65.0639	3.84451	0.0210726	0.233541	0.121027	0.570345	0.167698	0.261957
6120	-49.144	-54.9359	5.79187	0.0169949	0.137709	0.0261995	0.167173	0.495427	0.3374
6130	-54.431	-58.4212	3.99018	0.070671	0.212767	0.0776348	0.140263	0.516629	0.343108
6140	-57.3097	-61.2283	3.91862	0.0354575	0.239523	0.0932478	0.743275	0.102841	0.153884
6150	-72.2741	-74.1874	1.91328	0.184474	0.253619	0.130669	0.697551	0.248616	0.0538329
6160	-56.7984	-60.4831	3.6847	0.234195	0.126833	0.030592	0.716407	0.186615	0.0969782
6170	-50.8309	-52.2578	1.42691	0.38864	0.182549	0.0462105	0.0791014	0.248779	0.672119
6180	-40.8425	-43.3026	2.46013	0.254472	0.17715	0.0824559	0.128442	0.772615	0.0989425
6190	-54.7913	-59.0469	4.25565	0.0882956	0.147591	0.0986393	0.201787	0.507064	0.291149
6200	-77.7037	-80.0671	2.36335	0.179189	0.160659	0.183907	0.509032	0.321384	0.169584
6210	-59.7961	-64.5623	4.7662	0.0308554	0.111873	0.140742	0.258685	0.255898	0.485417
6220	-73.2785	-75.684	2.40549	0.0327175	0.291791	0.195033	0.507836	0.331181	0.160983
6230	-47.8884	-53.0781	5.18971	0.0681789	0.0995501	0.0733907	0.216494	0.492589	0.290917
6240	-65.8084	-69.3018	3.4934	0.0707368	0.0991187	0.240895	0.383019	0.335678	0.281304
6250	-62.071	-64.1812	2.1102	0.10089	0.213728	0.234453	0.338822	0.136954	0.524224
6260	-51.3777	-56.6705	5.29279	0.106292	0.0657018	0.0588178	0.135767	0.399505	0.464728
6270	-87.2785	-86.503	-0.775518	0.220488	0.343478	0.273676	0.435844	0.360091	0.204065
6280	-54.6732	-58.695	4.02182	0.159946	0.0999768	0.0979854	0.474948	0.249763	0.275288
6290	-57.5342	-62.0581	4.52385	0.171466	0.095222	0.0410172	0.604427	0.304371	0.0912026
6300	-50.124	-54.0194	3.89544	0.0742993	0.147761	0.148486	0.561791	0.133232	0.304977
6310	-51.5435	-55.8547	4.31118	0.091834	0.110615	0.126523	0.139621	0.64839	0.21199
6320	-65.7551	-69.0176	3.26248	0.0898416	0.226697	0.117303	0.421736	0.280981	0.297282
6330	-61.1217	-64.1172	2.99548	0.161775	0.24456	0.0542073	0.6874	0.144669	0.167931
6340	-73.3659	-74.3896	1.02371	0.275173	0.303606	0.0789398	0.655082	0.0783395	0.266578
6350	-58.3508	-59.4462	1.09537	0.322344	0.218657	0.109553	0.312594	0.563602	0.123804
6360	-59.4911	-63.216	3.72492	0.13866	0.151927	0.0970102	0.478294	0.111246	0.41046
6370	-48.5471	-53.0708	4.52369	0.0468385	0.164158	0.0967246	0.511029	0.467185	0.0217861
6380	-51.7097	-56.1681	4.45838	0.0700258	0.109298	0.134929	0.823523	0.0987275	0.0777495
6390	-51.5447	-55.357	3.81229	0.024456	0.228442	0.125963	0.275973	0.560317	0.16371
6400	-67.8607	-72.8998	5.03908	0.0180095	0.178381	0.0597916	0.402557	0.34776	0.249682
6410	-58.632	-63.5034	4.87139	0.047718	0.0984527	0.126781	0.370758	0.422927	0.206315
6420	-49.0795	-53.6234	4.54391	0.0829088	0.088716	0.134074	0.587661	0.0995371	0.312802
6430	-54.0422	-58.2394	4.1972	0.132798	0.11845	0.0891223	0.51492	0.124303	0.360777
6440	-70.6403	-67.0049	-3.63536	0.855356	0.102359	0.165912	0.401962	0.241585	0.356453
6450	-57.0557	-55.9736	-1.08209	0.567293	0.174109	0.126897	0.714997	0.152573	0.132429
6460	-66.8941	-67.0158	0.121695	0.31216	0.284674	0.151087	0.532637	0.233285	0.234078
6470	-51.2091	-53.4224	2.21333	0.311848	0.141103	0.0858062	0.424756	0.525347	0.0498975
6480	-58.9509	-61.3635	2.41258	0.268653	0.190887	0.059292	0.59255	0.200892	0.206558
6490	-60.1748	-62.2048	2.02997	0.105442	0.288525	0.163127	0.491738	0.434431	0.0738304
6500	-44.0492	-48.4582	4.40898	0.0918958	0.132342	0.0949539	0.386466	0.583676	0.0298579
6510	-56.5981	-60.6482	4.05016	0.107324	0.148823	0.0989267	0.42444	0.498978	0.0765821
6520	-55.5972	-60.6135	5.01628	0.0603453	0.123305	0.074812	0.625822	0.242306	0.131872
6530	-73.6402	-76.8247	3.18458	0.0674955	0.258542	0.115595	0.519991	0.0319862	0.448023
6540	-48.3311	-52.2862	3.95505	0.109169	0.187365	0.0680514	0.514561	0.0406786	0.44476
6550	-50.6506	-55.1465	4.49594	0.106952	0.131543	0.0720012	0.40499	0.000709219	0.594301
6560	-47.4036	-51.5005	4.09689	0.102602	0.187378	0.0604215	0.0979542	0.6187	0.283346
6570	-49.8177	-52.9848	3.16711	0.200441	0.155664	0.0872744	0.702508	0.077277	0.220215
6580	-73.563	-72.6574	-0.905593	0.390769	0.24941	0.210471	0.308249	0.0915917	0.600159
6590	-94.7097	-96.405	1.69528	0.154026	0.245661	0.190876	0.607883	0.300795	0.0913222
6600	-47.8617	-51.3919	3.53022	0.096	0.199576	0.111493	0.417657	0.0553704	0.526973
6610	-58.2552	-62.7247	4.46957	0.0265653	0.182699	0.10387	0.51418	0.370059	0.115761
6620	-49.6237	-54.7184	5.09468	0.0240759	0.137416	0.0891296	0.306616	0.656146	0.0372379
6630	-73.6531	-77.2894	3.63633	0.0111216	0.269642	0.115694	0.543352	0.0510419	0.405606
6640	-59.3135	-63.525	4.21148	0.00858842	0.168927	0.161427	0.351668	0.200053	0.448279
6650	-48.8298	-54.9517	6.12181	0.00762816	0.0859564	0.0543243	0.317599	0.573102	0.109299
6660	-49.7893	-53.3536	3.56426	0.0265667	0.287252	0.0898454	0.728464	0.0828383	0.188698
6670	-48.393	-53.8426	5.44953	0.0343921	0.140119	0.0406266	0.543813	0.404832	0.0513548
6680	-57.0473	-61.4377	4.39042	0.00468664	0.168012	0.148349	0.551454	0.23547	0.213075
6690	-55.1637	-59.9221	4.7584	0.00293743	0.166126	0.115187	0.153494	0.187073	0.659433
6700	-43.0439	-48.9883	5.94444	0.00773965	0.0987992	0.0591071	0.272931	0.443118	0.283951
6710	-50.3667	-55.508	5.14135	0.0336387	0.116188	0.0961284	0.376538	0.22488	0.398582
6720	-52.3617	-56.6919	4.33021	0.0799198	0.154224	0.0929263	0.863288	0.122549	0.0141633
6730	-57.3123	-58.3694	1.05711	0.4777	0.131416	0.0452625	0.339751	0.613493	0.0467556
6740	-57.4149	-58.2369	0.82204	0.411496	0.158971	0.10742	0.0454419	0.241928	0.71263
6750	-57.8625	-60.738	2.87555	0.189013	0.197514	0.0860092	0.3028	0.625409	0.0717904
6760	-55.9432	-60.27	4.32679	0.130529	0.157049	0.0398332	0.487242	0.382768	0.12999
6770	-58.4278	-63.2007	4.77291	0.0534853	0.152372	0.0769421	0.609895	0.332636	0.0574684
6780	-49.9141	-54.0846	4.17053	0.079461	0.151906	0.11167	0.528967	0.330765	0.140268
6790	-70.212	-72.6376	2.42559	0.0690064	0.257152	0.191373	0.660749	0.184793	0.154458
6800	-63.864	-66.8155	2.95144	0.0869136	0.221843	0.156189	0.82192	0.141684	0.0363962
6810	-77.2365	-80.4053	3.16884	0.0937225	0.2878	0.0616837	0.448107	0.220025	0.331867
6820	-55.4493	-59.9703	4.52099	0.0603949	0.126283	0.121313	0.519735	0.381881	0.0983835
6830	-57.787	-63.1066	5.31954	0.0238592	0.123136	0.0811414	0.590906	0.172563	0.236532
6840	-53.529	-58.1274	4.59834	0.0337045	0.168818	0.0977343	0.505822	0.184156	0.310022
6850	-56.3029	-60.9723	4.6694	0.0120146	0.175678	0.105458	0.814379	0.105944	0.079677
6860	-50.1565	-55.3874	5.23084	0.0192175	0.112134	0.105655	0.27929	0.327786	0.392924
6870	-56.4239	-61.2327	4.80881	0.0238657	0.174932	0.0804119	0.764238	0.137251	0.0985109
6880	-79.6718	-84.3066	4.63482	0.00553911	0.204591	0.0864782	0.578392	0.0417707	0.379838
6890	-50.0104	-54.6879	4.67753	0.0246058	0.157023	0.110708	0.415831	0.391279	0.19289
6900	-51.2589	-55.5098	4.25087	0.0182861	0.198333	0.118384	0.331397	0.56948	0.0991226
6910	-56.8039	-61.3986	4.59462	0.0878398	0.100244	0.112544	0.547088	0.0900908	0.362821
6920	-80.6402	-81.2348	0.59461	0.129286	0.394161	0.177182	0.203012	0.667865	0.129123
6930	-70.5489	-72.4136	1.86464	0.0992603	0.295513	0.178853	0.795571	0.152539	0.0518902
6940	-53.5737	-57.7739	4.20021	0.140538	0.119524	0.0800077	0.837945	0.126404	0.0356508
6950	-67.5232	-70.7543	3.23112	0.10025	0.128433	0.208296	0.174723	0.687211	0.138066
6960	-71.3407	-73.5323	2.19158	0.133985	0.311159	0.0957882	0.623463	0.156136	0.220401
6970	-58.3112	-61.3207	3.00949	0.0350573	0.376981	0.0471036	0.767656	0.113405	0.118939
6980	-64.1372	-68.1638	4.02665	0.113171	0.190763	0.0534916	0.748609	0.242948	0.00844268
6990	-47.9901	-53.0226	5.03249	0.0625919	0.1326	0.0616494	0.617671	0.0955566	0.286772
7000	-59.7535	-62.6654	2.91193	0.163837	0.232871	0.072189	0.812063	0.0881394	0.0997977
7010	-59.9717	-64.7848	4.81309	0.0231188	0.170362	0.0853008	0.646405	0.00144284	0.352152
7020	-48.3994	-53.6316	5.23217	0.037354	0.11224	0.0872795	0.569346	0.183094	0.247559
7030	-61.9202	-66.8371	4.9169	0.00930189	0.184276	0.0748228	0.447556	0.301027	0.251417
7040	-62.4671	-65.8418	3.37477	0.00434524	0.303691	0.114577	0.498629	0.290117	0.211254
7050	-55.3579	-59.7011	4.34328	0.000782921	0.182984	0.141996	0.0598133	0.711911	0.228276
7060	-58.9763	-64.2001	5.22379	0.00304315	0.0954024	0.139266	0.149442	0.57063	0.279928
7070	-45.2341	-51.3016	6.06746	0.0116827	0.0559059	0.0857562	0.532767	0.25299	0.214243
7080	-63.1481	-67.5719	4.42378	0.0207048	0.231055	0.0659522	0.807662	0.00719607	0.185142
7090	-67.5787	-71.6402	4.0615	0.0758195	0.235559	0.0425618	0.791527	0.188272	0.0202003
7100	-58.1048	-62.8943	4.78942	0.0353817	0.151161	0.0946046	0.364736	0.310426	0.324839
7110	-42.2759	-47.2929	5.01694	0.018306	0.11269	0.1274	0.434445	0.245039	0.320516
7120	-56.4805	-61.4979	5.0174	0.0328135	0.142523	0.0830135	0.211619	0.702494	0.0858871
7130	-61.5092	-65.2728	3.76363	0.0898129	0.157375	0.136539	0.23072	0.433017	0.336263
7140	-50.5827	-54.2636	3.68092	0.128183	0.181177	0.0826378	0.0892297	0.584308	0.326462
7150	-62.1418	-65.362	3.22023	0.0779217	0.214304	0.145842	0.261224	0.452961	0.285815
7160	-61.9013	-65.2492	3.34794	0.0667309	0.217328	0.141238	0.439385	0.0800625	0.480552
7170	-62.9351	-65.2209	2.28584	0.224348	0.230849	0.076309	0.440857	0.409846	0.149297
7180	-43.794	-48.4246	4.63062	0.0298265	0.136415	0.130787	0.00788188	0.625885	0.366233
7190	-51.7746	-55.7586	3.98396	0.0251707	0.196916	0.139607	0.40483	0.0991674	0.496002
7200	-49.9193	-55.5629	5.64367	0.00162275	0.104587	0.0895137	0.392096	0.127083	0.480821
7210	-59.4203	-64.3249	4.90455	0.00133981	0.148178	0.120118	0.566779	0.368438	0.064783
7220	-56.4496	-61.9009	5.45129	0.00625129	0.131454	0.077256	0.478898	0.00733867	0.513763
7230	-50.4084	-55.5975	5.18909	0.00803867	0.191041	0.0421021	0.754924	0.109788	0.135288
7240	-55.147	-60.5797	5.43272	0.0100102	0.137329	0.0694795	0.359589	0.546443	0.0939679
7250	-76.0384	-78.6561	2.61766	0.0565439	0.334645	0.107135	0.442865	0.0726738	0.484461
7260	-53.6809	-56.4162	2.73536	0.0878014	0.280139	0.118614	0.403571	0.168796	0.427633
7270	-49.2221	-53.3845	4.16243	0.0833056	0.167382	0.0931599	0.601672	0.208183	0.190145
7280	-62.2764	-64.3589	2.0825	0.198428	0.253946	0.0994662	0.119846	0.743794	0.13636
7290	-56.3651	-60.0214	3.65631	0.0223023	0.254875	0.117282	0.580666	0.318905	0.100429
7300	-50.2034	-54.7573	4.55386	0.00715694	0.220253	0.0772943	0.809204	0.0450084	0.145788
7310	-62.5695	-65.9066	3.33715	0.0631477	0.257899	0.105328	0.459141	0.533938	0.00692114
7320	-51.4473	-56.1247	4.67739	0.0320304	0.181954	0.0783671	0.479417	0.344384	0.176199
7330	-69.03	-72.9656	3.93566	0.0366699	0.18808	0.141775	0.528565	0.295135	0.1763
7340	-54.7962	-59.3163	4.5201	0.0194348	0.223141	0.0655045	0.712359	0.134663	0.152978
7350	-73.4904	-76.0903	2.59984	0.0147636	0.351679	0.133663	0.692815	0.211222	0.0959631
7360	-59.1288	-64.3329	5.2042	0.0315927	0.113162	0.0949153	0.66949	0.23544	0.0950703
7370	-69.0408	-73.2153	4.17455	0.0234873	0.143989	0.175159	0.189886	0.371495	0.438619
7380	-58.1442	-63.8133	5.66915	0.00594136	0.114154	0.0730795	0.477932	0.0385758	0.483492
7390	-60.6156	-63.871	3.25541	0.00507312	0.328478	0.100997	0.967279	0.0100553	0.0226662
7400	-50.4323	-55.2121	4.77976	0.00371268	0.137901	0.140501	0.478128	0.105074	0.416799
7410	-64.1588	-68.3444	4.18565	0.00659888	0.188242	0.146685	0.534312	0.34259	0.123097
7420	-64.5727	-67.6249	3.0522	0.00901749	0.287046	0.158807	0.693734	0.00715836	0.299108
7430	-58.9164	-62.9416	4.02519	0.0107777	0.251482	0.0953112	0.566171	0.0665102	0.367319
7440	-76.1971	-79.0901	2.89298	0.0145038	0.303456	0.152832	0.329316	0.626373	0.0443116
7450	-62.2209	-66.2661	4.04517	0.00313143	0.214467	0.137975	0.826123	0.134862	0.0390157
7460	-57.5266	-62.8139	5.28737	0.00269011	0.117536	0.111127	0.823157	0.158343	0.0185003
7470	-71.8254	-73.5138	1.68833	0.0036297	0.383727	0.203901	0.703569	0.2344	0.0620308
7480	-79.7591	-82.7936	3.03448	0.00235588	0.318173	0.136113	0.275058	0.401424	0.323518
7490	-71.1134	-75.0263	3.91288	0.0140297	0.202312	0.152461	0.413645	0.187087	0.399268
7500	-51.9764	-57.0859	5.10952	0.0166496	0.182406	0.0500836	0.21846	0.37783	0.40371
7510	-68.0792	-71.9485	3.8693	0.00269401	0.290186	0.0802803	0.477668	0.462495	0.0598376
7520	-51.9629	-57.0054	5.04251	0.00264662	0.159107	0.094085	0.486795	0.124714	0.388491
7530	-42.855	-48.2925	5.4375	0.00296813	0.118976	0.0943962	0.53906	0.11794	0.343
7540	-58.0755	-63.1415	5.06593	0.00525107	0.110556	0.137689	0.727172	0.241096	0.0317323
7550	-61.2215	-65.7079	4.48648	0.0352783	0.182425	0.0937397	0.454235	0.459421	0.0863436
7560	-69.2941	-74.2007	4.90662	0.0154199	0.146684	0.107325	0.536818	0.421748	0.0414337
7570	-54.3383	-59.2051	4.86678	0.0134054	0.122617	0.13739	0.416344	0.265975	0.317681
7580	-76.3224	-77.2824	0.960037	0.259157	0.241005	0.163925	0.650262	0.168845	0.180893
7590	-80.6513	-84.0633	3.41195	0.0435698	0.221899	0.153426	0.522954	0.128491	0.348555
7600	-59.5052	-64.0402	4.53496	0.0825267	0.131742	0.0923254	0.277385	0.371829	0.350786
7610	-69.9814	-73.5619	3.58056	0.0487732	0.203988	0.149273	0.349129	0.452046	0.198825
7620	-55.8581	-60.4599	4.60184	0.024047	0.122984	0.152875	0.480314	0.405625	0.114062
7630	-41.773	-47.4358	5.6628	0.00953949	0.110819	0.0734517	0.291191	0.134038	0.574771
7640	-62.6179	-65.3395	2.72162	0.0762253	0.25163	0.160073	0.171175	0.349863	0.478963
7650	-53.1542	-58.2573	5.10309	0.0307778	0.111996	0.107007	0.331891	0.211591	0.456519
7660	-53.7962	-58.1893	4.39314	0.0356431	0.161189	0.123944	0.27841	0.424114	0.297475
7670	-48.9293	-52.5771	3.64776	0.0833897	0.238075	0.073849	0.516396	0.421171	0.0624332
7680	-65.9446	-69.7059	3.76128	0.0857567	0.221351	0.076854	0.499117	0.373326	0.127557
7690	-50.6161	-56.0689	5.4528	0.0174591	0.14356	0.0537911	0.681823	0.112001	0.206176
7700	-57.6307	-62.4161	4.78542	0.0239422	0.17822	0.0793856	0.0302018	0.505907	0.463891
7710	-50.7228	-54.7868	4.064	0.0556719	0.194255	0.103763	0.0860533	0.289158	0.624789
7720	-51.6438	-56.5801	4.93629	0.0121223	0.194043	0.0602955	0.0590058	0.419875	0.521119
7730	-40.4166	-46.2105	5.79389	0.00404642	0.108815	0.0678397	0.140994	0.416581	0.442425
7740	-58.6817	-62.5057	3.82399	0.00258933	0.242697	0.132405	0.525629	0.169827	0.304544
7750	-47.3159	-53.0139	5.69792	0.0071859	0.146529	0.0365837	0.531585	0.0445805	0.423834
7760	-52.6982	-57.6149	4.91668	0.0581272	0.140322	0.0699726	0.259678	0.0856161	0.654706
7770	-52.2836	-58.1402	5.85665	0.0577451	0.049132	0.0675479	0.389556	0.215627	0.394817
7780	-44.8996	-48.9693	4.06978	0.0839542	0.195635	0.0735228	0.798264	0.0983511	0.103385
7790	-70.0211	-72.7597	2.73857	0.25383	0.141783	0.0906204	0.714309	0.116041	0.16965
7800	-50.3423	-52.8172	2.47492	0.342711	0.118388	0.0514993	0.459196	0.340059	0.200745
7810	-54.5164	-58.7814	4.26506	0.106825	0.15275	0.0740087	0.285385	0.591013	0.123602
7820	-49.157	-52.1537	2.99668	0.0903616	0.222884	0.147177	0.480884	0.141383	0.377733
7830	-58.7472	-62.5564	3.80926	0.112222	0.175257	0.0916845	0.330927	0.614286	0.0547869
7840	-55.506	-59.438	3.93206	0.0967945	0.167369	0.102721	0.6944	0.269627	0.0359733
7850	-67.5506	-71.7317	4.18103	0.103912	0.184635	0.05344	0.475633	0.359787	0.164581
7860	-65.3585	-69.293	3.93443	0.0865785	0.161872	0.118197	0.489946	0.322574	0.18748
7870	-50.2694	-53.8139	3.54458	0.0674055	0.15413	0.184097	0.430127	0.360488	0.209385
7880	-47.0114	-52.4468	5.43535	0.0345694	0.0841252	0.0978608	0.351319	0.538266	0.110415
7890	-56.6162	-60.4174	3.80119	0.0420538	0.193527	0.14439	0.250582	0.640774	0.108645
7900	-54.164	-59.3907	5.22664	0.0750731	0.0469564	0.115397	0.250488	0.723026	0.0264862
7910	-58.3481	-61.0858	2.73766	0.128952	0.271044	0.0863275	0.809313	0.0633893	0.127298
7920	-49.001	-50.4478	1.44682	0.416879	0.119469	0.0790596	0.30284	0.35042	0.34674
7930	-50.3744	-52.5691	2.1947	0.231186	0.181485	0.127949	0.175276	0.512198	0.312526
7940	-60.4677	-62.6185	2.15084	0.226177	0.16985	0.148979	0.747145	0.132463	0.120393
7950	-57.9725	-61.2931	3.32057	0.248056	0.0953451	0.0846317	0.705406	0.277629	0.016965
7960	-42.9022	-46.3948	3.49262	0.211595	0.138237	0.0609969	0.149738	0.337375	0.512887
7970	-57.9355	-61.0948	3.15932	0.208018	0.157363	0.0787771	0.553632	0.290792	0.155576
7980	-55.072	-58.6984	3.62637	0.0786776	0.226662	0.0921134	0.323375	0.271047	0.405578
7990	-62.3883	-66.6508	4.26247	0.0312022	0.174061	0.12858	0.563898	0.065851	0.37025
8000	-67.9925	-70.6153	2.62277	0.0318194	0.37974	0.0862531	0.701736	0.276978	0.021286
8010	-62.6183	-65.7411	3.12274	0.0717635	0.265824	0.110229	0.658018	0.209094	0.132889
8020	-60.9279	-65.9933	5.06548	0.0355366	0.16184	0.0561657	0.358823	0.362442	0.278735
8030	-53.2476	-57.1735	3.92593	0.0801118	0.192054	0.0953321	0.806404	0.106952	0.0866444
8040	-51.6837	-55.1379	3.45417	0.174092	0.195946	0.0446349	0.521747	0.133089	0.345164
8050	-55.8984	-59.1406	3.24223	0.0891971	0.255493	0.0911763	0.167823	0.22701	0.605167
8060	-49.4699	-54.2542	4.78438	0.0664834	0.133853	0.0813166	0.484737	0.443991	0.0712715
8070	-56.7995	-60.1905	3.39095	0.199006	0.120354	0.101635	0.365453	0.584556	0.0499916
8080	-52.3481	-55.0446	2.69644	0.206411	0.15594	0.128096	0.00614663	0.476844	0.517009
8090	-69.0028	-72.1479	3.14512	0.0826535	0.201903	0.161022	0.162509	0.285999	0.551492
8100	-66.8914	-69.2954	2.40399	0.138957	0.30504	0.0756944	0.583446	0.157626	0.258928
8110	-64.8613	-67.5252	2.66395	0.116921	0.258703	0.118072	0.406164	0.415092	0.178744
8120	-69.4985	-74.7991	5.30058	0.0369911	0.125286	0.0677549	0.283122	0.559228	0.15765
8130	-58.2895	-61.989	3.69956	0.0317412	0.260803	0.0975893	0.651246	0.32174	0.0270139
8140	-48.195	-53.1421	4.94704	0.0114798	0.163692	0.0902139	0.697882	0.264588	0.0375294
8150	-56.2906	-60.6789	4.38834	0.00764099	0.203924	0.109691	0.0583062	0.530448	0.411246
8160	-73.2659	-76.1006	2.83476	0.00263692	0.284784	0.189193	0.319317	0.490231	0.190453
8170	-54.5161	-58.3068	3.79074	0.0106464	0.198626	0.171743	0.0091205	0.292876	0.698003
8180	-60.5552	-63.9239	3.36867	0.00530815	0.323328	0.094587	0.438502	0.466132	0.0953662
8190	-48.0853	-52.9975	4.91215	0.00734817	0.159012	0.102516	0.56165	0.366371	0.0719784
8200	-52.8981	-58.0955	5.19741	0.00640109	0.110457	0.123491	0.582427	0.373515	0.0440576
8210	-58.7897	-62.7137	3.924	0.0448181	0.215479	0.107393	0.332925	0.413795	0.25328
8220	-45.4868	-50.8064	5.31962	0.0311666	0.122831	0.0741304	0.126875	0.312944	0.560181
8230	-46.6558	-51.7248	5.06898	0.0151716	0.116987	0.121034	0.347637	0.460504	0.191859
8240	-49.5441	-54.1708	4.62666	0.0370301	0.170047	0.0903475	0.55869	0.14609	0.29522
8250	-64.2007	-68.1551	3.95437	0.0103225	0.194591	0.15974	0.324363	0.143108	0.532529
8260	-64.058	-68.4514	4.39344	0.0322092	0.218777	0.0697599	0.423468	0.398149	0.178383
8270	-57.0469	-60.9143	3.86733	0.0174494	0.182007	0.1739	0.28135	0.104738	0.613912
8280	-52.6578	-57.2262	4.56832	0.00618242	0.169164	0.127912	0.598773	0.00551915	0.395708
8290	-69.5951	-73.9261	4.33102	0.00410653	0.204244	0.118637	0.194569	0.53412	0.27131
8300	-59.9271	-65.2061	5.27903	0.0172152	0.127871	0.0871011	0.666356	0.0093196	0.324325
8310	-70.0187	-73.3694	3.35067	0.0397179	0.210614	0.174691	0.426342	0.497571	0.0760872
8320	-68.1732	-72.1682	3.99494	0.0343055	0.184387	0.141904	0.778599	0.196228	0.0251731
8330	-71.1574	-74.8042	3.64683	0.131144	0.196176	0.0680874	0.808114	0.127493	0.0643928
8340	-51.6214	-56.5018	4.88039	0.0857222	0.0787028	0.107626	0.274392	0.628474	0.0971347
8350	-48.1331	-53.0443	4.91121	0.0459011	0.113128	0.10994	0.405123	0.414767	0.180111
8360	-60.6111	-64.0526	3.44154	0.0435981	0.214222	0.158117	0.503958	0.186453	0.309589
8370	-66.4985	-69.6487	3.15024	0.153623	0.13287	0.158574	0.598739	0.178699	0.222562
8380	-55.495	-58.94	3.44499	0.148688	0.16704	0.0998642	0.431124	0.157111	0.411766
8390	-56.4133	-61.2782	4.86493	0.0663504	0.105816	0.101431	0.518971	0.46435	0.0166796
8400	-57.9408	-60.3041	2.36334	0.123454	0.255662	0.14464	0.328433	0.403449	0.268118
8410	-46.8991	-50.8468	3.94764	0.0960335	0.146704	0.122589	0.235943	0.338935	0.425121
8420	-73.6241	-75.3796	1.7555	0.361244	0.124358	0.0989377	0.382959	0.608496	0.00854479
8430	-56.3072	-61.0012	4.69409	0.0537038	0.117452	0.119526	0.547583	0.0562098	0.396207
8440	-52.014	-56.2536	4.23962	0.0240475	0.218495	0.0935862	0.17553	0.671216	0.153255
8450	-61.1647	-64.7191	3.55442	0.0597227	0.198615	0.14631	0.703936	0.26414	0.0319245
8460	-65.8103	-68.2925	2.48214	0.0754276	0.276446	0.160002	0.0935557	0.606418	0.300026
8470	-58.0866	-62.2044	4.11781	0.114694	0.132052	0.101563	0.816946	0.091562	0.0914922
8480	-56.3355	-60.3193	3.98383	0.0965542	0.141146	0.124007	0.262364	0.522919	0.214716
8490	-55.7669	-59.4825	3.71555	0.171719	0.0891703	0.127646	0.49296	0.289564	0.217477
8500	-60.262	-63.7088	3.44681	0.031063	0.245273	0.139074	0.594901	0.159885	0.245215
8510	-51.5256	-56.3388	4.81325	0.0629397	0.146532	0.0692934	0.0905858	0.796683	0.112731
8520	-75.035	-79.7616	4.72656	0.0252518	0.130394	0.131788	0.293234	0.182293	0.524473
8530	-58.3107	-61.529	3.21828	0.143367	0.179577	0.115319	0.52908	0.329542	0.141378
8540	-51.6301	-55.5541	3.92404	0.05816	0.241852	0.0676746	0.612029	0.377318	0.0106532
8550	-62.1721	-66.9853	4.81323	0.0504442	0.0921563	0.136167	0.397542	0.28144	0.321018
8560	-51.9457	-56.2309	4.28514	0.126031	0.139403	0.0661422	0.21001	0.614726	0.175264
8570	-68.9725	-67.8421	-1.13037	0.522483	0.229676	0.120967	0.557404	0.310619	0.131976
8580	-66.6238	-70.1551	3.5313	0.149047	0.0853479	0.172565	0.332123	0.443555	0.224321
8590	-56.924	-61.7503	4.82624	0.0896338	0.0983459	0.0894864	0.581362	0.330652	0.0879865
8600	-77.7779	-79.9493	2.17144	0.190472	0.125242	0.227232	0.272093	0.544916	0.182992
8610	-57.3233	-62.1577	4.83441	0.0493806	0.152434	0.0748347	0.466197	0.518009	0.0157943
8620	-58.3307	-61.6641	3.33344	0.169122	0.124022	0.133603	0.125262	0.309318	0.56542
8630	-63.6367	-67.5878	3.9511	0.11593	0.180676	0.0683739	0.372883	0.169864	0.457252
