Iteration	Posterior	Likelihood	Prior	dp	glr[1]	glr[2]	csf[1]	csf[2]	csf[3]
13190	-61.7117	-64.2946	2.58285	0.118349	0.242595	0.140862	0.349185	0.271059	0.379756
13200	-52.3284	-57.0151	4.6867	0.0562949	0.160954	0.0741707	0.375262	0.556938	0.0678003
13210	-57.0406	-62.2532	5.21262	0.0591653	0.112805	0.0668585	0.654431	0.325024	0.0205454
13220	-48.0733	-52.1445	4.07119	0.157805	0.130308	0.0648581	0.563389	0.198891	0.237721
13230	-50.7296	-54.6106	3.88096	0.111036	0.151194	0.109764	0.725747	0.249666	0.0245875
13240	-51.0081	-54.977	3.96886	0.120272	0.159319	0.0836143	0.380843	0.433283	0.185874
13250	-59.972	-62.834	2.86204	0.185828	0.14795	0.140108	0.207639	0.632046	0.160315
13260	-71.7589	-76.1855	4.42666	0.0331993	0.211632	0.0725924	0.313164	0.371192	0.315644
13270	-46.2494	-48.8105	2.56109	0.173671	0.213508	0.116802	0.261676	0.548081	0.190244
13280	-52.3082	-55.1178	2.80961	0.264685	0.0986618	0.115782	0.298306	0.140341	0.561353
13290	-48.0115	-51.8924	3.88087	0.180883	0.143896	0.0472236	0.661259	0.3262	0.0125407
13300	-51.7208	-53.2683	1.54742	0.203507	0.244614	0.157228	0.810346	0.0392064	0.150448
13310	-63.0782	-66.6101	3.53197	0.0582294	0.240897	0.107768	0.229735	0.400561	0.369703
13320	-57.741	-61.4822	3.74121	0.0307035	0.201116	0.15415	0.498244	0.380958	0.120798
13330	-57.5216	-60.933	3.41142	0.079528	0.272322	0.0670986	0.443418	0.164872	0.39171
13340	-61.8484	-66.2678	4.41942	0.113633	0.146745	0.05777	0.0454087	0.351866	0.602725
13350	-61.4974	-64.3713	2.87385	0.0998389	0.201215	0.171651	0.696094	0.237464	0.066442
13360	-63.9576	-68.6296	4.67196	0.0177285	0.0962317	0.178934	0.251858	0.503343	0.244799
13370	-48.0957	-53.7898	5.69407	0.00476865	0.147548	0.0383674	0.0510757	0.708375	0.240549
13380	-55.9158	-61.1124	5.1966	0.00918995	0.139333	0.0919076	0.342756	0.540352	0.116892
13390	-61.1248	-65.7698	4.64495	0.100555	0.122423	0.072617	0.0160099	0.724231	0.259759
13400	-59.6854	-63.4431	3.7577	0.0131579	0.222885	0.148277	0.559527	0.183558	0.256915
13410	-74.1351	-77.3978	3.26267	0.0709067	0.212437	0.150479	0.331096	0.503698	0.165206
13420	-75.9888	-77.5519	1.56308	0.366475	0.13439	0.102918	0.152288	0.452714	0.394998
13430	-62.8802	-66.1232	3.24304	0.199114	0.112218	0.124454	0.608551	0.313114	0.0783354
13440	-54.2002	-58.2964	4.0962	0.067056	0.179987	0.103427	0.529427	0.338057	0.132516
13450	-58.7376	-62.9403	4.20268	0.0219019	0.259934	0.057987	0.461784	0.315839	0.222377
13460	-53.9496	-59.5664	5.61682	0.0100549	0.130603	0.0577499	0.335232	0.324958	0.33981
13470	-58.4182	-62.9098	4.49164	0.0770461	0.141019	0.0928607	0.198136	0.605538	0.196326
13480	-61.1365	-65.3715	4.23499	0.0758701	0.125121	0.1356	0.489858	0.207099	0.303043
13490	-60.3874	-64.4035	4.0161	0.0857333	0.165925	0.106822	0.216751	0.497413	0.285837
13500	-59.3542	-63.7049	4.35076	0.0431119	0.148113	0.133789	0.662137	0.181877	0.155986
13510	-55.0052	-58.8447	3.83948	0.0222569	0.234208	0.119678	0.858812	0.0873218	0.0538659
13520	-62.1896	-66.2558	4.0662	0.0543109	0.215949	0.0832109	0.666861	0.221006	0.112132
13530	-56.9429	-60.793	3.85015	0.0633073	0.270604	0.0411635	0.641587	0.186826	0.171587
13540	-48.7953	-52.2036	3.40831	0.128335	0.233778	0.0571461	0.198338	0.710072	0.0915898
13550	-55.3228	-60.2475	4.92474	0.104346	0.10351	0.0597603	0.240953	0.178727	0.58032
13560	-63.8758	-67.8093	3.93358	0.115159	0.1713	0.0802729	0.120629	0.348438	0.530933
13570	-59.2902	-63.0377	3.74754	0.0757532	0.145804	0.163778	0.347018	0.568675	0.0843076
13580	-70.4897	-73.0574	2.56769	0.0807891	0.217639	0.204894	0.823266	0.106874	0.06986
13590	-64.172	-68.6184	4.44643	0.0236805	0.159822	0.131945	0.558368	0.296943	0.14469
13600	-70.0132	-72.8547	2.84151	0.0286479	0.238811	0.20848	0.420798	0.0854609	0.493741
13610	-53.5831	-58.8305	5.24732	0.0450245	0.116771	0.0735626	0.379525	0.0528667	0.567608
13620	-49.1302	-53.1359	4.0057	0.100375	0.184196	0.0749489	0.604703	0.272584	0.122713
13630	-50.3322	-54.0491	3.71688	0.0923077	0.166926	0.129168	0.557506	0.0194276	0.423066
13640	-64.6881	-67.3412	2.65306	0.167797	0.174593	0.152394	0.441797	0.447058	0.111145
13650	-51.0792	-53.4354	2.35614	0.190971	0.209685	0.123821	0.810957	0.101934	0.0871091
13660	-59.1175	-61.1973	2.07979	0.276819	0.204755	0.0705373	0.797571	0.176272	0.0261573
13670	-59.9542	-63.3915	3.43724	0.0921323	0.235266	0.0889681	0.583506	0.138083	0.278411
13680	-55.5102	-59.6324	4.12218	0.0218132	0.230895	0.0951635	0.728161	0.150979	0.12086
13690	-46.994	-50.9904	3.99644	0.102917	0.119946	0.137584	0.451015	0.423362	0.125624
13700	-59.3401	-63.872	4.5319	0.0581731	0.170605	0.0781224	0.313933	0.619267	0.0668007
13710	-55.8025	-61.0461	5.24356	0.153472	0.0484991	0.0337634	0.506261	0.401367	0.0923716
13720	-51.2674	-54.5036	3.23613	0.168821	0.103499	0.164157	0.291957	0.342611	0.365432
13730	-50.6658	-56.5018	5.83599	0.0331828	0.0768333	0.0664747	0.533051	0.272373	0.194576
13740	-55.831	-61.5544	5.72345	0.0286698	0.0830174	0.0760578	0.511559	0.111252	0.377189
13750	-56.9885	-61.6078	4.61929	0.016456	0.152788	0.128917	0.416082	0.289702	0.294216
13760	-45.931	-50.5975	4.66656	0.0132467	0.152751	0.127436	0.181107	0.518537	0.300356
13770	-41.8227	-46.5923	4.76964	0.0162927	0.171096	0.0957379	0.167062	0.206854	0.626084
13780	-55.1742	-59.2047	4.03044	0.0783938	0.157761	0.120892	0.32667	0.575106	0.0982241
13790	-45.3157	-50.2588	4.94308	0.104896	0.0733636	0.0875233	0.470372	0.224207	0.305421
13800	-56.1714	-60.7385	4.56708	0.0441491	0.0938585	0.165375	0.217669	0.55759	0.224741
13810	-60.7059	-63.8378	3.13193	0.225083	0.126564	0.0952508	0.168056	0.743789	0.0881544
13820	-52.6381	-55.7532	3.11509	0.169659	0.167682	0.11124	0.0381067	0.729461	0.232433
13830	-57.6272	-59.0735	1.4463	0.276673	0.234485	0.104302	0.846373	0.0354262	0.118201
13840	-58.7778	-61.6939	2.91612	0.0823103	0.243561	0.142607	0.0771772	0.282629	0.640194
13850	-48.7928	-51.617	2.82421	0.20894	0.170336	0.0983936	0.246588	0.328314	0.425098
13860	-65.8941	-66.9944	1.10032	0.311139	0.252726	0.086193	0.342064	0.387755	0.27018
13870	-51.0158	-55.2717	4.2559	0.110632	0.141598	0.0822712	0.140722	0.544579	0.314698
13880	-61.2313	-64.2122	2.98091	0.232179	0.0914867	0.138334	0.483581	0.219986	0.296433
13890	-45.1139	-48.4649	3.35101	0.174999	0.150525	0.0994653	0.7523	0.0743519	0.173348
13900	-55.5534	-58.831	3.2776	0.144104	0.190314	0.0979121	0.267494	0.40988	0.322626
13910	-48.3614	-51.8495	3.48813	0.171903	0.186187	0.0531877	0.468702	0.00529808	0.526
13920	-47.9825	-53.0369	5.05444	0.0421027	0.0961627	0.116381	0.316602	0.169318	0.514081
13930	-48.704	-52.7652	4.06116	0.117674	0.106776	0.129524	0.428105	0.232399	0.339496
13940	-62.2513	-66.5605	4.30919	0.0583318	0.175469	0.0953698	0.19513	0.308121	0.496749
13950	-64.608	-68.2774	3.66939	0.0586205	0.197388	0.137143	0.297643	0.242575	0.459782
13960	-50.5482	-55.776	5.22777	0.0189427	0.0970607	0.12131	0.505256	0.0877821	0.406962
13970	-57.6351	-63.4062	5.77113	0.0147553	0.0913842	0.0768373	0.288836	0.347105	0.364059
13980	-41.7773	-47.7293	5.95198	0.00652835	0.0891198	0.0692439	0.156161	0.295102	0.548737
13990	-41.6199	-47.3169	5.69697	0.0166338	0.0693317	0.104428	0.365723	0.154742	0.479535
14000	-54.5205	-58.7725	4.25197	0.0157424	0.202348	0.116804	0.267656	0.489596	0.242748
14010	-46.0142	-50.9844	4.97023	0.0806315	0.102197	0.0802389	0.404556	0.499098	0.0963463
14020	-58.5627	-62.2978	3.73519	0.0771739	0.167425	0.141972	0.638705	0.116102	0.245193
14030	-46.7252	-51.3869	4.66172	0.07901	0.0960246	0.118883	0.506704	0.302685	0.190611
14040	-64.4209	-68.1335	3.71258	0.0526284	0.130429	0.205775	0.718647	0.084495	0.196858
14050	-54.098	-58.1132	4.01514	0.0914934	0.17627	0.0908133	0.527056	0.094768	0.378176
14060	-48.074	-50.4891	2.41511	0.285729	0.116628	0.116223	0.21504	0.321537	0.463423
14070	-67.9553	-71.1143	3.15896	0.182315	0.181386	0.0804929	0.332841	0.504836	0.162323
14080	-47.8454	-52.0191	4.17372	0.130296	0.137111	0.0753102	0.403397	0.0531007	0.543503
14090	-60.23	-63.6217	3.39174	0.120159	0.170244	0.130513	0.436658	0.504697	0.0586452
14100	-48.5554	-52.9231	4.36771	0.0682583	0.15563	0.0994311	0.332437	0.316163	0.351401
14110	-55.8734	-60.1379	4.26454	0.0744238	0.192301	0.0669115	0.156113	0.317292	0.526595
14120	-58.2281	-61.5926	3.36442	0.0877579	0.190883	0.145007	0.242137	0.0768048	0.681058
14130	-51.8404	-56.6569	4.8165	0.138317	0.0478865	0.0922367	0.279451	0.246361	0.474187
14140	-57.4373	-59.3444	1.90701	0.336617	0.164703	0.0680691	0.251835	0.731307	0.0168581
14150	-73.4653	-76.602	3.13662	0.0352346	0.252367	0.158827	0.183855	0.316569	0.499576
14160	-43.9476	-49.46	5.51235	0.0281977	0.0889416	0.0917161	0.573524	0.219906	0.20657
14170	-57.0032	-62.0165	5.0133	0.0110486	0.147486	0.100226	0.366881	0.436489	0.19663
14180	-45.5382	-51.0055	5.46726	0.0296558	0.101401	0.0823075	0.180397	0.267384	0.552219
14190	-45.8721	-51.2898	5.41769	0.0467743	0.0928104	0.0787361	0.46205	0.300309	0.237641
14200	-48.1882	-51.6883	3.50011	0.159387	0.158352	0.0923402	0.535456	0.121887	0.342657
14210	-63.992	-67.7677	3.77578	0.0814936	0.100325	0.200693	0.0142621	0.431526	0.554212
14220	-47.8544	-52.9407	5.08627	0.0147932	0.0724443	0.164226	0.273673	0.643802	0.0825254
14230	-49.3352	-53.7558	4.42058	0.0109408	0.223066	0.0840254	0.511044	0.337697	0.151259
14240	-61.1171	-65.1171	4.00006	0.0162726	0.186997	0.156815	0.478944	0.019512	0.501544
14250	-44.0446	-50.1254	6.08088	0.00477157	0.0800491	0.067182	0.451385	0.159539	0.389076
14260	-50.5416	-56.004	5.46246	0.00416662	0.170383	0.0392953	0.332659	0.151462	0.515879
14270	-54.8089	-58.5859	3.77702	0.00290557	0.233444	0.146039	0.455883	0.0706311	0.473486
14280	-50.0092	-55.3505	5.34138	0.00414317	0.158756	0.0630531	0.461276	0.456648	0.0820764
14290	-40.3749	-46.2412	5.86631	0.00199185	0.101237	0.0702307	0.0579035	0.471692	0.470404
14300	-52.2997	-58.317	6.01725	0.000998665	0.0961219	0.0612449	0.345466	0.228795	0.425738
14310	-49.3629	-54.1021	4.73918	0.000422325	0.225202	0.0605472	0.317446	0.279813	0.402741
14320	-52.8146	-56.5766	3.76192	0.000367792	0.257162	0.126369	0.354765	0.200547	0.444689
14330	-52.5829	-57.6532	5.07032	0.00121282	0.146937	0.104909	0.376565	0.415029	0.208405
14340	-53.0343	-57.4182	4.38387	0.000570028	0.249654	0.0714793	0.350628	0.366876	0.282496
14350	-49.2908	-54.16	4.8692	0.000194972	0.156232	0.116743	0.468983	0.519831	0.0111856
14360	-61.7354	-66.3329	4.59751	0.000659397	0.193106	0.106574	0.277951	0.249825	0.472223
14370	-47.0394	-52.7262	5.68677	0.000150187	0.0925446	0.0987189	0.64423	0.0834119	0.272358
14380	-56.8233	-61.9225	5.09923	0.000250869	0.164719	0.0851982	0.498142	0.331845	0.170013
14390	-47.8153	-52.7866	4.97127	0.000159044	0.199999	0.0628057	0.749035	0.116257	0.134707
14400	-45.4979	-50.3304	4.83258	7.92949e-05	0.201572	0.0751806	0.760624	0.136333	0.103043
14410	-60.6427	-65.814	5.17131	0.000152262	0.127433	0.115374	0.20847	0.469952	0.321578
14420	-51.7322	-56.5319	4.79966	5.27939e-05	0.14305	0.137021	0.694646	0.17157	0.133784
14430	-62.4039	-66.7349	4.33094	0.00141747	0.230061	0.0955183	0.583638	0.361635	0.0547269
14440	-71.0442	-75.327	4.28281	0.00084286	0.281853	0.0491141	0.697886	0.112602	0.189512
14450	-55.3305	-59.8995	4.56905	0.00154244	0.23153	0.0701125	0.691429	0.00677531	0.301795
14460	-66.1769	-69.4732	3.29632	0.00267234	0.178589	0.249197	0.460219	0.192988	0.346793
14470	-52.8661	-58.0986	5.2325	0.000989023	0.14826	0.0875916	0.301846	0.438181	0.259973
14480	-51.5732	-55.761	4.18787	0.00704416	0.183817	0.150441	0.745933	0.0487144	0.205353
14490	-63.5374	-68.0823	4.54494	0.0392076	0.167494	0.0988943	0.40874	0.4763	0.11496
14500	-58.5807	-63.8487	5.26791	0.0742515	0.109676	0.0493714	0.707286	0.268102	0.0246112
14510	-58.1313	-62.0952	3.96397	0.119405	0.193338	0.0509497	0.72691	0.159692	0.113398
14520	-51.0564	-55.3855	4.32909	0.113411	0.146532	0.0672388	0.535617	0.333459	0.130924
14530	-52.0296	-56.8232	4.79356	0.0644204	0.119666	0.0966477	0.346782	0.353075	0.300143
14540	-51.7766	-55.9368	4.1602	0.045837	0.247298	0.0509352	0.387664	0.483102	0.129234
14550	-58.6914	-63.2371	4.54574	0.038533	0.189084	0.0778995	0.779878	0.0996268	0.120495
14560	-50.9848	-56.0312	5.04647	0.034271	0.11571	0.105462	0.233788	0.646925	0.119287
14570	-52.335	-56.7174	4.38243	0.117137	0.14207	0.0626403	0.066734	0.700621	0.232645
14580	-49.3131	-54.0202	4.70703	0.040936	0.150454	0.0979967	0.597572	0.259539	0.142889
14590	-55.0688	-59.7416	4.67278	0.0309622	0.172593	0.0892565	0.388189	0.0185625	0.593248
14600	-47.589	-52.4958	4.90679	0.0612309	0.115416	0.0927646	0.414971	0.16782	0.417209
14610	-49.262	-52.9184	3.65641	0.163087	0.0650337	0.166328	0.570104	0.137099	0.292797
14620	-52.0775	-56.4477	4.37023	0.0440837	0.18776	0.0912243	0.490895	0.222096	0.287009
14630	-56.2054	-59.9253	3.7199	0.0764236	0.173414	0.138264	0.0189625	0.599683	0.381354
14640	-51.6198	-54.7633	3.1435	0.14136	0.187672	0.116708	0.458263	0.358779	0.182959
14650	-50.0263	-53.8979	3.87156	0.148363	0.192877	0.0316951	0.671245	0.30846	0.0202945
14660	-48.7221	-52.8422	4.12007	0.062848	0.216811	0.0684242	0.226169	0.313716	0.460116
14670	-50.9764	-54.9898	4.01336	0.0704577	0.205575	0.0827212	0.541254	0.345234	0.113512
14680	-41.4979	-46.2416	4.74362	0.0746516	0.130807	0.0802698	0.218593	0.693614	0.0877938
14690	-57.1411	-60.6552	3.5141	0.151607	0.228919	0.0281548	0.378995	0.447615	0.17339
14700	-66.6887	-70.4385	3.74983	0.0750554	0.254959	0.0550932	0.369564	0.594443	0.0359931
14710	-42.1881	-47.06	4.87189	0.115391	0.106852	0.0506586	0.188925	0.727518	0.0835571
14720	-50.9508	-54.2325	3.2817	0.193083	0.180738	0.0580995	0.4061	0.199315	0.394584
14730	-60.0431	-64.0363	3.99321	0.0727888	0.140599	0.147381	0.495216	0.437978	0.0668067
14740	-62.9224	-67.3652	4.4428	0.053008	0.13544	0.127362	0.476461	0.214265	0.309274
14750	-56.2237	-59.4475	3.22377	0.0740918	0.217136	0.146486	0.444482	0.393876	0.161641
14760	-38.9111	-44.2708	5.35976	0.0259634	0.0847169	0.113434	0.23858	0.525799	0.235621
14770	-48.6155	-53.2531	4.63753	0.0677723	0.126953	0.101612	0.606116	0.306384	0.0875003
14780	-45.9514	-50.9939	5.04246	0.154236	0.0326061	0.0690026	0.506995	0.425176	0.067829
14790	-63.6828	-66.7539	3.07112	0.161225	0.224071	0.0676818	0.884617	0.0984504	0.0169327
14800	-62.2105	-65.5719	3.36138	0.14123	0.23004	0.0526827	0.439324	0.399223	0.161453
14810	-52.3141	-56.544	4.22987	0.160658	0.0903983	0.0860464	0.555585	0.387619	0.0567967
14820	-51.5506	-56.5193	4.96866	0.0679057	0.131368	0.0639503	0.632477	0.146617	0.220906
14830	-62.7456	-67.0889	4.34331	0.0487775	0.127855	0.149127	0.358329	0.538246	0.103425
14840	-62.9719	-66.6474	3.67547	0.0485827	0.211565	0.132396	0.384361	0.522568	0.0930703
14850	-47.6993	-51.3447	3.64541	0.134773	0.173211	0.0875651	0.676495	0.273517	0.0499874
14860	-58.4682	-61.7239	3.25568	0.118934	0.248448	0.0671411	0.798181	0.105797	0.0960219
14870	-52.7845	-56.8514	4.0669	0.130127	0.134218	0.0890555	0.622529	0.00149441	0.375976
14880	-49.9412	-55.0983	5.15717	0.0405661	0.144257	0.0595495	0.403429	0.30863	0.287941
14890	-34.7139	-39.1962	4.48225	0.138862	0.0845125	0.0884902	0.0113708	0.610061	0.378568
14900	-51.8692	-55.9865	4.11727	0.121833	0.0797586	0.146772	0.465421	0.100547	0.434031
14910	-52.689	-56.2946	3.60558	0.195605	0.130728	0.0731996	0.577094	0.311972	0.110933
14920	-55.0787	-59.0075	3.92887	0.0462735	0.172695	0.148235	0.209876	0.339191	0.450932
14930	-55.1192	-58.8834	3.76421	0.0796941	0.168275	0.135701	0.265165	0.217947	0.516888
14940	-55.4804	-59.9934	4.51303	0.0563549	0.182689	0.0697435	0.284241	0.572456	0.143303
14950	-64.983	-69.6251	4.6421	0.042759	0.137399	0.115722	0.533645	0.3224	0.143955
14960	-55.0072	-60.5501	5.54293	0.00987914	0.0916651	0.104253	0.217263	0.459105	0.323632
14970	-61.7036	-66.6658	4.9622	0.00754499	0.156	0.100325	0.308549	0.45043	0.241021
14980	-59.5466	-63.8137	4.26706	0.00491194	0.172245	0.156227	0.511123	0.440369	0.0485082
14990	-43.946	-48.9084	4.96241	0.00148518	0.149877	0.112487	0.643833	0.0500184	0.306148
15000	-57.0035	-62.2566	5.25305	0.00953445	0.100307	0.124944	0.646908	0.123632	0.22946
15010	-54.1865	-58.828	4.64155	0.00944788	0.206766	0.0797216	0.611901	0.381131	0.0069678
15020	-36.1345	-41.5827	5.44819	0.0118467	0.130727	0.0726973	0.0609812	0.915387	0.0236317
15030	-54.302	-60.0671	5.76507	0.0146367	0.0562412	0.112705	0.324648	0.617408	0.0579441
15040	-65.6928	-69.6913	3.99849	0.00606516	0.284227	0.0699486	0.624077	0.36277	0.0131534
15050	-59.6454	-64.4392	4.79379	0.00298403	0.188628	0.0890996	0.435514	0.197048	0.367438
15060	-52.6237	-56.8244	4.2007	0.00293358	0.171628	0.165458	0.491544	0.154594	0.353861
15070	-65.3086	-68.7645	3.45586	0.0291082	0.208356	0.17704	0.501448	0.25682	0.241732
15080	-64.9548	-69.2741	4.31929	0.0210352	0.169737	0.13739	0.516554	0.127401	0.356046
15090	-45.0106	-50.6794	5.66882	0.00625717	0.111199	0.0757522	0.331749	0.531698	0.136553
15100	-49.15	-54.1185	4.96854	0.0540395	0.140362	0.0688349	0.712027	0.185261	0.102712
15110	-79.4153	-81.6501	2.2348	0.0641642	0.283646	0.1888	0.639221	0.26468	0.0960988
15120	-58.9219	-63.6878	4.76597	0.024241	0.195899	0.0633539	0.640617	0.358894	0.000488704
15130	-75.4025	-79.3786	3.97614	0.0598985	0.181267	0.121311	0.939124	0.0204539	0.0404222
15140	-51.1122	-54.5585	3.44626	0.1027	0.192367	0.120398	0.624871	0.265313	0.109816
15150	-57.4487	-60.8743	3.42566	0.120285	0.174898	0.122341	0.536567	0.429482	0.0339505
15160	-51.9258	-55.3804	3.45452	0.195755	0.124583	0.0943007	0.5034	0.0789985	0.417602
15170	-55.8517	-60.7262	4.87454	0.0737563	0.142382	0.0564981	0.730892	0.0376085	0.2315
15180	-46.5584	-51.7981	5.23972	0.0662052	0.0980271	0.0718858	0.473608	0.301182	0.22521
15190	-60.5423	-65.2549	4.71267	0.0667739	0.0780491	0.144	0.622994	0.362386	0.01462
15200	-64.2137	-65.5308	1.31702	0.3994	0.0783268	0.150661	0.312993	0.149372	0.537635
15210	-49.9254	-54.4197	4.49424	0.12437	0.116334	0.0699626	0.511907	0.02488	0.463213
15220	-54.9295	-55.732	0.802473	0.426941	0.148726	0.104176	0.467042	0.308599	0.224359
15230	-63.6702	-65.543	1.87282	0.221943	0.227458	0.123407	0.657873	0.194559	0.147567
15240	-59.1998	-60.758	1.55824	0.362022	0.13797	0.104273	0.620271	0.0756132	0.304116
15250	-51.553	-55.0266	3.47362	0.127277	0.159526	0.125924	0.517878	0.00420917	0.477913
15260	-57.7289	-57.938	0.209102	0.389306	0.243217	0.106657	0.631282	0.292462	0.0762556
15270	-61.9017	-62.2445	0.342814	0.430836	0.0947261	0.200246	0.334173	0.531833	0.133993
15280	-71.6691	-75.6571	3.98799	0.0448998	0.168641	0.147751	0.539982	0.437952	0.0220657
15290	-51.3661	-55.9132	4.54703	0.0704805	0.106373	0.128533	0.0148318	0.666561	0.318607
15300	-64.0649	-67.5327	3.46787	0.159617	0.148166	0.10552	0.533306	0.247113	0.219581
15310	-67.2428	-67.3935	0.150644	0.425852	0.191915	0.127259	0.326405	0.253701	0.419894
15320	-65.6725	-70.2675	4.59499	0.0537508	0.152062	0.0947782	0.300907	0.130668	0.568426
15330	-54.9273	-58.078	3.15072	0.0952086	0.232819	0.116992	0.413851	0.541301	0.0448484
15340	-65.5823	-69.0494	3.4671	0.0692843	0.164619	0.179477	0.503447	0.260451	0.236102
15350	-56.6032	-61.0456	4.44232	0.0770477	0.132891	0.10592	0.532574	0.455164	0.0122614
15360	-54.0029	-58.5737	4.57077	0.0403045	0.181689	0.0810198	0.381889	0.424583	0.193528
15370	-56.5523	-59.5756	3.0233	0.109777	0.223519	0.124464	0.791767	0.0382316	0.170001
15380	-63.5601	-65.4533	1.89317	0.326491	0.195954	0.0483284	0.832053	0.152862	0.0150848
15390	-60.7438	-63.335	2.59115	0.205629	0.254318	0.041028	0.411972	0.540587	0.0474401
15400	-58.3652	-61.5856	3.22039	0.259796	0.0872606	0.0909955	0.389313	0.237894	0.372793
15410	-55.0842	-56.4049	1.32067	0.348584	0.228465	0.0509739	0.846908	0.136402	0.0166899
15420	-62.7396	-67.5494	4.80984	0.110744	0.124299	0.0440633	0.551223	0.329824	0.118953
15430	-54.5101	-58.0249	3.51482	0.187648	0.151125	0.0698364	0.365506	0.524097	0.110397
15440	-59.4293	-61.6611	2.23179	0.293236	0.174556	0.0691187	0.475197	0.194082	0.330721
15450	-51.8514	-56.2385	4.38714	0.14263	0.0380232	0.140723	0.312972	0.171298	0.51573
15460	-43.2584	-48.3341	5.0757	0.0571897	0.144067	0.0512643	0.439682	0.397969	0.162348
15470	-49.9239	-55.4611	5.53728	0.0297855	0.113135	0.0634419	0.531724	0.276375	0.191901
15480	-43.3717	-47.9143	4.54258	0.035407	0.207688	0.0627372	0.195833	0.393256	0.410911
15490	-58.0358	-61.4073	3.3715	0.150556	0.144995	0.127389	0.6115	0.0321752	0.356325
15500	-61.398	-65.8384	4.44045	0.118706	0.150064	0.0472754	0.516289	0.217257	0.266454
15510	-63.3238	-67.4392	4.11542	0.0593226	0.154818	0.134407	0.861078	0.0623261	0.0765962
15520	-60.6683	-64.8942	4.22583	0.116485	0.177837	0.0431857	0.748282	0.0662156	0.185503
15530	-83.0636	-84.1246	1.06101	0.167004	0.311932	0.175053	0.817893	0.0431313	0.138976
15540	-66.2547	-70.1032	3.8485	0.142162	0.166748	0.0663305	0.216751	0.229399	0.55385
15550	-56.0633	-59.5927	3.52939	0.162885	0.200709	0.0435576	0.568802	0.108804	0.322394
15560	-73.5547	-75.3224	1.76769	0.120391	0.270313	0.192618	0.329871	0.307989	0.36214
15570	-54.8714	-58.7662	3.89476	0.101822	0.190558	0.0782347	0.763577	0.209149	0.0272741
15580	-65.1319	-68.533	3.40113	0.144399	0.17158	0.103998	0.607681	0.21779	0.17453
15590	-68.1861	-69.1707	0.984628	0.416293	0.123771	0.121564	0.617245	0.174411	0.208344
15600	-56.5449	-56.8028	0.257937	0.391127	0.231018	0.112152	0.83504	0.0850919	0.0798677
15610	-54.689	-56.8556	2.16659	0.256476	0.190385	0.0965706	0.159396	0.396685	0.443919
15620	-55.8104	-58.6343	2.82381	0.337779	0.0896664	0.0502643	0.677675	0.229063	0.0932617
15630	-47.6048	-52.3652	4.76033	0.050901	0.159004	0.0741523	0.334026	0.5023	0.163674
15640	-52.7138	-56.8044	4.09057	0.0334637	0.229935	0.0876351	0.296702	0.0746465	0.628652
15650	-61.211	-65.8005	4.5895	0.0277291	0.193292	0.0801192	0.476753	0.208222	0.315025
15660	-53.4323	-58.5132	5.08086	0.039933	0.120336	0.0917349	0.415745	0.125946	0.458309
15670	-57.4897	-62.6029	5.11321	0.0489018	0.127945	0.0719221	0.621799	0.108689	0.269511
15680	-61.6048	-64.898	3.29316	0.0398002	0.252611	0.138363	0.218801	0.509156	0.272043
15690	-71.8729	-75.041	3.16815	0.166503	0.191802	0.0849707	0.0235394	0.473447	0.503014
15700	-62.3464	-64.8746	2.5282	0.169683	0.230542	0.107045	0.501598	0.302213	0.19619
15710	-52.1284	-57.4116	5.28321	0.0461029	0.0905682	0.0950982	0.450913	0.328485	0.220601
15720	-49.4481	-53.8295	4.38134	0.11305	0.140936	0.0679696	0.364662	0.452047	0.183291
15730	-57.2626	-60.9872	3.72462	0.0877954	0.241558	0.0582744	0.600196	0.300003	0.0998009
15740	-53.6394	-57.7084	4.06898	0.0160347	0.243834	0.093323	0.524901	0.025448	0.449651
15750	-54.7818	-59.8089	5.02713	0.0406223	0.146091	0.0706636	0.740952	0.17283	0.0862183
15760	-58.7856	-62.5554	3.76979	0.045344	0.26677	0.070998	0.648355	0.25416	0.0974853
15770	-50.1535	-55.172	5.01847	0.029251	0.10174	0.127252	0.781309	0.0505943	0.168096
15780	-64.4887	-69.5297	5.04101	0.0342667	0.109172	0.112551	0.564561	0.130512	0.304927
15790	-63.5862	-67.1802	3.59399	0.00702478	0.260059	0.133607	0.334454	0.0865708	0.578975
15800	-60.7471	-64.6089	3.86182	0.0364096	0.149732	0.187767	0.144754	0.479627	0.375619
15810	-54.5894	-59.2072	4.61777	0.079455	0.152406	0.0664519	0.464583	0.4118	0.123617
15820	-55.1702	-59.6889	4.51871	0.0318758	0.186305	0.0900386	0.489232	0.313556	0.197212
15830	-69.7579	-73.2696	3.51173	0.032176	0.187452	0.18929	0.343694	0.0542573	0.602049
15840	-52.7202	-56.5276	3.80733	0.0381914	0.250773	0.0903922	0.371716	0.582679	0.0456046
15850	-48.932	-53.1764	4.24442	0.080789	0.144235	0.110624	0.317654	0.417437	0.264908
15860	-54.1241	-58.2851	4.161	0.0566178	0.143259	0.144113	0.70917	0.149789	0.141041
15870	-45.6397	-50.9007	5.26103	0.0655679	0.112513	0.055907	0.210715	0.538923	0.250363
15880	-52.4545	-56.5662	4.11166	0.128231	0.133434	0.0872595	0.674387	0.218181	0.107432
15890	-63.4836	-67.4333	3.94975	0.0501259	0.203696	0.111293	0.590503	0.183796	0.225701
