Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	alpha	pinvar	TL
440	-5111.51	-5109.66	-1.85289	0.146017	0.186785	0.0180415	0.247349	0.282972	0.118836	0.309834	0.20207	0.202915	0.285181	1.06474	0.000233795	2.326
450	-5115.55	-5109.1	-6.44493	0.182762	0.185265	0.0462084	0.154758	0.313138	0.117869	0.305061	0.211587	0.203363	0.279989	0.826441	0.00802936	2.7852
460	-5130.95	-5119.26	-11.6874	0.186274	0.173012	0.0431524	0.166439	0.290249	0.140874	0.314498	0.191988	0.206248	0.287267	0.712156	0.00192235	3.30945
470	-5109.57	-5108.07	-1.50335	0.171397	0.215724	0.0206042	0.186504	0.278679	0.127092	0.31329	0.210414	0.198446	0.277849	0.991403	0.017215	2.29104
480	-5113.22	-5112.52	-0.695492	0.20467	0.249191	0.0128163	0.162897	0.257075	0.113351	0.295965	0.217389	0.19565	0.290996	0.973506	0.00188928	2.21026
490	-5117.93	-5111.93	-5.99778	0.199275	0.163675	0.0237582	0.194556	0.259154	0.159581	0.292418	0.203593	0.205401	0.298588	0.766053	0.0226352	2.74049
500	-5137.97	-5111.6	-26.3766	0.162302	0.240125	0.0193502	0.149055	0.211072	0.218096	0.325323	0.190324	0.194197	0.290156	0.503337	0.00391571	4.77837
510	-5131.73	-5115	-16.7348	0.196791	0.261878	0.0357039	0.136243	0.259204	0.110181	0.30816	0.205727	0.205081	0.281033	0.576751	0.00336225	3.81419
520	-5119.73	-5106.17	-13.5607	0.177032	0.210952	0.0386764	0.176143	0.268736	0.12846	0.303617	0.220543	0.195415	0.280425	0.61986	0.00549806	3.49678
530	-5130.1	-5110.31	-19.7894	0.172518	0.256357	0.035406	0.148573	0.246013	0.141133	0.306867	0.206019	0.196821	0.290294	0.580465	0.00425209	4.11965
540	-5115.42	-5111.64	-3.7787	0.143114	0.214172	0.0218303	0.232873	0.209318	0.178693	0.298998	0.213274	0.193366	0.294363	0.900859	0.00261056	2.51858
550	-5113.45	-5103.54	-9.91402	0.118793	0.23412	0.0137488	0.212723	0.308074	0.112541	0.314815	0.20758	0.201007	0.276598	0.735621	0.00103423	3.13211
560	-5117.38	-5111.2	-6.17954	0.166412	0.204845	0.0278174	0.170314	0.322171	0.108441	0.296533	0.196457	0.21092	0.29609	0.815911	0.00515356	2.75866
570	-5115.06	-5114.16	-0.9042	0.176513	0.202861	0.0275479	0.187728	0.284832	0.120519	0.307169	0.209052	0.193489	0.290291	0.946022	0.00128531	2.23113
580	-5116.89	-5111.53	-5.35821	0.154138	0.225065	0.0299562	0.177301	0.317818	0.095721	0.304666	0.207354	0.189424	0.298556	0.792689	0.00541584	2.67653
590	-5106.67	-5106.81	0.135749	0.176575	0.236364	0.010317	0.186202	0.257633	0.132908	0.298826	0.197507	0.210203	0.293463	0.977648	0.0031974	2.12713
600	-5107.73	-5107.36	-0.368301	0.170425	0.199797	0.0271302	0.208612	0.260217	0.133818	0.317389	0.20576	0.187754	0.289096	1.11295	0.00636295	2.17754
610	-5109.21	-5107.2	-2.01065	0.157932	0.206925	0.033757	0.138787	0.294577	0.168021	0.312548	0.204555	0.190714	0.292182	0.910921	0.000976132	2.34177
620	-5111.82	-5112.92	1.1055	0.170778	0.244443	0.0182502	0.14355	0.304685	0.118294	0.305588	0.201437	0.198023	0.294952	1.05926	0.00340735	2.03016
630	-5107.41	-5108.47	1.05255	0.198776	0.235646	0.019756	0.119222	0.275037	0.151564	0.301849	0.198969	0.199247	0.299936	1.08055	0.000715247	2.03545
640	-5103.64	-5102.48	-1.16551	0.164392	0.239659	0.0206488	0.156401	0.298802	0.120097	0.308465	0.202689	0.199154	0.289691	0.963278	0.00280874	2.25726
650	-5110.96	-5114.97	4.00963	0.16626	0.20519	0.021578	0.163439	0.251427	0.192106	0.315983	0.204175	0.199085	0.280757	1.2964	0.00900739	1.73974
660	-5114.86	-5112.19	-2.67182	0.143524	0.248388	0.0174742	0.190123	0.28422	0.11627	0.319627	0.204217	0.196722	0.279434	0.929538	0.000488663	2.40789
670	-5111.38	-5109.25	-2.12806	0.160018	0.198005	0.0178715	0.148432	0.344069	0.131605	0.316797	0.198584	0.199728	0.284891	0.955613	0.000793376	2.35351
680	-5116.48	-5112.57	-3.90488	0.171708	0.240755	0.0269621	0.16665	0.266877	0.127048	0.306945	0.21123	0.193863	0.287963	0.899892	0.015379	2.5312
690	-5121.29	-5117.73	-3.55605	0.172367	0.258667	0.0260779	0.191488	0.238067	0.113333	0.294833	0.201796	0.198028	0.305342	0.833274	0.00108067	2.49631
700	-5116.54	-5113.89	-2.64779	0.117087	0.211714	0.042718	0.237558	0.271237	0.119685	0.326326	0.203403	0.199165	0.271106	0.86243	0.00444975	2.40549
710	-5119.82	-5111.25	-8.57566	0.176739	0.232997	0.0337907	0.175776	0.24898	0.131717	0.29831	0.217126	0.20244	0.282124	0.741912	0.00110569	2.99827
720	-5114.42	-5103.91	-10.5085	0.168828	0.243903	0.0226238	0.167908	0.262992	0.133745	0.302132	0.195344	0.215586	0.286938	0.653524	0.00183407	3.19156
730	-5120.61	-5111.28	-9.32817	0.16386	0.20829	0.0177789	0.170607	0.334361	0.105103	0.314803	0.190115	0.210162	0.284919	0.74743	0.00194369	3.07352
740	-5112.65	-5110.59	-2.06014	0.162305	0.222597	0.0406262	0.151782	0.274402	0.148288	0.303268	0.195866	0.207652	0.293214	0.976883	0.0097207	2.34672
750	-5116.5	-5108.61	-7.88674	0.149987	0.225962	0.026452	0.154354	0.267712	0.175534	0.30528	0.213677	0.202233	0.27881	0.847645	0.00229026	2.92938
760	-5113.38	-5102.52	-10.8604	0.155758	0.210786	0.0228591	0.20302	0.298194	0.109383	0.321829	0.198424	0.192236	0.287511	0.724567	0.00216169	3.22674
770	-5113.21	-5110.47	-2.74546	0.180549	0.202399	0.0219495	0.185346	0.277736	0.13202	0.301394	0.196262	0.217569	0.284774	0.86563	0.0206975	2.41525
780	-5114.22	-5103.82	-10.3996	0.168244	0.198211	0.0417165	0.172714	0.295008	0.124107	0.310753	0.204856	0.197837	0.286554	0.726676	0.00163947	3.18066
790	-5126.29	-5116.02	-10.2637	0.142901	0.237802	0.0266386	0.199418	0.249945	0.143296	0.30161	0.213329	0.189213	0.295849	0.638804	0.00469696	3.16708
800	-5119.33	-5109.72	-9.60276	0.143219	0.210478	0.0423819	0.164738	0.318007	0.121176	0.305255	0.195293	0.197286	0.302166	0.687253	0.00357448	3.10098
810	-5106.15	-5101.64	-4.51175	0.169304	0.220784	0.0409892	0.144404	0.296377	0.128142	0.308849	0.20905	0.195309	0.286791	0.753956	0.00150478	2.59188
820	-5117.85	-5107.9	-9.94926	0.170531	0.222384	0.0225106	0.198441	0.298525	0.0876087	0.306611	0.195877	0.199183	0.298329	0.700112	0.0226855	3.13563
830	-5114.3	-5106.56	-7.73409	0.155956	0.196555	0.0198962	0.19918	0.286172	0.142241	0.321571	0.187393	0.205628	0.285408	0.708174	0.000467153	2.91412
840	-5114.74	-5109.72	-5.021	0.161937	0.204785	0.0207292	0.166199	0.298154	0.148196	0.30397	0.205233	0.21008	0.280717	0.910685	0.0308618	2.64281
850	-5118.38	-5113.69	-4.69446	0.167786	0.197559	0.0199978	0.155457	0.316232	0.142967	0.298115	0.200828	0.208562	0.292495	0.825751	0.0121862	2.61015
860	-5123.01	-5112.5	-10.5061	0.186434	0.178195	0.0180377	0.179727	0.319612	0.117994	0.312196	0.198887	0.210869	0.278048	0.806909	0.00906004	3.19131
870	-5122.77	-5117.13	-5.64761	0.169123	0.185938	0.0285294	0.194321	0.31285	0.109238	0.305945	0.208257	0.205822	0.279976	0.827201	0.0049535	2.70547
880	-5117.16	-5109.82	-7.34585	0.147934	0.232721	0.017932	0.164864	0.295718	0.140831	0.302126	0.197478	0.213811	0.286586	0.800851	0.00623658	2.87529
890	-5116.48	-5106.02	-10.4661	0.184721	0.237932	0.0134202	0.152685	0.297894	0.113348	0.302081	0.207363	0.212725	0.277831	0.664258	0.00131277	3.18731
900	-5116.69	-5113.14	-3.54097	0.226728	0.18608	0.0120697	0.145539	0.306695	0.122889	0.325729	0.200014	0.188064	0.286193	0.862141	0.00327328	2.4948
910	-5121.25	-5106.49	-14.7606	0.208407	0.195586	0.0185712	0.205636	0.251608	0.120193	0.326621	0.205407	0.185845	0.282127	0.672501	0.000745955	3.61677
920	-5118.08	-5109.91	-8.16306	0.129845	0.23858	0.0154425	0.187431	0.28901	0.139692	0.295595	0.202927	0.206753	0.294725	0.692758	0.00333142	2.95701
930	-5112.86	-5114.63	1.77951	0.202216	0.212021	0.016619	0.20171	0.229933	0.137502	0.314309	0.203228	0.19699	0.285473	1.049	0.0147646	1.96276
940	-5111.62	-5109.82	-1.80406	0.172606	0.171586	0.0166665	0.17283	0.328418	0.137895	0.308291	0.199652	0.212374	0.279683	0.875262	0.00742833	2.32111
950	-5117.21	-5108.12	-9.09115	0.166737	0.209027	0.0160998	0.198036	0.303069	0.107032	0.315415	0.19907	0.197915	0.2876	0.695966	0.00234258	3.04982
960	-5124.43	-5109.26	-15.1741	0.168259	0.201146	0.0169089	0.199843	0.305835	0.108009	0.313057	0.197249	0.194624	0.29507	0.636926	0.000400022	3.65812
970	-5119.62	-5109.7	-9.91394	0.154613	0.275983	0.0155376	0.134071	0.263156	0.15664	0.317086	0.200419	0.202759	0.279735	0.730104	0.00472416	3.1321
980	-5111.99	-5109.02	-2.97365	0.150716	0.25467	0.0219709	0.152968	0.297574	0.122101	0.311354	0.19875	0.190721	0.299176	0.850588	0.00339644	2.43807
990	-5110.56	-5109.46	-1.09802	0.213669	0.196755	0.0262562	0.178273	0.265624	0.119423	0.29209	0.208736	0.207533	0.291641	0.894383	0.00291474	2.25051
1000	-5106.52	-5100.95	-5.56679	0.155123	0.212033	0.0272088	0.177022	0.319332	0.109282	0.306958	0.211419	0.190761	0.290862	0.828292	0.00155968	2.69739
1010	-5117.68	-5108.05	-9.62673	0.148802	0.243164	0.0312037	0.156636	0.298519	0.121675	0.303577	0.203906	0.204398	0.288119	0.696371	0.000708005	3.10338
1020	-5122.71	-5114.01	-8.69746	0.145403	0.251436	0.0227655	0.158196	0.28807	0.134129	0.310109	0.212928	0.191115	0.285847	0.87101	0.0277007	3.01045
1030	-5108.38	-5109.5	1.1213	0.179382	0.232137	0.0209533	0.178937	0.265139	0.123452	0.303881	0.211888	0.192165	0.292066	1.10333	0.00595946	2.02858
1040	-5110.72	-5105.17	-5.54912	0.170452	0.250009	0.0225894	0.192909	0.239224	0.124816	0.308412	0.200991	0.191636	0.29896	0.85246	0.00806715	2.69562
1050	-5111.47	-5112.59	1.11979	0.126604	0.266865	0.0237709	0.170535	0.271322	0.140903	0.311947	0.195927	0.199144	0.292982	1.104	0.00645049	2.02873
1060	-5118.29	-5109.43	-8.86074	0.160443	0.244779	0.0375862	0.172832	0.252981	0.131378	0.313459	0.204374	0.19876	0.283407	0.699467	0.0032648	3.02678
1070	-5126.15	-5116.9	-9.25933	0.148185	0.184689	0.0195187	0.161673	0.363039	0.122895	0.344196	0.194342	0.188238	0.273224	0.759291	0.00421345	3.06664
1080	-5116.97	-5112.3	-4.67395	0.145633	0.249053	0.0253314	0.17966	0.243529	0.156793	0.302744	0.206391	0.180317	0.310547	0.863725	0.00114113	2.6081
1090	-5128.04	-5115.81	-12.2332	0.208568	0.233469	0.0138796	0.163745	0.255716	0.124623	0.313002	0.207774	0.183851	0.295372	0.661642	0.00246689	3.36403
1100	-5113.98	-5105.95	-8.03157	0.218992	0.192629	0.0217314	0.123346	0.316314	0.126987	0.296924	0.200993	0.206687	0.295396	0.714748	0.00101118	2.94386
1110	-5105.19	-5104.81	-0.375232	0.176111	0.200483	0.0186314	0.13437	0.322067	0.148337	0.299516	0.204755	0.201981	0.293748	1.05139	0.00149303	2.17823
1120	-5112.43	-5109	-3.42211	0.178357	0.244423	0.0233764	0.183002	0.274026	0.0968164	0.302795	0.203352	0.194366	0.299488	0.945452	0.00600887	2.48292
1130	-5118.06	-5106.12	-11.9332	0.147072	0.228726	0.0246239	0.204587	0.293686	0.101305	0.306976	0.200905	0.192027	0.300092	0.692772	0.00565254	3.33402
1140	-5107.05	-5105.57	-1.48146	0.147468	0.231492	0.0293105	0.190606	0.246169	0.154954	0.306502	0.199891	0.1992	0.294407	0.991854	0.00391132	2.28885
1150	-5119.52	-5115.47	-4.05481	0.110283	0.249408	0.0429757	0.199209	0.21811	0.180013	0.312021	0.208919	0.194746	0.284313	0.80592	0.00200081	2.54619
1160	-5120.26	-5115.05	-5.2154	0.164531	0.20338	0.0279906	0.219852	0.271864	0.112382	0.298606	0.2021	0.215796	0.283498	0.864199	0.0050517	2.66225
1170	-5110.87	-5103.9	-6.96514	0.17215	0.20801	0.0173419	0.171206	0.320769	0.110524	0.315214	0.192456	0.206885	0.285445	0.741214	0.00463172	2.83722
1180	-5117.33	-5111.23	-6.09934	0.148546	0.196239	0.0194821	0.19913	0.312439	0.124164	0.324477	0.194611	0.188396	0.292516	0.798868	0.0106483	2.75064
1190	-5116.33	-5104.34	-11.9901	0.164137	0.213803	0.0215269	0.191106	0.272231	0.137196	0.298472	0.214321	0.204075	0.283133	0.609017	7.64144e-05	3.33971
1200	-5117.94	-5109.86	-8.0729	0.161924	0.250239	0.0110933	0.16401	0.293481	0.119253	0.311819	0.206739	0.201143	0.280299	0.729915	0.000308116	2.948
1210	-5120.17	-5108.3	-11.8645	0.145583	0.184418	0.0116557	0.140881	0.381233	0.13623	0.313925	0.195161	0.209086	0.281828	0.716517	0.000500919	3.32715
1220	-5118.65	-5112.09	-6.56122	0.173549	0.201544	0.0123387	0.181643	0.317478	0.113448	0.302721	0.193071	0.203417	0.300791	0.789534	0.0234376	2.79683
1230	-5104.94	-5105.36	0.42565	0.159621	0.208373	0.0150517	0.203061	0.283032	0.130861	0.315551	0.195929	0.205238	0.283282	1.01656	0.0015905	2.09814
1240	-5120.75	-5109.93	-10.8233	0.162344	0.21122	0.0266941	0.206526	0.282692	0.110524	0.312921	0.192494	0.198346	0.296239	0.676108	0.00179681	3.22304
1250	-5122.31	-5107.43	-14.8788	0.210677	0.21354	0.0249219	0.195655	0.247412	0.107794	0.302702	0.18655	0.208741	0.302007	0.585894	0.0102595	3.62858
1260	-5109.68	-5105.92	-3.76236	0.152917	0.215773	0.0195831	0.153742	0.331221	0.126764	0.305156	0.210519	0.194045	0.290279	0.902208	0.000984322	2.51694
1270	-5111.72	-5110.72	-1.00628	0.143453	0.201116	0.0181956	0.256198	0.259198	0.121839	0.312314	0.19832	0.198343	0.291023	1.03399	0.0112744	2.24134
1280	-5109.52	-5106.05	-3.4637	0.151602	0.194417	0.0103716	0.163907	0.332093	0.14761	0.31542	0.213136	0.198641	0.272803	0.908106	0.00519205	2.48708
1290	-5115.04	-5114.38	-0.655981	0.176843	0.210372	0.00985401	0.151086	0.297081	0.154764	0.314635	0.192709	0.209015	0.28364	0.978513	0.00959677	2.20631
1300	-5116.6	-5112.04	-4.55672	0.160214	0.275509	0.00907334	0.122978	0.280149	0.152076	0.304387	0.207211	0.196026	0.292376	0.840948	0.00660278	2.59638
1310	-5123.64	-5110.73	-12.9114	0.147901	0.193846	0.0224361	0.223696	0.295522	0.116599	0.305491	0.215916	0.200126	0.278466	0.633651	0.00296449	3.43185
1320	-5131.06	-5116.47	-14.587	0.124532	0.19753	0.0370137	0.173851	0.309904	0.15717	0.324668	0.188281	0.201695	0.285356	0.601926	0.00494238	3.5994
1330	-5127.46	-5115.36	-12.1064	0.130512	0.240671	0.031928	0.156414	0.285043	0.155432	0.320457	0.191054	0.206011	0.282478	0.695377	0.000725809	3.35135
1340	-5111.31	-5106.23	-5.08154	0.148702	0.286383	0.0283384	0.138829	0.259791	0.137957	0.304952	0.21655	0.193555	0.284943	0.819345	0.00205422	2.64886
1350	-5112.58	-5108.93	-3.64293	0.143121	0.218146	0.0272748	0.201394	0.277285	0.132779	0.313454	0.195519	0.189702	0.301325	0.85243	0.00227243	2.505
1360	-5110.4	-5105.62	-4.7765	0.164056	0.231324	0.0289226	0.213561	0.218652	0.143484	0.310061	0.216205	0.190419	0.283315	0.828846	6.74425e-05	2.61836
1370	-5109.22	-5111.51	2.2929	0.173161	0.179865	0.0240866	0.205366	0.298028	0.119493	0.324013	0.179148	0.215171	0.281667	1.02191	0.0070567	1.91142
1380	-5103.17	-5107.38	4.20618	0.168227	0.200565	0.0183016	0.196765	0.27544	0.140701	0.314131	0.206233	0.20668	0.272956	1.23677	0.0106405	1.72009
1390	-5115.83	-5110.7	-5.12763	0.156313	0.230916	0.0194591	0.217142	0.246587	0.129582	0.308534	0.199473	0.197483	0.29451	0.830274	0.00136866	2.65347
1400	-5119.3	-5105.09	-14.2039	0.179208	0.199754	0.019054	0.212621	0.262478	0.126884	0.307392	0.200485	0.191967	0.300157	0.629094	0.00100757	3.5611
1410	-5125.85	-5115.28	-10.5664	0.208672	0.234448	0.0177485	0.186834	0.244495	0.107801	0.302384	0.2063	0.198167	0.293149	0.732715	0.00125708	3.19735
1420	-5125.19	-5113.76	-11.437	0.183079	0.225174	0.0454249	0.226744	0.218909	0.100669	0.294139	0.196531	0.210052	0.299277	0.676272	0.00172342	3.28441
1430	-5118.79	-5110.65	-8.14363	0.1633	0.200847	0.0135515	0.202248	0.274615	0.145439	0.303337	0.211127	0.189627	0.295909	0.78839	0.00321039	2.95507
1440	-5111.25	-5107.53	-3.72108	0.144797	0.169852	0.037388	0.203464	0.279838	0.164661	0.320803	0.197193	0.196902	0.285102	0.815537	0.00147324	2.51282
1450	-5113.46	-5116.59	3.12921	0.158907	0.181794	0.0400237	0.23543	0.240729	0.143116	0.296054	0.198757	0.204234	0.300955	1.26608	0.025425	1.82779
1460	-5116.18	-5113.02	-3.16289	0.188751	0.238068	0.0435008	0.197641	0.243814	0.0882246	0.305262	0.200754	0.200556	0.293428	0.928703	0.0161264	2.457
1470	-5108.97	-5113.43	4.46242	0.129907	0.263886	0.0241679	0.151671	0.295193	0.135176	0.311122	0.211193	0.195931	0.281753	1.3923	0.00952227	1.69447
1480	-5113.41	-5110.06	-3.34784	0.191359	0.219722	0.0233251	0.145549	0.281543	0.138502	0.317561	0.201674	0.191667	0.289098	0.81215	0.0168008	2.47549
1490	-5115.04	-5112.02	-3.01715	0.172936	0.25051	0.0210795	0.161837	0.254437	0.1392	0.284898	0.214271	0.201584	0.299247	0.890648	0.00241094	2.44242
1500	-5114.51	-5103.47	-11.043	0.14752	0.190744	0.0160504	0.19083	0.345194	0.109662	0.306724	0.200303	0.206102	0.286871	0.664316	0.00287089	3.245
1510	-5108.67	-5104.01	-4.66225	0.148922	0.244446	0.0162029	0.181906	0.29782	0.110704	0.308051	0.192674	0.201878	0.297397	0.780189	0.00100511	2.60693
1520	-5118.3	-5114.23	-4.06879	0.178672	0.222015	0.0175661	0.172399	0.286015	0.123333	0.308988	0.207081	0.210595	0.273336	0.883169	0.0189873	2.54759
1530	-5105.97	-5104.89	-1.07106	0.174607	0.247148	0.0244819	0.146502	0.273934	0.133327	0.313684	0.203589	0.192131	0.290596	0.913341	0.00822638	2.24781
1540	-5113.5	-5112.32	-1.18272	0.15302	0.233344	0.0214553	0.175169	0.25879	0.15822	0.331591	0.192152	0.196144	0.280113	0.951065	0.00825358	2.25898
1550	-5118.54	-5111.72	-6.82041	0.168041	0.242439	0.0356864	0.169411	0.260745	0.123678	0.323569	0.202315	0.196781	0.277335	0.78328	0.00973882	2.82275
1560	-5114.28	-5107.49	-6.7922	0.20118	0.187269	0.0339966	0.165237	0.287428	0.12489	0.29725	0.205875	0.196985	0.29989	0.769327	0.000617316	2.81993
1570	-5112.9	-5110.79	-2.11342	0.180447	0.227895	0.026083	0.178526	0.273327	0.113722	0.303778	0.207315	0.197562	0.291344	1.01123	0.0069054	2.35205
