Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	alpha	pinvar	TL
480	-5096.55	-5114.42	17.8734	0.137735	0.21558	0.0218838	0.161365	0.294921	0.168515	0.319495	0.193027	0.203514	0.283964	7.3399	0.00130361	0.973803
490	-5101.34	-5122.41	21.0724	0.144132	0.285153	0.0255628	0.162796	0.256106	0.12625	0.304525	0.211227	0.183697	0.30055	8.39507	0.00604965	0.813855
500	-5100.67	-5118.03	17.3534	0.129631	0.18402	0.025349	0.224341	0.311464	0.125195	0.326976	0.194203	0.194203	0.284619	6.60769	0.00228232	0.999801
510	-5102.84	-5113.06	10.2236	0.132227	0.252301	0.0310141	0.176587	0.281347	0.126524	0.314678	0.209751	0.201885	0.273687	5.02614	0.000143744	1.3563
520	-5109.75	-5120.72	10.9676	0.153909	0.242979	0.0296424	0.183988	0.270953	0.118528	0.316737	0.201504	0.194611	0.287148	5.34432	0.00303066	1.31909
530	-5092.31	-5110.69	18.3783	0.16542	0.197637	0.0143438	0.210412	0.267657	0.14453	0.318564	0.205372	0.196268	0.279796	7.47846	0.00263469	0.94856
540	-5096.77	-5115.48	18.716	0.188796	0.224117	0.0235242	0.169667	0.278999	0.114897	0.30457	0.195819	0.196559	0.303052	7.48252	0.0142511	0.931672
550	-5103.51	-5121.69	18.1818	0.216075	0.205107	0.03379	0.182115	0.25675	0.106162	0.300302	0.200715	0.197557	0.301427	7.94139	0.0191264	0.958382
560	-5097.04	-5115.44	18.4003	0.168621	0.209583	0.0358413	0.151223	0.264365	0.170367	0.311478	0.197286	0.207467	0.283769	7.67441	0.00020656	0.947456
570	-5104.63	-5125.01	20.3823	0.188989	0.207946	0.0223304	0.242487	0.22776	0.110489	0.302294	0.203266	0.206951	0.287489	8.72237	0.00830043	0.848359
580	-5101.1	-5115.05	13.9521	0.144788	0.207402	0.0201137	0.174253	0.287901	0.165543	0.309458	0.203337	0.195866	0.291339	6.32028	0.0234477	1.16987
590	-5100.93	-5114.41	13.4775	0.156968	0.206654	0.0132895	0.14935	0.319829	0.153909	0.314458	0.209505	0.196511	0.279525	5.67467	0.000676318	1.1936
600	-5113.06	-5119.68	6.62045	0.187784	0.255062	0.0214705	0.139312	0.252808	0.143564	0.301393	0.215269	0.199888	0.28345	4.77205	0.00976385	1.53645
610	-5105.64	-5116.98	11.3489	0.1443	0.223888	0.0205433	0.200857	0.273047	0.137364	0.333302	0.200941	0.19748	0.268276	5.02214	0.00117143	1.30003
620	-5106.91	-5118.02	11.1139	0.173926	0.215127	0.0172247	0.233285	0.252652	0.107784	0.31945	0.192493	0.196196	0.291861	5.70428	0.0122028	1.31178
630	-5105.32	-5116.12	10.8014	0.181414	0.219339	0.0166154	0.192805	0.271361	0.118466	0.302829	0.202672	0.211037	0.283462	5.06591	0.0106271	1.3274
640	-5113.48	-5121.14	7.65288	0.163717	0.231124	0.0360175	0.162737	0.259484	0.146921	0.305976	0.211401	0.205475	0.277148	4.34049	0.00625177	1.48483
650	-5095.42	-5111.9	16.4737	0.151293	0.233106	0.0201677	0.196368	0.264359	0.134706	0.297991	0.214544	0.192959	0.294506	7.08256	0.00227596	1.04379
660	-5108.2	-5119.6	11.4071	0.176864	0.265697	0.0170773	0.156529	0.26626	0.117573	0.312527	0.196282	0.197912	0.293279	5.46775	0.0150441	1.29712
670	-5094.91	-5115.82	20.9086	0.157079	0.275166	0.0279821	0.163972	0.271379	0.104421	0.302573	0.215706	0.197783	0.283938	8.49813	0.000307344	0.822045
680	-5104.37	-5115.72	11.3499	0.159958	0.194909	0.0204333	0.202809	0.289163	0.132728	0.311877	0.20211	0.209216	0.276797	5.31511	0.0261427	1.29998
690	-5099.55	-5118.6	19.0493	0.167848	0.202882	0.0244447	0.1896	0.2646	0.150626	0.312299	0.204737	0.189624	0.293339	6.82085	0.00115327	0.91501
700	-5098.88	-5121.28	22.4013	0.144858	0.237825	0.0226066	0.175344	0.280066	0.1393	0.31044	0.212654	0.192407	0.284499	8.55423	0.0179834	0.747406
710	-5102.29	-5124.05	21.7621	0.133584	0.180397	0.0273393	0.171852	0.358368	0.128459	0.307236	0.208271	0.188686	0.295807	9.22387	0.0132717	0.779369
720	-5106.4	-5123.44	17.0351	0.135376	0.233054	0.0398617	0.188061	0.281706	0.121941	0.317255	0.204473	0.190613	0.287658	6.26732	0.0100124	1.01572
730	-5101.92	-5120.27	18.3522	0.139371	0.189631	0.0336573	0.168621	0.316702	0.152018	0.327848	0.18743	0.202013	0.282709	7.31121	0.0108941	0.949865
740	-5111.47	-5130.63	19.1549	0.173312	0.196883	0.0242518	0.199093	0.300893	0.105567	0.322631	0.191511	0.191427	0.294431	7.2596	0.00828966	0.90973
750	-5101.8	-5121.09	19.2908	0.201367	0.214091	0.0262888	0.198102	0.224545	0.135606	0.304791	0.206095	0.205045	0.284069	6.93582	0.000751165	0.902931
760	-5097.75	-5114.6	16.8524	0.216809	0.210632	0.0255225	0.192706	0.220916	0.133415	0.298845	0.210452	0.201046	0.289657	7.36144	0.00673242	1.02485
770	-5107.88	-5124.13	16.2579	0.186867	0.202244	0.0313578	0.185032	0.212119	0.18238	0.320499	0.20647	0.199932	0.273099	6.95144	0.00181073	1.05458
780	-5092.27	-5113.6	21.3326	0.179191	0.220483	0.019041	0.16475	0.284165	0.132369	0.306878	0.189263	0.205162	0.298697	8.42054	0.000884762	0.800842
790	-5092.87	-5114.56	21.6918	0.187732	0.227878	0.0255747	0.175921	0.231618	0.151277	0.302814	0.214929	0.200007	0.28225	7.87259	0.00167042	0.782885
800	-5096.5	-5117.06	20.566	0.160528	0.238738	0.0333652	0.196323	0.212559	0.158486	0.308656	0.209346	0.204492	0.277507	7.70593	0.00678361	0.839173
810	-5099.71	-5117.12	17.4025	0.157182	0.240991	0.0309476	0.182098	0.252311	0.13647	0.313568	0.212012	0.198932	0.275489	7.55105	0.00419885	0.997348
820	-5101.86	-5115.8	13.9395	0.13351	0.219028	0.0286228	0.209745	0.311307	0.0977861	0.30894	0.192636	0.211823	0.286601	5.47526	0.00563743	1.1705
830	-5106.58	-5118.26	11.676	0.165239	0.186119	0.021969	0.216133	0.274468	0.136072	0.309832	0.219489	0.19662	0.274059	5.78783	0.0180713	1.28367
840	-5101.29	-5112.49	11.1955	0.176746	0.213288	0.0195996	0.178779	0.281547	0.13004	0.322024	0.18651	0.209282	0.282183	5.35964	0.00751523	1.3077
850	-5110.66	-5121.1	10.439	0.17128	0.216337	0.0273684	0.168373	0.284782	0.13186	0.304253	0.198003	0.195792	0.301952	4.59231	0.00126165	1.34552
860	-5102.54	-5115.71	13.1686	0.174061	0.194027	0.0242446	0.181095	0.289405	0.137168	0.317808	0.206825	0.194639	0.280728	5.91386	0.0133597	1.20904
870	-5109.68	-5117.93	8.25187	0.16383	0.204462	0.0296118	0.18318	0.274119	0.144797	0.318731	0.196994	0.183306	0.300969	4.7317	0.00441706	1.45488
880	-5106.91	-5116.09	9.17801	0.133982	0.209577	0.0204183	0.220385	0.234704	0.180934	0.299166	0.196933	0.203024	0.300876	4.96317	0.00190948	1.40857
890	-5103.39	-5118.96	15.5692	0.176213	0.192187	0.0199002	0.235798	0.209569	0.166332	0.301599	0.210418	0.201352	0.286631	6.30084	0.00323588	1.08901
900	-5098.63	-5112.09	13.4606	0.162054	0.25527	0.0163157	0.190623	0.239367	0.136371	0.311422	0.197047	0.199271	0.29226	5.90287	0.00691849	1.19444
910	-5101.82	-5116.07	14.2447	0.147242	0.21234	0.0342177	0.178581	0.264669	0.162949	0.296749	0.211444	0.204209	0.287598	5.79155	0.0044513	1.15524
920	-5105.85	-5122.5	16.6508	0.1596	0.234238	0.0370896	0.176997	0.286883	0.105192	0.321032	0.200221	0.193544	0.285202	6.97014	0.00454264	1.03493
930	-5103.21	-5119.05	15.8411	0.164644	0.231775	0.0370729	0.162369	0.286754	0.117385	0.310394	0.209835	0.184693	0.295078	7.03686	0.0131721	1.07542
940	-5100.2	-5120.05	19.8496	0.120171	0.190142	0.0332277	0.189064	0.333388	0.134007	0.314375	0.1889	0.204624	0.292101	7.40856	0.0132907	0.874992
950	-5105.66	-5118.41	12.755	0.163208	0.214606	0.0299757	0.17056	0.300759	0.120892	0.327139	0.191822	0.204698	0.27634	5.52167	0.0106092	1.22972
960	-5113.43	-5119.08	5.6516	0.194395	0.175058	0.0259148	0.147454	0.317761	0.139418	0.305582	0.199051	0.18769	0.307677	3.95878	0.00273348	1.58489
970	-5106.56	-5121.42	14.866	0.199103	0.239447	0.0257909	0.151506	0.25421	0.129943	0.295932	0.213903	0.198821	0.291344	5.63762	0.00894748	1.12417
980	-5096.87	-5116.16	19.2859	0.18463	0.195392	0.0221862	0.166536	0.30615	0.125105	0.318457	0.193109	0.192536	0.295898	7.67158	0.00842325	0.90318
990	-5104.77	-5115.65	10.8868	0.199862	0.188176	0.0342009	0.180913	0.261163	0.135685	0.311371	0.193353	0.202267	0.293009	5.4237	0.00436371	1.32313
1000	-5108.78	-5116.2	7.41853	0.150794	0.192865	0.033796	0.178995	0.309471	0.134079	0.306189	0.211811	0.194379	0.287621	4.31236	0.0179743	1.49655
1010	-5099.26	-5110.76	11.498	0.170599	0.220344	0.0298097	0.159866	0.29134	0.128041	0.293894	0.214104	0.19731	0.294692	5.0513	0.00478212	1.29257
1020	-5118.15	-5121.72	3.56251	0.135743	0.228459	0.0264964	0.16223	0.317136	0.129935	0.307658	0.20903	0.196218	0.287094	4.12714	0.015509	1.68935
1030	-5111.38	-5122.95	11.5749	0.195741	0.222366	0.0440368	0.147911	0.276182	0.113763	0.315633	0.210139	0.168933	0.305295	4.89788	0.000724856	1.28873
1040	-5104.77	-5114.74	9.97035	0.177645	0.187962	0.0251406	0.179468	0.290415	0.139369	0.322262	0.218897	0.195653	0.263188	4.67609	0.00351839	1.36896
1050	-5094.5	-5109.06	14.552	0.160353	0.227052	0.0333379	0.161999	0.268235	0.149024	0.315973	0.2012	0.191042	0.291785	6.07148	0.000956993	1.13987
1060	-5098.07	-5111.41	13.3447	0.163434	0.23491	0.0189817	0.186549	0.259859	0.136265	0.30699	0.195368	0.20173	0.295912	5.4758	0.0139785	1.20024
1070	-5097.15	-5115.41	18.261	0.143121	0.221061	0.0374945	0.192273	0.259981	0.146069	0.30159	0.211934	0.20232	0.284156	6.68348	0.0162253	0.954424
1080	-5108.6	-5127.27	18.6701	0.191083	0.24252	0.0411341	0.210937	0.20034	0.113986	0.283732	0.192873	0.221455	0.30194	7.26145	0.00474741	0.933969
1090	-5106.01	-5123.66	17.6546	0.220856	0.199445	0.0376919	0.155575	0.25522	0.131212	0.301673	0.206284	0.195954	0.296089	6.77478	0.012762	0.984743
1100	-5100.9	-5115.58	14.6749	0.210676	0.197251	0.0359546	0.211538	0.243457	0.101124	0.310512	0.200452	0.201516	0.28752	6.27023	0.0055109	1.13373
1110	-5106.28	-5116.82	10.5437	0.198047	0.18747	0.0355893	0.12543	0.321517	0.131947	0.312043	0.199767	0.200026	0.288164	5.18393	0.00194207	1.34029
1120	-5109.17	-5125.07	15.9011	0.223041	0.191509	0.036356	0.157829	0.256475	0.13479	0.310523	0.203387	0.200041	0.286049	5.88967	0.00727576	1.07242
1130	-5097.26	-5118.7	21.4353	0.199098	0.20664	0.0196346	0.140886	0.311558	0.122184	0.308527	0.200714	0.214493	0.276266	8.43043	0.00142184	0.795706
1140	-5103.02	-5119.29	16.2632	0.133519	0.258672	0.0260124	0.178548	0.276743	0.126506	0.316892	0.202324	0.184085	0.296699	6.56512	0.00475079	1.05431
1150	-5101.11	-5124.63	23.5152	0.172508	0.204751	0.0367492	0.196446	0.259754	0.129792	0.313897	0.184961	0.221529	0.279612	9.62499	0.0151125	0.691711
1160	-5102.02	-5114.17	12.1482	0.15192	0.214175	0.0323635	0.143695	0.306639	0.151208	0.308921	0.214483	0.197671	0.278925	6.44256	0.00279735	1.26007
1170	-5101.26	-5113.92	12.6566	0.195756	0.194109	0.0200852	0.214181	0.225564	0.150305	0.292266	0.198144	0.207211	0.302379	5.02083	0.00257387	1.23464
1180	-5111.34	-5116.37	5.02802	0.179364	0.224037	0.0203094	0.176168	0.297948	0.102173	0.305037	0.204964	0.209435	0.280563	4.37682	0.01074	1.61607
1190	-5103.39	-5113.35	9.96046	0.153384	0.217256	0.0236905	0.150651	0.287893	0.167124	0.308698	0.197792	0.196481	0.297029	4.62867	0.00712153	1.36945
1200	-5103.2	-5119.53	16.3335	0.158792	0.186333	0.0443456	0.232891	0.27872	0.0989185	0.301209	0.210946	0.197755	0.29009	6.60961	0.00533973	1.0508
1210	-5100.61	-5120.21	19.6026	0.151318	0.279725	0.0294499	0.178882	0.261684	0.0989413	0.282987	0.218759	0.203584	0.294669	7.51674	0.00375298	0.887341
1220	-5109.1	-5129.06	19.9573	0.135826	0.159968	0.0281903	0.230515	0.240869	0.204633	0.310265	0.203808	0.202295	0.283632	7.26345	0.00600486	0.869607
1230	-5113.18	-5121.14	7.96182	0.217519	0.17912	0.0258816	0.237121	0.221142	0.119216	0.300456	0.201307	0.203057	0.29518	4.52932	0.0062699	1.46938
1240	-5108.7	-5121.08	12.3753	0.162584	0.210699	0.0304446	0.209435	0.250715	0.136122	0.304491	0.190752	0.195498	0.309259	5.38997	0.0218275	1.24871
1250	-5107.54	-5121.49	13.9521	0.16047	0.215296	0.0368058	0.176525	0.277479	0.133426	0.295568	0.208317	0.219233	0.276882	5.2876	0.00156973	1.16987
1260	-5100.73	-5112.52	11.788	0.15439	0.238292	0.0253702	0.146674	0.293935	0.141339	0.320144	0.198299	0.186068	0.29549	5.19661	0.00113655	1.27807
1270	-5099.51	-5117.32	17.8123	0.157854	0.242754	0.0186623	0.183542	0.293218	0.103969	0.301565	0.19205	0.210248	0.296136	7.76517	0.000164973	0.976859
1280	-5102.99	-5127.92	24.9384	0.173878	0.226996	0.0526081	0.134814	0.282134	0.12957	0.317262	0.204651	0.206029	0.272058	12.1517	0.0166851	0.620552
1290	-5106.86	-5129.77	22.9125	0.12579	0.226753	0.0304413	0.140848	0.323722	0.152446	0.312917	0.20868	0.205673	0.27273	8.96401	0.00729851	0.721846
1300	-5105.29	-5123.69	18.4006	0.162381	0.244658	0.0301312	0.132672	0.321236	0.108922	0.294712	0.205849	0.194067	0.305371	6.59094	0.0044645	0.947443
1310	-5102.88	-5117.85	14.9754	0.14855	0.200526	0.0275647	0.204805	0.2608	0.157755	0.327402	0.199704	0.191327	0.281567	6.03589	0.0031076	1.1187
1320	-5099.08	-5117.67	18.5931	0.148787	0.267324	0.0254488	0.15146	0.267812	0.139169	0.318129	0.200416	0.190529	0.290926	7.45241	0.00591379	0.937819
1330	-5094.8	-5112.47	17.6736	0.15317	0.198668	0.0270536	0.187769	0.290071	0.143269	0.303368	0.20445	0.205033	0.287149	7.13056	0.00528777	0.983794
1340	-5096.9	-5112.29	15.3893	0.140864	0.231781	0.0251893	0.184957	0.283813	0.133396	0.31496	0.210124	0.190089	0.284827	6.43266	0.00679891	1.09801
1350	-5103.7	-5120.23	16.5259	0.153748	0.228106	0.0334228	0.22574	0.244205	0.114779	0.308497	0.192495	0.203878	0.29513	6.36328	0.0173839	1.04118
1360	-5104.83	-5117.7	12.8684	0.121387	0.229488	0.0286884	0.193763	0.303365	0.123308	0.313899	0.201463	0.194921	0.289717	5.39945	0.00188161	1.22406
1370	-5108.55	-5121.17	12.6165	0.141888	0.248549	0.0206649	0.183443	0.245428	0.160027	0.302715	0.200335	0.213455	0.283496	5.41409	0.00196793	1.23665
1380	-5107.49	-5124.65	17.1601	0.190184	0.191298	0.0355073	0.162144	0.27942	0.141447	0.314613	0.202948	0.190215	0.292225	5.84728	0.00136355	1.00947
1390	-5092.44	-5108.76	16.3198	0.171115	0.239733	0.0259564	0.187068	0.266284	0.109842	0.309085	0.19632	0.201434	0.29316	6.15554	0.00178671	1.05148
1400	-5103.99	-5116.78	12.7887	0.158176	0.273959	0.0239937	0.183974	0.261326	0.0985705	0.313636	0.191822	0.186941	0.307601	5.59953	0.0129263	1.22804
1410	-5105.39	-5115.08	9.68777	0.153148	0.249307	0.0232309	0.178126	0.244794	0.151394	0.309261	0.197887	0.198073	0.294779	5.37958	0.00481136	1.38308
1420	-5101.14	-5114.77	13.6322	0.13964	0.24158	0.043438	0.215985	0.236018	0.123339	0.308377	0.195491	0.195817	0.300315	5.29406	0.00073015	1.18586
1430	-5097.62	-5115.71	18.0874	0.143136	0.203082	0.0259224	0.221392	0.273294	0.133174	0.322037	0.201781	0.200916	0.275266	6.78751	0.00389573	0.963103
1440	-5098.1	-5114.64	16.5433	0.158711	0.217552	0.0244901	0.19797	0.249429	0.151848	0.317794	0.206296	0.191373	0.284538	5.99134	0.00977868	1.04031
1450	-5104.38	-5115.82	11.4346	0.16761	0.213827	0.0258632	0.161083	0.282573	0.149044	0.315991	0.186484	0.194759	0.302766	5.40695	0.00709522	1.29574
1460	-5111.53	-5116.77	5.23843	0.16197	0.204184	0.0194322	0.174004	0.272256	0.168154	0.302181	0.194134	0.204382	0.299302	4.40278	0.00133248	1.60555
1470	-5104.77	-5117.2	12.4333	0.157447	0.210917	0.0185279	0.20488	0.285658	0.122569	0.328968	0.195978	0.203809	0.271245	5.64688	0.000797661	1.24581
1480	-5104.03	-5119.98	15.9513	0.130082	0.233366	0.0199216	0.207027	0.253344	0.156258	0.312362	0.204267	0.193807	0.289565	7.22107	0.0159459	1.06991
1490	-5098.43	-5114.44	16.0087	0.169264	0.220798	0.0180359	0.187431	0.265407	0.139063	0.308516	0.194027	0.200128	0.297329	5.7206	0.00171929	1.06704
1500	-5113.99	-5120.35	6.36705	0.15171	0.209301	0.0337709	0.171211	0.270088	0.16392	0.319296	0.195009	0.190292	0.295403	4.61731	0.00642944	1.54912
1510	-5102.78	-5117.95	15.1752	0.144752	0.193955	0.0298971	0.204516	0.332498	0.0943817	0.308473	0.199531	0.210531	0.281466	5.50924	0.0112254	1.10871
1520	-5094.48	-5115.21	20.733	0.183263	0.199198	0.0307052	0.166314	0.281195	0.139325	0.313142	0.194513	0.204712	0.287632	7.48767	0.0012994	0.830822
1530	-5093.42	-5109.7	16.275	0.187082	0.222535	0.0337108	0.182025	0.222159	0.152486	0.313468	0.195882	0.207995	0.282655	6.78273	0.00016389	1.05372
1540	-5096.63	-5113.7	17.0709	0.179587	0.238505	0.0281707	0.170705	0.256955	0.126077	0.317492	0.202123	0.19397	0.286415	6.7238	0.00840656	1.01393
1550	-5098.2	-5117.12	18.9208	0.137356	0.182418	0.034219	0.202031	0.287585	0.156391	0.297426	0.192493	0.211137	0.298944	8.33566	0.0100012	0.921431
1560	-5096.05	-5118.78	22.7257	0.134038	0.219546	0.0333926	0.197151	0.263258	0.152614	0.313324	0.201274	0.21126	0.274143	9.07752	0.0213476	0.73119
1570	-5091.31	-5113.94	22.6299	0.157415	0.203631	0.0329642	0.201804	0.29228	0.111906	0.309273	0.202652	0.19469	0.293386	9.56137	0.00604424	0.735976
1580	-5098.49	-5115.6	17.1056	0.161959	0.219119	0.0295347	0.189022	0.275345	0.12502	0.303692	0.209522	0.201766	0.28502	7.28376	0.00692341	1.01219
1590	-5103.97	-5119.74	15.7773	0.177817	0.249846	0.0324265	0.169128	0.246831	0.123952	0.300859	0.214182	0.187659	0.297301	6.45817	0.0232817	1.07861
