Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	alpha	pinvar	TL
0	-9865.14	-9863.21	-1.93049	0.0543381	0.000141782	0.275464	0.200382	0.00438406	0.46529	0.116903	0.65658	0.200359	0.0261573	17.4499	0.914192	2.33376
10	-7101.27	-7112	10.7297	0.0345832	0.276891	0.149374	0.127532	0.115489	0.296131	0.193089	0.510195	0.253512	0.043204	3.6857	0.00931303	1.06774
20	-5372.5	-5386.51	14.0184	0.129478	0.141616	0.0763977	0.122476	0.378575	0.151457	0.325715	0.164865	0.271831	0.237589	3.6857	0.00360013	0.738872
30	-5280.03	-5293.69	13.6588	0.196701	0.250233	0.0688772	0.11042	0.237221	0.136547	0.357358	0.210425	0.153369	0.278848	3.6857	0.00126551	0.774824
40	-5242.59	-5256.81	14.2211	0.146015	0.216921	0.0697107	0.111756	0.269971	0.185626	0.35551	0.206326	0.160759	0.277406	3.63696	0.00364285	0.718598
50	-5209.15	-5222.19	13.0369	0.120917	0.203848	0.0577284	0.18791	0.313371	0.116226	0.276832	0.221401	0.210723	0.291044	3.40605	0.00812385	0.83702
60	-5178.82	-5191.68	12.8555	0.17012	0.273727	0.0407251	0.132563	0.221071	0.161795	0.276832	0.221401	0.210723	0.291044	3.40605	0.006569	0.855154
70	-5161.85	-5174.86	13.0059	0.152501	0.26074	0.032384	0.118834	0.290502	0.145039	0.276832	0.221401	0.210723	0.291044	3.40605	8.4284e-05	0.840119
80	-5154.97	-5167.98	13.0109	0.191537	0.248731	0.0308924	0.113361	0.277121	0.138358	0.283304	0.226577	0.19227	0.297849	3.40605	0.00101905	0.839616
90	-5130.13	-5143.28	13.148	0.199014	0.288911	0.0320983	0.117786	0.233429	0.128762	0.283304	0.226577	0.19227	0.297849	3.40605	0.000905285	0.825911
100	-5127.9	-5142.09	14.1819	0.177073	0.23264	0.0311803	0.207274	0.226753	0.12508	0.323866	0.208739	0.177133	0.290262	3.40605	0.00118023	0.72252
110	-5130.53	-5144.04	13.5051	0.198684	0.171338	0.0349858	0.200218	0.254428	0.140346	0.287692	0.21632	0.195184	0.300804	3.40955	0.00338072	0.790194
120	-5134.86	-5147.23	12.3682	0.155762	0.228442	0.0373027	0.213477	0.271277	0.0937398	0.288102	0.215203	0.195462	0.301233	3.40955	0.0329109	0.903889
130	-5124.62	-5138.55	13.9224	0.148902	0.218381	0.0356599	0.218437	0.25933	0.11929	0.305074	0.214439	0.194768	0.285719	3.33643	0.00550543	0.748469
140	-5133.38	-5147.19	13.8125	0.207528	0.205633	0.0398764	0.158404	0.276232	0.112327	0.296791	0.208616	0.216631	0.277962	3.23145	0.00174115	0.759459
150	-5116.41	-5129.8	13.3864	0.183259	0.219003	0.035213	0.176779	0.243928	0.141819	0.296791	0.208616	0.216631	0.277962	3.23145	0.00296278	0.802068
160	-5107.61	-5121.56	13.948	0.170807	0.204122	0.0328204	0.154713	0.305355	0.132182	0.317805	0.197841	0.205442	0.278911	3.23145	0.00175601	0.745907
170	-5114.18	-5127.81	13.6244	0.158376	0.189267	0.0304318	0.238893	0.283132	0.0999006	0.313854	0.198442	0.206066	0.281639	3.23145	0.00167014	0.778272
180	-5103.92	-5116.82	12.9008	0.148028	0.193313	0.0284435	0.223285	0.292931	0.113999	0.299295	0.202652	0.210438	0.287615	3.23145	0.00678171	0.850626
190	-5098.85	-5112.09	13.2392	0.154194	0.201365	0.0296283	0.232586	0.263479	0.118748	0.299295	0.202652	0.210438	0.287615	3.22691	0.00409505	0.816785
200	-5105.91	-5119.43	13.5208	0.178285	0.232827	0.0237784	0.113427	0.304646	0.147037	0.304988	0.206507	0.19542	0.293086	3.22691	0.0112741	0.788628
210	-5103.33	-5116.16	12.8343	0.175979	0.229814	0.0275125	0.111959	0.300704	0.154031	0.303816	0.205714	0.198511	0.291959	3.22691	0.00688654	0.857277
220	-5110.01	-5122.97	12.9543	0.141505	0.258379	0.0278437	0.113307	0.304324	0.15464	0.309703	0.2097	0.202358	0.278239	3.22691	0.0018198	0.845278
230	-5113.29	-5124.77	11.4778	0.183123	0.192748	0.0207711	0.212652	0.275346	0.11536	0.291761	0.215151	0.207618	0.285471	2.55796	0.0139648	0.992929
240	-5114.27	-5124.69	10.4244	0.21279	0.223974	0.0244682	0.121301	0.276543	0.140923	0.28711	0.211721	0.204308	0.296862	2.55796	0.0106777	1.09826
250	-5107.81	-5118.77	10.9578	0.226663	0.208914	0.022823	0.152205	0.257948	0.131447	0.28711	0.211721	0.204308	0.296862	2.55796	0.016662	1.04493
260	-5107.16	-5118.99	11.832	0.221842	0.204471	0.0395269	0.153045	0.252462	0.128652	0.292588	0.21506	0.200713	0.291638	2.55796	0.0119318	0.95751
