Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	alpha	pinvar	TL
230	-5108.06	-5112.7	4.64466	0.15082	0.211894	0.032765	0.169784	0.262811	0.171926	0.319874	0.196421	0.215976	0.267729	1.97868	0.000843444	1.67624
240	-5112.4	-5117.19	4.79302	0.153336	0.215429	0.0333115	0.155935	0.267194	0.174794	0.319874	0.196421	0.215976	0.267729	1.97868	0.0085795	1.66141
250	-5113.23	-5117.48	4.25014	0.141961	0.199447	0.0308404	0.144367	0.321556	0.161827	0.319874	0.196421	0.215976	0.267729	1.97868	0.0110592	1.71569
260	-5112.67	-5116.9	4.22704	0.196855	0.186688	0.0288673	0.135131	0.300985	0.151474	0.313636	0.19259	0.211764	0.28201	2.04123	0.00221408	1.718
270	-5110.02	-5113.86	3.83863	0.196855	0.186688	0.0288673	0.135131	0.300985	0.151474	0.313636	0.19259	0.211764	0.28201	2.04123	0.00106833	1.75684
280	-5104.37	-5109	4.63452	0.179105	0.169855	0.0262644	0.213114	0.273846	0.137816	0.313636	0.19259	0.211764	0.28201	2.04123	0.00444601	1.67726
290	-5104.32	-5109.56	5.2364	0.156378	0.19484	0.030128	0.146436	0.314129	0.158089	0.312899	0.194487	0.211266	0.281347	2.04123	0.00399236	1.61707
300	-5108.67	-5114.05	5.37684	0.153981	0.207181	0.0296662	0.144192	0.309314	0.155666	0.317116	0.197108	0.214114	0.271662	2.09695	0.00551793	1.60302
310	-5112.41	-5117.55	5.138	0.153981	0.207181	0.0296662	0.144192	0.309314	0.155666	0.317116	0.197108	0.214114	0.271662	2.09695	0.00273996	1.62691
320	-5113.73	-5118.64	4.91417	0.153981	0.207181	0.0296662	0.144192	0.309314	0.155666	0.317116	0.197108	0.214114	0.271662	2.09695	0.0196446	1.64929
330	-5110.2	-5115.54	5.33984	0.131664	0.177153	0.0253665	0.265591	0.264483	0.135743	0.328032	0.203893	0.187062	0.281013	2.06326	0.00240902	1.60672
340	-5108.49	-5113.71	5.22269	0.131664	0.177153	0.0253665	0.265591	0.264483	0.135743	0.328032	0.203893	0.187062	0.281013	2.06326	0.00765621	1.61844
350	-5112.85	-5117.82	4.96493	0.131664	0.177153	0.0253665	0.265591	0.264483	0.135743	0.328032	0.203893	0.187062	0.281013	2.06326	0.0344634	1.64421
360	-5108.02	-5113.23	5.21138	0.125382	0.216408	0.0241564	0.25292	0.251866	0.129267	0.324061	0.201425	0.184798	0.289715	2.06326	0.00384092	1.61957
370	-5108.38	-5113.66	5.27608	0.143971	0.211808	0.023643	0.247545	0.246513	0.12652	0.324061	0.201425	0.184798	0.289715	2.06326	0.00593665	1.6131
380	-5109.44	-5114.4	4.96432	0.143971	0.211808	0.023643	0.247545	0.246513	0.12652	0.324061	0.201425	0.184798	0.289715	2.06326	0.00653296	1.64428
390	-5104.15	-5110.83	6.67868	0.149029	0.184116	0.0244736	0.256242	0.255174	0.130965	0.322482	0.199788	0.189427	0.288303	2.06326	0.0030223	1.47284
400	-5107.54	-5113.21	5.66788	0.143721	0.177558	0.023602	0.247116	0.281701	0.126301	0.300369	0.206309	0.195609	0.297713	2.06326	0.00593351	1.57392
410	-5106.97	-5112.59	5.616	0.143721	0.177558	0.023602	0.247116	0.281701	0.126301	0.300369	0.206309	0.195609	0.297713	2.06326	0.00696369	1.57911
420	-5111.6	-5116.4	4.80242	0.143721	0.177558	0.023602	0.247116	0.281701	0.126301	0.300369	0.206309	0.195609	0.297713	2.06326	0.00476341	1.66047
430	-5112.7	-5117.38	4.68643	0.126275	0.269937	0.0207369	0.217118	0.247505	0.118428	0.319632	0.200629	0.190224	0.289516	2.06326	0.0116617	1.67206
440	-5113.36	-5117.49	4.12399	0.126275	0.269937	0.0207369	0.217118	0.247505	0.118428	0.322001	0.194703	0.191634	0.291662	2.06326	0.00387712	1.72831
450	-5108.36	-5111.96	3.60097	0.140972	0.301353	0.0231504	0.163804	0.238509	0.132211	0.322001	0.194703	0.191634	0.291662	2.06326	0.00189133	1.78061
460	-5110.76	-5115.7	4.94342	0.104173	0.22269	0.0171074	0.250272	0.308058	0.0976996	0.322001	0.194703	0.191634	0.291662	2.14413	0.00189133	1.64637
470	-5106.55	-5111.2	4.6588	0.152791	0.210604	0.0161789	0.236689	0.291339	0.0923973	0.322001	0.194703	0.191634	0.291662	1.87217	0.000515989	1.67483
480	-5108.29	-5110.67	2.3892	0.168319	0.21736	0.0166979	0.244282	0.25798	0.0953612	0.322001	0.194703	0.191634	0.291662	1.87217	0.00276061	1.90179
490	-5111.23	-5114.43	3.20022	0.166339	0.226569	0.0165015	0.241408	0.254944	0.0942392	0.322001	0.194703	0.191634	0.291662	1.79951	0.0016239	1.82069
500	-5120.98	-5123.55	2.57152	0.233562	0.190593	0.0138813	0.203076	0.279611	0.0792757	0.322001	0.194703	0.191634	0.291662	1.79951	0.0016239	1.88356
510	-5125.34	-5127.37	2.03131	0.233562	0.190593	0.0138813	0.203076	0.279611	0.0792757	0.314794	0.190345	0.209727	0.285134	1.79951	0.0189326	1.93758
520	-5108.65	-5112.06	3.40769	0.211414	0.172521	0.012565	0.18382	0.253098	0.166583	0.314794	0.190345	0.209727	0.285134	1.79951	0.000431496	1.79994
530	-5116.22	-5117.24	1.02043	0.211414	0.172521	0.012565	0.18382	0.253098	0.166583	0.314794	0.190345	0.209727	0.285134	1.79951	0.00725489	2.03866
540	-5114.13	-5117.21	3.07623	0.189139	0.154343	0.0112412	0.164452	0.331793	0.149031	0.312201	0.188777	0.216236	0.282785	1.85792	0.0038216	1.83308
550	-5112.87	-5115.74	2.87135	0.189139	0.154343	0.0112412	0.164452	0.331793	0.149031	0.312201	0.188777	0.216236	0.282785	1.85792	0.017266	1.85357
560	-5113.38	-5116.14	2.76258	0.156718	0.255255	0.00931423	0.136262	0.274918	0.167533	0.312201	0.188777	0.216236	0.282785	1.85792	0.00914852	1.86445
570	-5112.35	-5114.66	2.31119	0.209314	0.210265	0.0104637	0.153078	0.308845	0.108034	0.312201	0.188777	0.216236	0.282785	1.85792	0.000649024	1.90959
580	-5113.06	-5114.87	1.80546	0.196427	0.25889	0.00981943	0.143653	0.289829	0.101382	0.312201	0.188777	0.216236	0.282785	1.85792	0.00649397	1.96016
590	-5118.8	-5121.57	2.77365	0.195013	0.257027	0.0169428	0.14262	0.287744	0.100652	0.28746	0.195568	0.224015	0.292957	1.85792	0.0100473	1.86334
600	-5110.01	-5112.89	2.87685	0.188903	0.248973	0.0164119	0.138151	0.310063	0.0974985	0.28746	0.195568	0.224015	0.292957	1.85792	0.00109591	1.85302
610	-5105.3	-5108.34	3.0417	0.17502	0.230676	0.0183271	0.127998	0.288585	0.159394	0.291045	0.198006	0.214339	0.29661	1.85792	0.00477296	1.83654
620	-5106.88	-5109.61	2.72882	0.177839	0.234391	0.0186223	0.130059	0.277127	0.161962	0.291045	0.198006	0.214339	0.29661	1.85792	0.0057049	1.86783
630	-5105.01	-5109.1	4.08954	0.177839	0.234391	0.0186223	0.130059	0.277127	0.161962	0.324003	0.188801	0.204375	0.282821	1.85792	0.0057049	1.73175
640	-5108.61	-5111.84	3.22288	0.177839	0.234391	0.0186223	0.130059	0.277127	0.161962	0.324003	0.188801	0.204375	0.282821	1.85792	0.013142	1.81842
650	-5107.13	-5111.3	4.17107	0.177839	0.234391	0.0186223	0.130059	0.277127	0.161962	0.324003	0.188801	0.204375	0.282821	1.85792	0.0152624	1.7236
660	-5106.62	-5111.49	4.87347	0.170174	0.1781	0.0178197	0.213744	0.265182	0.154981	0.324003	0.188801	0.204375	0.282821	1.85792	0.00260983	1.65336
670	-5113	-5117.5	4.49485	0.168303	0.176142	0.0176237	0.222389	0.262266	0.153277	0.324003	0.188801	0.204375	0.282821	1.85792	0.000659878	1.69122
680	-5115.51	-5117.81	2.29361	0.152835	0.251855	0.0160041	0.201951	0.238164	0.13919	0.321123	0.196013	0.202558	0.280307	1.85792	0.0247577	1.91135
690	-5115.86	-5117.06	1.19805	0.152835	0.251855	0.0160041	0.201951	0.238164	0.13919	0.311446	0.188074	0.196454	0.304026	1.85792	0.00872776	2.0209
700	-5111.08	-5115.88	4.80928	0.152835	0.251855	0.0160041	0.201951	0.238164	0.13919	0.311446	0.188074	0.196454	0.304026	1.85792	7.80333e-05	1.65978
710	-5112.98	-5117.17	4.19793	0.168805	0.173681	0.0176764	0.223053	0.26305	0.153735	0.311446	0.188074	0.196454	0.304026	1.85792	0.00315716	1.72091
720	-5111.31	-5115.12	3.80197	0.168805	0.173681	0.0176764	0.223053	0.26305	0.153735	0.30287	0.210433	0.191044	0.295653	1.85792	0.000182316	1.76051
730	-5110.58	-5114.56	3.97979	0.168805	0.173681	0.0176764	0.223053	0.26305	0.153735	0.305779	0.212454	0.183273	0.298494	1.85792	0.000145666	1.74273
740	-5110.35	-5115.11	4.75755	0.168805	0.173681	0.0176764	0.223053	0.26305	0.153735	0.305779	0.212454	0.183273	0.298494	2.14009	0.0112154	1.66495
750	-5105.63	-5110.02	4.38689	0.183032	0.188318	0.0191661	0.211837	0.285218	0.112429	0.302728	0.210334	0.191422	0.295515	2.078	0.00242202	1.70202
760	-5117.25	-5121.89	4.63451	0.197567	0.203274	0.0206882	0.228661	0.228452	0.121357	0.302728	0.210334	0.191422	0.295515	2.078	0.0104593	1.67726
770	-5104.02	-5109.55	5.53175	0.197567	0.203274	0.0206882	0.228661	0.228452	0.121357	0.302728	0.210334	0.191422	0.295515	2.078	0.00921759	1.58753
780	-5102.96	-5108.8	5.83481	0.197567	0.203274	0.0206882	0.228661	0.228452	0.121357	0.302728	0.210334	0.191422	0.295515	2.078	2.84487e-05	1.55723
790	-5106.72	-5111.71	4.9906	0.197567	0.203274	0.0206882	0.228661	0.228452	0.121357	0.30607	0.201616	0.193536	0.298778	2.078	0.000494964	1.64165
800	-5118.83	-5123.3	4.46971	0.170546	0.174969	0.0178586	0.197387	0.33448	0.104759	0.325441	0.195988	0.188133	0.290438	2.05611	0.000546119	1.69374
810	-5115.31	-5120.89	5.58772	0.170546	0.174969	0.0178586	0.197387	0.33448	0.104759	0.325441	0.195988	0.188133	0.290438	2.05611	0.00164395	1.58194
820	-5107.9	-5112.72	4.81701	0.170546	0.174969	0.0178586	0.197387	0.33448	0.104759	0.325441	0.195988	0.188133	0.290438	2.05611	0.00296988	1.65901
830	-5113.09	-5116.38	3.29126	0.184046	0.188819	0.0192723	0.209517	0.285293	0.113052	0.325441	0.195988	0.188133	0.290438	2.05611	0.0113922	1.81158
840	-5106.64	-5111.52	4.87271	0.170556	0.248279	0.0178597	0.194159	0.264381	0.104765	0.325045	0.196103	0.188244	0.290608	2.05611	0.00771162	1.65344
850	-5109.68	-5114.72	5.04039	0.167008	0.243115	0.0174882	0.190121	0.258882	0.123385	0.325045	0.196103	0.188244	0.290608	2.05611	0.0109813	1.63667
860	-5105.48	-5109.21	3.72726	0.15803	0.230045	0.016548	0.1799	0.298725	0.116752	0.325045	0.196103	0.188244	0.290608	2.05611	0.0103867	1.76798
870	-5104.19	-5109.38	5.1827	0.15803	0.230045	0.016548	0.1799	0.298725	0.116752	0.325045	0.196103	0.188244	0.290608	2.05611	0.0103867	1.62244
880	-5109.41	-5114.04	4.62675	0.15803	0.230045	0.016548	0.1799	0.298725	0.116752	0.325045	0.196103	0.188244	0.290608	2.05611	0.00831733	1.67803
890	-5108.89	-5114.98	6.09676	0.15265	0.222214	0.0159847	0.173776	0.322598	0.112777	0.325045	0.196103	0.188244	0.290608	2.05611	0.00403415	1.53103
900	-5111.5	-5116.85	5.34959	0.153955	0.224114	0.0161214	0.175262	0.316807	0.113741	0.325045	0.196103	0.188244	0.290608	2.05611	0.00112272	1.60575
910	-5107.32	-5112.87	5.55062	0.161166	0.234611	0.0168765	0.183471	0.284806	0.119069	0.301761	0.197695	0.208422	0.292122	2.05611	0.00603057	1.58565
920	-5113.49	-5118.78	5.28813	0.164774	0.239862	0.0172542	0.187577	0.268799	0.121734	0.301761	0.197695	0.208422	0.292122	2.05611	0.00932638	1.61189
930	-5120.45	-5124.74	4.29062	0.164774	0.239862	0.0172542	0.187577	0.268799	0.121734	0.301761	0.197695	0.208422	0.292122	2.05611	0.0102965	1.71165
940	-5111.24	-5114.21	2.97063	0.195661	0.213431	0.0153529	0.166907	0.300328	0.10832	0.301761	0.197695	0.208422	0.292122	2.05611	0.00167102	1.84364
950	-5108.92	-5112.49	3.56436	0.195661	0.213431	0.0153529	0.166907	0.300328	0.10832	0.301761	0.197695	0.208422	0.292122	2.05611	0.00590358	1.78427
960	-5099.99	-5104.94	4.95567	0.195661	0.213431	0.0153529	0.166907	0.300328	0.10832	0.301761	0.197695	0.208422	0.292122	2.05611	0.000400126	1.64514
970	-5100.74	-5106.48	5.74219	0.179118	0.21782	0.0156687	0.17034	0.306505	0.110547	0.316986	0.193384	0.203878	0.285753	2.05611	0.00287795	1.56649
980	-5109.19	-5112.83	3.63846	0.179118	0.21782	0.0156687	0.17034	0.306505	0.110547	0.2952	0.214746	0.204445	0.285609	2.04036	0.00561016	1.77686
990	-5111.28	-5117.5	6.21651	0.165378	0.201112	0.0144667	0.157273	0.359702	0.102067	0.293579	0.217311	0.203322	0.285787	2.04036	0.000106664	1.51906
1000	-5114.01	-5119.21	5.20188	0.150514	0.183036	0.0131665	0.143138	0.327373	0.182772	0.293848	0.21751	0.203509	0.285133	2.04036	0.00178238	1.62052
1010	-5119.58	-5123.98	4.39972	0.139638	0.18538	0.0133351	0.144971	0.331565	0.185112	0.293848	0.21751	0.203509	0.285133	2.04036	0.014681	1.70074
1020	-5110.07	-5115.22	5.15754	0.186958	0.175184	0.0126016	0.136997	0.313329	0.174931	0.293848	0.21751	0.203509	0.285133	2.04036	0.00498013	1.62495
1030	-5110.47	-5115.19	4.72581	0.161866	0.285885	0.0109103	0.11861	0.271276	0.151453	0.293848	0.21751	0.203509	0.285133	2.04036	0.000369358	1.66813
1040	-5114.66	-5119.41	4.74873	0.161866	0.285885	0.0109103	0.11861	0.271276	0.151453	0.292655	0.216627	0.206742	0.283976	2.04036	0.0127909	1.66583
1050	-5109.25	-5113.93	4.67457	0.161866	0.285885	0.0109103	0.11861	0.271276	0.151453	0.29991	0.214405	0.204622	0.281063	2.04036	0.00194592	1.67325
1060	-5119.03	-5123.03	3.99565	0.163298	0.279565	0.0110069	0.11966	0.273676	0.152793	0.29991	0.214405	0.204622	0.281063	2.04036	0.0096028	1.74114
1070	-5113.56	-5118.33	4.77324	0.17833	0.213247	0.0120201	0.130675	0.298869	0.166858	0.306577	0.219171	0.186941	0.287311	2.04036	0.00470614	1.66338
1080	-5107.93	-5113.42	5.48257	0.17833	0.213247	0.0120201	0.130675	0.298869	0.166858	0.309608	0.211451	0.18879	0.290151	2.04036	0.0172362	1.59245
1090	-5122.61	-5125.51	2.90197	0.17833	0.213247	0.0120201	0.130675	0.298869	0.166858	0.309608	0.211451	0.18879	0.290151	2.04036	0.00555859	1.85051
1100	-5109.17	-5114.06	4.88476	0.173363	0.207308	0.0116853	0.154887	0.290545	0.162211	0.309608	0.211451	0.18879	0.290151	2.04036	0.00784483	1.65223
1110	-5112.57	-5115.91	3.33892	0.168993	0.22729	0.0113908	0.150982	0.283221	0.158122	0.309608	0.211451	0.18879	0.290151	2.04036	0.0391885	1.80682
1120	-5104.55	-5109.31	4.76271	0.168993	0.22729	0.0113908	0.150982	0.283221	0.158122	0.309608	0.211451	0.18879	0.290151	2.04036	0.00775623	1.66444
1130	-5106.31	-5110.98	4.67629	0.167482	0.225258	0.0112889	0.158573	0.280689	0.156708	0.309608	0.211451	0.18879	0.290151	2.04036	0.00661121	1.67308
1140	-5105.96	-5110.46	4.5047	0.167482	0.225258	0.0112889	0.158573	0.280689	0.156708	0.309608	0.211451	0.18879	0.290151	2.04036	0.00661688	1.69024
1150	-5113.63	-5115.5	1.87225	0.167482	0.225258	0.0112889	0.158573	0.280689	0.156708	0.309608	0.211451	0.18879	0.290151	2.04036	0.0141085	1.95348
1160	-5112.96	-5117.61	4.65318	0.162364	0.248936	0.0109439	0.153727	0.272111	0.151919	0.309608	0.211451	0.18879	0.290151	2.04036	0.0285973	1.67539
1170	-5113.2	-5117.41	4.21472	0.179097	0.171531	0.0120718	0.16957	0.300154	0.167576	0.303394	0.207208	0.205069	0.284328	2.04036	0.0252504	1.71924
1180	-5118.15	-5123.16	5.01102	0.179097	0.171531	0.0120718	0.16957	0.300154	0.167576	0.297685	0.203309	0.201211	0.297795	2.04036	0.0111888	1.63961
1190	-5112.24	-5116.11	3.86515	0.181391	0.173728	0.0122264	0.171742	0.291191	0.169722	0.30312	0.201735	0.199653	0.295491	2.04342	0.00449217	1.75419
1200	-5114.34	-5117.14	2.80387	0.194268	0.186061	0.0130944	0.183933	0.311862	0.110781	0.30312	0.201735	0.199653	0.295491	1.90384	0.00719558	1.86032
1210	-5108.53	-5110.87	2.33383	0.183025	0.233165	0.0123366	0.173289	0.293814	0.10437	0.301954	0.202073	0.199987	0.295985	1.90384	0.00813612	1.90732
1220	-5108.66	-5112.31	3.64596	0.189045	0.240834	0.0127423	0.178988	0.270587	0.107803	0.305625	0.204529	0.190262	0.299583	1.90384	0.0062464	1.77611
1230	-5110.92	-5114.08	3.16078	0.193191	0.246116	0.0130218	0.127247	0.276521	0.143903	0.297287	0.198949	0.212353	0.29141	1.90384	0.0062464	1.82463
1240	-5112.51	-5116.72	4.21374	0.200736	0.216673	0.0135304	0.132217	0.287321	0.149523	0.290507	0.217218	0.207511	0.284764	1.90384	5.3444e-05	1.71933
1250	-5108.96	-5112.09	3.12947	0.195967	0.211525	0.0132089	0.152834	0.280495	0.14597	0.289455	0.216432	0.206759	0.287354	1.90384	0.0058143	1.82776
1260	-5111.04	-5113.53	2.4963	0.195967	0.211525	0.0132089	0.152834	0.280495	0.14597	0.316585	0.208168	0.198865	0.276383	1.80451	0.000333839	1.89108
1270	-5114.2	-5116.73	2.53441	0.182702	0.197207	0.0187683	0.127564	0.337669	0.13609	0.316585	0.208168	0.198865	0.276383	2.01607	0.00100929	1.88727
1280	-5116.95	-5119.34	2.39541	0.182702	0.197207	0.0187683	0.127564	0.337669	0.13609	0.316585	0.208168	0.198865	0.276383	2.01607	0.00544388	1.90117
1290	-5113.84	-5119.08	5.23502	0.182702	0.197207	0.0187683	0.127564	0.337669	0.13609	0.316585	0.208168	0.198865	0.276383	2.01607	0.0107098	1.61721
1300	-5106.78	-5112.12	5.34548	0.182702	0.197207	0.0187683	0.127564	0.337669	0.13609	0.316585	0.208168	0.198865	0.276383	2.01607	0.00712301	1.60616
1310	-5106.65	-5111.1	4.45781	0.151675	0.282464	0.0155809	0.156979	0.280324	0.112978	0.316585	0.208168	0.198865	0.276383	1.87411	0.00321223	1.69493
1320	-5106.77	-5111.68	4.91342	0.154654	0.288012	0.015887	0.160062	0.28583	0.0955548	0.309103	0.203248	0.194165	0.293485	1.87411	0.0109287	1.64937
1330	-5109.38	-5113.26	3.87331	0.146391	0.272623	0.0150381	0.204941	0.270558	0.0904492	0.311027	0.202682	0.193624	0.292667	1.87411	0.00105285	1.75338
1340	-5110.58	-5113.99	3.40869	0.146391	0.272623	0.0150381	0.204941	0.270558	0.0904492	0.311027	0.202682	0.193624	0.292667	1.87411	0.00055752	1.79984
1350	-5106.8	-5110.55	3.74672	0.167248	0.265962	0.0146707	0.199934	0.263947	0.0882392	0.311027	0.202682	0.193624	0.292667	1.87411	0.00193283	1.76604
1360	-5112.29	-5115.06	2.76408	0.166144	0.270808	0.0145738	0.198614	0.262204	0.0876567	0.311027	0.202682	0.193624	0.292667	1.87411	0.00540152	1.8643
1370	-5117.36	-5117.37	0.00854526	0.165942	0.270478	0.0145561	0.199588	0.261886	0.0875502	0.311027	0.202682	0.193624	0.292667	1.70817	0.00942355	2.13985
1380	-5118.21	-5116.26	-1.95174	0.165942	0.270478	0.0145561	0.199588	0.261886	0.0875502	0.289503	0.209014	0.199673	0.30181	1.51081	0.000900323	2.33588
1390	-5120.33	-5117.14	-3.1902	0.16727	0.21728	0.0158958	0.217957	0.285989	0.0956079	0.289503	0.209014	0.199673	0.30181	1.51131	0.0194543	2.45973
1400	-5120.24	-5116.54	-3.70289	0.16727	0.21728	0.0158958	0.217957	0.285989	0.0956079	0.289503	0.209014	0.199673	0.30181	1.51131	0.0119798	2.511
1410	-5115.03	-5111.72	-3.31357	0.18441	0.239543	0.0175245	0.160069	0.293049	0.105404	0.289503	0.209014	0.199673	0.30181	1.3172	0.0150926	2.47206
1420	-5111.9	-5108.76	-3.14014	0.184099	0.23914	0.017495	0.159799	0.292555	0.106912	0.289503	0.209014	0.199673	0.30181	1.3172	0.00123534	2.45472
1430	-5109.71	-5105.78	-3.93699	0.184099	0.23914	0.017495	0.159799	0.292555	0.106912	0.289503	0.209014	0.199673	0.30181	1.3172	0.00143645	2.53441
1440	-5110.18	-5107.06	-3.12163	0.184099	0.23914	0.017495	0.159799	0.292555	0.106912	0.288475	0.211823	0.198964	0.300738	1.29568	0.00384486	2.45287
1450	-5114.69	-5110.17	-4.52289	0.184099	0.23914	0.017495	0.159799	0.292555	0.106912	0.288475	0.211823	0.198964	0.300738	1.29568	0.00312838	2.593
1460	-5115.71	-5111.58	-4.12755	0.169822	0.220594	0.0161382	0.147407	0.269867	0.176173	0.288475	0.211823	0.198964	0.300738	1.29568	0.00167492	2.55346
1470	-5113.39	-5110.81	-2.57943	0.169822	0.220594	0.0161382	0.147407	0.269867	0.176173	0.288475	0.211823	0.198964	0.300738	1.29568	0.00212032	2.39865
1480	-5111.45	-5105.92	-5.52679	0.169822	0.220594	0.0161382	0.147407	0.269867	0.176173	0.332635	0.198677	0.186615	0.282073	1.29568	0.00286524	2.69339
1490	-5122.25	-5120.07	-2.18249	0.191644	0.190941	0.025004	0.166349	0.304546	0.121516	0.332635	0.198677	0.186615	0.282073	1.29568	0.0168816	2.35896
1500	-5120.59	-5117.89	-2.69774	0.190961	0.19026	0.0249149	0.174314	0.298466	0.121083	0.332635	0.198677	0.186615	0.282073	1.29568	0.0115064	2.41048
1510	-5117.05	-5114.34	-2.71001	0.180593	0.17993	0.023562	0.164849	0.28226	0.168806	0.312641	0.206509	0.215731	0.265118	1.29568	0.000252075	2.41171
1520	-5125.87	-5120.09	-5.77754	0.180593	0.17993	0.023562	0.164849	0.28226	0.168806	0.312641	0.206509	0.215731	0.265118	1.29568	0.0100843	2.71846
1530	-5127.98	-5120.58	-7.39258	0.180593	0.17993	0.023562	0.164849	0.28226	0.168806	0.312641	0.206509	0.215731	0.265118	1.29568	0.0112215	2.87997
1540	-5117.9	-5112.17	-5.73789	0.184949	0.160147	0.0241304	0.168826	0.28907	0.172878	0.312641	0.206509	0.215731	0.265118	1.29568	0.00580152	2.7145
1550	-5118.86	-5115.26	-3.60015	0.162823	0.260621	0.0212436	0.148629	0.254487	0.152196	0.312641	0.206509	0.215731	0.265118	1.29568	0.00247741	2.50072
1560	-5117.16	-5110.31	-6.85638	0.160379	0.256709	0.0209248	0.146398	0.302695	0.112894	0.312641	0.206509	0.215731	0.265118	1.1095	0.00870954	2.82635
1570	-5123.14	-5114.55	-8.59194	0.146936	0.235191	0.0191708	0.21795	0.277322	0.10343	0.312641	0.206509	0.215731	0.265118	1.1095	0.000354645	2.9999
1580	-5126.63	-5116.05	-10.5834	0.146936	0.235191	0.0191708	0.21795	0.277322	0.10343	0.312641	0.206509	0.215731	0.265118	1.1095	0.0108584	3.19905
