Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	alpha	pinvar	TL
910	-5241.43	-5228.24	-13.1916	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.000568818	3.45987
920	-5242.3	-5228.98	-13.3146	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.000568818	3.47217
930	-5243.31	-5230.01	-13.2982	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0024973	3.47053
940	-5243.34	-5228.55	-14.7933	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0024973	3.62004
950	-5244.09	-5229.16	-14.9254	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0024973	3.63325
960	-5243.33	-5228.77	-14.5563	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.59634
970	-5244.18	-5229.58	-14.6009	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.6008
980	-5243.18	-5228.98	-14.2	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.56071
990	-5242.98	-5229.23	-13.7518	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.51589
1000	-5246.02	-5231.93	-14.0884	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.54954
1010	-5246.2	-5232.04	-14.1583	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.55654
1020	-5239.5	-5224.98	-14.5165	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.59236
1030	-5234.37	-5220.34	-14.0327	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.54398
1040	-5233.83	-5219.95	-13.8801	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.52872
1050	-5237.31	-5224.75	-12.5599	0.170412	0.185359	0.0665562	0.128382	0.29849	0.1508	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.3967
1060	-5228.62	-5216.12	-12.498	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.39051
1070	-5227.32	-5214.5	-12.8258	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.42328
1080	-5230.62	-5217.7	-12.9201	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.43272
1090	-5229.5	-5216.92	-12.5773	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.39844
1100	-5231	-5218.25	-12.7524	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.41595
1110	-5231.74	-5219.32	-12.4139	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.38209
1120	-5231.25	-5218.86	-12.3963	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0168446	3.38034
1130	-5229.41	-5216.63	-12.7777	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.00875416	3.41848
1140	-5229.9	-5216.73	-13.1682	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.00607046	3.45753
1150	-5229.57	-5216.36	-13.207	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.00607046	3.4614
1160	-5228.43	-5215.13	-13.2923	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.00124868	3.46994
1170	-5227.41	-5214.47	-12.9359	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.00124868	3.43429
1180	-5223.47	-5210.96	-12.505	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.000184253	3.39121
1190	-5223.69	-5211.14	-12.5445	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.000184253	3.39516
1200	-5223.2	-5210.74	-12.4556	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.000184253	3.38627
1210	-5221.82	-5209.79	-12.0286	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.000184253	3.34357
1220	-5220.11	-5208.68	-11.4203	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.000184253	3.28274
1230	-5220.04	-5208.26	-11.7795	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.000184253	3.31866
1240	-5220.16	-5208.2	-11.9594	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.000184253	3.33664
1250	-5220.85	-5209.12	-11.731	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.31381
1260	-5222.18	-5209.84	-12.3351	0.177312	0.192865	0.0287615	0.13358	0.310576	0.156906	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.37422
1270	-5224.57	-5212.03	-12.5425	0.183869	0.199997	0.0298252	0.13852	0.28508	0.162709	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.39496
1280	-5224.93	-5212.38	-12.5421	0.183869	0.199997	0.0298252	0.13852	0.28508	0.162709	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.39491
1290	-5221.14	-5208.97	-12.166	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.3573
1300	-5220.92	-5208.81	-12.113	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.35201
1310	-5221.74	-5209.42	-12.3188	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.37259
1320	-5222.13	-5210.13	-12	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.34071
1330	-5224.06	-5211.5	-12.5597	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.39668
1340	-5224.37	-5211.69	-12.6833	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.40904
1350	-5223.95	-5211.13	-12.8178	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.42249
1360	-5224.05	-5210.9	-13.1433	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.45504
1370	-5223.39	-5210.56	-12.828	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.42351
1380	-5224.06	-5211.25	-12.8074	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.42145
1390	-5224.86	-5211.85	-13.0121	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.44192
1400	-5224.8	-5212.11	-12.6891	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.40962
1410	-5226.58	-5213.54	-13.0414	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.44485
1420	-5214.34	-5201.19	-13.1527	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.45597
1430	-5213.08	-5200.21	-12.8689	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.4276
1440	-5214.25	-5201.37	-12.8854	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.42925
1450	-5212.29	-5199.76	-12.5251	0.173953	0.189211	0.0235564	0.131049	0.328297	0.153934	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.39322
1460	-5215.04	-5201.78	-13.2564	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.46635
1470	-5211.37	-5198.64	-12.7286	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.41357
1480	-5213.09	-5200.27	-12.8137	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.42208
1490	-5214.64	-5201.41	-13.2284	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.46355
1500	-5214.94	-5201.99	-12.9479	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.43549
1510	-5214.01	-5201.44	-12.5644	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.39714
1520	-5211.64	-5199.55	-12.0925	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.34996
1530	-5213.65	-5197.71	-15.9429	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.735
1540	-5212.65	-5197.09	-15.5649	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.6972
1550	-5211.39	-5195.52	-15.8722	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.72793
1560	-5209.86	-5194.31	-15.551	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.69581
1570	-5209.32	-5193.98	-15.3378	0.175808	0.191228	0.0238076	0.132446	0.331798	0.144912	0.338609	0.191965	0.195886	0.27354	0.620212	0.0153613	3.67449
